Lipid,Retention_Time,OzESI_Intensity,group_by_ion,group_by_lipid,Sample_ID,Transition,Sample,Parent_Ion,Product_Ion,Species,Class,Possible_Lipids,Peak_Height,FWHM,Peak_Width,Peak_Area,Filter_Column,STD_RT_ON,STD_RT_OFF,STD_RT_Dif,Biology,Genotype,Cage,Mouse,n_value
FA(22:1)_<>_n-5,12.459016666666667,1982.0,36,300,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,cereb_WT_m1_FAD245,451.4,183.0,22:1,FA,FA(20:1)_<>_n-3 | FA(20:2)_<F>_n-3 | FA(22:1)_<>_n-5,1982.0,0.06405609257319303,0.06460000000000043,128.03720000000087,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(22:1)_<>_n-5,12.704516666666667,1816.0,36,300,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,cereb_WT_m1_FAD245,451.4,183.0,22:1,FA,FA(20:1)_<>_n-3 | FA(20:2)_<F>_n-3 | FA(22:1)_<>_n-5,1816.0,0.04984626081082853,0.038766666666667504,70.40026666666819,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(22:1)_<>_n-5,12.872466666666668,1420.0,36,300,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,cereb_WT_m1_FAD245,451.4,183.0,22:1,FA,FA(20:1)_<>_n-3 | FA(20:2)_<F>_n-3 | FA(22:1)_<>_n-5,1420.0,0.045816669763407016,0.038766666666667504,55.048666666667856,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(22:6)_<BBBBB>_n-3,5.920916666666667,7241.0,38,305,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,cereb_WT_m1_FAD245,469.4,183.0,22:6,FA,FA(22:6)_<BBBBB>_n-3,7241.0,0.028165625825409314,4.767616666666667,34522.31228333333,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(22:6)_<BBBBB>_n-3,6.114716666666667,10011.0,38,305,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,cereb_WT_m1_FAD245,469.4,183.0,22:6,FA,FA(22:6)_<BBBBB>_n-3,10011.0,0.07811305807239119,0.07753333333333323,776.186199999999,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(22:6)_<BBBBF>_n-5,6.1288833333333335,1295.0,32,307,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,cereb_WT_m1_FAD245,443.3,183.0,22:6,FA,FA(20:5)_<BBBB>_n-3 | FA(22:6)_<BBBBF>_n-5,1295.0,0.08569112990423246,0.09043333333333337,117.1111666666667,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(22:6)_<FFFFF>_n-6,6.219533333333334,1010.0,31,339,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,cereb_WT_m1_FAD245,437.4,183.0,22:6,FA,FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(22:1)_<>_n-6 | FA(22:6)_<FFFFF>_n-6,1010.0,0.06619471312830703,0.06460000000000043,65.24600000000044,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(22:6)_<FFFFF>_n-7,6.78885,2112.0,28,340,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,22:6,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,2112.0,0.11664950561394648,0.12919999999999998,272.87039999999996,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,7
FA(22:6)_<FFFFF>_n-8,6.1434500000000005,1142.0,25,341,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,22:6,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1142.0,0.050141600345404796,0.05168333333333308,59.02236666666638,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,8
FA(22:6)_<FFFFF>_n-8,6.285566666666667,1352.0,25,341,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,22:6,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1352.0,0.1068767440789846,0.10336666666666705,139.75173333333385,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,8
FA(22:6)_<BFFFF>_n-8,6.195333333333334,3647.0,24,327,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,cereb_WT_m1_FAD245,407.3,183.0,22:6,FA,FA(16:2)_<B>_n-2 | FA(18:2)_<B>_n-4 | FA(18:3)_<BF>_n-4 | FA(18:4)_<BFF>_n-4 | FA(20:2)_<B>_n-6 | FA(20:5)_<BFFF>_n-6 | FA(22:6)_<BFFFF>_n-8,3647.0,0.10141324122897767,0.10336666666666705,376.97823333333474,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,8
FA(22:6)_<BBFFF>_n-8,0.7302333333333334,2224.0,23,318,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,405.2 -> 183.0,cereb_WT_m1_FAD245,405.2,183.0,22:6,FA,FA(18:3)_<BB>_n-4 | FA(18:4)_<BBF>_n-4 | FA(20:5)_<BBFF>_n-6 | FA(22:6)_<BBFFF>_n-8,2224.0,0.058360132854846605,0.06459999999999999,143.67039999999997,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,8
FA(22:6)_<BBBFF>_n-8,0.6658333333333334,1923.0,22,311,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,403.2 -> 183.0,cereb_WT_m1_FAD245,403.2,183.0,22:6,FA,FA(18:4)_<BBB>_n-4 | FA(20:5)_<BBBF>_n-6 | FA(22:6)_<BBBFF>_n-8,1923.0,0.06562929215939879,0.06459999999999999,124.22579999999998,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,8
FA(22:6)_<FFFFF>_n-9,6.144266666666667,14512.0,21,342,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,22:6,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,14512.0,0.04773189571220497,0.05168333333333397,750.0285333333426,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,9
FA(22:6)_<FFFFF>_n-9,6.273466666666667,1583222.0,21,342,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,22:6,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,1583222.0,0.08822015361612906,0.09045000000000059,143202.42990000092,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,9
FA(22:6)_<FFFFF>_n-17,0.64385,5675.0,3,336,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,283.2 -> 183.0,cereb_WT_m1_FAD245,283.2,183.0,22:6,FA,FA(8:1)_<>_n-3 | FA(9:1)_<>_n-4 | FA(10:1)_<>_n-5 | FA(12:1)_<>_n-7 | FA(13:1)_<>_n-8 | FA(14:1)_<>_n-9 | FA(15:1)_<>_n-10 | FA(15:2)_<F>_n-10 | FA(16:1)_<>_n-11 | FA(16:2)_<F>_n-11 | FA(17:1)_<>_n-12 | FA(18:1)_<>_n-13 | FA(18:2)_<F>_n-13 | FA(18:3)_<FF>_n-13 | FA(18:4)_<FFF>_n-13 | FA(20:1)_<>_n-15 | FA(20:2)_<F>_n-15 | FA(20:5)_<FFFF>_n-15 | FA(22:1)_<>_n-17 | FA(22:6)_<FFFFF>_n-17,5675.0,0.06099975312361871,0.05166666666666664,293.2083333333332,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,17
FA(22:6)_<FFFFF>_n-19,0.6701,2165.0,1,338,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,255.2 -> 183.0,cereb_WT_m1_FAD245,255.2,183.0,22:6,FA,FA(8:1)_<>_n-5 | FA(9:1)_<>_n-6 | FA(10:1)_<>_n-7 | FA(12:1)_<>_n-9 | FA(13:1)_<>_n-10 | FA(14:1)_<>_n-11 | FA(15:1)_<>_n-12 | FA(15:2)_<F>_n-12 | FA(16:1)_<>_n-13 | FA(16:2)_<F>_n-13 | FA(17:1)_<>_n-14 | FA(18:1)_<>_n-15 | FA(18:2)_<F>_n-15 | FA(18:3)_<FF>_n-15 | FA(18:4)_<FFF>_n-15 | FA(20:1)_<>_n-17 | FA(20:2)_<F>_n-17 | FA(20:5)_<FFFF>_n-17 | FA(22:1)_<>_n-19 | FA(22:6)_<FFFFF>_n-19,2165.0,0.0756158551949014,0.06459999999999999,139.85899999999998,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,19
FA(8:1)_<>_n-2 ,3.3440000000000003,10529.0,4,343,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,cereb_WT_m1_FAD245,297.2,183.0,8:1,FA,FA(8:1)_<>_n-2 | FA(9:1)_<>_n-3 | FA(10:1)_<>_n-4 | FA(12:1)_<>_n-6 | FA(13:1)_<>_n-7 | FA(14:1)_<>_n-8 | FA(15:1)_<>_n-9 | FA(15:2)_<F>_n-9 | FA(16:1)_<>_n-10 | FA(16:2)_<F>_n-10 | FA(17:1)_<>_n-11 | FA(18:1)_<>_n-12 | FA(18:2)_<F>_n-12 | FA(18:3)_<FF>_n-12 | FA(18:4)_<FFF>_n-12 | FA(20:1)_<>_n-14 | FA(20:2)_<F>_n-14 | FA(20:5)_<FFFF>_n-14 | FA(22:1)_<>_n-16 | FA(22:6)_<FFFFF>_n-16,10529.0,0.0636301145041702,0.06461666666666632,680.3488833333297,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(9:1)_<>_n-2 ,3.421116666666667,1348.0,6,348,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,cereb_WT_m1_FAD245,311.3,183.0,9:1,FA,FA(9:1)_<>_n-2 | FA(10:1)_<>_n-3 | FA(12:1)_<>_n-5 | FA(13:1)_<>_n-6 | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(15:2)_<F>_n-8 | FA(16:1)_<>_n-9 | FA(16:2)_<F>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(18:4)_<FFF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:6)_<FFFFF>_n-15,1348.0,0.050559609807882475,0.051683333333333525,69.66913333333359,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(9:1)_<>_n-2 ,3.6020000000000003,50798.0,6,348,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,cereb_WT_m1_FAD245,311.3,183.0,9:1,FA,FA(9:1)_<>_n-2 | FA(10:1)_<>_n-3 | FA(12:1)_<>_n-5 | FA(13:1)_<>_n-6 | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(15:2)_<F>_n-8 | FA(16:1)_<>_n-9 | FA(16:2)_<F>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(18:4)_<FFF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:6)_<FFFFF>_n-15,50798.0,0.060558171560188924,0.06459999999999999,3281.5507999999995,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(9:1)_<>_n-3 ,3.3440000000000003,10529.0,4,349,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,cereb_WT_m1_FAD245,297.2,183.0,9:1,FA,FA(8:1)_<>_n-2 | FA(9:1)_<>_n-3 | FA(10:1)_<>_n-4 | FA(12:1)_<>_n-6 | FA(13:1)_<>_n-7 | FA(14:1)_<>_n-8 | FA(15:1)_<>_n-9 | FA(15:2)_<F>_n-9 | FA(16:1)_<>_n-10 | FA(16:2)_<F>_n-10 | FA(17:1)_<>_n-11 | FA(18:1)_<>_n-12 | FA(18:2)_<F>_n-12 | FA(18:3)_<FF>_n-12 | FA(18:4)_<FFF>_n-12 | FA(20:1)_<>_n-14 | FA(20:2)_<F>_n-14 | FA(20:5)_<FFFF>_n-14 | FA(22:1)_<>_n-16 | FA(22:6)_<FFFFF>_n-16,10529.0,0.06307668705181108,0.06461666666666632,680.3488833333297,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
