Lipid,Class,FAD199_m1_66_D,FAD199_m3_66_D,FAD201_m5_61_D,FAD265_m3_59_D,FAD261_m3_81_A,FAD265_m2_74_A,FAD309_55_A,FAD325_39_A,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
"DG(O-40:9),DG(38:2)_C18:2",DAG,4911.30037689209,5442.260372161865,5013.060344696045,7890.780529022217,3220.580249786377,5247.800327301025,2901.6202125549316,5039.74031829834,2391.3401641845703,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C16:0",DAG,1832.1401443481445,1931.1601333618164,1853.6001205444336,1923.300136566162,1936.7201347351074,1963.020133972168,2312.7001571655273,1997.8601188659668,1910.2801208496094,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C16:1",DAG,1912.1001243591309,1941.9801406860352,1923.260124206543,2183.2801628112793,2015.8001441955566,1917.880142211914,2096.9401245117188,1903.9601516723633,1948.5601387023926,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C18:0",DAG,1860.3601188659668,1818.9401321411133,1855.4001197814941,1834.2401275634766,1840.7401275634766,1842.6401329040527,1890.9401245117188,1727.2401237487793,1816.800121307373,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C18:1",DAG,2129.200149536133,2076.2201538085938,3323.4402465820312,1993.2601432800293,2359.9201736450195,2501.8801765441895,2427.280170440674,2388.6601791381836,2033.2801322937012,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C18:2",DAG,3012.7001953125,2857.660213470459,2770.780200958252,3318.80020904541,2622.3801918029785,3451.1402587890625,2634.020195007324,2799.820209503174,2838.340190887451,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(10:0) | FA(10:0),FA,88248.20629882812,82420.28540039062,111460.64929199219,85832.92517089844,63391.464935302734,57017.083984375,79715.86535644531,67332.82482910156,67268.24438476562,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(10:1),FA,116648.68771362305,99813.56726074219,105953.44757080078,89042.56677246094,105407.80853271484,78402.60546875,122507.90893554688,93064.98596191406,79815.0859375,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(10:2),FA,26745.462127685547,24388.561645507812,30802.442428588867,23065.181671142578,41317.74255371094,36955.86294555664,261395.38305664062,174212.23052978516,39247.883361816406,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(10:3),FA,93024.26635742188,77798.08410644531,118147.09033203125,73790.24438476562,259393.22338867188,170665.03326416016,2873463.135986328,2384679.0290527344,266581.8589477539,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(10:4),FA,298908.40423583984,192507.7332763672,175061.4912109375,175669.69360351562,367390.2868041992,154508.0506591797,424861.84814453125,313641.4406738281,202643.0341796875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(10:5),FA,239458.7368774414,107412.94860839844,107089.66674804688,90361.40551757812,341539.0827636719,93071.92602539062,364208.8229980469,263953.7177734375,124404.22937011719,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(10:6),FA,179789.5322265625,160444.6512451172,278914.6790161133,219854.43798828125,143668.38885498047,194088.07360839844,194642.7127685547,177477.85223388672,106712.76696777344,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(11:0),FA,57259.38488769531,51723.32385253906,60968.7841796875,51664.26385498047,55846.42443847656,84928.42572021484,68017.26495361328,74572.36596679688,54637.8837890625,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(11:1),FA,100059.92810058594,93913.02575683594,106032.0482788086,113659.42877197266,150604.21130371094,342663.5828857422,163584.17028808594,249607.67846679688,101554.00646972656,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(11:2),FA,179484.5948486328,118765.08911132812,113119.92749023438,90300.36669921875,413373.8298339844,876033.0407714844,289940.6193847656,620200.2646484375,151429.0498046875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(11:6),FA,902804.5,1193759.1435546875,1035535.2026367188,808200.0185546875,729034.7072753906,527131.5197753906,1154596.8046875,837370.7709960938,610018.3891601562,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(12:0),FA,123123.00854492188,121504.64929199219,114235.96789550781,98107.54718017578,87263.58612060547,66407.08508300781,103308.82739257812,78327.68603515625,63428.92449951172,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(12:1),FA,257403.7783203125,249684.73901367188,238529.017578125,212987.31665039062,87600.36669921875,58764.283752441406,92458.78704833984,80019.06549072266,63947.4248046875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(12:2),FA,53299.364013671875,52305.64370727539,54341.54364013672,45624.683044433594,40081.64291381836,44546.723388671875,47130.60333251953,39465.98287963867,44023.34338378906,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(12:4),FA,149294.08880615234,59700.28405761719,53055.78350830078,45955.263122558594,84950.32647705078,76483.58581542969,75503.76599121094,60228.424377441406,79998.92553710938,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(12:5),FA,68048.28564453125,66300.34436035156,84257.9453125,86152.2268371582,61735.64407348633,46433.16290283203,70827.1646118164,62920.58435058594,37399.58248901367,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(12:6),FA,103568.98809814453,102696.92761230469,112638.82824707031,90612.70617675781,86540.60498046875,93004.56677246094,118767.28771972656,102083.30743408203,83656.48617553711,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(13:0) | FA(14:7),FA,192913.99609375,141226.8504638672,118681.98797607422,129895.98815917969,178316.8516845703,135199.28930664062,216804.83569335938,157439.71264648438,143156.14923095703,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(13:0) | FA(14:7)_2,FA,188441.07495117188,136304.47003173828,131056.84997558594,117726.38891601562,173641.99389648438,129189.42956542969,208706.3553466797,155968.77087402344,139653.36975097656,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(13:1),FA,220008.1552734375,270903.8377685547,311036.6826171875,214489.87243652344,301436.24462890625,62246.944885253906,520917.099609375,350569.2424316406,69181.90466308594,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(13:2),FA,59931.604553222656,60763.00421142578,59091.42468261719,54669.104095458984,49996.883239746094,53540.38391113281,67899.52471923828,50650.523681640625,62114.284240722656,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(14:0),FA,121413.42895507812,104223.02709960938,96537.14709472656,79812.72607421875,93357.08740234375,111389.06713867188,109383.00769042969,107941.98721313477,75899.62548828125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(14:1),FA,231245.09887695312,145186.11083984375,151293.05041503906,129519.32775878906,147128.6484375,145173.7713623047,573164.7746582031,294363.0626220703,98207.28784179688,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(14:2),FA,432693.5300292969,443251.17333984375,505456.455078125,391766.02783203125,394406.9296875,392010.20263671875,3813875.0881347656,3763927.862060547,708288.3781738281,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(14:4),FA,447578.93225097656,400603.52307128906,335635.72216796875,308165.0604248047,213679.09259033203,120537.7290649414,264757.1960449219,154533.3291015625,62819.00408935547,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(14:5),FA,242835.9171142578,120251.9091796875,108039.82702636719,94423.4867553711,275945.1403808594,149277.32946777344,262954.65869140625,202235.59399414062,72728.24530029297,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(14:6),FA,570735.1752929688,142519.79077148438,126897.32958984375,111437.40893554688,697799.1112060547,90679.20611572266,661838.9653320312,396432.84521484375,94951.10638427734,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(15:0) | FA(16:7),FA,483165.17333984375,506830.4162597656,562075.7377929688,454209.1123046875,217898.5958251953,133202.6895751953,679671.3134765625,516211.5715332031,195959.6728515625,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(15:0) | FA(16:7)_2,FA,471412.41650390625,465919.81005859375,514460.09033203125,393689.60888671875,194811.17211914062,141519.25061035156,718490.2155761719,539234.6767578125,204789.1513671875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(15:1),FA,122138.7290649414,115935.90808105469,132328.62890625,86893.48645019531,177345.634765625,165433.11096191406,3280506.700317383,2366154.1364746094,356990.0810546875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(15:2),FA,50480.923889160156,47432.56314086914,58837.56442260742,48084.20309448242,34739.84240722656,45724.52313232422,47492.86364746094,42066.80270385742,40670.042907714844,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(15:3),FA,39502.822692871094,40449.86291503906,41517.64288330078,35936.34246826172,31177.742218017578,63300.04455566406,35951.662506103516,47383.6037902832,37443.12255859375,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(15:5),FA,48507.34387207031,48171.88342285156,53605.983947753906,45976.76287841797,36118.36260986328,58002.34457397461,47562.763122558594,45156.04299926758,48497.843322753906,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(15:6),FA,64989.00439453125,63250.56427001953,65334.54425048828,52312.543518066406,53827.84405517578,64147.74450683594,62166.92419433594,60232.74362182617,46515.003173828125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(16:0),FA,601573.5649414062,586109.4819335938,774165.7749023438,562807.0385742188,352079.166015625,429548.9128417969,770469.595703125,654028.2863769531,656644.7001953125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(16:1),FA,120646.16882324219,119876.76721191406,137464.46923828125,115580.1083984375,61379.76446533203,79839.90576171875,180523.45281982422,136675.09024047852,92734.7261352539,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(16:2),FA,55823.383728027344,52759.48358154297,58129.484466552734,45310.863220214844,37807.00256347656,51586.723541259766,60159.26434326172,56832.16342163086,60013.34411621094,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(16:3),FA,2213030.2919921875,2013021.53515625,2015808.962890625,1765062.68359375,1866669.0166015625,1827966.6557617188,2202209.0078125,1817730.4453125,2087672.783203125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(16:4),FA,58774.66390991211,55736.92431640625,61980.18441772461,48616.90283203125,43101.16271972656,102653.44647216797,50643.563415527344,126979.64962768555,55413.00439453125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(16:5),FA,141769.98931884766,197660.73211669922,260074.8204345703,204026.13424682617,45351.28332519531,97576.4252319336,61644.72448730469,115021.61083984375,56505.084075927734,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(16:6),FA,115169.74890136719,117546.98718261719,128377.06854248047,96410.30700683594,80087.70611572266,88644.28582763672,132145.55017089844,106719.28698730469,105269.04895019531,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(17:0) | FA(18:7),FA,115275.54858398438,102793.08715820312,119057.4482421875,89695.94659423828,84744.06561279297,102528.00634765625,120427.14862060547,109170.70849609375,139069.00830078125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(17:0) | FA(18:7)_2,FA,111515.18896484375,114878.70861816406,125764.46887207031,92626.38623046875,89567.88659667969,113205.72778320312,126325.48919677734,111660.78601074219,149549.970703125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(17:1),FA,99819.8070678711,86392.98565673828,98133.1669921875,75443.02600097656,59046.48406982422,75545.36584472656,93923.88623046875,81466.76623535156,92384.18621826172,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(17:2),FA,615180.0622558594,542439.4174804688,514172.033203125,408332.05029296875,429030.0505371094,575790.8442382812,547086.4614257812,411837.52587890625,649176.7104492188,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(17:3),FA,72727.14489746094,68281.0845336914,74941.32446289062,58243.164123535156,71452.16494750977,75115.28540039062,93175.24743652344,74831.76501464844,87797.98565673828,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(17:4),FA,55228.82360839844,49882.24362182617,64148.88494873047,44705.562927246094,40368.422622680664,49072.983001708984,54560.523681640625,50998.203552246094,58374.50436401367,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(17:6),FA,81342.76550292969,85583.30548095703,95934.54864501953,71802.6449584961,45728.64337158203,62558.844482421875,96813.34594726562,80416.98510742188,102428.16735839844,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(18:0),FA,712716.7895507812,664673.470703125,746630.0654296875,571466.0336914062,459354.728515625,545037.818359375,858343.201171875,469767.75390625,659511.890625,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(18:1),FA,595784.9985351562,675275.5895996094,810753.3422851562,891549.5407714844,220864.59619140625,316648.65869140625,562298.5451660156,292115.7000732422,268179.5217285156,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(18:2),FA,582636.0471191406,695296.3441162109,959359.1951904297,1310184.0480957031,207997.517578125,310455.9208984375,487558.4465332031,233555.11877441406,205544.7752685547,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(18:3),FA,116321.68762207031,124458.90795898438,160762.14923095703,171626.55364990234,76753.38580322266,77634.74499511719,169125.49450683594,116537.30813598633,70821.52520751953,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(18:4),FA,52226.2236328125,51089.18395996094,59376.48455810547,51171.46337890625,39540.882873535156,50289.003662109375,56536.403900146484,44690.22296142578,53134.68374633789,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(18:5),FA,77628.44470214844,78361.36505126953,91452.7661743164,74796.66522216797,44462.463134765625,60686.16387939453,68382.52453613281,53716.483947753906,66884.30514526367,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(18:6),FA,100965.08728027344,111337.3876953125,148259.4307861328,103563.16778564453,67669.3646850586,92150.68676757812,117733.92810058594,116623.80578613281,129037.76983642578,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(19:0),FA,2246736.130859375,1954945.013671875,1913946.48828125,1534673.46875,1713312.0322265625,1945046.78515625,2608608.74609375,1563228.015625,1992892.88671875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(19:1),FA,136142.39025878906,122611.82739257812,136144.7091064453,102737.50842285156,88544.82623291016,103455.98803710938,126592.25036621094,84291.64611816406,121602.1484375,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(19:2),FA,474785.5107421875,401473.04931640625,388560.8232421875,302023.681640625,305045.8010253906,401086.568359375,434724.369140625,269995.1198730469,469164.25,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(19:4),FA,220736.85192871094,186024.4341430664,126816.40954589844,116269.4683227539,128573.22772216797,185404.31256103516,223657.11401367188,174585.61212158203,293226.3605957031,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(19:5),FA,76971.84564208984,73351.54553222656,81777.32507324219,66399.04461669922,57643.323638916016,67684.56481933594,88564.36682128906,61846.70474243164,94303.02716064453,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(19:6),FA,145400.13159179688,137028.07067871094,149786.9512939453,112950.3486328125,91260.82702636719,119932.14868164062,179256.1318359375,100060.60760498047,188139.77209472656,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(20:0),FA,6682120.32421875,5754580.55859375,5732825.8203125,4677376.265625,5111629.9111328125,6059944.365234375,6026175.546875,4558900.666015625,6281187.265625,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(20:1),FA,195087.71264648438,179487.49267578125,201284.87365722656,164045.05114746094,137811.39135742188,164745.31005859375,176257.53186035156,122249.20947265625,169722.55224609375,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(20:2),FA,126733.76879882812,118916.93005371094,144041.2303466797,120845.40856933594,95504.32641601562,107024.80688476562,116541.10778808594,81406.56567382812,138493.5682373047,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(20:3),FA,171046.07250976562,161721.60998535156,204775.5108642578,206920.93627929688,97968.30639648438,92243.50592041016,138737.9691772461,86315.20611572266,115523.02819824219,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(20:4),FA,528701.2777099609,620686.1780090332,802187.9240722656,986597.8179321289,122007.44622802734,135895.43133544922,257850.5776977539,93717.9065246582,69211.10540771484,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(20:5),FA,162787.75329589844,168068.72903442383,234668.99755859375,235242.5750732422,89477.78643798828,129448.208984375,157947.8516845703,87148.82696533203,121208.64904785156,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(20:6),FA,267975.77868652344,238480.75720214844,266283.3801269531,189230.15502929688,193022.85546875,213774.615234375,417155.4645996094,219002.01171875,334103.0441894531,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(21:0),FA,5045629.5859375,4626943.1953125,4528448.19140625,3922040.0859375,4004098.4228515625,4724985.44140625,4701815.265625,3651668.9873046875,5047541.40234375,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(21:1),FA,135210.7099609375,118279.16870117188,128858.18957519531,107371.66735839844,99938.22692871094,121714.86853027344,111564.16735839844,96743.1664428711,128863.06848144531,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(21:2),FA,153411.62951660156,135756.78784179688,129982.80944824219,90974.00671386719,112989.62866210938,150852.0107421875,131187.310546875,114104.16857910156,165656.87084960938,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(21:3),FA,82083.0062866211,78329.62518310547,76807.14599609375,59875.464416503906,65605.90447998047,66445.68475341797,78603.78540039062,58475.40441894531,74508.86572265625,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(21:5),FA,185794.3143310547,160366.91076660156,173960.85290527344,127797.92956542969,171923.49365234375,175175.83374023438,468567.5837402344,157572.1102294922,172318.6131591797,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(22:0),FA,1579170.4853515625,1355183.8857421875,1428770.173828125,1281225.373046875,1206867.52734375,1428234.125,1448357.3740234375,1017984.0830078125,1521133.470703125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(22:1),FA,102797.60656738281,96269.46643066406,102372.84631347656,90776.1265258789,78892.34521484375,89871.4467163086,107628.20672607422,75806.08520507812,127298.96960449219,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(22:2),FA,59769.00360107422,56810.443603515625,62155.24432373047,56176.583740234375,43441.403259277344,53049.18341064453,64551.964416503906,38627.66275024414,77952.00506591797,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(22:3),FA,66306.8051147461,69562.6244506836,74926.32470703125,59340.52355957031,53231.9631652832,61068.08416748047,82179.00604248047,56438.84405517578,88220.76550292969,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(22:4),FA,93911.20623779297,88656.4267578125,121664.44952392578,122114.52923583984,59411.664154052734,75345.18505859375,77379.10552978516,58381.503845214844,98633.42724609375,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(22:5),FA,218272.53845214844,180112.23266601562,273995.94287109375,282863.83923339844,127960.48815917969,124204.74877929688,148016.73107910156,94104.32717895508,136121.78930664062,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(22:6),FA,539043.9399414062,506145.21630859375,604458.0053710938,737559.4428710938,434296.1376953125,462029.21240234375,503235.576171875,336642.06494140625,464722.1701660156,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(22:7),FA,5235671.900390625,4521842.734375,4415192.10546875,3743884.60546875,4143757.6875,4648213.8056640625,4620165.1796875,3538397.22265625,4970360.34765625,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(23:0),FA,156071.01135253906,162284.85229492188,185642.11206054688,185918.51293945312,109285.02758789062,119602.30749511719,131457.5887451172,99279.20703125,132571.06982421875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(23:1),FA,85361.1460571289,81861.6654663086,84767.54614257812,75443.20565795898,67154.98486328125,74168.36486816406,82978.60552978516,61581.54473876953,81219.5859375,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(23:6),FA,213642.7529296875,201415.03393554688,225582.5177001953,217840.2745361328,164390.1925048828,194521.17236328125,210051.49353027344,139479.67211914062,201541.9736328125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:0),FA,133437.01025390625,136269.1688232422,129481.1884765625,119178.22839355469,96536.46594238281,130046.94897460938,128052.92907714844,83584.326171875,150362.8927001953,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:1),FA,64719.24411010742,61341.96435546875,63606.544494628906,57435.384033203125,52484.32342529297,64810.08428955078,56971.383544921875,46993.52307128906,66724.96466064453,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:10),FA,131719.8504638672,109044.64636230469,104792.02807617188,84938.4458618164,122976.98937988281,233079.51599121094,128345.2685546875,182252.93389892578,121248.46865844727,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:12),FA,108019.00714111328,95084.36682128906,111847.0068359375,94142.0258178711,75490.54559326172,82893.68536376953,88760.82641601562,67805.544921875,103298.60632324219,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:2),FA,48218.00338745117,53252.523529052734,48616.583892822266,43799.0231628418,38242.342864990234,47195.84344482422,49355.403564453125,34173.86233520508,54185.103759765625,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:3),FA,73236.62567138672,68683.1047668457,72884.02551269531,59298.903869628906,56770.283752441406,64841.70407104492,77397.7660522461,52154.48400878906,71773.46533203125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:4),FA,66756.24432373047,73803.76480102539,71842.42517089844,58948.40393066406,56839.8641204834,61760.244384765625,91055.96600341797,49626.10330200195,71455.36505126953,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:5),FA,131176.64916992188,143929.55017089844,154521.55041503906,160769.13317871094,91588.00732421875,93492.76574707031,127195.00762939453,78986.98559570312,106806.52819824219,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:6),FA,345963.4063720703,412531.50634765625,615689.0427246094,863552.1206054688,93455.94732666016,84810.18579101562,103480.7470703125,74781.04486083984,102543.80627441406,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(24:7),FA,166633.55114746094,163711.2509765625,186371.3134765625,189379.93463134766,114272.42797851562,135323.76977539062,133348.6279296875,101694.26641845703,136811.8895263672,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(25:0),FA,115216.90814208984,125742.36889648438,190017.3540649414,174368.1134033203,71788.26538085938,85416.66680908203,79980.5648803711,60384.024658203125,101170.36669921875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(25:1),FA,98572.1875,100247.58654785156,111361.44818115234,112555.16809082031,78534.3860168457,106881.16748046875,93989.12646484375,81111.46557617188,107272.10754394531,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(25:4),FA,98845.30688476562,105006.22735595703,101921.52697753906,81223.36499023438,85080.52526855469,68276.28466796875,128378.74993896484,76093.26446533203,98255.42657470703,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(26:0),FA,102854.267578125,99915.66723632812,106489.96606445312,83830.96630859375,77812.26544189453,92543.08520507812,99174.96728515625,73375.94522094727,100115.36682128906,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(26:1),FA,117305.22744750977,114830.66857910156,111035.54772949219,92794.46704101562,88020.24688720703,109468.68780517578,105697.88781738281,89354.9468383789,121017.12829589844,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(26:2),FA,84722.1254272461,80142.00561523438,77612.4658203125,62487.20477294922,69458.64477539062,86591.24609375,79055.62579345703,58279.86358642578,72105.78479003906,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(26:3),FA,69943.60418701172,72593.46496582031,69819.90509033203,51304.02429199219,53172.743225097656,59561.644104003906,70603.32513427734,46466.54382324219,68566.18487548828,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(26:4),FA,70572.7446899414,70585.94506835938,73693.54638671875,62404.244384765625,54529.32305908203,72659.76538085938,73394.84484863281,50296.42330932617,77072.84539794922,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(26:5),FA,91747.1459350586,97816.56726074219,118713.18676757812,112563.54736328125,55398.80392456055,61638.184631347656,76892.82568359375,51307.5439453125,67896.18481445312,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(26:6),FA,302523.44580078125,407846.4873046875,638286.3813476562,732829.0180664062,86015.52612304688,101115.44702148438,106205.08825683594,82038.46618652344,103666.80700683594,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(27:0) | FA(28:7),FA,142047.67016601562,130237.52783203125,103195.0073852539,86446.50592041016,98747.70666503906,147253.4122314453,138121.97106933594,113369.34796142578,165694.5711669922,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(27:0) | FA(28:7)_2,FA,128794.44995117188,117015.0283203125,96094.42663574219,79034.54559326172,85858.84637451172,120562.30786132812,114595.208984375,100155.52813720703,146670.33068847656,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(27:1),FA,60323.124572753906,61449.44454956055,64304.444396972656,53771.64318847656,44599.462982177734,56044.604064941406,53910.683532714844,40577.222900390625,63923.624938964844,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
FA(27:2),FA,69255.24493408203,62700.205017089844,63789.00451660156,60409.603454589844,52889.16372680664,52929.184143066406,60248.384185791016,44468.88311767578,69924.8843383789,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
