Lipid,Class,FAD199_m1_66_D,FAD199_m3_66_D,FAD201_m5_61_D,FAD265_m3_59_D,FAD261_m3_81_A,FAD265_m2_74_A,FAD309_55_A,FAD325_39_A,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,DAG,1803.6001205444336,1785.3601264953613,1846.1201210021973,1825.4801330566406,1795.2801208496094,1908.7001419067383,1881.8601341247559,1823.6201286315918,1860.1401443481445,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,TAG,970.9000663757324,1051.6800651550293,1024.840072631836,1024.5000762939453,1036.0800743103027,1004.1200714111328,968.2800636291504,1006.6800727844238,1007.080078125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:1)]_FA14:0,TAG,973.6200675964355,973.820068359375,1040.8400917053223,980.8000755310059,1084.2000770568848,1064.8200798034668,1124.9000816345215,1189.5000762939453,1072.0200729370117,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:1)]_FA16:0,TAG,1097.8000793457031,998.3600730895996,964.7800674438477,972.8000640869141,1028.2600555419922,1018.8000755310059,1163.8400764465332,1184.4600791931152,985.5600700378418,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:1)]_FA16:1,TAG,1110.640079498291,1046.500072479248,1114.400074005127,1124.900074005127,1046.8400688171387,1081.8000717163086,1048.2000732421875,1059.240077972412,1063.3600730895996,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:1)]_FA18:0,TAG,1053.920078277588,1041.8800773620605,970.260066986084,1210.0800895690918,970.0400657653809,969.2000579833984,1019.8200759887695,972.2000694274902,969.5800666809082,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:1)]_FA18:1,TAG,1138.7200813293457,1241.3200950622559,1104.5800704956055,1096.8600769042969,1057.6200790405273,1151.980079650879,1136.7200813293457,1121.8000869750977,1134.6000785827637,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:2)]_FA14:0,TAG,1007.9800758361816,993.0600738525391,1001.6400718688965,973.5600700378418,1100.8000755310059,988.6600685119629,1025.5200691223145,980.0400772094727,984.7600746154785,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:2)]_FA16:0,TAG,1046.760066986084,1201.000099182129,1105.7400741577148,1038.9000701904297,1021.5200691223145,1028.8200759887695,1168.1000900268555,1085.5800743103027,969.0000762939453,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:2)]_FA16:1,TAG,1174.3800888061523,1107.3600769042969,1135.580078125,1096.0600700378418,1047.5800704956055,1108.8800773620605,1065.3200798034668,1064.9000816345215,1150.5200691223145,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:2)]_FA18:0,TAG,970.9800643920898,987.3400726318359,970.7800788879395,993.5800704956055,970.5400733947754,1026.8200721740723,1063.0400733947754,969.5400733947754,1028.160068511963,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:2)]_FA18:1,TAG,1518.9401054382324,1128.1000785827637,1184.3600845336914,1219.7200889587402,1089.3600845336914,1250.540096282959,1157.5800819396973,1241.8800811767578,1353.1801109313965,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(41:2)]_FA18:2,TAG,1220.4800758361816,1287.2800903320312,1311.8600883483887,1230.0400772094727,1193.7800750732422,1196.3800964355469,1108.8000755310059,1235.7000885009766,1107.520076751709,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:0)]_FA14:0,TAG,1598.000114440918,1358.2401008605957,1605.6601066589355,1606.1601371765137,2081.8401412963867,2243.800163269043,1930.3401412963867,2344.980152130127,1628.2801132202148,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",DAG,2310.8601684570312,3784.4202728271484,2396.06014251709,2998.3802185058594,2871.020206451416,3191.960235595703,3750.900276184082,3418.3402099609375,3137.120220184326,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",TAG,2542.5202140808105,2424.500175476074,2371.2001876831055,3077.200206756592,2192.4401359558105,2186.040168762207,3052.180221557617,2235.340160369873,1343.9201011657715,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",DAG,2005.8601341247559,2040.460147857666,2103.500160217285,2007.480136871338,2266.5401649475098,1971.3401412963867,2056.2001419067383,1849.6001358032227,2065.360149383545,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",TAG,1085.820083618164,1150.1200828552246,1170.8000793457031,1046.680076599121,1038.4800758361816,1094.5400733947754,1034.700080871582,1069.3400802612305,1108.2600746154785,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:1)]_FA14:0,TAG,1079.2000846862793,1047.1000671386719,1097.3600769042969,1078.4600830078125,1215.7000846862793,1019.0400695800781,1052.3800773620605,1011.4400749206543,1059.8400802612305,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",DAG,1815.2001457214355,1804.5401229858398,1892.1601371765137,1837.5001373291016,1767.6201133728027,1965.3401412963867,2147.1401596069336,1962.1801414489746,1831.8801155090332,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",TAG,1146.0400848388672,1069.2800788879395,1109.400074005127,1090.380069732666,1088.7000846862793,1137.5200805664062,1136.8000869750977,1132.5000686645508,969.1200714111328,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",DAG,2029.9401359558105,2066.4801483154297,2036.900146484375,2110.0201416015625,2041.8201141357422,2016.6201400756836,2441.6601791381836,1979.1201210021973,2053.180149078369,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",TAG,1066.7000732421875,1104.0600700378418,1154.5400733947754,1092.480079650879,1047.760066986084,1134.5800819396973,1132.2000732421875,1049.8800735473633,1185.9200973510742,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:1)]_FA18:0 | DG(44:8),DG(43:1)_C18:0",DAG,1775.7801246643066,1762.2401237487793,1897.9401321411133,1827.1601333618164,1803.0601272583008,1831.9001235961914,1755.7201232910156,1739.980110168457,1777.6001205444336,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:1)]_FA18:0 | DG(44:8),DG(43:1)_C18:0",TAG,970.9600639343262,1061.6000633239746,1026.900074005127,974.5000762939453,1026.0800666809082,981.0000610351562,968.0600738525391,1032.2200622558594,1017.3600654602051,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",DAG,2029.3801345825195,2040.4801445007324,2925.8401985168457,2078.200138092041,2466.4201698303223,2530.7201614379883,2296.980167388916,2276.8401527404785,2253.100143432617,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",TAG,1290.6401023864746,1157.8400764465332,1273.0000915527344,1236.6000747680664,1170.6400756835938,1088.9000701904297,1171.9600868225098,1131.8600845336914,1178.2600746154785,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:2)]_FA14:0,TAG,1114.4800834655762,973.9600715637207,994.0600738525391,1115.9400825500488,1080.4800872802734,1018.7400703430176,1080.3800735473633,987.7800674438477,970.2000617980957,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:2)]_FA16:0,TAG,964.6000671386719,1022.3800735473633,1112.0800895690918,1234.5200805664062,1008.700065612793,969.5400657653809,1171.8600807189941,1153.140079498291,990.440071105957,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:2)]_FA16:1,TAG,1147.54008102417,1046.2800788879395,1112.320068359375,1144.8000755310059,1048.2600631713867,1116.8400840759277,1083.6600799560547,1106.8400650024414,1081.5400619506836,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:2)]_FA18:0,TAG,1039.320068359375,1056.4000701904297,1001.2000617980957,998.3200607299805,970.8400688171387,969.4600715637207,968.4800643920898,969.0000610351562,1012.900074005127,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:2)]_FA18:1,TAG,1139.7200775146484,1170.640079498291,1103.5800743103027,1235.8800888061523,1089.1400718688965,1223.7800941467285,1120.8200759887695,1141.7600746154785,1066.2000694274902,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:2)]_FA18:2,TAG,1298.3601036071777,1380.3600997924805,1256.420078277588,1143.660068511963,1169.6400756835938,1225.660083770752,1202.500087738037,1218.2200813293457,1151.0000762939453,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:3)]_FA14:0,TAG,976.4200706481934,974.1600646972656,974.7400703430176,1011.6200752258301,966.2400703430176,1017.580078125,984.9000701904297,969.0800628662109,1069.2000770568848,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:3)]_FA16:0,TAG,1074.3600730895996,1075.1200866699219,1006.1600608825684,999.2400703430176,970.1600646972656,1061.3800621032715,1022.0000648498535,978.1200752258301,968.5400695800781,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:3)]_FA16:1,TAG,1070.9000625610352,1170.3200798034668,1080.5400733947754,1054.1800689697266,1047.3000793457031,1136.3800773620605,1074.5600662231445,1049.6400756835938,1096.840072631836,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:3)]_FA18:0,TAG,1059.2000732421875,971.0400772094727,969.7400703430176,974.4400787353516,971.4000701904297,993.6400680541992,968.6000671386719,1010.2600746154785,969.4200782775879,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:3)]_FA18:1,TAG,1081.0600700378418,1121.7000694274902,1112.9400787353516,1174.0800857543945,1089.7600708007812,1140.8600730895996,1070.7200622558594,1124.2800750732422,1093.3000755310059,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:3)]_FA18:2,TAG,1165.1000709533691,1269.2000885009766,1309.1600952148438,1087.5600662231445,1118.2000732421875,1232.680088043213,1167.5000762939453,1226.4200897216797,1171.3000793457031,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:3)]_FA18:3,TAG,1167.7400817871094,1167.2400817871094,1203.5600700378418,1209.2000770568848,1163.7400817871094,1171.240077972412,1165.7600860595703,1194.0000762939453,1228.4600830078125,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:4)]_FA14:0,TAG,973.0400772094727,974.0000762939453,975.1600723266602,973.4000701904297,1033.7800827026367,1012.3600730895996,1033.780071258545,969.6800651550293,971.0400695800781,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:4)]_FA16:0,TAG,1033.0800704956055,1026.9600830078125,1081.1800689697266,1088.800064086914,977.4000587463379,970.5000648498535,982.4800682067871,988.3800659179688,989.2000770568848,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:4)]_FA16:1,TAG,1052.160068511963,1046.9000663757324,1058.0600700378418,1115.9800834655762,1047.680061340332,1064.460075378418,1072.2000694274902,1050.2400856018066,1131.480079650879,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:4)]_FA18:0,TAG,1027.9600677490234,971.0000648498535,1050.460075378418,974.2200698852539,970.3200645446777,1034.2800750732422,968.7400665283203,969.1400718688965,1018.0600700378418,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:4)]_FA18:1,TAG,1051.3200798034668,1049.1800689697266,1089.5200691223145,1172.3400802612305,1139.6200828552246,1148.4000778198242,1069.6200790405273,1155.4800872802734,1187.12007522583,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:4)]_FA18:2,TAG,1251.8200798034668,1324.5800895690918,1326.9600982666016,1102.1200790405273,1140.3600769042969,1312.5200843811035,1087.5400657653809,1118.1800804138184,1150.740077972412,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:4)]_FA18:3,TAG,1217.240089416504,1180.220085144043,1167.6400871276855,1344.1200981140137,1219.840087890625,1416.780101776123,1258.0000953674316,1205.4600830078125,1171.6200790405273,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(42:4)]_FA20:4,TAG,1247.5000953674316,1249.2200813293457,1295.9800910949707,1355.9200820922852,1247.4200897216797,1330.6000900268555,1247.360092163086,1248.14009475708,1247.880084991455,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:0)]_FA14:0,TAG,1424.9201011657715,1278.0800971984863,1217.4600830078125,1375.5800971984863,1793.3601341247559,1742.500129699707,2268.6401557922363,1978.320125579834,1412.4200973510742,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,DAG,2355.100154876709,3048.560218811035,2172.1001472473145,2459.020175933838,2631.5001831054688,2540.100143432617,3105.080223083496,2578.7401809692383,2864.0402221679688,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,TAG,1833.7401275634766,1585.280117034912,1852.240119934082,1761.2401084899902,1492.560115814209,1531.3801002502441,1852.6601448059082,2036.640151977539,1323.960090637207,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,DAG,1830.800136566162,1915.140121459961,1979.6401405334473,1849.1401252746582,2108.9801483154297,1955.8001403808594,1773.4001197814941,1813.9201316833496,1952.7601356506348,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,TAG,971.3800735473633,1001.6800689697266,1094.240077972412,1018.1800842285156,1040.5600700378418,969.8800773620605,1025.8600807189941,970.2000694274902,982.6600685119629,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA14:0,TAG,1090.7800827026367,1053.8200798034668,1070.340072631836,1059.0800743103027,1150.0000953674316,1110.0200729370117,1089.3600769042969,1183.580078125,1054.62007522583,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,DAG,1835.140121459961,2029.120132446289,1906.720127105713,1950.1001434326172,1760.4401245117188,1961.1001281738281,1918.4201431274414,1868.940128326416,1940.7401390075684,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,TAG,1150.940086364746,1160.7000770568848,1145.4400939941406,1278.020092010498,1141.840087890625,1098.260082244873,1159.4800834655762,1126.9800720214844,980.4800682067871,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,DAG,2076.9201316833496,1995.6601333618164,2020.9201278686523,2284.620162963867,1952.2001304626465,1936.580150604248,2398.64017868042,1958.2801322937012,2104.980155944824,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,TAG,1162.1200866699219,1090.7600708007812,1215.780071258545,1207.4000816345215,1048.500072479248,1172.8400764465332,1109.580078125,1124.6000785827637,1116.9400672912598,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,DAG,1780.140121459961,1868.7401275634766,1739.3401260375977,1816.3401222229004,1911.0001335144043,1780.9601211547852,1763.58012008667,1808.0001258850098,1766.66011428833,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,TAG,1030.1400680541992,1013.2400779724121,970.7200698852539,1029.8600692749023,970.8000679016113,969.2000770568848,1002.2000770568848,968.940071105957,1000.2000732421875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,DAG,2240.4801597595215,2094.4001388549805,3367.7402381896973,2564.9801597595215,3083.5802268981934,2784.060188293457,2604.220199584961,2434.2001762390137,2432.3001670837402,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,TAG,1326.020092010498,1302.9800910949707,1394.4601020812988,1244.4800758361816,1113.820068359375,1314.1200942993164,1146.7400741577148,1509.500099182129,1300.7000923156738,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA14:0,TAG,973.6200714111328,1013.260066986084,975.4800720214844,1041.0800819396973,1005.960075378418,975.2200546264648,1011.4600715637207,1029.8800811767578,971.1600723266602,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,DAG,1718.9201164245605,1761.3401260375977,1821.220127105713,1755.6001243591309,1809.6601333618164,1750.180118560791,1794.4201393127441,1756.260124206543,1824.5201454162598,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,TAG,1000.1400680541992,965.4800605773926,1013.9200668334961,1044.8000755310059,964.9800567626953,972.5600624084473,1009.4200668334961,1033.8800735473633,1018.4200668334961,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,DAG,2008.3001403808594,2036.9201545715332,2023.0801582336426,1966.1201362609863,1962.3201370239258,2012.280143737793,2102.3401489257812,2025.6801567077637,2022.3201293945312,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,TAG,1054.0600776672363,1087.4400749206543,1073.5000686645508,1120.6600723266602,1047.9200744628906,1134.9200820922852,1059.2800788879395,1097.9000701904297,1151.500072479248,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,DAG,1747.5401153564453,1756.6401329040527,1819.0601272583008,1803.2801246643066,1783.7801361083984,1924.640151977539,1730.0801315307617,1721.3801231384277,1911.14013671875,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,TAG,971.2800598144531,971.9400672912598,969.7800674438477,1005.9200782775879,970.5200576782227,984.2800636291504,1031.8400764465332,968.5400810241699,993.740062713623,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,DAG,2047.6801452636719,1937.6601257324219,2169.5401573181152,1932.260124206543,2258.120143890381,2062.860164642334,2045.1401443481445,1945.6801490783691,1951.9401473999023,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,TAG,1103.4400787353516,1048.980079650879,1146.580078125,1140.6600799560547,1056.960075378418,1140.6400909423828,1056.9000816345215,1055.5400772094727,1054.0000762939453,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,DAG,2224.780174255371,2159.8001556396484,2213.7001724243164,2199.120143890381,2115.8801612854004,2351.9601516723633,2208.3401679992676,2175.9401321411133,2232.900157928467,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,TAG,1242.2600936889648,1169.4800758361816,1110.6200904846191,1099.9200820922852,1125.0600700378418,1185.4200820922852,1157.5200729370117,1169.8800735473633,1087.5400772094727,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:3)]_FA14:0,TAG,972.3800735473633,973.5400695800781,998.0200729370117,973.260066986084,967.0200729370117,982.3400726318359,998.3400726318359,1094.760082244873,970.1200752258301,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:3)]_FA16:0,TAG,965.0000648498535,1036.6000747680664,998.4200630187988,963.960075378418,965.8200645446777,981.9800720214844,1037.5600776672363,981.9400634765625,968.740062713623,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:3)]_FA16:1,TAG,1139.6800727844238,1064.1200714111328,1059.0400695800781,1053.3600730895996,1047.62007522583,1049.1200790405273,1048.1200828552246,1049.7600708007812,1057.420078277588,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:3)]_FA18:0,TAG,970.0400619506836,1033.1400718688965,1026.500072479248,996.8400726318359,970.7400588989258,968.7200736999512,968.4000701904297,1002.5600624084473,969.9600715637207,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:3)]_FA18:1,TAG,1219.1400718688965,1048.9400749206543,1127.8000869750977,1096.3400650024414,1090.8200721740723,1082.6600723266602,1057.9400749206543,1114.2600708007812,1227.0400848388672,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:3)]_FA18:2,TAG,1180.180061340332,1171.8000793457031,1140.1200790405273,1086.680076599121,1087.5400733947754,1143.9200744628906,1106.6200714111328,1208.4000778198242,1155.9000854492188,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:3)]_FA18:3,TAG,1167.5200843811035,1167.2400817871094,1190.5600852966309,1199.7800788879395,1171.4000816345215,1217.500087738037,1217.280101776123,1168.9400749206543,1171.320068359375,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:4)]_FA14:0,TAG,973.200065612793,973.8000679016113,976.2200660705566,1042.460075378418,1010.1200637817383,967.4000701904297,970.4600715637207,975.8400688171387,997.0000610351562,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:4)]_FA16:0,TAG,965.2200660705566,987.4400672912598,1033.4400634765625,1010.4200630187988,1046.2800750732422,969.9600791931152,1093.720069885254,992.7200622558594,968.7400741577148,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:4)]_FA16:1,TAG,1084.1400833129883,1046.6600761413574,1125.6000785827637,1103.420078277588,1074.1600761413574,1060.660068511963,1091.0200729370117,1050.1000709533691,1059.6800727844238,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:4)]_FA18:0,TAG,970.8800659179688,971.1400566101074,969.8000717163086,974.5600700378418,971.1800727844238,969.4200668334961,968.5200729370117,969.0200614929199,1005.5400657653809,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:4)]_FA18:1,TAG,1180.9200897216797,1070.060073852539,1107.3000869750977,1088.4000701904297,1056.6600723266602,1054.3800735473633,1080.12007522583,1055.6600761413574,1089.8800735473633,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:4)]_FA18:2,TAG,1139.3400764465332,1191.8400840759277,1293.980094909668,1116.560073852539,1242.9200820922852,1144.7400741577148,1091.3400688171387,1119.3400764465332,1148.1000709533691,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:4)]_FA18:3,TAG,1183.900089263916,1166.0600852966309,1168.0000915527344,1219.5600891113281,1185.1400871276855,1186.520076751709,1164.9600791931152,1215.1000862121582,1221.3800888061523,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(43:4)]_FA20:4,TAG,1259.3600997924805,1249.8800888061523,1249.880084991455,1261.6200904846191,1255.6200866699219,1245.6400871276855,1247.920078277588,1283.9600830078125,1247.7400932312012,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(44:0),TG(O-45:0)]_FA14:0",TAG,2347.340171813965,1949.560131072998,2049.2601318359375,2268.5801429748535,3287.6602516174316,3533.3602256774902,3631.4602661132812,3921.6603088378906,1834.780128479004,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(44:0),TG(O-45:0)]_FA16:0",TAG,2992.4602241516113,3235.9602127075195,3212.840202331543,4049.000301361084,2267.560127258301,3352.240203857422,4191.680271148682,3372.400245666504,1390.2200965881348,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
"[TG(44:0),TG(O-45:0)]_FA18:0",TAG,1116.1200790405273,1116.380069732666,1379.0401000976562,1146.8400917053223,1031.9600715637207,1111.7200736999512,1008.6000671386719,1114.12007522583,1110.960075378418,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(44:1)]_FA14:0,TAG,1351.1001091003418,1046.9400787353516,1227.9201011657715,1306.520092010498,1243.2400817871094,1440.600112915039,1778.9201393127441,1564.8201141357422,1205.1600799560547,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(44:1)]_FA16:0,TAG,1513.2401008605957,1364.8200950622559,1403.4401016235352,1397.8600807189941,1212.7200889587402,1407.5401077270508,1372.3200988769531,1567.3800964355469,1035.1000785827637,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(44:1)]_FA16:1,TAG,1307.420093536377,1155.9200744628906,1632.2201232910156,1379.1601028442383,1104.2000694274902,1421.9200859069824,1349.480094909668,1144.7600860595703,1234.0400848388672,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(44:1)]_FA18:0,TAG,970.6800651550293,984.0400695800781,992.4400672912598,1003.1000785827637,985.8600654602051,969.3000640869141,1001.0600700378418,969.3000564575195,1000.8000755310059,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(44:1)]_FA18:1,TAG,1347.54008102417,1217.7600860595703,1322.200096130371,1363.300090789795,1112.8000793457031,1302.3400840759277,1191.7400817871094,1248.9800872802734,1410.2401084899902,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(44:2)]_FA14:0,TAG,1059.3600769042969,1086.0000839233398,976.3200721740723,1018.5600814819336,1057.4800720214844,1217.740089416504,1099.3000717163086,1041.62007522583,1097.840072631836,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
[TG(44:2)]_FA16:0,TAG,1164.000087738037,1168.7400970458984,1187.9000816345215,1295.500087738037,1065.940086364746,1009.5400657653809,1236.1200942993164,1394.520092010498,969.3000717163086,Group: D,Group: A,Group: D vs Group: A,4,4,Blank_Blank_Blank
