Lipid,Class,FAD199_m1_66_B,FAD199_m3_66_B,FAD201_m5_61_B,FAD265_m3_59_B,FAD261_m3_81_A,FAD265_m2_74_A,FAD309_55_A,FAD325_39_A,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
PS(44:10),PS,1371.7000999450684,1297.420093536377,1295.1400871276855,1368.260097503662,1312.340087890625,1303.4000930786133,1341.120101928711,1300.7801094055176,1348.9200897216797,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(44:12),PS,1294.4000930786133,1292.8001022338867,1296.5000801086426,1299.3400993347168,1300.3801040649414,1322.780086517334,1301.9601020812988,1426.6001091003418,1298.3000831604004,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(44:2),PS,1373.9201049804688,1314.9600982666016,1373.280101776123,1348.4801025390625,1298.6800956726074,1397.1600875854492,1361.0800819396973,1366.5600929260254,1308.500099182129,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(44:4),PS,1293.940086364746,1334.7200927734375,1426.680103302002,1350.2000923156738,1330.460105895996,1361.8000984191895,1302.300090789795,1416.3800926208496,1378.0400924682617,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(44:5),PS,1295.0200958251953,1334.680103302002,1295.4800872802734,1334.1000900268555,1312.180088043213,1405.2400970458984,1302.12007522583,1336.6600952148438,1297.6600952148438,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(44:6),PS,1328.500099182129,1292.2200927734375,1362.5200958251953,1350.1001052856445,1331.56010055542,1305.8400917053223,1319.4400939941406,1319.400089263916,1297.5400924682617,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-28:0),PS,1335.7000846862793,1271.7600898742676,1261.5400772094727,1279.2800941467285,1258.0200958251953,1258.4400939941406,1260.4800872802734,1258.9000930786133,1359.3600997924805,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-29:0),PS,2328.0601501464844,1676.480110168457,3099.7602157592773,3011.740234375,2333.100166320801,3090.300189971924,1879.6601181030273,2905.860206604004,3909.1202125549316,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-30:0),PS,1325.9200859069824,1293.2800941467285,1326.720085144043,1300.5000915527344,1304.4000854492188,1335.6001052856445,1301.8600845336914,1359.2800903320312,1298.360092163086,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-31:0),PS,1370.9200897216797,1292.8400917053223,1349.6600914001465,1348.6000862121582,1328.860092163086,1300.1200942993164,1320.9000968933105,1300.7000885009766,1333.7600898742676,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-32:0),PS,1358.9400787353516,1293.7000885009766,1316.5801010131836,1317.9000778198242,1332.260097503662,1388.8800926208496,1333.5200881958008,1328.2200965881348,1311.2200927734375,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-33:0),PS,1485.3201026916504,1465.280101776123,1546.1801109313965,1397.6800804138184,1427.220100402832,1519.6601028442383,1360.480094909668,1380.0601043701172,1403.240089416504,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-34:0),PS,1319.380084991455,1381.020092010498,1326.5400886535645,1305.9600715637207,1300.280086517334,1314.440086364746,1302.5801010131836,1316.0800857543945,1297.0200958251953,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-35:0),PS,1567.9401054382324,1331.1600914001465,1391.7801055908203,1568.8001174926758,1301.2400932312012,1675.0201148986816,1355.6800956726074,1460.460105895996,1340.4000854492188,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-36:0),PS,1295.1000862121582,1348.3800735473633,1296.3000793457031,1372.8600959777832,1326.7200965881348,1305.3000984191895,1313.680103302002,1343.8600845336914,1297.0400848388672,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-37:0),PS,1360.0000953674316,1341.6600875854492,1444.3000984191895,1658.1001281738281,1476.0600967407227,2258.2001457214355,1363.5401039123535,1628.7801055908203,1325.9000930786133,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-38:0),PS,1534.9801063537598,1327.0400848388672,1545.1401062011719,1710.0401229858398,1356.360092163086,2039.3001403808594,1359.680103302002,1484.10009765625,1341.9400825500488,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-39:0),PS,1354.4600830078125,1378.340103149414,1450.7400970458984,1420.5401077270508,1372.2600898742676,1497.3200988769531,1392.1400909423828,1402.7601051330566,1459.9001121520996,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-40:0),PS,2316.9601554870605,2170.6401405334473,3962.880283355713,3794.9803009033203,2258.8201484680176,4318.340408325195,1955.460132598877,4207.480262756348,1347.620101928711,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-41:0),PS,1294.880084991455,1291.4400901794434,1312.720100402832,1369.9600868225098,1300.7600860595703,1456.5401000976562,1346.260082244873,1371.9001121520996,1325.4600830078125,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-42:0),PS,1349.1600914001465,1550.4601020812988,1337.6000938415527,1579.5401229858398,1398.3400764465332,1752.020133972168,1417.940086364746,1636.6601104736328,1297.3600883483887,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-42:4),PS,1314.4600944519043,1326.6000938415527,1296.220100402832,1335.8000946044922,1299.4400901794434,1410.4201049804688,1302.4400901794434,1382.9800910949707,1324.180088043213,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(O-42:6),PS,1462.2601013183594,1821.960117340088,1853.920124053955,1833.2001266479492,1344.8800964355469,2048.8201484680176,1405.3000984191895,1654.8401184082031,1298.0000762939453,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-28:0),PS,1253.5800857543945,1251.6200866699219,1296.3800888061523,1257.8200912475586,1278.4000854492188,1290.3800926208496,1269.300090789795,1284.520092010498,1323.720100402832,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-29:0),PS,1253.0000915527344,1269.2400817871094,1315.8400917053223,1257.280086517334,1257.8400764465332,1356.60009765625,1263.0200805664062,1437.200096130371,1273.3400802612305,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-30:0),PS,1325.6000938415527,1356.8600997924805,1296.420093536377,1355.2401008605957,1299.7200927734375,1431.240089416504,1301.6000900268555,1352.6201057434082,1346.7400817871094,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-30:1),PS,1294.7400817871094,1251.0000915527344,1263.500087738037,1359.4600868225098,1293.0800819396973,1314.040096282959,1273.8400955200195,1352.6200904846191,1383.1800956726074,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-31:0),PS,1312.6000938415527,1350.6600914001465,1425.1200942993164,1298.6000938415527,1365.2600936889648,1336.420078277588,1311.4601020812988,1323.2600898742676,1495.8401069641113,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-31:1),PS,1588.8000946044922,1474.5801048278809,1835.640121459961,1638.5201110839844,1495.1800994873047,1639.7001190185547,1570.3801155090332,1791.780128479004,1878.9801177978516,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-32:0),PS,1298.4600944519043,1293.400089263916,1295.9800758361816,1354.2400932312012,1299.680103302002,1301.280086517334,1304.3600959777832,1300.6800804138184,1325.0200691223145,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-32:1),PS,1294.6400871276855,1293.1601028442383,1337.580093383789,1347.1400909423828,1353.360092163086,1301.8200912475586,1324.080093383789,1355.260097503662,1313.380084991455,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-33:0),PS,1294.9800872802734,1293.360107421875,1324.7800979614258,1320.3400993347168,1300.0800819396973,1351.920093536377,1302.800090789795,1353.220085144043,1297.020076751709,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-33:1),PS,1556.1200981140137,1543.4400939941406,1544.4401092529297,1780.260108947754,1590.280128479004,1527.3600997924805,1595.3601036071777,1526.1601181030273,1658.0201225280762,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-33:2),PS,1320.940086364746,1292.6200942993164,1312.4800910949707,1299.380084991455,1320.3800888061523,1389.0000953674316,1346.9401016235352,1309.4000968933105,1298.2200889587402,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-34:0),PS,1329.0200996398926,1311.2800788879395,1310.7600936889648,1335.4600868225098,1302.5800819396973,1339.8200912475586,1301.8000946044922,1364.680103302002,1297.4600791931152,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-34:1),PS,1325.8001022338867,1292.660083770752,1317.9000968933105,1305.9800834655762,1301.0400848388672,1366.2000999450684,1301.720100402832,1322.000087738037,1341.14009475708,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-34:2),PS,1364.6800842285156,1294.340072631836,1306.4400901794434,1315.4600868225098,1300.4200820922852,1300.9401016235352,1303.660099029541,1372.8400955200195,1337.4600830078125,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-34:3),PS,1310.640079498291,1293.8200988769531,1295.6400871276855,1324.7200927734375,1299.7600898742676,1301.0800819396973,1302.480094909668,1300.6000862121582,1296.3800811767578,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-34:4),PS,1294.200096130371,1293.2200813293457,1296.140079498291,1300.6400833129883,1300.280086517334,1301.1000862121582,1320.0800857543945,1325.6800918579102,1298.6200828552246,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-35:0),PS,1416.120101928711,1460.1001014709473,1691.1401062011719,1747.040126800537,1455.3001022338867,2075.300132751465,1399.6200904846191,1995.3801345825195,1297.360092163086,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-35:1),PS,1816.3401222229004,1557.1601181030273,1842.4401397705078,1996.4201545715332,1427.9401054382324,1806.560146331787,1620.400104522705,1813.2201232910156,1486.64009475708,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-35:2),PS,1608.800121307373,1487.1601028442383,1810.3801307678223,1502.960105895996,1588.460117340088,1747.0401153564453,1479.0801048278809,1614.6600914001465,2074.1801376342773,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-36:0),PS,1457.3000869750977,1460.5401000976562,1742.6801147460938,1603.3600959777832,1417.9200859069824,1741.9001197814941,1401.4200973510742,1528.460105895996,1627.3401145935059,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-36:1),PS,1325.6600914001465,1292.8600807189941,1295.6601066589355,1345.6000900268555,1368.260097503662,1350.100082397461,1391.60009765625,1373.8400840759277,1332.0200958251953,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-36:2),PS,1304.940086364746,1293.040096282959,1295.6200904846191,1300.4600868225098,1299.8200798034668,1301.1200942993164,1302.5200958251953,1343.6200981140137,1314.3600883483887,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-36:3),PS,1293.6200866699219,1292.8400955200195,1327.7800979614258,1318.8800926208496,1300.3400993347168,1398.3400993347168,1302.1200828552246,1300.480094909668,1300.5000915527344,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-36:4),PS,1330.8800888061523,1292.3000869750977,1296.2200889587402,1298.7400932312012,1299.8000831604004,1301.080093383789,1301.4400825500488,1300.8400955200195,1299.8800811767578,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-36:5),PS,1365.1000862121582,1326.0200958251953,1313.9600830078125,1352.540096282959,1428.980094909668,1300.6000900268555,1302.7200927734375,1320.0000953674316,1297.380084991455,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-37:0),PS,3015.440158843994,3050.1402320861816,5349.780490875244,4969.44034576416,2255.200164794922,8169.500549316406,2509.5801734924316,5475.580413818359,1524.9001121520996,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-37:1),PS,3243.7802352905273,3512.7002334594727,5877.020359039307,5945.840393066406,2781.660213470459,7525.900421142578,2975.140224456787,6250.700572967529,1297.4000930786133,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-37:2),PS,1638.8001289367676,1919.9001426696777,2767.520179748535,2883.580219268799,1617.6601181030273,2684.0402183532715,1827.8601150512695,2763.260223388672,1307.5600852966309,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-38:0),PS,1369.5600929260254,1325.9600982666016,1438.2000885009766,1320.8600845336914,1309.5400924682617,1361.1800956726074,1301.7200889587402,1539.120101928711,1353.8800811767578,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-38:1),PS,1329.000099182129,1333.8000869750977,1398.2201080322266,1300.4000816345215,1327.3600845336914,1503.1400985717773,1345.0800895690918,1383.0401000976562,1296.9000778198242,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-38:2),PS,1321.820083618164,1375.0001029968262,1512.6001052856445,1510.7401084899902,1319.0600891113281,1363.3600997924805,1330.5601043701172,1501.8201065063477,1296.8600807189941,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-38:3),PS,1480.1200904846191,1755.4001350402832,1972.9801406860352,2303.200149536133,1415.8201065063477,2148.200149536133,1415.2601127624512,1959.720142364502,1298.1200904846191,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-38:4),PS,1314.7600898742676,1375.940113067627,1305.3000984191895,1323.8200874328613,1340.2600860595703,1382.400104522705,1302.8600959777832,1343.1200904846191,1338.7800979614258,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-38:5),PS,1320.680088043213,1293.4800910949707,1399.3000946044922,1331.620101928711,1299.4400825500488,1328.3800888061523,1316.3000946044922,1353.700080871582,1335.0400886535645,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-39:0),PS,1330.7400856018066,1311.9600868225098,1606.9400939941406,1388.3001022338867,1336.960105895996,1689.1401252746582,1378.720100402832,1499.8001098632812,1306.7400817871094,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-39:1),PS,1696.8201141357422,1513.1001052856445,2239.5201568603516,2040.5201568603516,1435.9200973510742,2444.1201820373535,1731.0401306152344,2337.7201499938965,1384.020118713379,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-40:0),PS,1435.8000946044922,1555.7001037597656,1419.1800956726074,1509.3600959777832,1374.8400917053223,1679.6401176452637,1377.9201011657715,1493.2001113891602,1297.5200843811035,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-40:1),PS,1509.6400985717773,1374.580093383789,1580.680118560791,1518.3001098632812,1403.0600967407227,1676.1401252746582,1362.4201049804688,1603.020107269287,1296.980079650879,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-40:2),PS,1294.900089263916,1398.3001022338867,1439.6200981140137,1372.9400901794434,1318.5800971984863,1351.6800842285156,1358.9400939941406,1431.2800941467285,1299.9600868225098,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-40:3),PS,1632.8201217651367,1644.4201354980469,2055.9201316833496,2456.740161895752,1676.8601188659668,2365.7201499938965,1446.1401100158691,2415.6401748657227,1345.7800979614258,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-40:4),PS,1296.9800834655762,1524.1601066589355,1450.240104675293,1419.9001007080078,1360.3200950622559,1456.1401023864746,1383.8800964355469,1420.3200988769531,1321.5000801086426,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-40:5),PS,1512.0600967407227,1696.8001251220703,1755.3001174926758,2043.4601287841797,1714.4601097106934,2130.500144958496,1436.06010055542,1825.2201347351074,1326.460090637207,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-41:0),PS,1308.3400840759277,1325.7800941467285,1317.180076599121,1423.2601051330566,1376.660099029541,1745.1801109313965,1301.2200889587402,1486.0001029968262,1341.180088043213,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-42:0),PS,1449.06010055542,1389.7000885009766,1409.3200988769531,1422.7000999450684,1312.6200904846191,1621.1401062011719,1450.6201057434082,1618.9401092529297,1313.2200775146484,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-42:1),PS,1583.7001152038574,1509.720100402832,1694.3801307678223,1660.4001197814941,1426.4800987243652,2050.7201499938965,1544.9001197814941,1902.8801345825195,1389.3200988769531,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-42:2),PS,1310.6200904846191,1342.1000747680664,1403.8200950622559,1310.9800910949707,1335.9000930786133,1406.340087890625,1336.4201049804688,1319.5600967407227,1297.1600914001465,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PS(P-42:4),PS,1294.1600914001465,1401.10009765625,1313.780086517334,1535.0200996398926,1300.6000938415527,1532.9200973510742,1332.3801040649414,1319.300090789795,1298.8400840759277,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:0/14:0),SM,1230.240089416504,1178.6000938415527,1277.8600883483887,1168.0200805664062,1661.1601257324219,1156.6800804138184,1311.320083618164,2004.1801414489746,1099.2800750732422,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:0/16:0),SM,2118.400146484375,1338.7601051330566,1173.7400932312012,1443.5200958251953,1305.320083618164,1303.2000846862793,1317.56010055542,1884.580150604248,1222.3400955200195,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:0/18:0),SM,12322.360870361328,16245.4808883667,9224.000633239746,18138.92127609253,8371.00051498413,9208.820545196533,6472.440479278564,13572.600917816162,1484.8001022338867,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:0/20:0),SM,60752.8028755188,54466.2428817749,23359.941387176514,41243.62358856201,33107.34191131592,30038.982376098633,21121.922019958496,41289.94313812256,1283.940086364746,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:0/22:0),SM,592523.1894683838,609875.0606689453,325630.55852508545,488588.39404296875,346552.0676345825,335351.12940216064,236353.2219657898,532148.5333404541,8567.000648498535,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:0/23:0),SM,6170.320457458496,7438.980400085449,4183.960285186768,8622.940547943115,4636.940330505371,5896.400421142578,3810.2002296447754,8002.260662078857,1167.0000801086426,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:0/24:0),SM,95352.84684753418,117079.92878341675,53256.083992004395,101866.07020187378,52289.58320236206,54351.50456237793,50432.022480010986,109534.04787826538,2525.720188140869,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:0/25:0),SM,7040.14049911499,9488.78087234497,4603.380226135254,10995.36100769043,5164.340354919434,4879.1403465271,4519.560291290283,7701.940593719482,1265.5200996398926,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/16:0),SM,2616.860191345215,1950.160140991211,1245.5000915527344,2069.8201217651367,1468.6001014709473,1721.5601234436035,1376.9000968933105,2601.020164489746,1263.420093536377,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/17:0),SM,4390.700222015381,2614.1201248168945,2869.700180053711,5701.220500946045,2218.900146484375,3435.7402381896973,2815.560234069824,3819.2802810668945,1177.2200889587402,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/18:0),SM,98256.8659362793,130427.06763839722,62554.22329330444,158517.08878326416,55638.84482574463,60990.74464035034,51535.46212768555,108202.88809967041,3101.660224914551,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/18:1),SM,2868.0002098083496,3397.2802124023438,1958.6801300048828,4267.6602210998535,2364.2601623535156,2336.9401626586914,2331.60018157959,4003.780300140381,1175.3000831604004,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/20:0),SM,23532.76198577881,27301.701545715332,14737.841133117676,35561.70321273804,14619.821117401123,16599.561359405518,12381.800601959229,24381.641681671143,1501.7801132202148,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/20:1),SM,2132.340160369873,2407.4601821899414,1823.8201179504395,2935.4802207946777,2077.2201499938965,2081.5801429748535,1509.4401168823242,1876.2201538085938,1180.2400856018066,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/22:0),SM,1611533.7432861328,1942456.7793426514,1004966.2139701843,2122535.1301727295,927431.2067337036,870935.4705963135,614296.6336898804,1308095.5999145508,5211.440383911133,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/22:1),SM,113819.42930221558,129438.01034927368,66560.10330581665,164361.97005462646,67904.94543075562,56513.38487625122,44917.98384857178,84974.70634460449,1523.16011428833,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/23:0),SM,25407.021808624268,33096.46173477173,16280.561298370361,40377.083572387695,14834.441047668457,19016.841472625732,12460.840579986572,24300.64133453369,1335.2801094055176,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/24:0),SM,842807.48387146,1085558.994178772,483395.7222518921,1105987.2588615417,469653.9301223755,459888.3335418701,430611.3936538696,854486.7688446045,3440.5002059936523,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/24:1),SM,532133.3566589355,576173.3042221069,329076.5305404663,669565.4176826477,295443.6313858032,303760.94160079956,271498.33934020996,523286.3120880127,1948.9201622009277,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d16:1/25:0),SM,44323.503746032715,61483.385860443115,26472.9214553833,64395.463455200195,28722.082397460938,32091.582275390625,18665.301719665527,43722.1230430603,1255.7000846862793,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d17:0/27:0),SM,42684.623920440674,54242.22380065918,19925.9217338562,55581.802154541016,16354.581039428711,17811.48140335083,15387.261016845703,33724.50192642212,1302.180088043213,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d17:1/24:1),SM,14589.901119232178,15620.781005859375,9727.680583953857,18180.84147644043,8712.160697937012,9675.72066116333,7683.660736083984,13861.84115600586,1120.560073852539,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d17:1/26:1),SM,3965.28031539917,3944.400321960449,2543.3401985168457,4239.620323181152,2753.4801635742188,2600.6001586914062,2174.2201766967773,3581.2402420043945,1074.4800758361816,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:0/13:0),SM,1518.060115814209,1352.6400985717773,1184.7600898742676,1190.260082244873,1227.6400756835938,1311.660099029541,1112.6000747680664,1468.5400886535645,1214.1200828552246,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:0/15:0),SM,2043.9801177978516,1751.240104675293,1252.440086364746,1886.4601554870605,1400.64009475708,1478.5601119995117,1377.4000968933105,1822.6801452636719,1317.940097808838,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:0/17:0),SM,3000.6002502441406,3376.380298614502,2303.7801666259766,3288.5601806640625,2165.4401321411133,2195.7601737976074,2171.1801376342773,3531.5402183532715,1249.5200958251953,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:0/24:0),SM,114729.74789428711,132305.470413208,53251.16297531128,142427.27019500732,43670.28288650513,53725.3427772522,29224.2020111084,71410.08478546143,1990.1801490783691,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:0/24:1),SM,137384.69299697876,170346.39539337158,76408.70510101318,170728.95001220703,82539.28372955322,84969.84397888184,46911.163860321045,111167.16608810425,1358.0001029968262,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:0/26:1(17Z)),SM,34346.922176361084,33730.04203796387,15997.68140411377,41240.502296447754,13440.900856018066,15445.520950317383,11691.74061203003,24412.242179870605,1251.660099029541,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:1/12:0),SM,1154.3400764465332,1165.6000671386719,1123.160083770752,1248.040096282959,1243.1400718688965,1138.1000785827637,1148.0200805664062,1493.6600914001465,1138.8200874328613,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:1/17:0),SM,2496.08016204834,2371.2001876831055,2091.3601455688477,3556.3202934265137,2114.320152282715,1955.060146331787,1917.0801391601562,2618.800189971924,1130.3200874328613,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:1/19:0),SM,10326.520748138428,11970.740795135498,7060.160472869873,15837.66117477417,5446.480331420898,6855.1804275512695,4280.940273284912,6749.520477294922,1256.9401016235352,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:1/24:1(15Z)),SM,270700.3224258423,329745.4127006531,175189.2957496643,348946.81663894653,158114.90872192383,170747.73405075073,136033.64882659912,270723.5762863159,1357.6400909423828,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:1/25:0),SM,7060.920490264893,8042.7407150268555,4655.440235137939,9654.940650939941,3973.7403297424316,4004.7603645324707,3352.420177459717,6189.480575561523,1171.380084991455,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:1/26:1(17Z)),SM,74681.58444213867,81839.4469833374,36451.24308395386,96091.04674911499,25467.301887512207,30384.981407165527,26451.06210708618,40055.38311767578,1208.1000862121582,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:2/14:0),SM,1513.2601051330566,1134.6200790405273,1116.780071258545,1420.8001098632812,1112.080078125,1086.2000846862793,1201.760082244873,1250.0600929260254,1092.9200859069824,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:2/15:0),SM,1356.4000854492188,1267.9800910949707,1077.6000747680664,1246.9400901794434,1202.9400787353516,1156.9600830078125,1159.9400825500488,1369.1600875854492,1113.880084991455,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
SM(d18:2/18:1),SM,1611.3400917053223,1514.2001037597656,1144.0800857543945,1244.9800758361816,1194.340087890625,1234.6000862121582,1273.3000869750977,1718.380111694336,1246.8200874328613,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
