Lipid,Class,FAD199_m1_66_B,FAD199_m3_66_B,FAD201_m5_61_B,FAD265_m3_59_B,FAD261_m3_81_C,FAD265_m2_74_C,FAD309_55_C,FAD325_39_C,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
[TG(44:2)]_FA18:2,TAG,1114.680076599121,1141.960075378418,1282.1800918579102,1251.8200912475586,1397.9601020812988,1171.320068359375,1292.1800842285156,1122.5600814819336,1195.2600708007812,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA14:0,TAG,1004.9600677490234,1025.5000648498535,971.1400718688965,969.1200714111328,1040.080078125,978.000072479248,1044.280071258545,974.240062713623,971.4600677490234,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA16:0,TAG,983.5400695800781,991.440071105957,1037.6000747680664,964.5200614929199,1013.8000755310059,961.2800636291504,960.6800689697266,962.240062713623,1028.9600715637207,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA16:1,TAG,1058.600082397461,1079.2600784301758,1060.7400856018066,1107.7200813293457,1050.2800788879395,1165.6600875854492,1234.3000869750977,1050.080078125,1068.0800743103027,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA18:0,TAG,969.8400688171387,968.9600677490234,1008.5000762939453,967.6600723266602,975.2000732421875,1020.000072479248,970.7600593566895,973.1200828552246,994.8200721740723,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA18:1,TAG,1176.1800727844238,1126.2600746154785,1139.1400756835938,1123.1800727844238,1046.7000579833984,1077.0000762939453,1119.0600700378418,1100.460090637207,1054.520076751709,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA18:2,TAG,1086.4400596618652,1087.1600723266602,1231.5000839233398,1153.2600784301758,1124.0400695800781,1181.54008102417,1088.2600746154785,1119.9200744628906,1109.0400695800781,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA18:3,TAG,1224.5800819396973,1232.800090789795,1187.3600730895996,1262.9000930786133,1250.3000793457031,1241.6800918579102,1171.8600692749023,1223.7000770568848,1241.4600944519043,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA14:0,TAG,1021.7200622558594,1020.2400741577148,970.6200752258301,969.3800659179688,1008.020076751709,1007.640079498291,970.5800666809082,1001.1400680541992,970.6400680541992,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA16:0,TAG,966.4000625610352,1006.1800689697266,1001.440071105957,965.320068359375,1007.7800750732422,975.3200569152832,995.8000640869141,962.5800628662109,969.2800636291504,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA16:1,TAG,1061.980068206787,1159.740077972412,1119.6600799560547,1050.3400802612305,1089.6800804138184,1150.660083770752,1112.100082397461,1115.7400856018066,1150.1200828552246,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA18:0,TAG,989.8000755310059,1094.280086517334,1065.280071258545,1001.8000640869141,1003.6400680541992,969.0600776672363,1040.1800651550293,973.260066986084,970.2600593566895,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA18:1,TAG,1111.2200813293457,1056.1600799560547,1083.6800727844238,1053.9000778198242,1185.2200775146484,1138.1800918579102,1049.3000717163086,1120.6000747680664,1083.3000755310059,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA18:2,TAG,1105.8200798034668,1086.4400749206543,1323.440086364746,1239.8200950622559,1330.3201065063477,1275.8600769042969,1137.980079650879,1085.340072631836,1106.8200721740723,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA18:3,TAG,1167.4000816345215,1206.4200859069824,1174.8000793457031,1250.6200790405273,1211.2200889587402,1220.5200843811035,1186.4600791931152,1201.1200714111328,1206.560073852539,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA20:4,TAG,1392.220115661621,1277.5800743103027,1348.0800857543945,1271.5201034545898,1284.240089416504,1341.2200927734375,1270.9800910949707,1287.2400932312012,1265.0600967407227,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA14:0,TAG,992.2200698852539,986.5400619506836,969.6000633239746,1080.8200721740723,1012.1000709533691,1003.1000785827637,985.9000701904297,1002.9000778198242,971.1200714111328,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA16:0,TAG,1031.12007522583,1017.6000709533691,1122.8200798034668,1045.4400634765625,1266.7600898742676,960.7200622558594,1062.2400741577148,1074.1000709533691,1050.04008102417,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA16:1,TAG,1062.3800773620605,1120.1000862121582,1111.6000709533691,1095.3400688171387,1050.3600730895996,1052.0600776672363,1058.7600784301758,1133.3800659179688,1048.3200645446777,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA18:0,TAG,969.820068359375,968.620059967041,997.2400665283203,967.7800750732422,968.0200653076172,1112.400074005127,980.0800590515137,989.440071105957,1020.3400650024414,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA18:1,TAG,1105.0200691223145,1150.2400856018066,1125.3800811767578,1097.4200859069824,1066.3600730895996,1047.920066833496,1073.500072479248,1048.880069732666,1124.880069732666,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA18:2,TAG,1133.6800727844238,1125.9800720214844,1277.1600875854492,1091.8000793457031,1267.0600929260254,1360.6601104736328,1159.0400886535645,1118.1600761413574,1142.2000846862793,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA18:3,TAG,1278.64009475708,1220.9200897216797,1239.9400901794434,1248.7000885009766,1225.9600830078125,1206.440086364746,1172.1200714111328,1171.4200820922852,1172.9400749206543,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA20:4,TAG,1421.2000999450684,1308.9800987243652,1320.4600944519043,1247.3800888061523,1307.1400871276855,1343.4800987243652,1272.200096130371,1295.5200996398926,1308.2200889587402,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA22:5,TAG,1378.5801010131836,1483.3801002502441,1440.5000953674316,1372.9401054382324,1375.5000953674316,1421.9401054382324,1394.1201095581055,1470.3200950622559,1394.6600952148438,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:0)]_FA14:0,TAG,3166.960220336914,2907.480197906494,2281.8601570129395,3082.040225982666,2263.9801635742188,1836.8601264953613,2454.1601638793945,1469.16011428833,2348.1001739501953,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:0)]_FA16:0,TAG,1531.18013381958,1174.980079650879,3245.980194091797,1282.10009765625,2622.480197906494,1291.3400840759277,1446.0400924682617,1187.8200912475586,1338.9200859069824,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:0)]_FA18:0,TAG,988.9200630187988,1034.580078125,1022.4200706481934,969.4200706481934,1062.8800735473633,1071.5000686645508,1032.8200759887695,1028.840087890625,1006.2600708007812,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA14:0,TAG,1327.6200675964355,1314.9801063537598,1217.0400848388672,1512.9001159667969,1266.6600914001465,1140.9800834655762,1307.6200866699219,1113.1600799560547,1214.5800857543945,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA16:0,TAG,1041.2400703430176,1058.3400802612305,1532.5001068115234,1272.9200897216797,1304.800090789795,1104.780071258545,1029.140079498291,1076.8000679016113,1114.3600692749023,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA16:1,TAG,1589.400104522705,1378.0801010131836,1179.1600761413574,1613.5401000976562,1085.3000679016113,1333.6000747680664,1347.660099029541,1415.9000930786133,1532.700107574463,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA18:0,TAG,970.0800666809082,1003.6200714111328,969.6200637817383,980.880069732666,994.3600769042969,969.7800674438477,1009.9800758361816,1016.5400810241699,1030.3000717163086,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA18:1,TAG,1203.3800811767578,1117.460090637207,1153.400089263916,1139.4400825500488,1245.4400901794434,1047.060073852539,1089.8600807189941,1104.4000778198242,1123.8400917053223,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:2)]_FA14:0,TAG,1015.2000770568848,1045.4000778198242,1079.740077972412,1051.8200721740723,1176.0200805664062,973.6600685119629,1024.280071258545,992.4000663757324,1007.7600784301758,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:2)]_FA16:0,TAG,965.7400703430176,1019.9600639343262,1200.9000854492188,1035.4600715637207,1007.5600738525391,972.9400749206543,978.5400657653809,968.4800682067871,999.6800765991211,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:2)]_FA16:1,TAG,1272.1400871276855,1257.2800827026367,1217.3200874328613,1223.2600784301758,1071.0200691223145,1217.60009765625,1100.3400840759277,1204.4200744628906,1283.6000785827637,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:2)]_FA18:0,TAG,969.7200660705566,984.1400756835938,970.440071105957,1027.4400634765625,968.0800704956055,969.320068359375,982.2600593566895,973.5200653076172,999.6000671386719,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:2)]_FA18:1,TAG,1121.2200813293457,1055.8800811767578,1169.3800888061523,1074.2000732421875,1057.9000663757324,1046.8600769042969,1048.980068206787,1049.9200706481934,1132.3600883483887,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:2)]_FA18:2,TAG,1087.6600723266602,1118.6600723266602,1455.5600776672363,1083.3400688171387,1175.9000816345215,1171.400074005127,1119.900074005127,1085.5800743103027,1135.700080871582,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:3)]_FA14:0,TAG,987.8000679016113,992.880069732666,1019.5600700378418,1000.3400688171387,996.7200698852539,970.6000671386719,994.1600685119629,987.8000755310059,1023.200065612793,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:3)]_FA16:0,TAG,1052.0600776672363,1016.3800659179688,1096.600082397461,1064.8000679016113,1152.6000900268555,1042.5400657653809,982.9800567626953,1041.9000701904297,969.1600723266602,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:3)]_FA16:1,TAG,1129.0400695800781,1085.1800727844238,1207.4400825500488,1074.5000801086426,1081.360065460205,1057.0400772094727,1052.4200744628906,1085.0400772094727,1093.3000679016113,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:3)]_FA18:0,TAG,970.0800666809082,985.5000648498535,995.9000663757324,992.0600700378418,968.1200675964355,1031.6800651550293,968.9000701904297,972.4800682067871,1012.0400695800781,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:3)]_FA18:1,TAG,1222.6600952148438,1146.2000885009766,1185.0000953674316,1075.6000747680664,1155.880069732666,1182.6000862121582,1303.5800857543945,1049.8800659179688,1256.4200897216797,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:3)]_FA18:2,TAG,1086.2400817871094,1086.9200744628906,1211.9600830078125,1203.8600807189941,1178.6200828552246,1304.1200942993164,1153.820083618164,1146.9800872802734,1151.0000839233398,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:3)]_FA18:3,TAG,1167.660083770752,1194.1000747680664,1216.0200843811035,1279.400089263916,1217.400089263916,1167.8200798034668,1209.2400817871094,1172.1600799560547,1172.400074005127,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:4)]_FA14:0,TAG,999.6200790405273,970.6800651550293,970.0000610351562,1017.940071105957,1016.200065612793,976.6200637817383,1006.1200637817383,973.1200675964355,995.5600700378418,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:4)]_FA16:0,TAG,966.0000648498535,964.3600730895996,990.3200759887695,963.5200653076172,1008.1000709533691,960.7600631713867,962.2000617980957,961.9600677490234,969.5800628662109,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:4)]_FA16:1,TAG,1117.3800811767578,1128.0600776672363,1470.2201042175293,1096.3200798034668,1091.080078125,1146.6200828552246,1067.1600761413574,1162.3400764465332,1097.3800773620605,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:4)]_FA18:0,TAG,1038.480068206787,968.6600608825684,969.9200630187988,967.3000755310059,970.1400680541992,1013.9200782775879,969.5000762939453,972.9600601196289,1008.5200653076172,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:4)]_FA18:1,TAG,1055.3000755310059,1098.900074005127,1091.1400718688965,1123.6200828552246,1098.420078277588,1047.4800720214844,1064.260066986084,1049.5800743103027,1081.6200828552246,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:4)]_FA18:2,TAG,1129.0600700378418,1094.6200790405273,1165.3000717163086,1083.4400787353516,1223.6000938415527,1136.8000755310059,1119.5400772094727,1127.480079650879,1124.8400840759277,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:4)]_FA18:3,TAG,1197.2000846862793,1203.7200813293457,1285.5600967407227,1167.5000839233398,1229.760082244873,1170.900074005127,1201.6000747680664,1172.1400871276855,1173.1000900268555,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:4)]_FA20:4,TAG,1288.9401054382324,1253.2800788879395,1250.7000885009766,1322.8400993347168,1312.0200843811035,1253.3800888061523,1248.3600959777832,1305.3000946044922,1259.5600967407227,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA14:0,TAG,1027.240077972412,1051.4200820922852,978.4200630187988,1032.9800720214844,1027.6000633239746,974.3800659179688,988.7800712585449,973.3600769042969,969.9200744628906,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA16:0,TAG,990.5200691223145,998.3000602722168,961.400074005127,976.9200630187988,1173.0800743103027,1020.7600593566895,961.0000534057617,965.7600631713867,1020.7800788879395,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA16:1,TAG,1056.580078125,1070.5800819396973,1051.6200714111328,1064.5200729370117,1050.3600730895996,1052.0600700378418,1053.0600776672363,1106.3400802612305,1086.400074005127,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA18:0,TAG,970.1600761413574,1022.6200828552246,1007.5600662231445,987.2200775146484,1009.7600593566895,969.3600730895996,975.240062713623,972.7600746154785,996.8800735473633,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA18:1,TAG,1137.3000755310059,1085.5000801086426,1089.8400802612305,1069.0800666809082,1077.5000610351562,1047.6000709533691,1049.8000717163086,1115.4400787353516,1063.3600845336914,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA18:2,TAG,1103.1400756835938,1086.740077972412,1296.240089416504,1240.6000900268555,1281.8400917053223,1210.9400787353516,1182.080093383789,1107.12007522583,1150.000072479248,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA18:3,TAG,1202.7400856018066,1214.9600830078125,1301.3400840759277,1322.320083618164,1210.7000846862793,1192.8200721740723,1208.7000770568848,1185.3800811767578,1186.8000831604004,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA20:4,TAG,1250.1400718688965,1260.220085144043,1267.1000900268555,1248.1000900268555,1253.4800834655762,1266.840087890625,1248.840087890625,1248.7000846862793,1261.7000846862793,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(45:5)]_FA22:5,TAG,1498.720115661621,1377.9200897216797,1386.800090789795,1373.8400955200195,1413.5401039123535,1455.0001106262207,1405.8200912475586,1380.480094909668,1447.4801025390625,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:0)]_FA14:0,TAG,3553.500217437744,4618.660343170166,2712.4202003479004,5039.120407104492,4271.90030670166,2939.620220184326,4557.68030166626,2294.9601554870605,2585.4801864624023,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:0)]_FA16:0,TAG,2086.260139465332,1918.6001358032227,5266.6203536987305,2448.880172729492,7895.200637817383,2631.3201904296875,3166.120220184326,2735.1001930236816,2032.70015335083,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:0)]_FA18:0,TAG,1030.080062866211,1123.5400695800781,1368.6801071166992,1165.0200881958008,1034.7200813293457,1052.320068359375,1172.8600845336914,1119.5800819396973,1183.500087738037,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:1)]_FA14:0,TAG,2740.720226287842,2237.6401443481445,1670.5601196289062,2321.2801666259766,4675.280429840088,1612.8600959777832,3727.400245666504,1840.780143737793,1299.4600791931152,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:1)]_FA16:0,TAG,1172.8200912475586,1240.1800918579102,1945.9201393127441,1141.060073852539,4858.500301361084,1448.6800956726074,1656.5401077270508,1430.9201126098633,1263.440086364746,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:1)]_FA16:1,TAG,2203.500160217285,1586.480110168457,1522.7001037597656,1640.860107421875,1949.340129852295,1976.560131072998,1979.4601364135742,2109.9801483154297,1823.4601402282715,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:1)]_FA18:0,TAG,970.1200637817383,1086.8400802612305,969.5200653076172,1118.5600776672363,967.9800643920898,1006.6400718688965,1000.7400703430176,1010.5800743103027,1000.6000556945801,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:1)]_FA18:1,TAG,1410.9401168823242,1083.3200721740723,1127.7400665283203,1092.0600700378418,1716.7201232910156,1168.6800727844238,1159.8800773620605,1072.2200775146484,1376.7401008605957,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:2)]_FA14:0,TAG,1337.8600959777832,1670.1001167297363,1246.0801048278809,1178.7400817871094,1481.8401069641113,1422.0201034545898,3236.360195159912,1334.680103302002,1209.5800895690918,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:2)]_FA16:0,TAG,975.7400665283203,1208.8200912475586,1272.3200912475586,999.4000663757324,1380.0200729370117,1043.6600723266602,1322.260097503662,1026.4200744628906,968.8600654602051,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:2)]_FA16:1,TAG,1763.1201171875,1923.20015335083,1430.3401145935059,1507.4201164245605,1568.960117340088,1698.0601425170898,1613.7601127624512,1908.1801452636719,1635.140121459961,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:2)]_FA18:0,TAG,970.0000648498535,1005.8400688171387,969.4400787353516,968.0800590515137,968.4400634765625,1010.3800659179688,978.3600692749023,1023.9400634765625,969.9800758361816,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:2)]_FA18:1,TAG,1551.9001083374023,1167.8600807189941,1357.0200843811035,1169.5600700378418,1301.2400856018066,1129.2400817871094,1097.840072631836,1175.1200714111328,1199.3000793457031,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:2)]_FA18:2,TAG,1160.8000717163086,1140.9200897216797,1296.9800872802734,1259.3000831604004,1843.0801124572754,1669.680118560791,1187.0200881958008,1192.0200843811035,1116.9400749206543,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:3)]_FA14:0,TAG,1122.5200729370117,1029.8600578308105,970.6000709533691,1022.5000648498535,984.4600715637207,995.0400733947754,1043.560073852539,1041.7600708007812,993.0000610351562,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:3)]_FA16:0,TAG,992.2800712585449,996.6800689697266,996.7400665283203,985.3200721740723,1074.2000846862793,978.7200660705566,1033.0400772094727,1019.9200630187988,968.5000686645508,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:3)]_FA16:1,TAG,1159.7400817871094,1149.2000770568848,1114.7200775146484,1282.1600875854492,1079.1600723266602,1215.0400886535645,1316.2000846862793,1154.9000854492188,1312.7600860595703,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:3)]_FA18:0,TAG,970.6600646972656,968.6000633239746,969.8600730895996,1098.1600799560547,1037.1200828552246,968.8400764465332,969.8000755310059,973.1800689697266,970.0600700378418,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:3)]_FA18:1,TAG,1094.1600761413574,1076.4000701904297,1103.4400825500488,1079.3400764465332,1104.5800819396973,1106.3000755310059,1198.4800834655762,1136.0400886535645,1071.1600723266602,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:3)]_FA18:2,TAG,1166.5600814819336,1204.1600875854492,1191.0400733947754,1111.3000679016113,1575.4201049804688,1330.8200798034668,1228.400089263916,1114.020076751709,1130.440071105957,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:3)]_FA18:3,TAG,1206.4000816345215,1167.780101776123,1167.940086364746,1258.8401069641113,1240.4200897216797,1292.3201026916504,1189.6000785827637,1186.0400695800781,1171.700080871582,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:4)]_FA14:0,TAG,970.9800758361816,1043.520076751709,980.1600646972656,969.9600677490234,970.8200798034668,991.7200660705566,971.4400634765625,974.2200622558594,970.400074005127,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:4)]_FA16:0,TAG,1084.080078125,964.7000694274902,1044.0800743103027,963.5800666809082,1042.5800743103027,960.5800666809082,961.2200622558594,993.5800743103027,969.5800819396973,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:4)]_FA16:1,TAG,1112.3600845336914,1070.440086364746,1052.0600852966309,1051.1200714111328,1050.220069885254,1053.0000610351562,1052.400074005127,1049.3200721740723,1080.2800674438477,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:4)]_FA18:0,TAG,990.5600662231445,984.8400573730469,970.3400726318359,1023.4800758361816,968.0400657653809,969.3600578308105,1003.3200759887695,992.020076751709,1024.980068206787,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:4)]_FA18:1,TAG,1183.7200736999512,1058.2600746154785,1059.180076599121,1054.9600830078125,1113.900074005127,1080.9600830078125,1100.4800834655762,1106.140079498291,1086.3200798034668,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:4)]_FA18:2,TAG,1206.9600791931152,1237.220085144043,1347.7400970458984,1083.7000732421875,1431.2000923156738,1365.8000984191895,1171.7000846862793,1252.9400901794434,1174.6200942993164,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:4)]_FA18:3,TAG,1294.4400901794434,1201.1600799560547,1183.1600761413574,1166.8600845336914,1238.780086517334,1191.8200798034668,1174.54008102417,1172.6000747680664,1201.7800750732422,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:4)]_FA20:4,TAG,1278.6400909423828,1295.7400856018066,1411.0201034545898,1284.3801002502441,1371.4600868225098,1285.3200912475586,1354.460090637207,1248.9400939941406,1278.6400871276855,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA14:0,TAG,972.740062713623,970.9200706481934,1015.1200675964355,970.2200660705566,1019.0000762939453,970.0800666809082,971.3800735473633,973.9200668334961,976.6600761413574,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA16:0,TAG,966.5000686645508,1007.7200698852539,1019.6000671386719,994.2200736999512,1062.9000663757324,960.240062713623,965.56005859375,987.4600677490234,969.2600708007812,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA16:1,TAG,1051.0200653076172,1072.380069732666,1056.7200660705566,1082.5400772094727,1049.9400787353516,1052.3000679016113,1052.3600730895996,1049.9400749206543,1062.080062866211,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA18:0,TAG,970.2800674438477,1009.0200653076172,1050.340087890625,1031.8000793457031,967.7200736999512,1017.5800743103027,969.6000671386719,995.0600700378418,969.4000625610352,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA18:1,TAG,1125.2400741577148,1055.400074005127,1106.2800750732422,1072.6400756835938,1093.6600723266602,1055.1000671386719,1048.840072631836,1116.4800872802734,1060.0800704956055,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA18:2,TAG,1252.6600914001465,1206.000087738037,1614.5401077270508,1119.0800819396973,1429.5800971984863,1355.4200973510742,1098.0200805664062,1133.700080871582,1097.140079498291,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA18:3,TAG,1167.820083618164,1255.8001022338867,1237.4600830078125,1167.060073852539,1272.680088043213,1168.3200798034668,1172.280071258545,1171.9800872802734,1173.6400833129883,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA20:4,TAG,1289.3000946044922,1330.9600868225098,1303.6600914001465,1263.2000846862793,1330.540096282959,1252.8600883483887,1265.1000862121582,1248.500099182129,1247.8400840759277,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:5)]_FA22:5,TAG,1479.3001098632812,1455.5400886535645,1431.6801071166992,1506.8401145935059,1377.1200904846191,1457.7001037597656,1377.3201026916504,1441.0200881958008,1434.2601127624512,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:6)]_FA14:0,TAG,1192.8200874328613,1009.9000663757324,1021.3400764465332,1046.7800674438477,1058.7200736999512,1087.9400787353516,1095.7000846862793,1160.6800804138184,1113.8200645446777,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
[TG(46:6)]_FA16:0,TAG,1202.6800918579102,1091.1200866699219,1624.8001289367676,1238.1000938415527,1699.66011428833,1169.6200828552246,1405.5001106262207,1169.12007522583,1036.5200805664062,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
