Lipid,Class,FAD199_m1_66_D,FAD199_m3_66_D,FAD201_m5_61_D,FAD265_m3_59_D,FAD261_m3_81_C,FAD265_m2_74_C,FAD309_55_C,FAD325_39_C,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
[TG(42:3)]_FA18:0,TAG,1059.2000732421875,971.0400772094727,969.7400703430176,974.4400787353516,968.1600608825684,968.8600730895996,987.1000595092773,973.6200637817383,969.4200782775879,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:3)]_FA18:1,TAG,1081.0600700378418,1121.7000694274902,1112.9400787353516,1174.0800857543945,1287.000072479248,1114.820083618164,1148.3000717163086,1062.6800727844238,1093.3000755310059,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:3)]_FA18:2,TAG,1165.1000709533691,1269.2000885009766,1309.1600952148438,1087.5600662231445,1272.9601020812988,1264.5400848388672,1130.5600776672363,1180.7600860595703,1171.3000793457031,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:3)]_FA18:3,TAG,1167.7400817871094,1167.2400817871094,1203.5600700378418,1209.2000770568848,1231.9000778198242,1184.3400764465332,1172.8000755310059,1188.6400833129883,1228.4600830078125,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:4)]_FA14:0,TAG,973.0400772094727,974.0000762939453,975.1600723266602,973.4000701904297,971.7800598144531,1019.4000663757324,971.5400733947754,988.1000709533691,971.0400695800781,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:4)]_FA16:0,TAG,1033.0800704956055,1026.9600830078125,1081.1800689697266,1088.800064086914,1003.880069732666,976.4600677490234,961.0800590515137,961.6000595092773,989.2000770568848,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:4)]_FA16:1,TAG,1052.160068511963,1046.9000663757324,1058.0600700378418,1115.9800834655762,1051.1000785827637,1080.2600898742676,1063.2400856018066,1059.8200645446777,1131.480079650879,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:4)]_FA18:0,TAG,1027.9600677490234,971.0000648498535,1050.460075378418,974.2200698852539,1038.4000701904297,968.6800651550293,973.2200660705566,973.3200645446777,1018.0600700378418,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:4)]_FA18:1,TAG,1051.3200798034668,1049.1800689697266,1089.5200691223145,1172.3400802612305,1218.6200866699219,1083.8800773620605,1085.9800720214844,1049.8400688171387,1187.12007522583,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:4)]_FA18:2,TAG,1251.8200798034668,1324.5800895690918,1326.9600982666016,1102.1200790405273,1215.6200828552246,1226.6200866699219,1090.520076751709,1085.5800743103027,1150.740077972412,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:4)]_FA18:3,TAG,1217.240089416504,1180.220085144043,1167.6400871276855,1344.1200981140137,1260.1800956726074,1165.9600868225098,1323.1200790405273,1251.1600761413574,1171.6200790405273,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(42:4)]_FA20:4,TAG,1247.5000953674316,1249.2200813293457,1295.9800910949707,1355.9200820922852,1283.4200897216797,1253.4200820922852,1284.0000915527344,1298.480094909668,1247.880084991455,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:0)]_FA14:0,TAG,1424.9201011657715,1278.0800971984863,1217.4600830078125,1375.5800971984863,1771.6801071166992,1641.4801025390625,1614.3800926208496,1317.440086364746,1412.4200973510742,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,DAG,2355.100154876709,3048.560218811035,2172.1001472473145,2459.020175933838,2128.2401275634766,2605.400188446045,2276.0001487731934,2328.9201583862305,2864.0402221679688,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,TAG,1833.7401275634766,1585.280117034912,1852.240119934082,1761.2401084899902,1569.7201118469238,1133.1200904846191,1164.5400733947754,1311.7600936889648,1323.960090637207,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,DAG,1830.800136566162,1915.140121459961,1979.6401405334473,1849.1401252746582,1852.9201202392578,1855.4601211547852,1820.2801475524902,1885.7801361083984,1952.7601356506348,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,TAG,971.3800735473633,1001.6800689697266,1094.240077972412,1018.1800842285156,992.3800659179688,1127.700080871582,1202.0600891113281,973.8800659179688,982.6600685119629,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA14:0,TAG,1090.7800827026367,1053.8200798034668,1070.340072631836,1059.0800743103027,1192.1200714111328,1065.7400817871094,1188.160083770752,1038.340072631836,1054.62007522583,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,DAG,1835.140121459961,2029.120132446289,1906.720127105713,1950.1001434326172,1823.7201042175293,1882.5001411437988,1725.3201141357422,1756.3801193237305,1940.7401390075684,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,TAG,1150.940086364746,1160.7000770568848,1145.4400939941406,1278.020092010498,1103.840072631836,972.2800598144531,1025.2000617980957,962.5000610351562,980.4800682067871,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,DAG,2076.9201316833496,1995.6601333618164,2020.9201278686523,2284.620162963867,2363.360164642334,2200.800151824951,2012.6801376342773,2125.520133972168,2104.980155944824,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,TAG,1162.1200866699219,1090.7600708007812,1215.780071258545,1207.4000816345215,1097.1200790405273,1091.5800743103027,1173.0200729370117,1199.2800941467285,1116.9400672912598,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,DAG,1780.140121459961,1868.7401275634766,1739.3401260375977,1816.3401222229004,1775.6601295471191,1765.4201164245605,1707.3001098632812,1712.3401260375977,1766.66011428833,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,TAG,1030.1400680541992,1013.2400779724121,970.7200698852539,1029.8600692749023,968.6000747680664,998.1200675964355,1041.5200843811035,1041.1000671386719,1000.2000732421875,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,DAG,2240.4801597595215,2094.4001388549805,3367.7402381896973,2564.9801597595215,2253.0801429748535,2348.7201538085938,2435.0601654052734,2409.6201705932617,2432.3001670837402,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,TAG,1326.020092010498,1302.9800910949707,1394.4601020812988,1244.4800758361816,1196.260082244873,1167.2200889587402,1206.6200866699219,1095.0600700378418,1300.7000923156738,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA14:0,TAG,973.6200714111328,1013.260066986084,975.4800720214844,1041.0800819396973,986.0200653076172,971.0200614929199,983.4200744628906,998.4000701904297,971.1600723266602,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,DAG,1718.9201164245605,1761.3401260375977,1821.220127105713,1755.6001243591309,1794.1401329040527,1786.7601356506348,1742.220115661621,1759.58012008667,1824.5201454162598,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,TAG,1000.1400680541992,965.4800605773926,1013.9200668334961,1044.8000755310059,985.1200714111328,960.9200668334961,960.9400672912598,1069.5800666809082,1018.4200668334961,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,DAG,2008.3001403808594,2036.9201545715332,2023.0801582336426,1966.1201362609863,2041.7601356506348,1960.5801239013672,2044.540138244629,1986.480125427246,2022.3201293945312,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,TAG,1054.0600776672363,1087.4400749206543,1073.5000686645508,1120.6600723266602,1051.300064086914,1133.1200790405273,1052.5800704956055,1101.0800857543945,1151.500072479248,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,DAG,1747.5401153564453,1756.6401329040527,1819.0601272583008,1803.2801246643066,1798.3401145935059,1746.0801162719727,1814.500129699707,1757.8001098632812,1911.14013671875,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,TAG,971.2800598144531,971.9400672912598,969.7800674438477,1005.9200782775879,994.6400604248047,1001.4400672912598,1008.7800598144531,973.3000755310059,993.740062713623,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,DAG,2047.6801452636719,1937.6601257324219,2169.5401573181152,1932.260124206543,2028.580135345459,1977.0201377868652,1906.1401252746582,1958.4601440429688,1951.9401473999023,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,TAG,1103.4400787353516,1048.980079650879,1146.580078125,1140.6600799560547,1092.640079498291,1047.3800811767578,1065.4200897216797,1049.8200721740723,1054.0000762939453,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,DAG,2224.780174255371,2159.8001556396484,2213.7001724243164,2199.120143890381,2236.3601570129395,2402.4601821899414,2190.6601486206055,2236.3401679992676,2232.900157928467,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,TAG,1242.2600936889648,1169.4800758361816,1110.6200904846191,1099.9200820922852,1239.960075378418,1114.8000793457031,1128.8000755310059,1127.3200759887695,1087.5400772094727,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:3)]_FA14:0,TAG,972.3800735473633,973.5400695800781,998.0200729370117,973.260066986084,970.9200668334961,1095.2600784301758,971.5800628662109,985.0400772094727,970.1200752258301,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:3)]_FA16:0,TAG,965.0000648498535,1036.6000747680664,998.4200630187988,963.960075378418,1004.5400772094727,972.4200630187988,985.3600692749023,961.8600654602051,968.740062713623,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:3)]_FA16:1,TAG,1139.6800727844238,1064.1200714111328,1059.0400695800781,1053.3600730895996,1050.560073852539,1052.04008102417,1052.7600708007812,1049.3200721740723,1057.420078277588,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:3)]_FA18:0,TAG,970.0400619506836,1033.1400718688965,1026.500072479248,996.8400726318359,1039.12007522583,969.760066986084,969.4200668334961,1038.1000747680664,969.9600715637207,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:3)]_FA18:1,TAG,1219.1400718688965,1048.9400749206543,1127.8000869750977,1096.3400650024414,1070.8000717163086,1069.140064239502,1139.2800788879395,1049.4800758361816,1227.0400848388672,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:3)]_FA18:2,TAG,1180.180061340332,1171.8000793457031,1140.1200790405273,1086.680076599121,1091.3600769042969,1248.140079498291,1085.5600776672363,1170.6200828552246,1155.9000854492188,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:3)]_FA18:3,TAG,1167.5200843811035,1167.2400817871094,1190.5600852966309,1199.7800788879395,1170.1600761413574,1244.2000770568848,1173.0400772094727,1182.000087738037,1171.320068359375,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:4)]_FA14:0,TAG,973.200065612793,973.8000679016113,976.2200660705566,1042.460075378418,977.1200714111328,970.7400703430176,1001.6400756835938,973.3200721740723,997.0000610351562,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:4)]_FA16:0,TAG,965.2200660705566,987.4400672912598,1033.4400634765625,1010.4200630187988,998.3600654602051,962.6000633239746,961.1600646972656,961.7000732421875,968.7400741577148,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:4)]_FA16:1,TAG,1084.1400833129883,1046.6600761413574,1125.6000785827637,1103.420078277588,1050.7200813293457,1093.4200744628906,1077.680076599121,1049.5800704956055,1059.6800727844238,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:4)]_FA18:0,TAG,970.8800659179688,971.1400566101074,969.8000717163086,974.5600700378418,969.0400619506836,970.2800674438477,969.7800598144531,973.4800682067871,1005.5400657653809,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:4)]_FA18:1,TAG,1180.9200897216797,1070.060073852539,1107.3000869750977,1088.4000701904297,1094.780071258545,1064.1400756835938,1066.0200805664062,1049.6400833129883,1089.8800735473633,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:4)]_FA18:2,TAG,1139.3400764465332,1191.8400840759277,1293.980094909668,1116.560073852539,1202.1200942993164,1115.2600784301758,1084.7600708007812,1190.9000701904297,1148.1000709533691,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:4)]_FA18:3,TAG,1183.900089263916,1166.0600852966309,1168.0000915527344,1219.5600891113281,1177.280086517334,1229.9200859069824,1194.4000854492188,1173.100082397461,1221.3800888061523,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(43:4)]_FA20:4,TAG,1259.3600997924805,1249.8800888061523,1249.880084991455,1261.6200904846191,1252.2000846862793,1253.1800727844238,1305.7600936889648,1302.9600868225098,1247.7400932312012,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"[TG(44:0),TG(O-45:0)]_FA14:0",TAG,2347.340171813965,1949.560131072998,2049.2601318359375,2268.5801429748535,2534.8202018737793,2244.70015335083,2599.340171813965,1764.3601264953613,1834.780128479004,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"[TG(44:0),TG(O-45:0)]_FA16:0",TAG,2992.4602241516113,3235.9602127075195,3212.840202331543,4049.000301361084,3052.4402084350586,1363.8601036071777,1801.5001182556152,1493.6001091003418,1390.2200965881348,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"[TG(44:0),TG(O-45:0)]_FA18:0",TAG,1116.1200790405273,1116.380069732666,1379.0401000976562,1146.8400917053223,1074.680076599121,1095.2000846862793,1336.7600936889648,1049.7800788879395,1110.960075378418,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:1)]_FA14:0,TAG,1351.1001091003418,1046.9400787353516,1227.9201011657715,1306.520092010498,1324.7200889587402,1180.7600784301758,1343.9200859069824,1130.7400741577148,1205.1600799560547,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:1)]_FA16:0,TAG,1513.2401008605957,1364.8200950622559,1403.4401016235352,1397.8600807189941,1320.9600944519043,1027.5200653076172,1107.420078277588,1252.4800987243652,1035.1000785827637,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:1)]_FA16:1,TAG,1307.420093536377,1155.9200744628906,1632.2201232910156,1379.1601028442383,1130.0200881958008,1226.1600914001465,1153.360092163086,1496.4601135253906,1234.0400848388672,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:1)]_FA18:0,TAG,970.6800651550293,984.0400695800781,992.4400672912598,1003.1000785827637,983.9800758361816,993.3000717163086,991.140064239502,973.140079498291,1000.8000755310059,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:1)]_FA18:1,TAG,1347.54008102417,1217.7600860595703,1322.200096130371,1363.300090789795,1328.4000930786133,1216.8000755310059,1197.4800910949707,1138.4800872802734,1410.2401084899902,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:2)]_FA14:0,TAG,1059.3600769042969,1086.0000839233398,976.3200721740723,1018.5600814819336,1071.4600830078125,1077.7600708007812,1120.4000854492188,1059.6600761413574,1097.840072631836,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:2)]_FA16:0,TAG,1164.000087738037,1168.7400970458984,1187.9000816345215,1295.500087738037,1001.0600624084473,1022.4800682067871,975.2800674438477,1012.2800712585449,969.3000717163086,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:2)]_FA16:1,TAG,1164.5600852966309,1232.1200828552246,1309.8800888061523,1228.3600769042969,1123.1800804138184,1178.6400756835938,1120.6600799560547,1098.5600700378418,1203.7800788879395,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:2)]_FA18:0,TAG,1008.3400573730469,1034.5800743103027,1160.0800743103027,1030.1200675964355,968.1600608825684,969.4600639343262,1032.1000747680664,1057.0200805664062,999.2200660705566,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:2)]_FA18:1,TAG,1089.2800788879395,1058.8400688171387,1141.420078277588,1093.6400680541992,1166.2200813293457,1145.3400802612305,1087.7200660705566,1079.0800819396973,1120.7200813293457,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:2)]_FA18:2,TAG,1246.7600898742676,1185.840072631836,1236.0600852966309,1139.2800750732422,1397.9601020812988,1171.320068359375,1292.1800842285156,1122.5600814819336,1195.2600708007812,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA14:0,TAG,1001.6800727844238,1003.5400695800781,974.7400741577148,1023.3000793457031,1040.080078125,978.000072479248,1044.280071258545,974.240062713623,971.4600677490234,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA16:0,TAG,1058.5000648498535,1006.7200622558594,964.500057220459,1064.5200653076172,1013.8000755310059,961.2800636291504,960.6800689697266,962.240062713623,1028.9600715637207,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA16:1,TAG,1052.8200721740723,1092.1800727844238,1102.9400825500488,1053.2800788879395,1050.2800788879395,1165.6600875854492,1234.3000869750977,1050.080078125,1068.0800743103027,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA18:0,TAG,981.2200736999512,989.1200637817383,970.4200668334961,1036.840072631836,975.2000732421875,1020.000072479248,970.7600593566895,973.1200828552246,994.8200721740723,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA18:1,TAG,1080.7400856018066,1087.8000717163086,1199.0400733947754,1110.3400764465332,1046.7000579833984,1077.0000762939453,1119.0600700378418,1100.460090637207,1054.520076751709,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA18:2,TAG,1189.820083618164,1360.8201026916504,1194.8800735473633,1155.8800773620605,1124.0400695800781,1181.54008102417,1088.2600746154785,1119.9200744628906,1109.0400695800781,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:3)]_FA18:3,TAG,1194.8600883483887,1198.9200859069824,1167.400089263916,1169.0000801086426,1250.3000793457031,1241.6800918579102,1171.8600692749023,1223.7000770568848,1241.4600944519043,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA14:0,TAG,973.0000534057617,973.3400650024414,974.1200752258301,983.6800689697266,1008.020076751709,1007.640079498291,970.5800666809082,1001.1400680541992,970.6400680541992,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA16:0,TAG,1032.5200729370117,1040.4800720214844,988.9400672912598,1079.0200653076172,1007.7800750732422,975.3200569152832,995.8000640869141,962.5800628662109,969.2800636291504,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA16:1,TAG,1112.8600807189941,1094.8000679016113,1058.240062713623,1107.0800819396973,1089.6800804138184,1150.660083770752,1112.100082397461,1115.7400856018066,1150.1200828552246,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA18:0,TAG,971.5800666809082,971.1200675964355,970.120059967041,1076.8800811767578,1003.6400680541992,969.0600776672363,1040.1800651550293,973.260066986084,970.2600593566895,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA18:1,TAG,1059.7600746154785,1050.2000732421875,1050.1000747680664,1091.220069885254,1185.2200775146484,1138.1800918579102,1049.3000717163086,1120.6000747680664,1083.3000755310059,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA18:2,TAG,1181.2800827026367,1249.320083618164,1214.1800918579102,1242.6600875854492,1330.3201065063477,1275.8600769042969,1137.980079650879,1085.340072631836,1106.8200721740723,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA18:3,TAG,1198.740089416504,1167.200080871582,1167.520076751709,1193.9400901794434,1211.2200889587402,1220.5200843811035,1186.4600791931152,1201.1200714111328,1206.560073852539,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:4)]_FA20:4,TAG,1249.0200805664062,1249.0600929260254,1283.580093383789,1295.7200965881348,1284.240089416504,1341.2200927734375,1270.9800910949707,1287.2400932312012,1265.0600967407227,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA14:0,TAG,973.440071105957,973.8400726318359,975.3000679016113,1004.8600730895996,1012.1000709533691,1003.1000785827637,985.9000701904297,1002.9000778198242,971.1200714111328,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA16:0,TAG,1240.220085144043,1237.4800872802734,1128.4200859069824,1157.6800727844238,1266.7600898742676,960.7200622558594,1062.2400741577148,1074.1000709533691,1050.04008102417,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA16:1,TAG,1055.2400665283203,1078.0800819396973,1068.9400672912598,1053.9600715637207,1050.3600730895996,1052.0600776672363,1058.7600784301758,1133.3800659179688,1048.3200645446777,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA18:0,TAG,971.9200744628906,994.400074005127,971.3400764465332,985.6400718688965,968.0200653076172,1112.400074005127,980.0800590515137,989.440071105957,1020.3400650024414,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA18:1,TAG,1079.0800743103027,1107.320068359375,1049.380069732666,1055.6800727844238,1066.3600730895996,1047.920066833496,1073.500072479248,1048.880069732666,1124.880069732666,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA18:2,TAG,1283.1200981140137,1178.4400825500488,1103.1000747680664,1133.0200881958008,1267.0600929260254,1360.6601104736328,1159.0400886535645,1118.1600761413574,1142.2000846862793,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA18:3,TAG,1198.140079498291,1179.0000801086426,1234.5400886535645,1200.4800910949707,1225.9600830078125,1206.440086364746,1172.1200714111328,1171.4200820922852,1172.9400749206543,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA20:4,TAG,1248.2200889587402,1261.1800918579102,1249.9400749206543,1300.2400970458984,1307.1400871276855,1343.4800987243652,1272.200096130371,1295.5200996398926,1308.2200889587402,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(44:5)]_FA22:5,TAG,1372.9800987243652,1504.8200988769531,1500.0201148986816,1416.9601020812988,1375.5000953674316,1421.9401054382324,1394.1201095581055,1470.3200950622559,1394.6600952148438,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:0)]_FA14:0,TAG,1837.240135192871,1215.7000923156738,1887.9201316833496,2001.560157775879,2263.9801635742188,1836.8601264953613,2454.1601638793945,1469.16011428833,2348.1001739501953,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:0)]_FA16:0,TAG,3320.5402221679688,2627.5201873779297,2991.1801986694336,3407.040256500244,2622.480197906494,1291.3400840759277,1446.0400924682617,1187.8200912475586,1338.9200859069824,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:0)]_FA18:0,TAG,975.3000755310059,982.4000587463379,1099.8000717163086,1050.4200706481934,1062.8800735473633,1071.5000686645508,1032.8200759887695,1028.840087890625,1006.2600708007812,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA14:0,TAG,1140.9200820922852,1267.840103149414,1443.0600967407227,1139.7200889587402,1266.6600914001465,1140.9800834655762,1307.6200866699219,1113.1600799560547,1214.5800857543945,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA16:0,TAG,1343.8200912475586,1208.180076599121,1324.7200927734375,1621.2001113891602,1304.800090789795,1104.780071258545,1029.140079498291,1076.8000679016113,1114.3600692749023,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA16:1,TAG,1290.7600898742676,1539.7401123046875,1750.3001403808594,1524.3401107788086,1085.3000679016113,1333.6000747680664,1347.660099029541,1415.9000930786133,1532.700107574463,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA18:0,TAG,970.5200614929199,1068.6000785827637,970.1200637817383,984.660083770752,994.3600769042969,969.7800674438477,1009.9800758361816,1016.5400810241699,1030.3000717163086,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:1)]_FA18:1,TAG,1244.560073852539,1061.5000686645508,1186.8800773620605,1255.9400825500488,1245.4400901794434,1047.060073852539,1089.8600807189941,1104.4000778198242,1123.8400917053223,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:2)]_FA14:0,TAG,1022.2600708007812,1008.7800750732422,1016.1000671386719,979.3200645446777,1176.0200805664062,973.6600685119629,1024.280071258545,992.4000663757324,1007.7600784301758,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
[TG(45:2)]_FA16:0,TAG,1093.7000846862793,1063.0400733947754,994.0400733947754,1103.900074005127,1007.5600738525391,972.9400749206543,978.5400657653809,968.4800682067871,999.6800765991211,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
