lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0140,AK0142,AK0169,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,Blank-1x
1-O-carboceroyl-Cer(d18:1/16:0),-0.35684272088503627,2.89248096026609,0.9298235741010288,0.33490877343325276,0.9974690761020696,Cer,5216.740371704102,3582.860237121582,4081.8003158569336,4236.8803062438965,4074.4802780151367,3604.5002479553223,4713.260307312012,3759.620258331299,3713.360263824463,3989.080280303955,4646.720367431641
1-O-carboceroyl-Cer(d18:1/18:0),-0.03299853014619996,3.1695084706440477,0.00809259784694305,0.9283199012063914,0.9974690761020696,Cer,8720.900714874268,5660.100425720215,4481.360313415527,6960.540477752686,5170.960353851318,4386.000316619873,4087.080265045166,5734.580436706543,4719.100315093994,4548.860317230225,5040.740333557129
1-O-cerotoyl-Cer(d18:1/16:0),-0.027371208827896457,3.223121968069232,0.0055703369196180574,0.9405053726255216,0.9974690761020696,Cer,13388.360912322998,4653.600318908691,5178.580360412598,7924.700550079346,7008.30041885376,4465.6003341674805,4538.020324707031,5729.80041885376,5366.040374755859,6589.520477294922,3809.9602699279785
1-O-cerotoyl-Cer(d18:1/18:0),0.16585460396764387,3.344916626960677,0.2062781050954534,0.6497003601458553,0.9974690761020696,Cer,15794.281101226808,6038.360431671143,6661.160549163818,9653.100685119629,7670.940490722656,4956.40034866333,5092.980331420898,6426.820476531982,5952.080425262451,5984.720378875732,3463.6002349853516
1-O-eicosanoyl-Cer(d18:1/16:0),-0.40466675275978536,3.1632843987230332,1.1925011737850681,0.2748256198890552,0.9974690761020696,Cer,6167.640422821045,3758.3402366638184,4268.620307922363,4327.160327911377,4501.780342102051,3860.800262451172,5231.980365753174,4478.94030380249,4164.360324859619,4291.060306549072,6539.220417022705
1-O-lignoceroyl-Cer(d18:1/16:0),-0.32871477075407773,2.7215059128234103,0.7902806868589596,0.3740152654579217,0.9974690761020696,Cer,5089.660343170166,3764.140251159668,3621.5602645874023,4383.060298919678,3881.680290222168,3477.2602500915527,4503.680328369141,3710.9802589416504,3641.540294647217,3715.9402656555176,3428.300247192383
1-O-myristoyl-Cer(d18:1/16:0),-0.35485665455610027,2.871657131214865,0.9197524885666932,0.33753996907631983,0.9974690761020696,Cer,5962.720432281494,4067.5402603149414,4023.940299987793,5236.600372314453,4786.7603187561035,4100.400287628174,5547.440368652344,3571.2802658081055,4217.980293273926,4095.940307617187,3470.2002601623535
1-O-palmitoyl-Cer(d18:1/16:0),-0.1796965368977974,3.3702479933580993,0.23823896288197943,0.6254809317110173,0.9974690761020696,Cer,9013.54067993164,5563.800373077393,5365.540367126465,5882.000411987305,5631.440368652344,3930.26025390625,6120.620475769043,6000.080413818359,4370.340328216553,5721.100395202637,6578.1604080200195
1-O-stearoyl-Cer(d18:1/16:0),-0.34561731772110693,2.8947282706866337,0.8729849728152463,0.350130265370681,0.9974690761020696,Cer,6909.960479736328,3921.9202766418457,3975.2202911376953,5179.940361022949,4115.5002937316895,3772.340259552002,6000.68045425415,3930.900283813477,4547.640350341797,4405.380332946777,3474.080253601074
1-O-tricosanoyl-Cer(d18:1/16:0),-0.31729234378980953,2.763799179843891,0.7368384740094882,0.3906755135779986,0.9974690761020696,Cer,4923.140335083008,3911.040256500244,3995.740306854248,4681.06033706665,3799.940258026123,3639.680240631103,4657.500274658203,3852.88028717041,3854.100273132324,3973.340278625488,3450.9802436828613
1-O-tricosanoyl-Cer(d18:1/18:0),-0.25691465895562016,2.9706321835130303,0.4847753005305009,0.48626722669165207,0.9974690761020696,Cer,5707.6403884887695,3879.5202598571777,4342.560329437256,4672.860336303711,4387.940299987793,3926.7002868652344,3862.220245361328,4343.600292205811,3940.320289611816,3994.320281982422,5073.480350494385
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.34954471291891265,11.054750547959511,0.8938862246468489,0.3444263462205978,0.9974690761020696,CAR,1773598.3264160156,1780104.4519042969,1550610.1850585938,1668788.759399414,1612063.1870117188,1717306.8571777344,1363540.2586669922,1757777.8254394531,1624814.6600341797,1667559.6105957031,327414.4421424866
12:0 Cholesteryl ester,-0.3629945063736335,8.278753533436879,0.963214272355799,0.32637837065081904,0.9974690761020696,CE,204735.6732559204,294505.3403015137,262111.40744018555,209022.50494384769,224195.40585327148,227068.89736938477,221471.68612670896,264631.21978759766,234882.9366760254,286597.27938842773,37555.72263145447
14:0 Cholesteryl ester,-0.3507303033749952,8.164358611331412,0.8998762789593684,0.342814887468398,0.9974690761020696,CE,183002.45364379883,268446.0394897461,246201.1987915039,207351.1742477417,216050.85403442383,199976.6728515625,215724.45770263672,242793.93817138672,215567.55737304688,250779.65802001953,33731.72247314453
14:1 Cholesteryl ester,-0.3573276513459327,8.182354926763162,0.9336858762239899,0.3339069804523892,0.9974690761020696,CE,176190.29229736328,280941.0598754883,254350.15838623047,195130.0516357422,212410.25262451172,202104.05450439453,210948.05401611328,247640.47924804688,230008.0352783203,262053.49740600583,33754.40241241455
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.5486026536983402,10.240436491382512,2.174816409596133,0.1402862563767797,0.9974690761020696,CE,821666.0647583008,1058248.3587646484,993825.3690185548,708605.2796325684,1082420.1522827148,944242.928100586,742016.0353393555,1173440.5676269531,1020471.1334228516,1246317.354736328,78650.26553726196
15:0 Cholesteryl ester,-0.5773234733460074,9.804346171134846,2.4039360241849863,0.1210303881070508,0.9974690761020696,CE,479322.4362182617,798082.3576660156,750341.5529785156,490554.6734008789,743461.3332519531,711950.09326171875,635065.9443359375,800429.5791015625,772022.07080078125,801382.9323730469,89103.66654205322
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.5691163814485523,10.13911475607508,2.3373477045352047,0.12630444119883788,0.9974690761020696,CE,671833.5171203613,990472.720703125,931739.4052734376,644128.49169921875,983553.528076172,895363.2653808594,754455.3714599609,1054239.2244873047,962666.4020996094,1037546.489013672,98432.88682556152
15:1 Cholesteryl ester,-0.5857321373540972,9.808808660166843,2.473090555413364,0.11581000943468905,0.9974690761020696,CE,477932.2758178711,804409.10205078125,743346.9748535156,505754.9772949219,736011.0537109375,721170.73486328125,644670.1643066406,825408.77880859375,777016.0197753906,800593.87890625,82103.88539123535
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.6015523325315908,10.77172910984149,2.6057434599424596,0.10647721348400903,0.9974690761020696,CE,1184341.8838119507,1465771.3977355957,1514772.2434387207,995053.592437744,1710093.5371398926,1338041.897125244,994827.9374084471,1742298.5976257324,1565168.5610656738,2028606.7422180176,39962.69267845154
16:2 Campesteryl ester,-0.5999634891382197,10.600517804058605,2.5922715464039356,0.10738622648583732,0.9974690761020696,CE,1024153.8960876464,1307736.837463379,1334771.5510864258,918590.684906006,1508454.9771118164,1174604.151550293,917399.56591796875,1550846.7870483398,1360124.0970458984,1797326.3282470703,37548.18246459961
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.5734629499130934,9.959210685324058,2.372502413451002,0.12348895818825582,0.9974690761020696,CE,539949.71826171875,891150.3662109375,832757.7119140625,560162.5383300781,839465.0791015625,798569.537109375,699599.37255859375,901407.8879394532,851822.6799316406,897783.52587890625,93003.58645629884
16:3 Campesteryl ester,-0.6269249602702146,10.576504916169066,2.8253501407289154,0.09278665505156744,0.9974690761020696,CE,1020041.3619384766,1272210.581665039,1307131.5270385742,845048.805267334,1489378.978515625,1159438.148071289,903200.701171875,1555125.1788330078,1328931.5989379885,1787545.073425293,36631.20252227783
16:3 Cholesteryl ester,-0.5861261428039841,9.902317500811408,2.4763550854968344,0.11556980095333119,0.9974690761020696,CE,512074.3354492187,836573.03515625,788950.3098144531,542026.9217529297,797526.4951171875,763953.9541015625,665307.5700683594,875816.3291015625,813374.4765625,852996.47900390625,103143.08738708496
16:3 Stigmasteryl ester,-0.5515160596177934,11.137547422940827,2.19756464673992,0.1382289710933336,0.9974690761020696,CE,1596471.5189819336,1871276.9307250977,1975534.305053711,1438264.2188720703,2258827.65423584,1707096.069396973,1267587.5789794922,2167118.485107422,2056865.3665161133,2524116.097229004,39270.862632751465
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.5017364489943941,10.509694673123258,1.8246259957668367,0.1767636170961789,0.9974690761020696,CE,904103.3812446594,1277186.8526611328,1359594.2016448977,941782.7571868896,1466560.024963379,1103556.2556152344,848062.6477661133,1339909.8387145996,1338548.513458252,1489937.2184143066,40001.622884750366
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.5625262164910984,10.875587894588822,2.284528968306404,0.13066980701386238,0.9974690761020696,CE,1269224.113204956,1575253.7347106934,1667403.3458251953,1150737.7462005615,1867686.641418457,1422642.0762634275,1084446.7676086426,1797023.5684204102,1708942.0997924805,2094825.8489379885,41981.02304840088
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.6121368490687243,10.617531546909111,2.696327299454424,0.10057969944454297,0.9974690761020696,CE,1008699.09664917,1328263.0100097656,1334801.895446777,931373.987701416,1522209.2582092285,1206125.1996154785,919561.9737243652,1574773.915374756,1356999.5156860352,1845969.9208374023,41338.52281188965
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",-0.44979975433353026,10.675681501092027,1.4712360657285903,0.2251507716090683,0.9974690761020696,CE,1314545.349815369,1400924.9716796875,1447853.014892578,1088911.4127426147,1500422.472442627,1190614.404724121,886461.2264099121,1511534.369781494,1422682.6301879885,1996301.426055908,41639.50292015076
18:1 Campesteryl ester,-0.46508219458759387,10.8810408107652,1.571409831398341,0.21000239010315475,0.9974690761020696,CE,1406696.6515655518,1641756.6278686523,1707497.1040039062,1219592.427734375,1789755.3739624023,1402191.4959106443,1003764.1147460938,1727128.370178223,1691380.4220581057,2229231.387939453,44848.22304916382
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.5789349880172994,11.081174903110709,2.417130030091357,0.12001462730771356,0.9974690761020696,CE,1412019.9285583496,1818041.7153930664,1913767.1786499023,1340631.0358428955,2177446.016845703,1623692.8201904297,1240609.3356323242,2102315.338623047,1979133.4765625,2459071.489624023,40885.68292999267
18:3 Campesteryl ester,-0.4576630390008988,10.90843359411058,1.5223805829809862,0.21725959524474692,0.9974690761020696,CE,1567910.2755889893,1641256.6345825195,1707117.0549316406,1238930.4791870115,1830285.6535644531,1426572.030090332,1019647.442993164,1771869.3141479492,1720888.4177246094,2251579.0364379883,43290.78319168091
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.5714116283461862,11.134003230673379,2.3558900326243024,0.1248106325712043,0.9974690761020696,CE,1487454.1528892517,1898086.685089111,1974806.771911621,1401191.8338623047,2260762.9064941406,1706679.6537780762,1254822.897521973,2176675.906677246,2060603.06451416,2551167.5423583984,40236.00278472901
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.4117999232444327,11.209422159816574,1.2360389487548673,0.2662358128297617,0.9974690761020696,CE,1631630.3058242798,2263891.352416992,2126745.5697021484,1500715.9677276611,2014721.9537353516,1768917.5540771484,1330667.5771484375,2243867.964477539,2029562.3850097656,2595196.169067383,111372.25839805604
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.388496426270494,9.355953298343207,1.1016456380903037,0.29390523901429333,0.9974690761020696,CAR,604128.2267456055,470222.51599121094,478508.6959228515,494369.294921875,440532.0904541016,517384.09729003906,414126.91052246094,534352.6359863281,531947.4597167969,563614.32177734375,114115.06772994997
20:0 Campesteryl ester,-0.33890369553351346,10.770908756530806,0.8408137448020625,0.3591641430894006,0.9974690761020696,CE,1144727.5750579834,1786047.966796875,1579443.7087402344,1136902.4174194336,1453715.0483398438,1301071.357421875,1003576.6560058594,1640341.3056640625,1485507.4794921875,1647538.0197753906,117365.78839111328
20:1 Campesteryl ester,-0.3593433224517051,10.76999949703752,0.944158440004685,0.3312106869133586,0.9974690761020696,CE,1097204.6911010742,1778618.5598144531,1619703.5004882812,1086778.356262207,1482835.119140625,1326422.3837890625,998638.1130371094,1618198.5288085938,1499049.9282226562,1677135.395263672,107014.40713882446
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.40981904441480416,11.231973292736896,1.2243237409929861,0.2685137821388953,0.9974690761020696,CE,1777556.1994018557,2263856.1713867188,2156904.759765625,1484218.9609985352,2056882.3227539065,1799126.8276367188,1369514.3940429688,2246168.469970703,2080992.4514160156,2617951.7438964844,107587.868144989
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.38998470457173534,11.228849187766203,1.1100129668411682,0.2920791298490436,0.9974690761020696,CE,1713379.182678223,2307182.4860839844,2143628.2973632812,1543084.2462768557,2024772.1220703125,1784997.0583496094,1345383.860107422,2254503.8818359375,2043700.0700683591,2605648.806640625,120097.84827804564
20:3 Campesteryl ester,-0.3205372536443423,10.783015578711163,0.7529523583634727,0.38554310345438647,0.9974690761020696,CE,1150791.1851959229,1799453.6943359375,1627509.4765625,1197734.9252319336,1483640.6147460938,1346810.8771972656,1022976.5676269532,1613130.35546875,1481498.9370117188,1647135.1171875,103799.04703521729
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.41775809347975,11.173965460987947,1.2716030624433188,0.25946616179139603,0.9974690761020696,CE,1730694.3919067385,2174637.423095703,2054823.9826660156,1371043.2727661133,1981349.9130859375,1725590.8715820312,1305969.5480957031,2183792.5356445312,1967054.7839355469,2529511.2424316406,112794.7882385254
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.42866402328768644,10.89963663051218,1.3379671995026001,0.24739277502489782,0.9974690761020696,CE,1413656.8290100098,1763978.19140625,1695153.7299804688,1197864.3660583496,1649878.07421875,1433671.090576172,1078183.7280273438,1796485.77734375,1605611.1293945312,2182291.1877441406,80782.82581329346
20:5 Cholesteryl ester,-0.429519305995628,10.690135304157522,1.3432402918333537,0.24646334361293856,0.9974690761020696,CE,1180285.7119293213,1487157.0840759275,1472513.1021118164,1191717.035903931,1529384.1152038574,1224831.609375,897559.1615600586,1505449.939666748,1432792.6403808594,1951889.8427734375,40848.14287948608
22:0 Campesteryl ester,-0.13396549074126957,10.525032240705182,0.1328649700662936,0.715479839803253,0.9974690761020696,CE,1275047.7465286255,1048767.0503692627,1622608.917816162,1677171.4291915894,1154048.6613769531,978836.5494384766,687555.9910125732,1282984.633026123,1373684.2727355957,1663311.605178833,26874.302040100098
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-0.27961171169611315,9.45736998542394,0.5742916239105398,0.4485585613376444,0.9974690761020696,CE,486254.7740020752,702086.1449584961,680975.2891235352,516514.8937988281,584278.6501464844,515870.91384887695,368524.5285949707,628082.7442321777,608116.9859619141,764209.8600921631,27702.32187271118
22:0 Sitosteryl ester,-0.1655576143294798,10.743283324218238,0.2025879516659188,0.652639985447903,0.9974690761020696,CE,1351542.3395996094,1232788.2369384766,1822921.273071289,1931277.8307495115,1359160.7946166992,1147383.8492126465,796966.4442138672,1461057.684326172,1568061.2435913086,1912028.1974487305,77169.50589370728
22:1 Campesteryl ester,-0.1535496377734529,10.474226915359374,0.17437495051763108,0.6762525635577054,0.9974690761020696,CE,1188570.3987731934,1006637.9633789062,1542582.1212768557,1647700.3428497314,1133079.822479248,941533.9098892212,669055.4186859131,1274972.821472168,1317949.008544922,1586775.794464111,26758.60181045532
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.26243737099578857,9.426985987598755,0.5063968513641157,0.47670280539078314,0.9974690761020696,CE,493171.57263183594,689834.5113220215,654653.2816467285,523501.0126800537,572486.2168579102,484636.1116027832,367638.9302062988,612491.9246826172,601720.5035552979,737246.294921875,28412.241912841797
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.15538879355160026,10.719609646892334,0.1785602439631475,0.6726134747605689,0.9974690761020696,CE,1374862.726989746,1245174.431251526,1817500.9332580569,1845982.4770088196,1344112.746334076,1126148.2764968872,796306.5762023926,1460860.897556305,1518842.6642227173,1885257.8938903809,59661.04486465454
22:2 Campesteryl ester,-0.15565461642939563,10.205957061574342,0.1791688990269904,0.6720884505004913,0.9974690761020696,CE,1059263.1563110352,911167.4394226074,1213761.7136535645,1261040.6495361328,945730.071044922,799829.2206573486,558243.8416595459,1051890.8771972656,1055262.1890563965,1320605.3899230957,28828.601886749268
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.13851033059907897,10.6695035223882,0.14199989433836868,0.7063008859665502,0.9974690761020696,CE,1411064.4920082092,1234223.1425628662,1755265.5286865234,1776501.3824195862,1305782.074951172,1098289.6187973022,755153.5106887817,1448682.2388000488,1504585.3003845215,1774010.1203231812,31807.14225769043
22:3 Campesteryl ester,-0.28840841536085454,9.36471852624026,0.6106909879608793,0.43452775954122563,0.9974690761020696,CE,467180.3088684082,649224.783996582,624531.4252319336,497333.08013916016,553368.0776672363,488965.3962402344,344278.44512939453,589064.7202453613,572196.2226257324,712167.546081543,25816.88180923462
22:3 Stigmasteryl ester,-0.13445375722179492,10.617769295602836,0.13383194319612812,0.7144915711800718,0.9974690761020696,CE,1338237.8420524595,1156961.0148620603,1715850.0451660156,1770407.6172485352,1229888.0190124512,1037721.9331054688,729469.6963348389,1409203.4577331543,1452883.9295959473,1754455.1108093262,29448.982093811035
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-0.3513448875961677,10.712301266375466,0.9030207242394681,0.34197303323363676,0.9974690761020696,CE,1101089.1317749023,1702134.4177246094,1504908.6469726562,1071455.9791259766,1398906.659423828,1256184.6625976562,975560.1657714844,1562759.9916992188,1429277.7192382812,1567775.3266601562,118993.82879257202
22:5 Cholesteryl ester,-0.3601878414476572,10.761901150605734,0.9485541418325738,0.3300876013053768,0.9974690761020696,CE,1109609.7658081057,1753841.0783691406,1587880.7717285156,1095350.8956298828,1446577.9990234375,1327634.8317871094,1011509.1145019532,1612453.8840332031,1488166.5490722656,1629442.0349121094,114990.62853240968
22:6 Cholesteryl ester,-0.3272179055219268,10.780240154215361,0.7843622053478612,0.37581033372041955,0.9974690761020696,CE,1135377.2860107422,1809310.4213867188,1612392.189453125,1152189.1448364258,1466869.2517089844,1331848.4821777344,1026438.645263672,1618835.216796875,1467189.5034179688,1643677.6440429688,116655.2083015442
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.16338840381699465,10.7447114749891,0.19733629796974128,0.6568795552039643,0.9974690761020696,CE,1381231.5258789062,1251399.268875122,1841161.4660339355,1866328.9265899656,1382787.722038269,1145748.8530960083,801336.5428543091,1443970.9529266355,1572557.308944702,1904349.8684387207,75213.30527496338
3-hydroxyarachidonoylcarnitine,-0.4196443291096292,10.494465003588274,1.2829611929273597,0.25734917678335956,0.9974690761020696,CAR,1351947.41015625,1082441.4692382812,950045.8879394532,1080558.2158203125,1038095.4111328124,1104591.8566894531,849453.1171875,1193242.3035888672,1122235.658569336,1424185.506225586,247831.9576034546
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.39228892876863447,10.062288674831569,1.1230084278432741,0.2892715826526751,0.9974690761020696,CAR,1041805.2813110352,836284.8582763672,745915.1159667969,801114.91650390625,824888.4753417969,812935.3562927246,687385.573059082,872903.6665649414,832807.3798217773,1026608.4299316406,140317.9097480774
"3-hydroxylinoleoylcarnitine,",-0.1791485406403844,12.227850582252861,0.23704617389375926,0.6263477110338637,0.9974690761020696,CAR,5014741.150756836,4128478.868652344,3560631.717285156,5235979.011962891,3857879.0826416016,4306940.206542969,2804233.921447754,3720990.9541015625,3597242.659423828,4197429.719604492,259128.27826309204
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.3111892772681972,11.95050730606068,0.7100591997241281,0.3994241597233822,0.9974690761020696,CAR,3219900.092529297,3340653.763671875,2841273.5791015625,3413982.579345703,3062052.8403320312,3153356.01953125,2552459.2861328125,3251961.6025390625,2805499.6357421875,3039220.544921875,638254.4590263367
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.44667616810560945,10.762919399939067,1.4511546190724403,0.2283427744546033,0.9974690761020696,CAR,1469895.6339111328,1372942.095703125,1205774.039794922,1195425.7583007812,1266553.0290527344,1292452.126586914,1151711.2175292969,1514329.3736572266,1364969.7358398438,1509588.7058105469,292378.04011917114
C12:0,-0.47020853614042607,9.335975106828416,1.605710577730406,0.20509581238463553,0.9974690761020696,FA,559962.1970825195,361865.96405029297,467081.8546142578,406845.70892333984,433260.6104736328,505396.1551513672,451082.2921142578,448338.7108154297,362474.8061828613,565636.4595947266,192937.8125
C12:1,-0.4776166235404759,9.183484449698925,1.6559298620122713,0.19815376294561993,0.9974690761020696,FA,488290.3934326172,307401.6022949219,429770.22955322266,377600.2468261719,369004.205078125,424920.8080444336,412329.42791748047,373671.2269592285,329751.7640991211,583100.8430786133,177952.53317260742
C14:0,-0.5167890426760466,10.636968787305628,1.9338822730351244,0.16433432982606413,0.9974690761020696,FA,1317589.0909423828,917222.441833496,1272058.184326172,962383.4088745116,1203727.8647460938,1404082.1120605469,1190643.5300292969,1151147.0024414062,886814.3593139648,1313784.0297851562,369149.4465942383
C14:1,-0.21712057703721294,11.773356834398719,0.3474771165056154,0.5555447593289181,0.9974690761020696,FA,2277477.3720703125,2164864.0537109375,2343070.57421875,2193260.048828125,2487080.376953125,1781254.1982421875,1153087.04296875,2302064.86328125,2170038.2114257812,2215140.8623046875,1905441.6752929688
C15:0,-0.5905082963448871,10.298325951060887,2.512791195789759,0.11292576111454036,0.9974690761020696,FA,905970.57470703125,627171.2274169922,870962.4801635742,775351.4599304199,997021.3467407228,1118561.9372558594,778223.2125244141,848283.256652832,661402.5719604492,934859.0604248048,440589.41314697266
