lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0140,AK0169,AK0154,AK0155,AK0168,AK0174,AK0175,Blank-1x
CerP(d18:1/16:0),0.2165201962570311,3.5069303510940384,0.27151403517564177,0.6023179483518416,0.996791623254679,Cer,15802.60120010376,6055.6604080200195,8396.160614013672,5186.240390777588,7445.860443115234,5636.320404052734,7089.900482177734,9189.720668792725,3982.9202880859375
CerP(d18:1/18:0),-0.17395469417967924,3.1936868911900538,0.1713595700404067,0.6789063306721853,0.996791623254679,Cer,9040.620643615724,4311.860290527344,6240.860446929932,5119.220371246338,5230.600399017334,5999.540409088135,6892.72049331665,6253.8604736328125,3522.860244750977
CerP(d18:1/2:0),-0.3077398549058109,2.784878271966068,0.531257775781576,0.4660785439737411,0.996791623254679,Cer,4243.380332946777,3512.8002319335938,3892.86026763916,3736.900249481201,3694.1802711486816,4083.040298461914,3780.520278930664,4033.720268249512,3441.740245819092
CerP(d18:1/20:0),-0.12924796075586809,3.4087930848146435,0.09488429510032859,0.7580572639935015,0.996791623254679,Cer,10754.16074371338,5235.5404052734375,8909.520698547363,6490.260448455811,6207.260429382324,6618.580463409424,8587.180618286133,8358.140602111816,3445.2002449035645
CerP(d18:1/22:0),-0.08714974932702016,3.2298354131475686,0.04324139772724678,0.8352713964096741,0.996791623254679,Cer,8342.540550231934,4899.200386047363,6328.2004737854,5262.860385894775,5260.580383300781,4984.620342254639,5426.280414581299,6469.040424346924,4026.920295715332
CerP(d18:1/24:0),-0.25950416481881805,3.0932015610332413,0.3791709241445318,0.5380472779874336,0.996791623254679,Cer,6688.660514831543,4339.320281982422,5814.260395050049,6243.220470428467,4469.3803062438965,4752.440349578857,4988.900352478027,5360.360355377197,3477.780258178711
CerP(d18:1/24:1(15Z)),-0.2064694278149345,3.0403904253020735,0.24085071372167022,0.6235923586027815,0.996791623254679,Cer,6626.800449371338,4014.0602798461914,5641.260429382324,5366.800384521484,4626.740310668945,4612.900314331055,4960.660358428955,4675.400318145752,3529.4202613830566
CerP(d18:1/26:0),-0.09812746605943572,3.834510938049121,0.05478544678317121,0.8149361381320037,0.996791623254679,Cer,9116.140628814695,4842.300361633301,6070.000408172607,5797.960414886475,5478.860408782959,5688.720375061035,4782.640335083008,5732.1204109191895,9914.12078857422
CerP(d18:1/26:1(17Z)),-0.18542073967873135,3.9254708717709415,0.19454337320170367,0.6591618056041659,0.996791623254679,Cer,8268.140617370605,4974.40034866333,5812.200420379639,6115.160404205322,5318.940402984619,5306.3603439331055,4564.260311126709,6553.660423278809,11089.920539855955
CerP(d18:1/8:0),0.08059579688676827,3.0803576160549224,0.03733965602877731,0.8467751504916486,0.996791623254679,Cer,7437.220550537109,4649.260314941406,7243.880512237549,4446.2402992248535,4452.060314178467,4416.560314178467,4890.740348815918,6090.540412902832,3514.960247039795
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",-0.04364444250523539,9.195043654935027,0.010884585295571014,0.9169080934638056,0.996791623254679,CE,533870.6376190186,700159.7734985352,474769.67569732666,354369.70401000977,617962.2474365234,715746.4278259277,403474.0128097534,380127.8677215576,34096.34209060669
Cholesteryl nitrolinoleate,-0.10674585728024992,10.520814948074781,0.06486388813937083,0.7989672534077019,0.996791623254679,CE,1091636.5594940186,1788691.065673828,1187320.3341674805,1004468.9272460938,1620032.260986328,1665276.3488769531,810911.4112548828,952404.748840332,106358.96755218506
cis-5-Tetradecenoylcarnitine,-0.2191826322879353,9.493116773467106,0.2715257717354689,0.6023101034005834,0.996791623254679,CAR,624912.48388671875,559353.1618652344,585828.8229980469,442747.412109375,621751.8249511719,639817.08251953125,612552.1696166992,527953.6188964844,143186.98947143555
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",-0.37045754860498514,10.035583216386069,0.7677438207756497,0.38091592562651033,0.996791623254679,CAR,1027983.7938842772,781642.6542053223,764300.458190918,706021.9697875977,935481.1636047364,995985.0510253906,1136196.5419921875,862845.2858886719,137809.76998138428
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",-0.08634770877323426,9.577900255042668,0.04249547322979197,0.8366781939035433,0.996791623254679,CE,610486.6831817627,889484.3206787109,662708.7684326172,487239.8740234375,806727.2945556641,879950.8626708984,483892.59519958496,541618.1788711548,52866.64376831055
Hexacosanoyl carnitine,-0.39529237867330846,10.183896356868296,0.8725960091796878,0.35023762475728504,0.996791623254679,CAR,1051320.6752319336,803631.8961486816,833816.8939819336,793452.9128417969,885474.2459716797,1020950.3348999023,1283694.174987793,958872.9895019532,214098.37524414065
"lanosteryl oleate, 20:2 Campesteryl ester",-0.0927606763821454,10.521924482042536,0.04902313114143908,0.8247719003593152,0.996791623254679,CE,1182101.0218048096,1770427.5629882812,1161955.999633789,1001790.664794922,1609896.5034179688,1643996.3100585938,824782.0010986328,968815.4719848632,105412.04766082764
"lanosteryl palmitoleate, 18:2 Campesteryl ester",-0.3188326331200721,10.681814912412648,0.570722810778534,0.44997183353288384,0.996791623254679,CE,1477679.1188354492,1651768.938659668,1275716.8402404785,1040045.2918701172,1760950.8064575195,2270119.7474975586,1329910.518234253,1324763.4057617188,39470.20303726196
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",-0.20178117606269533,12.626864288816561,0.2303860024183848,0.6312377611336716,0.996791623254679,CAR,5459029.475097656,5325274.859375,5164315.299072266,4870150.984375,5422371.9921875,5150018.9140625,3877340.134521485,5025627.596435547,1090622.9429779053
Lyso_C17 sphingosine-1-phosphocholine,-0.058517147871595454,6.999698596171102,0.01954862352795317,0.8888050614135733,0.996791623254679,SM,152176.85327148438,86006.28457641602,102047.52502441406,17124.74137878418,103255.82781982422,122992.74822998048,189423.4114074707,117969.8482055664,27942.222106933594
Lyso_PC(11:0),0.05426259793285809,6.340376489820652,0.01691854698287898,0.8965100046128675,0.996791623254679,PC,78483.80651855469,56748.40362548828,59395.46350097656,14178.281005859377,57823.744384765625,64591.005310058594,89839.7260131836,61076.584228515625,28150.682037353516
Lyso_PC(12:0),0.02345852385477674,6.770763604999175,0.003156629729346605,0.9551953131497799,0.996791623254679,PC,117873.1078491211,74808.86535644531,87228.005859375,14908.181015014648,83034.08456420898,88066.66680908203,143506.86975097656,98689.84777832033,30967.9617767334
Lyso_PC(13:0),-0.07330905302598667,6.945665670820631,0.03065338891974534,0.8610159148626336,0.996791623254679,PC,150667.9700012207,84337.5062866211,96636.26501464844,15787.181091308594,103597.18768310548,121215.68933105467,183503.12713623047,117920.98919677734,24540.241989135742
Lyso_PC(14:0),-0.15094960312679576,7.732459953989569,0.12934716647032474,0.7191098815373778,0.996791623254679,PC,254762.4541015625,140043.82891845703,173976.2940673828,25094.081512451172,168929.0737915039,214492.79333496097,362720.15032958984,225495.53930664065,36491.72264099121
Lyso_PC(14:1),-0.16959368823632123,7.849855138335991,0.1630798725564091,0.6863366381615914,0.996791623254679,PC,280183.46044921875,151534.83001708984,190962.8148193359,28108.662216186523,189615.41345214844,242961.05615234375,398927.2338867187,242052.47314453125,35490.28253173828
Lyso_PC(15:0),-0.2526037850427737,8.443625695967269,0.3598471921068267,0.5485911133328152,0.996791623254679,PC,474897.0526123047,234774.93612670896,276131.11462402344,40615.103515625,300352.3215332031,416581.8937988281,683319.0270385742,415540.7692871094,20977.201400756836
Lyso_PC(15:1),-0.22968998261123388,8.542609399644224,0.2979758700239472,0.5851541597704604,0.996791623254679,PC,499950.67559814453,254543.5133972168,306186.90423583984,43078.582916259766,318355.7028198242,440480.4682617187,726974.1410522461,440001.04400634766,24600.321746826172
Lyso_PC(16:0),-0.06136310364653331,8.445176619398044,0.02149349879437068,0.8834425341576649,0.996791623254679,PC,464270.07568359375,268989.75201416016,322578.62170410156,35885.44223022461,313718.0032348633,388422.37255859375,623078.6674194336,380202.3669433594,25482.341918945312
Lyso_PC(16:1),-0.14299587520783885,8.733882660970751,0.11613550511538051,0.7332642407257155,0.996791623254679,PC,566267.4648742676,314274.8108215332,374815.8477783203,44461.68335342407,380702.3077697754,490172.4379577637,792106.2202758789,486419.25018310547,27523.861877441406
Lyso_PC(17:0),-0.03321535758155251,8.255668096612366,0.006308062696462002,0.9366959258758839,0.996791623254679,PC,416712.7072753906,242277.35760498047,278479.4605102539,28720.34178161621,272502.35946655273,341450.88165283203,548164.84130859375,330804.7200317383,21906.06137084961
Lyso_PC(17:1),-0.048422056112718,8.605880905225721,0.013394156609138008,0.9078640513639454,0.996791623254679,PC,513590.92877197266,312477.7395629883,355075.66357421875,38063.78200531006,349297.20404052734,422321.3110961914,713757.703125,422551.5942382813,29047.582061767574
Lyso_PC(17:2),-0.09016708638542667,8.511611443507954,0.046326841664267704,0.8295827705361413,0.996791623254679,PC,483133.83392333984,275121.3255004883,336438.18157958984,38091.14228820801,325730.0248413086,407238.4643554687,679043.725982666,397105.40588378906,26037.341796875
Lyso_PC(18:0),-0.08610803709712193,8.498723181670035,0.042260152826429476,0.8371246703830447,0.996791623254679,PC,450855.54541015625,274083.642578125,330716.9816894531,37453.74281311035,319975.96783447266,358325.2084350586,694952.4678955078,383955.5598144531,36511.50262451172
Lyso_PC(18:1),-0.10629110551552562,8.529302190144644,0.0643134159508918,0.7998039020668425,0.996791623254679,PC,462812.6333007813,285065.5809326172,327643.248046875,37723.882720947266,319835.0576171875,376183.53338623047,731240.07861328125,400065.6690673828,33821.68258666992
Lyso_PC(18:2),-0.08574813282823429,8.413660664023311,0.041908496470568934,0.8377942941131797,0.996791623254679,PC,419525.87408447266,272523.8549194336,303115.5612792969,36106.30224609375,301175.69860839844,341753.6442260742,661751.74658203125,360354.0861816406,32442.92251586914
Lyso_PC(18:3),-0.09588510858617925,8.17138941567814,0.05237030300736478,0.8189889329761803,0.996791623254679,PC,354404.06774902344,218469.59704589844,266254.67907714844,33289.78276062012,260207.29760742188,287906.1767578125,549729.4590454102,299461.92474365234,28402.10220336914
Lyso_PC(18:4),-0.08835131962383197,7.853914637616609,0.04448422444784228,0.8329552876398668,0.996791623254679,PC,289451.9224243164,178392.11334228516,201348.85302734375,26375.94207763672,208112.917388916,232873.75775146484,435944.07232666016,232618.71508789065,24835.501892089844
Lyso_PC(19:0),-0.19304496656015185,8.296783811384403,0.21098370216350304,0.6459974785717044,0.996791623254679,PC,403134.8079833984,210213.0576171875,274915.3803100586,38470.983337402344,278510.3789367676,334045.4483642578,597964.1372680664,352341.7405395508,29588.46194458008
Lyso_PC(19:1),-0.12703209655733988,8.452816492246521,0.09174382003766368,0.7619718457011118,0.996791623254679,PC,432735.0291748047,252148.77807617188,329214.9020385742,35275.18264770508,312614.80334472656,369324.5478515625,656753.5474853516,385700.931640625,32981.36242675781
Lyso_PC(19:2),-0.11700700416647836,8.456562902204242,0.07788319892370055,0.7801867963307653,0.996791623254679,PC,430814.9108886719,258947.63793945312,318697.10137939453,36028.24252319336,304414.1257324219,374574.9091796875,659900.0794677734,370308.2449951172,36980.6025390625
Lyso_PC(19:3),-0.13406097737810418,8.356879189244697,0.1021324196135538,0.749285500140232,0.996791623254679,PC,399818.9643554687,235963.1788330078,297641.08282470703,35991.44259643555,286088.45623779297,340643.32733154297,629627.5137329102,341717.3758544922,35280.76266479492
Lyso_PC(2:0),-0.5242800386081924,7.597716036433982,1.5205191315972133,0.21754095006487983,0.996791623254679,PC,229172.83541870117,114138.32670593262,122853.04873657228,16866.78133392334,159914.35162353516,254832.67288208008,385256.77084350586,251529.2138824463,18753.4013671875
Lyso_PC(20:0),-0.21696870286889278,9.729599633978246,0.26610688798973575,0.6059553422328477,0.996791623254679,PC,739987.1994628906,511108.87536621094,616946.4055175781,358780.00762939453,606653.2620849609,645045.41064453125,825154.9951171875,670309.5982666016,274757.4362792969
Lyso_PC(20:1),-0.071896326321464,7.898175614462289,0.02948672994671142,0.8636600160166571,0.996791623254679,PC,302301.2332763672,178745.53271484375,208767.81311035156,36844.722229003906,210874.1969604492,257739.8735961914,389358.68963623047,233633.2171020508,28432.302154541016
Lyso_PC(20:2),-0.026989373995933885,7.8496361754745765,0.004166384462223505,0.9485342573831487,0.996791623254679,PC,307355.26123046875,168803.4539794922,201671.2958984375,29297.262313842773,196059.33135986328,243812.19635009769,382511.0474853515,228813.2554931641,29503.842224121097
Lyso_PC(20:3),-0.04367130562306104,7.77281933291752,0.010897773621763918,0.9168579519640894,0.996791623254679,PC,285205.5402832031,159696.61541748047,193720.0569458008,27686.201690673828,185334.6717529297,235485.07611083984,365810.00567626953,216933.83599853516,27583.96194458008
Lyso_PC(20:4),-0.037015056950156236,7.695948210592308,0.007832001785573084,0.9294803988825007,0.996791623254679,PC,276104.4582519531,156094.85473632812,179100.61590576172,24823.36148071289,182343.8944091797,225766.7544555664,342995.1686401367,206124.25720214844,24218.161560058594
Lyso_PC(20:5),-0.0852576116763001,7.7587032000475356,0.041431160920183174,0.8387079366937097,0.996791623254679,PC,288495.5212402344,154089.08917236328,183553.072265625,23096.56149291992,190625.39373779297,240440.0023803711,374439.29888916016,214279.1539306641,25774.4017868042
Lyso_PC(21:0),-0.17605178558510512,11.640747126485866,0.17566867887944682,0.675122240973183,0.996791623254679,PC,2631771.7868652344,1707294.3729248047,2349267.670410156,1108448.1798095703,1877986.267944336,2298561.6520996094,3047647.137939453,2648391.1879882812,1243011.8399658203
Lyso_PC(21:4),-0.1769105879092877,11.521726919176412,0.1773769559658831,0.6736372016721864,0.996791623254679,PC,2461894.7619628906,1630650.0333251953,2251075.453125,1104972.204711914,1768368.3944091797,2201390.0053710938,2776862.4708251953,2502274.928222656,1066194.001953125
Lyso_PC(22:0),-0.101441574327086,9.052234348870089,0.05859620361479756,0.8087286143625465,0.996791623254679,PC,473946.2939453125,330314.12158203125,368150.74365234375,116652.62768554688,364159.9619140625,417401.55322265625,593550.2429199219,418175.41552734375,193629.3935546875
Lyso_PC(22:1),-0.22925880681387456,9.276225798615346,0.2968677719181865,0.5858527423759509,0.996791623254679,PC,605752.103515625,372795.5869140625,433334.97265625,125019.04833984376,457872.38916015625,592898.921875,808575.0283203125,545462.89892578125,180291.57397460935
Lyso_PC(22:2),-0.21668606041766467,9.805146928417923,0.2654192071131547,0.606421293086984,0.996791623254679,PC,868891.76416015625,503009.734375,656407.94189453125,216681.85424804688,620518.0439453125,825202.87646484375,1094274.5170898438,786733.64111328125,273462.900390625
Lyso_PC(22:4),-0.16294411368447725,11.760404650010088,0.15060989770427113,0.6979531982965703,0.996791623254679,PC,2750412.2319335938,1808408.24609375,2466086.7299804688,1134531.5234375,1979327.2114257812,2391984.139160156,3156360.5854492188,2782526.4375,1463264.7016601562
Lyso_PC(22:5),-0.16349248554234244,11.680057487377033,0.1516200516707613,0.6969919615600967,0.996791623254679,PC,2753037.0703125,1801385.40234375,2458958.7939453125,1149163.9777832031,1964935.34765625,2402737.5302734375,3163906.436035156,2737610.6494140625,1234737.572265625
Lyso_PC(22:6),-0.16536572004044747,11.594607274965828,0.15509589959401637,0.6937123370206637,0.996791623254679,PC,2735097.2504882812,1755367.55859375,2438127.8271484375,1141471.8918457031,1927974.8305664065,2352456.548339844,3094361.686035156,2756100.3271484375,1036259.4658203124
Lyso_PC(24:0),0.08659066546654459,8.658265547184609,0.04316355156879581,0.8354176180618993,0.996791623254679,PC,512827.29846191406,323439.0634765625,389920.208984375,59465.66470336914,309838.662109375,395587.4041748047,608551.4459228516,434844.8933105469,56094.803955078125
Lyso_PC(24:1),0.06597616952346527,8.66821632190232,0.025029770546098007,0.8742929018468765,0.996791623254679,PC,513426.1730957031,315176.14489746094,400684.0850830078,59157.88427734375,325069.08056640625,396713.49060058594,605920.1867675781,442048.1848144531,55690.20397949219
Lyso_PC(3:0),-0.18741821960493546,6.813352275089355,0.19892775540529328,0.6555877264936789,0.996791623254679,PC,134642.36819458008,79593.3247680664,83549.4256439209,12252.560745239258,102521.34539794922,119336.48895263672,181452.01202392575,116604.4468383789,17625.921325683594
Lyso_PC(3:1),-0.11425954667594267,6.908974298175614,0.07427803860809945,0.7852068576117801,0.996791623254679,PC,132699.2713623047,86297.66500854492,87639.385498046875,12791.500961303713,102242.78894042967,118316.83013916016,173388.5721130371,114546.28939819336,26926.081756591797
Lyso_PC(4:0),-0.20460184428715372,7.989196409301307,0.2368209873222895,0.6265116528669654,0.996791623254679,PC,205610.4560546875,166035.6689453125,152522.07080078125,32714.582550048828,191628.537109375,205893.53125,343931.5661621094,186546.41333007812,94658.54595947266
Lyso_PC(5:0),0.32847057939411667,7.151308953980865,0.6286631296370615,0.4278461111086674,0.996791623254679,PC,186421.55560302737,128309.96997070312,126907.1099243164,10612.66077041626,112982.56936645508,138924.55123901367,160408.32968139648,124774.88818359376,29790.942321777344
Lyso_PC(6:0),0.1424522404506739,7.1090622274965565,0.1171643780762679,0.7321305346171082,0.996791623254679,PC,145689.9501953125,100939.16589355467,109966.8680419922,16692.901153564453,109701.0078125,113860.48974609376,139513.76818847656,113242.8490600586,43911.28305053711
Lyso_PC(8:0),0.029935197128445976,6.188725254377902,0.005141935929714236,0.9428348517970172,0.996791623254679,PC,68446.12509155273,50701.88409423828,52542.34313964844,10748.980728149414,50487.60366821289,60551.88488769531,79936.30535888672,58421.24426269531,25885.041748046875
Lyso_PE(12:0) | PE (12:0),-0.39822530139111606,6.298697011717974,0.8853160517487595,0.3467497778150423,0.996791623254679,PE,71115.07551574707,54492.41387939453,34813.84216308594,54050.34405517578,54305.61363220215,31854.16237640381,97156.737548828125,64556.37440490723,23338.841705322266
Lyso_PE(13:0),-0.2618138016798763,1.78923685346496,0.3851180811645918,0.5348767738605233,0.996791623254679,PE,1859.700122833252,2454.040168762207,1559.960090637207,1634.9801139831543,1889.540138244629,2990.68021774292,1721.0401153564453,1693.4401092529297,1663.8001136779783
Lyso_PE(14:0),-0.2812262530858125,1.5620487910433858,0.44348180669548753,0.5054467053046408,0.996791623254679,PE,1595.6601181030271,1765.4201164245603,1590.740119934082,1749.9401245117188,1542.8801040649414,1575.6001052856443,1548.4601020812988,1688.3601188659668,1479.6600952148438
Lyso_PE(14:1),-0.34097491491582355,1.6746240583899181,0.6494178320919559,0.42032089666932465,0.996791623254679,PE,1575.500114440918,1849.9001159667969,1586.3801040649414,1491.4801025390625,1531.100112915039,2246.520160675049,1859.7401313781736,1821.980125427246,1678.0201148986816
Lyso_PE(15:0),-0.32250865369858767,7.753504757799437,0.5837950617960814,0.4448286107273462,0.996791623254679,PE,276169.3955078125,150383.6700553894,124872.79132080078,108867.24786376952,189167.89129638672,128070.06991577148,360780.4458618164,235622.3956298828,27475.24200439453
Lyso_PE(15:1),-0.29500073482953293,8.304245993894833,0.48937929434032457,0.4842043177230911,0.996791623254679,PE,440340.3593139648,232436.1163444519,189708.55541229248,169131.21279907227,288587.1368713379,181240.4935913086,527489.5209350586,393219.84701538086,21762.46159362793
Lyso_PE(16:0),-0.7930984391981856,7.709914138120563,3.406334293171313,0.06494656953209561,0.996791623254679,PE,211429.85229492188,137249.71115112305,74708.86616516113,84849.96667480469,142702.30889892578,288814.96435546875,471579.61700439453,177252.29376220703,22936.181579589844
Lyso_PE(16:1),-0.3804740491439142,7.586925892606107,0.8092257863477244,0.3683492462203995,0.996791623254679,PE,229123.8525390625,148118.4923095703,94753.74597167967,92454.30596923828,164574.6128540039,210827.17617797852,263617.41735839844,173903.8741455078,23964.001808166504
Lyso_PE(17:0),-0.24492178994873512,7.418513981948569,0.3384569407635354,0.560721261951885,0.996791623254679,PE,196307.0920410156,133677.49060058594,93146.5068359375,100918.88598632812,140701.30908203125,73989.5040435791,255442.6976318359,165317.60870361328,31420.662384033203
Lyso_PE(17:1),-0.05150915062651774,7.739462395103749,0.015153406952322257,0.9020285643527161,0.996791623254679,PE,282983.0192871094,182854.0712890625,129057.52824401855,100960.90698242188,196200.6166381836,103484.46755981444,313138.9630126953,199658.5938720703,32878.66232299805
Lyso_PE(17:2),-0.20459504186408303,8.027494875158474,0.23680658136800048,0.6265221440665565,0.996791623254679,PE,307708.6845703125,198490.0915527344,143483.4315185547,147427.55053710938,210750.35546875,109800.98950195312,371895.5457763672,254890.89709472656,52252.42401123047
Lyso_PE(18:0),-0.03953695477753144,7.76374949059243,0.008934184654208366,0.9246954477056615,0.996791623254679,PE,244565.57873535156,179600.27087402344,116466.8480834961,115223.66833496094,171087.2130126953,87863.40670776367,222034.91662597656,199772.05407714844,57649.50390625
Lyso_PE(18:1),-0.21794558332671027,7.452853113961124,0.26848287403117865,0.6043512934465742,0.996791623254679,PE,220903.97213745117,148269.8319091797,82256.30572509766,105243.84735107422,150276.04858398438,95684.16781616212,212289.01068115231,192777.69201660156,26164.48164367676
Lyso_PE(18:2),-0.20862895710575222,7.437679915590803,0.24616914122543676,0.6197855142712178,0.996791623254679,PE,224193.07623291016,141004.52935791016,90838.90782165527,100417.36569213869,155534.13177490234,75823.44453430176,268081.78033447266,173737.2732849121,24069.14196777344
Lyso_PE(18:3),-0.2580810532376214,7.676587696071842,0.3754787609605046,0.5400329151532762,0.996791623254679,PE,266690.37979125977,145464.19204711914,127163.86753845216,97835.326904296875,149237.74993896484,122029.90715026855,402810.71295166016,214336.21347045896,25971.14196777344
Lyso_PE(18:4),-0.3393280046459245,7.430539446867193,0.6455159158911101,0.4217204335782035,0.996791623254679,PE,188501.19079589844,123805.94946289062,86973.80755615234,108655.34899902344,126336.38989257812,79064.46633911133,267918.0548095703,159248.58911132812,36153.882568359375
Lyso_PE(19:0),-0.19188451933262357,6.972492567050036,0.20846138612523646,0.6479760357388612,0.996791623254679,PE,144848.0106201172,94687.046875,61584.76533508301,69105.1051940918,106633.30883789062,53406.504318237305,159757.51080322266,107703.42700195312,30354.781845092773
Lyso_PE(19:1),-0.16385093168971962,7.164550524158493,0.1522746190497628,0.6963710593377337,0.996791623254679,PE,176458.97119140625,116775.7075805664,76551.26675415039,84961.0053100586,123442.23120117188,59547.74360656738,197938.6937866211,134790.33056640625,25777.90185546875
Lyso_PE(20:0),-0.13307544976867883,7.586548200345582,0.1006408320454284,0.7510619616655014,0.996791623254679,PE,243897.8172607422,176064.55432128906,113723.24949645996,118454.60943603516,154861.2318725586,94010.62580108644,265747.9613647461,224204.0532836914,20561.24157714844
Lyso_PE(20:1),-0.10127929868502517,7.396085321093206,0.05840790482761804,0.8090302402530843,0.996791623254679,PE,222088.5185546875,146394.07080078125,93176.06819152832,102552.66650390624,137327.28857421875,85403.70643615723,199318.4139404297,184576.6323852539,24139.761688232426
Lyso_PE(20:2),-0.13566167233820928,7.4263133610447225,0.10457303787006822,0.746409331777813,0.996791623254679,PE,214706.4945068359,140756.72833251953,94402.40728759766,85778.58483886719,141665.93096923828,77270.52380371094,271911.6170654297,164359.35388183594,30745.60206604004
Lyso_PE(20:3),-0.2515351294323217,7.449865775078956,0.3568238877924159,0.550275480053295,0.996791623254679,PE,182882.41345214844,139645.96954345703,71659.66571044922,97290.00622558594,140095.23052978516,63532.22396850586,225871.57946777344,164149.0528564453,45673.663261413574
Lyso_PE(20:4),-0.30660170287505273,7.979889205470399,0.5281985923520551,0.4673651947464255,0.996791623254679,PE,198225.57568359375,165635.87060546875,102392.2865600586,152434.8505859375,170372.49072265625,95330.60681152344,214963.13598632812,169470.95141601562,105054.5874633789
Lyso_PE(20:5),-0.3397954214375865,8.711603697159557,0.6472860947433219,0.421084645811626,0.996791623254679,PE,288705.45849609375,239655.91748046875,153630.03088378906,244297.77783203125,253501.69921875,142544.0889892578,281832.10009765625,252222.25830078125,211274.15686035156
Lyso_PE(21:0),-0.30543288582465494,6.820524747639396,0.5242048547297609,0.4690535014230556,0.996791623254679,PE,124968.87048339844,88835.72674560547,47780.383308410645,80739.7455444336,91566.78698730467,42063.383529663086,141152.3701171875,102911.24688720705,24367.901443481445
Lyso_PE(22:0),-0.20968270328924205,6.686159865820445,0.2486359643228262,0.6180371786691916,0.996791623254679,PE,117609.34826660156,86820.32586669922,39868.1830368042,66842.98406982422,82248.44647216797,41323.70276641846,121418.22924804688,92881.2470703125,23679.101638793945
Lyso_PE(22:1),-0.1710084535933701,7.972668035322949,0.16579328800798976,0.6838778318136106,0.996791623254679,PE,174239.09225463867,120137.6489868164,67734.00495910645,79822.34539794922,109754.60626220705,56394.14468383789,249014.4750366211,122272.4692993164,161333.56887054443
Lyso_PE(22:2),-0.5933083487517743,9.738789704565248,1.937069718784187,0.16398705297840074,0.996791623254679,PE,314167.5280151367,192465.39086914065,97884.78770446776,166520.31201171875,210283.13427734375,114160.68698120116,706473.6194458008,239406.28076171875,755372.8701019287
Lyso_PE(22:4),-0.32786112358525427,6.903640756454588,0.6030787363215495,0.43740575389621245,0.996791623254679,PE,100648.24731445312,71909.58465576172,39134.223083496094,66260.24462890625,69752.92529296875,42997.94290161133,113939.90887451172,84406.02648925781,53795.56379699707
Lyso_PE(22:5),-0.2730806186015723,6.544392213299591,0.4199478562454715,0.5169630641283426,0.996791623254679,PE,101649.86660766602,73255.20440673828,36401.80281829834,59724.90466308594,70193.4052734375,35010.3225402832,124190.88806152344,81651.40545654297,23393.64163208008
Lyso_PE(22:6),-0.28461389870271436,6.710479510813718,0.45581890378593926,0.49958452445144913,0.996791623254679,PE,109737.64831542967,81619.20538330078,44685.00357055664,65142.70446777344,87528.06555175781,49729.24295043945,120510.30932617188,87368.70623779297,26118.662017822266
Lyso_PE(24:0),-0.30845966204240455,6.760267426518707,0.5345323258661665,0.464707583566203,0.996791623254679,PE,116141.76776123048,86753.82580566406,37722.56253051758,70790.68548583984,88414.90576171875,44561.94338989258,133732.36755371094,90838.3862915039,27012.822143554688
Lyso_PE(24:1),-0.2789430948745633,6.943703614924117,0.43801138155049557,0.5080838417250128,0.996791623254679,PE,176090.8289794922,91771.68585205078,34447.62255859375,68355.52447509766,97214.568115234375,52015.74247741699,228950.3359375,105429.46795654295,22666.34161376953
Lyso_PE(24:6),-0.3751714673778886,6.7516625162988175,0.787093798409841,0.37498034619064935,0.996791623254679,PE,124133.048828125,81942.44522094727,40071.602767944336,73967.90533447266,82245.4048461914,44900.3229598999,139524.7271118164,118037.8882446289,21413.601501464844
Lyso_PG(12:0),-0.3658650471121603,6.591796244479302,0.749009518425396,0.38679000438446337,0.996791623254679,PG,80043.80651855469,61364.26495361328,67511.50402832031,62168.104583740234,60930.18405151367,70834.40591430664,114726.58944702148,72963.80435180664,25639.721740722656
Lyso_PG(13:0) | PG (12:0),-0.3311426217818699,6.8976848010525424,0.61507746596331,0.43288243435174195,0.996791623254679,PG,89760.17684936523,72101.34509277344,72836.365478515625,63704.91424560547,76241.0756225586,83088.40536499023,114840.97787475586,80191.485595703125,43524.18328857422
Lyso_PG(14:0),-0.34673451512081094,1.6617298244899898,0.6714195232739755,0.41255713402266364,0.996791623254679,PG,1707.560115814209,1595.1801071166992,2049.700134277344,1620.8201065063477,1588.5201148986816,1793.5200958251953,2457.1601600646973,2052.10013961792,1538.66011428833
Lyso_PG(15:0) | PGo (16:0),-0.26125133852594246,1.7102349799955057,0.383401203699151,0.5357885671919884,0.996791623254679,PG,1899.780122756958,1872.7501316070557,1816.4901294708252,1621.6601085662842,1882.4301414489744,1961.560131072998,1852.600128173828,1866.860134124756,1636.0801219940186
Lyso_PG(15:1),-0.0795388713158461,1.7136250993442341,0.03595776364355174,0.8496027412701088,0.996791623254679,PG,2401.140167236328,1937.320125579834,2032.3801345825195,1664.580135345459,1818.4401359558103,2047.280143737793,1975.280143737793,1607.7001113891602,1553.9201126098633
