lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0139,AK0140,AK0142,AK0157,AK0161,AK0169,AK0170,AK0200,AK0202,AK0204,AK0141,AK0144,AK0145,AK0147,AK0154,AK0155,AK0164,AK0166,AK0168,AK0174,AK0175,Blank-1x
PG (20:0),0.7214463076926546,7.3891247551393295,8.826282016352252,0.002969227197181888,0.4040848285619351,PG,144767.82983398438,180711.49279785156,117892.8875732422,102105.20526123048,805834.4592895508,171037.27185058594,149528.869140625,147928.5106201172,170952.9744873047,132131.28869628906,162878.5698852539,195299.3532714844,109763.44818115234,152653.44927978516,98112.18701171876,78267.406005859375,106289.20806884766,150629.28930664062,96477.10662841795,126985.02911376952,160595.55108642578,117371.4481201172,49674.82373046875
Lyso_PG(21:0),0.712063683196828,7.3848203866417865,8.600459958978263,0.003360781128695355,0.4192574458047455,PG,146923.51110839844,171947.5733642578,115403.38934326172,101265.1063232422,806244.6117553711,173863.61083984375,139284.0711669922,146445.96990966797,168361.17346191406,126808.1293334961,170644.2108154297,192637.45385742188,104260.46704101562,149308.82916259766,97463.60754394533,80163.46502685547,105993.46850585938,154204.70971679688,99211.5864868164,132602.41094970703,158895.81219482422,113245.60998535156,51033.48358154297
Cer(d18:1/18:1(9Z)),0.6856594482679327,5.008208358985271,7.978999519021954,0.004732308790772836,0.544943558445149,Cer,91641.66716384888,22533.64161300659,10037.040740966797,24381.52157974243,13836.78077697754,57608.44382095337,33251.662422180176,42759.70289993286,47108.52322387695,112077.63040542604,77266.54510498047,27100.681964874268,37886.30274581909,24061.481742858887,13049.700874328611,12179.460865020752,19371.081398010258,19478.68137741089,14419.90100479126,26044.20151519775,44383.58297729492,45685.64277648926,3572.0602531433105
Cer(d18:1/18:0),0.6727647871178165,5.055112682143387,7.684419946126582,0.005569957980431968,0.5955876497647611,Cer,92057.2255859375,23409.301609039307,10314.58074951172,25663.782039642338,13592.38088607788,63382.98434448242,30683.8420753479,44351.04386520386,50301.58347320557,114944.5061264038,82409.22528076172,27532.82192230225,38343.54300689697,26516.12226867676,10976.680694580078,11731.500869750977,18651.561222076416,19645.621543884277,14859.341053009031,30006.702068328857,48877.88250732422,51203.003688812256,3574.840259552002
CerP(d18:1/12:0),0.6364088875092431,5.019173926549278,6.8827342163273215,0.008703232317549079,0.8685825852913981,Cer,91240.66621017456,20537.161876678467,11322.64093399048,25481.5216255188,13412.061004638672,61514.424602508545,30091.10199356079,38701.44205856323,47325.42292404175,111983.40600204468,77626.44487762451,26779.801971435547,39244.02239227295,20406.621467590332,13081.980865478516,11449.300758361816,17283.241481781006,19951.201263427734,13416.100833892822,29662.36203765869,51436.82389831543,51188.56448364258,3562.3002586364746
"(11Z,14Z)-eicosadienoylcarnitine",-0.06240637340944925,10.244466243875568,0.06672430713661015,0.7961672942213538,0.9972603099728947,CAR,1386486.881225586,1380411.956298828,1270323.0888671875,1016258.3680419922,1231351.0626220703,1179871.0670166016,1079225.223022461,1218773.5845947266,1302167.092163086,1176849.5888671875,2821156.5366210938,1189427.4458007812,1106398.5203857422,1130798.7427978516,1174063.134399414,979734.911468506,1315000.8809814453,1181701.8826904297,1150253.9196777344,1287640.1538085938,1254938.1559448242,1132406.2965698242,283604.88078689575
(11Z)-eicoseneoylcarnitine,-0.07907841764293562,10.329131413465351,0.10713262275385205,0.7434325209237049,0.9972603099728947,CAR,1385807.142211914,1499141.0727539062,1307461.673461914,1112698.895263672,1296922.0581054688,1159558.7852783203,1170394.5592041016,1202099.1199951172,1561939.1799316406,1278446.3055419922,2960353.279296875,1232529.298461914,1173379.2845458984,1128833.5732421875,1273471.4271240234,1123954.2408447266,1403092.8359375,1278053.767944336,1211117.0444335938,1347732.7966308594,1238776.1319580078,1282045.1535644531,285046.4786605835
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.15558265054558978,10.955959708039481,0.4145462874803343,0.519670962213142,0.9972603099728947,CAR,2312001.0830078125,2612464.2541503906,1738335.9741210938,2065626.0770263672,1727886.139892578,1584487.484008789,2302781.201599121,1759009.0557861328,2210718.679321289,2266709.955444336,4539267.546386719,1803508.3111572263,1975725.435546875,2139352.323059082,1865403.3950195312,1796025.6650390625,1691230.3599853516,2044519.1489868164,2450736.817749023,2114082.271484375,2786300.2643432617,2522326.7109375,114023.58724212646
"(5Z,8Z)-tetradecadienoylcarnitine",0.03192986463213985,9.4587820046935,0.01746802063553332,0.8948524873070706,0.9972603099728947,CAR,764319.49365234375,1094941.124267578,655389.2666015625,582569.9982910156,706966.9733886719,718203.7386474609,646658.5451660156,721524.2933959961,936592.482421875,645266.2047119141,1766401.763671875,710033.0822753906,623829.7839355469,699176.3087768555,648136.1826171875,516543.6394042969,733716.3115234375,659514.9055175781,634336.0673828125,712078.0900878906,764933.9527587891,652278.2630615234,158361.42999267578
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",-0.04148112325992607,9.957622366475356,0.0294812366264523,0.86367259221973125,0.9972603099728947,CAR,1126353.620300293,1363543.480041504,938498.4275512696,757553.4345092773,910723.6071777344,1135056.982788086,883585.7555541992,1079179.2010498047,1314794.0446166992,996268.9852294922,2561769.2114257812,1154406.699584961,926965.067199707,1076848.043701172,852648.1026611328,749638.4543457031,1025579.053955078,1079055.9274902344,932723.5684814452,1071678.8985595703,1177549.126953125,1027356.7213745116,153256.1509437561
"(7Z,10Z)-hexadecadienoylcarnitine",-0.006585954824935867,9.950352888789924,7.431845860992325e-4,0.9782512341568326,0.9972603099728947,CAR,1123748.903076172,1456700.292602539,891040.62109375,832436.5582275391,883494.3424072266,1046285.1735839844,953706.0941162108,971811.7346191406,1376905.823486328,1039734.9908447266,2592716.475341797,1114638.0924072266,875553.4079589844,1080488.7222595215,875817.8896484375,712716.2937011719,881094.546875,994361.0492553712,987459.4455566406,1058898.5242919922,1286415.7739868164,1079671.9899902344,148019.67110061646
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",0.050473407365969725,11.968259251327739,0.043648055483036075,0.8345097771587001,0.9972603099728947,CAR,4891001.678283691,5300942.361083984,4231218.8837890625,3663724.659179687,4032598.901611328,4788771.525024414,5079197.523925781,3860608.9428710938,4220326.905151367,5549661.710693359,8361298.29296875,4562636.583618164,3921731.468139648,4388263.270019531,4140817.197021485,2744756.177734375,3778032.8237304688,4789257.653442383,3403129.6446533203,4114643.487304687,3928391.265625,4548470.571166992,263180.44006347656
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.021382451423794163,10.673765793982842,0.007833784155081958,0.9294723960113744,0.9972603099728947,CAR,1940554.4440917969,2002974.827270508,1498702.8666992188,1509876.7067871094,1640031.748413086,1913919.235534668,2052745.1049804688,1748927.3958740234,1901714.705444336,2106989.879760742,3335229.4018554688,1911398.482849121,1642605.657836914,1580741.047241211,1640416.5393066406,1061737.3879394531,1500157.6706542969,2097805.024169922,1439568.689453125,1776308.5927734375,1671652.7352294922,1796628.9790039062,168484.0325164795
