lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0139,AK0140,AK0142,AK0157,AK0161,AK0169,AK0170,AK0200,AK0202,AK0204,AK0141,AK0144,AK0145,AK0147,AK0154,AK0155,AK0164,AK0166,AK0168,AK0174,AK0175,Blank-1x
"3-hydroxylinoleoylcarnitine,",0.025553905335976235,11.981572845875748,0.01118846803211504,0.9157604322598281,0.9972603099728947,CAR,5014741.150756836,4741744.404907227,4128478.868652344,3560631.717285156,4078099.067504883,4745799.526245117,5235979.011962891,4365227.45300293,4478813.756469727,5424324.594116211,8339720.1181640625,5080935.432739258,3857879.0826416016,3755488.9732666016,4306940.206542969,2804233.921447754,3720990.9541015625,5201880.256713867,3597242.659423828,4197429.719604492,3995793.8782958984,4702261.859130859,259128.27826309204
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.08365838115625285,11.555987402945217,0.11990008842258248,0.7291428769552447,0.9972603099728947,CAR,3219900.092529297,3236536.6755371094,3340653.763671875,2841273.5791015625,2976882.435546875,2736186.072265625,3413982.579345703,2658867.3598632812,2975819.9208984375,3437448.0068359375,5664126.8125,3025970.2006835938,3062052.8403320312,2565661.3549804688,3153356.01953125,2552459.2861328125,3251961.6025390625,3068166.078125,2805499.6357421875,3039220.544921875,2327843.1586914062,3155632.5205078125,638254.4590263367
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.09378898936770229,10.407767624422691,0.15069107759336475,0.6978758127391554,0.9972603099728947,CAR,1469895.6339111328,1703905.0939941406,1372942.095703125,1205774.039794922,1315200.0739746094,1265450.1817626953,1195425.7583007812,1334843.5915527344,1574963.1228027344,1305729.0169677734,3068660.701171875,1351702.4118652344,1266553.0290527344,1218282.745361328,1292452.126586914,1151711.2175292969,1514329.3736572266,1247825.5977783203,1364969.7358398438,1509588.7058105469,1338478.732055664,1319755.1290283203,292378.04011917114
C12:0,-0.13873019941306453,9.093434101775754,0.32963388005555316,0.5658747523228617,0.9972603099728947,FA,559962.1970825195,740589.6480712891,361865.96405029297,467081.8546142578,513665.1960449219,551191.2980041504,406845.70892333984,767002.9313354492,637220.1625366211,619134.9823608398,726479.8492431641,725641.9542236328,433260.6104736328,764340.4943847656,505396.1551513672,451082.2921142578,448338.7108154297,480588.01330566406,362474.8061828613,565636.4595947266,682141.6083374023,593606.2041015625,192937.8125
C12:1,-0.1528065578303945,8.881403508602103,0.39988690349400713,0.5271476703808736,0.9972603099728947,FA,488290.3934326172,560132.2785644531,307401.6022949219,429770.22955322266,498149.1561279297,443318.07052612305,377600.2468261719,605230.82470703125,511127.4340820313,513446.6744995117,601778.2382202148,513077.4573364258,369004.205078125,602155.9632568359,424920.8080444336,412329.42791748047,373671.2269592285,372567.2653198242,329751.7640991211,583100.8430786133,567265.0386962891,524384.2370605469,177952.53317260742
C14:0,-0.15078031694604496,10.46054091351358,0.38936072875003447,0.532635621329795,0.9972603099728947,FA,1317589.0909423828,2134576.407714844,917222.441833496,1272058.184326172,1413208.0059814453,1649321.1619262695,962383.4088745116,2203333.132446289,1756517.399169922,1445323.8159179688,1833101.9157714844,2251236.4072265625,1203727.8647460938,2110289.491333008,1404082.1120605469,1190643.5300292969,1151147.0024414062,1535968.0650634766,886814.3593139648,1313784.0297851562,1787839.78515625,1430550.0217285156,369149.4465942383
C14:1,-0.16160579498967254,11.294508995545119,0.4472475505863258,0.5036449551331798,0.9972603099728947,FA,2277477.3720703125,2389994.408203125,2164864.0537109375,2343070.57421875,1769055.1616210938,1958454.936035156,2193260.048828125,2481233.7543945312,2366991.37890625,2215613.140625,2229295.900390625,2275376.1201171875,2487080.376953125,2376512.1328125,1781254.1982421875,1153087.04296875,2302064.86328125,2105542.6713867188,2170038.2114257812,2215140.8623046875,2439546.3354492188,2444247.9755859375,1905441.6752929688
C15:0,-0.2379376563156527,9.839575264423596,0.9689327589876484,0.3249464900045043,0.9972603099728947,FA,905970.57470703125,861028.9951171875,627171.2274169922,870962.4801635742,1332622.8778076172,669375.4311218262,775351.4599304199,793726.1092529297,780912.2749633789,836918.8010253906,806232.15576171875,834350.65869140625,997021.3467407228,795665.3126220703,1118561.9372558594,778223.2125244141,848283.256652832,583804.8407592773,661402.5719604492,934859.0604248048,856296.7023925781,845644.2795410156,440589.41314697266
C15:1,-0.5326524215373587,10.95136649024198,4.833890902837084,0.027905584857788795,0.9972603099728947,FA,1577863.0067138672,1283359.539428711,1443441.733581543,1777239.8449707031,2298313.915161133,598373.7831726074,1828271.54208374,1033582.3955078124,854112.263458252,1100277.9603271484,1055318.6157226562,979850.5885009766,3027454.519836426,968810.4743652344,2725583.9951782227,1562332.9965820312,1924519.3202514648,860388.900970459,1563118.1477661133,1509064.061767578,1112653.8436279297,1348329.6302490234,1725227.109222412
C16:0,-0.29018351798698605,12.531317617607334,1.440378432902449,0.23007811159875036,0.9972603099728947,FA,5640369.882202148,5568809.041870117,4770426.859680176,5486492.026733398,4845030.098022461,3646961.4317626953,5113027.0029296875,5811554.065185547,5163038.89465332,6936173.981079102,4509060.182861328,5011721.838378906,5741593.872436523,6754271.878051758,5996406.524658203,5203453.786987305,4963816.8505859375,3945772.823059082,4709216.054443359,5209465.770996094,6342494.019042969,6190052.529174805,3408274.16986084
C16:1,-0.2452103629803309,8.82356125577583,1.0289904836981805,0.3103958919878115,0.9972603099728947,FA,511186.95458984375,514103.4731445313,337791.1852722168,450568.933013916,453544.01348876953,390537.56729125977,369540.04608154297,452425.3934326172,474642.9748535156,496472.3569946289,448676.8315429687,500023.37634277344,450388.5725097656,511686.8575439453,453685.01330566406,393367.20880126953,404695.2286376953,349757.4248046875,373405.5489501953,522318.49853515625,523826.4978332519,475501.1088256836,161706.47105407715
C17:0,-0.41914837483656825,10.892693265348495,2.9996790091245202,0.0832810152551507,0.9972603099728947,FA,1991620.5350952148,1723266.9279174805,1509075.458984375,2006468.708618164,1823057.407775879,1301265.309326172,1576281.3630065918,1631409.142578125,1738138.1675109863,1883272.5186767576,1395032.6827392578,1648479.063659668,2286791.912841797,2098835.010498047,1995212.1161499023,1831251.682800293,1952648.1799316409,1361150.7901000977,1742066.2689819336,2260687.88079834,2055697.992553711,1811502.19921875,741267.45263671875
C17:1,0.268255567125887,9.91407946142918,1.231210709662264,0.26717171302797377,0.9972603099728947,FA,628173.3426513672,6716548.954162598,329672.4630126953,550093.1799316406,1043993.3070678712,771425.3325500488,1278099.8942260742,751581.97314453125,1475325.9911499023,568285.1836547852,682397.0009155273,1099657.7329101562,499107.15826416016,2147655.383605957,665660.7650146484,1070197.302734375,839501.0828857422,450394.2327270508,656352.0077514648,714101.8265991211,861447.4649658203,579743.8011474609,172610.33242797852
C18:0,-0.07663715602009982,12.643808016828274,0.10062120510735895,0.7510854333866053,0.9972603099728947,FA,11906935.778808594,10978858.658203123,13004.70086288452,7959.860565185547,7950.940544128418,7982519.958190918,11930306.547519684,12229226.865966797,10889057.344787598,18058.04145050049,7298097.9130859375,9800657.346191406,9615.780658721924,14504722.104736328,7956.4605712890625,7970.400573730469,7948.500526428223,9520386.383178713,10898688.570976255,7958.540504455566,13695625.021362305,12505735.22674179,5543847.183898926
C18:1,0.4775155784606397,9.360103926051188,3.8892102615791373,0.04859727028879851,0.9972603099728947,FA,1269482.4680786133,3087014.745788574,15387.740982055664,7960.440567016602,7951.100528717041,1224852.4151306152,1058808.2702026367,1072812.0966186523,1853653.4731445312,227361.5581550598,1195409.1694335938,1138694.0641479492,13787.300930023192,1552003.7389526367,7953.66056060791,7970.760578155518,7946.760551452637,915327.4682312012,909280.2488098145,9939.86066055298,1626866.467254639,1097749.0740356443,238230.0756225586
C18:3,0.27645819633130986,9.218070628456447,1.307536133677786,0.2528412367331674,0.9972603099728947,FA,1054323.3951416016,1181207.4193115234,331446.56226730347,11148.0807762146,7947.860527038574,923763.8223266602,1023084.5708618164,842808.4569091797,1425976.255859375,942956.427368164,873343.3416748047,978605.1458740234,636181.5847091675,1027099.4716796876,7950.560535430908,12520.480884552002,21448.661544799805,840734.9029541016,753626.3316650391,273185.3410682678,1079039.4757080078,900973.9652099608,231365.0361328125
C19:0,0.04130637102586554,10.96057244253145,0.02923350635683164,0.8642409956239352,0.9972603099728947,FA,7954.340511322021,2527474.6073150635,82892.94589614868,403670.6224937439,337770.3256263733,15742885.01977539,14175.24090576172,21070.661556243896,15163135.976463318,7946.460529327393,7939.080551147461,12380.760848999023,7960.260559082031,17100273.705768585,1059006.3234291077,8068.940589904785,23827.90168762207,13906721.654541016,7966.140563964844,7956.360549926758,18006.801136016846,7951.920562744141,10814.50089263916
C20:0,-0.19967647723983628,10.564777474410743,0.6826019623840693,0.40869218515587297,0.9972603099728947,FA,7961.160514831543,7966.260536193848,553515.1601448059,6023808.558933258,6672667.421108246,129144.51029586792,7981.580581665039,7959.200504302979,7964.340545654297,7952.04052734375,7947.500576019287,7961.520511627197,7962.060558319092,7977.6005783081055,7282259.104370117,3481641.4356536865,1868761.908214569,7975.580577850342,7970.640548706055,7967.440536499023,7970.800552368164,7956.640556335449,7982.3806076049805
C20:1,0.46681029936942,9.277124740855765,3.7175097493454814,0.053844619496796045,0.9972603099728947,FA,7957.380546569824,7964.540580749512,140044.98942947388,2109567.695713043,2693742.127380371,3387301.2391319275,7978.540580749512,7954.940528869629,8603.780624389648,7946.740524291992,7940.500556945801,7953.260528564453,7961.680530548096,7976.280590057373,1986363.870147705,1209698.3086586,838526.0964393616,11042.180751800535,7981.80057144165,7960.600532531738,7964.840518951416,7953.040557861328,7982.56058883667
C20:3,0.07498123561751151,7.743659224271235,0.09631712690315908,0.756294806957683,0.9972603099728947,FA,7956.24055480957,7961.540561676025,223156.93649291992,696611.2298545837,627392.7227516174,899622.7589912415,7978.120544433594,7953.980541229248,20633.40142059326,7945.320518493652,7940.040546417236,7954.860534667969,7961.200519561768,19220.861457824707,601637.4836425781,440364.6297492981,368083.64696502686,391500.4481658935,7967.140556335449,7957.88053894043,7964.820560455322,7953.920543670654,7980.980609893799
C20:4,0.3597759848155322,6.9299687791029205,2.211970219956129,0.13694367726557333,0.9972603099728947,FA,7955.160545349121,7961.700527191162,56761.78406906128,433803.5305366516,226100.45601654053,411807.72664642334,7976.12056350708,7953.760566711426,557748.5873413086,7944.300537109375,7940.780578613281,7954.080547332764,7961.320514678955,87791.42691421509,249878.6177520752,167608.11192703247,241488.23692703247,245836.23734283447,7966.700584411621,7959.260536193848,7965.160572052002,7951.840534210205,7981.200630187988
C20:5,-0.14078599469807027,7.937205403930646,0.3394667906322866,0.5601371622604022,0.9972603099728947,FA,7958.200542449951,8941.320583343506,83993.94580078125,656854.928226471,547120.2025527954,910609.2207336426,7977.960597991943,8623.160564422607,691836.4113731384,7946.120532989502,7940.680587768555,7951.900562286377,7960.720531463623,856361.2466773987,646807.0696411133,416147.06844711304,192013.25254821777,648438.8433609009,7965.700553894043,7959.440509796143,7962.380565643311,7951.200572967529,7982.240619659424
C22:0,-0.5123102239172159,12.796467955430485,4.473620174010907,0.03442198595774765,0.9972603099728947,FA,6921673.673706055,8521965.430541992,4582128.799743652,4795007.575927734,5142710.807495117,7872872.572063446,5979070.086975098,6344006.308837891,10981694.138671877,6084197.7900390625,10909498.89050293,7392204.651611328,6599116.069580078,9171471.067626951,6171871.086425781,3610485.279663086,5792852.909423828,6790860.650817871,7560239.307189941,21887110.60168457,12776242.21246338,5905511.96685791,1157658.540374756
C22:1,0.40474533114562194,10.723225997247091,2.7977274875011062,0.09439801563698613,0.9972603099728947,FA,1382191.5220031738,13455427.26031494,644429.5062255859,932272.3070983888,1048153.2397766112,1840780.876789093,1700547.3732299805,1091551.633239746,2633722.0825195312,1314462.6401062012,2262475.2035827637,1906310.6905517576,1074954.2868804932,1976226.805603027,1329338.7167053225,702745.2961730957,1278698.0388183594,1072527.111175537,898301.7373352051,3081707.002746582,2300666.792984009,1102661.9021606443,229673.77950286865
C22:4,-0.05645816670589756,9.340894713333544,0.05461149114671571,0.8152248625446895,0.9972603099728947,FA,966979.874206543,776976.7008056641,443584.5347747803,583456.9771118164,494239.7939758301,797548.916595459,673889.4883880615,745696.8534698486,1010745.852493286,819411.9591522217,942278.965637207,862510.9670410156,618434.7288665771,869863.2661895752,473820.57412719727,450654.7108306885,610764.4644470215,619873.1641235352,492893.05656433105,771801.3889312744,950629.7321624756,677867.9466552734,124764.62767028809
C22:5,-0.15857793725267091,11.206292634803667,0.43065366965311114,0.5116683767260536,0.9972603099728947,FA,3252209.494995117,2430629.8521118164,1981739.3843688965,2244102.5331115723,1772214.2335205078,1779430.2545394895,2260891.9842529297,2491543.6686401367,2861284.989959717,2798584.786804199,2607121.4513549805,2517150.278686523,2138906.74609375,2656654.6764526367,1924401.731994629,1855717.818359375,2271461.3182373047,1941890.404510498,2014235.6701049805,2570202.087402344,3166260.318359375,2365323.8599243164,891988.7594833374
C22:6,-0.31705035240357127,11.183911984059412,1.7188803950757574,0.18983722649828416,0.9972603099728947,FA,3607529.3559265137,2515769.6189575195,1565471.3551940918,2078140.1802368164,1945533.5552978516,944375.3468170166,2272931.2537231445,2224139.9348754883,3368721.72076416,2469028.7740478516,3152897.978820801,2553085.0829467773,2309174.924621582,2418049.5775756836,2329314.8236083984,1550972.2059326172,2358323.10748291,1629807.9803237915,2051314.7516784668,4642534.292724609,3497903.9357299805,2264430.1189575195,497382.3003845215
C24:0,0.1529170248496511,11.437178579286135,0.4004699350489318,0.5268466626205347,0.9972603099728947,FA,3295477.663192749,9305987.185073853,1396143.0941925049,1879002.613433838,2254511.821533203,3795496.3728637695,3030488.0378570557,3113244.53314209,4978305.199417114,2781847.019226074,4343378.462844849,3438258.0838165283,2198256.7002868652,4239375.667800903,1911103.755493164,1537461.468536377,2384129.1679382324,2867491.6453704834,1733377.8558120728,3312126.487976074,4522434.924407959,2319367.687835694,479437.5157470703
C24:1,0.14007198060347,10.866977179764465,0.3360416464820446,0.5621230189081133,0.9972603099728947,FA,2184860.599914551,4626266.681510925,887879.4108123779,1258499.4769744873,1111165.354553223,3656874.826766968,1712541.969665527,2848870.5874176025,3930768.587409973,2104956.053588867,3616836.887512207,3232750.3166503906,1384638.8869476318,3803946.809616089,1025137.417617798,967144.2251586914,1495068.3557281494,2504834.6156921387,928261.8480682372,1628391.5757598877,3817323.358428955,1643920.98197937,195754.53366851807
C24:6,-0.023827121843405345,11.507224910312411,0.009727464803290786,0.9214337083871318,0.9972603099728947,FA,3935161.3294677734,5622574.144775391,1765865.7004394531,2266273.6747131348,2317114.178161621,4771434.5420303345,2625896.1870117188,3851424.7547454834,5317946.359146118,3033186.606124878,3699648.0098571777,3745662.9245300298,2520414.7657470703,4874763.389892578,2255330.1743164062,2177599.8776245117,2352584.884185791,3372138.5134506226,2211581.194519043,2857801.973953247,4701795.48576355,2875879.408706665,410689.5665740967
C26:0,0.014428276039159195,11.669627451056131,0.0035668868949869648,0.952375918573892,0.9972603099728947,FA,4076158.4682998657,5268416.49848938,1694315.3074417114,2195804.673034668,2196561.6591644287,5222179.495628357,3180567.887145996,4327699.247436523,7032028.328578949,4148529.348182678,6968237.815475464,5748991.979278564,2525306.354232788,5787325.9883880615,2166883.7937545776,1662532.1993789673,2661764.729408264,4303293.427242279,1955823.5381698608,4435005.944892883,6212331.099849701,2958540.1782684326,226402.69499206543
C26:1,0.061626818406789075,11.059713633160811,0.06506803763295466,0.7986579331286267,0.9972603099728947,FA,2798202.5333251953,3327986.1912078857,1135425.6878356934,1657257.9034881592,1447202.5090942385,4122871.3141326904,2091939.0358428955,3083419.519668579,4353267.819114685,2636672.4457092285,4027334.005538941,3392682.8298072815,1650759.906616211,4231423.072387695,1309998.8155975342,1218606.377128601,1596803.379272461,2845717.757446289,1318857.0765304563,2095534.2831878664,4189242.0046691895,2257006.506790161,154039.3702774048
C28:0,0.05827709667834392,11.766948446857658,0.05818726704092114,0.8093843237736559,0.9972603099728947,FA,4162727.565383911,6368668.79359436,2058818.8248138428,2211149.5004348755,2119389.8362579346,6862937.622146606,3327258.303062439,6316491.17175293,7491804.38306427,4022515.541183472,5780042.1175842285,6254144.729797363,2706327.968444824,7670886.509284973,1859282.2732925415,1871289.613197327,2507796.0084762573,6055440.32093811,2336948.727508545,2493590.6408081055,6716656.580554962,3478717.7237091064,219020.29445266724
C30:0,-0.0038583412514054086,10.528347239308808,2.550728604546748e-4,0.9872575269056022,0.9972603099728947,FA,2315310.631252289,2493749.034221649,1051967.9964370728,1011917.6369628906,1038659.2746047974,1749035.34866333,1632179.105331421,1748598.9253616333,2782381.676208496,1972112.3880729675,2636239.769153595,1813814.807800293,1363121.9199752808,2646047.5917434692,811092.1176872253,963920.726966858,1414726.5537109375,1673419.0406723022,1253485.6904792786,1471765.9649086,2726885.584213257,1634493.7113265991,86309.76607894897
C32:0,0.03198571227017636,10.029062931386559,0.017529239577015687,0.8946694691215954,0.9972603099728947,FA,1627699.7334861755,1734331.616531372,674255.7109146118,711338.7262573242,737285.1325378418,1505740.0024223328,1068306.8522644043,1382379.1492919922,1968913.1138000488,1286352.2322235107,1962626.7803153992,1537673.503540039,917314.9267501832,1853439.1497879028,567132.5216751099,617052.4268455505,948916.6138916016,1259503.3059501648,784618.2077598572,1085336.266757965,1829811.9581756592,1120173.7230911255,91830.76600265504
C34:0,0.06261222012206297,9.54417089042443,0.06716499194135395,0.7955101752967012,0.9972603099728947,FA,1373733.1092185974,1132341.1522369385,435538.646736145,498279.8399810791,507339.66973114014,1111879.7703933716,670095.0867462158,984237.3721160888,1359306.1843948364,750094.484954834,1313544.201637268,1148405.5349349976,624029.0418548584,1233387.5298843384,440104.8170585632,395020.4269104004,614758.1833648682,859928.2119216919,508429.1133804321,713739.3492202759,1177248.223892212,748467.0148620605,183767.97317123413
Cer(d14:1(4E)/20:0(2OH)),0.30503718534470525,7.279599484967051,1.5912715017020673,0.20714456573865878,0.9972603099728947,Cer,352775.82652282715,259728.3363418579,73086.10520935059,68521.08494567871,67024.16456985474,298516.8415412903,268380.7786102295,262638.48106765747,218441.37684631348,284883.2791442871,187449.47484970093,207369.57526016235,120018.86880874634,250363.33840942383,60184.06422805786,68657.1651763916,74804.76531219482,181915.79039764404,99077.80624389648,127112.06813812256,240332.9359703064,270041.09938049316,22665.30173110962
Cer(d14:1(4E)/20:1(11Z)(2OH)),0.3119332558162128,7.451222994202277,1.6638994756165175,0.19707764591157403,0.9972603099728947,Cer,399143.76460266113,271484.3599700928,90379.16540145874,88659.3655052185,80786.30405807495,312299.30463027954,312446.2064971924,276177.57833099365,261049.93770599365,322139.7829284668,221179.6762046814,247128.05882644653,130113.2893295288,263434.0743865967,70579.4845199585,69396.50490951538,90127.72591018675,209354.87433624268,121478.30896759032,157517.05101394653,251760.8190383911,304336.2032775879,23079.261779785156
Cer(d14:1(4E)/22:0(2OH)),0.09549822245321213,7.8260132619127525,0.15622945291397627,0.6926519635536027,0.9972603099728947,Cer,372991.6065979004,466850.77812194824,110971.12882995604,121267.8091506958,96793.18633270264,383450.14851379395,313618.48205566406,350925.6017150879,385439.569442749,347438.2082977295,353436.0656013489,334419.7659339905,159476.83197021484,382686.2504577637,94523.88805007936,123990.26934051514,108466.08724594116,344150.24158096313,201971.73538970947,187768.1545791626,518153.685585022,318138.9407272339,18859.581451416016
Cer(d14:1(4E)/22:1(13Z)(2OH)),0.14503519156148387,7.864000190006499,0.36025989028348704,0.5483619345215498,0.9972603099728947,Cer,377232.78775787354,513968.112827301,113693.5877342224,131136.92904281616,98265.98678970335,414786.26850891113,324953.6819000244,353356.13067245483,381825.8624954224,361002.1239929199,388953.2487449646,356460.448638916,164897.33069610596,385037.7649650574,105599.42683792114,112786.28806304932,115140.52783203124,355424.4266357422,187335.9935760498,187876.89253234863,506033.11336517334,336023.8020324707,18640.501293182373
Cer(d14:1(4E)/24:0(2OH)),0.18540135706242353,6.95799066260484,0.5885298151919187,0.44298819382102295,0.9972603099728947,Cer,263385.71856689453,188102.5740966797,65804.44498062134,61788.04447937012,59808.12479400635,192871.6330032349,205209.41325378415,184935.4331855774,163942.85094070435,233381.41752624512,128165.64931106567,155743.65204238892,99724.48776245116,177234.4913711548,56710.304260253906,68637.68503570557,66586.04413223267,148247.47135162354,84162.36651229858,115475.80862426758,182497.250705719,212505.51371765137,23699.421546936035
Cer(d14:1(4E)/26:0(2OH)),0.35113036147716353,8.126809376224147,2.1072747632342725,0.14660019030286037,0.9972603099728947,Cer,622757.766204834,437487.5132522583,134602.33056259155,120069.24839782716,132183.37060546875,534459.5656204224,478519.29136657715,519892.7544631958,414817.4083480835,575996.97900390625,357085.0268211365,363728.60372161865,204244.49494171143,414530.5675544739,113691.36569213869,123723.5298461914,129456.11108779909,375290.609954834,165320.4719543457,239321.95664215088,433500.66928482056,500490.36071777344,25092.061935424805
"Cer(d14:2(4E,6E)/16:0)",0.2317130332316476,5.868091713423962,0.9188660266092938,0.33777289289772383,0.9972603099728947,Cer,119912.78817749023,90141.98600769044,28356.36199951172,31656.122116088867,28805.7024269104,100229.48748397829,94451.76625061037,84952.30591964722,79435.62534713745,108020.54684448242,66655.46505355835,68049.64464950562,40161.52310562134,78611.48568344116,24077.541454315186,27265.281814575195,27359.98207473755,73109.96496200562,37538.102600097656,76736.06610107422,78512.24535751343,100248.8867340088,12206.180824279783
"Cer(d14:2(4E,6E)/18:0(2OH))",0.20760127229923436,6.09670503759373,0.7377503836271444,0.3903824647630174,0.9972603099728947,Cer,149575.9296875,103769.64706420898,32009.761852264404,30715.321670532227,28994.581924438477,105628.8680038452,126570.34977722168,103820.38746643066,90520.64671707152,125593.48889923096,71746.28495025635,86854.34674835205,49148.96384429932,100747.76649856567,29305.62257003784,44656.10292816162,33245.88245391846,79675.1250038147,44167.80312728882,59452.70506286621,97914.74699783324,116825.24835968018,14287.901069641111
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",0.23199637005286505,6.145455782520364,0.9211291437575255,0.33717867055683615,0.9972603099728947,Cer,155693.68970489502,102087.3865737915,35189.50266647339,32900.00189590454,31015.222412109375,117395.94933700562,125872.8087234497,109887.52821731567,94231.30699157716,128088.60913848875,82422.18603134155,85463.90605926514,45815.58361816406,113261.52809524536,27488.801822662354,40767.68264389038,35022.562744140625,90607.166015625,45799.122901916504,65054.70430755615,104934.10794067384,119844.18621826172,14161.921016693115
"Cer(d14:2(4E,6E)/18:1(9Z))",0.2919607061016395,6.132599094779029,1.4579208047415477,0.22726123238175425,0.9972603099728947,Cer,148472.2914199829,101549.88738250732,36121.822299957275,34337.84275817871,33614.64249038696,111585.12856674194,125818.88802337646,108081.5472946167,97890.12689590454,137038.33068847656,83484.42445373535,82313.72452163696,47663.26321411133,93159.16664886476,27070.02191925049,37156.82290649414,36386.78240585327,89483.0058517456,48618.403507232666,57073.96413040161,106866.1282119751,119500.52767181396,14362.621101379396
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",0.17073145955629196,6.413031826067912,0.4991205724459178,0.4798867900723954,0.9972603099728947,Cer,188818.4317932129,113235.1268157959,43126.8429145813,39484.76238250733,36811.78251647949,132639.5699119568,147192.49046325684,130183.30993270874,115408.92804718018,151745.56939697266,101636.00553131104,100598.76734924316,60170.604148864746,139539.0499420166,32392.82257461548,62647.46468734741,41729.303241729736,104375.46765518188,53739.904304504395,71998.22495651245,137520.5090827942,140958.93070220947,16032.781135559082
"Cer(d14:2(4E,6E)/20:1(11Z))",0.29625788235146616,6.496452080529213,1.5011082536090044,0.22050091772307093,0.9972603099728947,Cer,209008.81243896484,125015.18925476074,46899.643226623535,42096.1826133728,41912.40344238281,137896.81056976318,201100.43253326416,144566.2098083496,119709.78666305542,162236.93026733398,98023.76708602904,139030.78938674927,67786.64477157593,138015.96765899658,33677.56286239624,52747.06366729736,43012.74384307861,122319.66807937622,47052.90341567993,73514.56532669067,125433.96891021729,145361.8895149231,14277.061027526855
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",0.01084887344188539,6.621030993400914,0.002016523773818335,0.9641824567898322,0.9972603099728947,Cer,184744.1328430176,140439.53021621704,50829.14401626587,55059.60380554199,49685.32377243042,144074.4098892212,150786.8496246338,123120.00915527344,114293.26847457886,156888.25231933594,124176.4081878662,113999.48780059814,76692.84502792358,168801.23163604736,46985.763622283936,88267.38662719727,51050.183601379395,108160.46825408936,74473.68598937988,84193.66607666016,144588.1300125122,154666.28903198242,21690.64157104492
"Cer(d14:2(4E,6E)/24:0(2OH))",-0.01902032249683792,6.287036823542646,0.006198120419071529,0.9372488604828928,0.9972603099728947,Cer,145520.59129333496,99573.78666687012,37965.7424659729,38738.18270111084,40647.402965545654,124038.78857421876,117234.0676651001,100892.86756896973,89464.18599319458,126429.4690475464,77535.66688919067,85767.94526290894,62643.42418670654,146401.77108764648,32874.822265625,75800.5252609253,34668.96262359619,90975.36604309082,48662.02324295044,73124.78454589844,102395.40769958496,125421.24992370604,20942.221519470215
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",-0.027428979171711748,7.875953350429718,0.012890300045910408,0.9096060540099887,0.9972603099728947,Cer,379141.7102661133,299923.6018066406,155309.17317199707,180163.0531616211,157777.61109924316,255387.91590881348,362981.6449584961,236360.5173034668,233031.5940093994,380034.9264526367,243380.7336769104,186113.9928741455,207383.43476867676,268953.9384765625,168949.15200805664,176787.4726409912,145639.56594085693,227302.39352416992,245212.33911132812,201743.1930847168,278794.8605041504,399497.83044433594,65333.784675598145
"Cer(d16:2(4E,6E)/24:0(2OH))",0.16426581824666078,7.383752175076659,0.46206806887084895,0.49665904124555854,0.9972603099728947,Cer,329887.26318359375,207029.21661376953,84716.7858581543,87478.50651550293,87938.40564346313,257928.00151062012,258482.49923706055,235994.0997314453,212523.2148742676,308959.6213989258,164541.85274505615,186423.61393737793,127825.7303314209,231781.15496826172,73389.62470245361,92116.8070526123,84180.66463470459,201263.4933319092,128856.96768188477,138001.89111328125,229088.6943359375,283192.8006591797,50378.10359573364
Cer(d18:0/14:0),-0.2226248388282942,2.3206025216280217,0.8470455799441936,0.3573894746322512,0.9972603099728947,Cer,5076.160377502441,4578.800338745117,3830.7802734375,4126.480293273926,3868.3002700805664,3985.70027923584,4532.480304718018,4381.440330505371,3975.1002807617183,5284.5203857421875,4624.760311126709,4863.760330200195,4718.900363922119,5327.360363006592,3884.5002670288086,3767.9802589416504,4343.260272979736,4450.260280609131,3926.740306854248,4237.900295257568,4303.880298614502,4569.320327758789,3531.0002479553223
Cer(d18:0/16:0(2OH)),-0.06502455658817387,2.6727939685147786,0.0723593676034966,0.7879320175922991,0.9972603099728947,Cer,8663.240585327148,7139.540573120117,4350.360332489014,4815.6803855896,4234.94030380249,6734.520435333252,7028.660446166992,5816.340351104736,6804.960475921631,8343.320610046387,6831.600482940674,6784.260494232178,4910.480354309082,8594.580642700195,4198.7402839660645,4662.600341796875,4781.800350189209,6297.100444793701,4711.880317687988,6430.700500488281,5426.700416564941,7126.800582885742,3533.820243835449
Cer(d18:0/16:0),0.19591636987935693,4.303276333368813,0.6569419556066123,0.41764162835814234,0.9972603099728947,Cer,40054.14290237427,21526.56137084961,15708.401275634766,18867.04139328003,11383.880767822266,17374.961311340332,34511.78246688843,15764.521183013916,15648.021301269531,49951.92360305786,16740.381103515625,21623.70175933838,18796.84125900269,27500.141815185547,13590.561046600342,11979.740753173828,19408.30140686035,17146.421142578125,15206.90117263794,14770.62098312378,17778.70115661621,23700.581497192383,4134.400283813477
