lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135_x,AK0140_x,AK0142_x,AK0169_x,AK0135_y,AK0140_y,AK0142_y,AK0169_y,Blank-1x
Lyso_PS(18:2) | PS (18:2),0,8.349338817570525,0,1,1,PS | PS,383819.745513916,266176.1288757324,207789.64483642575,352568.8432006836,383819.745513916,266176.1288757324,207789.64483642575,352568.8432006836,44311.30294799805
Lyso_PS(18:3) | PS (18:3),0,8.475221933575817,0,1,1,PS | PS,402509.0782318115,283956.2225036621,230609.33731079104,420102.83169555664,402509.0782318115,283956.2225036621,230609.33731079104,420102.83169555664,44093.22315979004
Lyso_PS(18:4),0,8.165518515688431,0,1,1,PS,347238.30419921875,202305.0530090332,184605.3840637207,314169.4812774658,347238.30419921875,202305.0530090332,184605.3840637207,314169.4812774658,46651.42346191406
Lyso_PS(19:0),0,8.485679747495935,0,1,1,PS,258540.75805664065,210622.9978027344,182826.59521484375,290594.58239746094,258540.75805664065,210622.9978027344,182826.59521484375,290594.58239746094,161312.19189453125
Lyso_PS(19:1),0,8.109467417807894,0,1,1,PS,289548.50048828125,207354.9366455078,172766.49200439453,287133.55895996094,289548.50048828125,207354.9366455078,172766.49200439453,287133.55895996094,57070.56396484375
Lyso_PS(20:0) | PS (20:0),0,7.766564112408005,0,1,1,PS | PS,187505.54278564453,151247.2998046875,140719.46057128906,212607.2357788086,187505.54278564453,151247.2998046875,140719.46057128906,212607.2357788086,61520.64419555664
Lyso_PS(20:1) | PS (20:1),0,8.466256574405376,0,1,1,PS | PS,301408.1593017578,241293.43701171875,219859.84448242188,294841.9533691406,301408.1593017578,241293.43701171875,219859.84448242188,294841.9533691406,118670.87866210938
Lyso_PS(20:2) | PS (20:2),0,8.005773514781254,0,1,1,PS | PS,303721.51287841797,191886.9462890625,162900.18106079102,272731.9174499512,303721.51287841797,191886.9462890625,162900.18106079102,272731.9174499512,42733.933044433594
Lyso_PS(20:3) | PS (20:3),0,7.992802648878958,0,1,1,PS | PS,269505.55976867676,198100.7874145508,163728.822265625,281666.5910949707,269505.55976867676,198100.7874145508,163728.822265625,281666.5910949707,43523.933502197266
Lyso_PS(20:4) | PS (20:4),0,7.220476755256684,0,1,1,PS | PS,160539.11138916016,109188.36946105956,93470.14657592772,131100.14825439453,160539.11138916016,109188.36946105956,93470.14657592772,131100.14825439453,36960.64276123047
Lyso_PS(20:5) | PS (20:5),0,7.37003725260303,0,1,1,PS | PS,129468.45922851562,101216.24645996094,93641.30645751952,116787.26953125,129468.45922851562,101216.24645996094,93641.30645751952,116787.26953125,71528.88507080078
Lyso_PS(21:0),0,7.629086636461918,0,1,1,PS,183062.25390625,140019.77099609375,126380.11096191406,182901.53271484375,183062.25390625,140019.77099609375,126380.11096191406,182901.53271484375,55159.06396484375
Lyso_PS(22:0 | PS (22:0),0,8.153523432963294,0,1,1,PS | PS,234338.9971923828,188184.0537109375,174370.83203125,299491.3723144531,234338.9971923828,188184.0537109375,174370.83203125,299491.3723144531,84606.93560791016
Lyso_PS(22:1) | PS (22:1),0,7.663581980982211,0,1,1,PS | PS,230132.16604614255,154446.07307434082,131139.8392944336,209324.805267334,230132.16604614255,154446.07307434082,131139.8392944336,209324.805267334,35492.0725402832
Lyso_PS(22:2) | PS (22:2),0,7.8252095901188365,0,1,1,PS | PS,272194.27380371094,163616.61038208008,144547.37008666992,222531.8542175293,272194.27380371094,163616.61038208008,144547.37008666992,222531.8542175293,43140.40295410156
Lyso_PS(22:4) | PS (22:4),0,7.4223072899277,0,1,1,PS | PS,165864.8112487793,117682.2094116211,106724.7075805664,134978.03857421875,165864.8112487793,117682.2094116211,106724.7075805664,134978.03857421875,54467.58386230469
Lyso_PS(22:6) | PS (22:6),0,7.5707647812280054,0,1,1,PS | PS,174240.3900756836,136560.91897583008,124161.70748901369,165944.83233642578,174240.3900756836,136560.91897583008,124161.70748901369,165944.83233642578,54104.603759765625
Lyso_Sphinganine-1-phosphocholine,0,7.739438241831386,0,1,1,SM,274980.3176269531,153519.95251464844,147465.85229492188,175374.99169921875,274980.3176269531,153519.95251464844,147465.85229492188,175374.99169921875,41027.84265136719
Lyso_Sphingosine-1-phosphocholine,0,7.7640683853848556,0,1,1,SM,276834.59411621094,152029.71057128906,159909.39025878906,185141.97143554688,276834.59411621094,152029.71057128906,159909.39025878906,185141.97143554688,38499.72268676758
O-(11-carboxyundecanoyl)carnitine,0,10.80955768586088,0,1,1,AC,1860771.217285156,1443808.4423828125,1714790.0155029297,1842350.1885986328,1860771.217285156,1443808.4423828125,1714790.0155029297,1842350.1885986328,126964.78916168211
O-(13-carboxytridecanoyl)carnitine,0,10.330312754037035,0,1,1,AC,1420752.5260009766,1037204.314453125,1103590.7470703125,1198927.5911865234,1420752.5260009766,1037204.314453125,1103590.7470703125,1198927.5911865234,148203.68967819214
O-(17-carboxyheptadecanoyl)carnitine,0,10.625167105083873,0,1,1,AC,1489063.3369140625,1380802.6197509766,1183708.619506836,1316068.2036132812,1489063.3369140625,1380802.6197509766,1183708.619506836,1316068.2036132812,309643.52238082886
O-arachidonoylcarnitine,0,10.412478822664285,0,1,1,AC,1267969.9151611328,1162943.543701172,1076232.4549560547,1037279.1300048828,1267969.9151611328,1162943.543701172,1076232.4549560547,1037279.1300048828,287038.3798828125
O-behenoylcarnitine,0,9.836701875588357,0,1,1,AC,988227.7280578612,799440.997089386,684521.8433494568,770583.6151199341,988227.7280578612,799440.997089386,684521.8433494568,770583.6151199341,145849.7101173401
"O-oleoylcarnitine, Elaidic carnitine",0,12.344386791968255,0,1,1,AC,4318063.413330078,4828490.96484375,4087918.372070313,4198776.052001953,4318063.413330078,4828490.96484375,4087918.372070313,4198776.052001953,1027604.6534309388
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",0,10.086031373115683,0,1,1,AC,1174993.0052490234,861478.80078125,883514.24951171875,1038104.1333007812,1174993.0052490234,861478.80078125,883514.24951171875,1038104.1333007812,147515.65116119385
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",0,10.166522249765732,0,1,1,AC,1214249.8793945312,929259.9716796876,940318.0032958984,1101899.6385498047,1214249.8793945312,929259.9716796876,940318.0032958984,1101899.6385498047,152993.03102874756
PC (30:0),0,9.91344188298036,0,1,1,PC,1160716.7078857422,787524.5968322754,854825.6082763672,969502.0787963868,1160716.7078857422,787524.5968322754,854825.6082763672,969502.0787963868,53974.70413208008
PC (30:1),0,9.923722221835407,0,1,1,PC,1154087.6782836914,803826.2692260742,877742.5353088379,980360.075012207,1154087.6782836914,803826.2692260742,877742.5353088379,980360.075012207,46948.343841552734
PC (30:2),0,9.931073467049352,0,1,1,PC,1169541.5702514648,820924.63818359375,869929.56689453125,981121.9776000977,1169541.5702514648,820924.63818359375,869929.56689453125,981121.9776000977,45792.62268066406
PC (32:0),0,11.27685928989655,0,1,1,PC,2987578.3508911133,2226065.087158203,2270212.699523926,2525348.9853515625,2987578.3508911133,2226065.087158203,2270212.699523926,2525348.9853515625,31963.282348632812
PC (32:1),0,11.26860268732893,0,1,1,PC,2981648.0073242188,2177018.590698242,2282235.293823242,2519609.2028808594,2981648.0073242188,2177018.590698242,2282235.293823242,2519609.2028808594,30584.482391357426
PC (32:2),0,11.259444033390558,0,1,1,PC,2968187.504272461,2190517.234741211,2221344.598022461,2530548.8990478516,2968187.504272461,2190517.234741211,2221344.598022461,2530548.8990478516,29463.122344970703
PC (32:3),0,11.280422705828418,0,1,1,PC,3022032.93157959,2223452.395385742,2265097.210876465,2538296.586669922,3022032.93157959,2223452.395385742,2265097.210876465,2538296.586669922,30471.70233154297
PC (32:4),0,11.069282221915964,0,1,1,PC,2547605.525024414,1920119.8182373047,2029023.9297485352,2133143.905151367,2547605.525024414,1920119.8182373047,2029023.9297485352,2133143.905151367,30874.52215576172
PC (32:5),0,10.752768329281974,0,1,1,PC,2074187.295959473,1457627.7568359375,1627915.8053588867,1787694.0142822266,2074187.295959473,1457627.7568359375,1627915.8053588867,1787694.0142822266,29176.382049560547
PC (34:0),0,11.434067024687721,0,1,1,PC,3309371.390563965,2299819.88671875,2646358.3634033203,2928636.1423339844,3309371.390563965,2299819.88671875,2646358.3634033203,2928636.1423339844,35068.68243408203
PC (34:1),0,11.40019095547625,0,1,1,PC,3172888.0560913086,2257026.983520508,2623658.858276367,2855125.7639160156,3172888.0560913086,2257026.983520508,2623658.858276367,2855125.7639160156,32350.02236938477
PC (34:2),0,11.376394328643142,0,1,1,PC,3109270.538330078,2227619.6697998047,2561718.216064453,2831860.592285156,3109270.538330078,2227619.6697998047,2561718.216064453,2831860.592285156,32992.38232421875
PC (34:3),0,12.028692079382893,0,1,1,PC,4930725.526855469,3657510.771972656,3985374.372070313,4307120.668212891,4930725.526855469,3657510.771972656,3985374.372070313,4307120.668212891,36984.24279785156
PC (34:4),0,12.126174038724338,0,1,1,PC,5296121.709228516,3876439.7145996094,4304725.169189453,4593682.175292969,5296121.709228516,3876439.7145996094,4304725.169189453,4593682.175292969,36301.58251953125
PC (34:5),0,11.991066434574428,0,1,1,PC,4746879.372436523,3569254.9276123047,3944943.633178711,4156019.688720703,4746879.372436523,3569254.9276123047,3944943.633178711,4156019.688720703,35443.602600097656
PC (34:6),0,11.42409425791207,0,1,1,PC,3302444.6434936523,2376734.737182617,2616901.2669067383,2796620.290527344,3302444.6434936523,2376734.737182617,2616901.2669067383,2796620.290527344,30682.862091064453
PC (36:0); PCp(38:6),0,11.523719232385364,0,1,1,PC,3457161.260406494,2509364.2100219727,2812781.416748047,3092183.884277344,3457161.260406494,2509364.2100219727,2812781.416748047,3092183.884277344,38455.95266723633
PC (36:1),0,11.505193560352646,0,1,1,PC,3458773.3885498047,2440883.941040039,2784136.6416625977,3052689.865234375,3458773.3885498047,2440883.941040039,2784136.6416625977,3052689.865234375,37054.98245239258
PC (36:2),0,11.49827547021804,0,1,1,PC,3400504.6212768555,2452131.739135742,2750756.867126465,3069940.620727539,3400504.6212768555,2452131.739135742,2750756.867126465,3069940.620727539,38160.102294921875
PC (36:3),0,11.817111186640114,0,1,1,PC,4234333.37097168,3061520.9182128906,3461120.6470947266,3808251.521484375,4234333.37097168,3061520.9182128906,3461120.6470947266,3808251.521484375,42623.10272216797
PC (36:4),0,12.297138363882501,0,1,1,PC,5859871.656005859,4166006.7174072266,4928429.068237305,5407778.340576172,5859871.656005859,4166006.7174072266,4928429.068237305,5407778.340576172,45916.02331542969
PC (36:5),0,12.195963130719786,0,1,1,PC,5582755.885986328,3887409.6833496094,4596812.635375977,4900657.4189453125,5582755.885986328,3887409.6833496094,4596812.635375977,4900657.4189453125,47576.383239746094
PC (36:6),0,11.93978476485469,0,1,1,PC,4622550.664794922,3309854.3002929688,3825763.150756836,4086452.662841797,4622550.664794922,3309854.3002929688,3825763.150756836,4086452.662841797,45957.18322753906
PC (36:7),0,11.755055213947466,0,1,1,PC,4066450.627319336,2936303.3046875,3324201.0071411133,3617093.125,4066450.627319336,2936303.3046875,3324201.0071411133,3617093.125,41668.5029296875
PC (36:8),0,11.61032091856079,0,1,1,PC,3698300.69921875,2619647.462463379,3044893.677001953,3250656.7829589844,3698300.69921875,2619647.462463379,3044893.677001953,3250656.7829589844,37221.20248413086
PC (38:0),0,11.367358688293134,0,1,1,PC,3175606.26373291,2190932.836669922,2394254.238647461,2928115.587158203,3175606.26373291,2190932.836669922,2394254.238647461,2928115.587158203,46307.76361083984
PC (38:1),0,11.37098122540577,0,1,1,PC,3197491.021484375,2220329.1213378906,2403783.922302246,2879935.990966797,3197491.021484375,2220329.1213378906,2403783.922302246,2879935.990966797,47498.62365722656
PC (38:2),0,11.414379923938395,0,1,1,PC,3264913.5563964844,2263954.732788086,2480296.5860595703,3031084.418701172,3264913.5563964844,2263954.732788086,2480296.5860595703,3031084.418701172,47593.28302001953
PC (38:3),0,11.772145054480747,0,1,1,PC,4100862.49597168,2891057.7756347656,3246209.620239258,3918487.734375,4100862.49597168,2891057.7756347656,3246209.620239258,3918487.734375,51096.50341796875
PC (38:4),0,11.95819716408562,0,1,1,PC,4631824.735839844,3281222.1724853516,3739621.913574219,4436274.563720703,4631824.735839844,3281222.1724853516,3739621.913574219,4436274.563720703,57586.38458251953
PC (38:5),0,11.960128245043883,0,1,1,PC,4634060.521850586,3253475.022583008,3786170.159057617,4432825.794433594,4634060.521850586,3253475.022583008,3786170.159057617,4432825.794433594,57256.98388671875
PC (38:6),0,12.15779607705977,0,1,1,PC,5399283.685791016,3798998.373291016,4357718.146484375,4935112.506347656,5399283.685791016,3798998.373291016,4357718.146484375,4935112.506347656,52991.623596191406
PC (38:7),0,11.94306053162889,0,1,1,PC,4631429.026123047,3264712.128051758,3785823.854492187,4212930.692504883,4631429.026123047,3264712.128051758,3785823.854492187,4212930.692504883,53051.943359375
PC (38:8),0,11.73315088589492,0,1,1,PC,3998839.3540039062,2871507.8209228516,3223362.77734375,3625005.2446289062,3998839.3540039062,2871507.8209228516,3223362.77734375,3625005.2446289062,52666.083251953125
PC (38:9),0,11.643790770676384,0,1,1,PC,3792578.3717041016,2659273.8905029297,2992839.00390625,3480205.8994140625,3792578.3717041016,2659273.8905029297,2992839.00390625,3480205.8994140625,50150.62353515625
PC (40:0),0,10.376321025991073,0,1,1,PC,1028983.4150390624,800601.50732421875,771796.1279296875,928994.20654296875,1028983.4150390624,800601.50732421875,771796.1279296875,928994.20654296875,577269.25390625
PC (40:1),0,10.490373680228155,0,1,1,PC,1192405.7314453125,919106.69384765625,887002.3603515625,1043107.65625,1192405.7314453125,919106.69384765625,887002.3603515625,1043107.65625,556992.826171875
PC (40:10),0,11.2588098979761,0,1,1,PC,2921439.046875,1985117.1133422852,2248725.801208496,2793004.9029541016,2921439.046875,1985117.1133422852,2248725.801208496,2793004.9029541016,35397.58264160156
PC (40:2),0,10.609861994990236,0,1,1,PC,1314003.9116210938,1012864.8100585938,970839.748046875,1147577.47265625,1314003.9116210938,1012864.8100585938,970839.748046875,1147577.47265625,588784.13037109375
PC (40:3),0,10.888907303520126,0,1,1,PC,1766959.1640625,1281832.2895507812,1332435.3745117188,1610065.4760742188,1766959.1640625,1281832.2895507812,1332435.3745117188,1610065.4760742188,538040.6540527344
PC (40:4),0,11.363677688902188,0,1,1,PC,2684227.9208984375,1922579.5,2088834.0595703125,2498558.896972656,2684227.9208984375,1922579.5,2088834.0595703125,2498558.896972656,483245.8125610352
PC (40:5),0,11.079566316338244,0,1,1,PC,2475831.930419922,1723403.7156982422,1907741.1959228516,2307044.8642578125,2475831.930419922,1723403.7156982422,1907741.1959228516,2307044.8642578125,138808.17041015625
PC (40:6),0,11.059078875512467,0,1,1,PC,2599622.3939819336,1766602.7653198242,1931347.024353027,2385286.3028564453,2599622.3939819336,1766602.7653198242,1931347.024353027,2385286.3028564453,25170.64195251465
PC (40:7),0,11.142776610759265,0,1,1,PC,2768178.479125977,1895903.5722045896,2044068.012451172,2493835.2854003906,2768178.479125977,1895903.5722045896,2044068.012451172,2493835.2854003906,24595.861770629883
PC (40:8),0,11.173566562314123,0,1,1,PC,2783801.6318359375,1903796.3827514648,2116156.375732422,2592374.2259521484,2783801.6318359375,1903796.3827514648,2116156.375732422,2592374.2259521484,25965.421997070312
PC (40:9),0,11.16599756176544,0,1,1,PC,2719154.208190918,1895049.4987792969,2116041.854736328,2609332.924682617,2719154.208190918,1895049.4987792969,2116041.854736328,2609332.924682617,25843.321891784668
PC (42:0),0,7.74889961946466,0,1,1,PC,208233.29348754883,146565.00897216797,139639.29107666016,183382.09338378903,208233.29348754883,146565.00897216797,139639.29107666016,183382.09338378903,62771.10400390625
PC (42:1),0,9.854932007713584,0,1,1,PC,639717.82177734375,536076.4230957031,498272.853515625,572926.31787109375,639717.82177734375,536076.4230957031,498272.853515625,572926.31787109375,463346.5915527344
PC (42:10),0,10.33215804605082,0,1,1,PC,963677.4404296876,770646.2900390625,744808.67822265625,877685.47705078125,963677.4404296876,770646.2900390625,744808.67822265625,877685.47705078125,577984.1022949219
PC (42:11),0,10.325224330353127,0,1,1,PC,966276.7734375,769949.28076171875,734907.75439453125,869778.603515625,966276.7734375,769949.28076171875,734907.75439453125,869778.603515625,575649.3740234375
PC (42:2),0,10.023443993913718,0,1,1,PC,724020.818359375,603570.52001953125,554204.1574707031,651775.70751953125,724020.818359375,603570.52001953125,554204.1574707031,651775.70751953125,519216.0568847656
PC (42:3),0,10.113498068036783,0,1,1,PC,735718.41162109375,616601.5673828125,572762.2829589844,671423.4306640625,735718.41162109375,616601.5673828125,572762.2829589844,671423.4306640625,582921.00244140625
PC (42:4),0,10.048717496353143,0,1,1,PC,768434.57470703125,634186.14453125,575560.53857421875,679922.02587890625,768434.57470703125,634186.14453125,575560.53857421875,679922.02587890625,504651.5793457031
PC (42:5),0,10.161423407251322,0,1,1,PC,792167.08642578125,665170.0822753906,606565.68212890625,709752.16943359375,792167.08642578125,665170.0822753906,606565.68212890625,709752.16943359375,575235.2268066406
PC (42:6),0,10.180861126639568,0,1,1,PC,839170.60546875,707568.3935546875,639007.0231933594,740413.0947265625,839170.60546875,707568.3935546875,639007.0231933594,740413.0947265625,547427.39892578125
PC (42:7),0,10.210340825578921,0,1,1,PC,879034.658203125,713774.18798828125,672511.3564453125,791795.03515625,879034.658203125,713774.18798828125,672511.3564453125,791795.03515625,539166.31396484375
PC (42:8),0,10.237893360515498,0,1,1,PC,929607.5703125,728574.5048828125,704195.689453125,826572.12353515625,929607.5703125,728574.5048828125,704195.689453125,826572.12353515625,528742.6599121094
PC (42:9),0,10.318740308372213,0,1,1,PC,972637.7822265624,757530.677734375,735216.08837890625,866186.34619140625,972637.7822265624,757530.677734375,735216.08837890625,866186.34619140625,572219.4079589844
PC (44:0),0,6.115407547885261,0,1,1,PC,79210.5858078003,47752.44375610352,47584.78330993652,66428.74505615234,79210.5858078003,47752.44375610352,47584.78330993652,66428.74505615234,14157.86100769043
PC (44:1),0,6.221392388132597,0,1,1,PC,85972.80604553223,55594.94364929199,54015.22396850586,72574.005615234375,85972.80604553223,55594.94364929199,54015.22396850586,72574.005615234375,12209.90086364746
PC (44:10),0,6.947000824326764,0,1,1,PC,140517.3684616089,93051.10729980467,93238.18648529051,120387.2699432373,140517.3684616089,93051.10729980467,93238.18648529051,120387.2699432373,18639.361328125
PC (44:12),0,7.153109046983342,0,1,1,PC,172624.81158447266,111473.0675048828,109775.94750976562,152456.2908935547,172624.81158447266,111473.0675048828,109775.94750976562,152456.2908935547,13011.800956726074
PC (44:2),0,6.453172650624449,0,1,1,PC,96229.86601257324,66503.5249710083,61812.40368652344,91292.146484375,96229.86601257324,66503.5249710083,61812.40368652344,91292.146484375,14095.360931396484
PC (44:3),0,6.569100128870403,0,1,1,PC,108694.2276611328,70448.986083984375,71380.82443237305,95691.20736694336,108694.2276611328,70448.986083984375,71380.82443237305,95691.20736694336,13966.82095336914
PC (44:4),0,6.5968570400503195,0,1,1,PC,109318.74835205078,74591.56547546387,69680.58518981934,99289.967041015625,109318.74835205078,74591.56547546387,69680.58518981934,99289.967041015625,14301.821029663086
PC (44:5),0,6.682197172846753,0,1,1,PC,116586.50898742676,76519.6252746582,74823.38542938232,110523.0080871582,116586.50898742676,76519.6252746582,74823.38542938232,110523.0080871582,14282.720977783203
PC (44:6),0,6.690038921566559,0,1,1,PC,115071.18795776369,81274.70590209961,79332.44596862793,99883.36618041992,115071.18795776369,81274.70590209961,79332.44596862793,99883.36618041992,14734.100982666016
PC (44:7),0,6.67687337303838,0,1,1,PC,122547.6096343994,77816.14602661133,73979.96466064453,103475.107421875,122547.6096343994,77816.14602661133,73979.96466064453,103475.107421875,14008.480926513672
PC (44:8),0,6.818236171088643,0,1,1,PC,129934.16662597656,89089.70706176758,82155.96551513672,111265.52784729004,129934.16662597656,89089.70706176758,82155.96551513672,111265.52784729004,16114.161117553713
PC (46:0),0,6.004552866040295,0,1,1,PC,84539.86465454102,43482.04327392578,41389.58322143555,67858.4642868042,84539.86465454102,43482.04327392578,41389.58322143555,67858.4642868042,9926.480587005615
PC (46:1),0,6.075413392980315,0,1,1,PC,83606.86575317383,49164.18310546875,42990.603424072266,68923.30429077148,83606.86575317383,49164.18310546875,42990.603424072266,68923.30429077148,11251.540843963625
PC (46:2),0,6.084943188540777,0,1,1,PC,83780.28443908691,47736.2431640625,46030.863300323486,69246.86483764648,83780.28443908691,47736.2431640625,46030.863300323486,69246.86483764648,11063.860717773438
PC (48:0),0,6.096023306996558,0,1,1,PC,96245.56674575806,49136.14293670654,47679.26252365112,69381.86476135254,96245.56674575806,49136.14293670654,47679.26252365112,69381.86476135254,7447.640537261963
PC (48:2),0,6.025124601348268,0,1,1,PC,86853.08533477783,49819.10287475586,43721.30291748047,65409.84411621094,86853.08533477783,49819.10287475586,43721.30291748047,65409.84411621094,7974.340572357178
PC (50:0),0,5.954076361691427,0,1,1,PC,88851.26490783691,48440.66258239746,41227.42320251465,57293.84316253662,88851.26490783691,48440.66258239746,41227.42320251465,57293.84316253662,7126.980480194092
PC (52:0),0,5.405214695243215,0,1,1,PC,55081.00428771973,29498.601806640625,28733.00220489502,44510.383392333984,55081.00428771973,29498.601806640625,28733.00220489502,44510.383392333984,5988.600410461426
PC (52:4),0,5.626045528227625,0,1,1,PC,64091.22438430786,36853.922790527344,32333.122009277344,48382.42357254028,64091.22438430786,36853.922790527344,32333.122009277344,48382.42357254028,7449.300479888916
PCo(32:0),0,10.336879235657014,0,1,1,PC,1569969.0028076172,1120796.252319336,1176555.1747436523,1327299.3438720703,1569969.0028076172,1120796.252319336,1176555.1747436523,1327299.3438720703,27423.642059326172
PCo(32:1),0,10.319121270395184,0,1,1,PC,1548073.5903930664,1098340.9042358398,1150721.142578125,1338342.5675048828,1548073.5903930664,1098340.9042358398,1150721.142578125,1338342.5675048828,28064.721954345703
PCo(32:2),0,10.313733180634758,0,1,1,PC,1527485.5061035156,1106845.6827392578,1156681.2001953125,1310547.512451172,1527485.5061035156,1106845.6827392578,1156681.2001953125,1310547.512451172,29233.502182006836
PCo(32:3),0,10.32022236650609,0,1,1,PC,1525172.5625610352,1074828.7938232422,1170237.3821411133,1288049.2215576172,1525172.5625610352,1074828.7938232422,1170237.3821411133,1288049.2215576172,49340.46408081055
PCo(34:0),0,11.311125385303773,0,1,1,PC,3082733.9497680664,2215035.849609375,2386524.0373535156,2584840.419067383,3082733.9497680664,2215035.849609375,2386524.0373535156,2584840.419067383,27564.40200805664
PCo(34:1),0,11.299461889012713,0,1,1,PC,3068920.27532959,2208093.475341797,2344568.0592651367,2573191.6684570312,3068920.27532959,2208093.475341797,2344568.0592651367,2573191.6684570312,26734.441864013672
PCo(34:2),0,11.30864690688615,0,1,1,PC,3106042.226501465,2244151.9044189453,2347120.7736816406,2551573.934814453,3106042.226501465,2244151.9044189453,2347120.7736816406,2551573.934814453,29145.622009277344
PCo(34:3),0,11.40301118621773,0,1,1,PC,3314664.9368286133,2379413.772216797,2499487.564819336,2761964.875732422,3314664.9368286133,2379413.772216797,2499487.564819336,2761964.875732422,29839.902221679688
PCo(34:4),0,11.454182563383016,0,1,1,PC,3396784.4669189453,2490272.872680664,2604581.1270751953,2850356.5849609375,3396784.4669189453,2490272.872680664,2604581.1270751953,2850356.5849609375,28695.90200805664
PCo(36:0),0,11.754688461195771,0,1,1,PC,4134113.684814453,2940258.5665283203,3331405.159301758,3535821.861938477,4134113.684814453,2940258.5665283203,3331405.159301758,3535821.861938477,40779.402893066406
PCo(36:1),0,11.628944078725175,0,1,1,PC,3773837.003540039,2649629.2532958984,3081027.5935058594,3276795.413208008,3773837.003540039,2649629.2532958984,3081027.5935058594,3276795.413208008,37786.12268066406
PCo(36:2),0,11.363025869047423,0,1,1,PC,3093681.5389404297,2192379.1114501953,2531977.4005737305,2802477.479125977,3093681.5389404297,2192379.1114501953,2531977.4005737305,2802477.479125977,37861.302490234375
PCo(36:3),0,11.402773980809231,0,1,1,PC,3149876.623413086,2261456.7857666016,2632094.0654296875,2866043.3754882812,3149876.623413086,2261456.7857666016,2632094.0654296875,2866043.3754882812,36524.70227050781
PCo(36:4),0,11.542499493133569,0,1,1,PC,3480041.5264282227,2514197.213500977,2890244.7438964844,3127234.0620117188,3480041.5264282227,2514197.213500977,2890244.7438964844,3127234.0620117188,40997.84295654297
PCo(36:5),0,11.510774822360437,0,1,1,PC,3436580.479125977,2461396.958374023,2784616.268798828,3097324.665283203,3436580.479125977,2461396.958374023,2784616.268798828,3097324.665283203,37368.78271484375
PCo(38:0),0,11.965094074960309,0,1,1,PC,4728452.408203125,3356138.791870117,3786038.661132813,4294999.299316406,4728452.408203125,3356138.791870117,3786038.661132813,4294999.299316406,49674.603088378906
PCo(38:1),0,11.745462462588897,0,1,1,PC,4098414.594360352,2841556.5903320312,3254579.063232422,3680776.901367187,4098414.594360352,2841556.5903320312,3254579.063232422,3680776.901367187,48770.76354980469
PCo(38:2),0,11.65308465170956,0,1,1,PC,3766209.1459960938,2664028.6099853516,3064764.157104492,3503793.6215820312,3766209.1459960938,2664028.6099853516,3064764.157104492,3503793.6215820312,47799.44323730469
PCo(38:3),0,11.616898061356094,0,1,1,PC,3645513.989379883,2608277.6185302734,3013445.185913086,3375058.8029785156,3645513.989379883,2608277.6185302734,3013445.185913086,3375058.8029785156,51530.90393066406
PCo(38:4),0,11.57596606567346,0,1,1,PC,3576936.434936523,2534165.8162841797,2905697.0771484375,3270282.6484375,3576936.434936523,2534165.8162841797,2905697.0771484375,3270282.6484375,53607.26336669922
PCo(38:5),0,11.541588579676782,0,1,1,PC,3503022.241394043,2531736.2348632812,2796622.1428222656,3155785.3610839844,3503022.241394043,2531736.2348632812,2796622.1428222656,3155785.3610839844,53992.12371826172
PCo(38:6),0,11.529502667929362,0,1,1,PC,3475024.156616211,2452388.0388183594,2852053.938354492,3112635.7231445312,3475024.156616211,2452388.0388183594,2852053.938354492,3112635.7231445312,49349.96325683594
PCo(40:0),0,11.143020393814117,0,1,1,PC,2769741.281616211,1902081.2084960935,2049960.134613037,2471695.2443847656,2769741.281616211,1902081.2084960935,2049960.134613037,2471695.2443847656,26028.24184417725
PCo(40:1),0,11.170540506184576,0,1,1,PC,2807187.9713745117,1896074.811767578,2105855.427001953,2566827.3583984375,2807187.9713745117,1896074.811767578,2105855.427001953,2566827.3583984375,27401.22200012207
PCo(40:2),0,11.175946748526714,0,1,1,PC,2761779.652038574,1884523.506896973,2127722.2041931152,2630223.380493164,2761779.652038574,1884523.506896973,2127722.2041931152,2630223.380493164,28992.68207550049
PCo(40:3),0,11.251122245797667,0,1,1,PC,2894708.0740966797,1976558.1041259768,2234401.706298828,2789723.667236328,2894708.0740966797,1976558.1041259768,2234401.706298828,2789723.667236328,35153.16212463379
PCo(40:4),0,11.27702017753493,0,1,1,PC,2911567.0192871094,2039439.888671875,2244030.5877685547,2819421.4255371094,2911567.0192871094,2039439.888671875,2244030.5877685547,2819421.4255371094,51790.263664245605
PCo(40:5),0,11.275259680714827,0,1,1,PC,2950023.2067871094,2001270.4948120115,2265223.0883789062,2793352.018310547,2950023.2067871094,2001270.4948120115,2265223.0883789062,2793352.018310547,51140.32353973389
PCo(40:6),0,11.285133795456066,0,1,1,PC,2968948.1759033203,2039976.2922973633,2271629.6928100586,2811170.0268554688,2968948.1759033203,2039976.2922973633,2271629.6928100586,2811170.0268554688,46563.84338378906
PCo(42:0),0,10.19649900274754,0,1,1,PC,868324.25927734375,713163.58740234375,677632.12646484375,781885.44384765625,868324.25927734375,713163.58740234375,677632.12646484375,781885.44384765625,528668.5944824219
PCo(42:1),0,10.246879965044968,0,1,1,PC,919413.00390625,732135.42431640625,702034.5283203125,827642.53369140625,919413.00390625,732135.42431640625,702034.5283203125,827642.53369140625,539907.5791015625
