lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135_x,AK0140_x,AK0142_x,AK0169_x,AK0135_y,AK0140_y,AK0142_y,AK0169_y,Blank-1x
1-O-eicosanoyl-Cer(d18:1/16:0),0,3.2861987974838005,0,1,1,CER,6167.640422821045,3758.3402366638184,4268.620307922363,4327.160327911377,6167.640422821045,3758.3402366638184,4268.620307922363,4327.160327911377,6539.220417022705
1-O-lignoceroyl-Cer(d18:1/16:0),0,2.7790075941218593,0,1,1,CER,5089.660343170166,3764.140251159668,3621.5602645874023,4383.060298919678,5089.660343170166,3764.140251159668,3621.5602645874023,4383.060298919678,3428.300247192383
1-O-myristoyl-Cer(d18:1/16:0),0,2.8994853292533143,0,1,1,CER,5962.720432281494,4067.5402603149414,4023.940299987793,5236.600372314453,5962.720432281494,4067.5402603149414,4023.940299987793,5236.600372314453,3470.2002601623535
1-O-palmitoyl-Cer(d18:1/16:0),0,3.5286526963216605,0,1,1,CER,9013.54067993164,5563.800373077393,5365.540367126465,5882.000411987305,9013.54067993164,5563.800373077393,5365.540367126465,5882.000411987305,6578.1604080200195
1-O-stearoyl-Cer(d18:1/16:0),0,2.923388636788819,0,1,1,CER,6909.960479736328,3921.9202766418457,3975.2202911376953,5179.940361022949,6909.960479736328,3921.9202766418457,3975.2202911376953,5179.940361022949,3474.080253601074
1-O-tricosanoyl-Cer(d18:1/16:0),0,2.8209414341392662,0,1,1,CER,4923.140335083008,3911.040256500244,3995.740306854248,4681.06033706665,4923.140335083008,3911.040256500244,3995.740306854248,4681.06033706665,3450.9802436828613
1-O-tricosanoyl-Cer(d18:1/18:0),0,3.107256642103403,0,1,1,CER,5707.6403884887695,3879.5202598571777,4342.560329437256,4672.860336303711,5707.6403884887695,3879.5202598571777,4342.560329437256,4672.860336303711,5073.480350494385
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",0,10.929736895100858,0,1,1,AC,1773598.3264160156,1780104.4519042969,1550610.1850585938,1668788.759399414,1773598.3264160156,1780104.4519042969,1550610.1850585938,1668788.759399414,327414.4421424866
12:0 Cholesteryl ester,0,8.125036293583948,0,1,1,CE,204735.6732559204,294505.3403015137,262111.40744018555,209022.50494384769,204735.6732559204,294505.3403015137,262111.40744018555,209022.50494384769,37555.72263145447
14:0 Cholesteryl ester,0,8.01711032614976,0,1,1,CE,183002.45364379883,268446.0394897461,246201.1987915039,207351.1742477417,183002.45364379883,268446.0394897461,246201.1987915039,207351.1742477417,33731.72247314453
14:1 Cholesteryl ester,0,8.029092695388428,0,1,1,CE,176190.29229736328,280941.0598754883,254350.15838623047,195130.0516357422,176190.29229736328,280941.0598754883,254350.15838623047,195130.0516357422,33754.40241241455
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,0,9.939277999111292,0,1,1,CE | CE,821666.0647583008,1058248.3587646484,993825.3690185548,708605.2796325684,821666.0647583008,1058248.3587646484,993825.3690185548,708605.2796325684,78650.26553726196
15:0 Cholesteryl ester,0,9.50637913862367,0,1,1,CE,479322.4362182617,798082.3576660156,750341.5529785156,490554.6734008789,479322.4362182617,798082.3576660156,750341.5529785156,490554.6734008789,89103.66654205322
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,0,9.838948769374804,0,1,1,CE | CE,671833.5171203613,990472.720703125,931739.4052734376,644128.49169921875,671833.5171203613,990472.720703125,931739.4052734376,644128.49169921875,98432.88682556152
15:1 Cholesteryl ester,0,9.500466456479195,0,1,1,CE,477932.2758178711,804409.10205078125,743346.9748535156,505754.9772949219,477932.2758178711,804409.10205078125,743346.9748535156,505754.9772949219,82103.88539123535
16:0 Campesteryl ester | 17:0 Cholesteryl ester,0,10.407180588850446,0,1,1,CE | CE,1184341.8838119507,1465771.3977355957,1514772.2434387207,995053.592437744,1184341.8838119507,1465771.3977355957,1514772.2434387207,995053.592437744,39962.69267845154
16:2 Campesteryl ester,0,10.238387810924378,0,1,1,CE,1024153.8960876464,1307736.837463379,1334771.5510864258,918590.684906006,1024153.8960876464,1307736.837463379,1334771.5510864258,918590.684906006,37548.18246459961
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0,9.659828879925215,0,1,1,CE,539949.71826171875,891150.3662109375,832757.7119140625,560162.5383300781,539949.71826171875,891150.3662109375,832757.7119140625,560162.5383300781,93003.58645629884
16:3 Campesteryl ester,0,10.195249597021682,0,1,1,CE,1020041.3619384766,1272210.581665039,1307131.5270385742,845048.805267334,1020041.3619384766,1272210.581665039,1307131.5270385742,845048.805267334,36631.20252227783
16:3 Cholesteryl ester,0,9.604897020515905,0,1,1,CE,512074.3354492187,836573.03515625,788950.3098144531,542026.9217529297,512074.3354492187,836573.03515625,788950.3098144531,542026.9217529297,103143.08738708496
16:3 Stigmasteryl ester,0,10.804762571009906,0,1,1,CE,1596471.5189819336,1871276.9307250977,1975534.305053711,1438264.2188720703,1596471.5189819336,1871276.9307250977,1975534.305053711,1438264.2188720703,39270.862632751465
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0,10.215886454314179,0,1,1,CE | CE,904103.3812446594,1277186.8526611328,1359594.2016448977,941782.7571868896,904103.3812446594,1277186.8526611328,1359594.2016448977,941782.7571868896,40001.622884750366
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0,10.537928654954426,0,1,1,CE | CE,1269224.113204956,1575253.7347106934,1667403.3458251953,1150737.7462005615,1269224.113204956,1575253.7347106934,1667403.3458251953,1150737.7462005615,41981.02304840088
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0,10.248627225225626,0,1,1,CE,1008699.09664917,1328263.0100097656,1334801.895446777,931373.987701416,1008699.09664917,1328263.0100097656,1334801.895446777,931373.987701416,41338.52281188965
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0,10.415935588668052,0,1,1,CE | CE,1314545.349815369,1400924.9716796875,1447853.014892578,1088911.4127426147,1314545.349815369,1400924.9716796875,1447853.014892578,1088911.4127426147,41639.50292015076
18:1 Campesteryl ester,0,10.609535390710223,0,1,1,CE,1406696.6515655518,1641756.6278686523,1707497.1040039062,1219592.427734375,1406696.6515655518,1641756.6278686523,1707497.1040039062,1219592.427734375,44848.22304916382
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",0,10.730166456163575,0,1,1,CE,1412019.9285583496,1818041.7153930664,1913767.1786499023,1340631.0358428955,1412019.9285583496,1818041.7153930664,1913767.1786499023,1340631.0358428955,40885.68292999267
18:3 Campesteryl ester,0,10.64139098214471,0,1,1,CE,1567910.2755889893,1641256.6345825195,1707117.0549316406,1238930.4791870115,1567910.2755889893,1641256.6345825195,1707117.0549316406,1238930.4791870115,43290.78319168091
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0,10.787487976813118,0,1,1,CE,1487454.1528892517,1898086.685089111,1974806.771911621,1401191.8338623047,1487454.1528892517,1898086.685089111,1974806.771911621,1401191.8338623047,40236.00278472901
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0,10.984634259299296,0,1,1,CE | CE,1631630.3058242798,2263891.352416992,2126745.5697021484,1500715.9677276611,1631630.3058242798,2263891.352416992,2126745.5697021484,1500715.9677276611,111372.25839805604
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0,9.220502900347839,0,1,1,AC,604128.2267456055,470222.51599121094,478508.6959228515,494369.294921875,604128.2267456055,470222.51599121094,478508.6959228515,494369.294921875,114115.06772994997
20:0 Campesteryl ester,0,10.602158330472005,0,1,1,CE,1144727.5750579834,1786047.966796875,1579443.7087402344,1136902.4174194336,1144727.5750579834,1786047.966796875,1579443.7087402344,1136902.4174194336,117365.78839111328
20:1 Campesteryl ester,0,10.584908591165325,0,1,1,CE,1097204.6911010742,1778618.5598144531,1619703.5004882812,1086778.356262207,1097204.6911010742,1778618.5598144531,1619703.5004882812,1086778.356262207,107014.40713882446
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0,11.007090780910987,0,1,1,CE,1777556.1994018557,2263856.1713867188,2156904.759765625,1484218.9609985352,1777556.1994018557,2263856.1713867188,2156904.759765625,1484218.9609985352,107587.868144989
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0,11.019757880560787,0,1,1,CE,1713379.182678223,2307182.4860839844,2143628.2973632812,1543084.2462768557,1713379.182678223,2307182.4860839844,2143628.2973632812,1543084.2462768557,120097.84827804564
20:3 Campesteryl ester,0,10.621838779527836,0,1,1,CE,1150791.1851959229,1799453.6943359375,1627509.4765625,1197734.9252319336,1150791.1851959229,1799453.6943359375,1627509.4765625,1197734.9252319336,103799.04703521729
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0,10.94591975553466,0,1,1,CE,1730694.3919067385,2174637.423095703,2054823.9826660156,1371043.2727661133,1730694.3919067385,2174637.423095703,2054823.9826660156,1371043.2727661133,112794.7882385254
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0,10.661737123105802,0,1,1,CE,1413656.8290100098,1763978.19140625,1695153.7299804688,1197864.3660583496,1413656.8290100098,1763978.19140625,1695153.7299804688,1197864.3660583496,80782.82581329346
20:5 Cholesteryl ester,0,10.443588710241553,0,1,1,CE,1180285.7119293213,1487157.0840759275,1472513.1021118164,1191717.035903931,1180285.7119293213,1487157.0840759275,1472513.1021118164,1191717.035903931,40848.14287948608
22:0 Campesteryl ester,0,10.471366469898499,0,1,1,CE,1275047.7465286255,1048767.0503692627,1622608.917816162,1677171.4291915894,1275047.7465286255,1048767.0503692627,1622608.917816162,1677171.4291915894,26874.302040100098
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0,9.31306102578995,0,1,1,CE,486254.7740020752,702086.1449584961,680975.2891235352,516514.8937988281,486254.7740020752,702086.1449584961,680975.2891235352,516514.8937988281,27702.32187271118
22:0 Sitosteryl ester,0,10.681438651465704,0,1,1,CE,1351542.3395996094,1232788.2369384766,1822921.273071289,1931277.8307495115,1351542.3395996094,1232788.2369384766,1822921.273071289,1931277.8307495115,77169.50589370728
22:1 Campesteryl ester,0,10.40925614473221,0,1,1,CE,1188570.3987731934,1006637.9633789062,1542582.1212768557,1647700.3428497314,1188570.3987731934,1006637.9633789062,1542582.1212768557,1647700.3428497314,26758.60181045532
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0,9.294760027923347,0,1,1,CE,493171.57263183594,689834.5113220215,654653.2816467285,523501.0126800537,493171.57263183594,689834.5113220215,654653.2816467285,523501.0126800537,28412.241912841797
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0,10.659031032255577,0,1,1,CE,1374862.726989746,1245174.431251526,1817500.9332580569,1845982.4770088196,1374862.726989746,1245174.431251526,1817500.9332580569,1845982.4770088196,59661.04486465454
22:2 Campesteryl ester,0,10.139970418520706,0,1,1,CE,1059263.1563110352,911167.4394226074,1213761.7136535645,1261040.6495361328,1059263.1563110352,911167.4394226074,1213761.7136535645,1261040.6495361328,28828.601886749268
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",0,10.612313607547524,0,1,1,CE,1411064.4920082092,1234223.1425628662,1755265.5286865234,1776501.3824195862,1411064.4920082092,1234223.1425628662,1755265.5286865234,1776501.3824195862,31807.14225769043
22:3 Campesteryl ester,0,9.21541319084463,0,1,1,CE,467180.3088684082,649224.783996582,624531.4252319336,497333.08013916016,467180.3088684082,649224.783996582,624531.4252319336,497333.08013916016,25816.88180923462
22:3 Stigmasteryl ester,0,10.563536503853241,0,1,1,CE,1338237.8420524595,1156961.0148620603,1715850.0451660156,1770407.6172485352,1338237.8420524595,1156961.0148620603,1715850.0451660156,1770407.6172485352,29448.982093811035
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",0,10.537745890220766,0,1,1,CE,1101089.1317749023,1702134.4177246094,1504908.6469726562,1071455.9791259766,1101089.1317749023,1702134.4177246094,1504908.6469726562,1071455.9791259766,118993.82879257202
22:5 Cholesteryl ester,0,10.579234353675137,0,1,1,CE,1109609.7658081057,1753841.0783691406,1587880.7717285156,1095350.8956298828,1109609.7658081057,1753841.0783691406,1587880.7717285156,1095350.8956298828,114990.62853240968
22:6 Cholesteryl ester,0,10.61820353632788,0,1,1,CE,1135377.2860107422,1809310.4213867188,1612392.189453125,1152189.1448364258,1135377.2860107422,1809310.4213867188,1612392.189453125,1152189.1448364258,116655.2083015442
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",0,10.682872421055462,0,1,1,CE,1381231.5258789062,1251399.268875122,1841161.4660339355,1866328.9265899656,1381231.5258789062,1251399.268875122,1841161.4660339355,1866328.9265899656,75213.30527496338
3-hydroxyarachidonoylcarnitine,0,10.33999739568704,0,1,1,AC,1351947.41015625,1082441.4692382812,950045.8879394532,1080558.2158203125,1351947.41015625,1082441.4692382812,950045.8879394532,1080558.2158203125,247831.9576034546
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0,9.901173891057729,0,1,1,AC,1041805.2813110352,836284.8582763672,745915.1159667969,801114.91650390625,1041805.2813110352,836284.8582763672,745915.1159667969,801114.91650390625,140317.9097480774
"3-hydroxylinoleoylcarnitine,",0,12.160594529019802,0,1,1,AC,5014741.150756836,4128478.868652344,3560631.717285156,5235979.011962891,5014741.150756836,4128478.868652344,3560631.717285156,5235979.011962891,259128.27826309204
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",0,11.852019884262964,0,1,1,AC,3219900.092529297,3340653.763671875,2841273.5791015625,3413982.579345703,3219900.092529297,3340653.763671875,2841273.5791015625,3413982.579345703,638254.4590263367
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",0,10.589370312826796,0,1,1,AC,1469895.6339111328,1372942.095703125,1205774.039794922,1195425.7583007812,1469895.6339111328,1372942.095703125,1205774.039794922,1195425.7583007812,292378.04011917114
C12:0,0,9.223517120409493,0,1,1,FFA,559962.1970825195,361865.96405029297,467081.8546142578,406845.70892333984,559962.1970825195,361865.96405029297,467081.8546142578,406845.70892333984,192937.8125
C12:1,0,9.072098920589758,0,1,1,FFA,488290.3934326172,307401.6022949219,429770.22955322266,377600.2468261719,488290.3934326172,307401.6022949219,429770.22955322266,377600.2468261719,177952.53317260742
C14:0,0,10.46187220992894,0,1,1,FFA,1317589.0909423828,917222.441833496,1272058.184326172,962383.4088745116,1317589.0909423828,917222.441833496,1272058.184326172,962383.4088745116,369149.4465942383
C14:1,0,11.884061536450826,0,1,1,FFA,2277477.3720703125,2164864.0537109375,2343070.57421875,2193260.048828125,2277477.3720703125,2164864.0537109375,2343070.57421875,2193260.048828125,1905441.6752929688
C15:0,0,10.156906971043183,0,1,1,FFA,905970.57470703125,627171.2274169922,870962.4801635742,775351.4599304199,905970.57470703125,627171.2274169922,870962.4801635742,775351.4599304199,440589.41314697266
C15:1,0,11.569297807505702,0,1,1,FFA,1577863.0067138672,1443441.733581543,1777239.8449707031,1828271.54208374,1577863.0067138672,1443441.733581543,1777239.8449707031,1828271.54208374,1725227.109222412
C16:0,0,12.960991420551029,6.984919309616089e-10,0.999978912710606,1,FFA,5640369.882202148,4770426.859680176,5486492.026733398,5113027.0029296875,5640369.882202148,4770426.859680176,5486492.026733398,5113027.0029296875,3408274.16986084
C16:1,0,9.085173359471488,2.892193151637912e-10,0.9999864308167318,1,FFA,511186.95458984375,337791.1852722168,450568.933013916,369540.04608154297,511186.95458984375,337791.1852722168,450568.933013916,369540.04608154297,161706.47105407715
C17:0,0,11.207900974546462,0,1,1,FFA,1991620.5350952148,1509075.458984375,2006468.708618164,1576281.3630065918,1991620.5350952148,1509075.458984375,2006468.708618164,1576281.3630065918,741267.45263671875
C17:1,0,9.631788288216429,0,1,1,FFA,628173.3426513672,329672.4630126953,550093.1799316406,1278099.8942260742,628173.3426513672,329672.4630126953,550093.1799316406,1278099.8942260742,172610.33242797852
C18:0,0,13.191429862191477,0,1,1,FFA,11906935.778808594,13004.70086288452,7959.860565185547,11930306.547519684,11906935.778808594,13004.70086288452,7959.860565185547,11930306.547519684,5543847.183898926
C18:1,0,9.398964807426875,0,1,1,FFA,1269482.4680786133,15387.740982055664,7960.440567016602,1058808.2702026367,1269482.4680786133,15387.740982055664,7960.440567016602,1058808.2702026367,238230.0756225586
C18:2,0,10.117089088210747,0,1,1,FFA,1040349.2161865234,160454.29223632812,7957.600547790527,3332640.4099121094,1040349.2161865234,160454.29223632812,7957.600547790527,3332640.4099121094,191511.09341430664
C18:3,0,9.475247580300781,0,1,1,FFA,1054323.3951416016,331446.56226730347,11148.0807762146,1023084.5708618164,1054323.3951416016,331446.56226730347,11148.0807762146,1023084.5708618164,231365.0361328125
C18:4,0,9.78810055714692,0,1,1,FFA,403199.9313354492,134691.26972198486,12029.660949707031,3136273.7321777344,403199.9313354492,134691.26972198486,12029.660949707031,3136273.7321777344,127843.58934020996
C19:0,0,7.305675370651862,0,1,1,FFA,7954.340511322021,82892.94589614868,403670.6224937439,14175.24090576172,7954.340511322021,82892.94589614868,403670.6224937439,14175.24090576172,10814.50089263916
C20:0,0,10.94683132781739,0,1,1,FFA,7961.160514831543,553515.1601448059,6023808.558933258,7981.580581665039,7961.160514831543,553515.1601448059,6023808.558933258,7981.580581665039,7982.3806076049805
C20:1,0,9.41347740855244,0,1,1,FFA,7957.380546569824,140044.98942947388,2109567.695713043,7978.540580749512,7957.380546569824,140044.98942947388,2109567.695713043,7978.540580749512,7982.56058883667
C20:3,0,8.145164337630401,0,1,1,FFA,7956.24055480957,223156.93649291992,696611.2298545837,7978.120544433594,7956.24055480957,223156.93649291992,696611.2298545837,7978.120544433594,7980.980609893799
C20:4,0,7.285909452358257,0,1,1,FFA,7955.160545349121,56761.78406906128,433803.5305366516,7976.12056350708,7955.160545349121,56761.78406906128,433803.5305366516,7976.12056350708,7981.200630187988
C20:5,0,7.850165022946726,0,1,1,FFA,7958.200542449951,83993.94580078125,656854.928226471,7977.960597991943,7958.200542449951,83993.94580078125,656854.928226471,7977.960597991943,7982.240619659424
C22:0,0,12.63039649793718,0,1,1,FFA,6921673.673706055,4582128.799743652,4795007.575927734,5979070.086975098,6921673.673706055,4582128.799743652,4795007.575927734,5979070.086975098,1157658.540374756
C22:1,0,10.327516309002428,0,1,1,FFA,1382191.5220031738,644429.5062255859,932272.3070983888,1700547.3732299805,1382191.5220031738,644429.5062255859,932272.3070983888,1700547.3732299805,229673.77950286865
C22:4,0,9.529863541856981,0,1,1,FFA,966979.874206543,443584.5347747803,583456.9771118164,673889.4883880615,966979.874206543,443584.5347747803,583456.9771118164,673889.4883880615,124764.62767028809
C22:5,0,11.59414638363028,0,1,1,FFA,3252209.494995117,1981739.3843688965,2244102.5331115723,2260891.9842529297,3252209.494995117,1981739.3843688965,2244102.5331115723,2260891.9842529297,891988.7594833374
C22:6,0,11.386627476388817,0,1,1,FFA,3607529.3559265137,1565471.3551940918,2078140.1802368164,2272931.2537231445,3607529.3559265137,1565471.3551940918,2078140.1802368164,2272931.2537231445,497382.3003845215
C24:0,0,11.372005303200382,0,1,1,FFA,3295477.663192749,1396143.0941925049,1879002.613433838,3030488.0378570557,3295477.663192749,1396143.0941925049,1879002.613433838,3030488.0378570557,479437.5157470703
C24:1,0,10.634489965890193,0,1,1,FFA,2184860.599914551,887879.4108123779,1258499.4769744873,1712541.969665527,2184860.599914551,887879.4108123779,1258499.4769744873,1712541.969665527,195754.53366851807
C24:5,0,11.18243371444139,0,1,1,FFA,2389622.010498047,1059367.071029663,1462845.2863464355,3302428.7809906006,2389622.010498047,1059367.071029663,1462845.2863464355,3302428.7809906006,505308.3322067261
C24:6,0,11.482816955442031,0,1,1,FFA,3935161.3294677734,1765865.7004394531,2266273.6747131348,2625896.1870117188,3935161.3294677734,1765865.7004394531,2266273.6747131348,2625896.1870117188,410689.5665740967
C26:0,0,11.45970472777341,0,1,1,FFA,4076158.4682998657,1694315.3074417114,2195804.673034668,3180567.887145996,4076158.4682998657,1694315.3074417114,2195804.673034668,3180567.887145996,226402.69499206543
C26:1,0,10.929277960831987,0,1,1,FFA,2798202.5333251953,1135425.6878356934,1657257.9034881592,2091939.0358428955,2798202.5333251953,1135425.6878356934,1657257.9034881592,2091939.0358428955,154039.3702774048
C28:0,0,11.535893518808601,0,1,1,FFA,4162727.565383911,2058818.8248138428,2211149.5004348755,3327258.303062439,4162727.565383911,2058818.8248138428,2211149.5004348755,3327258.303062439,219020.29445266724
C30:0,0,10.536087702863563,0,1,1,FFA,2315310.631252289,1051967.9964370728,1011917.6369628906,1632179.105331421,2315310.631252289,1051967.9964370728,1011917.6369628906,1632179.105331421,86309.76607894897
C32:0,0,10.013075193260761,0,1,1,FFA,1627699.7334861755,674255.7109146118,711338.7262573242,1068306.8522644043,1627699.7334861755,674255.7109146118,711338.7262573242,1068306.8522644043,91830.76600265504
C34:0,0,9.713601704821686,0,1,1,FFA,1373733.1092185974,435538.646736145,498279.8399810791,670095.0867462158,1373733.1092185974,435538.646736145,498279.8399810791,670095.0867462158,183767.97317123413
Cer(d14:1(4E)/20:0(2OH)),0,7.547137766940755,0,1,1,CER,352775.82652282715,73086.10520935059,68521.08494567871,268380.7786102295,352775.82652282715,73086.10520935059,68521.08494567871,268380.7786102295,22665.30173110962
Cer(d14:1(4E)/20:1(11Z)(2OH)),0,7.761299019413694,0,1,1,CER,399143.76460266113,90379.16540145874,88659.3655052185,312446.2064971924,399143.76460266113,90379.16540145874,88659.3655052185,312446.2064971924,23079.261779785156
Cer(d14:1(4E)/22:0(2OH)),0,7.809394756945422,0,1,1,CER,372991.6065979004,110971.12882995604,121267.8091506958,313618.48205566406,372991.6065979004,110971.12882995604,121267.8091506958,313618.48205566406,18859.581451416016
Cer(d14:1(4E)/22:1(13Z)(2OH)),0,7.852463721700888,0,1,1,CER,377232.78775787354,113693.5877342224,131136.92904281616,324953.6819000244,377232.78775787354,113693.5877342224,131136.92904281616,324953.6819000244,18640.501293182373
Cer(d14:1(4E)/24:0(2OH)),0,7.253150094136124,0,1,1,CER,263385.71856689453,65804.44498062134,61788.04447937012,205209.41325378415,263385.71856689453,65804.44498062134,61788.04447937012,205209.41325378415,23699.421546936035
Cer(d14:1(4E)/26:0(2OH)),0,8.324274350584739,0,1,1,CER,622757.766204834,134602.33056259155,120069.24839782716,478519.29136657715,622757.766204834,134602.33056259155,120069.24839782716,478519.29136657715,25092.061935424805
"Cer(d14:2(4E,6E)/16:0)",0,6.1577890573485785,0,1,1,CER,119912.78817749023,28356.36199951172,31656.122116088867,94451.76625061037,119912.78817749023,28356.36199951172,31656.122116088867,94451.76625061037,12206.180824279783
"Cer(d14:2(4E,6E)/18:0(2OH))",0,6.4352465102410745,0,1,1,CER,149575.9296875,32009.761852264404,30715.321670532227,126570.34977722168,149575.9296875,32009.761852264404,30715.321670532227,126570.34977722168,14287.901069641111
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",0,6.477275751216052,0,1,1,CER,155693.68970489502,35189.50266647339,32900.00189590454,125872.8087234497,155693.68970489502,35189.50266647339,32900.00189590454,125872.8087234497,14161.921016693115
"Cer(d14:2(4E,6E)/18:1(9Z))",0,6.467572922153407,0,1,1,CER,148472.2914199829,36121.822299957275,34337.84275817871,125818.88802337646,148472.2914199829,36121.822299957275,34337.84275817871,125818.88802337646,14362.621101379396
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",0,6.727835506726329,0,1,1,CER,188818.4317932129,43126.8429145813,39484.76238250733,147192.49046325684,188818.4317932129,43126.8429145813,39484.76238250733,147192.49046325684,16032.781135559082
