lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0140,AK0142,AK0144,AK0147,AK0154,AK0155,AK0157,AK0166,AK0168,AK0169,AK0139,AK0141,AK0145,AK0161,AK0164,AK0170,AK0174,AK0175,AK0200,AK0202,AK0204,Blank-1x
C20:0,7.934896529397622,10.652348970545079,695.8851419043858,2.346987804079129e-153,3.297517864731176e-150,FFA,7961.160514831543,553515.1601448059,6023808.558933258,7962.060558319092,7282259.104370117,3481641.4356536865,1868761.908214569,6672667.421108246,7970.640548706055,7967.440536499023,7981.580581665039,7966.260536193848,7961.520511627197,7977.6005783081055,129144.51029586792,7975.580577850342,7959.200504302979,7970.800552368164,7956.640556335449,7964.340545654297,7952.04052734375,7947.500576019287,7982.3806076049805
C19:0,-4.066445795193875,11.042450979331557,261.4020329299602,8.490036243910477e-59,5.96425046134711e-56,FFA,7954.340511322021,82892.94589614868,403670.6224937439,7960.260559082031,1059006.3234291077,8068.940589904785,23827.90168762207,337770.3256263733,7966.140563964844,7956.360549926758,14175.24090576172,2527474.6073150635,12380.760848999023,17100273.705768585,15742885.01977539,13906721.654541016,21070.661556243896,18006.801136016846,7951.920562744141,15163135.976463318,7946.460529327393,7939.080551147461,10814.50089263916
C20:1,2.401645277743416,9.364299366410014,105.52703124047548,9.361215984033788e-25,4.384169485855823e-22,FFA,7957.380546569824,140044.98942947388,2109567.695713043,7961.680530548096,1986363.870147705,1209698.3086586,838526.0964393616,2693742.127380371,7981.80057144165,7960.600532531738,7978.540580749512,7964.540580749512,7953.260528564453,7976.280590057373,3387301.2391319275,11042.180751800535,7954.940528869629,7964.840518951416,7953.040557861328,8603.780624389648,7946.740524291992,7940.500556945801,7982.56058883667
C20:3,2.123354954047325,7.831085206691901,84.20107137927698,4.469283947260781e-20,1.5698359864753493e-17,FFA,7956.24055480957,223156.93649291992,696611.2298545837,7961.200519561768,601637.4836425781,440364.6297492981,368083.64696502686,627392.7227516174,7967.140556335449,7957.88053894043,7978.120544433594,7961.540561676025,7954.860534667969,19220.861457824707,899622.7589912415,391500.4481658935,7953.980541229248,7964.820560455322,7953.920543670654,20633.40142059326,7945.320518493652,7940.040546417236,7980.980609893799
C18:2,-2.0122338433646263,10.931138925901843,76.20890268297808,2.551886624210414e-18,7.170801414031263e-16,FFA,1040349.2161865234,160454.29223632812,7957.600547790527,172735.37169647217,7953.320552825928,9033.100677490234,8685.620586395264,7950.060546875,3199785.805130005,16305.48127746582,3332640.4099121094,30382811.85083008,1423201.863647461,2159391.643737793,1749622.048370361,774634.73876953125,1030637.5733642578,2530091.049926758,1219379.9229125977,3706070.332885742,1180134.9066505432,1968676.159423828,191511.09341430664
PI (38:7),1.857146579354369,10.456607267555476,65.58743036084343,5.559219611173703e-16,1.3017839256165088e-13,PI,875462.5455322266,2002109.792175293,3259074.746459961,1355653.2633361816,2403551.4604492188,1299149.878540039,2572249.9302368164,1015253.8236999512,445671.1892089844,1684534.1083526611,3191525.4999694824,452580.5346679687,195565.89532470703,298579.24182128906,380938.3258666992,439657.6076660156,305529.56384277344,350556.4214477539,2336523.4484710693,134219.82901000977,2377474.353790283,387633.4675292969,23601.92147064209
Lyso_PG(19:0),1.753269614196649,8.128088557464759,58.839312385862044,1.7108856603884174e-14,3.4339919326367522e-12,PG,162826.57122802734,132018.76953125,122010.1707763672,139264.45001220703,108748.52783203124,87978.30645751953,128270.60961914062,2211113.55859375,110418.60803222656,141922.0707397461,176559.6552734375,179186.7508544922,218024.33264160156,134238.24963378906,183937.95318603516,172020.03247070312,151746.9506225586,162748.01080322266,122912.5087890625,171232.19311523438,127475.068359375,159951.41247558594,88345.44665527344
PGo (20:0),1.7322489757055846,8.116830446801012,57.51123760839414,3.3605378810084565e-14,5.901944653521102e-12,PG,164372.23114013672,133047.82739257812,122954.17028808594,135874.2904663086,109801.88861083984,86562.44580078125,125636.78747558594,2180103.733215332,111012.52947998048,133783.1287841797,168507.89038085938,181747.5537109375,210765.3553466797,139410.3881225586,184163.97259521484,177893.5135498047,136698.67150878906,162655.6895751953,122257.3676147461,174197.67547607422,128417.12811279295,167486.85186767578,89735.94641113281
C18:1,-1.7101538747220293,9.443475168384255,56.12997680018452,6.783493115570427e-14,1.0589786474862723e-11,FFA,1269482.4680786133,15387.740982055664,7960.440567016602,13787.300930023192,7953.66056060791,7970.760578155518,7946.760551452637,7951.100528717041,909280.2488098145,9939.86066055298,1058808.2702026367,3087014.745788574,1138694.0641479492,1552003.7389526367,1224852.4151306152,915327.4682312012,1072812.0966186523,1626866.467254639,1097749.0740356443,1853653.4731445312,227361.5581550598,1195409.1694335938,238230.0756225586
C15:1,1.656126270881484,11.037987170849517,52.81060401454124,3.6731279816448256e-13,5.16074481421098e-11,FFA,1577863.0067138672,1443441.733581543,1777239.8449707031,3027454.519836426,2725583.9951782227,1562332.9965820312,1924519.3202514648,2298313.915161133,1563118.1477661133,1509064.061767578,1828271.54208374,1283359.539428711,979850.5885009766,968810.4743652344,598373.7831726074,860388.900970459,1033582.3955078124,1112653.8436279297,1348329.6302490234,854112.263458252,1100277.9603271484,1055318.6157226562,1725227.109222412
Lyso_PG(18:4),-1.6130392844081254,9.907775331470413,50.224039103704854,1.3715727253130939e-12,1.7518724355135427e-10,PG,287372.07763671875,159701.9296875,145450.85116577148,151242.47003173828,126781.00955200195,114769.20919799805,159162.1885986328,146091.09243774414,144929.26998901367,171985.7088623047,201000.676361084,939979.0142822266,969096.682434082,903768.1249389648,963266.14892578125,1190525.328918457,1111415.6381225586,949961.8805541992,165826.90878295898,1019557.4677734376,190692.7772216797,969426.8099365234,1838982.054840088
PG (18:4),-1.6022668134874385,9.922997193778615,49.58632170398232,1.8983261262710893e-12,2.2226235061757337e-10,PG,287177.59954833984,158612.06994628906,146954.52981567383,153573.47039794922,126295.0889892578,121546.2280883789,165782.39303588867,141085.0880126953,143573.21032714844,175705.22912597656,203034.45635986328,972887.184753418,954621.5808105468,885081.4678649902,960278.9719848632,1191058.3344726562,1100950.3084716797,948936.437713623,171843.71353149414,1015164.6103515624,205683.87362670896,979080.7119750977,1866382.3871765137
TAG(54:7)_FA 16:0,1.5129092668932926,10.481197063569583,44.43374008535466,2.6311319806262032e-11,2.843646486753704e-9,TAG,2041557.714416504,998363.0891418456,1560656.8962402344,2383097.8423461914,1087819.7194519043,503926.8719482422,1161062.6803588867,1324824.1132202148,1534512.4609985352,1722189.7348632812,6912525.977722168,585770.8421020508,799887.2595214844,376857.10510253906,487220.3315429687,571790.4557495117,391416.926940918,448614.4133605957,2311910.8286132812,511361.9538574219,2768370.0514526367,454828.3283691406,24154.861877441406
TAG(56:8)_FA 18:1,1.4996000517261716,10.396613704260647,43.68726066418458,3.8527153314844405e-11,3.866475029096885e-9,TAG,1883734.0817871096,914075.9053955078,1447974.9493408203,2196327.046875,1072620.0753173828,578654.044342041,1161252.7171020508,1295389.2770385742,1441309.275604248,1723577.0290222168,6058347.846496582,521313.45513916016,686091.8695373535,338822.42474365234,494805.216796875,506240.2775878906,406284.0471801758,434245.5083007813,2223288.5395507812,529813.23828125,2593478.863647461,463341.09509277344,28634.50213623047
TAG(56:7)_FA 18:0,1.4229351333474352,10.722702647309596,39.496208034010124,3.286970704082927e-10,3.078795892824342e-8,TAG,2383518.3403930664,1184902.6057128906,1850672.400970459,2767919.0275268555,1308515.7038879397,615469.5682067871,1345158.3837890625,1548525.204040527,1807071.7772827148,2089486.5534973145,7715585.222473144,781737.5592041016,943152.2005615234,495628.2917480469,676558.5471801758,729483.5670776367,542158.3009033203,590166.0640869141,2770914.8376464844,708741.8089599609,3261971.276123047,644395.7590942383,23058.56153869629
Lyso_PS(19:0),1.3224446561932077,8.53342360604812,34.288409240285546,4.752035319421171e-9,4.1728810148667156e-7,PS,258540.75805664065,210622.9978027344,182826.59521484375,178452.73181152344,162822.65167236328,127855.54809570312,187016.9725341797,2203699.3083496094,162719.9315185547,219346.1365966797,290594.58239746094,281896.97998046875,333677.6690673828,211703.71618652344,309416.9831542969,283030.5595703125,234416.197265625,252878.8731689453,186196.95373535156,275406.8210449219,204500.47564697263,255756.1953125,161312.19189453125
PSo (20:0),1.2894401088137846,8.44083627316955,32.650618787592975,1.1030429421243952e-8,9.116325492263383e-7,PS,256120.0780029297,198072.61596679688,183947.2091064453,174724.11059570312,143394.68884277344,120375.14947509766,176793.5330810547,2106511.7364501953,149620.4102783203,196371.21215820312,265162.4606933594,267884.72021484375,323651.7255859375,203554.17639160156,294503.0241699219,273925.3991699219,227207.99743652344,251084.49865722656,186577.2325439453,273074.81994628906,192258.21459960935,253803.578125,133555.9910888672
PIo (42:6),-1.2615526946481848,11.052730094356034,31.295751338671828,2.2156398973864505e-8,1.7294300310155351e-6,PI,1405842.761505127,1452097.6293640137,1583212.5514526367,430699.9510040283,1473574.522857666,840346.1226196289,2125877.881286621,605762.0560760498,320021.423248291,432293.3812408447,614715.9607696533,4737741.291015625,2817056.0744018555,4733123.54888916,5619288.5783081055,4409186.042907715,6080152.11340332,4884133.317687988,1538951.827377319,3104774.723876953,1786963.449569702,7478849.997497559,18925.90129852295
Lyso_PS(18:4),-1.2060717764450137,8.697935164658288,28.676691401325115,8.552698026357524e-8,6.008270363516161e-6,PS,347238.30419921875,202305.0530090332,184605.3840637207,194469.53576660156,155190.2603149414,134470.75114440918,196563.7646636963,186068.13320922852,182044.01239013672,220104.09518432617,314169.4812774658,906884.5000305176,963974.4723510742,811029.7635803223,910177.695098877,1070382.7324829102,982106.5227966307,931201.5440063477,237904.36520385745,950731.572845459,259127.75970458984,911585.2554321288,46651.42346191406
PI (14:1),1.2079289231950412,2.8554424696814587,28.731243964336816,8.315133647033821e-8,6.008270363516161e-6,PI,9086.820682525637,10682.180694580078,7089.800338745117,6856.800373077393,8058.4605712890625,8416.52053451538,7662.880554199219,6383.600372314453,7386.060531616211,4264.680313110352,9735.280632019045,5730.500392913818,4868.38041305542,5953.940464019775,5813.180400848389,5064.360424041748,3437.480209350586,4037.1203079223633,3309.700225830078,3946.400268554687,11006.100700378418,6623.500453948975,1559.7401123046875
TAG(54:8)_FA 16:1,1.1996343006446344,10.082454557088079,28.38005954006804,9.968683083718267e-8,6.669523682201983e-6,TAG,1579035.663146973,793672.1771240234,1116935.9455566406,1680002.4024047852,767312.7281494141,354024.8701171875,841230.806640625,943824.323059082,1054051.1451721191,1208335.341430664,4770038.156799316,693039.7122802734,920893.0480957032,422396.1466064453,547743.8662109375,670988.1032714844,430548.4067077637,521940.2178955078,1650470.9374084473,595706.5601806641,2005208.1481933591,542109.1633300781,29435.762115478516
C18:0,-1.189497854023523,12.728465514933443,27.91536914501353,1.2673906728491506e-7,8.094017706150257e-6,FFA,11906935.778808594,13004.70086288452,7959.860565185547,9615.780658721924,7956.4605712890625,7970.400573730469,7948.500526428223,7950.940544128418,10898688.570976255,7958.540504455566,11930306.547519684,10978858.658203123,9800657.346191406,14504722.104736328,7982519.958190918,9520386.383178713,12229226.865966797,13695625.021362305,12505735.22674179,10889057.344787598,18058.04145050049,7298097.9130859375,5543847.183898926
PSo (40:4),1.1338543905349652,8.487320656206466,25.42630398408528,4.59608400606233e-7,2.807607838485902e-5,PS,501007.0324707031,435049.2696533203,388076.408203125,352451.0296020508,338491.68896484375,286283.4226074219,271242.6990966797,368047.0046386719,530857.6354370117,475242.67669677734,505994.67834472656,322036.29888916016,422513.3120117187,239108.419921875,281275.0427246094,424976.87109375,215741.81311035156,229603.61584472656,448855.7365722656,264810.1828613281,181786.2750244141,279711.57861328125,39735.94287109375
PE (22:2),-1.1166120406973064,8.788579764575177,24.676583458265668,6.780300779591581e-7,3.9693010813859046e-5,PE,227208.09405517575,143915.13162231445,120869.9075012207,68475.44471740723,124172.66891479492,123578.47146606444,155409.0675048828,131786.40979003906,59948.883529663086,75330.52544784546,71940.08469390869,309080.36742401123,574898.6430053711,553507.6569213867,557899.4027099609,308893.14111328125,647332.569519043,579248.9092712402,169551.69134521484,558229.27001953125,89153.18775939941,574003.2857666016,696946.32470703125
"PIo (40:5), PIp (40:4)",-1.0988216077556299,10.383666544672847,23.91518562559213,1.0067448645217216e-6,5.657906138612076e-5,PI,354633.1041870117,1019139.5050048828,929229.157836914,350889.2542114258,1076222.825805664,782626.408203125,1406690.3049316406,409421.4009399414,214662.97387695312,357457.9249267578,422177.2482910156,2905893.2568359375,606953.9013061523,3802736.1381835938,4614986.858032227,2230980.6020507812,3638184.947021485,3565148.1352539062,938635.8067626952,1417036.094665527,598445.4321594238,4210408.349365234,39443.00280761719
