lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0140,AK0142,AK0144,AK0147,AK0154,AK0155,AK0157,AK0166,AK0168,AK0169,AK0139,AK0141,AK0145,AK0161,AK0164,AK0170,AK0174,AK0175,AK0200,AK0202,AK0204,Blank-1x
Lyso_PI(14:1),1.095814110209142,2.812019865879126,23.76015860474901,1.0911792272883423e-6,5.896564670538927e-5,PI,8187.780605316162,9557.620658874512,6157.80033493042,5583.240329742432,8292.760604858398,8408.820575714111,7331.460544586182,6421.54040145874,7254.720478057861,4282.380260467529,8723.640625,5372.500305175781,4635.600299835205,6003.240398406982,5199.700428009033,4935.020408630371,4906.440357208252,4880.340358734131,3540.8003005981445,4261.080295562744,11350.700786590576,5362.380432128906,1611.6201133728027
PCo(34:4),1.0767237386449022,11.14212414975868,22.984063496143794,1.633499246067837e-6,8.500246076760412e-5,PC,3396784.4669189453,2490272.872680664,2604581.1270751953,3170343.105621338,2558728.874145508,702325.4207763672,1533491.6481933594,2952792.4102783203,3630164.4880371094,2992688.4157714844,2850356.5849609375,939566.4342651368,2752887.8649902344,2202225.760192871,1636739.5988769531,2938619.968017578,1875554.212524414,1762870.631286621,1961264.9150390625,2219193.5192871094,1637819.9219970703,2292310.2932128906,28695.90200805664
PC (32:1),1.05446778003736,10.968302506955586,22.063654256468,2.6375677759040963e-6,1.1580571016078923e-4,PC,2981648.0073242188,2177018.590698242,2282235.293823242,2745035.8327026367,2197365.9290771484,660379.8216247559,1349672.703491211,2635576.641479492,3234362.919067383,2667927.1002197266,2519609.2028808594,765304.0653076172,2447958.678588867,1987075.4718017576,1505209.5285644531,2664439.4708251953,1716691.2541503906,1566100.529663086,1716605.916015625,1973187.81640625,1469355.8887939453,2086780.560546875,30584.482391357426
PC (32:3),1.057793584466613,10.96513594225873,22.200075512804688,2.456641342497011e-6,1.1580571016078923e-4,PC,3022032.93157959,2223452.395385742,2265097.210876465,2719302.3176879883,2215944.1986083984,623123.3208999634,1353110.932678223,2659512.810546875,3185798.409423828,2642901.3197021484,2538296.586669922,794215.17333984375,2470889.8979492188,1961485.078979492,1523044.1447753906,2644561.5958251953,1697626.4278564453,1562166.9021606443,1696929.3129882812,1974368.038330078,1464316.3035888672,2044261.4041748047,30471.70233154297
PCo(34:3),1.055856075311079,11.092201822410651,22.120559448452696,2.56052722019701e-6,1.1580571016078923e-4,PC,3314664.9368286133,2379413.772216797,2499487.564819336,2972707.671569824,2448925.4708251953,675332.7595062256,1494965.3536987305,2888689.2939453125,3508903.098754883,2837555.8884277344,2761964.875732422,912845.5904541016,2742985.546020508,2087583.7411499023,1632588.5950927734,2847270.142944336,1815897.131958008,1677643.1267700195,1935550.3947753904,2197297.3706054688,1599206.2381591797,2222126.186279297,29839.902221679688
PCp(32:4),1.0603313247951507,11.100947990498938,22.30444288752915,2.326676740008469e-6,1.1580571016078923e-4,PC,3260872.047241211,2384360.936401367,2520311.877685547,3015352.5858154297,2459574.612548828,712148.8682556152,1473190.6384277344,2931616.489379883,3533787.389404297,2908402.8319091797,2742792.8049316406,840958.260559082,2743233.265258789,2170953.7982177734,1646269.7224121094,2908159.9428710938,1860323.2602539065,1710545.7866210938,1902368.0769042969,2157843.240234375,1602113.8970947266,2230791.4775390625,28278.10220336914
SM (d18:1/18:1)9Z)),1.0559557918184441,10.963894232894761,22.12464226325392,2.5550873316907865e-6,1.1580571016078923e-4,SM,2978691.8997802734,2209716.059448242,2298721.4299316406,2698214.433288574,2167647.080688477,617838.7806549072,1376063.1530151367,2669298.773071289,3242008.4873046875,2637814.931274414,2508944.533935547,721415.87255859375,2433478.288696289,2003340.467163086,1520209.1619873047,2630212.090698242,1704916.307861328,1579978.0213928225,1726936.3393554688,1969697.6127929688,1448942.68359375,2086878.9345703125,30199.342193603516
Cer(d20:0/26:0(2OH)),-1.0524180446274787,7.118511250225261,21.978499877750437,2.757219133311941e-6,1.1739069340312962e-4,CER,60257.58404159546,548139.8922462463,11401.320793151855,23498.32154846191,10131.400749206545,15790.521091461182,33796.60206604004,9936.340759277344,18896.801445007324,25157.801864624023,94111.76588821413,70630.22485733032,27834.362232208252,47042.62385940552,24407.621559143063,36811.48260116577,78771.12669754028,934894.2044754028,190485.75704956055,568625.2210197449,494345.7305030823,124804.72968673706,11815.660804748535
SM (d18:1/18:0),1.0505096604427684,10.978768341623823,21.901809583730937,2.8696319312484635e-6,1.1858331951188502e-4,SM,3016243.7977905273,2200411.026977539,2251520.2310180664,2707399.88873291,2270308.343383789,641392.2230987549,1388642.4796142578,2666461.207397461,3270647.2833251953,2677400.7600097656,2526854.049560547,839684.526184082,2497003.700805664,1999426.0369873047,1511416.4162597656,2648784.8142089844,1717428.310180664,1578982.2268676758,1729982.560180664,1991512.9333496096,1471251.0801391602,2106517.739013672,31011.601989746097
PCo(34:2),1.049046766917054,11.001012704331886,21.842135087470528,2.960274893587497e-6,1.1883389215686953e-4,PC,3106042.226501465,2244151.9044189453,2347120.7736816406,2776374.282775879,2247276.787841797,652727.0269165039,1423372.424255371,2658826.0037841797,3282907.3865966797,2750613.44732666,2551573.934814453,848541.1874389648,2556333.739013672,1994034.2263183591,1525967.1639404297,2741971.712158203,1733383.5357666016,1558211.041442871,1848287.3934326172,2032360.1142578125,1482420.8045654297,2079090.947265625,29145.622009277344
PC (32:0),1.0416571170209308,10.971204071920008,21.541854459937895,3.4618995239403255e-6,1.351102453093377e-4,PC,2987578.3508911133,2226065.087158203,2270212.699523926,2720076.0274658203,2188621.2403564453,643411.6972351074,1381062.858581543,2648643.9232177734,3204543.151123047,2640627.9353027344,2525348.9853515625,732898.8688964844,2509481.6643066406,2016260.3009033203,1517259.9380493164,2634014.7017822266,1711808.3029785156,1598458.1311035156,1740062.1936035156,2036627.257080078,1470933.6778564453,2094068.1247558591,31963.282348632812
PC (32:2),1.0383330190930458,10.964721276194275,21.40741469815839,3.7133237767297807e-6,1.3686345480592158e-4,PC,2968187.504272461,2190517.234741211,2221344.598022461,2688654.8771362305,2205607.8106689453,596026.8492126465,1371958.6221313477,2638058.66607666,3255056.0908203125,2670445.180053711,2530548.8990478516,815828.8995361328,2479039.4370117188,2002133.178771973,1506915.349243164,2650151.3848876953,1692060.0845947266,1586910.605895996,1713305.4525146484,1995818.9895019531,1474620.7512207031,2097074.4287109375,29463.122344970703
SM (d18:0/18:0),1.036045219487039,10.959180170255753,21.315116081912947,3.896468464225526e-6,1.3686345480592158e-4,SM,2978589.012573242,2156461.065307617,2243006.3716430664,2727747.335723877,2225302.510498047,614570.9205932617,1341255.237121582,2592749.8681640625,3210713.9399414062,2590169.538696289,2505839.1112060547,746556.6898803711,2458332.135498047,2010927.9006958008,1530888.4266357422,2645865.4514160156,1731438.3276367188,1574228.7529296875,1720870.0830078125,1970291.787597656,1464747.4877929688,2081728.1185302737,33657.44226074219
SM (d18:2/18:1),1.0385637618985673,10.973296284595156,21.416734407814147,3.6953180524717735e-6,1.3686345480592158e-4,SM,3000773.35736084,2203977.4927978516,2311608.692626953,2733861.441833496,2240428.3161621094,626441.89208984375,1380737.328552246,2656179.366088867,3157672.9809570312,2663653.368286133,2482159.96875,818573.6844482422,2488255.267944336,1953659.095703125,1538281.7974853516,2671373.1092529297,1741830.650024414,1555828.2573242188,1726491.2370605469,1998817.2495117188,1530671.0234375,2076448.9453125,29740.581909179688
TAG(50:3)_FA 18:0,-1.0367811960032494,9.250790169592113,21.344570668252345,3.837058835221038e-6,1.3686345480592158e-4,TAG,601187.6213378906,255879.3532104492,254092.99395751953,376759.13134765625,260297.6806640625,187967.17236328125,250432.0341796875,273248.23837280273,365368.44619750977,485953.76171875,492544.72064208984,1350712.8669433594,943523.9815673828,1327534.7549438477,1551913.1686401367,790362.822265625,1184674.250152588,1361493.6518554688,601398.3887939453,1372232.3521728516,770997.7844848633,1305334.6473999023,23989.781814575195
C20:4,1.0250169196729388,7.015305982889362,20.871725690434687,4.910902841515591e-6,1.6428139267450964e-4,FFA,7955.160545349121,56761.78406906128,433803.5305366516,7961.320514678955,249878.6177520752,167608.11192703247,241488.23692703247,226100.45601654053,7966.700584411621,7959.260536193848,7976.12056350708,7961.700527191162,7954.080547332764,87791.42691421509,411807.72664642334,245836.23734283447,7953.760566711426,7965.160572052002,7951.840534210205,557748.5873413086,7944.300537109375,7940.780578613281,7981.200630187988
PCo(34:1),1.025777054911646,11.00774559096529,20.9031691399141,4.830946867165644e-6,1.6428139267450964e-4,PC,3068920.27532959,2208093.475341797,2344568.0592651367,2820186.0478515625,2241180.817260742,668725.626083374,1410028.9860839844,2684412.356201172,3302377.5196533203,2685951.2443237305,2573191.6684570312,1231022.1738891602,2572400.2481689453,1989298.221923828,1535823.1796875,2686902.1466064453,1747236.596069336,1583749.4990234375,1836425.917236328,1990880.5334472656,1488479.0363769531,2083960.6538085935,26734.441864013672
PC (32:4),1.0153348830595974,10.76997693530654,20.488100717288035,6.0003121393697376e-6,1.960567106003368e-4,PC,2547605.525024414,1920119.8182373047,2029023.9297485352,2385223.296936035,1936144.7427978516,555105.6410522461,1215401.2276000977,2270471.4653930664,2649344.3161621094,2311736.596923828,2133143.905151367,648552.5858154297,2183405.8046875,1734827.6170654297,1391360.5760498047,2354582.8555908203,1548273.765625,1377742.5989990234,1495562.2651367188,1792490.548828125,1333772.2020263672,1778398.5993652344,30874.52215576172
TAG(50:4)_FA 18:1,-1.0140211725990391,9.217643959680498,20.435957253490415,6.166032567774844e-6,1.9689263085735583e-4,TAG,568175.7471923828,256360.5059814453,259637.43655395508,369211.22384643555,249806.5765991211,182193.1919555664,254885.07342529297,272204.1190185547,361581.9653320313,483255.39276123047,490057.83416748047,1326708.6661376953,936444.436340332,1315818.0889892578,1488753.0110473633,764490.3564453125,1115699.535308838,1333761.3086547852,575836.3283081055,1315439.1377563477,764633.2415771484,1253595.5311279297,26350.50177001953
PCo(34:0),1.0075787920136818,11.037093007586247,20.182360346949277,7.039912787976877e-6,2.1980172149127804e-4,PC,3082733.9497680664,2215035.849609375,2386524.0373535156,2881585.5436401367,2328051.44140625,690433.733215332,1449611.475402832,2757648.1064453125,3294359.1810302734,2723293.7454833984,2584840.419067383,1231862.2178955078,2638940.619750977,2038398.581298828,1561723.4715576172,2794479.2341308594,1818973.3347167969,1628043.358459473,1880555.1928710935,2086874.8071289065,1514213.6586914062,2168566.1586914062,27564.40200805664
TAG(52:2)_FA 18:0,-1.0011345249787114,9.153166388695439,19.929741812743487,8.034072137879037e-6,2.4538850768956625e-4,TAG,540007.1877441406,243320.376953125,251692.4569091797,356292.27947998047,242587.0758666992,161869.5512084961,246398.8383178711,270370.016998291,347531.22595214844,465511.8980102539,474620.74237060547,1718348.8373413086,922916.2536621094,1152731.8202514648,1307584.0763549805,749209.6478271484,990802.7007751464,1153975.8705444336,553656.5119628906,1225550.0178222656,688003.5015869141,1160519.990661621,29991.121963500977
TAG(52:6)_FA 18:1,-0.999704914681456,9.001962233266198,19.873578927335984,8.273591151384686e-6,2.473275652701167e-4,TAG,221895.6560974121,116584.60971069336,122959.3071899414,125282.90830993652,89715.40478515625,152460.36911010742,108785.92697143556,106168.26766967772,126259.40829467772,162217.8321838379,240803.07931518555,519037.455078125,510855.2598876953,644521.01513671875,594128.7405395508,559940.397644043,541228.143371582,507403.01092529297,194558.9732971191,493743.81787109375,215569.83709716797,481276.6343383789,841502.9495544434
TAG(48:2)_F A18:0,-0.9966055960613905,9.346201304864573,19.753295549591712,8.810963228739395e-6,2.579042361745594e-4,TAG,608329.34815979,269293.3155822754,298637.92541503906,415545.9335327149,265338.0366821289,264150.42053222656,279391.4027557373,295397.7361907959,373699.6453552246,515894.9971008301,520869.69456481934,1417907.0684204102,1032897.2484741212,1492521.9908447266,1640796.8825683594,862544.7586669922,1263797.4493103027,1437531.0753326416,593076.0666809082,1415028.0575561523,806961.62158203125,1402770.8473510742,19089.681350708008
PC (34:5),0.9925508320613036,11.715851779413054,19.59612912273224,9.566281715383244e-6,2.7429848592068284e-4,PC,4746879.372436523,3569254.9276123047,3944943.633178711,4623172.470947266,3708256.396606446,1083493.547302246,2299520.9470825195,4352536.53137207,5105098.139892578,4544752.029052734,4156019.688720703,2034516.009399414,4317634.765136719,3052255.8368530273,2404730.3459472656,4862885.294799805,2865852.1293945312,2464024.6049804688,3555999.9938964844,3182127.964111328,2350189.868347168,3233253.2114257812,35443.602600097656
TAG(48:3)_FA 18:1,-0.9906284031588969,9.292988529103427,19.52150227587117,9.947364195742862e-6,2.795209339003744e-4,TAG,604648.539276123,257899.75532531735,273916.23526000977,395514.7651367187,264087.2441558838,258414.4402770996,253962.7984008789,299627.8840332031,358281.98837280273,506581.3786468506,498339.2405700683,1345439.1622314453,1003507.621826172,1441286.5410766602,1585081.7963562012,834065.9351196289,1217476.6871948242,1383024.322555542,595287.3020248413,1335046.0020751953,777981.8367004395,1334201.2847595215,18693.48141479492
TAG(50:4)_FA 18:0,-0.9852717716244552,8.503476073369805,19.314698215228418,1.1084975214098877e-5,3.0538019952566515e-4,TAG,372845.22509765625,158861.29054260254,161946.65112304688,219460.05520629883,151893.26976013184,101578.96766662598,154791.67166137695,163312.47244262695,213157.71435546875,317992.397857666,321646.6818847656,824790.1988525391,548289.1597290039,818612.056640625,814727.6660766602,426274.4941101074,576763.2108764648,820358.2886962891,362325.8074493408,822934.8435058594,473258.0782470703,899031.2823181152,15680.941040039062
TAG(56:1)_FA 16:1,-0.9678814218445467,13.30495574750169,18.65147031891061,1.5692620813625837e-5,4.240025431373904e-4,TAG,10154861.30517578,4935965.157531738,5498001.907470703,6345061.028106689,4803637.652069092,2436532.3846740723,6874710.360046387,4854731.852416992,5193110.500549316,6856847.268371582,7773520.016113281,17620801.03161621,19980368.599121097,16595278.790161133,22479305.12145996,18409267.43908691,25159602.33190918,19204679.037719727,9696578.023071287,22151790.11242676,11605932.071899414,26054808.21105957,55993.92398071289
TAG(52:3)_FA 18:1,-0.960412294357074,9.184676360701818,18.369554341147705,1.8194206159462486e-5,4.8148575349183086e-4,TAG,539356.0633544922,248940.69842529297,259961.91833496097,364015.6100463867,261718.37774658203,175945.25390625,263117.5608520508,285523.9602661133,355034.3068847656,470254.9100341797,499462.81719970703,1892508.7810058591,938281.74658203125,1147669.9763183594,1283356.6553955078,758229.72314453125,1004919.7384033204,1136539.5545654297,561850.9663696289,1213843.224243164,685983.6735839844,1099709.5008544922,37349.22244262695
TAG(56:0)_FA 16:0,-0.9595449718780263,13.753080477818498,18.33723182230575,1.8505502269436915e-5,4.8148575349183086e-4,TAG,13532199.38909912,6698605.981323242,7546538.572998047,8557819.26727295,6662979.708984375,3323528.4315490723,9656286.43218994,6580106.049560547,7170305.434997559,9381564.39993286,10917222.049194336,24277129.005371097,27806008.158935547,23718559.7890625,30414151.83972168,24764868.49938965,32980807.306274418,25978136.51208496,13400939.332763672,30208624.69506836,15955434.162231443,35287124.80517578,38335.86291503906
