lipid,logFC,logCPM,LR,PValue,FDR,type,AK0142,AK0170,AK0200,AK0202,AK0144,AK0145,AK0147,AK0164,AK0166,Blank-1x
PC (32:2),-0.8220353136309794,11.084365826215336,4.710561523679644,0.029977858262055106,0.9991404980372531,PC,2221344.598022461,1692060.0845947266,1995818.9895019531,1474620.7512207031,2688654.8771362305,2002133.178771973,2205607.8106689453,2650151.3848876953,3255056.0908203125,29463.122344970703
PC (32:3),-0.8078742624805854,11.082069487503123,4.553234208084177,0.032856627454015665,0.9991404980372531,PC,2265097.210876465,1697626.4278564453,1974368.038330078,1464316.3035888672,2719302.3176879883,1961485.078979492,2215944.1986083984,2644561.5958251953,3185798.409423828,30471.70233154297
PC (32:4),-0.743110164418768,10.89510630654798,3.8659847972448915,0.04927426875850865,0.9991404980372531,PC,2029023.9297485352,1548273.765625,1792490.548828125,1333772.2020263672,2385223.296936035,1734827.6170654297,1936144.7427978516,2354582.8555908203,2649344.3161621094,30874.52215576172
PC (32:5),-0.4923343936125906,10.719032253712598,1.7178179175607506,0.18997416934283387,0.9991404980372531,PC,1627915.8053588867,1928915.4044189453,2001238.8459472656,1349291.8978881836,1922973.029663086,1810439.6300048828,1462879.5922851562,2423418.2403564453,2022011.1286621096,29176.382049560547
PC (34:0),-0.7322814857817501,11.317344470292507,3.756286390707827,0.052609299622979354,0.9991404980372531,PC,2646358.3634033203,2237009.279296875,2508824.7802734375,1742564.2518310547,3171832.7435913086,2316965.523864746,2477021.500732422,3831806.577392578,3370390.698852539,35068.68243408203
PC (34:1),-0.726711085073372,11.294793452050792,3.7004392535891375,0.0543981454810101,0.9991404980372531,PC,2623658.858276367,2280124.7309570312,2436535.9997558594,1684037.281982422,3090361.4467163086,2232294.9916992188,2411189.0759277344,3874880.125610352,3346560.353881836,32350.02236938477
PC (34:2),-0.7488485555989426,11.278930970894196,3.9247296703979373,0.04758083961992818,0.9991404980372531,PC,2561718.216064453,2176721.7524414062,2437343.0178222656,1661001.5166625977,3046965.0088500977,2238602.0737304688,2423174.873901367,3865663.841918946,3303730.4842529297,32992.38232421875
PC (34:3),-0.800050660716426,11.890572965456993,4.4674007338324255,0.034547509177942234,0.9991404980372531,PC,3985374.372070313,3056995.407470703,3458631.740966797,2559073.830688477,4768601.992980957,3396790.0649414062,3813744.1037597656,5301745.161254883,5368483.2099609375,36984.24279785156
PC (34:4),-0.7954904528347757,11.951747641665735,4.417723745102348,0.03556745316425443,0.9991404980372531,PC,4304725.169189453,3140179.5834960938,3542419.137939453,2605261.0306396484,4988710.891174316,3404344.761352539,3969910.341064453,5421924.948852539,5708393.955078125,36301.58251953125
PC (34:5),-0.7993740274443879,11.81792619073532,4.460012318386916,0.03469724730439196,0.9991404980372531,PC,3944943.633178711,2865852.1293945312,3182127.964111328,2350189.868347168,4623172.470947266,3052255.8368530273,3708256.396606446,4862885.294799805,5105098.139892578,35443.602600097656
PC (34:6),-0.7562724853647731,11.273904178618272,4.001348662306555,0.04546387144530521,0.9991404980372531,PC,2616901.2669067383,2031327.7060546875,2354467.658203125,1703578.4913330078,3116221.129119873,2231996.0772094727,2471955.5697021484,3159622.3393554688,3507775.911499023,30682.862091064453
PC (36:0); PCp(38:6),-0.6107335046755166,11.468436402743828,2.628910626619472,0.10493368732739179,0.9991404980372531,PC,2812781.416748047,2996875.65814209,3058615.915161133,2057990.1918945312,3366802.517730713,2814926.2310791016,2577855.924255371,4371490.122802734,3524569.598876953,38455.95266723633
PC (36:1),-0.6081222856178815,11.448499070023296,2.606808164040558,0.10640573370282516,0.9991404980372531,PC,2784136.6416625977,2925789.4080810547,2967670.862060547,2083379.7415771484,3339315.164367676,2780812.6923828125,2519586.1169433594,4320364.385986328,3469647.201660156,37054.98245239258
PC (36:2),-0.6237338226474332,11.45559961470445,2.7402863597671967,0.09784723120289963,0.9991404980372531,PC,2750756.867126465,2952643.051879883,3006861.6650390625,2056238.8247070312,3380361.7993164062,2829150.6751708984,2550449.420410156,4317721.3408203125,3482278.0216064453,38160.102294921875
PC (36:3),-0.6800724098972151,11.760584919927254,3.248529873946346,0.07148754963487111,0.9991404980372531,PC,3461120.6470947266,3486703.617553711,3527060.4262695312,2416390.315185547,4254324.8837890625,3274079.622192383,3196134.4658203125,5505027.97644043,4436570.315795898,42623.10272216797
PC (36:4),-0.7318813093851283,12.21047467942429,3.7522657941022795,0.05273597928499376,0.9991404980372531,PC,4928429.068237305,4415434.516113281,4533188.75390625,3155013.252563477,5871405.303955078,4231540.994506836,4564536.532836914,7562902.113525391,6200443.825927734,45916.02331542969
PC (36:5),-0.6947373225613627,12.135504576303582,3.3876021118537016,0.06568841481546697,0.9991404980372531,PC,4596812.635375977,4338959.704345703,4497299.890869141,3103754.9279785156,5629292.475830078,4064099.88684082,4166112.9711914062,7164140.031860352,5796766.241943359,47576.383239746094
PC (36:6),-0.704672348966889,11.868913628177877,3.4833970345848098,0.06198736791277712,0.9991404980372531,PC,3825763.150756836,3540431.8143310547,3670704.8791503906,2596043.3477783203,4633737.156005859,3437297.5404052734,3534661.3237304688,5763961.594970703,4869907.77355957,45957.18322753906
PC (36:7),-0.7302032278441852,11.65021013101653,3.7354059048811905,0.05327072215930828,0.9991404980372531,PC,3324201.0071411133,2833681.6970214844,3142808.186279297,2219539.9291992188,3966659.24597168,2934024.130065918,3146928.4549560547,4752022.930419922,4272785.208862305,41668.5029296875
PC (36:8),-0.7378772668610376,11.50289302830874,3.812789309362416,0.05086268267721768,0.9991404980372531,PC,3044893.677001953,2535285.258178711,2775993.1135253906,1976605.535888672,3623814.551208496,2535950.937866211,2867735.153442383,4344341.180297852,3846990.8369140625,37221.20248413086
PC (38:0),-0.7187913820282049,11.203727869398161,3.6217238160024863,0.05702975314477357,0.9991404980372531,PC,2394254.238647461,2265602.2392578125,2266513.3186035156,1578414.174194336,2992015.871887207,2228665.798461914,2229691.4860839844,3352512.6767578125,3084106.4822998047,46307.76361083984
PC (38:1),-0.6974973636837474,11.194975866299888,3.4140828569070436,0.06464232420103658,0.9991404980372531,PC,2403783.922302246,2263208.2947998047,2257233.9260253906,1600229.1610107422,2935673.220336914,2203578.8208007812,2259791.143737793,3338735.009033203,3003215.606567383,47498.62365722656
PC (38:2),-0.7102187696152139,11.243341926794075,3.53742874157615,0.05999840297354385,0.9991404980372531,PC,2480296.5860595703,2317956.418701172,2333731.6767578125,1635358.067138672,3020784.5294189453,2297062.783569336,2306738.937133789,3521964.4880371094,3146805.043823242,47593.28302001953
PC (38:3),-0.7131599346590369,11.648765324466648,3.5662453450786424,0.05896549532906923,0.9991404980372531,PC,3246209.620239258,3242005.462890625,3088577.266845703,2100981.3134765625,3996423.9888916016,2976997.4705810547,2995472.6533203125,5163923.982666016,4079632.435791016,51096.50341796875
PC (38:4),-0.7008765467205481,11.85361875788278,3.446646200544021,0.06338025390436818,0.9991404980372531,PC,3739621.913574219,3753218.365966797,3624192.1713867183,2441552.0100097656,4574224.572875977,3365728.645263672,3426460.7185058594,6048744.147949219,4703490.0654296875,57586.38458251953
PC (38:5),-0.6901931777781348,11.869469953503835,3.3442094291900952,0.06744186839592031,0.9991404980372531,PC,3786170.159057617,3796305.046020508,3695267.087890625,2503232.440551758,4660215.62097168,3395259.5869140625,3489782.1561279297,6064401.243652344,4682825.408691406,57256.98388671875
PC (38:6),-0.6982610155101763,12.052831424387893,3.421432244194162,0.06435515728668287,0.9991404980372531,PC,4357718.146484375,4119104.08190918,4097294.625,2949169.586669922,5293728.930908203,3900475.532836914,4029516.6171875,6346432.998291016,5553421.493530273,52991.623596191406
PC (38:7),-0.6573663610835446,11.873128865529779,3.038710219220662,0.08130048959814111,0.9991404980372531,PC,3785823.854492187,3738011.376953125,3797404.367675781,2705693.848999023,4624751.686157227,3533076.0654296875,3394504.0751953125,5738521.667358398,4824725.19152832,53051.943359375
PC (38:8),-0.6201402925909306,11.697935873040587,2.7092786154680653,0.09976609708328055,0.9991404980372531,PC,3223362.77734375,3489807.782470703,3500032.610595703,2507057.1350097656,4005719.989379883,3274253.0274658203,2988250.444580078,5018410.587402344,4184358.563354492,52666.083251953125
PC (38:9),-0.6437131558486567,11.599907788474672,2.9157794682178064,0.0877170199574864,0.9991404980372531,PC,2992839.00390625,3178803.464111328,3297734.560546875,2293775.8079833984,3783669.7044677734,3048323.033203125,2791587.627563477,4743296.772705078,3925765.252685547,50150.62353515625
PC (40:0),-0.15379006505604548,10.413769960384343,0.16978672945333534,0.680301417526286,0.9991404980372531,PC,771796.1279296875,1626191.3544921875,1453584.951171875,1004508.681640625,923846.5498046876,1482779.8388671875,769315.677734375,1544402.3798828125,817567.2548828125,577269.25390625
PC (40:1),-0.1361025886751072,10.565262233047173,0.13305182109797897,0.7152885568961154,0.9991404980372531,PC,887002.3603515625,1927407.828125,1738471.416015625,1180415.8803710938,1079272.5043945312,1831923.5942382812,884686.00732421875,1760703.6826171875,916820.8955078124,556992.826171875
PC (40:10),-0.7000476176622284,11.105584851281334,3.4386419640504764,0.06368802213122411,0.9991404980372531,PC,2248725.801208496,2184549.085205078,2120631.1076660156,1487596.3431396484,2737490.8485717773,2158563.916015625,2076231.0833740232,3288660.062866211,2813032.889526367,35397.58264160156
PC (40:2),-0.18073704984252453,10.644346020189627,0.23429641519987854,0.6283562400340709,0.9991404980372531,PC,970839.748046875,1974161.80859375,1761573.3017578125,1208800.7905273438,1159862.7666015625,1849143.537109375,960321.9091796876,1872543.7734375,1023230.578125,588784.13037109375
PC (40:3),-0.34713054147789185,10.859044864804742,0.8591473198066524,0.3539774180991727,0.9991404980372531,PC,1332435.3745117188,2181333.7685546875,1916462.3330078125,1309727.984375,1608826.7543945312,1998425.4453125,1268441.7099609375,2369252.494140625,1448122.9565429688,538040.6540527344
PC (40:4),-0.6047323628694933,11.207618266299514,2.5782465552765643,0.10834161658215924,0.9991404980372531,PC,2088834.0595703125,2324164.4130859375,2094406.8603515625,1436363.4609375,2480526.2177734375,2160963.8051757812,1950165.7290039065,3153192.927734375,2387661.96484375,483245.8125610352
PC (40:5),-0.6693276925094507,10.917015669847425,3.148400489852065,0.0760014287732604,0.9991404980372531,PC,1907741.1959228516,1937291.4782714844,1832021.3151855469,1237049.9411621094,2282471.1684570312,1819054.0666503904,1751813.4548339844,2851711.823486328,2309250.6091308594,138808.17041015625
PC (40:6),-0.6992526352649231,10.916358340868749,3.4309757203081963,0.06398428868649703,0.9991404980372531,PC,1931347.024353027,1973346.2019042969,1928141.329711914,1283825.679321289,2392760.0082092285,1918259.6202392576,1781074.5859985352,2969278.1236572266,2480570.534301758,25170.64195251465
PC (40:7),-0.695604452670945,11.004786398127,3.395906738907798,0.06535841897829325,0.9991404980372531,PC,2044068.012451172,2106112.221069336,2048788.8760986328,1386824.6147460938,2522449.141357422,2029940.772644043,1951352.4743652344,3061542.1209716797,2647884.4639282227,24595.861770629883
PC (40:8),-0.7002623774976474,11.040712282181191,3.440713588046492,0.0636082142804703,0.9991404980372531,PC,2116156.375732422,2112437.829223633,2073194.409423828,1432233.106384277,2635041.7450256348,2109835.573059082,1957813.184509277,3167905.516723633,2690318.551635742,25965.421997070312
PC (40:9),-0.697124228218923,11.019911949661953,3.4104953824607946,0.06478299595777999,0.9991404980372531,PC,2116041.854736328,2049661.181640625,2018284.946044922,1424684.7727661133,2624972.131164551,2066254.7486572263,1900886.8580322263,3105081.477294922,2661749.5272216797,25843.321891784668
PC (42:0),-0.20699708505998352,7.674409371239237,0.30704883782027537,0.5794968078086061,0.9991404980372531,PC,139639.29107666016,238830.9000854492,237456.89819335935,164021.05139160156,152054.40936279297,225836.49420166016,129731.70892333984,266797.6024169922,150725.77276611328,62771.10400390625
PC (42:1),-0.08030910545104333,9.863960717580214,0.0464023461618126,0.8294460852548164,0.9991404980372531,PC,498272.853515625,1088331.3745117188,930056.61279296875,661778.64990234375,568005.58154296875,974505.14501953125,518829.05615234375,940451.7001953124,456585.732421875,463346.5915527344
PC (42:10),-0.17110646045747122,10.35360507660332,0.2100580492933659,0.6467219093769223,0.9991404980372531,PC,744808.67822265625,1507208.8330078125,1325045.8037109375,946356.64794921875,881173.16455078125,1353121.2768554688,730684.17236328125,1443186.7705078125,801746.14013671875,577984.1022949219
PC (42:11),-0.18529731883909004,10.349409476862242,0.24623169998812955,0.6197410417163033,0.9991404980372531,PC,734907.75439453125,1488859.197265625,1320305.5537109375,943704.4326171876,879868.79052734375,1333536.6826171875,754016.47607421875,1468448.23046875,783324.07568359375,575649.3740234375
PC (42:2),-0.10168664938344418,10.017191612058634,0.07434766532242065,0.7851086789327533,0.9991404980372531,PC,554204.1574707031,1194546.0493164062,1009261.31640625,727258.05419921875,638755.14599609375,1047416.7377929688,573185.78662109375,1057985.6596679688,524406.08349609375,519216.0568847656
PC (42:3),-0.11767713403572239,10.105328603520663,0.0995212417615221,0.7524049207612101,0.9991404980372531,PC,572762.2829589844,1233349.9775390625,1032040.9501953124,738339.23046875,663135.974609375,1077159.4946289062,605028.04052734375,1084179.2890625,544510.06103515625,582921.00244140625
PC (42:4),-0.13171406843915,10.05486891235247,0.12462636774216662,0.7240699987396076,0.9991404980372531,PC,575560.53857421875,1235802.80859375,1066219.9970703125,756094.939453125,674777.513671875,1098261.4326171875,620015.625,1127385.8974609375,558267.73486328125,504651.5793457031
PC (42:5),-0.12616554477658132,10.164825411501994,0.11436714308729279,0.7352259526526609,0.9991404980372531,PC,606565.68212890625,1309041.0771484375,1120072.7866210938,792129.10888671875,710173.53173828125,1175216.3408203125,623915.7744140625,1180144.6840820312,600294.962890625,575235.2268066406
PC (42:6),-0.10079161167028687,10.213361749421061,0.07304666017716954,0.7869514229306298,0.9991404980372531,PC,639007.0231933594,1436522.6962890625,1243191.248046875,859158.3095703125,744850.6953125,1261294.853515625,671404.3046875,1290944.517578125,631943.65673828125,547427.39892578125
PC (42:7),-0.11708566935872532,10.233361542095153,0.09852522799792496,0.7536066474233726,0.9991404980372531,PC,672511.3564453125,1438241.6010742188,1249567.841796875,884260.2998046875,778788.4091796875,1299851.3916015625,666568.6630859375,1320239.1181640625,675759.2272949219,539166.31396484375
PC (42:8),-0.16819339243966622,10.275847960289475,0.20298552945860138,0.652321728505995,0.9991404980372531,PC,704195.689453125,1466222.4580078125,1293104.607421875,903341.640625,851237.0634765625,1299753.8520507812,713138.77685546875,1420191.0249023438,737667.97412109375,528742.6599121094
PC (42:9),-0.1745635384514751,10.342663369280924,0.21860744859623082,0.6401030272252001,0.9991404980372531,PC,735216.08837890625,1492801.7431640625,1316880.564453125,943503.20654296875,874714.01708984375,1346355.1752929688,730160.30615234375,1439205.7275390625,792931.59521484375,572219.4079589844
PC (44:0),-0.19738639896320673,6.038092542893595,0.2792693629829728,0.5971805023872704,0.9991404980372531,PC,47584.78330993652,76520.06503295898,85039.90647888184,61540.104080200195,53885.72352600098,85792.60662841797,43818.3433303833,90171.16680908205,48920.02394104004,14157.86100769043
PC (44:1),-0.1989982215348265,6.131932159754393,0.2838361709118544,0.5941978074222849,0.9991404980372531,PC,54015.22396850586,81140.14569091797,91747.24627685548,69293.40553283691,56052.004165649414,82226.60641479492,47844.56332397461,101533.9465637207,62976.70425415039,12209.90086364746
PC (44:10),-0.30957027882749,6.838627301025979,0.6842273808827033,0.4081348305066222,0.9991404980372531,PC,93238.18648529051,127940.88793945312,140102.19006347656,101499.74755859376,103997.42765808104,122198.38885498048,86105.76766967773,164040.79296875,105977.90927124023,18639.361328125
PC (44:12),-0.3021778846932883,7.04275185477653,0.6521268465019148,0.41935330127871284,0.9991404980372531,PC,109775.94750976562,164857.87283325195,174468.5330810547,116623.0697479248,129582.84970092772,165794.5316772461,96640.244873046875,192605.57403564453,123898.7077331543,13011.800956726074
PC (44:2),-0.33612272471329524,6.285657216960243,0.8057981458783272,0.36936545344499916,0.9991404980372531,PC,61812.40368652344,80405.14639282227,95837.8865814209,69401.68467712402,69960.92483520508,85924.82528686523,58266.72448730469,113484.36740112305,69564.22497558594,14095.360931396484
PC (44:3),-0.28868568719883436,6.379786697022641,0.5954698236965896,0.44031173249052186,0.9991404980372531,PC,71380.82443237305,89492.926025390625,100856.14720153809,74402.10615539551,71962.36558532715,92783.78713989258,60810.503479003906,124512.96890258788,75249.66506958008,13966.82095336914
PC (44:4),-0.26538789401720514,6.393011885534497,0.5036623608275477,0.47789531764767573,0.9991404980372531,PC,69680.58518981934,93870.60543823242,104515.42710876463,75865.42597961426,74138.28532409668,96013.44735717772,63586.16439819336,119220.91009521484,71386.50508117676,14301.821029663086
PC (44:5),-0.2633223208941025,6.4494404575225515,0.49589107378506014,0.48131113404572695,0.9991404980372531,PC,74823.38542938232,98656.4660949707,107374.5065612793,77990.9055480957,82798.345947265625,98544.44714355467,62992.804138183594,126520.08847045898,72810.84555053711,14282.720977783203
PC (44:6),-0.2762685265648276,6.556750240623212,0.5455992005900044,0.46012145473030686,0.9991404980372531,PC,79332.44596862793,111492.22793579102,116189.18905639648,81350.68669128418,85804.92483520508,108428.20794677734,68199.82518005371,141469.14959716797,80923.0466003418,14734.100982666016
PC (44:7),-0.2787494913232288,6.5530542661495295,0.5553925369826446,0.4561226393602595,0.9991404980372531,PC,73979.96466064453,108278.42680358888,118951.87144470216,88851.84616088867,81466.7253112793,112231.3678894043,69698.98445129395,138313.70993041992,84473.16622924805,14008.480926513672
PC (44:8),-0.3143163409661143,6.664743294120153,0.7052371031318216,0.40102952724389807,0.9991404980372531,PC,82155.96551513672,115934.20947265624,125706.42962646484,88148.06655883789,96632.50720214844,119869.6490020752,74679.50581359863,142652.90982055664,88369.32487487793,16114.161117553713
PC (46:0),0.07922956012786359,6.107050045320077,0.0453449268040913,0.8313710458401019,0.9991404980372531,PC,41389.58322143555,105558.40774536131,119622.08835601808,79237.38582611084,51726.9841003418,111847.70698547363,39480.58275604248,89755.38583374023,46889.76301574707,9926.480587005615
PC (46:1),0.018015907788898628,6.108484508499497,0.0023411748693433765,0.9614088647224442,0.9991404980372531,PC,42990.603424072266,100855.90856933594,107787.62936401369,78165.0862159729,55058.36381530762,107561.166557312,42523.84323120117,85007.60635375977,46334.262855529785,11251.540843963625
PC (46:2),0.022209617261960135,6.153609453481435,0.0035583651747401746,0.9524327748856195,0.9991404980372531,PC,46030.863300323486,104272.54635620116,112683.22784423828,79655.78568649292,54077.984451293945,106172.64653015137,45341.56332397461,94798.2067565918,49182.224060058594,11063.860717773438
PC (48:0),0.14470730469904114,6.344394078429048,0.1514772388743495,0.6971276343647472,0.9991404980372531,PC,47679.26252365112,143588.67225646973,150268.9514312744,96314.5466003418,60146.06354522705,141622.87051391602,44542.66228103638,116167.8893852234,53109.10383224487,7447.640537261963
PC (48:2),0.1003580919600184,6.1965756706615895,0.07278905865268825,0.7873183737021132,0.9991404980372531,PC,43721.30291748047,128097.3098449707,131444.3687019348,80893.56418991089,53098.92333984375,129467.70874023438,40056.18307495117,106960.06649780272,47947.48289489746,7974.340572357178
PC (50:0),0.21347094864782457,6.195341804578058,0.3300625079245947,0.5656222834627729,0.9991404980372531,PC,41227.42320251465,147073.98724365234,138194.08807373047,81281.42654418945,47304.50305175781,132297.4089126587,35899.862449645996,114598.32747650146,45353.50352478027,7126.980480194092
PC (52:0),0.22988181458075396,5.572579120060348,0.3828494425398503,0.5360821943300177,0.9991404980372531,PC,28733.00220489502,90821.38547515868,88884.105712890625,51315.483642578125,28872.042114257812,82983.34690856934,22599.86154937744,76138.1248626709,28477.442192077637,5988.600410461426
PC (52:4),0.17849217404140413,5.790316551358212,0.23060671100756736,0.6310743259202278,0.9991404980372531,PC,32333.122009277344,102580.98649978638,104564.5859298706,56465.56349945068,37214.16281890869,94093.547119140625,27893.261840820312,86675.66530609131,31969.94271850586,7449.300479888916
PCo(32:0),-0.3450048236229422,10.39320758607083,0.8487270089826777,0.35691271033177,0.9991404980372531,PC,1176555.1747436523,1768360.9395751953,1837525.5434570312,1204375.6159057615,1411425.746459961,1665824.7861328125,1037503.4337158204,2052894.1713867188,1461839.8248901367,27423.642059326172
PCo(32:1),-0.3536245177931396,10.37062960579073,0.8913663582206937,0.345107306238955,0.9991404980372531,PC,1150721.142578125,1734526.651611328,1805787.82421875,1180390.0194702148,1366381.135986328,1630839.1252441406,1035982.852722168,2018663.7463378904,1462487.2413330078,28064.721954345703
PCo(32:2),-0.34203947780549687,10.37526820239836,0.8342959413275821,0.36103324701582373,0.9991404980372531,PC,1156681.2001953125,1758493.6547851562,1800357.5993652344,1196964.9067382812,1368091.9689331057,1644223.3157348633,1041238.207763672,2002020.7462158203,1453950.3922729492,29233.502182006836
PCo(32:3),-0.32375389924338865,10.405542865909057,0.748002244043164,0.3871094701318002,0.9991404980372531,PC,1170237.3821411133,1800020.608642578,1873334.5300292969,1199819.1520996094,1339480.5571594238,1679474.4956054688,1054054.7717285156,2095835.4649658203,1441807.4666748047,49340.46408081055
PCo(34:0),-0.8000043165773326,11.149604992452119,4.466890256037004,0.03455783307239295,0.9991404980372531,PC,2386524.0373535156,1818973.3347167969,2086874.8071289065,1514213.6586914062,2881585.5436401367,2038398.581298828,2328051.44140625,2794479.2341308594,3294359.1810302734,27564.40200805664
PCo(34:1),-0.8102670302474513,11.117149667751965,4.579641083430033,0.03235399101529439,0.9991404980372531,PC,2344568.0592651367,1747236.596069336,1990880.5334472656,1488479.0363769531,2820186.0478515625,1989298.221923828,2241180.817260742,2686902.1466064453,3302377.5196533203,26734.441864013672
PCo(34:2),-0.8037430475657846,11.116501457372141,4.50781197991455,0.03374037567850217,0.9991404980372531,PC,2347120.7736816406,1733383.5357666016,2032360.1142578125,1482420.8045654297,2776374.282775879,1994034.2263183591,2247276.787841797,2741971.712158203,3282907.3865966797,29145.622009277344
PCo(34:3),-0.8040842473598258,11.210863756062096,4.5115561739658006,0.03366659714789935,0.9991404980372531,PC,2499487.564819336,1815897.131958008,2197297.3706054688,1599206.2381591797,2972707.671569824,2087583.7411499023,2448925.4708251953,2847270.142944336,3508903.098754883,29839.902221679688
PCo(34:4),-0.8268001548367508,11.268615026517026,4.7640652260161005,0.029059835469791694,0.9991404980372531,PC,2604581.1270751953,1875554.212524414,2219193.5192871094,1637819.9219970703,3170343.105621338,2202225.760192871,2558728.874145508,2938619.968017578,3630164.4880371094,28695.90200805664
PCo(36:0),-0.7144284870166199,11.652844259778606,3.578707546752411,0.05852466850689777,0.9991404980372531,PC,3331405.159301758,2943399.8443603516,3139590.3967285156,2229636.3755493164,3963947.6752929688,2949262.31640625,3082308.112548828,4888746.285888672,4246331.473999023,40779.402893066406
PCo(36:1),-0.7345615749899435,11.514868624088468,3.7792617279919805,0.05189155168354611,0.9991404980372531,PC,3081027.5935058594,2546875.4189453125,2782872.74609375,2011266.2067871096,3662732.210998535,2564393.3817749023,2876150.199951172,4299379.753051758,3909931.279785156,37786.12268066406
PCo(36:2),-0.717127648115204,11.249060294136907,3.6052905337128323,0.05759600415014557,0.9991404980372531,PC,2531977.4005737305,2196549.901489258,2363489.2221679688,1670603.066772461,2989765.795715332,2177112.0314331055,2338834.5236816406,3778304.0971679688,3178805.419311523,37861.302490234375
PCo(36:3),-0.711629440814787,11.293807935741656,3.5512353400117727,0.059501136487600914,0.9991404980372531,PC,2632094.0654296875,2221521.6737060547,2522125.9375,1704318.6345214844,3046962.6411132812,2254428.722595215,2426638.535888672,3866080.545410156,3304322.690673828,36524.70227050781
PCo(36:4),-0.7313507092272123,11.422583652825471,3.746927701635286,0.05290466935288209,0.9991404980372531,PC,2890244.7438964844,2387129.401123047,2682883.923339844,1843604.5030517576,3346297.7895507812,2425201.3806152344,2715573.115600586,4177803.719116211,3631748.899047851,40997.84295654297
PCo(36:5),-0.7229722530334921,11.396899102069584,3.6631788645172483,0.05562740399187682,0.9991404980372531,PC,2784616.268798828,2422850.386352539,2651922.2221679688,1848445.1485595703,3339110.5915527344,2403889.569519043,2591614.0659179688,4111731.22265625,3565773.5118408203,37368.78271484375
PCo(38:0),-0.6692553941310999,11.893106124946712,3.147736757632453,0.0760323521177417,0.9991404980372531,PC,3786038.661132813,3811763.825195313,3837038.5466308594,2739306.794189453,4736236.395629883,3577677.3974609375,3507070.155517578,5635289.271240234,4929344.710327148,49674.603088378906
PCo(38:1),-0.6101193636728315,11.698046315140258,2.623705066391267,0.10527836209571212,0.9991404980372531,PC,3254579.063232422,3475246.6943359375,3534966.9682617188,2518966.211669922,4039603.617675781,3243295.3767089844,2979796.3491210938,5003081.199707031,4159882.362548828,48770.76354980469
PCo(38:2),-0.6311330754839027,11.60787235863637,2.8046695435332367,0.09399020911716034,0.9991404980372531,PC,3064764.157104492,3202782.1075439453,3310650.024902344,2305075.0439453125,3794479.1204833984,3094711.5645751953,2800290.5428466797,4775913.342285156,3911994.217895508,47799.44323730469
PCo(38:3),-0.623343677220299,11.555950591296696,2.7369119585491717,0.09805408495741172,0.9991404980372531,PC,3013445.185913086,3103291.5947265625,3163829.157470703,2188504.8182373047,3634833.5546875,2979195.3911132812,2729460.7517089844,4628962.214599609,3720180.328857422,51530.90393066406
PCo(38:4),-0.6035712097568889,11.525903413442341,2.5685012927788193,0.10901096473653402,0.9991404980372531,PC,2905697.0771484375,3130023.976928711,3161845.64453125,2173020.846313477,3541998.2087402344,2901138.9428710938,2642081.4299316406,4645870.265869141,3575412.4631347656,53607.26336669922
PCo(38:5),-0.614453357740846,11.506140837338473,2.660552191431634,0.10286501835320115,0.9991404980372531,PC,2796622.1428222656,3113512.263671875,3153277.1274414062,2134473.603027344,3489354.247680664,2860646.401489258,2644726.1284179688,4550376.975830078,3538166.663696289,53992.12371826172
PCo(38:6),-0.5943773767225216,11.48700119895279,2.4919491635082522,0.11442992808860909,0.9991404980372531,PC,2852053.938354492,3069052.1346435547,3115453.1723632812,2094073.5343017576,3425961.3670654297,2843366.4509277344,2579922.563232422,4393889.895996094,3523953.479370117,49349.96325683594
PCo(40:0),-0.6929357224972388,11.00760328694516,3.3703614346741233,0.06637919104722438,0.9991404980372531,PC,2049960.134613037,2100767.936035156,2052792.7707519531,1399302.6904296875,2540307.3834838867,2031179.8944091797,1944112.522705078,3090761.806640625,2631910.5009155273,26028.24184417725
PCo(40:1),-0.6958818556182784,11.038050349889795,3.398567579308292,0.06525306150610773,0.9991404980372531,PC,2105855.427001953,2121604.748413086,2065120.2836914065,1440841.4957885742,2604784.998046875,2115558.360595703,1936111.9649658203,3201944.6055908203,2690601.6584472656,27401.22200012207
PCo(40:2),-0.6935445140864921,11.026535397908654,3.3761808210692843,0.06614516435101224,0.9991404980372531,PC,2127722.2041931152,2050844.5354003904,2042748.4409179688,1429920.3948364258,2585402.220977783,2040389.3767089844,1957894.106994629,3108231.3984375,2680688.606567383,28992.68207550049
PCo(40:3),-0.6930725923665995,11.098874163038026,3.3716699062497364,0.06632649388422249,0.9991404980372531,PC,2234401.706298828,2137204.3143310547,2149811.4572753906,1510544.494140625,2749309.6307373047,2124666.1489257812,2051561.6471557615,3260088.142944336,2793775.3861083984,35153.16212463379
PCo(40:4),-0.7013487837446378,11.12016663935695,3.4512049778713845,0.06320567489309362,0.9991404980372531,PC,2244030.5877685547,2184648.9571533203,2194880.9555664062,1478962.3283691406,2788565.3442382812,2182530.1005859375,2071280.4759521484,3268941.038330078,2821878.590209961,51790.263664245605
PCo(40:5),-0.6798782804537998,11.111448051941096,3.2467040709161656,0.07156723352932597,0.9991404980372531,PC,2265223.0883789062,2186028.207763672,2157456.283935547,1504913.071044922,2766542.05078125,2146557.618041992,2047562.647583008,3233023.588989258,2791343.642211914,51140.32353973389
