lipid,logFC,logCPM,LR,PValue,FDR,type,AK0142,AK0170,AK0200,AK0202,AK0144,AK0145,AK0147,AK0164,AK0166,Blank-1x
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.338667957566514,10.9767682215828,0.818037370510865,0.36575461812981597,0.9991404980372531,AC,2065626.0770263672,1759009.0557861328,2210718.679321289,2266709.955444336,1975725.435546875,2139352.323059082,1865403.3950195312,2044519.1489868164,2450736.817749023,114023.58724212646
"(5Z,8Z)-tetradecadienoylcarnitine",-0.2345920586561834,9.495770114030673,0.39400998794371844,0.5301990772645355,0.9991404980372531,AC,582569.9982910156,721524.2933959961,936592.482421875,645266.2047119141,623829.7839355469,699176.3087768555,648136.1826171875,659514.9055175781,634336.0673828125,158361.42999267578
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",-0.26671459307984585,9.95991254260452,0.5087243503476202,0.47569159706489755,0.9991404980372531,AC,757553.4345092773,1079179.2010498047,1314794.0446166992,996268.9852294922,926965.067199707,1076848.043701172,852648.1026611328,1079055.9274902344,932723.5684814452,153256.1509437561
"(7Z,10Z)-hexadecadienoylcarnitine",-0.22497202740372466,9.966522274126664,0.36247945953141425,0.5471324214731459,0.9991404980372531,AC,832436.5582275391,971811.7346191406,1376905.823486328,1039734.9908447266,875553.4079589844,1080488.7222595215,875817.8896484375,994361.0492553712,987459.4455566406,148019.67110061646
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",-0.2187616697376655,11.970154872710415,0.3428177890436679,0.5582072389186322,0.9991404980372531,AC,3663724.659179687,3860608.9428710938,4220326.905151367,5549661.710693359,3921731.468139648,4388263.270019531,4140817.197021485,4789257.653442383,3403129.6446533203,263180.44006347656
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.1968489674221687,10.721546219829099,0.27778393008338753,0.5981573996754814,0.9991404980372531,AC,1509876.7067871094,1748927.3958740234,1901714.705444336,2106989.879760742,1642605.657836914,1580741.047241211,1640416.5393066406,2097805.024169922,1439568.689453125,168484.0325164795
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.2343381404093272,12.098153039710642,0.3931642811233589,0.5306407933084824,0.9991404980372531,AC,3858002.0883789062,4314156.84765625,4576701.091308594,5939488.359130859,4515173.979614258,4360791.6220703125,4665629.469604492,4894547.858154297,3656461.825073242,341258.06032562256
1-O-behenoyl-Cer(d18:1/16:0),-0.27154792040522935,2.695231449834342,0.5264293118092382,0.46811193160251735,0.9991404980372531,CER,4033.060287475586,4248.760307312012,4174.160293579102,5481.920394897461,4544.720314025879,5703.600429534912,3847.680278778076,4355.2003173828125,3895.660278320313,3583.220245361328
1-O-carboceroyl-Cer(d18:1/16:0),-0.1814494318042373,2.7950804277715418,0.23575247492294693,0.6272908749998012,0.9991404980372531,CER,4081.8003158569336,3969.8202781677246,3614.9802589416504,5576.680419921875,4074.4802780151367,5085.420352935791,3604.5002479553223,3836.640239715576,3713.360263824463,4646.720367431641
1-O-carboceroyl-Cer(d18:1/18:0),-0.0749540367265554,3.168468022903718,0.040383394974867315,0.8407328214136255,0.9991404980372531,CER,4481.360313415527,7192.140544891357,6553.460472106934,9145.040660858154,5170.960353851318,10447.660861968994,4386.000316619873,6016.460430145264,4719.100315093994,5040.740333557129
1-O-cerotoyl-Cer(d18:1/16:0),0.11137715003439191,3.194167557583626,0.08959512491679789,0.7646925027290161,0.9991404980372531,CER,5178.580360412598,8310.960536956787,6413.280429840088,13825.741111755371,7008.30041885376,10870.080791473389,4465.6003341674805,5406.520370483398,5366.040374755859,3809.9602699279785
1-O-cerotoyl-Cer(d18:1/18:0),0.26089818943032766,3.387004923298651,0.4930625635798549,0.48256433638638685,0.9991404980372531,CER,6661.160549163818,11369.340805053713,6788.320453643799,18681.461498260494,7670.940490722656,14279.840965270996,4956.40034866333,7214.720581054688,5952.080425262451,3463.6002349853516
1-O-eicosanoyl-Cer(d18:1/16:0),-0.2692698829488947,3.1332333788828075,0.5177437981771789,0.4718057034537779,0.9991404980372531,CER,4268.620307922363,4450.040294647217,4905.880352020264,5853.100387573242,4501.780342102051,7359.920520782471,3860.800262451172,4873.900314331055,4164.360324859619,6539.220417022705
1-O-lignoceroyl-Cer(d18:1/16:0),-0.2681038986346262,2.5665275627156197,0.5131280869509283,0.4737878575396183,0.9991404980372531,CER,3621.5602645874023,3639.14026260376,4162.040302276611,4686.000328063965,3881.680290222168,5020.460350036621,3477.2602500915527,3765.000278472901,3641.540294647217,3428.300247192383
1-O-myristoyl-Cer(d18:1/16:0),-0.1576508072900077,2.753800411646184,0.1781441435046247,0.6729730091434903,0.9991404980372531,CER,4023.940299987793,4900.880352020264,4447.700313568115,7014.3204917907715,4786.7603187561035,5587.720401763916,4100.400287628174,4566.740303039551,4217.980293273926,3470.2002601623535
1-O-palmitoyl-Cer(d18:1/16:0),-0.10902256726157686,3.2119658395917225,0.08533319095872116,0.7701960577738735,0.9991404980372531,CER,5365.540367126465,4846.0003662109375,5167.520366668701,7208.8204917907715,5631.440368652344,6407.380443572998,3930.26025390625,5189.2403564453125,4370.340328216553,6578.1604080200195
1-O-stearoyl-Cer(d18:1/16:0),-0.22421091574895213,2.7138428788367523,0.3595123810344205,0.5487771713565395,0.9991404980372531,CER,3975.2202911376953,4175.380310058594,4884.260334014893,6096.280429840088,4115.5002937316895,6351.960472106934,3772.340259552002,4237.5002784729,4547.640350341797,3474.080253601074
1-O-tricosanoyl-Cer(d18:1/16:0),-0.13459655952262334,2.6126129906271736,0.12991412678684355,0.7185210918014328,0.9991404980372531,CER,3995.740306854248,3998.4402770996094,3961.74027633667,5636.340427398682,3799.940258026123,4586.880325317383,3639.680240631103,3911.7002754211426,3854.100273132324,3450.9802436828613
1-O-tricosanoyl-Cer(d18:1/18:0),-0.2626900517886459,2.90250867485173,0.49279962663354127,0.48268110602905684,0.9991404980372531,CER,4342.560329437256,4530.180316925049,3721.3802642822266,5268.840389251709,4387.940299987793,5468.500392913818,3926.7002868652344,4604.360305786133,3940.320289611816,5073.480350494385
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.2798779103073689,10.779571587993289,0.5599129014299251,0.4542953380290748,0.9991404980372531,AC,1550610.1850585938,1667023.7607421875,1676924.242553711,1899879.3990478516,1612063.1870117188,1500475.087890625,1717306.8571777344,1676762.3806152344,1624814.6600341797,327414.4421424866
12:0 Cholesteryl ester,-0.2359270058394998,8.171728825883548,0.3984835412918528,0.5278734601880924,0.9991404980372531,CE,262111.40744018555,382910.7053527832,431260.740234375,186711.71340560913,224195.40585327148,392100.2387390137,227068.89736938477,456029.5919189453,234882.9366760254,37555.72263145447
14:0 Cholesteryl ester,-0.2761396264042822,8.017635875781725,0.5451181057924259,0.4603193231616336,0.9991404980372531,CE,246201.1987915039,331379.9051513672,374032.8856201172,157515.33116149902,216050.85403442383,352738.62506103516,199976.6728515625,402353.0107421875,215567.55737304688,33731.72247314453
14:1 Cholesteryl ester,-0.2740920079938363,8.05139221484863,0.5371040533691485,0.46363538480382266,0.9991404980372531,CE,254350.15838623047,346504.4039916992,385376.1858520508,154538.83144378662,212410.25262451172,366456.5667114258,202104.05450439453,413623.6901245117,230008.0352783203,33754.40241241455
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.16448656910897588,10.298921076382564,0.194160390570687,0.6594762847522536,0.9991404980372531,CE | CE,993825.3690185548,2114187.1107177734,2187327.221801758,853643.717956543,1082420.1522827148,1892195.0750732424,944242.928100586,1994671.543334961,1020471.1334228516,78650.26553726196
15:0 Cholesteryl ester,-0.40310683284216164,9.631023834580706,1.1559741203818703,0.28230203989425473,0.9991404980372531,CE,750341.5529785156,984740.043701172,1039988.71484375,459047.3137817383,743461.3332519531,960665.4267578124,711950.09326171875,1045205.1755371094,772022.07080078125,89103.66654205322
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.29194924578745945,10.06327303409954,0.6089826175048074,0.4351711299574142,0.9991404980372531,CE | CE,931739.4052734376,1492855.7944335938,1543225.9221191406,741590.7231750488,983553.528076172,1368482.2838134766,895363.2653808594,1545512.5982666016,962666.4020996094,98432.88682556152
15:1 Cholesteryl ester,-0.36774717645316674,9.636317232565455,0.9634442458191188,0.32632062541934814,0.9991404980372531,CE,743346.9748535156,1001628.103515625,1042590.439453125,523393.09393310547,736011.0537109375,952810.02734375,721170.73486328125,1045489.8735351562,777016.0197753906,82103.88539123535
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.09677419003937004,10.924720088999981,0.06734789365873439,0.795238120456876,0.9991404980372531,CE | CE,1514772.2434387207,3504979.079345703,3804787.899536133,1332574.521987915,1710093.5371398926,3211977.413330078,1338041.897125244,3107343.2870788574,1565168.5610656738,39962.69267845154
16:2 Campesteryl ester,-0.08941525789244115,10.731948576128348,0.057507122357492335,0.8104803244294334,0.9991404980372531,CE,1334771.5510864258,3071638.707397461,3307019.251953125,1178049.5912780762,1508454.9771118164,2853732.693359375,1174604.151550293,2611230.1533813477,1360124.0970458984,37548.18246459961
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.33119014186481566,9.838752506787891,0.7825338509574065,0.37636731666753903,0.9991404980372531,CE,832757.7119140625,1206008.5622558594,1263038.6306152344,604268.1017456055,839465.0791015625,1134029.0310058594,798569.537109375,1267904.803955078,851822.6799316406,93003.58645629884
16:3 Campesteryl ester,-0.09020439248028057,10.707954339873066,0.05852531362688751,0.808842108998088,0.9991404980372531,CE,1307131.5270385742,3015819.7756347656,3274823.365753174,1153624.7742919922,1489378.978515625,2799905.918334961,1159438.148071289,2577784.221862793,1328931.5989379885,36631.20252227783
16:3 Cholesteryl ester,-0.3569726482160779,9.759929807211158,0.9082031552970875,0.34059162439793383,0.9991404980372531,CE,788950.3098144531,1096579.2644042969,1182799.1965332031,540857.696472168,797526.4951171875,1046914.4780273438,763953.9541015625,1150298.960205078,813374.4765625,103143.08738708496
16:3 Stigmasteryl ester,-0.08380784886497038,11.336296100520697,0.05052880484254274,0.822145655587297,0.9991404980372531,CE,1975534.305053711,4720311.004638672,5171141.995483398,1801859.525909424,2258827.65423584,4274017.391723633,1707096.069396973,4371415.269836426,2056865.3665161133,39270.862632751465
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.14838364635869203,10.63639687311698,0.15808633867163735,0.6909245240232856,0.9991404980372531,CE | CE,1359594.2016448977,2574079.7657470703,2979560.499572754,1095559.090774536,1466560.024963379,2300476.920196533,1103556.2556152344,2787728.9231262207,1338548.513458252,40001.622884750366
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.09657781379046272,11.043608843174702,0.06707524543162435,0.7956438121843284,0.9991404980372531,CE | CE,1667403.3458251953,3680598.401611328,4184512.6173095703,1482588.7326202393,1867686.641418457,3376916.686401367,1422642.0762634275,3525486.3202819824,1708942.0997924805,41981.02304840088
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.10179981035432531,10.74922198557878,0.07451337204111042,0.7848752190034974,0.9991404980372531,CE,1334801.895446777,3106656.797088623,3356310.528503418,1162368.9273986816,1522209.2582092285,2887374.0138549805,1206125.1996154785,2690113.881866455,1356999.5156860352,41338.52281188965
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",-0.025364941101538207,10.805743764020473,0.004635994504496921,0.9457154731339908,0.9991404980372531,CE | CE,1447853.014892578,3100444.072692871,3660827.023376465,1353950.488822937,1500422.472442627,2687074.9968566895,1190614.404724121,3090809.117034912,1422682.6301879885,41639.50292015076
18:1 Campesteryl ester,-0.0500420303509498,11.046997150142245,0.018032421628959128,0.8931773306541224,0.9991404980372531,CE,1707497.1040039062,3672621.907043457,4339608.172363281,1518235.576385498,1789755.3739624023,3204196.690063477,1402191.4959106443,3735554.5223999023,1691380.4220581057,44848.22304916382
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.07523207991168958,11.27828921139592,0.04072704680947936,0.8400657076605984,0.9991404980372531,CE,1913767.1786499023,4495567.135131836,5061750.217041016,1706795.089111328,2177446.016845703,4095343.482543946,1623692.8201904297,4150944.659851074,1979133.4765625,40885.68292999267
18:3 Campesteryl ester,-0.051052242107524966,11.08066605900034,0.01876729730702209,0.8910357071328076,0.9991404980372531,CE,1707117.0549316406,3777282.47265625,4373657.011108398,1635778.7589111328,1830285.6535644531,3280187.0474853516,1426572.030090332,3888413.565368652,1720888.4177246094,43290.78319168091
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.08723673810281395,11.337024742240631,0.054742579219237086,0.8150072430094006,0.9991404980372531,CE,1974806.771911621,4683383.762390137,5225475.064697266,1783487.885131836,2260762.9064941406,4273291.343078613,1706679.6537780762,4389020.909790039,2060603.06451416,40236.00278472901
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.15972552992113692,11.15972368089997,0.18311142605944042,0.6687128537610332,0.9991404980372531,CE | CE,2126745.5697021484,3496396.205078125,3900011.8770751953,1568005.33102417,2014721.9537353516,2960267.2912597656,1768917.5540771484,3701249.00378418,2029562.3850097656,111372.25839805604
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.23466618411098952,9.12594800386551,0.3942568821366872,0.5300702480612696,0.9991404980372531,AC,478508.6959228515,581810.5565185547,673715.77099609375,504305.3756103515,440532.0904541016,535128.9973754883,517384.09729003906,533576.4212646484,531947.4597167969,114115.06772994997
20:0 Campesteryl ester,-0.2554448563778671,10.66977659455792,0.466830807545193,0.494448769584405,0.9991404980372531,CE,1579443.7087402344,2290627.869873047,2371062.5517578125,1090242.490814209,1453715.0483398438,1934160.1706542969,1301071.357421875,2756263.453857422,1485507.4794921875,117365.78839111328
20:1 Campesteryl ester,-0.23969423251003472,10.683022595484234,0.41126459946099203,0.5213283415398192,0.9991404980372531,CE,1619703.5004882812,2325912.201660156,2429942.8693847656,1107220.6676330566,1482835.119140625,1934451.71484375,1326422.3837890625,2746248.224609375,1499049.9282226562,107014.40713882446
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.1587065471961385,11.186111524691366,0.18078841044803085,0.670696566782554,0.9991404980372531,CE,2156904.759765625,3558858.6623535156,3976487.776123047,1626150.655822754,2056882.3227539065,3014448.8520507812,1799126.8276367188,3763806.333984375,2080992.4514160156,107587.868144989
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.13308378436967785,11.18903714509115,0.1272271955385803,0.7213244809331602,0.9991404980372531,CE,2143628.2973632812,3554552.2036132812,3945552.936035156,1744661.2466125488,2024772.1220703125,3040737.1506347656,1784997.0583496094,3734481.5161132817,2043700.0700683591,120097.84827804564
20:3 Campesteryl ester,-0.2306026265866906,10.694890493706007,0.38077805137072596,0.537187130332685,0.9991404980372531,CE,1627509.4765625,2416128.0581054688,2507091.5747070312,1070385.4758911133,1483640.6147460938,2000263.3784179688,1346810.8771972656,2770194.724609375,1481498.9370117188,103799.04703521729
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.14972979918140575,11.133113166935605,0.16096104386599563,0.6882732441897917,0.9991404980372531,CE,2054823.9826660156,3437651.1291503906,3823854.686035156,1603876.9877319336,1981349.9130859375,2919510.557861328,1725590.8715820312,3615039.737060547,1967054.7839355469,112794.7882385254
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.15038791539368948,10.88023184705367,0.16237567001826392,0.68697864730177,0.9991404980372531,CE,1695153.7299804688,3028089.337402344,3430672.854248047,1174486.8546295166,1649878.07421875,2600619.6948242188,1433671.090576172,3109039.83203125,1605611.1293945312,80782.82581329346
20:5 Cholesteryl ester,-0.03266468391046443,10.801923478021171,0.0076868221804033965,0.9301353684360429,0.9991404980372531,CE,1472513.1021118164,3172285.7553710938,3439907.041625977,1372025.7718658447,1529384.1152038574,2643668.9346313477,1224831.609375,2979094.144592285,1432792.6403808594,40848.14287948608
22:0 Campesteryl ester,0.0034885170307080602,10.476161384055057,8.775659080129117e-5,0.992525647409731,0.9991404980372531,CE,1622608.917816162,1693196.592254639,2998802.556945801,1114970.1255950928,1154048.6613769531,2021629.8032836912,978836.5494384766,2019985.7680664065,1373684.2727355957,26874.302040100098
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-0.1422489124967556,9.485852619677157,0.14531204309514578,0.7030562085930744,0.9991404980372531,CE,680975.2891235352,1139922.3409423828,1269536.9176635742,452921.41033935547,584278.6501464844,960882.7532348632,515870.91384887695,1376826.1256713867,608116.9859619141,27702.32187271118
22:0 Sitosteryl ester,-0.029911766910958,10.701922018933733,0.00644623494008556,0.9360078454270364,0.9991404980372531,CE,1822921.273071289,2052731.3544311523,3368838.2041015625,1201522.3281555176,1359160.7946166992,2305809.6557006836,1147383.8492126465,2363449.1513061523,1568061.2435913086,77169.50589370728
22:1 Campesteryl ester,-0.014647857944114768,10.416254751507976,0.0015464859461644664,0.9686309675502625,0.9991404980372531,CE,1542582.1212768557,1659973.790374756,2829398.5095825195,1046323.8808441162,1133079.822479248,1919642.534362793,941533.9098892212,1956467.0634765625,1317949.008544922,26758.60181045532
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.14212635448755226,9.458242291894539,0.14506229062772036,0.7032993891169156,0.9991404980372531,CE,654653.2816467285,1121099.4163208008,1251449.358642578,451082.5294647217,572486.2168579102,948963.9513549804,484636.1116027832,1373943.5310058594,601720.5035552979,28412.241912841797
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.0021375802177063213,10.699152779043168,3.294393536634743e-5,0.9954204224728515,0.9991404980372531,CE,1817500.9332580569,2143438.368488312,3483556.3550338745,1182742.1558151245,1344112.746334076,2369999.6730041504,1126148.2764968872,2432624.3164367676,1518842.6642227173,59661.04486465454
22:2 Campesteryl ester,-0.03605468499154743,10.147422707513899,0.009364242985611781,0.9229098279082663,0.9991404980372531,CE,1213761.7136535645,1467633.4023132324,2213065.8686828613,907571.1602172852,945730.071044922,1548088.1864624023,799829.2206573486,1727326.5692596436,1055262.1890563965,28828.601886749268
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.0028155189334958786,10.666299953752224,5.715518636861816e-5,0.9939679664684007,0.9991404980372531,CE,1755265.5286865234,2133095.015319824,3454421.276412964,1198484.371307373,1305782.074951172,2387638.347885132,1098289.6187973022,2431595.019012451,1504585.3003845215,31807.14225769043
22:3 Campesteryl ester,-0.1735189338206366,9.365410721743055,0.21600569459519647,0.6421003791957178,0.9991404980372531,CE,624531.4252319336,1010147.7665710448,1157966.298675537,418789.3702850342,553368.0776672363,890991.3828125,488965.3962402344,1215960.052581787,572196.2226257324,25816.88180923462
22:3 Stigmasteryl ester,0.016134652740546235,10.587424565969934,0.001877845948911272,0.9654351929984267,0.9991404980372531,CE,1715850.0451660156,1914662.7027130127,3263354.667663574,1201693.105064392,1229888.0190124512,2219341.1036376953,1037721.9331054688,2234915.5794677734,1452883.9295959473,29448.982093811035
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-0.2733951861776269,10.578119596114037,0.5344009354012087,0.464762468818467,0.9991404980372531,CE,1504908.6469726562,2088645.1794433591,2153481.6518554688,1019667.185760498,1398906.659423828,1732583.7451171875,1256184.6625976562,2463806.828857422,1429277.7192382812,118993.82879257202
22:5 Cholesteryl ester,-0.26932631269850216,10.654344681266688,0.5186889508186141,0.47140147464549736,0.9991404980372531,CE,1587880.7717285156,2248224.8471679688,2353680.63671875,1025343.2522583008,1446577.9990234375,1908633.1130371096,1327634.8317871094,2647383.7080078125,1488166.5490722656,114990.62853240968
22:6 Cholesteryl ester,-0.24037898477610303,10.67653950015005,0.41360782800620655,0.5201439712159887,0.9991404980372531,CE,1612392.189453125,2308341.8029785156,2411009.220214844,1083897.462677002,1466869.2517089844,1907218.3432617188,1331848.4821777344,2743999.8203125,1467189.5034179688,116655.2083015442
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.03006612124602786,10.714180339580809,0.006512904685223475,0.935678493509452,0.9991404980372531,CE,1841161.4660339355,2085391.799823761,3415279.208557129,1193728.8836364746,1382787.722038269,2329438.053543091,1145748.8530960083,2413426.921432495,1572557.308944702,75213.30527496338
3-hydroxyarachidonoylcarnitine,-0.2471412022026766,10.270430671780002,0.4371014025819022,0.5085248130208178,0.9991404980372531,AC,950045.8879394532,1263232.9755859375,1577737.2863769531,1192835.4344482422,1038095.4111328124,1226450.555419922,1104591.8566894531,1258064.9012451172,1122235.658569336,247831.9576034546
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.25159550659431823,9.836134433024773,0.45292741645971546,0.500948039388473,0.9991404980372531,AC,745915.1159667969,944104.31298828125,1132979.3279418943,955502.7790527344,824888.4753417969,974609.2042236328,812935.3562927246,1013067.4606323242,832807.3798217773,140317.9097480774
"3-hydroxylinoleoylcarnitine,",-0.20824393058742893,11.98823177649673,0.3107568094412505,0.5772161477701726,0.9991404980372531,AC,3560631.717285156,4365227.45300293,4478813.756469727,5424324.594116211,3857879.0826416016,3755488.9732666016,4306940.206542969,5201880.256713867,3597242.659423828,259128.27826309204
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.31343696797499454,11.637022977336704,0.7013650145381689,0.40232540938040373,0.9991404980372531,AC,2841273.5791015625,2658867.3598632812,2975819.9208984375,3437448.0068359375,3062052.8403320312,2565661.3549804688,3153356.01953125,3068166.078125,2805499.6357421875,638254.4590263367
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.2915417370177404,10.456198390386536,0.6072933241484861,0.4358087452977296,0.9991404980372531,AC,1205774.039794922,1334843.5915527344,1574963.1228027344,1305729.0169677734,1266553.0290527344,1218282.745361328,1292452.126586914,1247825.5977783203,1364969.7358398438,292378.04011917114
C12:0,-0.011724077329155947,9.275103194891047,9.907968596962746e-4,0.9748891935453327,0.9991404980372531,FFA,467081.8546142578,767002.9313354492,637220.1625366211,619134.9823608398,433260.6104736328,764340.4943847656,505396.1551513672,480588.01330566406,362474.8061828613,192937.8125
C12:1,-0.012586226176193293,9.049492120091633,0.0011418457706895424,0.9730436465584515,0.9991404980372531,FFA,429770.22955322266,605230.82470703125,511127.4340820313,513446.6744995117,369004.205078125,602155.9632568359,424920.8080444336,372567.2653198242,329751.7640991211,177952.53317260742
C14:0,-0.06843310495929628,10.623817694990938,0.033704848840443447,0.8543360471873322,0.9991404980372531,FFA,1272058.184326172,2203333.132446289,1756517.399169922,1445323.8159179688,1203727.8647460938,2110289.491333008,1404082.1120605469,1535968.0650634766,886814.3593139648,369149.4465942383
C14:1,-0.22120630288408608,11.710042400359645,0.3504928023176035,0.5538342991304783,0.9991404980372531,FFA,2343070.57421875,2481233.7543945312,2366991.37890625,2215613.140625,2487080.376953125,2376512.1328125,1781254.1982421875,2105542.6713867188,2170038.2114257812,1905441.6752929688
C15:0,-0.40037165007976205,10.086898154480968,1.140468141558813,0.2855534285911488,0.9991404980372531,FFA,870962.4801635742,793726.1092529297,780912.2749633789,836918.8010253906,997021.3467407228,795665.3126220703,1118561.9372558594,583804.8407592773,661402.5719604492,440589.41314697266
C15:1,-1.0337346788139885,11.443571960061712,7.356695534421306,0.0066813472396597216,0.9991404980372531,FFA,1777239.8449707031,1033582.3955078124,854112.263458252,1100277.9603271484,3027454.519836426,968810.4743652344,2725583.9951782227,860388.900970459,1563118.1477661133,1725227.109222412
C16:0,-0.22010342599195054,12.875443674387823,0.3470202579473387,0.5558047558039597,0.9991404980372531,FFA,5486492.026733398,5811554.065185547,5163038.89465332,6936173.981079102,5741593.872436523,6754271.878051758,5996406.524658203,3945772.823059082,4709216.054443359,3408274.16986084
C16:1,-0.20200880563431334,9.021719308583995,0.2924836711608805,0.588633313933519,0.9991404980372531,FFA,450568.933013916,452425.3934326172,474642.9748535156,496472.3569946289,450388.5725097656,511686.8575439453,453685.01330566406,349757.4248046875,373405.5489501953,161706.47105407715
C17:0,-0.4041888638385007,11.144383353376245,1.1621420477167703,0.2810217411999416,0.9991404980372531,FFA,2006468.708618164,1631409.142578125,1738138.1675109863,1883272.5186767576,2286791.912841797,2098835.010498047,1995212.1161499023,1361150.7901000977,1742066.2689819336,741267.45263671875
