lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0139,AK0140,AK0142,AK0161,AK0169,AK0170,AK0200,AK0202,AK0204,AK0144,AK0145,AK0147,AK0154,AK0155,AK0164,AK0166,AK0168,AK0174,AK0175,Blank-1x
PGo (40:9),0.1072021578936225,7.475842288706942,0.1816496614225116,0.6699593639121151,0.9812712817835444,PG,215099.99688720703,271025.9422607422,153528.4916381836,146539.51190185547,235845.75634765625,268332.4387207031,178623.97302246094,238757.67584228516,180534.3148803711,224540.03381347656,123497.74865722656,201831.5560913086,110852.48822021484,104245.82775878906,132792.5103149414,245292.86004638672,131456.7900390625,165661.03076171875,214977.1163330078,162965.03002929688,34467.90252685547
PGo (42:0),0.16385454085378787,7.529117913575095,0.42424024507386093,0.5148287918200455,0.9812712817835444,PG,225604.0368652344,302421.6435546875,153992.75115966797,137118.3087158203,258281.02001953125,261518.13989257812,195293.39373779297,273864.400390625,185383.4327392578,263028.70056152344,115051.76745605467,219070.8135986328,99477.2680053711,103495.56762695312,136257.0687866211,274825.3831176758,124795.64916992188,158948.07244873047,247366.0563964844,170037.77447509766,37360.92282104492
PGo (42:1),0.12818979910141529,7.439867869128801,0.2597113684536796,0.6103185178699306,0.9812712817835444,PG,212175.8169555664,265933.6181640625,144495.80987548828,146366.88885498047,226149.05645751953,244369.49548339844,180077.33374023438,238081.11987304688,180383.5743408203,213214.95581054688,114778.42803955078,192842.33264160156,97505.2466430664,102495.92822265624,126178.50909423828,249629.6773681641,123600.8289794922,150581.85150146484,208834.35595703125,168198.21197509766,39193.56301879883
PGo (42:4),0.11733795695738869,7.456181873834879,0.21761300177573162,0.6408647411769262,0.9812712817835444,PG,209200.1173095703,258978.57788085935,155260.330078125,143122.4486694336,245378.11993408203,246543.59735107425,200695.8748779297,247924.7349243164,178175.93286132812,238493.4549560547,119900.49005126952,207228.85510253903,107131.56848144533,100423.34741210938,138670.6098022461,260535.87957763672,128120.04895019533,156345.06982421875,208572.37576293945,166717.03002929688,28733.342254638672
PGp (16:0),-0.17853760148634895,1.2237884799626408,0.5018000128955435,0.4787102781245961,0.9812712817835444,PG,2187.7201614379883,1872.220142364502,1595.0801162719729,3206.4002075195312,1870.8801155090332,1820.4001388549805,1795.0801315307615,1803.8001098632812,1679.000114440918,1684.7401161193848,1681.7001152038574,2259.0401611328125,1694.6001091003418,1560.4001083374023,1944.2401390075684,1824.1601104736328,1677.4001159667969,1644.7401237487793,1918.58012008667,1668.1201057434082,1575.2001266479492
PGp (20:0),0.08693254472509801,7.2055889691418145,0.11946001291244102,0.729620888505814,0.9812712817835444,PG,177584.11462402344,200908.4942626953,130216.10748291016,113625.16958618164,213286.2562866211,176058.75128173828,158946.2924194336,205517.5362548828,137486.04760742188,183186.95581054688,100828.22668457033,165646.27075195312,81092.14599609375,88856.32586669922,123526.78787231444,193156.21295166016,100466.46655273438,121992.5267944336,188952.83514404297,126655.16760253906,40972.06262207031
PGp (30:1),0.16859734884452665,7.710689971419461,0.4491432392860587,0.5027420973833158,0.9812712817835444,PG,264011.07482910156,327968.984375,176534.79193115234,159162.52981567383,346350.2403564453,270753.9783935547,260049.97909545896,314620.5248413086,218134.11474609375,291459.40087890625,137423.1499633789,258107.79779052737,120718.48846435548,117428.00994873048,171170.45373535156,317486.42181396484,134666.92797851562,177719.27236938477,293885.6199951172,181789.0108642578,29184.622283935547
PGp (34:4),-0.05293100008569284,7.143113702656769,0.04429137749951906,0.8333124392373715,0.9812712817835444,PG,154530.17163085938,178105.4530029297,108633.30853271484,100931.72723388672,165481.9305419922,148963.47161865234,137369.14935302734,172411.3321533203,121301.9871826172,326119.20068359375,83420.92547607422,147585.68908691406,80973.26568603516,82328.005615234375,101428.38647460938,163518.71130371094,94375.8676147461,289009.07806396484,154429.48992919922,112583.90911865234,31819.72232055664
PGp (36:5),-0.06348410543929928,7.986410231903656,0.06371293788123467,0.8007209108347839,0.9812712817835444,PG,314973.68084716797,405668.34661865234,205910.03228759769,189770.95434570312,332430.3655395508,272015.9167480469,268126.5002441406,333935.2623901367,254774.37799072263,334730.5797729492,180315.13214111328,334538.5812988281,171738.79412841797,160511.6502380371,199425.83416748047,331767.76263427734,215835.05834960935,228440.25366210935,356513.22479248047,270090.27838134766,38261.06286621094
PGp (38:6),0.08156143158718168,8.841219316835852,0.10515972328130374,0.7457234863839173,0.9812712817835444,PG,582268.1838378906,733904.9333496094,388217.79162597656,374311.82666015625,560735.9431152344,731120.38525390625,442904.1745605469,602674.6549072266,477258.5588378906,531162.3988037109,310740.5275878906,449049.87243652344,257903.85607910156,241683.0938720703,341581.4211425781,726070.7237548828,403740.0324707031,470612.5932617187,457906.41595458984,525626.3424072266,77976.9658203125
PGp (42:2),0.22220866498201586,7.393721882104736,0.7798661047897895,0.3771820928259872,0.9812712817835444,PG,196694.33471679688,312449.40197753906,125647.66857910156,124589.64916992188,247107.93621826172,211681.0329589844,165877.0723876953,305681.8016357422,182294.5928955078,266386.0965576172,98238.86624145508,249610.53564453125,85963.185546875,94482.226318359375,111585.68768310548,221419.91650390625,116672.72790527344,141511.9691772461,236077.33459472656,140502.41107177734,30189.76232910156
PGp (42:4),0.19251837056547225,7.616177538789976,0.5855333858805238,0.44415154705791415,0.9812712817835444,PG,257527.32037353516,305963.91998291016,180939.71099853516,173445.39099121094,277757.2221069336,317739.2841796875,202261.2767944336,274778.70178222656,193955.59161376953,249542.65594482425,124046.26965332033,209845.6350097656,108927.24667358398,100265.06594848631,157506.6505126953,319472.5026855469,146007.60906982422,181934.63317871097,229536.77734375,182975.65203857425,28527.801971435547
PI (14:1),-0.13055241898904998,2.8823714803503364,0.26910386551344345,0.6039335412119624,0.9812712817835444,PI,9086.820682525637,5730.500392913818,10682.180694580078,7089.800338745117,5813.180400848389,9735.280632019045,3437.480209350586,3946.400268554687,11006.100700378418,6623.500453948975,6856.800373077393,5953.940464019775,8058.4605712890625,8416.52053451538,7662.880554199219,5064.360424041748,7386.060531616211,4264.680313110352,4037.1203079223633,3309.700225830078,1559.7401123046875
PI (20:1),-0.14522806141406858,8.02954370026635,0.3333115867444576,0.5637155817022321,0.9812712817835444,PI,142740.19036865234,458852.2114257813,268838.2204589844,250587.1767578125,503102.8146972656,100044.54638671876,397389.36474609375,161064.26962280273,105509.34753417967,523114.59619140625,107477.66790771484,452601.6110839844,249090.33544921875,268878.95556640625,295272.43896484375,391537.1123046875,102388.10696411131,95229.3465576172,465162.1096191406,99825.92614746094,55898.9641418457
PI (24:0),-0.13039307308616901,7.174648500909217,0.2687106513840263,0.6041979923766032,0.9812712817835444,PI,54982.303649902344,303291.3419189453,149278.03063964844,143768.37036132812,269093.40197753906,59620.703704833984,229691.47967529297,66479.3454284668,68015.124267578125,272684.8201904297,56121.28399658203,255425.9820556641,150434.47106933594,144875.2119140625,158480.82983398438,231651.67456054688,37780.7626953125,54389.64370727539,268510.1572265625,51478.36349487305,29667.261993408203
PI (26:0),0.030585711420389235,7.636356676862393,0.01478966829017736,0.9032056915435908,0.9812712817835444,PI,67305.12506103516,440206.3728027344,234122.873046875,207274.3126220703,403441.7824707031,113184.66796875,325263.8253173828,130202.73083496094,72123.90509033203,367422.3869628906,58673.38412475586,313159.19921875,203411.3578491211,146100.03125,226142.93896484375,397115.52978515625,47709.46368408203,64974.70462036133,376840.3887939453,71529.44494628906,39667.1227722168
PI (28:0),0.10812562782292454,8.285947543397622,0.1847952039388474,0.6672842973624742,0.9812712817835444,PI,111279.2668762207,774371.4404296875,360531.1511230469,343444.0224609375,683313.0441894531,153336.7915649414,640000.6130371094,143746.0696105957,105969.9273071289,628065.60546875,84239.48571777344,591080.2819824219,284974.5184326172,227447.0361328125,340869.59045410156,642288.4453125,71249.12417602539,85813.78582763672,642448.4287109375,98689.18634033205,36833.62265014648
PI (28:1),0.029970015415147846,8.381198697655467,0.01420043232064927,0.9051441859014046,0.9812712817835444,PI,125503.22973632812,832012.5988769531,456239.4094238281,393594.8679199219,531544.6945800781,156974.9125366211,497015.1958007813,153998.19244384766,117574.7484741211,741468.2004394531,90749.26641845705,588818.8857421875,248359.03662109375,284666.31884765625,431631.31091308594,655088.9111328125,81266.18600463867,99396.04675292967,729352.9547119141,103645.18743896484,43964.88302612305
PI (30:0),-0.1843282908873038,8.572241434078647,0.5368149472706136,0.46375572127870296,0.9812712817835444,PI,158484.3310546875,778027.931640625,424503.59228515625,372647.78759765625,540646.87744140625,170993.552734375,566589.3544921875,216492.43493652344,156155.75317382812,592585.68359375,179574.77270507812,548447.5732421875,388393.8896484375,380072.48583984375,440138.3471679687,531219.1181640625,121366.0086669922,152690.39135742188,633653.0283203125,178031.7335205078,112497.46826171876
PI (30:1),-0.04508233850138649,8.105919498066102,0.032131347306858515,0.8577396862794522,0.9812712817835444,PI,93173.22647094728,741107.90576171875,350497.0090332031,248672.07849121097,401263.0057373047,116134.8272705078,469288.6658935547,192943.17147827148,92865.74740600586,607899.263671875,96394.8663635254,517805.21325683594,216367.09326171875,274219.9235839844,355827.8836669922,472633.8854980469,62488.543884277344,72829.425048828125,619000.1595458984,88218.36511230469,31252.3426361084
PI (30:2),-0.2232827712804459,7.237019445117522,0.787412313868117,0.3748837336334465,0.9812712817835444,PI,57167.76382446289,308652.00299072266,143986.91137695312,137297.12713623047,273397.9376220703,71919.70523071289,242984.03643798828,72504.52573776245,67521.365478515625,283244.18170166016,47288.483337402344,344010.5294189453,131417.91186523438,194998.89129638672,156343.85192871094,254444.1173095703,34750.94239807129,42494.04316711426,277075.22009277344,60748.84426879883,26717.401832580566
PI (30:4),-0.1808128203053569,6.525137122928706,0.5165204351869761,0.4723297513054433,0.9812712817835444,PI,36640.362533569336,185657.83099365231,91468.20651245116,83957.12603759766,199716.5139160156,41576.26301574707,158262.59130859375,36900.36247253418,34288.102310180664,175332.05236816406,22717.381408691406,213060.1336669922,82923.48498535156,111843.26724243164,96529.4249572754,166079.89056396484,19514.941371917725,27713.361820220947,175936.1890258789,34567.262382507324,13999.180976867676
PI (32:0),-0.12431086017685983,9.35859926064936,0.24424360132252332,0.6211578229725256,0.9812712817835444,PI,218708.95678710935,1483007.1884765625,657749.2421875,619081.0458984375,1123727.970703125,247776.8376464844,1178588.453125,275202.0021972656,279281.92138671875,1181035.841796875,243979.69555664065,1179574.923828125,697342.3125,610587.3662109375,723884.150390625,932615.3017578124,183791.833984375,206615.61462402344,1239769.111328125,265426.24084472656,166127.35229492188
PI (32:1),-0.09175939629389686,8.393756378584285,0.13309536693304835,0.7152440000765335,0.9812712817835444,PI,135429.55010986328,891038.90234375,389068.4455566406,321891.8596191406,450935.55224609375,159928.25219726562,522741.609375,180350.3325805664,137933.09033203125,566012.5144042969,145614.349609375,513738.712890625,291928.6826171875,325165.6232910156,412016.7058105469,490446.17822265625,101531.94799804688,115535.96844482422,600169.3464355469,181834.1905517578,78118.56561279297
PI (32:2),-0.23743526090253375,8.236340733204315,0.8902963036425717,0.34539702507017234,0.9812712817835444,PI,125726.78869628906,581227.72021484375,315759.2021484375,296958.58154296875,467773.1791992187,152878.86987304688,436718.0146484375,127526.54864501952,145446.08984375,446892.66943359375,132220.36840820312,545604.42138671875,281876.92041015625,372531.8212890625,313279.8828125,415544.4106445313,87505.40673828125,114936.66833496094,487899.4916992187,127436.02868652344,84482.74609375
PI (32:4),-0.18717984075048896,6.622165247698845,0.5535147661648807,0.45688510833328677,0.9812712817835444,PI,33564.662353515625,204580.55389404297,95113.3250732422,88444.7260131836,205466.0712890625,39458.28276062012,175101.25146484375,42650.50305175781,47005.52381896973,195589.07391357425,25772.22158813477,253152.5137939453,79606.42529296875,130662.94848632812,92695.04678344728,175459.59368896484,19673.96148300171,30216.602081298828,191921.11346435547,36240.582595825195,12070.380836486816
PI (32:5),-0.14536530601670322,6.725035495678938,0.3339299365179613,0.5633541111122585,0.9812712817835444,PI,32142.88246917725,218841.09735107425,109988.50756835938,101112.68692016602,236157.71795654297,44674.88342285156,194011.3748779297,41826.70246124267,38170.70281982422,205297.79296875,36146.62266540527,225265.1546630859,98919.026611328125,112007.42672729492,107002.1474609375,204004.95770263672,23159.78183364868,30139.002086639404,214950.95556640625,47457.103103637695,14061.300895690918
PI (34:0),-0.2315503707769102,8.821746105208113,0.8467639189604483,0.35746942426008244,0.9812712817835444,PI,160812.6309814453,839067.662109375,497633.9091796875,462999.8115234375,617420.6201171875,247297.8985595703,609070.2880859375,215917.7952880859,243879.75830078125,643513.1279296875,239605.63745117188,636451.1474609375,505319.4560546875,429655.0107421875,484714.61572265625,610006.0634765625,153735.791015625,184867.2725830078,750011.3701171875,248140.6585693359,143389.2286376953
PI (34:1),0.041260574860580726,8.600990409714884,0.0269147862227328,0.8696860634446307,0.9812712817835444,PI,180641.85342407227,1158307.73046875,406909.11083984375,338012.4626464844,433400.7099609375,200743.6970214844,476188.4377441406,157052.55206298828,172925.0736694336,512859.04931640625,172973.39471435547,467968.8918457031,341171.5051269531,289293.82275390625,386758.3212890625,508598.73828125,95420.44561767578,180037.67428588867,490293.41796875,152874.99157714844,204035.6396484375
PI (34:3),-0.07760566976591932,7.114185111783715,0.09520470369898248,0.7576618862229301,0.9812712817835444,PI,51376.10418701172,330720.5654296875,141763.18811035156,132610.20971679688,276524.8001098633,77424.82516479492,222468.05529785156,84023.74464416504,64772.66442871094,265660.3994140625,70722.7847442627,260701.1378173828,115994.40911865234,124329.44903564452,151497.01068115234,254517.3583984375,32170.962257385258,48439.10354614258,269054.9788208008,85357.48481750488,15855.661148071287
PI (34:4),-0.14743345100787852,6.917282174505004,0.34349740319521516,0.5578173777204012,0.9812712817835444,PI,47596.303314208984,231654.2357788086,118441.20889282228,116387.5281982422,234863.1011352539,72261.94543457031,200954.11306762695,49950.74378967285,72999.44566345215,217000.55590820312,54739.62367248535,245755.05975341797,94090.36700439452,133409.7520751953,124529.9110107422,237645.17889404297,28205.862113952637,34062.12233734131,216029.43759155273,66419.88376617432,18901.501472473145
PI (34:5),-0.14474774489437445,7.858161529156888,0.3311104487593184,0.5650059460709735,0.9812712817835444,PI,52534.443283081055,459081.46466064453,163147.5499267578,148652.23052978516,497824.5078125,78724.90550231934,540438.3961791992,78540.92669677734,93460.5672302246,414512.9484863281,72856.60650634766,662182.5233154297,131946.48867797852,235341.37692260745,156895.99096679688,530662.7854003906,29931.482223510742,37804.122482299805,456465.31817626953,43908.30332946777,84625.22752380371
PI (34:6),-0.19015957063655442,7.348407742844911,0.5712797358137323,0.4497508311600492,0.9812712817835444,PI,55215.804107666016,331204.4637451172,173696.5704345703,152397.14965820312,330433.56091308594,73774.4048461914,304307.34075927734,63385.60510253906,66429.56460571289,280015.3829345703,58511.12451171875,336777.7427368164,150973.33184814453,175234.43237304688,168557.47290039062,291877.58166503906,43021.36309814453,51098.46388244629,331525.9248046875,91262.90644836426,22721.641708374023
PI (36:0),-0.07968403268131996,8.42393006678047,0.10037438398285303,0.751380820398581,0.9812712817835444,PI,119847.16888427734,673410.568359375,331884.1223144531,315970.3427734375,592815.81787109375,190111.53192138672,607452.33837890625,230509.91607666016,232806.53802490231,602851.74365234375,162909.01196289062,556837.4807128906,302454.9235839844,282708.7385253906,341751.5075683594,604035.06884765625,87186.34661865234,181021.89260864255,659767.92529296875,194901.95239257812,71532.24475097656
PI (36:1),0.0705310925348983,7.800406432193373,0.07864106509805424,0.7791475136551735,0.9812712817835444,PI,95316.5066986084,669885.2551269531,247962.3773193359,231787.93774414065,366664.9255371094,195842.1941833496,319145.0227661133,139614.24993896484,118648.4458618164,377150.9659423828,103941.06759643556,339441.84533691406,189869.53247070312,160514.61029052734,223442.255859375,476941.3585205078,64794.90444946289,127429.18840026855,365907.4044189453,127328.59063720705,23389.821807861328
PI (36:2),0.12079163981501341,7.9871472376960595,0.23061075139594323,0.6310713349006487,0.9812712817835444,PI,132938.2300415039,861552.5958251953,271711.16076660156,259919.54052734375,385134.6496582031,208397.7163696289,335214.6442871094,149710.1495666504,157773.4315185547,404277.73193359375,145749.33209228516,377710.3233642578,210832.35229492188,199879.45178222656,243093.7393798828,461219.4509277344,105021.96827697754,82532.34582519531,389979.9064941406,137100.26823425293,33909.982345581055
PI (36:3),0.09139629582887608,7.446258400762929,0.13204204739849956,0.7163240994208112,0.9812712817835444,PI,94213.88801574708,605223.6358642578,191156.5139160156,173656.15325927734,277654.3394165039,135334.94927978516,224958.33471679688,105550.56684875488,83178.74520874023,278345.66345214844,85596.16539764404,279357.61932373047,133129.58990478516,139898.92932128906,167819.87286376953,327548.98083496094,64952.06496429443,85265.48631286621,272626.4204711914,98165.22522735596,23126.54150390625
PI (36:4),-0.03693926209754026,8.115685379517354,0.021572393401584122,0.8832303416611194,0.9812712817835444,PI,167821.61247253418,730543.2958984375,323986.3432006836,342205.5648803711,344275.54583740234,233672.5976638794,333782.9517211914,138581.24938964844,164493.97007751465,502757.8204345703,163456.25164794922,468238.61584472656,289121.5819091797,216907.53381347656,226266.4741821289,543500.9280395508,175737.79486083984,134540.00984954834,406214.6749267578,152675.7706298828,17909.021087646484
PI (36:5),-0.1369630034547481,6.555131582900115,0.29645370542493765,0.5861142179281161,0.9812712817835444,PI,41294.163429260254,196831.09301757812,96134.82653808594,89106.76724243164,171035.61291503906,61814.34351348877,138924.83056640625,55710.684173583984,50175.14423370361,162680.3335571289,34538.42253112793,197841.75341796875,74114.62539672852,112545.36834716795,92459.20761108398,172050.19396972656,21331.561401367188,31532.2424697876,168924.51190185547,45349.163513183594,14904.641059875488
PI (36:6),-0.18056535847407876,7.04854780740978,0.5151194549107458,0.472931041728858,0.9812712817835444,PI,47425.963565826416,260010.10131835935,124824.548828125,121106.52893066406,241438.2952270508,88415.32632446289,201150.99603271484,60649.80433654785,86230.1664276123,247019.15802001953,64172.10452270508,263883.68115234375,104560.28784179688,143235.87091064453,130765.22778320312,230721.27783203125,44643.54312133789,65955.68385314941,233163.13568115231,72307.90559387207,20264.421310424805
PI (36:7),-0.04671835626789764,7.332848309092702,0.034505022114899475,0.8526366795512069,0.9812712817835444,PI,94168.0668182373,336147.44665527344,164787.03192138672,146959.67022705078,295407,109239.74740600586,258990.05755615231,76987.265869140625,90317.98556518556,299995.642578125,52328.68377685547,256628.00024414065,140741.47039794922,131157.40997314453,167791.7723388672,284054.0803222656,55593.82325744629,99479.765869140625,305901.8006591797,88912.94592285156,29079.441650390625
PI (36:8),-0.13386100865668493,7.416415382643073,0.28319092548190383,0.5946173576828668,0.9812712817835444,PI,78546.14546966553,375411.74853515625,165993.6719970703,155439.77026367188,289192.9206542969,110511.44845581056,255298.5797729492,84622.14584350586,105056.46810913086,285186.2580566406,83038.5454711914,303315.44177246094,138841.2886352539,175002.29370117188,171025.25036621094,301207.41998291016,41384.74252319336,91508.58554077148,288180.79986572266,94950.42822265624,33698.0419921875
PI (38:0) | PIp (40:6),0.11278247866049951,8.461034074047426,0.2010523430885769,0.6538727625228451,0.9812712817835444,PI,179598.22499847412,744131.5004272461,318707.19396972656,284547.5587463379,913809.2872314452,198120.17317199707,728515.8203735352,279433.9535446167,169970.37181854248,860282.5292358398,140971.76832199097,767423.8850097656,265398.9454650879,220511.04531860352,367580.1209716797,642893.5345458984,70476.19561004639,139956.02994918823,760299.7851867676,210495.0759735107,22417.021476745605
PI (38:1),0.09399186343284008,7.2600779857107565,0.13964623807441967,0.7086329530389454,0.9812712817835444,PI,94577.80738830566,325434.9045410156,194741.4130859375,193248.51446533203,252609.3985595703,195150.5329284668,193177.7529296875,89458.98696899414,84586.26599121094,238090.0555419922,62186.344078063965,196016.0953369141,117403.31066894533,114642.88690185548,167045.39080810547,370485.6875610352,59214.385330200195,76663.14553833008,241488.99963378903,87550.62724304199,13749.340950012209
PI (38:2),-0.07057190867684954,6.973169804343525,0.07873024687796715,0.7790255720066132,0.9812712817835444,PI,84695.44473266602,253784.87762451172,143478.10931396484,143044.41040039062,206657.33477783203,96591.52603149414,167172.85165405273,64282.224784851074,70974.40447998047,217765.53436279297,65395.60471343994,189606.05200195312,117308.38897705078,115235.28833007812,126410.62841796876,251079.45831298828,34100.88214111328,75660.80564117432,190959.81604003903,82251.16664123535,14394.901138305664
PI (38:3),-0.08342319920603004,7.3021264349790025,0.11001180968469271,0.7401306910496254,0.9812712817835444,PI,103931.16842651369,339686.9026489258,177545.45245361328,192987.6930847168,224802.51690673828,143792.42993927002,203886.67727661133,77161.065574646,82977.02632141113,282217.2828979492,104219.34861755373,239187.47772216797,149112.84823608398,125748.62789916992,137904.51049804688,320069.1251220703,84120.064697265625,86736.866065979,241076.79934692383,113721.34677886964,11812.400829315186
PI (38:4),-0.17684298022140463,9.27468714175517,0.49413236099826463,0.4820897208888169,0.9812712817835444,PI,497449.1737594605,1298480.507080078,733465.1047973633,824772.9180297852,596400.3645019531,580352.7182769775,636817.1276855469,287095.1977233887,347312.563079834,1134982.4031982422,574263.6573028564,947311.8740844728,705831.2496948242,475424.06048583984,423237.2967529297,1130708.9865722656,472049.5230255127,482339.82524108887,737519.737121582,449398.9818496704,14719.181060791016
PI (38:5),-0.17124598947844863,7.984742205100236,0.4633601175437434,0.4960577904918386,0.9812712817835444,PI,182710.2125854492,465222.39044189453,295154.84490966797,341728.90411376953,314690.30334472656,219984.87490844727,290761.14471435547,137759.57083129883,138507.71212768555,431127.1121826172,207109.81033325195,384025.4846191406,283934.9409790039,221520.01300048828,219203.4541015625,443229.6753540039,195904.39443969727,146747.13148498535,351072.28427124023,115115.62773132324,13214.040950775146
PI (38:7),-0.24679478461333768,10.518405549244846,0.9618001385242678,0.3267337505473761,0.9812712817835444,PI,875462.5455322266,452580.5346679687,2002109.792175293,3259074.746459961,380938.3258666992,3191525.4999694824,305529.56384277344,134219.82901000977,2377474.353790283,387633.4675292969,1355653.2633361816,298579.24182128906,2403551.4604492188,1299149.878540039,2572249.9302368164,439657.6076660156,445671.1892089844,1684534.1083526611,350556.4214477539,2336523.4484710693,23601.92147064209
PI (38:8),0.08012473196078822,7.472288373767069,0.1014858737044051,0.7500537615987508,0.9812712817835444,PI,106758.426071167,397528.78552246094,212244.15661621097,196754.53387451172,314051.3271484375,192990.19385528564,270173.64276123047,70227.7651977539,93190.30674743652,319540.3856201172,74956.16514587402,294708.44177246094,128472.47064208984,136083.73083496094,187996.05212402344,421759.87365722656,40265.9228477478,80599.08560180664,302378.4443359375,94611.96795654295,18501.201377868652
PI (38:9),0.04787901705938187,6.951125785663934,0.036240245502995094,0.8490202156000689,0.9812712817835444,PI,47614.10355377197,271235.2191772461,144586.07165527344,129351.52822875977,233551.1170654297,113304.82685852052,177098.4324951172,61421.72452545166,80450.80500030518,201383.3564453125,57994.60481262207,181194.47399902344,91103.3861694336,94550.84585571288,131621.22802734375,258759.53997802737,38938.50269317627,54255.944831848145,203879.9539794922,72504.2445602417,21950.98166656494
PI (40:0),0.2820617943641804,14.193489196248574,1.2558625496266984,0.26243570891483636,0.9812712817835444,PI,14127795.697753906,39319658.07385254,14668621.924560549,15910811.91003418,43669141.49597168,5838348.019378662,42687910.46728515,25661635.66983032,16113002.427856443,50350217.959472656,4539432.740005493,38741307.48779297,15198004.099121094,8292976.684143066,21852816.866333008,35274694.7565918,2870474.9487457275,4134748.719268799,38993169.908203125,15941658.962844849,61878.52436065674
PI (40:1),0.2915075046758539,7.508481335455769,1.341193341263704,0.24682362969334726,0.9812712817835444,PI,118668.90879058838,403992.5620117187,161892.64935302734,159708.23065185547,417098.6270751953,101800.607711792,411731.3090209961,201368.83290100095,91946.7449951172,480220.0167236328,50535.404514312744,343982.4907836914,131111.72900390625,100520.42834472656,181697.2693786621,360259.32608032227,34288.361892700195,48709.72370529175,373304.4896850586,122096.5298576355,13946.52087020874
PI (40:10),0.07777451232580547,6.49139264659943,0.09561680842125497,0.7571544270867122,0.9812712817835444,PI,56808.94436645508,176590.27368164062,90005.68594360352,97461.62783813477,156871.2696533203,119916.02759552002,132385.7110900879,57342.98373413086,53202.80374145508,147240.39141845703,50388.16340637207,140191.72943115234,73185.48541259766,65538.14460754395,89479.28604125977,159164.43017578125,30945.86220932007,40296.562911987305,154231.79125976562,53669.32402038574,12439.980823516846
PI (40:3),-0.06977047571831778,6.6728082795973,0.07695152809992578,0.7814719186808462,0.9812712817835444,PI,63052.004791259766,201910.43487548828,96968.14782714844,93773.86642456056,178970.41186523438,82124.26598358154,144729.37072753906,67923.00469207764,72985.40586853027,189378.01190185547,48663.66418457031,209908.9557800293,73503.08560180664,103104.14736938477,96215.36682128906,174869.91278076172,40200.48220825195,36377.6423034668,183318.11267089844,58461.38441467285,13472.560974121094
PI (40:4),-0.1070341356470318,8.02546106494365,0.1810831978054921,0.6704440053731184,0.9812712817835444,PI,150347.3920097351,481591.21502685547,346377.52618408203,261572.99938964844,447224.6871948242,145528.45109558103,418272.2539672851,170307.4916381836,195972.67484283447,375208.9609375,124807.14919281006,438807.3705444336,258707.8412475586,203604.29594421387,309335.1024169922,376849.68994140625,128776.03239440918,114898.40606689452,426177.89697265625,262597.11505126953,17344.781272888184
PI (40:5),0.052311753781462036,7.277222666806603,0.04326133612630656,0.8352339673842593,0.9812712817835444,PI,87978.14711761475,301269.85876464844,149689.13006591797,146254.69079589844,282824.3371582031,120978.327835083,243270.63845825195,111231.5061187744,98694.90748596191,275016.6400756836,61518.044342041016,242346.0982055664,116555.16885375977,105235.3465270996,140269.94998168945,301697.2416381836,59185.824672698975,80207.16415405273,257852.6167602539,97324.80491638184,37833.04290008545
PI (40:7),0.10820375014389015,7.233144478798886,0.18505804446613183,0.6670619938117045,0.9812712817835444,PI,98580.806640625,330747.24377441406,185967.39642333984,168244.61157226562,254658.25646972656,132422.69073486328,211738.17553710935,82584.96572875977,94211.56571960448,281686.61779785156,68144.74443054199,223188.7772216797,116792.3070678711,106624.00616455078,156457.15100097656,313171.53790283203,48787.4841003418,58945.84375,267806.1558227539,88025.08534240723,19037.721229553223
PI (40:8),0.08020523301830253,7.026771557308327,0.10168842285474966,0.749812792254493,0.9812712817835444,PI,70272.46495056152,285448.4792480469,159804.57275390625,172736.57299804688,224376.91534423828,144124.91081237793,169435.39276123047,59035.06466674805,60820.484634399414,212013.59405517575,57774.06336975098,183767.1528930664,101159.52667236328,98614.547607421875,122853.95013427734,298146.341796875,48836.82346343994,63240.52406311035,216048.0164794922,71727.56536865234,17246.20118713379
PI (42:0),0.05486419945030324,6.180585014726654,0.047583556930476334,0.8273227158161075,0.9812712817835444,PI,46119.623222351074,157807.1522216797,72951.10565185547,67767.68496704102,129388.16815185548,54384.98435211182,102888.30792236328,56106.82369995117,47295.98383331299,147025.009765625,34315.58221435547,112572.10736083984,54748.88366699219,53757.00341796875,70243.72525024414,134872.48986816406,24659.701808929443,32835.5220413208,137384.3092956543,45503.56330871582,11593.840816497805
PI (42:1),0.04599040519550033,6.00821172027185,0.03343611906893784,0.8549114317411853,0.9812712817835444,PI,32220.54179382324,144168.28997802734,65364.68408203125,64517.92419433594,118791.34838867188,54959.404289245605,96317.62704467772,45413.60300064087,39374.942558288574,117827.12850952148,29532.722457885742,101908.4073791504,47115.68353271485,53035.50375366211,66244.74426269531,122173.7899169922,23595.121711730957,26223.562049865723,112188.80877685548,37902.40247344971,9612.860683441162
PI (42:10),0.11622860786052179,6.503755307619133,0.21351218889253687,0.6440284039784491,0.9812712817835444,PI,49363.60319900513,212017.29525756836,78447.6255493164,79320.88497924805,190849.7540283203,74958.90561294556,148927.17150878906,80796.60668563843,59090.524211883545,188745.15411376953,33805.92250061035,181117.67279052737,65589.1845703125,59773.18424987793,74518.88540649414,167577.45336914062,33524.562507629395,41708.70274734497,188545.0542602539,54048.92336273193,10673.240669250488
