lipid,Class,Sample,Sum_Intensity,Brain_Region
[TG(54:9)|TG(53:2)]_FA20:4,TAG,FAD185_M4,695372.7278442383,All
[TG(54:9)|TG(53:2)]_FA20:4,TAG,FAD189_M1,892933.3638000488,All
[TG(54:9)|TG(53:2)]_FA20:4,TAG,FAD184_F4,405254.4478149414,All
[TG(54:9)|TG(53:2)]_FA20:4,TAG,DOD93_F4,372427.4462585449,All
[TG(54:9)|TG(53:2)]_FA20:4,TAG,Blank_Blank,137614.24963378906,All
[TG(54:9)|TG(53:2)]_FA20:4,TAG,FAD185_M3,651177.3253479004,All
DG(44:6)_C16:0,DAG,DOD94_F4,476065.6346054077,All
DG(44:6)_C16:0,DAG,FAD189_M2,763458.3571815491,All
DG(44:6)_C16:0,DAG,FAD189_M3,488946.914478302,All
DG(44:6)_C16:0,DAG,FAD184_F3,393283.06650161743,All
DG(44:6)_C16:0,DAG,FAD185_M1,795154.2972068787,All
DG(44:6)_C16:0,DAG,DOD94_F3,458121.6312599182,All
DG(44:6)_C16:0,DAG,FAD185_M4,484916.93447494507,All
DG(44:6)_C16:0,DAG,FAD189_M1,576262.1819381714,All
DG(44:6)_C16:0,DAG,FAD184_F4,377442.80570602417,All
DG(44:6)_C16:0,DAG,DOD93_F4,462012.75428390503,All
DG(44:6)_C16:0,DAG,Blank_Blank,353627.94497680664,All
DG(44:6)_C16:0,DAG,FAD185_M3,648317.4853935243,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,DOD94_F4,254066.21795654297,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,FAD189_M2,348130.58404541016,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,FAD189_M3,292539.8405761719,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,FAD184_F3,245932.01782226562,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,FAD185_M1,394532.56619262695,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,DOD94_F3,254523.21853637695,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,FAD185_M4,261857.8373413086,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,FAD189_M1,340716.68267822266,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,FAD184_F4,294413.4606323242,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,DOD93_F4,249763.31713867188,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,Blank_Blank,221046.015625,All
PE(29:1)|PE(O-30:1)|PE(P-30:0),PE,FAD185_M3,374623.84619140625,All
LPC(20:3),PC,DOD94_F4,637609.1694335938,All
LPC(20:3),PC,FAD189_M2,738618.5106201172,All
LPC(20:3),PC,FAD189_M3,485693.57220458984,All
LPC(20:3),PC,FAD184_F3,628107.4033203125,All
LPC(20:3),PC,FAD185_M1,932098.0074462891,All
LPC(20:3),PC,DOD94_F3,581486.2601928711,All
LPC(20:3),PC,FAD185_M4,616584.0239257812,All
LPC(20:3),PC,FAD189_M1,1076901.5300292969,All
LPC(20:3),PC,FAD184_F4,581072.9816894531,All
LPC(20:3),PC,DOD93_F4,650951.6051025391,All
LPC(20:3),PC,Blank_Blank,194164.09228515625,All
LPC(20:3),PC,FAD185_M3,951441.869934082,All
DG(29:1)_C16:0,DAG,DOD94_F4,311655.0822753906,All
DG(29:1)_C16:0,DAG,FAD189_M2,419806.8304748535,All
DG(29:1)_C16:0,DAG,FAD189_M3,278647.3396720886,All
DG(29:1)_C16:0,DAG,FAD184_F3,226235.21670532227,All
DG(29:1)_C16:0,DAG,FAD185_M1,444868.71200561523,All
DG(29:1)_C16:0,DAG,DOD94_F3,285878.22019958496,All
DG(29:1)_C16:0,DAG,FAD185_M4,305056.5598754883,All
DG(29:1)_C16:0,DAG,FAD189_M1,341280.92557144165,All
DG(29:1)_C16:0,DAG,FAD184_F4,229384.7561531067,All
DG(29:1)_C16:0,DAG,DOD93_F4,321287.6016845703,All
DG(29:1)_C16:0,DAG,Blank_Blank,234013.0570068359,All
DG(29:1)_C16:0,DAG,FAD185_M3,372248.48804473877,All
[TG(48:5)]_FA18:2,TAG,DOD94_F4,193828.63415527344,All
[TG(48:5)]_FA18:2,TAG,FAD189_M2,444735.1301879883,All
[TG(48:5)]_FA18:2,TAG,FAD189_M3,297479.7212524414,All
[TG(48:5)]_FA18:2,TAG,FAD184_F3,184326.35189819336,All
[TG(48:5)]_FA18:2,TAG,FAD185_M1,295232.4415283203,All
[TG(48:5)]_FA18:2,TAG,DOD94_F3,173479.59242248535,All
[TG(48:5)]_FA18:2,TAG,FAD185_M4,255500.75723266602,All
[TG(48:5)]_FA18:2,TAG,FAD189_M1,446672.43145751953,All
[TG(48:5)]_FA18:2,TAG,FAD184_F4,205155.49487304688,All
[TG(48:5)]_FA18:2,TAG,DOD93_F4,193213.3936767578,All
[TG(48:5)]_FA18:2,TAG,Blank_Blank,107692.40771484375,All
[TG(48:5)]_FA18:2,TAG,FAD185_M3,347748.86557006836,All
[TG(41:2)]_FA18:1,TAG,DOD94_F4,273253.67950439453,All
[TG(41:2)]_FA18:1,TAG,FAD189_M2,449842.3684692383,All
[TG(41:2)]_FA18:1,TAG,FAD189_M3,351781.4447631836,All
[TG(41:2)]_FA18:1,TAG,FAD184_F3,262802.3186645508,All
[TG(41:2)]_FA18:1,TAG,FAD185_M1,403580.1089782715,All
[TG(41:2)]_FA18:1,TAG,DOD94_F3,258351.71923828125,All
[TG(41:2)]_FA18:1,TAG,FAD185_M4,289240.9411621094,All
[TG(41:2)]_FA18:1,TAG,FAD189_M1,372850.0046081543,All
[TG(41:2)]_FA18:1,TAG,FAD184_F4,302444.88165283203,All
[TG(41:2)]_FA18:1,TAG,DOD93_F4,276785.84002685547,All
[TG(41:2)]_FA18:1,TAG,Blank_Blank,154503.05114746094,All
[TG(41:2)]_FA18:1,TAG,FAD185_M3,339526.2233276367,All
[TG(47:4)]_FA18:0,TAG,DOD94_F4,150977.5302886963,All
[TG(47:4)]_FA18:0,TAG,FAD189_M2,227689.5961303711,All
[TG(47:4)]_FA18:0,TAG,FAD189_M3,175084.07220458984,All
[TG(47:4)]_FA18:0,TAG,FAD184_F3,153239.8907470703,All
[TG(47:4)]_FA18:0,TAG,FAD185_M1,191609.11296081543,All
[TG(47:4)]_FA18:0,TAG,DOD94_F3,144815.0498046875,All
[TG(47:4)]_FA18:0,TAG,FAD185_M4,149534.9910888672,All
[TG(47:4)]_FA18:0,TAG,FAD189_M1,192985.99285888672,All
[TG(47:4)]_FA18:0,TAG,FAD184_F4,144086.13061523438,All
[TG(47:4)]_FA18:0,TAG,DOD93_F4,150198.25106811523,All
[TG(47:4)]_FA18:0,TAG,Blank_Blank,89022.80651855469,All
[TG(47:4)]_FA18:0,TAG,FAD185_M3,195317.9146118164,All
[TG(49:6)]_FA18:2,TAG,DOD94_F4,274239.31854248047,All
[TG(49:6)]_FA18:2,TAG,FAD189_M2,717944.9489440918,All
[TG(49:6)]_FA18:2,TAG,FAD189_M3,582418.921875,All
[TG(49:6)]_FA18:2,TAG,FAD184_F3,249729.65676879883,All
[TG(49:6)]_FA18:2,TAG,FAD185_M1,352203.14443969727,All
[TG(49:6)]_FA18:2,TAG,DOD94_F3,256775.09823608398,All
[TG(49:6)]_FA18:2,TAG,FAD185_M4,256452.83959960938,All
[TG(49:6)]_FA18:2,TAG,FAD189_M1,363157.52642822266,All
[TG(49:6)]_FA18:2,TAG,FAD184_F4,264986.79794311523,All
[TG(49:6)]_FA18:2,TAG,DOD93_F4,269350.0180969238,All
[TG(49:6)]_FA18:2,TAG,Blank_Blank,146521.529296875,All
[TG(49:6)]_FA18:2,TAG,FAD185_M3,333382.94314575195,All
[TG(50:4)]_FA18:0,TAG,DOD94_F4,263339.6392211914,All
[TG(50:4)]_FA18:0,TAG,FAD189_M2,477903.9558105469,All
[TG(50:4)]_FA18:0,TAG,FAD189_M3,311390.70178222656,All
[TG(50:4)]_FA18:0,TAG,FAD184_F3,246305.11627197266,All
[TG(50:4)]_FA18:0,TAG,FAD185_M1,353273.0645751953,All
[TG(50:4)]_FA18:0,TAG,DOD94_F3,225672.19552612305,All
[TG(50:4)]_FA18:0,TAG,FAD185_M4,333703.02185058594,All
[TG(50:4)]_FA18:0,TAG,FAD189_M1,500446.09579467773,All
[TG(50:4)]_FA18:0,TAG,FAD184_F4,249675.65756225586,All
[TG(50:4)]_FA18:0,TAG,DOD93_F4,274133.099609375,All
[TG(50:4)]_FA18:0,TAG,Blank_Blank,99307.12707519531,All
[TG(50:4)]_FA18:0,TAG,FAD185_M3,471936.45318603516,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,DOD94_F4,196845.01399230957,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,FAD189_M2,366916.68588256836,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,FAD189_M3,283305.94201660156,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,FAD184_F3,199727.05450439453,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,FAD185_M1,368998.98526000977,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,DOD94_F3,170745.65188598633,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,FAD185_M4,250594.8973388672,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,FAD189_M1,369448.08755493164,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,FAD184_F4,217564.99661254883,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,DOD93_F4,194321.97360229492,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,Blank_Blank,118396.80834960938,All
[TG(59:10)|TG(58:3)]_FA16:1,TAG,FAD185_M3,414766.3292541504,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,DOD94_F4,166408.23049926758,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,FAD189_M2,165605.3721923828,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,FAD189_M3,162712.09129333496,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,FAD184_F3,156485.7707672119,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,FAD185_M1,164089.71145629883,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,DOD94_F3,136094.56954956055,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,FAD185_M4,203044.4345703125,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,FAD189_M1,311101.98289489746,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,FAD184_F4,170921.83081054688,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,DOD93_F4,196196.83473968506,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,Blank_Blank,59394.40399169922,All
[TG(64:7)|TG(63:0)]_FA14:0,TAG,FAD185_M3,173112.85274505615,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,DOD94_F4,143196.90979003906,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,FAD189_M2,228396.8563232422,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,FAD189_M3,155420.61059570312,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,FAD184_F3,133942.0499420166,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,FAD185_M1,249236.9379119873,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,DOD94_F3,133149.54917144775,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,FAD185_M4,142079.4102783203,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,FAD189_M1,206655.05395507812,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,FAD184_F4,144129.2702331543,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,DOD93_F4,143667.11042785645,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,Blank_Blank,135387.21014404297,All
[TG(64:8)|TG(63:1)]_FA20:4,TAG,FAD185_M3,241267.13690185547,All
[TG(66:2)]_FA14:0,TAG,DOD94_F4,80308.70560455322,All
[TG(66:2)]_FA14:0,TAG,FAD189_M2,106910.40759277344,All
[TG(66:2)]_FA14:0,TAG,FAD189_M3,94427.60626983643,All
[TG(66:2)]_FA14:0,TAG,FAD184_F3,79173.76540756226,All
[TG(66:2)]_FA14:0,TAG,FAD185_M1,104023.16743850708,All
[TG(66:2)]_FA14:0,TAG,DOD94_F3,70661.26519012451,All
[TG(66:2)]_FA14:0,TAG,FAD185_M4,81334.92576599121,All
[TG(66:2)]_FA14:0,TAG,FAD189_M1,115120.30801773071,All
[TG(66:2)]_FA14:0,TAG,FAD184_F4,77081.98555374146,All
[TG(66:2)]_FA14:0,TAG,DOD93_F4,77136.28540039062,All
[TG(66:2)]_FA14:0,TAG,Blank_Blank,49462.24369812012,All
[TG(66:2)]_FA14:0,TAG,FAD185_M3,97103.10668945314,All
[TG(66:3)]_FA18:1,TAG,DOD94_F4,103739.88700866699,All
[TG(66:3)]_FA18:1,TAG,FAD189_M2,173698.37259674072,All
[TG(66:3)]_FA18:1,TAG,FAD189_M3,110219.16804122925,All
[TG(66:3)]_FA18:1,TAG,FAD184_F3,88566.86630249023,All
[TG(66:3)]_FA18:1,TAG,FAD185_M1,159940.451713562,All
[TG(66:3)]_FA18:1,TAG,DOD94_F3,102958.76721191406,All
[TG(66:3)]_FA18:1,TAG,FAD185_M4,106764.04763412476,All
[TG(66:3)]_FA18:1,TAG,FAD189_M1,153796.33053207397,All
[TG(66:3)]_FA18:1,TAG,FAD184_F4,102290.44667816162,All
[TG(66:3)]_FA18:1,TAG,DOD93_F4,123500.5079536438,All
[TG(66:3)]_FA18:1,TAG,Blank_Blank,128594.32939147952,All
[TG(66:3)]_FA18:1,TAG,FAD185_M3,153275.71014022827,All
CAR(14:1),CAR,DOD94_F4,164127.59172058105,All
CAR(14:1),CAR,FAD189_M2,239142.0173187256,All
CAR(14:1),CAR,FAD189_M3,202238.45484161377,All
CAR(14:1),CAR,FAD184_F3,159016.01104736328,All
CAR(14:1),CAR,FAD185_M1,266913.8189544678,All
CAR(14:1),CAR,DOD94_F3,151648.09085083008,All
CAR(14:1),CAR,FAD185_M4,157923.63092041016,All
CAR(14:1),CAR,FAD189_M1,221819.39505767822,All
CAR(14:1),CAR,FAD184_F4,178865.9926223755,All
CAR(14:1),CAR,DOD93_F4,150884.23083877563,All
CAR(14:1),CAR,Blank_Blank,204711.53546142578,All
CAR(14:1),CAR,FAD185_M3,202690.79467010498,All
DG(40:1)_C16:1,DAG,DOD94_F4,478818.894821167,All
DG(40:1)_C16:1,DAG,FAD189_M2,678295.9682807921,All
DG(40:1)_C16:1,DAG,FAD189_M3,527542.5580596924,All
DG(40:1)_C16:1,DAG,FAD184_F3,462517.0518875122,All
DG(40:1)_C16:1,DAG,FAD185_M1,748190.8510818481,All
DG(40:1)_C16:1,DAG,DOD94_F3,482431.2723350525,All
DG(40:1)_C16:1,DAG,FAD185_M4,570549.3996887207,All
DG(40:1)_C16:1,DAG,FAD189_M1,502459.51539993286,All
DG(40:1)_C16:1,DAG,FAD184_F4,456236.2722091675,All
DG(40:1)_C16:1,DAG,DOD93_F4,543225.0995635986,All
DG(40:1)_C16:1,DAG,Blank_Blank,461537.87109375,All
DG(40:1)_C16:1,DAG,FAD185_M3,643801.0661468506,All
LPS(21:0),PS,DOD94_F4,619807.2453613281,All
LPS(21:0),PS,FAD189_M2,981416.4741210938,All
LPS(21:0),PS,FAD189_M3,646852.004989624,All
LPS(21:0),PS,FAD184_F3,567450.5800552368,All
LPS(21:0),PS,FAD185_M1,1171122.7817382812,All
LPS(21:0),PS,DOD94_F3,622808.0242919922,All
LPS(21:0),PS,FAD185_M4,642544.9475097656,All
LPS(21:0),PS,FAD189_M1,923451.5279541016,All
LPS(21:0),PS,FAD184_F4,564953.5775032043,All
LPS(21:0),PS,DOD93_F4,612848.0043945312,All
LPS(21:0),PS,Blank_Blank,455905.63037109375,All
LPS(21:0),PS,FAD185_M3,903441.9224700928,All
PI(34:6),PI,DOD94_F4,483855.75396728516,All
PI(34:6),PI,FAD189_M2,731110.4281005859,All
PI(34:6),PI,FAD189_M3,542573.0977172852,All
PI(34:6),PI,FAD184_F3,420777.46881103516,All
PI(34:6),PI,FAD185_M1,667295.3652954102,All
PI(34:6),PI,DOD94_F3,471541.7328491211,All
PI(34:6),PI,FAD185_M4,490042.1340942383,All
PI(34:6),PI,FAD189_M1,619144.923828125,All
PI(34:6),PI,FAD184_F4,527809.2175292969,All
PI(34:6),PI,DOD93_F4,467934.07330322266,All
PI(34:6),PI,Blank_Blank,221886.97607421875,All
PI(34:6),PI,FAD185_M3,581313.8602294922,All
PS(P-31:0),PS,DOD94_F4,306357.02014160156,All
PS(P-31:0),PS,FAD189_M2,451279.8918457031,All
PS(P-31:0),PS,FAD189_M3,365816.98599243164,All
PS(P-31:0),PS,FAD184_F3,272450.6995162964,All
PS(P-31:0),PS,FAD185_M1,426345.08892822266,All
PS(P-31:0),PS,DOD94_F3,320210.14263916016,All
PS(P-31:0),PS,FAD185_M4,305522.6231689453,All
PS(P-31:0),PS,FAD189_M1,379166.58673095703,All
PS(P-31:0),PS,FAD184_F4,301131.1012649536,All
PS(P-31:0),PS,DOD93_F4,325169.20220947266,All
PS(P-31:0),PS,Blank_Blank,249362.49658203125,All
PS(P-31:0),PS,FAD185_M3,359227.00415802,All
PS(P-31:1),PS,DOD94_F4,297356.4211425781,All
PS(P-31:1),PS,FAD189_M2,411395.78997802734,All
PS(P-31:1),PS,FAD189_M3,328117.8225479126,All
PS(P-31:1),PS,FAD184_F3,249501.25756835938,All
PS(P-31:1),PS,FAD185_M1,394094.8479614258,All
PS(P-31:1),PS,DOD94_F3,311284.26208496094,All
PS(P-31:1),PS,FAD185_M4,285172.54022216797,All
PS(P-31:1),PS,FAD189_M1,334482.2241821289,All
PS(P-31:1),PS,FAD184_F4,297451.0421218872,All
PS(P-31:1),PS,DOD93_F4,329706.6838378906,All
PS(P-31:1),PS,Blank_Blank,294120.09826660156,All
PS(P-31:1),PS,FAD185_M3,334368.903213501,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,DOD94_F4,165934.43182373047,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,FAD189_M2,287431.02069091797,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,FAD189_M3,194769.89373779297,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,FAD184_F3,158525.23080444336,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,FAD185_M1,288030.7203063965,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,DOD94_F3,147687.63037109375,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,FAD185_M4,177771.33200073242,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,FAD189_M1,290449.29971313477,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,FAD184_F4,192086.73318481445,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,DOD93_F4,167778.45207214355,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,Blank_Blank,96522.7265625,All
[TG(60:10)|TG(59:3)]_FA16:1,TAG,FAD185_M3,297324.9824523926,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,DOD94_F4,446881.87384033203,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,FAD189_M2,673060.5682373047,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,FAD189_M3,530869.7780303955,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,FAD184_F3,468980.27365112305,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,FAD185_M1,604872.6219940186,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,DOD94_F3,329672.0420074463,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,FAD185_M4,362598.52432250977,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,FAD189_M1,646212.5448303223,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,FAD184_F4,336564.0832519531,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,DOD93_F4,471496.8334350586,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,Blank_Blank,136727.05010986328,All
[TG(64:12)|TG(63:5)]_FA22:6,TAG,FAD185_M3,578870.8589477539,All
PE(46:1),PE,DOD94_F4,261443.7586669922,All
PE(46:1),PE,FAD189_M2,404530.068649292,All
PE(46:1),PE,FAD189_M3,328593.7028846741,All
PE(46:1),PE,FAD184_F3,251440.97763061523,All
PE(46:1),PE,FAD185_M1,362444.2462615967,All
PE(46:1),PE,DOD94_F3,250910.47854614258,All
PE(46:1),PE,FAD185_M4,383908.06617355347,All
PE(46:1),PE,FAD189_M1,450143.2928390503,All
PE(46:1),PE,FAD184_F4,285466.04054260254,All
PE(46:1),PE,DOD93_F4,246027.65627288818,All
PE(46:1),PE,Blank_Blank,245547.77655029297,All
PE(46:1),PE,FAD185_M3,456430.7735519409,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,DOD94_F4,222572.55590820312,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,FAD189_M2,472373.6513977051,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,FAD189_M3,322679.2226867676,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,FAD184_F3,192986.57330322266,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,FAD185_M1,388024.92791748047,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,DOD94_F3,197465.33346557617,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,FAD185_M4,223653.39511108398,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,FAD189_M1,341154.6633605957,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,FAD184_F4,249125.75708007812,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,DOD93_F4,217010.61557006836,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,Blank_Blank,125391.92834472656,All
[TG(63:11)|TG(62:4)]_FA20:4,TAG,FAD185_M3,378033.5467681885,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,DOD94_F4,474099.1327819824,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,FAD189_M2,780721.0962219238,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,FAD189_M3,558052.740234375,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,FAD184_F3,481223.0749511719,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,FAD185_M1,749543.4729614258,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,DOD94_F3,407398.42932128906,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,FAD185_M4,470199.8127746582,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,FAD189_M1,810298.4964599609,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,FAD184_F4,427195.9288330078,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,DOD93_F4,477800.2744140625,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,Blank_Blank,197590.7321777344,All
[TG(56:12)|TG(55:5)]_FA22:6,TAG,FAD185_M3,724724.7941131592,All
[TG(47:5)]_FA18:3,TAG,DOD94_F4,357160.2048034668,All
[TG(47:5)]_FA18:3,TAG,FAD189_M2,535353.0786132812,All
[TG(47:5)]_FA18:3,TAG,FAD189_M3,356604.6442565918,All
[TG(47:5)]_FA18:3,TAG,FAD184_F3,283643.958984375,All
[TG(47:5)]_FA18:3,TAG,FAD185_M1,473296.1951446533,All
[TG(47:5)]_FA18:3,TAG,DOD94_F3,384318.14462280273,All
[TG(47:5)]_FA18:3,TAG,FAD185_M4,333312.1838684082,All
[TG(47:5)]_FA18:3,TAG,FAD189_M1,539878.6371459961,All
[TG(47:5)]_FA18:3,TAG,FAD184_F4,348472.3454589844,All
[TG(47:5)]_FA18:3,TAG,DOD93_F4,451234.6123046875,All
[TG(47:5)]_FA18:3,TAG,Blank_Blank,361462.66601562494,All
[TG(47:5)]_FA18:3,TAG,FAD185_M3,530949.9008483887,All
DG(33:2)_C16:1,DAG,DOD94_F4,254466.07788467407,All
DG(33:2)_C16:1,DAG,FAD189_M2,339241.5636291504,All
DG(33:2)_C16:1,DAG,FAD189_M3,287320.30030441284,All
DG(33:2)_C16:1,DAG,FAD184_F3,223650.25594329834,All
DG(33:2)_C16:1,DAG,FAD185_M1,392486.32803344727,All
DG(33:2)_C16:1,DAG,DOD94_F3,270924.63846969604,All
DG(33:2)_C16:1,DAG,FAD185_M4,287693.0005302429,All
DG(33:2)_C16:1,DAG,FAD189_M1,267897.75915145874,All
DG(33:2)_C16:1,DAG,FAD184_F4,227277.69611358643,All
DG(33:2)_C16:1,DAG,DOD93_F4,283521.1188926697,All
DG(33:2)_C16:1,DAG,Blank_Blank,261747.138671875,All
DG(33:2)_C16:1,DAG,FAD185_M3,321373.0628929138,All
DG(44:5)_C16:1,DAG,DOD94_F4,207062.53457260132,All
DG(44:5)_C16:1,DAG,FAD189_M2,503675.85750579834,All
DG(44:5)_C16:1,DAG,FAD189_M3,245523.33739089966,All
DG(44:5)_C16:1,DAG,FAD184_F3,180099.21244049072,All
DG(44:5)_C16:1,DAG,FAD185_M1,406199.7086791992,All
DG(44:5)_C16:1,DAG,DOD94_F3,231813.85661315918,All
DG(44:5)_C16:1,DAG,FAD185_M4,271082.21797561646,All
DG(44:5)_C16:1,DAG,FAD189_M1,254400.23765945435,All
DG(44:5)_C16:1,DAG,FAD184_F4,196816.27420043945,All
DG(44:5)_C16:1,DAG,DOD93_F4,254251.0781059265,All
DG(44:5)_C16:1,DAG,Blank_Blank,212466.65364074707,All
DG(44:5)_C16:1,DAG,FAD185_M3,305153.8820114136,All
DG(36:7)|DG(35:0)_C18:0,DAG,DOD94_F4,527945.896156311,All
DG(36:7)|DG(35:0)_C18:0,DAG,FAD189_M2,890232.0581703186,All
DG(36:7)|DG(35:0)_C18:0,DAG,FAD189_M3,462205.8535079956,All
DG(36:7)|DG(35:0)_C18:0,DAG,FAD184_F3,419291.6292228699,All
DG(36:7)|DG(35:0)_C18:0,DAG,FAD185_M1,487148.13480758667,All
DG(36:7)|DG(35:0)_C18:0,DAG,DOD94_F3,412172.4876098633,All
DG(36:7)|DG(35:0)_C18:0,DAG,FAD185_M4,509642.55518341064,All
DG(36:7)|DG(35:0)_C18:0,DAG,FAD189_M1,443988.45177841187,All
DG(36:7)|DG(35:0)_C18:0,DAG,FAD184_F4,409514.4504776001,All
DG(36:7)|DG(35:0)_C18:0,DAG,DOD93_F4,427339.7103500366,All
DG(36:7)|DG(35:0)_C18:0,DAG,Blank_Blank,2043861.4130859375,All
DG(36:7)|DG(35:0)_C18:0,DAG,FAD185_M3,432779.0703277588,All
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,DOD94_F4,586566.4619140625,All
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,FAD189_M2,1132797.0798339844,All
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,FAD189_M3,909254.845703125,All
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,FAD184_F3,579126.4200439453,All
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,FAD185_M1,1102443.636352539,All
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,DOD94_F3,606472.1644287109,All
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,FAD185_M4,655240.0455322266,All
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,FAD189_M1,1384930.8720703125,All
