lipid,Class,Sample,Sum_Intensity
[TG(48:3)]_FA18:3,TAG,DOD94_F4,4777641.106689453
[TG(48:3)]_FA18:3,TAG,FAD189_M2,8207095.2734375
[TG(48:3)]_FA18:3,TAG,FAD189_M3,5484024.97265625
[TG(48:3)]_FA18:3,TAG,FAD184_F3,2798509.2836914062
[TG(48:3)]_FA18:3,TAG,FAD185_M1,9369126.301757812
[TG(48:3)]_FA18:3,TAG,DOD94_F3,3411380.943359375
[TG(48:3)]_FA18:3,TAG,FAD185_M4,5690111.607910156
[TG(48:3)]_FA18:3,TAG,FAD189_M1,8799661.461914062
[TG(48:3)]_FA18:3,TAG,FAD184_F4,5563827.563964844
[TG(48:3)]_FA18:3,TAG,DOD93_F4,3559620.015625
[TG(48:3)]_FA18:3,TAG,Blank_Blank,0.0
[TG(48:3)]_FA18:3,TAG,FAD185_M3,10232774.097167969
DG(40:4)_C18:1,DAG,DOD94_F4,112753.38803863525
DG(40:4)_C18:1,DAG,FAD189_M2,112962.04797744751
DG(40:4)_C18:1,DAG,FAD189_M3,116294.78851699829
DG(40:4)_C18:1,DAG,FAD184_F3,110624.2882385254
DG(40:4)_C18:1,DAG,FAD185_M1,114722.3882446289
DG(40:4)_C18:1,DAG,DOD94_F3,109192.74779510498
DG(40:4)_C18:1,DAG,FAD185_M4,108288.46773529053
DG(40:4)_C18:1,DAG,FAD189_M1,118492.28870773315
DG(40:4)_C18:1,DAG,FAD184_F4,114087.64811325073
DG(40:4)_C18:1,DAG,DOD93_F4,110650.70764541626
DG(40:4)_C18:1,DAG,Blank_Blank,0.0
DG(40:4)_C18:1,DAG,FAD185_M3,118659.52835083008
CAR(6:0),CAR,DOD94_F4,65412.644550323486
CAR(6:0),CAR,FAD189_M2,68673.28490829468
CAR(6:0),CAR,FAD189_M3,76547.88528442383
CAR(6:0),CAR,FAD184_F3,61944.22426986694
CAR(6:0),CAR,FAD185_M1,69407.24480438232
CAR(6:0),CAR,DOD94_F3,65600.44464111328
CAR(6:0),CAR,FAD185_M4,65542.08469390869
CAR(6:0),CAR,FAD189_M1,67680.26486968994
CAR(6:0),CAR,FAD184_F4,64270.02450942993
CAR(6:0),CAR,DOD93_F4,64181.42445755005
CAR(6:0),CAR,Blank_Blank,0.0
CAR(6:0),CAR,FAD185_M3,75883.70526885986
FA(36:5),FA,DOD94_F4,525195.5407943726
FA(36:5),FA,FAD189_M2,381304.8712158203
FA(36:5),FA,FAD189_M3,286942.1188964844
FA(36:5),FA,FAD184_F3,452027.5281677246
FA(36:5),FA,FAD185_M1,427568.8071594238
FA(36:5),FA,DOD94_F3,539765.9044723511
FA(36:5),FA,FAD185_M4,475661.1576843262
FA(36:5),FA,FAD189_M1,520909.5978317261
FA(36:5),FA,FAD184_F4,398855.0296936035
FA(36:5),FA,DOD93_F4,357795.581741333
FA(36:5),FA,Blank_Blank,0.0
FA(36:5),FA,FAD185_M3,517025.354309082
[TG(61:12)|TG(60:5)]_FA18:0,TAG,DOD94_F4,192223.4337158203
[TG(61:12)|TG(60:5)]_FA18:0,TAG,FAD189_M2,350796.1649169922
[TG(61:12)|TG(60:5)]_FA18:0,TAG,FAD189_M3,200282.27450561523
[TG(61:12)|TG(60:5)]_FA18:0,TAG,FAD184_F3,166823.63146972656
[TG(61:12)|TG(60:5)]_FA18:0,TAG,FAD185_M1,365086.1666870117
[TG(61:12)|TG(60:5)]_FA18:0,TAG,DOD94_F3,167161.2314453125
[TG(61:12)|TG(60:5)]_FA18:0,TAG,FAD185_M4,210091.09565734863
[TG(61:12)|TG(60:5)]_FA18:0,TAG,FAD189_M1,386150.32849121094
[TG(61:12)|TG(60:5)]_FA18:0,TAG,FAD184_F4,187483.83337402344
[TG(61:12)|TG(60:5)]_FA18:0,TAG,DOD93_F4,194977.97360229492
[TG(61:12)|TG(60:5)]_FA18:0,TAG,Blank_Blank,0.0
[TG(61:12)|TG(60:5)]_FA18:0,TAG,FAD185_M3,367695.0495300293
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,DOD94_F4,224603.0961303711
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,FAD189_M2,414469.0666503906
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,FAD189_M3,246480.37759399414
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,FAD184_F3,193173.8741760254
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,FAD185_M1,413382.9310913086
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,DOD94_F3,183486.59323120117
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,FAD185_M4,235076.01718139648
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,FAD189_M1,427431.5312805176
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,FAD184_F4,216677.5150604248
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,DOD93_F4,219501.59594726562
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,Blank_Blank,0.0
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,TAG,FAD185_M3,439886.77236938477
[TG(50:4)]_FA16:1,TAG,DOD94_F4,2461171.0052490234
[TG(50:4)]_FA16:1,TAG,FAD189_M2,9697410.471618652
[TG(50:4)]_FA16:1,TAG,FAD189_M3,4992380.19152832
[TG(50:4)]_FA16:1,TAG,FAD184_F3,1332721.196899414
[TG(50:4)]_FA16:1,TAG,FAD185_M1,3165934.9130859375
[TG(50:4)]_FA16:1,TAG,DOD94_F3,1398866.6200256348
[TG(50:4)]_FA16:1,TAG,FAD185_M4,25673250.744018555
[TG(50:4)]_FA16:1,TAG,FAD189_M1,29313102.97998047
[TG(50:4)]_FA16:1,TAG,FAD184_F4,1062279.4399414062
[TG(50:4)]_FA16:1,TAG,DOD93_F4,884602.0596313477
[TG(50:4)]_FA16:1,TAG,Blank_Blank,0.0
[TG(50:4)]_FA16:1,TAG,FAD185_M3,20274608.210205078
Cer(d18:1/35:0),Cer,DOD94_F4,6889.600505828857
Cer(d18:1/35:0),Cer,FAD189_M2,7417.040523529053
Cer(d18:1/35:0),Cer,FAD189_M3,6961.500499725342
Cer(d18:1/35:0),Cer,FAD184_F3,7063.080505371094
Cer(d18:1/35:0),Cer,FAD185_M1,7184.120517730713
Cer(d18:1/35:0),Cer,DOD94_F3,6591.640460968018
Cer(d18:1/35:0),Cer,FAD185_M4,7033.36047744751
Cer(d18:1/35:0),Cer,FAD189_M1,7296.260498046875
Cer(d18:1/35:0),Cer,FAD184_F4,7978.440605163574
Cer(d18:1/35:0),Cer,DOD93_F4,7415.740558624268
Cer(d18:1/35:0),Cer,Blank_Blank,0.0
Cer(d18:1/35:0),Cer,FAD185_M3,7645.100563049317
DG(39:4)_C18:1,DAG,DOD94_F4,109116.26784515381
DG(39:4)_C18:1,DAG,FAD189_M2,114520.56814193726
DG(39:4)_C18:1,DAG,FAD189_M3,123582.0288696289
DG(39:4)_C18:1,DAG,FAD184_F3,114085.86779403687
DG(39:4)_C18:1,DAG,FAD185_M1,117148.34790039062
DG(39:4)_C18:1,DAG,DOD94_F3,93942.86659622192
DG(39:4)_C18:1,DAG,FAD185_M4,105890.34770965576
DG(39:4)_C18:1,DAG,FAD189_M1,118878.48822784424
DG(39:4)_C18:1,DAG,FAD184_F4,110810.06797027588
DG(39:4)_C18:1,DAG,DOD93_F4,98722.30707550049
DG(39:4)_C18:1,DAG,Blank_Blank,0.0
DG(39:4)_C18:1,DAG,FAD185_M3,125067.24879455566
PI(30:0)|PI(O-31:0),PI,DOD94_F4,2641888.4326171875
PI(30:0)|PI(O-31:0),PI,FAD189_M2,4660777.248535156
PI(30:0)|PI(O-31:0),PI,FAD189_M3,3121546.6989746094
PI(30:0)|PI(O-31:0),PI,FAD184_F3,1728675.8010253906
PI(30:0)|PI(O-31:0),PI,FAD185_M1,5714977.905517578
PI(30:0)|PI(O-31:0),PI,DOD94_F3,2150172.3811035156
PI(30:0)|PI(O-31:0),PI,FAD185_M4,2263156.2592773438
PI(30:0)|PI(O-31:0),PI,FAD189_M1,4501039.054443359
PI(30:0)|PI(O-31:0),PI,FAD184_F4,3391271.7377929688
PI(30:0)|PI(O-31:0),PI,DOD93_F4,2211810.3974609375
PI(30:0)|PI(O-31:0),PI,Blank_Blank,0.0
PI(30:0)|PI(O-31:0),PI,FAD185_M3,5290867.020019531
DG(dO-38:9)|DG(35:2)_C18:2,DAG,DOD94_F4,515023.795501709
DG(dO-38:9)|DG(35:2)_C18:2,DAG,FAD189_M2,495393.63595581055
DG(dO-38:9)|DG(35:2)_C18:2,DAG,FAD189_M3,482534.31439971924
DG(dO-38:9)|DG(35:2)_C18:2,DAG,FAD184_F3,556280.4794921875
DG(dO-38:9)|DG(35:2)_C18:2,DAG,FAD185_M1,566690.3799781799
DG(dO-38:9)|DG(35:2)_C18:2,DAG,DOD94_F3,459677.6327133179
DG(dO-38:9)|DG(35:2)_C18:2,DAG,FAD185_M4,564450.8187294006
DG(dO-38:9)|DG(35:2)_C18:2,DAG,FAD189_M1,592141.4428901672
DG(dO-38:9)|DG(35:2)_C18:2,DAG,FAD184_F4,560274.6392173767
DG(dO-38:9)|DG(35:2)_C18:2,DAG,DOD93_F4,520688.99563217163
DG(dO-38:9)|DG(35:2)_C18:2,DAG,Blank_Blank,0.0
DG(dO-38:9)|DG(35:2)_C18:2,DAG,FAD185_M3,552657.3189811707
[TG(62:13)|TG(61:6)]_FA18:3,TAG,DOD94_F4,241947.2176208496
[TG(62:13)|TG(61:6)]_FA18:3,TAG,FAD189_M2,445602.41177368164
[TG(62:13)|TG(61:6)]_FA18:3,TAG,FAD189_M3,263522.89950561523
[TG(62:13)|TG(61:6)]_FA18:3,TAG,FAD184_F3,210785.97454833984
[TG(62:13)|TG(61:6)]_FA18:3,TAG,FAD185_M1,474681.7146911621
[TG(62:13)|TG(61:6)]_FA18:3,TAG,DOD94_F3,220187.79638671875
[TG(62:13)|TG(61:6)]_FA18:3,TAG,FAD185_M4,243789.23635864258
[TG(62:13)|TG(61:6)]_FA18:3,TAG,FAD189_M1,466241.4334716797
[TG(62:13)|TG(61:6)]_FA18:3,TAG,FAD184_F4,242421.11624145508
[TG(62:13)|TG(61:6)]_FA18:3,TAG,DOD93_F4,261893.01797485352
[TG(62:13)|TG(61:6)]_FA18:3,TAG,Blank_Blank,0.0
[TG(62:13)|TG(61:6)]_FA18:3,TAG,FAD185_M3,465734.9533691406
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,DOD94_F4,188821.15280151367
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,FAD189_M2,335102.26470947266
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,FAD189_M3,199719.0133972168
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,FAD184_F3,155725.5308380127
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,FAD185_M1,328371.0432434082
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,DOD94_F3,157701.89120483398
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,FAD185_M4,184722.87339782715
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,FAD189_M1,353598.6647491455
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,FAD184_F4,178369.55220031738
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,DOD93_F4,199615.7534790039
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,Blank_Blank,0.0
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,TAG,FAD185_M3,336218.1627807617
[TG(58:13)|TG(57:6)]_FA14:0,TAG,DOD94_F4,2055920.170349121
[TG(58:13)|TG(57:6)]_FA14:0,TAG,FAD189_M2,3696370.0325927734
[TG(58:13)|TG(57:6)]_FA14:0,TAG,FAD189_M3,2000737.4787597656
[TG(58:13)|TG(57:6)]_FA14:0,TAG,FAD184_F3,2060714.3704223633
[TG(58:13)|TG(57:6)]_FA14:0,TAG,FAD185_M1,5178460.139221191
[TG(58:13)|TG(57:6)]_FA14:0,TAG,DOD94_F3,1841385.8386230469
[TG(58:13)|TG(57:6)]_FA14:0,TAG,FAD185_M4,2344119.475341797
[TG(58:13)|TG(57:6)]_FA14:0,TAG,FAD189_M1,3981374.387084961
[TG(58:13)|TG(57:6)]_FA14:0,TAG,FAD184_F4,2260662.8748168945
[TG(58:13)|TG(57:6)]_FA14:0,TAG,DOD93_F4,1846601.7508850098
[TG(58:13)|TG(57:6)]_FA14:0,TAG,Blank_Blank,0.0
[TG(58:13)|TG(57:6)]_FA14:0,TAG,FAD185_M3,4295155.106079102
[TG(46:1)]_FA16:1,TAG,DOD94_F4,2545677.8500976562
[TG(46:1)]_FA16:1,TAG,FAD189_M2,4641713.982421875
[TG(46:1)]_FA16:1,TAG,FAD189_M3,3263092.565673828
[TG(46:1)]_FA16:1,TAG,FAD184_F3,1832258.7045898438
[TG(46:1)]_FA16:1,TAG,FAD185_M1,5656499.80078125
[TG(46:1)]_FA16:1,TAG,DOD94_F3,1945945.9533691406
[TG(46:1)]_FA16:1,TAG,FAD185_M4,2244869.3090820312
[TG(46:1)]_FA16:1,TAG,FAD189_M1,4576487.895019531
[TG(46:1)]_FA16:1,TAG,FAD184_F4,3445987.3471679688
[TG(46:1)]_FA16:1,TAG,DOD93_F4,2142331.7595214844
[TG(46:1)]_FA16:1,TAG,Blank_Blank,0.0
[TG(46:1)]_FA16:1,TAG,FAD185_M3,5652848.5087890625
[TG(58:13)|TG(57:6)]_FA18:1,TAG,DOD94_F4,740802.9953308105
[TG(58:13)|TG(57:6)]_FA18:1,TAG,FAD189_M2,1274944.1321411133
[TG(58:13)|TG(57:6)]_FA18:1,TAG,FAD189_M3,698096.5936279297
[TG(58:13)|TG(57:6)]_FA18:1,TAG,FAD184_F3,670992.0853271484
[TG(58:13)|TG(57:6)]_FA18:1,TAG,FAD185_M1,1605479.4944152832
[TG(58:13)|TG(57:6)]_FA18:1,TAG,DOD94_F3,681559.8473510742
[TG(58:13)|TG(57:6)]_FA18:1,TAG,FAD185_M4,846639.6790771484
[TG(58:13)|TG(57:6)]_FA18:1,TAG,FAD189_M1,1417837.827331543
[TG(58:13)|TG(57:6)]_FA18:1,TAG,FAD184_F4,760855.7127685547
[TG(58:13)|TG(57:6)]_FA18:1,TAG,DOD93_F4,705071.7305297852
[TG(58:13)|TG(57:6)]_FA18:1,TAG,Blank_Blank,0.0
[TG(58:13)|TG(57:6)]_FA18:1,TAG,FAD185_M3,1552299.2362670898
[TG(46:0)]_FA16:0,TAG,DOD94_F4,2246233.6936035156
[TG(46:0)]_FA16:0,TAG,FAD189_M2,4161181.989501953
[TG(46:0)]_FA16:0,TAG,FAD189_M3,2863648.2985839844
[TG(46:0)]_FA16:0,TAG,FAD184_F3,1650212.6174316406
[TG(46:0)]_FA16:0,TAG,FAD185_M1,5118209.488769531
[TG(46:0)]_FA16:0,TAG,DOD94_F3,1864417.3120117188
[TG(46:0)]_FA16:0,TAG,FAD185_M4,1994535.8823242188
[TG(46:0)]_FA16:0,TAG,FAD189_M1,4146779.0625
[TG(46:0)]_FA16:0,TAG,FAD184_F4,3136163.8129882812
[TG(46:0)]_FA16:0,TAG,DOD93_F4,1971606.3002929688
[TG(46:0)]_FA16:0,TAG,Blank_Blank,0.0
[TG(46:0)]_FA16:0,TAG,FAD185_M3,5144229.640625
[TG(60:11)|TG(59:4)]_FA18:3,TAG,DOD94_F4,418881.56970214844
[TG(60:11)|TG(59:4)]_FA18:3,TAG,FAD189_M2,898128.3823852539
[TG(60:11)|TG(59:4)]_FA18:3,TAG,FAD189_M3,512938.45623779297
[TG(60:11)|TG(59:4)]_FA18:3,TAG,FAD184_F3,362945.0457763672
[TG(60:11)|TG(59:4)]_FA18:3,TAG,FAD185_M1,892525.3834838867
[TG(60:11)|TG(59:4)]_FA18:3,TAG,DOD94_F3,354322.22497558594
[TG(60:11)|TG(59:4)]_FA18:3,TAG,FAD185_M4,500295.19586181646
[TG(60:11)|TG(59:4)]_FA18:3,TAG,FAD189_M1,903839.3224487305
[TG(60:11)|TG(59:4)]_FA18:3,TAG,FAD184_F4,518004.2969970703
[TG(60:11)|TG(59:4)]_FA18:3,TAG,DOD93_F4,413469.7287597656
[TG(60:11)|TG(59:4)]_FA18:3,TAG,Blank_Blank,0.0
[TG(60:11)|TG(59:4)]_FA18:3,TAG,FAD185_M3,950637.0655517578
DG(29:1)_C18:0,DAG,DOD94_F4,216757.19480895996
DG(29:1)_C18:0,DAG,FAD189_M2,329378.6834411621
DG(29:1)_C18:0,DAG,FAD189_M3,248864.43812942505
DG(29:1)_C18:0,DAG,FAD184_F3,200922.97407913208
DG(29:1)_C18:0,DAG,FAD185_M1,223411.37672805786
DG(29:1)_C18:0,DAG,DOD94_F3,208508.33514404297
DG(29:1)_C18:0,DAG,FAD185_M4,251232.55848693848
DG(29:1)_C18:0,DAG,FAD189_M1,196454.3342590332
DG(29:1)_C18:0,DAG,FAD184_F4,190702.03400039673
DG(29:1)_C18:0,DAG,DOD93_F4,197536.31423950195
DG(29:1)_C18:0,DAG,Blank_Blank,0.0
DG(29:1)_C18:0,DAG,FAD185_M3,203927.79431915283
[TG(52:8)|TG(51:1)]_FA18:0,TAG,DOD94_F4,1123189.2600097656
[TG(52:8)|TG(51:1)]_FA18:0,TAG,FAD189_M2,2839265.4262695312
[TG(52:8)|TG(51:1)]_FA18:0,TAG,FAD189_M3,1534003.3931884766
[TG(52:8)|TG(51:1)]_FA18:0,TAG,FAD184_F3,810503.9578857422
[TG(52:8)|TG(51:1)]_FA18:0,TAG,FAD185_M1,2011736.216369629
[TG(52:8)|TG(51:1)]_FA18:0,TAG,DOD94_F3,799557.5106201172
[TG(52:8)|TG(51:1)]_FA18:0,TAG,FAD185_M4,4021564.6665649414
[TG(52:8)|TG(51:1)]_FA18:0,TAG,FAD189_M1,5246392.110961914
[TG(52:8)|TG(51:1)]_FA18:0,TAG,FAD184_F4,1562119.295715332
[TG(52:8)|TG(51:1)]_FA18:0,TAG,DOD93_F4,893629.3607177734
[TG(52:8)|TG(51:1)]_FA18:0,TAG,Blank_Blank,0.0
[TG(52:8)|TG(51:1)]_FA18:0,TAG,FAD185_M3,4925564.104614258
Cer(d18:2/15:0),Cer,DOD94_F4,7426.1805419921875
Cer(d18:2/15:0),Cer,FAD189_M2,7254.400508880615
Cer(d18:2/15:0),Cer,FAD189_M3,6829.540515899658
Cer(d18:2/15:0),Cer,FAD184_F3,6924.4005126953125
Cer(d18:2/15:0),Cer,FAD185_M1,7021.7405128478995
Cer(d18:2/15:0),Cer,DOD94_F3,7135.76053237915
Cer(d18:2/15:0),Cer,FAD185_M4,6873.7604904174805
Cer(d18:2/15:0),Cer,FAD189_M1,6713.360469818115
Cer(d18:2/15:0),Cer,FAD184_F4,7041.880512237549
Cer(d18:2/15:0),Cer,DOD93_F4,7390.120517730713
Cer(d18:2/15:0),Cer,Blank_Blank,0.0
Cer(d18:2/15:0),Cer,FAD185_M3,6676.680507659912
DG(37:7)|DG(36:0)_C16:0,DAG,DOD94_F4,704398.788482666
DG(37:7)|DG(36:0)_C16:0,DAG,FAD189_M2,1004914.9139404297
DG(37:7)|DG(36:0)_C16:0,DAG,FAD189_M3,547520.1993217468
DG(37:7)|DG(36:0)_C16:0,DAG,FAD184_F3,424597.34984588623
DG(37:7)|DG(36:0)_C16:0,DAG,FAD185_M1,1300156.6542358398
DG(37:7)|DG(36:0)_C16:0,DAG,DOD94_F3,678568.8676872253
DG(37:7)|DG(36:0)_C16:0,DAG,FAD185_M4,639428.686706543
DG(37:7)|DG(36:0)_C16:0,DAG,FAD189_M1,775145.893321991
DG(37:7)|DG(36:0)_C16:0,DAG,FAD184_F4,504219.75439834595
DG(37:7)|DG(36:0)_C16:0,DAG,DOD93_F4,823411.7168884277
DG(37:7)|DG(36:0)_C16:0,DAG,Blank_Blank,0.0
DG(37:7)|DG(36:0)_C16:0,DAG,FAD185_M3,797742.9573745728
PC(50:0),PC,DOD94_F4,357432.2459564209
PC(50:0),PC,FAD189_M2,278534.75872421265
PC(50:0),PC,FAD189_M3,274097.7377510071
PC(50:0),PC,FAD184_F3,308017.80114364624
PC(50:0),PC,FAD185_M1,353920.6643714905
PC(50:0),PC,DOD94_F3,375604.5463562012
PC(50:0),PC,FAD185_M4,404000.8488883972
PC(50:0),PC,FAD189_M1,461661.59299850464
PC(50:0),PC,FAD184_F4,456125.75136184687
PC(50:0),PC,DOD93_F4,431658.7109451294
PC(50:0),PC,Blank_Blank,0.0
PC(50:0),PC,FAD185_M3,340046.504863739
DG(36:5)_C18:0,DAG,DOD94_F4,166332.6315574646
DG(36:5)_C18:0,DAG,FAD189_M2,233968.55529022217
DG(36:5)_C18:0,DAG,FAD189_M3,173878.37242889404
DG(36:5)_C18:0,DAG,FAD184_F3,143276.60986709595
DG(36:5)_C18:0,DAG,FAD185_M1,174948.77228546143
DG(36:5)_C18:0,DAG,DOD94_F3,155645.25119781494
DG(36:5)_C18:0,DAG,FAD185_M4,205085.63341522217
DG(36:5)_C18:0,DAG,FAD189_M1,146786.03045654297
DG(36:5)_C18:0,DAG,FAD184_F4,139039.74975967407
DG(36:5)_C18:0,DAG,DOD93_F4,145668.33046340942
DG(36:5)_C18:0,DAG,Blank_Blank,0.0
DG(36:5)_C18:0,DAG,FAD185_M3,150126.81071853638
CAR(20:4),CAR,DOD94_F4,79111.94561386108
CAR(20:4),CAR,FAD189_M2,83246.38565826416
CAR(20:4),CAR,FAD189_M3,80334.40576171875
CAR(20:4),CAR,FAD184_F3,80278.46574783325
CAR(20:4),CAR,FAD185_M1,85893.1861000061
CAR(20:4),CAR,DOD94_F3,78616.62559509277
CAR(20:4),CAR,FAD185_M4,78412.56545639038
CAR(20:4),CAR,FAD189_M1,81021.60571670532
CAR(20:4),CAR,FAD184_F4,81498.62577056885
CAR(20:4),CAR,DOD93_F4,79135.1255607605
CAR(20:4),CAR,Blank_Blank,0.0
CAR(20:4),CAR,FAD185_M3,85860.22584915163
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,DOD94_F4,126039.0090751648
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,FAD189_M2,132479.1494140625
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,FAD189_M3,127219.92918395996
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,FAD184_F3,128256.42906570435
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,FAD185_M1,130710.82912445068
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,DOD94_F3,120570.42864227295
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,FAD185_M4,126056.46893310547
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,FAD189_M1,134234.02906799316
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,FAD184_F4,128632.66914749146
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,DOD93_F4,129735.12891769409
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,Blank_Blank,0.0
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,FAD185_M3,125294.46881103516
[TG(57:12)|TG(56:5)]_FA22:6,TAG,DOD94_F4,1243588.8884277344
[TG(57:12)|TG(56:5)]_FA22:6,TAG,FAD189_M2,2046252.2370605469
[TG(57:12)|TG(56:5)]_FA22:6,TAG,FAD189_M3,1301711.9497070312
[TG(57:12)|TG(56:5)]_FA22:6,TAG,FAD184_F3,1143860.6632080078
[TG(57:12)|TG(56:5)]_FA22:6,TAG,FAD185_M1,2490025.708129883
[TG(57:12)|TG(56:5)]_FA22:6,TAG,DOD94_F3,1053234.793334961
[TG(57:12)|TG(56:5)]_FA22:6,TAG,FAD185_M4,1379315.496459961
[TG(57:12)|TG(56:5)]_FA22:6,TAG,FAD189_M1,2465801.0013427734
[TG(57:12)|TG(56:5)]_FA22:6,TAG,FAD184_F4,1194067.6437988281
[TG(57:12)|TG(56:5)]_FA22:6,TAG,DOD93_F4,1275924.5134277344
[TG(57:12)|TG(56:5)]_FA22:6,TAG,Blank_Blank,0.0
[TG(57:12)|TG(56:5)]_FA22:6,TAG,FAD185_M3,2547367.2509765625
[TG(54:11)|TG(53:4)]_FA18:3,TAG,DOD94_F4,1660798.4549560547
[TG(54:11)|TG(53:4)]_FA18:3,TAG,FAD189_M2,5182942.096923828
[TG(54:11)|TG(53:4)]_FA18:3,TAG,FAD189_M3,2733332.6376953125
[TG(54:11)|TG(53:4)]_FA18:3,TAG,FAD184_F3,1222180.3485107422
[TG(54:11)|TG(53:4)]_FA18:3,TAG,FAD185_M1,3466709.051879883
[TG(54:11)|TG(53:4)]_FA18:3,TAG,DOD94_F3,1196940.1252441406
[TG(54:11)|TG(53:4)]_FA18:3,TAG,FAD185_M4,6398034.712646484
[TG(54:11)|TG(53:4)]_FA18:3,TAG,FAD189_M1,7469045.21105957
[TG(54:11)|TG(53:4)]_FA18:3,TAG,FAD184_F4,2224800.0955810547
[TG(54:11)|TG(53:4)]_FA18:3,TAG,DOD93_F4,1437081.0201416016
[TG(54:11)|TG(53:4)]_FA18:3,TAG,Blank_Blank,0.0
[TG(54:11)|TG(53:4)]_FA18:3,TAG,FAD185_M3,7534707.585083008
[TG(47:6)]_FA22:6,TAG,DOD94_F4,1186262.4503479004
[TG(47:6)]_FA22:6,TAG,FAD189_M2,1000459.8735351562
[TG(47:6)]_FA22:6,TAG,FAD189_M3,1250777.2062988281
[TG(47:6)]_FA22:6,TAG,FAD184_F3,1235624.5164489746
[TG(47:6)]_FA22:6,TAG,FAD185_M1,1102460.573425293
[TG(47:6)]_FA22:6,TAG,DOD94_F3,1102629.9172973633
[TG(47:6)]_FA22:6,TAG,FAD185_M4,929629.9463195801
[TG(47:6)]_FA22:6,TAG,FAD189_M1,1315236.268157959
[TG(47:6)]_FA22:6,TAG,FAD184_F4,975870.9678955078
[TG(47:6)]_FA22:6,TAG,DOD93_F4,1211903.348449707
[TG(47:6)]_FA22:6,TAG,Blank_Blank,0.0
[TG(47:6)]_FA22:6,TAG,FAD185_M3,893579.2505493164
[TG(50:7)|TG(49:0)]_FA18:0,TAG,DOD94_F4,2833495.6040039062
[TG(50:7)|TG(49:0)]_FA18:0,TAG,FAD189_M2,10360220.981445312
[TG(50:7)|TG(49:0)]_FA18:0,TAG,FAD189_M3,6365497.111938477
[TG(50:7)|TG(49:0)]_FA18:0,TAG,FAD184_F3,1921158.6982421875
[TG(50:7)|TG(49:0)]_FA18:0,TAG,FAD185_M1,6277622.37890625
[TG(50:7)|TG(49:0)]_FA18:0,TAG,DOD94_F3,1920623.984741211
[TG(50:7)|TG(49:0)]_FA18:0,TAG,FAD185_M4,2812185.6079101562
[TG(50:7)|TG(49:0)]_FA18:0,TAG,FAD189_M1,6564747.250732422
[TG(50:7)|TG(49:0)]_FA18:0,TAG,FAD184_F4,4041636.821044922
[TG(50:7)|TG(49:0)]_FA18:0,TAG,DOD93_F4,3471126.9376220703
[TG(50:7)|TG(49:0)]_FA18:0,TAG,Blank_Blank,0.0
[TG(50:7)|TG(49:0)]_FA18:0,TAG,FAD185_M3,4186731.1723632812
Cer(d18:2/20:0),Cer,DOD94_F4,7301.200527191162
Cer(d18:2/20:0),Cer,FAD189_M2,8106.500560760498
Cer(d18:2/20:0),Cer,FAD189_M3,7846.120536804198
Cer(d18:2/20:0),Cer,FAD184_F3,7716.300544738768
