lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD93_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD93_F4_Female_5xFAD_hippocampus_N1_Brain_Region,DOD94_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD94_F4_Female_5xFAD_hippocampus_N1_Brain_Region,FAD185_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD185_M3_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M3_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M2_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M2_Male_5xFAD_hippocampus_N1_Brain_Region,DOD94_F3_Female_WT_cerebellum_N1_Brain_Region,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon_N1_Brain_Region,DOD94_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F3_Female_WT_cerebellum_N1_Brain_Region,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon_N1_Brain_Region,FAD184_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F4_Female_WT_cerebellum_N1_Brain_Region,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon_N1_Brain_Region,FAD184_F4_Female_WT_hippocampus_N1_Brain_Region,FAD185_M4_Male_WT_cerebellum_N1_Brain_Region,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon_N1_Brain_Region,FAD185_M4_Male_WT_hippocampus_N1_Brain_Region,FAD189_M3_Male_WT_cerebellum_N1_Brain_Region,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon_N1_Brain_Region,FAD189_M3_Male_WT_hippocampus_N1_Brain_Region,Blank_Blank_Blank_Blank_Blank_N1_Brain_Region,DOD93_F4_summed,FAD189_M2_summed,FAD185_M4_summed,DOD94_F4_summed,FAD184_F3_summed,FAD189_M3_summed,DOD94_F3_summed,FAD189_M1_summed,FAD185_M3_summed,FAD185_M1_summed,FAD184_F4_summed
[TG(58:10)|TG(57:3)]_FA18:2,0.5208851826261064,6.288299861703016,6.7575673522324,0.00933509360851,0.048840824807411,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,165672.81121826172,191162.43225097656,110236.70776367188,151317.2099609375,197715.09326171875,152988.01013183594,135919.1494140625,109719.96783447266,381993.5258789063,476765.6555786133,393465.9899902344,222321.19598388672,449016.2683105469,694018.3028564453,372292.9409179688,207478.41357421875,655225.6845703125,796762.3576049805,379904.60546875,304704.5826416016,641824.2329101562,489283.6755371094,357309.5262451172,248406.0775756836,108597.14782714844,121535.60906982422,128618.68951416016,78618.04577636719,102614.3070678711,211419.1763916016,102414.74755859376,122518.02917480467,231087.7159423828,168857.3916015625,148282.73107910156,105812.82745361328,256006.47912597656,639353.7017822266,115929.04895019533,118877.70825195312,147086.87060546875,422537.34924316406,182256.13146972656,123194.8091430664,45628.32312011719,618389.1611938477,1736823.5122680664,1130166.9381103516,596342.2206420898,538966.2601928711,875075.1604614258,437369.4921875,2136597.2302856445,1722805.9256591797,1474546.3674316406,654040.6660766602
FA(15:5),-0.5154198509560233,5.131916082750796,6.7615759289692505,0.0093141467718004,0.048840824807411,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,54469.0439453125,62599.62463378906,39662.66284179688,128999.0301513672,56237.02368164063,93996.30651855467,48110.30352783203,212290.97705078125,50923.00372314453,53368.48391723633,261220.29931640625,69450.60516357422,237161.81640625,48528.443267822266,113919.08654785156,56599.18444824219,153156.61059570312,233070.7358398437,55134.6640625,42994.96295166016,52233.6635131836,56574.64419555664,51077.32333374024,77558.66467285156,76757.18518066406,137359.24975585938,224354.3571777344,165140.732421875,234438.49633789065,37019.44236755371,113326.54809570312,48952.50341796875,53804.84387207031,41535.54267883301,219499.35571289065,56108.44375610352,132888.75122070312,217984.1552734375,52722.34381103516,48870.183197021484,39222.30291748047,61762.98406982422,44826.58331298828,63089.78485107422,186375.83154296875,285730.3615722656,237444.29571533203,452465.43350219727,410634.6107788086,433736.9902191162,208901.6551513672,603611.5245361328,484356.973449707,456208.530670166,434962.3921203613,370948.18601989746
[TG(54:11)|TG(53:4)]_FA20:4,0.5205452115232084,7.320786373127882,6.748909529469529,0.0093804999051184,0.0489103120052836,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,432792.3879394531,292072.9362792969,217891.5360107422,302153.0245361328,443354.44677734375,238843.81604003903,340817.1630859375,301245.8647460937,910183.8212890624,1001981.8040771484,873872.8009033203,492245.8624267578,863857.6411132812,1009148.1105957032,797465.1619873047,464994.2917480469,832123.3104248047,1190462.6627197266,872442.4814453125,760789.0378417969,1350674.8670654297,772681.3759765625,1063656.7923583984,848414.2365722656,211403.4164428711,232271.43493652344,292907.3367919922,178297.6322631836,176251.37231445312,203560.9743652344,207500.51611328125,286125.5009765625,628136.2612304688,358801.7045898437,352257.5888671875,271849.1395263672,560278.201171875,845475.5493164062,278657.11877441406,270294.9006347656,428970.3099365234,640775.6827392578,448613.4708251953,444028.1110839844,78275.02532958984,1244909.884765625,4035427.2719726562,1954705.769897461,1324261.290649414,873438.3637695312,1962387.574584961,914879.8204345703,3655817.4924316406,3135465.205444336,3278284.288696289,1611044.6942138672
FA(12:1),-0.5149871580045753,4.116797577584257,6.74992009406742,0.0093751883182622,0.0489103120052836,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,33319.822265625,40142.08312988281,27702.34210205078,69544.30487060547,31377.401763916016,50571.98327636719,30093.281951904297,68582.36437988281,33526.42248535156,37886.042572021484,102039.0668334961,39630.86291503906,83215.96575927734,33885.32257080078,64037.68475341797,38667.802490234375,71260.90478515625,95831.38696289062,34521.62271118164,31174.96237182617,38476.68249511719,37329.40231323242,34796.84216308594,47913.18307495117,41496.142822265625,72314.0048828125,78133.845703125,71896.66540527344,81593.9057006836,24199.541748046875,57817.22473144531,27932.181884765625,35749.84280395508,29821.28221130371,124266.26904296876,34712.84225463867,73912.86474609375,78701.86541748047,30634.48223876953,29840.362182617188,33305.462158203125,51625.243713378906,31410.262481689453,52959.78369140625,58439.744140625,170708.55236816406,158516.11004638672,213089.57458496094,180625.0313720703,191542.8540649414,169300.75204467773,263840.65881347656,232788.8768310547,219806.77557373047,213082.3948059082,224550.2363128662
[TG(56:8)|TG(55:1)]_FA16:0,0.5190386056359446,5.748062439838529,6.710185131407233,0.0095863771887158,0.0497283109704257,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,107405.1671142578,129671.74932861328,83104.0458984375,101972.9467163086,128635.99029541016,96824.4868774414,95746.48681640624,81869.44604492188,239387.6971435547,292361.5224609375,275281.93981933594,153147.1508178711,334061.94049072266,520508.5319824219,268827.8587036133,183392.611328125,451018.70703125,550792.5020751953,251615.5797119141,211561.99609375,335344.54248046875,370346.88494873047,255328.55810546875,168287.3101196289,84564.04577636719,83547.02545166016,98981.58624267578,61773.16394042969,72333.78533935547,92492.80682373048,78516.42584228516,106187.86700439452,171322.15203857422,115028.84747314452,108716.34759521484,75190.82611083984,175578.73181152344,386398.3630371094,92831.02655029295,90746.68688964844,104799.10662841795,247917.85791015625,144463.0694580078,86519.08612060547,41682.703125,422153.9090576172,1129307.2956542969,745554.8082885742,403076.4100341797,349530.8850097656,583699.1201171875,328865.8214111328,1464988.7849121094,1306790.9425048828,960178.3102416992,470258.17321777344
[TG(60:13)|TG(59:6)]_FA16:1,0.5191508511946847,5.135079210048743,6.712941376257902,0.0095715718406689,0.0497283109704257,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,87400.60546875,79084.38592529297,66886.72439575195,79526.84521484375,95440.00714111328,68881.34478759766,78290.98468017578,63670.52459716797,225657.45501708984,182025.8533630371,302511.7047729492,160994.9111328125,199901.31323242188,179553.63153076172,211449.5717163086,149156.1700439453,216367.8564147949,142473.32983398438,155402.3099975586,136437.2103881836,198134.5346984864,142894.95025634766,221700.8381347656,131554.32833862305,73825.80514526367,61975.50405883789,70329.64549255371,57204.064208984375,66656.18502807617,67156.705078125,76170.02493286133,84291.60565185547,93824.16647338869,79809.94647216797,91126.1457824707,61821.94372558594,91058.76782226561,91237.56567382812,72462.10498046875,65379.72497558594,75970.24569702148,95548.64630126952,94331.78713989258,69116.1051940918,40244.90254211426,312898.5610046387,694284.6514282227,320138.16345214844,306282.8612060547,294274.52069091797,334966.7843322754,263335.01890563965,650680.7066345215,740060.6865234375,871189.9242858887,326582.2024536133
FA(28:3),-0.5136371131248798,5.9207204957431845,6.715017900530256,0.0095604331295643,0.0497283109704257,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,173201.03173828125,289248.6806640625,169368.3524169922,285546.25885009766,154171.78936767578,339887.2189941406,180939.27396392825,276989.5211791992,98532.02587890624,119915.12890625,203503.37078857425,106140.86737060548,184037.471244812,87939.46673583984,109448.7275390625,132124.07000732422,142412.39129638672,185384.5953979492,114870.46844482422,77803.62460327148,113087.38650512695,108879.52682495116,106070.60693359376,181677.64862060547,185925.1925048828,395269.997253418,297498.4055175781,248749.8764648437,349034.12240600586,76840.5661201477,112552.26904296876,50779.503494262695,113495.54669189452,135512.9304046631,247622.0024795532,150578.7494506836,31140.06211090088,351340.9652938843,50811.364418029785,119993.84759902954,300458.1818847656,137406.03253173828,157865.5118713379,305320.75607299805,50293.14337158203,917364.3236694336,509715.16888427734,553286.2394218445,951987.8035049438,589206.461063385,901050.4823608398,1127443.4717407227,520471.07974243164,513549.7355270386,528091.3929443359,647209.2290267944
[TG(50:5)]_FA18:3,0.5184552810664997,9.69804076507227,6.695450890038046,0.0096659220328068,0.0500556676698923,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,747540.4809570312,980637.4326171876,493947.755859375,583448.00390625,3285575.086425781,773892.734375,587349.5361328125,440825.01416015625,2173881.2998046875,2308485.271484375,1562859.73046875,872393.6938476561,7514290.9423828125,14618037.284179688,4097774.966796875,1515121.6669921875,16213733.04296875,17533362.787109375,3778963.1396484375,1236398.08984375,7283648.262695312,2146824.514160156,2086125.1123046875,1210214.6650390625,724956.888671875,979729.6459960936,1449478.361328125,410261.84912109375,560971.8383789064,1422989.6845703125,491283.63427734375,672268.0263671875,1896199.5517578125,940191.1713867188,882495.6728515625,466907.2744140625,6659928.216308594,15106166.544921877,840013.6796875,582045.845703125,938139.796875,4718106.900878906,1325100.3076171875,547063.73828125,333991.703125,2805573.6733398438,12726812.554199217,23188154.286621094,5087642.37109375,3147513.18359375,7528410.743652344,3564426.7451171875,38762457.05957031,27745224.860351562,6917619.995605469,4185793.6704101562
[TG(56:13)|TG(55:6)]_FA18:0,0.5180288990478353,5.896689852945256,6.684389070698671,0.009726085001197,0.0502817127820798,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,262788.53869628906,129055.4093017578,139111.43017578125,132974.58813476565,175864.6329345703,128369.47009277344,121397.82775878906,100049.88684082033,232376.31604003903,296223.7823486328,464747.2360839844,220321.1348876953,238536.7784423828,317754.3073730469,814586.962890625,213208.9938964844,266978.43798828125,271197.5390625,230449.5575561524,254561.35900878903,253228.2957763672,238339.8143310547,250682.2567138672,214446.8342285156,111045.7880859375,110223.16772460938,111537.28784179688,98673.0673828125,103832.24743652344,97364.88647460936,107482.48791503906,136998.91040039065,127021.14819335938,180182.63159179688,164391.8310546875,90823.16595458984,162633.61071777344,196434.4930419922,114272.92736816406,104163.24682617188,125894.6688232422,186502.3336181641,169408.8514404297,130540.0107421875,73371.82537841797,663929.9663085938,956697.2010498047,577504.2779541016,525681.8176269531,445678.5322265625,612345.8646240234,431479.31103515625,1023186.8936157227,1584087.042602539,1213668.4693603516,562418.7767944336
PS(P-39:0),0.5178172180557797,7.496622731104133,6.679107179355924,0.009754947337368,0.0503454485462471,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PS,713406.830078125,499277.6948242188,449957.2690429688,285694.4787597656,698778.6511230469,264967.0791015625,385305.52734375,282708.3798828125,1135269.9111328125,890451.6208496094,831795.9365234375,494202.5705566406,1072795.9763183594,973910.1640625,241772.43812942505,1509007.5517578125,1569668.2358398438,1111621.8322753906,1727754.2099609375,570481.3002929688,963323.5954589844,624860.3017578125,722169.8081054686,421380.2258300781,515764.3935546875,212431.2939453125,320979.9431152344,189145.6733398437,371564.1262207031,192648.83405685425,406852.3107910156,338151.0439453125,682250.2451171875,509399.9147949219,183483.7528762817,238939.017578125,702555.3283691406,370563.6071777344,514471.5942382813,290498.0795898437,778151.2734375,314815.6618652344,751786.5107421875,181448.79328536987,146094.3699951172,1948336.2727050781,2731733.9311523438,1878088.609375,1631759.6374511719,1309216.3150138855,2026202.2393302917,1238321.3039550781,4979525.578369141,3797486.130268097,3351720.0390625,1614072.930366516
[TG(54:11)|TG(53:4)]_FA16:1,0.5176551414954257,5.872452077309651,6.674861081639392,0.0097782133150924,0.0503801345929891,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,85981.1459350586,93250.70672607422,59994.76403808594,73283.12512207031,126594.38842773438,83473.20544433594,73710.6254272461,64336.96453857422,166211.2705078125,181628.81225585932,158398.35125732422,123183.20849609376,463897.65270996094,927001.5830078124,301064.1784667969,151625.41229248047,941363.0059814452,963599.5771484376,282905.14196777344,127459.8892211914,446485.0540771485,245808.63720703125,184701.8323974609,126055.4891357422,75961.66528320312,70141.24526977539,78183.08560180664,66928.72454833984,69620.38482666016,81328.14575195312,66449.84497070312,84989.24645996094,110836.52673339844,84369.62615966797,84164.82550048828,69729.9253540039,385305.5241699219,842737.0633544922,101256.4873046875,75196.98583984375,90553.06634521484,188999.41381835932,108134.04760742188,74993.30584716797,35937.862548828125,312509.74182128906,1003051.0128173828,1404496.0606689453,348115.1838378906,302387.62200927734,462679.833618164,291214.720703125,2315327.6143188477,1843588.8264770508,629421.6425170898,349100.9037475586
[TG(52:10)|TG(51:3)]_FA18:1,0.5163467402864006,6.832112208698909,6.641600153936452,0.0099624412338129,0.0512162452657313,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,123669.14837646484,131932.9288330078,80363.4052734375,109338.30798339844,237462.5952758789,132233.0288696289,107475.76684570312,78346.66534423828,291841.29779052734,312101.88372802734,248828.61657714844,174114.67126464844,1071897.4330444336,1977163.3337402344,653199.3845825195,273165.8137817383,2069936.981201172,2069950.6048583984,535337.1359863281,195897.3544921875,958205.7604980468,404711.0280761719,357813.4267578125,217512.6361694336,98659.00714111328,126063.64880371094,135330.60961914065,78016.42584228516,84936.0454711914,131347.3497314453,75570.78533935547,122369.26806640624,447143.0544433594,127598.5086669922,142388.1710205078,74363.52508544922,876883.7193603516,1943778.514221192,141387.12951660156,96124.92755126952,139611.2305908203,471160.4521484375,270484.2014160156,96710.06719970705,39346.22268676758,445303.7904663086,1938242.8515014648,3058174.290649415,555518.0563354492,414223.44860839844,977965.9513549805,438069.69140625,4871122.076538086,3975425.965148926,1026886.4693603516,791493.2592163086
[TG(56:10)|TG(55:3)]_FA16:1,0.5162721689840497,5.196046599627678,6.639510705270482,0.0099741324934576,0.0512162452657313,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,58449.66452026367,65663.744140625,50837.463439941406,59528.86364746094,80303.68585205078,57662.40380859375,56350.84399414063,48221.8232421875,115705.88751220705,141362.2091064453,123572.8091430664,91106.64666748048,295499.0210571289,546605.9984130859,212289.01513671875,111831.94744873048,456313.2880249024,469703.5936279297,168661.79327392578,90765.46600341795,249935.36016845703,153315.43075561523,153095.2319946289,95339.0067138672,53801.784240722656,49651.26333618164,52832.48419189453,46907.80331420898,50869.82360839844,55715.14447021485,52395.42395019531,62879.32418823242,83151.94644165039,65534.00439453125,66345.60528564453,52208.72381591797,175419.79290771484,420397.6321411133,62325.82403564453,52605.66400146485,63737.80450439453,108753.52838134766,86727.34600830078,56293.20397949219,28544.002075195316,234479.73574829102,651685.0296325684,710748.9130859375,242538.75689697266,221859.71621704102,315511.88287353516,203193.3350830078,1185444.1409301758,1166225.982055664,471747.5524291992,267240.27993774414
[TG(54:11)|TG(53:4)]_FA18:2,0.5154172269556692,8.041105832365943,6.618007908356958,0.0100952689777966,0.0516289043352236,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,191351.7738037109,241429.4194335937,132699.46948242188,160821.91088867188,588571.5007324219,216448.61645507807,156118.6900024414,129846.84948730467,639196.8137207031,641108.0274658203,536181.9473876953,311849.90234375,2827259.532714844,5628604.609619141,1681222.4649658203,464307.8347167969,4708264.4658203125,4561874.524291992,1133846.07421875,372475.2087402344,2714881.857910156,708200.2698974609,768498.6947021484,424085.2897949219,148451.05004882812,189211.1333618164,257007.4169921875,107633.38800048828,156181.4697265625,255708.3369140625,112762.36840820312,163722.55236816406,611514.3830566406,206594.83514404297,228829.69470214844,106672.5072631836,2681273.6989746094,6351588.888671875,290321.8217773437,160879.95178222656,205095.6736450196,847224.7368774414,368420.2854614258,136726.42993164065,63383.60430908203,726302.5736083983,4615666.1123046875,9484064.361206055,1090985.656677246,688374.7274169922,1557467.1259155273,702302.9884033203,10776460.273071289,10601394.442016602,2128336.6909179688,1153611.4201660156
FA(28:2),-0.5098528065132972,4.867967655033694,6.616228276400761,0.0101053618994395,0.0516289043352236,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,98320.06634521484,104900.66842651369,60198.3444519043,110685.3448486328,79449.52502441406,150629.2919921875,73313.76391983032,168979.03253173828,52769.30352783203,55001.94323730469,118862.6875,60684.64492797852,92626.04594421388,55953.66452026367,67546.82357788086,56558.80325317383,87333.78768920898,98253.3277015686,50153.58316040039,44171.28244018555,50726.94317626953,57290.0439453125,52158.36343383789,68654.54452514648,85848.00735473633,150393.67022705078,198904.5498046875,142790.84811401367,156710.83311843872,58589.18423461914,75013.46549987793,43049.80267333984,62023.8851852417,55325.32400894165,34197.72219848633,95411.08689880373,46440.54265594482,161884.1300163269,57559.80379486084,73782.28366851807,86289.1467590332,63837.28289794922,70654.38513183594,105297.38940429688,36202.50262451172,374104.4240722656,228829.8950805664,339666.76013565063,472371.61346817017,333363.28552627563,326078.20419311523,577937.0755004883,279911.9809913635,272685.3372955322,287318.57919311523,246958.0182914734
PI(40:7)|PI(39:0)|PI(O-40:0)|PI(dO-41:0),0.5153771286415347,7.344425565960054,6.616959148922888,0.0101012156120538,0.0516289043352236,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PI,426708.171875,327064.2021484375,427606.0700683594,436997.2347412109,357451.3868408203,212088.6928710937,420608.4912109375,331013.5422363281,994117.26171875,1062830.6947021484,1161959.7055664065,385079.16833496094,644342.8439941406,958854.5620117188,627612.2495117188,401714.3923339844,872473.4528808594,966078.3098144532,878605.6450195312,879706.9685058594,1299475.1893310547,934009.6845703124,1081581.815673828,619738.0283203125,251313.5198974609,236636.53588867188,337898.1848144531,188051.6727294922,206878.7347412109,204435.1531982422,296746.9025878906,285913.57861328125,484523.3566894531,525515.7602539064,358332.4645996094,316150.44317626953,354996.92626953125,547105.7224121094,263003.5795898437,345007.3649902344,498138.0732421875,686930.6726074219,379408.7282714844,526620.1215820312,81820.8056640625,1618375.6788330078,3934804.717895508,1510113.5932617188,1321162.1131591797,993974.369140625,2091097.595703125,1013899.9133300781,3596864.376220703,2632524.0478515625,3603986.8303222656,1684522.0247192383
[TG(57:9)|TG(56:2)]_FA16:0,0.5142009580759751,5.299050037332952,6.586915992261311,0.0102730986395111,0.0523979654226324,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,64186.32452392578,74925.42572021484,43726.4430847168,61633.22421264648,78401.36541748047,62840.32391357422,63232.68438720703,50187.96307373047,183338.8130493164,314701.50915527344,284038.66033935547,177263.13397216797,223268.314453125,329387.5430908203,225817.27615356445,194038.31454467773,264159.9800109863,340408.2671508789,163339.43096923828,184235.43310546875,203095.2361450196,190974.83721923828,227586.89752197263,173905.0330810547,53805.40344238281,71479.92538452148,69050.14477539062,47086.64315795898,53687.5439453125,115162.80859375,49096.50384521485,72788.20495605469,94063.86572265624,61858.1640625,68526.66445922852,54914.88363647461,92724.92611694336,321600.8020019531,59342.24450683594,63624.70474243164,60710.444396972656,280392.4204711914,98592.58728027344,53946.34393310547,24062.341674804688,244471.4175415039,795562.0039672852,537292.6773681641,254662.3367919922,290735.06134033203,493641.79608154297,241422.1167602539,952143.1112365723,972511.4482421875,959342.1165161133,279363.5778808594
[TG(56:10)|TG(55:3)]_FA18:2,0.5139814218640774,6.867481032240212,6.581523750566703,0.0103042647248234,0.0524690402794102,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,145509.77197265625,159279.15002441406,105026.70739746094,138919.5098876953,289028.17669677734,150340.58966064453,128850.20989990234,114359.62866210938,376649.4074707031,556491.560546875,345568.7020263672,215719.4158935547,1003401.9919433594,2044807.788269043,659127.4387207031,252412.21728515625,1562159.3344726565,1725587.6607666016,493373.814819336,264989.2979736328,984633.3021240234,415032.3937988281,471953.4760742188,273138.65966796875,115410.88836669922,150009.97064208984,156290.17114257812,91652.0859375,108468.267578125,340749.5643310547,102868.8270263672,129780.12915039064,267187.0600585937,158658.47076416016,156618.53204345703,103064.78735351564,661303.0860595703,1798020.0100097656,152557.13061523438,123994.46887207033,151248.0506591797,572208.6401367188,217439.31616210932,135660.23010253906,58466.9443359375,548735.1392822266,2144757.831665039,2735874.6955566406,682578.6049194336,681866.7880859375,1076556.2370605469,513363.1160888672,4046110.1080322266,3959749.4362182617,1494429.0859375,685528.8502197266
DG(32:2)_C16:1,0.5116408131902875,6.882263409842285,6.522329176297717,0.0106528399397249,0.0541534183914231,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,74619.94501113892,459213.0498046875,70001.10494995117,879722.9831542969,226357.1956100464,448413.2673187256,68923.70497131348,138545.15058898926,829826.1548461914,888599.82421875,642017.430847168,1102086.2402954102,1142910.8215942385,713404.387878418,72782.52526855469,595102.7047119141,70096.14501571655,144293.69190597534,409739.3658180237,506981.5748481751,75649.94570541382,870345.6522827148,642138.7418212891,485195.6754531861,442129.0677490234,582731.1871337891,72253.72498703003,66261.48460006714,69914.50490188599,66375.46445846558,74212.34532165527,76750.46536254883,65970.5650138855,65128.30474853516,76378.90615844727,269670.63946533203,715529.0551147461,697982.1084594727,739625.5325927734,117205.668258667,71952.58531570435,144426.60977172852,773944.9498291016,72025.78485870361,355963.46728515625,1483557.0829200745,2073330.0152626038,2270342.364425659,882239.3184890747,287252.78004455566,1062349.929775238,1163375.4644699097,1131110.7775878906,2524200.439453125,3462529.6502075195,477148.41538619995
FA(28:4),-0.5060250302554338,5.651044810021037,6.517391861934812,0.0106824549659904,0.0542134589524015,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,216475.6091003418,147263.10989379883,81020.42669677734,239471.8019104004,128826.8677368164,201076.6551818848,114288.45099258424,345127.9529724121,90668.28680419922,108792.80801391602,210073.9962158203,123246.3916015625,153161.0711669922,90689.5456237793,105053.18612670898,92642.90634155272,153381.37103271484,155507.47076034546,87890.06607055664,81038.9058227539,85592.92666625977,117254.4246826172,84491.76626586914,107296.34834289552,134321.8871459961,186956.1898803711,338770.02365112305,363022.77084350586,367678.0634384155,58466.06373596192,102537.76629638672,25336.121784210205,81226.88632202148,99329.16636657716,229520.5352935791,129705.08682250977,137685.8472290039,255185.95542907715,18915.98127746582,125606.32557678224,124743.34872436523,91033.92520141602,81460.56640625,169232.47603988647,39330.06262207031,684230.9476013184,394635.4659576416,537394.1095123291,789319.9268836975,554018.0152549744,466470.3163719177,1023070.8715209961,477817.81368637085,441546.7092590332,532781.482635498,539781.6748046875
FA(17:3),-0.505826204819042,5.260459840772359,6.512201933179313,0.0107136762685324,0.0542814379994695,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,50911.20343017578,58290.20379638672,43034.84289550781,137413.98901367188,49890.94372558594,94881.22705078124,48647.36340332031,211415.416015625,50852.4035949707,49011.60354614258,510656.1794433594,66799.88439941406,261286.15966796875,46171.72326660156,104387.3876953125,61272.72448730469,139816.1893310547,264322.81982421875,55634.98406982422,50326.16397094727,57108.56329345703,52416.263427734375,49300.32312011719,78038.82537841797,65518.4443359375,117447.0692138672,238099.3779296875,177950.99291992188,248421.81909179688,36789.122482299805,117940.94750976564,50058.4831237793,65164.86474609375,47092.38342285156,304151.4836425781,57613.00457763672,137587.46875,298088.9626464844,59837.124267578125,46617.82354736328,45609.082916259766,64956.24444580078,48578.423400878906,61776.264221191406,190737.4938964844,289650.2391357422,236863.97521972656,542131.3792114258,404834.9501953125,453210.3722076416,220920.01498413086,599015.8843994141,510100.1571960449,473117.9951171875,677320.0709838867,474021.73638916016
[TG(58:8)|TG(57:1)]_FA18:0,0.5111188973924593,6.132058993255861,6.509113738908127,0.0107322984655247,0.0542854631686426,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,147394.19140625,169428.63299560547,100900.14721679688,128331.66827392578,162855.17095947266,144151.93029785156,128515.16784667967,102801.30847167967,347223.4647216797,469542.6297607422,351338.1301879883,182114.49584960932,373769.16662597656,658094.242980957,313211.8829345703,178304.57482910156,599194.9027099609,738227.1982421875,349079.4631347656,266004.9584960937,553661.1557617188,427819.150390625,308490.3854980469,213398.43383789065,96606.44604492189,111717.7671508789,115139.74865722656,67078.20483398438,90181.80560302734,208475.1929321289,98533.44689941406,106564.0668334961,184756.13354492188,161557.3524169922,129962.76806640624,85805.74560546875,241339.6370849609,602311.494934082,102860.16705322266,110280.24829101564,134713.32946777344,352785.04528808594,149624.47045898438,117147.82849121094,47550.6435546875,546054.6398925781,1503369.1254882812,1056791.5473632812,538323.5775756836,503754.5122680664,754270.6737060547,390542.1666870117,1952506.5225830078,1523379.8673706055,1350218.7205200195,562081.9996337891
