,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Lipid,Correct_RT,Biology,Genotype,Cage,Mouse
2761235,443.3,183.0,6.128866666666667,3547.0,11162023_WT-m5-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.13,hippo,WT,FAD263,m5
1367051,503.4,183.0,11.12615,3482.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.13,dienc,WT,FAD263,m3
2566545,475.4,183.0,9.486283333333335,3466.0,11162023_WT-m5-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.49,dienc,WT,FAD263,m5
4639380,473.4,183.0,8.633766666666666,3451.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,hippo,5xFAD,FAD231,m2
4365155,443.3,183.0,5.702500000000001,3439.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.7,dienc,5xFAD,FAD231,m2
4177569,495.4,183.0,6.358716666666667,3433.0,11192023_5xFAD-m2-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.36,cortex,5xFAD,FAD231,m2
209489,445.4,183.0,6.567966666666667,3431.0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,cereb,WT,,m1
3144445,473.4,183.0,8.607933333333333,3352.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.61,cortex,5xFAD,FAD231,m1
3019100,475.4,183.0,9.176233333333334,3295.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.18,cereb,5xFAD,,m1
2466915,443.3,183.0,6.1418,3286.0,11162023_WT-m5-dienc-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.14,dienc,WT,,m5
2395078,495.4,183.0,6.177866666666667,3262.0,11162023_WT-m5-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.18,cortex,WT,FAD263,m5
1464224,445.4,183.0,6.580883333333333,3260.0,11162023_WT-m3-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.58,hippo,WT,FAD263,m3
4620610,443.3,183.0,6.128866666666667,3239.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.13,hippo,5xFAD,FAD231,m2
4386345,475.4,183.0,9.4734,3176.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.47,dienc,5xFAD,FAD231,m2
761423,471.4,183.0,7.5745000000000005,3167.0,11162023_WT-m2-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.57,cortex,WT,,m2
431559,443.3,183.0,6.12885,3115.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.13,dienc,WT,,m1
2774401,475.4,183.0,9.718866666666667,3073.0,11162023_WT-m5-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.72,hippo,WT,FAD263,m5
110144,495.4,183.0,13.051483333333334,2987.0,11162023_Blank-AMP_2x_MRMs_O3off_01,495.4 -> 183.0,22:6,13.05,,,,
1972714,443.3,183.0,6.1676166666666665,2968.0,11162023_WT-m4-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.17,hippo,WT,FAD263,m4
3402254,475.4,183.0,9.44755,2967.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.45,dienc,5xFAD,FAD231,m1
2684959,475.4,183.0,9.70595,2930.0,11162023_WT-m5-hippo-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.71,hippo,WT,,m5
653118,445.4,183.0,6.567950000000001,2908.0,11162023_WT-m2-cereb-FAD246_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,cereb,WT,,m2
3785390,475.4,183.0,9.4863,2899.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.49,hippo,5xFAD,,m1
339852,471.4,183.0,7.5616,2842.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.56,cortex,WT,,m1
1240366,503.4,183.0,11.152000000000001,2837.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.15,cortex,WT,FAD263,m3
3272124,473.4,183.0,8.194483333333334,2813.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.19,cortex,5xFAD,,m1
3922148,495.4,183.0,6.371650000000001,2779.0,11192023_5xFAD-m2-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.37,cereb,5xFAD,FAD231,m2
4514057,475.4,183.0,9.4863,2769.0,11192023_5xFAD-m2-dienc-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.49,dienc,5xFAD,FAD257,m2
81780,445.4,183.0,6.5938,2721.0,11162023_Blank-AMP_2x_MRMs_O3off_01,445.4 -> 183.0,18:3,6.59,,,,
4509264,471.4,183.0,7.561566666666667,2706.0,11192023_5xFAD-m2-dienc-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.56,dienc,5xFAD,FAD257,m2
2364888,443.3,183.0,6.128866666666667,2706.0,11162023_WT-m5-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.13,cortex,WT,FAD263,m5
3016703,473.4,183.0,8.207416666666667,2628.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.21,cereb,5xFAD,,m1
2264916,473.4,183.0,8.607916666666666,2626.0,11162023_WT-m5-cortex-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.61,cortex,WT,,m5
2552360,443.3,183.0,5.986716666666667,2574.0,11162023_WT-m5-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.99,dienc,WT,FAD263,m5
4266833,475.4,183.0,9.4863,2571.0,11192023_5xFAD-m2-cortex-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.49,cortex,5xFAD,FAD257,m2
1608321,473.4,183.0,8.284916666666668,2567.0,11162023_WT-m4-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.28,cereb,WT,FAD263,m4
866523,471.4,183.0,5.907766666666667,2555.0,11162023_WT-m2-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.91,dienc,WT,,m2
2386048,475.4,183.0,9.512133333333335,2406.0,11162023_WT-m5-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.51,cortex,WT,FAD263,m5
2886490,471.4,183.0,5.8819333333333335,2394.0,11192023_5xFAD-m1-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.88,cereb,5xFAD,FAD231,m1
4168523,475.4,183.0,9.486283333333335,2362.0,11192023_5xFAD-m2-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.49,cortex,5xFAD,FAD231,m2
3508777,443.3,183.0,5.702483333333333,2347.0,11192023_5xFAD-m1-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.7,dienc,5xFAD,,m1
1603511,469.4,183.0,6.14055,2334.0,11162023_WT-m4-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.14,cereb,WT,FAD263,m4
3525044,471.4,183.0,5.869000000000001,2262.0,11192023_5xFAD-m1-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.87,dienc,5xFAD,,m1
2870255,443.3,183.0,6.128866666666667,2246.0,11192023_5xFAD-m1-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.13,cereb,5xFAD,FAD231,m1
1863772,473.4,183.0,8.659600000000001,2221.0,11162023_WT-m4-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.66,dienc,WT,FAD263,m4
2089213,473.4,183.0,8.2074,2205.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.21,cereb,WT,,m5
448549,475.4,183.0,9.473366666666667,2194.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.47,dienc,WT,,m1
4147332,443.3,183.0,5.702483333333333,2141.0,11192023_5xFAD-m2-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.7,cortex,5xFAD,FAD231,m2
100587,475.4,183.0,9.576733333333333,2115.0,11162023_Blank-AMP_2x_MRMs_O3off_01,475.4 -> 183.0,20:2,9.58,,,,
3657690,475.4,183.0,9.628400000000001,2106.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.63,hippo,5xFAD,FAD231,m1
3274549,475.4,183.0,9.525066666666667,2075.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.53,cortex,5xFAD,,m1
765338,475.4,183.0,9.680100000000001,2057.0,11162023_WT-m2-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.68,cortex,WT,,m2
978732,471.4,183.0,5.89485,1951.0,11162023_WT-m2-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.89,hippo,WT,,m2
4381423,471.4,183.0,5.881950000000001,1950.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.88,dienc,5xFAD,FAD231,m2
750089,445.4,183.0,6.567966666666667,1948.0,11162023_WT-m2-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,cortex,WT,,m2
444571,471.4,183.0,6.114483333333333,1870.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,6.11,dienc,WT,,m1
2564933,473.4,183.0,8.633750000000001,1866.0,11162023_WT-m5-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,dienc,WT,FAD263,m5
4251789,443.3,183.0,5.702483333333333,1846.0,11192023_5xFAD-m2-cortex-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.7,cortex,5xFAD,FAD257,m2
4163600,471.4,183.0,5.881916666666667,1842.0,11192023_5xFAD-m2-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.88,cortex,5xFAD,FAD231,m2
3158574,503.4,183.0,11.152000000000001,1841.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.15,cortex,5xFAD,FAD231,m1
3527580,473.4,183.0,8.633766666666666,1830.0,11192023_5xFAD-m1-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,dienc,5xFAD,,m1
2477993,471.4,183.0,7.548683333333334,1824.0,11162023_WT-m5-dienc-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.55,dienc,WT,,m5
1480636,473.4,183.0,8.62085,1819.0,11162023_WT-m3-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.62,hippo,WT,FAD263,m3
2479642,473.4,183.0,8.607933333333333,1818.0,11162023_WT-m5-dienc-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.61,dienc,WT,,m5
1731265,469.4,183.0,6.696133333333334,1809.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.7,cortex,WT,FAD263,m4
344112,475.4,183.0,9.757633333333334,1779.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.76,cortex,WT,,m1
325429,443.3,183.0,6.167633333333334,1733.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.17,cortex,WT,,m1
2891412,475.4,183.0,9.4734,1714.0,11192023_5xFAD-m1-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.47,cereb,5xFAD,FAD231,m1
983171,475.4,183.0,9.52505,1669.0,11162023_WT-m2-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.53,hippo,WT,,m2
228294,475.4,183.0,9.525066666666667,1657.0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.53,cereb,WT,,m1
3908273,471.4,183.0,7.10935,1638.0,11192023_5xFAD-m2-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.11,cereb,5xFAD,FAD231,m2
1105582,473.4,183.0,8.620833333333334,1637.0,11162023_WT-m3-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.62,cereb,WT,FAD263,m3
2771241,471.4,183.0,5.89485,1628.0,11162023_WT-m5-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.89,hippo,WT,FAD263,m5
2175990,473.4,183.0,8.620833333333334,1619.0,11162023_WT-m5-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.62,cereb,WT,FAD263,m5
2682554,473.4,183.0,8.633766666666666,1560.0,11162023_WT-m5-hippo-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,hippo,WT,,m5
1750182,503.4,183.0,11.1003,1539.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.1,cortex,WT,FAD263,m4
3913101,475.4,183.0,9.4863,1534.0,11192023_5xFAD-m2-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.49,cereb,5xFAD,FAD231,m2
853061,443.3,183.0,6.1676166666666665,1516.0,11162023_WT-m2-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.17,dienc,WT,,m2
207135,443.3,183.0,6.154716666666667,1459.0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.15,cereb,WT,,m1
651519,443.3,183.0,6.141783333333334,1434.0,11162023_WT-m2-cereb-FAD246_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.14,cereb,WT,,m2
4767091,473.4,183.0,8.633766666666666,1417.0,11192023_5xFAD-m2-hippo-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,hippo,5xFAD,FAD257,m2
4492896,443.3,183.0,6.0901000000000005,1402.0,11192023_5xFAD-m2-dienc-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.09,dienc,5xFAD,FAD257,m2
4038392,473.4,183.0,8.220316666666667,1373.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.22,cereb,5xFAD,FAD257,m2
4636941,471.4,183.0,7.122283333333334,1346.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.12,hippo,5xFAD,FAD231,m2
878094,495.4,183.0,6.100333333333333,1336.0,11162023_WT-m2-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.1,dienc,WT,,m2
672415,495.4,183.0,13.090250000000001,1333.0,11162023_WT-m2-cereb-FAD246_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,13.09,cereb,WT,,m2
1494763,503.4,183.0,11.139083333333334,1312.0,11162023_WT-m3-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.14,hippo,WT,FAD263,m3
568315,473.4,183.0,8.633766666666666,1301.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,hippo,WT,,m1
237339,495.4,183.0,6.384600000000001,1266.0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.38,cereb,WT,,m1
870656,475.4,183.0,9.537966666666668,1175.0,11162023_WT-m2-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.54,dienc,WT,,m2
2772886,473.4,183.0,8.646666666666667,1165.0,11162023_WT-m5-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.65,hippo,WT,FAD263,m5
662462,471.4,183.0,5.89485,1162.0,11162023_WT-m2-cereb-FAD246_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.89,cereb,WT,,m2
2274909,503.4,183.0,11.203666666666667,1161.0,11162023_WT-m5-cortex-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.2,cortex,WT,,m5
1991481,473.4,183.0,8.633750000000001,1083.0,11162023_WT-m4-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,hippo,WT,FAD263,m4
2563174,471.4,183.0,5.881916666666667,1030.0,11162023_WT-m5-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.88,dienc,WT,FAD263,m5
4383958,473.4,183.0,8.633783333333334,1019.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,dienc,5xFAD,FAD231,m2
3399868,473.4,183.0,8.62085,1011.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.62,dienc,5xFAD,FAD231,m1
3783004,473.4,183.0,8.659600000000001,1008.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.66,hippo,5xFAD,,m1
1119717,503.4,183.0,11.242416666666667,989.0,11162023_WT-m3-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.24,cereb,WT,FAD263,m3
2381123,471.4,183.0,5.8819333333333335,919.0,11162023_WT-m5-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,5.88,cortex,WT,FAD263,m5
1622488,503.4,183.0,11.31995,914.0,11162023_WT-m4-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.32,cereb,WT,FAD263,m4
964199,443.3,183.0,6.1547,905.0,11162023_WT-m2-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.15,hippo,WT,,m2
763379,473.4,183.0,8.607916666666666,902.0,11162023_WT-m2-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.61,cortex,WT,,m2
981024,473.4,183.0,8.646683333333334,900.0,11162023_WT-m2-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.65,hippo,WT,,m2
4265129,473.4,183.0,8.646683333333334,890.0,11192023_5xFAD-m2-cortex-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.65,cortex,5xFAD,FAD257,m2
2383659,473.4,183.0,8.646683333333334,828.0,11162023_WT-m5-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.65,cortex,WT,FAD263,m5
2889026,473.4,183.0,8.646700000000001,808.0,11192023_5xFAD-m1-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.65,cereb,5xFAD,FAD231,m1
341968,473.4,183.0,8.478733333333334,798.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.48,cortex,WT,,m1
2185603,503.4,183.0,11.268266666666667,790.0,11162023_WT-m5-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.27,cereb,WT,FAD263,m5
2099096,503.4,183.0,11.164916666666667,754.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.16,cereb,WT,,m5
4511669,473.4,183.0,8.633766666666666,729.0,11192023_5xFAD-m2-dienc-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.63,dienc,5xFAD,FAD257,m2
3541707,503.4,183.0,11.151983333333334,702.0,11192023_5xFAD-m1-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.15,dienc,5xFAD,,m1
4166134,473.4,183.0,8.620833333333334,699.0,11192023_5xFAD-m2-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.62,cortex,5xFAD,FAD231,m2
665894,475.4,183.0,9.770533333333335,674.0,11162023_WT-m2-cereb-FAD246_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.77,cereb,WT,,m2
3655297,473.4,183.0,8.711266666666667,670.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.71,hippo,5xFAD,FAD231,m1
582448,503.4,183.0,11.229516666666667,642.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.23,hippo,WT,,m1
2005624,503.4,183.0,11.3587,640.0,11162023_WT-m4-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.36,hippo,WT,FAD263,m4
98199,473.4,183.0,8.7242,627.0,11162023_Blank-AMP_2x_MRMs_O3off_01,473.4 -> 183.0,20:3,8.72,,,,
4653510,503.4,183.0,11.190733333333334,627.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.19,hippo,5xFAD,FAD231,m2
3910717,473.4,183.0,8.685433333333334,613.0,11192023_5xFAD-m2-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.69,cereb,5xFAD,FAD231,m2
446626,473.4,183.0,8.646666666666667,603.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.65,dienc,WT,,m1
4525794,503.4,183.0,11.12615,602.0,11192023_5xFAD-m2-dienc-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.13,dienc,5xFAD,FAD257,m2
3030752,503.4,183.0,9.71785,600.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,9.72,cereb,5xFAD,,m1
4275171,503.4,183.0,11.332883333333333,591.0,11192023_5xFAD-m2-cortex-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.33,cortex,5xFAD,FAD257,m2
868663,473.4,183.0,8.672516666666667,590.0,11162023_WT-m2-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.67,dienc,WT,,m2
457979,503.4,183.0,11.216583333333334,539.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.22,dienc,WT,,m1
774844,503.4,183.0,11.307033333333333,535.0,11162023_WT-m2-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.31,cortex,WT,,m2
225929,473.4,183.0,8.9697,520.0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.97,cereb,WT,,m1
4052558,503.4,183.0,11.24245,518.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.24,cereb,5xFAD,FAD257,m2
3286173,503.4,183.0,9.704916666666668,510.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,9.7,cortex,5xFAD,,m1
664243,473.4,183.0,8.672516666666667,488.0,11162023_WT-m2-cereb-FAD246_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.67,cereb,WT,,m2
4180220,503.4,183.0,10.609316666666667,476.0,11192023_5xFAD-m2-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,10.61,cortex,5xFAD,FAD231,m2
4398084,503.4,183.0,11.139083333333334,461.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.14,dienc,5xFAD,FAD231,m2
