,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Lipid,Correct_RT,Biology,Genotype,Cage,Mouse
2378802,469.4,183.0,5.895066666666667,39693.0,11162023_WT-m5-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,5.9,cortex,WT,FAD263,m5
2085816,469.4,183.0,5.895066666666667,38349.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,5.9,cereb,WT,,m5
1861368,471.4,183.0,7.600333333333333,38335.0,11162023_WT-m4-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.6,dienc,WT,FAD263,m4
4622965,445.4,183.0,6.555033333333333,37054.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,hippo,5xFAD,FAD231,m2
2087553,471.4,183.0,7.548666666666667,34837.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.55,cereb,WT,,m5
3267301,469.4,183.0,5.88215,33873.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,5.88,cortex,5xFAD,,m1
3155969,495.4,183.0,7.49575,32313.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.5,cortex,5xFAD,FAD231,m1
4049948,495.4,183.0,7.521583333333334,27208.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.52,cereb,5xFAD,FAD257,m2
221047,469.4,183.0,5.895066666666667,24613.0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,5.9,cereb,WT,,m1
2553950,445.4,183.0,6.555016666666667,23699.0,11162023_WT-m5-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,dienc,WT,FAD263,m5
2997932,443.3,183.0,5.689583333333333,22752.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.69,cereb,5xFAD,,m1
4634540,469.4,183.0,6.101783333333334,21539.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.1,hippo,5xFAD,FAD231,m2
3142040,471.4,183.0,7.53575,21337.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.54,cortex,5xFAD,FAD231,m1
3253354,443.3,183.0,5.689583333333333,20498.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.69,cortex,5xFAD,,m1
1103178,471.4,183.0,7.561566666666667,18512.0,11162023_WT-m3-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.56,cereb,WT,FAD263,m3
3125643,443.3,183.0,5.689583333333333,17184.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.69,cortex,5xFAD,FAD231,m1
3146831,475.4,183.0,9.434616666666667,17160.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.43,cortex,5xFAD,FAD231,m1
579839,495.4,183.0,7.521583333333334,16442.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.52,hippo,WT,,m1
1492162,495.4,183.0,7.5345,15546.0,11162023_WT-m3-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.53,hippo,WT,FAD263,m3
3255743,445.4,183.0,6.5550500000000005,15292.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,cortex,5xFAD,,m1
1986643,469.4,183.0,6.127616666666667,14786.0,11162023_WT-m4-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.13,hippo,WT,FAD263,m4
2077822,445.4,183.0,6.555033333333333,13111.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,cereb,WT,,m5
455745,495.4,183.0,6.371650000000001,13096.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.37,dienc,WT,,m1
1736031,473.4,183.0,8.272,13033.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.27,cortex,WT,FAD263,m4
2694078,495.4,183.0,7.521583333333334,12834.0,11162023_WT-m5-hippo-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.52,hippo,WT,,m5
1229360,475.4,183.0,9.473383333333334,12658.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.47,cortex,WT,FAD263,m3
1478233,471.4,183.0,7.574516666666667,12170.0,11162023_WT-m3-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.57,hippo,WT,FAD263,m3
2900437,495.4,183.0,6.0745000000000005,12117.0,11192023_5xFAD-m1-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.07,cereb,5xFAD,FAD231,m1
4036019,471.4,183.0,7.561583333333334,12014.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.56,cereb,5xFAD,FAD257,m2
3011879,469.4,183.0,5.8821666666666665,11732.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,5.88,cereb,5xFAD,,m1
1209525,443.3,183.0,6.115950000000001,11654.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.12,cortex,WT,FAD263,m3
1334154,443.3,183.0,6.103033333333333,11524.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.1,dienc,WT,FAD263,m3
3381065,443.3,183.0,5.689583333333333,10994.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.69,dienc,5xFAD,FAD231,m1
565910,471.4,183.0,7.561583333333334,10954.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.56,hippo,WT,,m1
1100743,469.4,183.0,6.101766666666667,10496.0,11162023_WT-m3-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.1,cereb,WT,FAD263,m3
2251666,443.3,183.0,6.103033333333333,10240.0,11162023_WT-m5-cortex-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.1,cortex,WT,,m5
4273237,495.4,183.0,7.521583333333334,10083.0,11192023_5xFAD-m2-cortex-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.52,cortex,5xFAD,FAD257,m2
1858933,469.4,183.0,6.14055,9810.0,11162023_WT-m4-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.14,dienc,WT,FAD263,m4
1475798,469.4,183.0,6.114716666666667,9785.0,11162023_WT-m3-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.11,hippo,WT,FAD263,m3
3128031,445.4,183.0,6.542116666666667,9679.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.54,cortex,5xFAD,FAD231,m1
1738425,475.4,183.0,9.20205,9393.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.2,cortex,WT,FAD263,m4
3636488,443.3,183.0,5.702483333333333,9367.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.7,hippo,5xFAD,FAD231,m1
1461867,443.3,183.0,6.1288833333333335,9354.0,11162023_WT-m3-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.13,hippo,WT,FAD263,m3
2572465,495.4,183.0,6.074483333333333,9321.0,11162023_WT-m5-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.07,dienc,WT,FAD263,m5
2680150,471.4,183.0,7.574516666666667,9207.0,11162023_WT-m5-hippo-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.57,hippo,WT,,m5
2163252,443.3,183.0,6.115933333333333,9179.0,11162023_WT-m5-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.12,cereb,WT,FAD263,m5
1355316,475.4,183.0,9.51215,9094.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.51,dienc,WT,FAD263,m3
1086812,443.3,183.0,6.115933333333333,8956.0,11162023_WT-m3-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.12,cereb,WT,FAD263,m3
2666139,445.4,183.0,6.5550500000000005,8751.0,11162023_WT-m5-hippo-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,hippo,WT,,m5
2872610,445.4,183.0,6.5550500000000005,8261.0,11192023_5xFAD-m1-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,cereb,5xFAD,FAD231,m1
991223,495.4,183.0,6.087416666666667,8035.0,11162023_WT-m2-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.09,hippo,WT,,m2
4253494,445.4,183.0,6.555033333333333,7998.0,11192023_5xFAD-m2-cortex-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,cortex,5xFAD,FAD257,m2
549544,443.3,183.0,6.115950000000001,7939.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.12,hippo,WT,,m1
1227089,473.4,183.0,8.233233333333335,7910.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.23,cortex,WT,FAD263,m3
4523104,495.4,183.0,6.371666666666667,7793.0,11192023_5xFAD-m2-dienc-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.37,dienc,5xFAD,FAD257,m2
1483034,475.4,183.0,9.6026,7781.0,11162023_WT-m3-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.6,hippo,WT,FAD263,m3
3780597,471.4,183.0,7.561583333333334,7770.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.56,hippo,5xFAD,,m1
3529967,475.4,183.0,9.473383333333334,7689.0,11192023_5xFAD-m1-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.47,dienc,5xFAD,,m1
2076179,443.3,183.0,6.115950000000001,7655.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.12,cereb,WT,,m5
3794526,495.4,183.0,7.521583333333334,7552.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.52,hippo,5xFAD,,m1
352008,495.4,183.0,6.087416666666667,7515.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.09,cortex,WT,,m1
4641768,475.4,183.0,9.4863,7351.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.49,hippo,5xFAD,FAD231,m2
3666703,495.4,183.0,6.074483333333333,6941.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.07,hippo,5xFAD,FAD231,m1
1717259,443.3,183.0,5.741266666666667,6938.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.74,cortex,WT,FAD263,m4
966310,445.4,183.0,6.567950000000001,6612.0,11162023_WT-m2-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,hippo,WT,,m2
4750676,445.4,183.0,6.555033333333333,6595.0,11192023_5xFAD-m2-hippo-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,hippo,5xFAD,FAD257,m2
2266622,475.4,183.0,9.563816666666668,6424.0,11162023_WT-m5-cortex-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.56,cortex,WT,,m5
4149719,445.4,183.0,6.5421000000000005,6378.0,11192023_5xFAD-m2-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.54,cortex,5xFAD,FAD231,m2
4022009,445.4,183.0,6.555033333333333,6355.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,cereb,5xFAD,FAD257,m2
3411392,495.4,183.0,7.508666666666667,6057.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.51,dienc,5xFAD,FAD231,m1
1847358,445.4,183.0,6.5937833333333336,6044.0,11162023_WT-m4-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.59,dienc,WT,FAD263,m4
3000321,445.4,183.0,6.5550500000000005,5965.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,cereb,5xFAD,,m1
3383453,445.4,183.0,6.542116666666667,5935.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.54,dienc,5xFAD,FAD231,m1
551901,445.4,183.0,6.567966666666667,5892.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,hippo,WT,,m1
1719648,445.4,183.0,6.606716666666667,5872.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.61,cortex,WT,FAD263,m4
1336512,445.4,183.0,6.567950000000001,5860.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,dienc,WT,FAD263,m3
3511165,445.4,183.0,6.555016666666667,5818.0,11192023_5xFAD-m1-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,dienc,5xFAD,,m1
4495254,445.4,183.0,6.555016666666667,5782.0,11192023_5xFAD-m2-dienc-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,dienc,5xFAD,FAD257,m2
3764199,443.3,183.0,5.702500000000001,5780.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.7,hippo,5xFAD,,m1
3766587,445.4,183.0,6.555033333333333,5695.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,hippo,5xFAD,,m1
3638876,445.4,183.0,6.555016666666667,5668.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,hippo,5xFAD,FAD231,m1
1866172,475.4,183.0,9.667166666666667,5658.0,11162023_WT-m4-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.67,dienc,WT,FAD263,m4
4367542,445.4,183.0,6.542116666666667,5646.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.54,dienc,5xFAD,FAD231,m2
1107981,475.4,183.0,9.6155,5645.0,11162023_WT-m3-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.62,cereb,WT,FAD263,m3
1089169,445.4,183.0,6.567933333333333,5627.0,11162023_WT-m3-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,cereb,WT,FAD263,m3
1222574,469.4,183.0,6.101783333333334,5560.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.1,cortex,WT,FAD263,m3
3894298,445.4,183.0,6.555016666666667,5557.0,11192023_5xFAD-m2-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,cereb,5xFAD,FAD231,m2
1844969,443.3,183.0,5.7283333333333335,5490.0,11162023_WT-m4-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.73,dienc,WT,FAD263,m4
1348086,469.4,183.0,6.101783333333334,5476.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,469.4 -> 183.0,20:5,6.1,dienc,WT,FAD263,m3
2487303,495.4,183.0,6.358750000000001,5360.0,11162023_WT-m5-dienc-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.36,dienc,WT,,m5
327505,445.4,183.0,6.567966666666667,5293.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,cortex,WT,,m1
2468513,445.4,183.0,6.542116666666667,5282.0,11162023_WT-m5-dienc-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.54,dienc,WT,,m5
3538992,495.4,183.0,6.074483333333333,5225.0,11192023_5xFAD-m1-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.07,dienc,5xFAD,,m1
93356,469.4,183.0,6.153466666666667,5214.0,11162023_Blank-AMP_2x_MRMs_O3off_01,469.4 -> 183.0,20:5,6.15,,,,
4263407,471.4,183.0,7.5745000000000005,5133.0,11192023_5xFAD-m2-cortex-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.57,cortex,5xFAD,FAD257,m2
1589547,443.3,183.0,5.7283333333333335,4969.0,11162023_WT-m4-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.73,cereb,WT,FAD263,m4
2779870,495.4,183.0,6.371666666666667,4928.0,11162023_WT-m5-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.37,hippo,WT,FAD263,m5
1211735,445.4,183.0,6.567950000000001,4914.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,cortex,WT,FAD263,m3
2003007,495.4,183.0,7.5474000000000006,4848.0,11162023_WT-m4-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.55,hippo,WT,FAD263,m4
1352895,473.4,183.0,8.233233333333335,4816.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,473.4 -> 183.0,20:3,8.23,dienc,WT,FAD263,m3
570715,475.4,183.0,9.641350000000001,4741.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.64,hippo,WT,,m1
1989078,471.4,183.0,7.587400000000001,4717.0,11162023_WT-m4-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.59,hippo,WT,FAD263,m4
433452,445.4,183.0,6.567950000000001,4659.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,dienc,WT,,m1
2253332,445.4,183.0,6.542116666666667,4647.0,11162023_WT-m5-cortex-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.54,cortex,WT,,m5
3397462,471.4,183.0,7.53575,4603.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.54,dienc,5xFAD,FAD231,m1
1591936,445.4,183.0,6.5937833333333336,4499.0,11162023_WT-m4-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.59,cereb,WT,FAD263,m4
1877468,503.4,183.0,5.6091500000000005,4453.0,11162023_WT-m4-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,5.61,dienc,WT,FAD263,m4
2762700,445.4,183.0,6.555033333333333,4447.0,11162023_WT-m5-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,hippo,WT,FAD263,m5
4395370,495.4,183.0,6.074516666666667,4435.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.07,dienc,5xFAD,FAD231,m2
1610723,475.4,183.0,9.318333333333333,4394.0,11162023_WT-m4-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.32,cereb,WT,FAD263,m4
2090919,475.4,183.0,9.460466666666667,4387.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.46,cereb,WT,,m5
4019621,443.3,183.0,5.702500000000001,4370.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.7,cereb,5xFAD,FAD257,m2
1975068,445.4,183.0,6.580866666666667,4357.0,11162023_WT-m4-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.58,hippo,WT,FAD263,m4
2481295,475.4,183.0,9.718883333333334,4315.0,11162023_WT-m5-dienc-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.72,dienc,WT,,m5
2164854,445.4,183.0,6.555016666666667,4277.0,11162023_WT-m5-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.56,cereb,WT,FAD263,m5
4764686,471.4,183.0,7.561583333333334,4164.0,11192023_5xFAD-m2-hippo-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.56,hippo,5xFAD,FAD257,m2
772675,495.4,183.0,7.521583333333334,4146.0,11162023_WT-m2-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.52,cortex,WT,,m2
748180,443.3,183.0,6.1418,4102.0,11162023_WT-m2-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.14,cortex,WT,,m2
2663785,443.3,183.0,6.1418,4095.0,11162023_WT-m5-hippo-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,6.14,hippo,WT,,m5
855019,445.4,183.0,6.580866666666667,4060.0,11162023_WT-m2-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.58,dienc,WT,,m2
1993890,475.4,183.0,9.7576,4039.0,11162023_WT-m4-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.76,hippo,WT,FAD263,m4
2367244,445.4,183.0,6.567950000000001,3958.0,11162023_WT-m5-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,445.4 -> 183.0,18:3,6.57,cortex,WT,FAD263,m5
2177633,475.4,183.0,9.589633333333333,3952.0,11162023_WT-m5-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.59,cereb,WT,FAD263,m5
3891909,443.3,183.0,5.689566666666667,3895.0,11192023_5xFAD-m2-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.69,cereb,5xFAD,FAD231,m2
3652884,471.4,183.0,7.535733333333334,3877.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.54,hippo,5xFAD,FAD231,m1
4650814,495.4,183.0,6.358733333333333,3845.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,6.36,hippo,5xFAD,FAD231,m2
4778615,495.4,183.0,7.521583333333334,3655.0,11192023_5xFAD-m2-hippo-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,495.4 -> 183.0,22:6,7.52,hippo,5xFAD,FAD257,m2
4748288,443.3,183.0,5.702500000000001,3606.0,11192023_5xFAD-m2-hippo-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,443.3 -> 183.0,18:4,5.7,hippo,5xFAD,FAD257,m2
4040811,475.4,183.0,9.4734,3585.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.47,cereb,5xFAD,FAD257,m2
4769498,475.4,183.0,9.731783333333334,3549.0,11192023_5xFAD-m2-hippo-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,475.4 -> 183.0,20:2,9.73,hippo,5xFAD,FAD257,m2
