,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Max_Intensity,Biology,Genotype,Cage,Mouse,Correct_RT,Combined_Group
648,309.1,183.0,7.54,4845.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,309.1 -> 183.0,263,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15",4845.0,dienc,WT,FAD263,m3,7.54,"dienc_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15"
649,311.3,183.0,9.03,2423.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,305,8:0 / 12:1n-5 / ... / 18:1n-11,2423.0,dienc,WT,FAD263,m3,9.03,dienc_FAD263_WT_8:0 / 12:1n-5 / ... / 18:1n-11
650,425.4,183.0,7.9,750017.0,11162023_WT-m3-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1271,d2-16:0,750017.0,dienc,WT,FAD263,m3,7.9,dienc_FAD263_WT_d2-16:0
651,339.3,183.0,8.67,142833.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,502,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",142833.0,hippo,5xFAD,FAD231,m2,8.67,"hippo_FAD231_5xFAD_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
652,353.3,183.0,8.94,9398.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,586,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,9398.0,hippo,5xFAD,FAD231,m2,8.94,hippo_FAD231_5xFAD_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
653,367.3,183.0,8.63,6082.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,712,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",6082.0,hippo,5xFAD,FAD231,m2,8.63,"hippo_FAD231_5xFAD_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
654,227.1,183.0,9.7,16004.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,32,12:1n-11 / ... / 18:1n-17,16004.0,hippo,5xFAD,FAD231,m1,9.7,hippo_FAD231_5xFAD_12:1n-11 / ... / 18:1n-17
655,381.3,183.0,5.49,179720.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,830,13:0,179720.0,hippo,5xFAD,FAD231,m1,5.49,hippo_FAD231_5xFAD_13:0
656,395.3,183.0,6.25,9881745.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,956,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",9881745.0,hippo,5xFAD,FAD231,m1,6.25,"hippo_FAD231_5xFAD_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
657,393.4,183.0,5.41,118726.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,922,14:1(9Z),118726.0,hippo,5xFAD,FAD231,m2,5.41,hippo_FAD231_5xFAD_14:1(9Z)
658,409.3,183.0,7.16,1344262.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1124,15:0 / 17:1n-3 / 18:1n-4,1344262.0,hippo,5xFAD,FAD231,m1,7.16,hippo_FAD231_5xFAD_15:0 / 17:1n-3 / 18:1n-4
659,423.3,183.0,7.91,13848535.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1250,16:0 / 24:1 (15Z)n-9 / 18:1n-3,13848535.0,hippo,5xFAD,FAD231,m1,7.91,hippo_FAD231_5xFAD_16:0 / 24:1 (15Z)n-9 / 18:1n-3
660,421.4,183.0,7.07,787187.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1216,16:1,787187.0,hippo,5xFAD,FAD231,m2,7.07,hippo_FAD231_5xFAD_16:1
661,437.4,183.0,9.02,2394658.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1418,17:0 / 19:1n-3 / 20:1n-4,2394658.0,hippo,5xFAD,FAD231,m1,9.02,hippo_FAD231_5xFAD_17:0 / 19:1n-3 / 20:1n-4
662,435.4,183.0,7.96,67932.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1384,"17:1 / 22:2 (13Z,16Z)n-6",67932.0,hippo,5xFAD,FAD231,m2,7.96,"hippo_FAD231_5xFAD_17:1 / 22:2 (13Z,16Z)n-6"
663,451.4,183.0,9.71,13723987.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1628,18:0 / 20:1n-3 / 21:1 n-4,13723987.0,hippo,5xFAD,FAD231,m1,9.71,hippo_FAD231_5xFAD_18:0 / 20:1n-3 / 21:1 n-4
664,449.4,183.0,8.66,969716.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1594,18:1,969716.0,hippo,5xFAD,FAD231,m2,8.66,hippo_FAD231_5xFAD_18:1
665,379.3,183.0,7.51,27288.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,379.3 -> 183.0,796,"18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6",27288.0,hippo,5xFAD,FAD231,m2,7.51,"hippo_FAD231_5xFAD_18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6"
666,447.4,183.0,7.52,116598.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,447.4 -> 183.0,1552,"18:2 / 20:3 (11Z,14Z,17Z)n-3",116598.0,hippo,5xFAD,FAD231,m2,7.52,"hippo_FAD231_5xFAD_18:2 / 20:3 (11Z,14Z,17Z)n-3"
667,445.4,183.0,6.56,7507.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,445.4 -> 183.0,1510,18:3,7507.0,hippo,5xFAD,FAD231,m2,6.56,hippo_FAD231_5xFAD_18:3
668,297.2,183.0,7.07,22541.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,250,"18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12",22541.0,hippo,5xFAD,FAD231,m2,7.07,"hippo_FAD231_5xFAD_18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12"
669,419.3,183.0,5.98,3884.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,419.3 -> 183.0,1174,"18:3 (9Z,12Z,15Z))n-3",3884.0,hippo,5xFAD,FAD231,m2,5.98,"hippo_FAD231_5xFAD_18:3 (9Z,12Z,15Z))n-3"
670,479.4,183.0,11.97,299852.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,1922,20:0 / 21:1n-2 / 22:1n-3,299852.0,hippo,5xFAD,FAD231,m1,11.97,hippo_FAD231_5xFAD_20:0 / 21:1n-2 / 22:1n-3
671,477.4,183.0,10.51,5922.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,477.4 -> 183.0,1888,20:1,5922.0,hippo,5xFAD,FAD231,m2,10.51,hippo_FAD231_5xFAD_20:1
672,465.3,183.0,11.04,84378.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,1670,20:1n-2 / 21:1n-3 / 22:1n-4..,84378.0,hippo,5xFAD,FAD231,m1,11.04,hippo_FAD231_5xFAD_20:1n-2 / 21:1n-3 / 22:1n-4..
673,475.4,183.0,9.5,2483.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,475.4 -> 183.0,1846,20:2,2483.0,hippo,5xFAD,FAD231,m2,9.5,hippo_FAD231_5xFAD_20:2
674,407.3,183.0,6.2,70302.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1090,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",70302.0,hippo,5xFAD,FAD231,m2,6.2,"hippo_FAD231_5xFAD_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
675,325.2,183.0,8.74,18856.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,418,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",18856.0,hippo,5xFAD,FAD231,m2,8.74,"hippo_FAD231_5xFAD_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
676,443.3,183.0,5.68,6417.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,1460,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3",6417.0,hippo,5xFAD,FAD231,m1,5.68,"hippo_FAD231_5xFAD_20:5 (5Z,8Z,11Z,14Z,17Z)n-3"
677,323.2,183.0,7.93,2288.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,323.2 -> 183.0,376,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12",2288.0,hippo,5xFAD,FAD231,m2,7.93,"hippo_FAD231_5xFAD_20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12"
678,493.4,183.0,13.1,3565.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,493.4 -> 183.0,1964,21:0 / 22:1n-2 / 23:1n-3,3565.0,hippo,5xFAD,FAD231,m1,13.1,hippo_FAD231_5xFAD_21:0 / 22:1n-2 / 23:1n-3
679,507.4,183.0,13.9,32414.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,507.4 -> 183.0,2132,22:0 / 23:1n-2 / 24:1n-3,32414.0,hippo,5xFAD,FAD231,m1,13.9,hippo_FAD231_5xFAD_22:0 / 23:1n-2 / 24:1n-3
680,505.4,183.0,12.38,2854.0,11192023_5xFAD-m2-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,505.4 -> 183.0,2098,22:1,2854.0,hippo,5xFAD,FAD231,m2,12.38,hippo_FAD231_5xFAD_22:1
681,495.4,183.0,6.06,3997.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,495.4 -> 183.0,2006,22:6,3997.0,hippo,5xFAD,FAD231,m1,6.06,hippo_FAD231_5xFAD_22:6
682,469.4,183.0,5.87,65615.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,1712,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5",65615.0,hippo,5xFAD,FAD231,m1,5.87,"hippo_FAD231_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5"
683,425.4,183.0,7.9,859969.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1292,d2-16:0,859969.0,hippo,5xFAD,FAD231,m1,7.9,hippo_FAD231_5xFAD_d2-16:0
684,339.3,183.0,8.63,77173.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,466,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",77173.0,hippo,WT,FAD245,m1,8.63,"hippo_FAD245_WT_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
685,353.3,183.0,8.87,17293.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,550,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,17293.0,hippo,WT,FAD245,m1,8.87,hippo_FAD245_WT_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
686,367.3,183.0,8.83,6990.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,676,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",6990.0,hippo,WT,FAD245,m1,8.83,"hippo_FAD245_WT_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
687,227.1,183.0,9.68,22183.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,4,12:1n-11 / ... / 18:1n-17,22183.0,hippo,WT,FAD245,m1,9.68,hippo_FAD245_WT_12:1n-11 / ... / 18:1n-17
688,381.3,183.0,5.47,92914.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,802,13:0,92914.0,hippo,WT,FAD245,m1,5.47,hippo_FAD245_WT_13:0
689,395.3,183.0,6.21,9138782.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,928,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",9138782.0,hippo,WT,FAD245,m1,6.21,"hippo_FAD245_WT_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
690,393.4,183.0,5.4,9576.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,886,14:1(9Z),9576.0,hippo,WT,FAD245,m1,5.4,hippo_FAD245_WT_14:1(9Z)
691,409.3,183.0,7.14,1137226.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1096,15:0 / 17:1n-3 / 18:1n-4,1137226.0,hippo,WT,FAD245,m1,7.14,hippo_FAD245_WT_15:0 / 17:1n-3 / 18:1n-4
692,423.3,183.0,7.87,13309295.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1222,16:0 / 24:1 (15Z)n-9 / 18:1n-3,13309295.0,hippo,WT,FAD245,m1,7.87,hippo_FAD245_WT_16:0 / 24:1 (15Z)n-9 / 18:1n-3
693,421.4,183.0,7.03,84035.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1180,16:1,84035.0,hippo,WT,FAD245,m1,7.03,hippo_FAD245_WT_16:1
694,437.4,183.0,9.0,1569143.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1390,17:0 / 19:1n-3 / 20:1n-4,1569143.0,hippo,WT,FAD245,m1,9.0,hippo_FAD245_WT_17:0 / 19:1n-3 / 20:1n-4
695,435.4,183.0,7.8,43124.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1348,"17:1 / 22:2 (13Z,16Z)n-6",43124.0,hippo,WT,FAD245,m1,7.8,"hippo_FAD245_WT_17:1 / 22:2 (13Z,16Z)n-6"
696,451.4,183.0,9.68,12673664.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1600,18:0 / 20:1n-3 / 21:1 n-4,12673664.0,hippo,WT,FAD245,m1,9.68,hippo_FAD245_WT_18:0 / 20:1n-3 / 21:1 n-4
697,449.4,183.0,8.63,411712.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1558,18:1,411712.0,hippo,WT,FAD245,m1,8.63,hippo_FAD245_WT_18:1
698,379.3,183.0,7.48,7222.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,379.3 -> 183.0,760,"18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6",7222.0,hippo,WT,FAD245,m1,7.48,"hippo_FAD245_WT_18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6"
699,447.4,183.0,7.47,25410.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,447.4 -> 183.0,1516,"18:2 / 20:3 (11Z,14Z,17Z)n-3",25410.0,hippo,WT,FAD245,m1,7.47,"hippo_FAD245_WT_18:2 / 20:3 (11Z,14Z,17Z)n-3"
700,297.2,183.0,7.04,2658.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,214,"18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12",2658.0,hippo,WT,FAD245,m1,7.04,"hippo_FAD245_WT_18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12"
701,479.4,183.0,11.99,121639.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,1894,20:0 / 21:1n-2 / 22:1n-3,121639.0,hippo,WT,FAD245,m1,11.99,hippo_FAD245_WT_20:0 / 21:1n-2 / 22:1n-3
702,477.4,183.0,10.87,5794.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,477.4 -> 183.0,1852,20:1,5794.0,hippo,WT,FAD245,m1,10.87,hippo_FAD245_WT_20:1
703,465.3,183.0,11.06,39976.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,1642,20:1n-2 / 21:1n-3 / 22:1n-4..,39976.0,hippo,WT,FAD245,m1,11.06,hippo_FAD245_WT_20:1n-2 / 21:1n-3 / 22:1n-4..
704,407.3,183.0,6.14,8254.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1054,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",8254.0,hippo,WT,FAD245,m1,6.14,"hippo_FAD245_WT_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
705,325.2,183.0,8.95,11064.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,382,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",11064.0,hippo,WT,FAD245,m1,8.95,"hippo_FAD245_WT_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
706,443.3,183.0,6.09,3149.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,1432,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3",3149.0,hippo,WT,FAD245,m1,6.09,"hippo_FAD245_WT_20:5 (5Z,8Z,11Z,14Z,17Z)n-3"
707,493.4,183.0,11.94,8423.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,493.4 -> 183.0,1936,21:0 / 22:1n-2 / 23:1n-3,8423.0,hippo,WT,FAD245,m1,11.94,hippo_FAD245_WT_21:0 / 22:1n-2 / 23:1n-3
708,507.4,183.0,14.08,9354.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,507.4 -> 183.0,2104,22:0 / 23:1n-2 / 24:1n-3,9354.0,hippo,WT,FAD245,m1,14.08,hippo_FAD245_WT_22:0 / 23:1n-2 / 24:1n-3
709,495.4,183.0,6.33,2362.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,495.4 -> 183.0,1978,22:6,2362.0,hippo,WT,FAD245,m1,6.33,hippo_FAD245_WT_22:6
710,469.4,183.0,5.87,35362.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,1684,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5",35362.0,hippo,WT,FAD245,m1,5.87,"hippo_FAD245_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5"
711,425.4,183.0,7.86,557499.0,11162023_WT-m1-hippo-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1264,d2-16:0,557499.0,hippo,WT,FAD245,m1,7.86,hippo_FAD245_WT_d2-16:0
712,339.3,183.0,8.65,74822.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,495,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",74822.0,hippo,5xFAD,FAD249,m1,8.65,"hippo_FAD249_5xFAD_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
713,353.3,183.0,8.91,6350.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,579,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,6350.0,hippo,5xFAD,FAD249,m1,8.91,hippo_FAD249_5xFAD_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
714,367.3,183.0,8.63,3427.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,705,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",3427.0,hippo,5xFAD,FAD249,m1,8.63,"hippo_FAD249_5xFAD_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
715,227.1,183.0,9.86,11064.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,33,12:1n-11 / ... / 18:1n-17,11064.0,hippo,5xFAD,FAD249,m1,9.86,hippo_FAD249_5xFAD_12:1n-11 / ... / 18:1n-17
716,381.3,183.0,5.49,78877.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,831,13:0,78877.0,hippo,5xFAD,FAD249,m1,5.49,hippo_FAD249_5xFAD_13:0
717,395.3,183.0,6.26,5211136.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,957,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",5211136.0,hippo,5xFAD,FAD249,m1,6.26,"hippo_FAD249_5xFAD_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
718,393.4,183.0,5.41,14077.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,915,14:1(9Z),14077.0,hippo,5xFAD,FAD249,m1,5.41,hippo_FAD249_5xFAD_14:1(9Z)
719,409.3,183.0,7.19,494605.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1125,15:0 / 17:1n-3 / 18:1n-4,494605.0,hippo,5xFAD,FAD249,m1,7.19,hippo_FAD249_5xFAD_15:0 / 17:1n-3 / 18:1n-4
720,423.3,183.0,7.99,11820273.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1251,16:0 / 24:1 (15Z)n-9 / 18:1n-3,11820273.0,hippo,5xFAD,FAD249,m1,7.99,hippo_FAD249_5xFAD_16:0 / 24:1 (15Z)n-9 / 18:1n-3
721,421.4,183.0,7.06,117791.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1209,16:1,117791.0,hippo,5xFAD,FAD249,m1,7.06,hippo_FAD249_5xFAD_16:1
722,437.4,183.0,9.06,823604.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1419,17:0 / 19:1n-3 / 20:1n-4,823604.0,hippo,5xFAD,FAD249,m1,9.06,hippo_FAD249_5xFAD_17:0 / 19:1n-3 / 20:1n-4
723,435.4,183.0,8.05,17015.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1377,"17:1 / 22:2 (13Z,16Z)n-6",17015.0,hippo,5xFAD,FAD249,m1,8.05,"hippo_FAD249_5xFAD_17:1 / 22:2 (13Z,16Z)n-6"
