,Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Transition,Cluster_Label,Group,Area,Area_RT,Area_Ratio,FAC,TG
28,[TG(52:5)]_FA16:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,447.0,788.7 -> 599.5,0,7,825.0,0.1334833333333325,,FA16:1,TG(52:5)
29,[TG(52:5)]_FA16:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-7,788.7,599.5,12.24,586.0,788.7 -> 599.5,0,7,586.0,0.0,,FA16:1,TG(52:5)
30,[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,1304.0,788.7 -> 599.5,0,7,7883.0,0.17763333333333264,,FA16:1,TG(52:5)
31,[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.24,931.0,788.7 -> 599.5,0,7,3705.0,0.08906666666666752,,FA16:1,TG(52:5)
32,[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-7,788.7,599.5,12.24,378.0,788.7 -> 599.5,0,7,378.0,0.0,,FA16:1,TG(52:5)
33,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.19,796.0,788.7 -> 599.5,0,7,7928.0,0.4443333333333328,,FA16:1,TG(52:5)
34,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.19,937.0,788.7 -> 599.5,0,7,12543.0,0.31111666666666693,,FA16:1,TG(52:5)
35,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-7,788.7,599.5,12.19,325.0,788.7 -> 599.5,0,7,2707.0,0.1334833333333325,,FA16:1,TG(52:5)
36,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-7,788.7,599.5,12.28,346.0,788.7 -> 599.5,0,7,949.0,0.04439999999999955,,FA16:1,TG(52:5)
37,[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,788.7,599.5,11.97,7226.0,788.7 -> 599.5,0,7,136240.0,0.39993333333333325,0.02,FA16:1,TG(52:5)
38,[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,760.7,599.5,12.07,348.0,760.7 -> 599.5,0,2,2941.0,0.08881666666666632,0.02,FA16:1,TG(52:5)
39,[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-7,788.7,599.5,11.97,3799.0,788.7 -> 599.5,0,7,68366.0,0.2222833333333334,0.02,FA16:1,TG(52:5)
40,[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,760.7,599.5,12.07,515.0,760.7 -> 599.5,0,2,1249.0,0.04441666666666677,0.02,FA16:1,TG(52:5)
41,[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-7,788.7,599.5,11.97,352.0,788.7 -> 599.5,0,7,13123.0,0.2223000000000006,,FA16:1,TG(52:5)
42,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,6921.0,788.7 -> 599.5,0,7,163746.0,0.5331499999999991,0.04,FA16:1,TG(52:5)
43,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,760.7,599.5,12.33,1354.0,760.7 -> 599.5,0,2,5992.0,0.2664333333333335,0.04,FA16:1,TG(52:5)
44,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.19,2324.0,788.7 -> 599.5,0,7,195083.0,0.39993333333333325,0.04,FA16:1,TG(52:5)
