Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Biology,Genotype,FAC,TG,Group,Max_Intensity,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,Mouse,SLBG_group
[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-10,722.7,547.5,13.58,408.0,cereb,5xFAD,FA18:1,TG(50:3),3,408.0,13.583216666666667,0.1467833333333335,77.0,60.0,,FAD185_M3,11
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,736.7,547.5,13.67,3350.0,cereb,5xFAD,FA18:1,TG(50:3),76,3350.0,13.670850000000002,0.059149999999998926,795.0,835.0,,FAD189_M1,12
[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.8,967.0,cortex,5xFAD,FA18:1,TG(50:3),78,967.0,13.804066666666667,0.07406666666666695,144.0,135.0,,DOD93_F4,0
[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.58,1122.0,cortex,5xFAD,FA18:1,TG(50:3),79,1122.0,13.582016666666668,0.14798333333333247,251.0,248.0,,DOD94_F4,4
[TG(50:3)]_FA18:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.58,851.0,cortex,5xFAD,FA18:1,TG(50:3),80,851.0,13.58205,0.1479499999999998,194.0,194.0,,FAD185_M1,8
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,764.7,547.5,13.49,406.0,cortex,5xFAD,FA18:1,TG(50:3),58,406.0,,,62.0,53.0,14.25,FAD189_M1,13
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.63,4647.0,cortex,5xFAD,FA18:1,TG(50:3),82,4647.0,13.626416666666668,0.10358333333333292,807.0,755.0,14.25,FAD189_M1,13
[TG(50:3)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.67,326.0,cortex,5xFAD,FA18:1,TG(50:3),83,771.0,13.981683333333335,0.25168333333333415,51.0,25.0,,FAD189_M2,16
[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.58,585.0,dienc,5xFAD,FA18:1,TG(50:3),84,654.0,13.537616666666667,0.1923833333333338,131.0,159.0,,DOD93_F4,1
[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.76,505.0,dienc,5xFAD,FA18:1,TG(50:3),85,505.0,13.75965,0.029650000000000176,79.0,129.0,,DOD94_F4,5
[TG(50:3)]_FA18:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.58,676.0,dienc,5xFAD,FA18:1,TG(50:3),86,676.0,13.582033333333333,0.14796666666666702,156.0,180.0,,FAD185_M1,9
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.63,1179.0,dienc,5xFAD,FA18:1,TG(50:3),88,1179.0,13.62645,0.10355000000000025,220.0,238.0,,FAD189_M1,14
[TG(50:3)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.72,689.0,dienc,5xFAD,FA18:1,TG(50:3),89,689.0,13.715266666666666,0.014733333333333931,109.0,112.0,,FAD189_M2,17
[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,736.7,547.5,13.8,679.0,hippo,5xFAD,FA18:1,TG(50:3),90,679.0,13.804066666666667,0.07406666666666695,142.0,187.0,,DOD93_F4,2
[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,736.7,547.5,13.8,468.0,hippo,5xFAD,FA18:1,TG(50:3),91,468.0,13.804066666666667,0.07406666666666695,76.0,114.0,,DOD94_F4,6
[TG(50:3)]_FA18:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,736.7,547.5,13.76,717.0,hippo,5xFAD,FA18:1,TG(50:3),92,717.0,13.759683333333333,0.02968333333333284,138.0,168.0,,FAD185_M1,10
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,736.7,547.5,13.9,539.0,hippo,5xFAD,FA18:1,TG(50:3),94,539.0,13.848466666666667,0.1184666666666665,111.0,126.0,,FAD189_M1,15
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,967.0,cereb,5xFAD,FA18:1,TG(54:5),360,967.0,13.480633333333333,0.1593666666666671,104.0,109.0,,DOD93_F4,32
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,3508.0,cereb,5xFAD,FA18:1,TG(54:5),361,3508.0,13.480633333333333,0.1593666666666671,478.0,497.0,,DOD94_F4,36
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,1967.0,cereb,5xFAD,FA18:1,TG(54:5),362,1967.0,13.480616666666668,0.15938333333333254,272.0,284.0,,FAD185_M1,40
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.39,3997.0,cereb,5xFAD,FA18:1,TG(54:5),363,3997.0,13.3918,0.24820000000000064,224.0,220.0,,FAD185_M3,44
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.47,1746.0,cereb,5xFAD,FA18:1,TG(54:5),340,1792.0,13.427950000000001,0.21204999999999963,167.0,157.0,18.17,FAD189_M1,46
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.53,24908.0,cereb,5xFAD,FA18:1,TG(54:5),364,24908.0,13.525033333333335,0.11496666666666577,2872.0,2852.0,18.17,FAD189_M1,46
[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.39,3512.0,cereb,5xFAD,FA18:1,TG(54:5),365,3512.0,13.392066666666667,0.247933333333334,294.0,293.0,,FAD189_M2,50
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.53,1047.0,cortex,5xFAD,FA18:1,TG(54:5),366,1047.0,13.525300000000001,0.11469999999999914,163.0,171.0,,DOD93_F4,33
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.48,1140.0,cortex,5xFAD,FA18:1,TG(54:5),367,1140.0,13.480866666666667,0.15913333333333313,152.0,165.0,,DOD94_F4,37
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.48,4133.0,cortex,5xFAD,FA18:1,TG(54:5),368,4133.0,13.480633333333333,0.1593666666666671,414.0,372.0,,FAD185_M1,41
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,816.7,599.5,13.56,644.0,cortex,5xFAD,FA18:1,TG(54:5),346,1006.0,13.51675,0.12325000000000053,86.0,74.0,39.45,FAD189_M1,47
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.52,25526.0,cortex,5xFAD,FA18:1,TG(54:5),370,25526.0,13.525,0.11500000000000021,2979.0,2919.0,39.45,FAD189_M1,47
[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,788.7,599.5,13.39,560.0,cortex,5xFAD,FA18:1,TG(54:5),371,560.0,13.3918,0.24820000000000064,42.0,69.0,,FAD189_M2,51
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.48,1571.0,dienc,5xFAD,FA18:1,TG(54:5),372,1571.0,13.480616666666668,0.15938333333333254,149.0,169.0,,DOD93_F4,34
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.66,640.0,dienc,5xFAD,FA18:1,TG(54:5),373,640.0,13.6585,0.018499999999999517,85.0,112.0,,DOD94_F4,38
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.48,2224.0,dienc,5xFAD,FA18:1,TG(54:5),374,2224.0,13.480883333333335,0.1591166666666659,167.0,201.0,,FAD185_M1,42
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.48,806.0,dienc,5xFAD,FA18:1,TG(54:5),375,806.0,13.4809,0.15910000000000046,58.0,46.0,,FAD185_M3,45
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,816.7,599.5,13.47,761.0,dienc,5xFAD,FA18:1,TG(54:5),352,761.0,13.472366666666668,0.16763333333333286,89.0,90.0,7.02,FAD189_M1,48
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.53,5131.0,dienc,5xFAD,FA18:1,TG(54:5),376,5131.0,13.52505,0.11495000000000033,614.0,632.0,7.02,FAD189_M1,48
[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,788.7,599.5,13.39,735.0,dienc,5xFAD,FA18:1,TG(54:5),377,735.0,13.391816666666667,0.24818333333333342,63.0,116.0,,FAD189_M2,52
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.66,483.0,hippo,5xFAD,FA18:1,TG(54:5),378,483.0,13.658516666666667,0.018516666666666737,78.0,100.0,,DOD93_F4,35
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.57,623.0,hippo,5xFAD,FA18:1,TG(54:5),379,623.0,13.569433333333334,0.07056666666666622,76.0,120.0,,DOD94_F4,39
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.48,920.0,hippo,5xFAD,FA18:1,TG(54:5),380,920.0,13.4809,0.15910000000000046,117.0,119.0,,FAD185_M1,43
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,788.7,599.5,13.53,1241.0,hippo,5xFAD,FA18:1,TG(54:5),382,1241.0,13.525016666666668,0.114983333333333,170.0,220.0,,FAD189_M1,49
[TG(54:6)]_FA18:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,786.7,597.5,12.46,260.0,cereb,5xFAD,FA18:1,TG(54:6),456,260.0,,,30.0,9.0,,DOD93_F4,53
[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,786.7,597.5,12.28,406.0,cereb,5xFAD,FA18:1,TG(54:6),459,406.0,12.282183333333334,0.24781666666666524,29.0,13.0,,FAD185_M3,54
[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,786.7,597.5,12.46,3179.0,cereb,5xFAD,FA18:1,TG(54:6),460,3179.0,12.459833333333334,0.07016666666666538,427.0,449.0,,FAD189_M1,55
[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,786.7,597.5,12.46,2368.0,cortex,5xFAD,FA18:1,TG(54:6),466,2368.0,12.459800000000001,0.07019999999999804,324.0,313.0,,FAD189_M1,56
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,792.7,603.5,15.88,9306.0,cereb,5xFAD,FA18:1,"TG(54:3), TG(55:10)",552,9306.0,15.877116666666668,0.11288333333333256,2245.0,2182.0,,DOD93_F4,57
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,792.7,603.5,15.79,15770.0,cereb,5xFAD,FA18:1,"TG(54:3), TG(55:10)",553,15770.0,15.788300000000001,0.20169999999999888,3717.0,3781.0,,DOD94_F4,61
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-7,820.7,603.5,15.78,495.0,cereb,5xFAD,FA18:1,"TG(54:3), TG(55:10)",530,495.0,15.780083333333334,0.20991666666666653,66.0,61.0,38.95,FAD185_M1,65
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,792.7,603.5,15.83,7610.0,cereb,5xFAD,FA18:1,"TG(54:3), TG(55:10)",554,7610.0,15.8327,0.15729999999999933,2430.0,2376.0,38.95,FAD185_M1,65
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,792.7,603.5,15.83,4918.0,cereb,5xFAD,FA18:1,"TG(54:3), TG(55:10)",555,4918.0,15.832683333333334,0.15731666666666655,628.0,659.0,,FAD185_M3,69
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,820.7,603.5,15.82,1292.0,cereb,5xFAD,FA18:1,"TG(54:3), TG(55:10)",532,1292.0,15.824483333333333,0.16551666666666698,174.0,166.0,28.98,FAD189_M1,72
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,792.7,603.5,15.88,38887.0,cereb,5xFAD,FA18:1,"TG(54:3), TG(55:10)",556,38887.0,15.877116666666668,0.11288333333333256,5056.0,4810.0,28.98,FAD189_M1,72
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-7,820.7,603.5,15.74,654.0,cortex,5xFAD,FA18:1,"TG(54:3), TG(55:10)",534,654.0,15.868883333333335,0.12111666666666565,104.0,69.0,36.78,DOD93_F4,58
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,792.7,603.5,15.88,8602.0,cortex,5xFAD,FA18:1,"TG(54:3), TG(55:10)",558,8602.0,15.8771,0.11289999999999978,2447.0,2538.0,36.78,DOD93_F4,58
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,792.7,603.5,15.88,10862.0,cortex,5xFAD,FA18:1,"TG(54:3), TG(55:10)",559,10862.0,15.877083333333333,0.112916666666667,1575.0,1311.0,,DOD94_F4,62
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,792.7,603.5,15.83,10892.0,cortex,5xFAD,FA18:1,"TG(54:3), TG(55:10)",560,10892.0,15.8327,0.15729999999999933,2505.0,2593.0,,FAD185_M1,66
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,820.7,603.5,15.91,628.0,cortex,5xFAD,FA18:1,"TG(54:3), TG(55:10)",538,628.0,15.913283333333334,0.0767166666666661,67.0,67.0,79.91,FAD189_M1,73
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,792.7,603.5,15.83,41162.0,cortex,5xFAD,FA18:1,"TG(54:3), TG(55:10)",562,41162.0,15.832683333333334,0.15731666666666655,5623.0,5354.0,79.91,FAD189_M1,73
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,792.7,603.5,15.83,10458.0,dienc,5xFAD,FA18:1,"TG(54:3), TG(55:10)",564,10458.0,15.8771,0.11289999999999978,2510.0,2421.0,,DOD93_F4,59
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,792.7,603.5,15.79,7363.0,dienc,5xFAD,FA18:1,"TG(54:3), TG(55:10)",565,7363.0,16.18795,0.19795000000000051,2500.0,2405.0,,DOD94_F4,63
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,792.7,603.5,15.83,9956.0,dienc,5xFAD,FA18:1,"TG(54:3), TG(55:10)",566,9956.0,15.832683333333334,0.15731666666666655,2338.0,2305.0,,FAD185_M1,67
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,792.7,603.5,15.88,3309.0,dienc,5xFAD,FA18:1,"TG(54:3), TG(55:10)",567,6834.0,15.788316666666667,0.20168333333333344,562.0,444.0,,FAD185_M3,70
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,792.7,603.5,15.92,8434.0,dienc,5xFAD,FA18:1,"TG(54:3), TG(55:10)",568,8434.0,15.921533333333334,0.06846666666666579,2231.0,2306.0,,FAD189_M1,74
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,792.7,603.5,15.83,2100.0,dienc,5xFAD,FA18:1,"TG(54:3), TG(55:10)",569,2100.0,15.832716666666668,0.1572833333333321,292.0,287.0,,FAD189_M2,76
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,792.7,603.5,15.88,8914.0,hippo,5xFAD,FA18:1,"TG(54:3), TG(55:10)",570,8914.0,15.8771,0.11289999999999978,2932.0,3187.0,,DOD93_F4,60
"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,792.7,603.5,15.97,7821.0,hippo,5xFAD,FA18:1,"TG(54:3), TG(55:10)",571,7821.0,15.965916666666667,0.024083333333333456,2003.0,2380.0,,DOD94_F4,64
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,792.7,603.5,15.83,8270.0,hippo,5xFAD,FA18:1,"TG(54:3), TG(55:10)",572,8270.0,15.832716666666668,0.1572833333333321,2472.0,2405.0,,FAD185_M1,68
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-9,792.7,603.5,15.83,2921.0,hippo,5xFAD,FA18:1,"TG(54:3), TG(55:10)",573,2921.0,15.8327,0.15729999999999933,481.0,457.0,,FAD185_M3,71
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-7,820.7,603.5,16.09,489.0,hippo,5xFAD,FA18:1,"TG(54:3), TG(55:10)",550,489.0,16.09091666666667,0.10091666666666832,59.0,36.0,60.83,FAD189_M1,75
"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,792.7,603.5,15.92,6433.0,hippo,5xFAD,FA18:1,"TG(54:3), TG(55:10)",574,6433.0,15.9215,0.06850000000000023,2235.0,2190.0,60.83,FAD189_M1,75
"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,790.7,601.5,14.63,1445.0,cereb,5xFAD,FA18:1,"TG(54:4), TG(55:11)",648,1445.0,14.634316666666667,0.205683333333333,316.0,297.0,,DOD93_F4,77
"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,818.7,601.5,14.67,940.0,cereb,5xFAD,FA18:1,"TG(54:4), TG(55:11)",625,940.0,14.670766666666667,0.16923333333333268,53.0,27.0,46.93,DOD94_F4,81
"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,790.7,601.5,14.68,10918.0,cereb,5xFAD,FA18:1,"TG(54:4), TG(55:11)",649,10918.0,14.678733333333334,0.16126666666666623,1270.0,1267.0,46.93,DOD94_F4,81
"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,790.7,601.5,14.72,2978.0,cereb,5xFAD,FA18:1,"TG(54:4), TG(55:11)",650,4072.0,14.678733333333334,0.16126666666666623,288.0,316.0,,FAD185_M1,85
"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,790.7,601.5,15.08,1170.0,cereb,5xFAD,FA18:1,"TG(54:4), TG(55:11)",651,2905.0,14.678716666666668,0.16128333333333167,196.0,217.0,,FAD185_M3,89
"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,818.7,601.5,14.67,4105.0,cereb,5xFAD,FA18:1,"TG(54:4), TG(55:11)",628,4105.0,14.670766666666667,0.16923333333333268,518.0,457.0,13.85,FAD189_M1,92
"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,790.7,601.5,14.72,48676.0,cereb,5xFAD,FA18:1,"TG(54:4), TG(55:11)",652,48676.0,14.723133333333333,0.11686666666666667,6516.0,6330.0,13.85,FAD189_M1,92
"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,790.7,601.5,14.68,938.0,cereb,5xFAD,FA18:1,"TG(54:4), TG(55:11)",653,938.0,14.678716666666668,0.16128333333333167,174.0,266.0,,FAD189_M2,96
"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,790.7,601.5,14.68,3545.0,cortex,5xFAD,FA18:1,"TG(54:4), TG(55:11)",654,3545.0,14.678716666666668,0.16128333333333167,577.0,541.0,,DOD93_F4,78
"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-7,818.7,601.5,14.63,457.0,cortex,5xFAD,FA18:1,"TG(54:4), TG(55:11)",631,457.0,14.626333333333333,0.21366666666666667,97.0,98.0,4.49,DOD94_F4,82
"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,790.7,601.5,14.72,3912.0,cortex,5xFAD,FA18:1,"TG(54:4), TG(55:11)",655,4384.0,14.678700000000001,0.1612999999999989,408.0,440.0,4.49,DOD94_F4,82
