Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Match_Group,Cage,Mouse,Genotype,Biology,Group_Sample,FAC,TG,Group,Max_Intensity,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,SLBG_group
[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.33,1169.0,1468,DOD94,DOD94_F4,5xFAD,cereb,-1,FA16:1,TG(52:5),48,1418.0,12.2375,0.11249999999999893,86.0,103.0,0.0,8
[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.19,2317.0,1476,FAD185,FAD185_M3,5xFAD,cereb,-1,FA16:1,TG(52:5),49,32122.0,12.1928,0.15719999999999956,142.0,136.0,0.0,9
[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,760.7,599.5,12.2,197.0,876,FAD185,FAD185_M3,5xFAD,cereb,-1,FA16:1,TG(52:5),55,1845.0,12.1563,0.19369999999999976,20.0,0.0,0.0,9
[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.28,27260.0,1480,FAD189,FAD189_M1,5xFAD,cereb,-1,FA16:1,TG(52:5),50,27260.0,12.281633333333334,0.06836666666666602,3113.0,2955.0,0.06,11
[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,760.7,599.5,12.42,1812.0,880,FAD189,FAD189_M1,5xFAD,cereb,-1,FA16:1,TG(52:5),56,1812.0,12.422766666666668,0.0727666666666682,223.0,188.0,0.06,11
[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.41,7934.0,1481,FAD189,FAD189_M1,5xFAD,cortex,-1,FA16:1,TG(52:5),51,30704.0,12.414833333333334,0.06483333333333441,500.0,484.0,0.29,12
[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,760.7,599.5,12.33,2195.0,881,FAD189,FAD189_M1,5xFAD,cortex,-1,FA16:1,TG(52:5),57,2195.0,12.333916666666667,0.01608333333333256,151.0,140.0,0.29,12
[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.24,308.0,1485,FAD189,FAD189_M2,5xFAD,cortex,-1,FA16:1,TG(52:5),52,5244.0,12.1484,0.2015999999999991,27.0,12.0,0.0,13
[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-7,788.7,599.5,12.19,591.0,1478,FAD185,FAD185_M3,5xFAD,dienc,-1,FA16:1,TG(52:5),53,18752.0,12.193083333333334,0.1569166666666657,34.0,18.0,0.0,10
[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,760.7,599.5,12.2,176.0,878,FAD185,FAD185_M3,5xFAD,dienc,-1,FA16:1,TG(52:5),59,734.0,12.200733333333334,0.14926666666666577,21.0,0.0,0.0,10
"[TG(55:11),TG(54:4)]_FA16:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-7,818.7,629.5,14.4,1822.0,2174,FAD185,FAD185_M3,5xFAD,dienc,-1,FA16:1,"TG(54:4), TG(55:11)",282,1822.0,14.404066666666667,0.035933333333332484,151.0,145.0,0.0,63
[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,736.7,547.5,13.49,2048.0,508,DOD94,DOD94_F4,5xFAD,cereb,-1,FA18:1,TG(50:3),27,2048.0,13.493233333333334,0.05676666666666641,317.0,317.0,,0
[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-10,722.7,547.5,13.58,408.0,420,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(50:3),1,408.0,13.583216666666667,0.03321666666666623,49.0,32.0,,2
[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,736.7,547.5,13.63,433.0,516,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(50:3),28,3761.0,13.537616666666667,0.012383333333334079,56.0,36.0,,2
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,736.7,547.5,13.67,3350.0,520,FAD189,FAD189_M1,5xFAD,cereb,-1,FA18:1,TG(50:3),29,3350.0,13.670850000000002,0.12085000000000079,657.0,511.0,,4
[TG(50:3)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.58,1122.0,509,DOD94,DOD94_F4,5xFAD,cortex,-1,FA18:1,TG(50:3),30,1122.0,13.582016666666668,0.03201666666666725,197.0,154.0,,1
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,764.7,547.5,13.53,205.0,953,FAD189,FAD189_M1,5xFAD,cortex,-1,FA18:1,TG(50:3),22,406.0,13.532016666666667,0.017983333333333462,28.0,9.0,70.89,5
[TG(50:3)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.63,4647.0,521,FAD189,FAD189_M1,5xFAD,cortex,-1,FA18:1,TG(50:3),31,4647.0,13.626416666666668,0.0764166666666668,699.0,638.0,70.89,5
[TG(50:3)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.67,326.0,525,FAD189,FAD189_M2,5xFAD,cortex,-1,FA18:1,TG(50:3),32,645.0,13.670833333333334,0.12083333333333357,51.0,25.0,,6
[TG(50:3)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.4,2396.0,518,FAD185,FAD185_M3,5xFAD,dienc,-1,FA18:1,TG(50:3),33,2396.0,13.404416666666668,0.14558333333333273,294.0,276.0,,3
[TG(50:3)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.72,689.0,526,FAD189,FAD189_M2,5xFAD,dienc,-1,FA18:1,TG(50:3),34,825.0,13.715266666666666,0.16526666666666578,61.0,54.0,,7
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.47,210.0,2088,DOD93,DOD93_F4,5xFAD,cereb,-1,FA18:1,TG(54:5),116,423.0,13.472366666666668,0.012366666666666859,25.0,8.0,9.38,14
[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,967.0,1464,DOD93,DOD93_F4,5xFAD,cereb,-1,FA18:1,TG(54:5),140,3508.0,13.480633333333333,0.020633333333332615,82.0,75.0,9.38,14
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.38,423.0,2092,DOD94,DOD94_F4,5xFAD,cereb,-1,FA18:1,TG(54:5),117,423.0,13.383550000000001,0.07644999999999946,34.0,13.0,25.23,18
[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,3508.0,1468,DOD94,DOD94_F4,5xFAD,cereb,-1,FA18:1,TG(54:5),141,3508.0,13.480633333333333,0.020633333333332615,369.0,328.0,25.23,18
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.38,190.0,2096,FAD185,FAD185_M1,5xFAD,cereb,-1,FA18:1,TG(54:5),118,1792.0,13.383533333333334,0.07646666666666668,26.0,8.0,25.5,22
[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,1967.0,1472,FAD185,FAD185_M1,5xFAD,cereb,-1,FA18:1,TG(54:5),142,24908.0,13.480616666666668,0.02061666666666717,209.0,204.0,25.5,22
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.43,335.0,2100,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(54:5),119,1828.0,13.427933333333334,0.03206666666666713,35.0,14.0,5.79,26
[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,788.7,599.5,13.48,877.0,1476,FAD185,FAD185_M3,5xFAD,cereb,-1,FA18:1,TG(54:5),143,33090.0,13.436466666666668,0.023533333333332962,86.0,81.0,5.79,26
[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,816.7,599.5,13.43,1792.0,2104,FAD189,FAD189_M1,5xFAD,cereb,-1,FA18:1,TG(54:5),120,1792.0,13.427950000000001,0.03204999999999991,253.0,191.0,15.2,29
