Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Match_Group,Cage,Mouse,Genotype,Biology,Group_Sample,FAC,TG,Group,Max_Intensity,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,SLBG_group
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.83,501.0,130,DOD73,DOD73_M2,5xFAD,liver,-1,FA16:1,TG(52:5),20,737.0,12.514766666666667,0.10523333333333262,38.0,44.0,0.11,5
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,49192.0,305,DOD73,DOD73_M2,5xFAD,liver,-1,FA16:1,TG(52:5),30,49192.0,12.636866666666668,0.016866666666668806,7523.0,7580.0,0.11,5
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,5585.0,180,DOD73,DOD73_M2,5xFAD,liver,-1,FA16:1,TG(52:5),35,20182.0,12.689166666666667,0.06916666666666771,793.0,816.0,0.11,5
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.85,954.0,131,FAD131,FAD131_M1,5xFAD,liver,-1,FA16:1,TG(52:5),21,954.0,12.5592,0.06079999999999863,28.0,41.0,,6
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.73,14527.0,181,FAD131,FAD131_M1,5xFAD,liver,-1,FA16:1,TG(52:5),36,16993.0,,,2372.0,2350.0,,6
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.85,737.0,132,FAD131,FAD131_M2,5xFAD,liver,-1,FA16:1,TG(52:5),22,737.0,12.78125,0.16125000000000078,24.0,41.0,0.41,7
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,44874.0,307,FAD131,FAD131_M2,5xFAD,liver,-1,FA16:1,TG(52:5),32,49192.0,12.6369,0.01690000000000147,7226.0,7271.0,0.41,7
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.73,20182.0,182,FAD131,FAD131_M2,5xFAD,liver,-1,FA16:1,TG(52:5),37,20182.0,12.733616666666668,0.11361666666666892,2940.0,2948.0,0.41,7
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.85,539.0,133,FAD131,FAD131_M4,5xFAD,liver,-1,FA16:1,TG(52:5),23,539.0,12.736833333333333,0.11683333333333401,31.0,38.0,0.2,8
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,31804.0,308,FAD131,FAD131_M4,5xFAD,liver,-1,FA16:1,TG(52:5),33,31804.0,12.63715,0.017150000000000887,4323.0,4314.0,0.2,8
