Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Match_Group,Cage,Mouse,Genotype,Biology,Group_Sample,FAC,TG,Group,Max_Intensity,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,SLBG_group
[TG(54:6)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,814.7,597.5,12.67,709.0,428,FAD131,FAD131_M4,5xFAD,liver,-1,FA18:1,TG(54:6),97,709.0,12.673616666666668,0.07638333333333236,85.0,66.0,6.02,19
[TG(54:6)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,786.7,597.5,12.73,4295.0,303,FAD131,FAD131_M4,5xFAD,liver,-1,FA18:1,TG(54:6),102,4295.0,12.726266666666668,0.023733333333332496,498.0,397.0,6.02,19
[TG(54:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,814.7,597.5,12.67,1020.0,429,FAD173,FAD173_M1,5xFAD,liver,-1,FA18:1,TG(54:6),98,1291.0,12.673633333333333,0.07636666666666692,115.0,104.0,7.08,20
[TG(54:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,786.7,597.5,12.77,7405.0,304,FAD173,FAD173_M1,5xFAD,liver,-1,FA18:1,TG(54:6),103,10041.0,12.770700000000001,0.020700000000001495,761.0,736.0,7.08,20
"[TG(55:10),TG(54:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,820.7,603.5,16.14,16109.0,455,DOD73,DOD73_M2,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",114,75285.0,16.135316666666668,0.07468333333333277,1537.0,1373.0,10.65,21
"[TG(55:10),TG(54:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,792.7,603.5,16.19,130171.0,330,DOD73,DOD73_M2,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",119,505075.0,16.187933333333334,0.022066666666667345,15001.0,14622.0,10.65,21
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,778.6,603.5,16.24,1124.0,261,FAD131,FAD131_M1,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",105,1124.0,16.23646666666667,0.02646666666666775,144.0,136.0,11.6,22
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,820.7,603.5,16.18,43154.0,456,FAD131,FAD131_M1,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",115,43154.0,16.179733333333335,0.030266666666665998,2863.0,2647.0,11.6,22
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,792.7,603.5,16.23,275678.0,331,FAD131,FAD131_M1,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",120,275678.0,16.23235,0.022349999999999426,31258.0,30715.0,11.6,22
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,778.6,603.5,16.24,1642.0,262,FAD131,FAD131_M2,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",106,1642.0,16.23646666666667,0.02646666666666775,211.0,171.0,7.43,23
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,820.7,603.5,16.14,75285.0,457,FAD131,FAD131_M2,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",116,75285.0,16.135316666666668,0.07468333333333277,8288.0,7805.0,7.43,23
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,792.7,603.5,16.19,505075.0,332,FAD131,FAD131_M2,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",121,505075.0,16.18795,0.022050000000000125,60960.0,58018.0,7.43,23
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,778.6,603.5,16.24,559.0,263,FAD131,FAD131_M4,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",107,559.0,16.236483333333336,0.02648333333333497,61.0,48.0,8.35,24
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,820.7,603.5,16.14,11964.0,458,FAD131,FAD131_M4,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",117,11964.0,16.135333333333335,0.07466666666666555,1478.0,1335.0,8.35,24
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,792.7,603.5,16.19,95284.0,333,FAD131,FAD131_M4,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",122,95284.0,16.187966666666668,0.022033333333332905,11922.0,11149.0,8.35,24
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-10,778.6,603.5,16.28,339.0,264,FAD173,FAD173_M1,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",108,1124.0,16.280883333333335,0.07088333333333452,42.0,34.0,8.76,25
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,820.7,603.5,16.14,17900.0,459,FAD173,FAD173_M1,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",118,43154.0,16.135333333333335,0.07466666666666555,1994.0,1889.0,8.76,25
"[TG(55:10),TG(54:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,792.7,603.5,16.19,132593.0,334,FAD173,FAD173_M1,5xFAD,liver,-1,FA18:1,"TG(54:3), TG(55:10)",123,275678.0,16.187966666666668,0.022033333333332905,18817.0,16551.0,8.76,25
"[TG(55:11),TG(54:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-10,776.6,601.5,15.08,167.0,245,DOD73,DOD73_M2,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",144,2074.0,15.083016666666667,0.07301666666666762,16.0,7.0,4.95,31
"[TG(55:11),TG(54:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,818.7,601.5,14.98,19768.0,445,DOD73,DOD73_M2,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",154,57289.0,14.981583333333335,0.02841666666666498,2241.0,2068.0,4.95,31
"[TG(55:11),TG(54:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,790.7,601.5,15.03,117046.0,315,DOD73,DOD73_M2,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",159,344147.0,15.03395,0.023950000000001026,10629.0,10237.0,4.95,31
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,776.6,601.5,15.08,1045.0,246,FAD131,FAD131_M1,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",145,1045.0,15.083033333333335,0.07303333333333484,104.0,97.0,0.11,32
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,818.7,601.5,14.98,44031.0,446,FAD131,FAD131_M1,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",155,44031.0,14.9816,0.028399999999999537,5845.0,4913.0,0.11,32
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,790.7,601.5,14.95,10078.0,316,FAD131,FAD131_M1,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",160,222834.0,14.94515,0.06484999999999985,448.0,534.0,0.11,32
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,776.6,601.5,15.08,2074.0,247,FAD131,FAD131_M2,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",146,2074.0,15.08305,0.07305000000000028,185.0,181.0,4.23,33
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,818.7,601.5,14.98,57289.0,447,FAD131,FAD131_M2,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",156,57289.0,14.9816,0.028399999999999537,8087.0,7338.0,4.23,33
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,790.7,601.5,15.03,344147.0,317,FAD131,FAD131_M2,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",161,344147.0,15.033966666666668,0.023966666666668246,32338.0,31026.0,4.23,33
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,776.6,601.5,15.08,450.0,248,FAD131,FAD131_M4,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",147,450.0,15.083033333333335,0.07303333333333484,45.0,35.0,7.6,34
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,818.7,601.5,14.98,18153.0,448,FAD131,FAD131_M4,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",157,18153.0,14.9816,0.028399999999999537,1074.0,1050.0,7.6,34
"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,790.7,601.5,15.03,88763.0,318,FAD131,FAD131_M4,5xFAD,liver,-1,FA18:1,"TG(54:4), TG(55:11)",162,88763.0,15.033966666666668,0.023966666666668246,8243.0,7978.0,7.6,34
