Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Match_Group,Cage,Mouse,Genotype,Biology,Group_Sample,FAC,TG,Group,Max_Intensity,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,SLBG_group
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.83,501.0,130,DOD73,DOD73_M2,5xFAD,liver,-1,FA16:1,TG(52:5),20,501.0,12.82535,0.20535000000000103,42.0,49.0,0.1,5
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,49192.0,305,DOD73,DOD73_M2,5xFAD,liver,-1,FA16:1,TG(52:5),30,49192.0,12.636866666666668,0.016866666666668806,7370.0,7428.0,0.1,5
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,5585.0,180,DOD73,DOD73_M2,5xFAD,liver,-1,FA16:1,TG(52:5),35,20182.0,12.689166666666667,0.06916666666666771,730.0,755.0,0.1,5
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.83,954.0,131,FAD131,FAD131_M1,5xFAD,liver,-1,FA16:1,TG(52:5),21,954.0,13.003266666666667,0.38326666666666753,16.0,26.0,0.31,6
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.68,43297.0,306,FAD131,FAD131_M1,5xFAD,liver,-1,FA16:1,TG(52:5),31,50976.0,12.681283333333335,0.06128333333333558,7031.0,6880.0,0.31,6
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.73,14527.0,181,FAD131,FAD131_M1,5xFAD,liver,-1,FA16:1,TG(52:5),36,16993.0,12.733600000000001,0.1136000000000017,2277.0,2146.0,0.31,6
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.85,449.0,132,FAD131,FAD131_M2,5xFAD,liver,-1,FA16:1,TG(52:5),22,501.0,12.914466666666668,0.29446666666666843,29.0,22.0,0.39,7
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,44874.0,307,FAD131,FAD131_M2,5xFAD,liver,-1,FA16:1,TG(52:5),32,49192.0,12.6369,0.01690000000000147,6987.0,6607.0,0.39,7
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.73,20182.0,182,FAD131,FAD131_M2,5xFAD,liver,-1,FA16:1,TG(52:5),37,20182.0,12.733616666666668,0.11361666666666892,2845.0,2548.0,0.39,7
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.85,539.0,133,FAD131,FAD131_M4,5xFAD,liver,-1,FA16:1,TG(52:5),23,539.0,12.869783333333334,0.24978333333333502,32.0,40.0,0.19,8
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,31804.0,308,FAD131,FAD131_M4,5xFAD,liver,-1,FA16:1,TG(52:5),33,31804.0,12.63715,0.017150000000000887,4251.0,4244.0,0.19,8
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,6253.0,183,FAD131,FAD131_M4,5xFAD,liver,-1,FA16:1,TG(52:5),38,6253.0,12.689183333333334,0.06918333333333493,754.0,812.0,0.19,8
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.85,461.0,134,FAD173,FAD173_M1,5xFAD,liver,-1,FA16:1,TG(52:5),24,954.0,12.958616666666668,0.33861666666666856,33.0,43.0,0.31,9
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,50976.0,309,FAD173,FAD173_M1,5xFAD,liver,-1,FA16:1,TG(52:5),34,50976.0,12.636916666666668,0.01691666666666869,7224.0,7132.0,0.31,9
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,16993.0,184,FAD173,FAD173_M1,5xFAD,liver,-1,FA16:1,TG(52:5),39,16993.0,12.689216666666667,0.06921666666666759,2322.0,2214.0,0.31,9
"[TG(55:11),TG(54:4)]_FA16:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.98,6641.0,450,DOD73,DOD73_M2,5xFAD,liver,-1,FA16:1,"TG(54:4), TG(55:11)",134,10225.0,14.981583333333335,0.011583333333334167,767.0,768.0,0.0,26
"[TG(55:11),TG(54:4)]_FA16:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,790.7,629.5,15.17,327.0,320,DOD73,DOD73_M2,5xFAD,liver,-1,FA16:1,"TG(54:4), TG(55:11)",139,2796.0,15.167183333333334,0.19718333333333327,33.0,0.0,0.0,26
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.94,12478.0,451,FAD131,FAD131_M1,5xFAD,liver,-1,FA16:1,"TG(54:4), TG(55:11)",135,12478.0,14.936916666666667,0.0330833333333338,1619.0,1613.0,0.18,27
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,790.7,629.5,15.12,1752.0,321,FAD131,FAD131_M1,5xFAD,liver,-1,FA16:1,"TG(54:4), TG(55:11)",140,1752.0,15.122783333333334,0.15278333333333372,244.0,291.0,0.18,27
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.94,10225.0,452,FAD131,FAD131_M2,5xFAD,liver,-1,FA16:1,"TG(54:4), TG(55:11)",136,10225.0,14.936933333333334,0.03306666666666658,1542.0,1511.0,0.15,28
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,790.7,629.5,15.08,2796.0,322,FAD131,FAD131_M2,5xFAD,liver,-1,FA16:1,"TG(54:4), TG(55:11)",141,2796.0,15.078383333333335,0.10838333333333416,258.0,227.0,0.15,28
"[TG(55:11),TG(54:4)]_FA16:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,818.7,629.5,14.94,4048.0,453,FAD131,FAD131_M4,5xFAD,liver,-1,FA16:1,"TG(54:4), TG(55:11)",137,4048.0,14.937183333333333,0.03281666666666716,442.0,448.0,0.0,29
