Lipid,Class,DOD73-5xFAD-M2liver_x,FAD131-5xFAD-M1liver_x,FAD131-5xFAD-M2liver_x,FAD131-5xFAD-M4liver_x,FAD173-5xFAD-M1liver_x,DOD73-5xFAD-M2liver_y,FAD131-5xFAD-M1liver_y,FAD131-5xFAD-M2liver_y,FAD131-5xFAD-M4liver_y,FAD173-5xFAD-M1liver_y,blank_033123,Title1,Title2,Title,length1,length2,Blank_name
PE (32:3),PE,53421.96368408203,49690.14367675781,50387.623962402344,46893.30352783203,48576.36346435547,53421.96368408203,49690.14367675781,50387.623962402344,46893.30352783203,48576.36346435547,47541.203216552734,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (32:4),PE,28063.282012939453,31050.162231445312,30927.94219970703,30382.102264404297,30716.342163085938,28063.282012939453,31050.162231445312,30927.94219970703,30382.102264404297,30716.342163085938,31603.442108154297,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (32:5),PE,35641.442321777344,35433.842346191406,35627.642486572266,36221.76266479492,35563.16271972656,35641.442321777344,35433.842346191406,35627.642486572266,36221.76266479492,35563.16271972656,36140.862548828125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (34:0),PE,57898.60430908203,60307.96417236328,55532.54376220703,58345.0439453125,54965.183654785156,57898.60430908203,60307.96417236328,55532.54376220703,58345.0439453125,54965.183654785156,55486.50360107422,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (34:3),PE,39084.142181396484,42165.62271118164,40484.54260253906,40647.24279785156,39517.94305419922,39084.142181396484,42165.62271118164,40484.54260253906,40647.24279785156,39517.94305419922,38637.86282348633,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (34:4),PE,35679.88229370117,33911.882385253906,36216.48245239258,36714.0421295166,34310.982666015625,35679.88229370117,33911.882385253906,36216.48245239258,36714.0421295166,34310.982666015625,37166.0426940918,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (34:5),PE,36169.18246459961,37305.32241821289,35987.62252807617,35187.122467041016,36848.562561035156,36169.18246459961,37305.32241821289,35987.62252807617,35187.122467041016,36848.562561035156,37462.142333984375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (34:6),PE,41485.36267089844,43168.50308227539,41967.28286743164,44233.50289916992,44198.143127441406,41485.36267089844,43168.50308227539,41967.28286743164,44233.50289916992,44198.143127441406,42081.022857666016,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (36:0),PE,51678.563720703125,53378.90399169922,48041.14318847656,48929.323303222656,50229.42333984375,51678.563720703125,53378.90399169922,48041.14318847656,48929.323303222656,50229.42333984375,48199.14324951172,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (36:1),PE,61109.50451660156,63506.92462158203,59983.384216308594,56988.183654785156,58796.40417480469,61109.50451660156,63506.92462158203,59983.384216308594,56988.183654785156,58796.40417480469,56795.54425048828,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (36:2),PE,94767.06774902344,84913.00659179688,89684.82629394531,62719.94421386719,85295.42639160156,94767.06774902344,84913.00659179688,89684.82629394531,62719.94421386719,85295.42639160156,56516.72412109375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (36:5),PE,54785.00354003906,58069.483642578125,56370.18395996094,51254.86358642578,56398.18389892578,54785.00354003906,58069.483642578125,56370.18395996094,51254.86358642578,56398.18389892578,52536.923767089844,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (36:6),PE,43247.10302734375,45834.52325439453,42059.10290527344,42189.04330444336,44798.68325805664,43247.10302734375,45834.52325439453,42059.10290527344,42189.04330444336,44798.68325805664,45059.22332763672,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (38:1),PE,59443.984313964844,59312.244201660156,59124.30419921875,56183.063720703125,58230.28405761719,59443.984313964844,59312.244201660156,59124.30419921875,56183.063720703125,58230.28405761719,56904.723876953125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (38:2),PE,45628.383056640625,51920.443420410156,46348.343017578125,50026.96374511719,45560.04309082031,45628.383056640625,51920.443420410156,46348.343017578125,50026.96374511719,45560.04309082031,46728.783264160156,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (38:3),PE,60123.36358642578,61951.583984375,64805.324768066406,43971.703063964844,59911.88439941406,60123.36358642578,61951.583984375,64805.324768066406,43971.703063964844,59911.88439941406,41483.363037109375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (38:4),PE,204145.89587402344,206024.89721679688,253955.27520751953,62964.964599609375,178099.03649902344,204145.89587402344,206024.89721679688,253955.27520751953,62964.964599609375,178099.03649902344,47202.28317260742,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (38:5),PE,104490.74719238281,132500.02856445312,149222.26788330078,53598.483642578125,108634.26788330078,104490.74719238281,132500.02856445312,149222.26788330078,53598.483642578125,108634.26788330078,46013.94354248047,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (38:6),PE,173607.17181396484,189754.31085205078,206569.45477294922,68352.96453857422,154337.53283691406,173607.17181396484,189754.31085205078,206569.45477294922,68352.96453857422,154337.53283691406,48064.50378417969,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (40:2),PE,42098.00308227539,42911.70333862305,47747.94320678711,44450.78302001953,48698.22344970703,42098.00308227539,42911.70333862305,47747.94320678711,44450.78302001953,48698.22344970703,45858.08312988281,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (40:3),PE,49631.143493652344,50346.16339111328,51287.4033203125,48939.08349609375,48036.502990722656,49631.143493652344,50346.16339111328,51287.4033203125,48939.08349609375,48036.502990722656,46701.603271484375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (40:4),PE,58470.02392578125,58793.744201660156,58856.26428222656,55456.88446044922,55681.10418701172,58470.02392578125,58793.744201660156,58856.26428222656,55456.88446044922,55681.10418701172,50133.38330078125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (40:5),PE,52829.143798828125,53588.324157714844,52318.26348876953,50708.32336425781,50201.84338378906,52829.143798828125,53588.324157714844,52318.26348876953,50708.32336425781,50201.84338378906,44370.64306640625,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (42:0),PE,38858.822509765625,37468.96240234375,35766.68273925781,35305.04266357422,33659.20227050781,38858.822509765625,37468.96240234375,35766.68273925781,35305.04266357422,33659.20227050781,36550.3625793457,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (42:1),PE,37232.20251464844,36455.922424316406,38257.122650146484,38488.942443847656,38693.42282104492,37232.20251464844,36455.922424316406,38257.122650146484,38488.942443847656,38693.42282104492,38797.642822265625,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (42:2),PE,45175.8232421875,42234.342864990234,46139.983306884766,45743.72314453125,46689.463439941406,45175.8232421875,42234.342864990234,46139.983306884766,45743.72314453125,46689.463439941406,43919.78308105469,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (42:3),PE,45380.00323486328,43291.802978515625,43609.58312988281,44720.58316040039,46939.42364501953,45380.00323486328,43291.802978515625,43609.58312988281,44720.58316040039,46939.42364501953,44453.62322998047,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (42:4),PE,35428.48263549805,36558.62255859375,35568.92269897461,35551.162506103516,36855.08233642578,35428.48263549805,36558.62255859375,35568.92269897461,35551.162506103516,36855.08233642578,38401.00289916992,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (42:5),PE,31695.142303466797,35092.14254760742,35267.28259277344,33881.98260498047,33832.782318115234,31695.142303466797,35092.14254760742,35267.28259277344,33881.98260498047,33832.782318115234,33907.40252685547,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (42:6),PE,38973.48263549805,36305.96267700195,39508.08288574219,38753.182556152344,35919.802734375,38973.48263549805,36305.96267700195,39508.08288574219,38753.182556152344,35919.802734375,37506.28234863281,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:0),PE,27912.961910247803,27546.981903076172,28940.881999969482,27799.321990966797,24205.58172607422,27912.961910247803,27546.981903076172,28940.881999969482,27799.321990966797,24205.58172607422,26666.30163192749,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:1),PE,46616.543212890625,47234.963638305664,50413.9436340332,48005.86325836182,50932.10372924805,46616.543212890625,47234.963638305664,50413.9436340332,48005.86325836182,50932.10372924805,49854.70344543457,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:10),PE,65739.96533203125,59967.84423828125,66639.94482421875,67628.66436767578,65771.20495605469,65739.96533203125,59967.84423828125,66639.94482421875,67628.66436767578,65771.20495605469,68389.30505371094,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:12),PE,31868.782287597656,34393.602630615234,35243.642578125,33865.50241088867,31909.222198486328,31868.782287597656,34393.602630615234,35243.642578125,33865.50241088867,31909.222198486328,32190.222229003906,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:2),PE,61912.12405395508,59422.60418701172,67708.60498046875,65267.90399169922,67860.86465454102,61912.12405395508,59422.60418701172,67708.60498046875,65267.90399169922,67860.86465454102,67209.52471923828,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:3),PE,49315.9436340332,46906.28308105469,57226.324615478516,63419.324310302734,45673.92346191406,49315.9436340332,46906.28308105469,57226.324615478516,63419.324310302734,45673.92346191406,50561.123138427734,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:4),PE,50146.802795410156,47931.363342285156,60523.984954833984,93907.00622558594,46977.76336669922,50146.802795410156,47931.363342285156,60523.984954833984,93907.00622558594,46977.76336669922,44281.36325073242,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:5),PE,30535.562408447266,32588.982330322266,32632.80239868164,32448.10235595703,30832.962188720703,30535.562408447266,32588.982330322266,32632.80239868164,32448.10235595703,30832.962188720703,32833.6423034668,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (44:6),PE,32647.24237060547,30575.482147216797,31005.322387695312,31951.362243652344,30617.982299804688,32647.24237060547,30575.482147216797,31005.322387695312,31951.362243652344,30617.982299804688,34128.662109375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (46:1),PE,35380.18267059326,39474.622886657715,44413.96335601807,30840.10210418701,38500.62298965454,35380.18267059326,39474.622886657715,44413.96335601807,30840.10210418701,38500.62298965454,32941.242279052734,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PE (52:4),PE,21078.361434936523,22572.12142944336,21144.52147293091,21208.30145263672,19646.9013671875,21078.361434936523,22572.12142944336,21144.52147293091,21208.30145263672,19646.9013671875,19509.64144897461,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (18:0),PE,35290.98260498047,36136.88269042969,32969.082458496094,33741.44256591797,32229.482147216797,35290.98260498047,36136.88269042969,32969.082458496094,33741.44256591797,32229.482147216797,32571.58218383789,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (18:1),PE,28338.12191772461,28806.942138671875,26368.301879882812,25871.341857910156,24120.841827392578,28338.12191772461,28806.942138671875,26368.301879882812,25871.341857910156,24120.841827392578,26312.301849365234,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (20:0),PE,33077.5422668457,32193.102325439453,32186.882385253906,36449.14270019531,32243.002563476562,33077.5422668457,32193.102325439453,32186.882385253906,36449.14270019531,32243.002563476562,30272.94219970703,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (28:0),PE,30336.68231201172,30266.542083740234,26587.60191345215,26116.3818359375,26409.46192932129,30336.68231201172,30266.542083740234,26587.60191345215,26116.3818359375,26409.46192932129,28446.141967773438,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (30:0),PE,42885.42288208008,44597.783294677734,44289.063049316406,38246.582763671875,43681.363189697266,42885.42288208008,44597.783294677734,44289.063049316406,38246.582763671875,43681.363189697266,32123.242095947266,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (32:1),PE,43930.5029296875,49693.003479003906,44664.76321411133,43211.4033203125,45883.20330810547,43930.5029296875,49693.003479003906,44664.76321411133,43211.4033203125,45883.20330810547,45338.02307128906,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (32:5),PE,48239.64318847656,40483.862884521484,44594.16354370117,43689.482971191406,40534.282775878906,48239.64318847656,40483.862884521484,44594.16354370117,43689.482971191406,40534.282775878906,41462.64294433594,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (34:0),PE,55986.0041809082,51983.6838684082,54173.30450439453,64334.52459716797,49341.64376831055,55986.0041809082,51983.6838684082,54173.30450439453,64334.52459716797,49341.64376831055,49333.063415527344,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (34:1),PE,77681.08557128906,76009.62503051758,86927.56463623047,127100.20922851562,71045.60446166992,77681.08557128906,76009.62503051758,86927.56463623047,127100.20922851562,71045.60446166992,82720.26608276367,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (34:2),PE,42742.602966308594,43032.12301635742,40039.7229309082,41251.48303222656,41169.60299682617,42742.602966308594,43032.12301635742,40039.7229309082,41251.48303222656,41169.60299682617,41885.28308105469,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (34:3),PE,34257.642486572266,33650.28225708008,33766.56253051758,34732.24270629883,33045.922271728516,34257.642486572266,33650.28225708008,33766.56253051758,34732.24270629883,33045.922271728516,35265.842529296875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (34:4),PE,32719.942474365234,32995.60241699219,30466.382049560547,31762.342071533203,33024.86242675781,32719.942474365234,32995.60241699219,30466.382049560547,31762.342071533203,33024.86242675781,32256.542236328125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (36:0),PE,49565.303649902344,47215.04333496094,45283.143310546875,44983.243103027344,41607.20294189453,49565.303649902344,47215.04333496094,45283.143310546875,44983.243103027344,41607.20294189453,41021.202880859375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (36:1),PE,48772.94348144531,45410.04315185547,45314.56329345703,44469.00323486328,47019.50344848633,48772.94348144531,45410.04315185547,45314.56329345703,44469.00323486328,47019.50344848633,47210.50323486328,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (36:2),PE,44600.88327026367,43220.1828918457,42664.36315917969,43486.26318359375,39371.08267211914,44600.88327026367,43220.1828918457,42664.36315917969,43486.26318359375,39371.08267211914,41047.542541503906,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (36:3),PE,34366.66241455078,37260.04263305664,37493.38265991211,33692.56231689453,38469.18273925781,34366.66241455078,37260.04263305664,37493.38265991211,33692.56231689453,38469.18273925781,34366.0221862793,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (36:4),PE,35204.76239013672,33586.06234741211,34440.26235961914,35738.882415771484,34534.002532958984,35204.76239013672,33586.06234741211,34440.26235961914,35738.882415771484,34534.002532958984,33412.66226196289,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (36:5),PE,42777.36297607422,42532.18295288086,43539.02310180664,44392.8232421875,45785.363342285156,42777.36297607422,42532.18295288086,43539.02310180664,44392.8232421875,45785.363342285156,43214.74313354492,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (38:0),PE,47298.743591308594,47138.90344238281,48477.782958984375,44069.86297607422,45629.22332763672,47298.743591308594,47138.90344238281,48477.782958984375,44069.86297607422,45629.22332763672,42944.24285888672,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (38:1),PE,56602.343811035156,59682.96435546875,57577.223876953125,61498.68444824219,55469.68347167969,56602.343811035156,59682.96435546875,57577.223876953125,61498.68444824219,55469.68347167969,58946.46398925781,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (38:2),PE,51989.24395751953,53126.46374511719,51265.06408691406,52092.063415527344,49886.78369140625,51989.24395751953,53126.46374511719,51265.06408691406,52092.063415527344,49886.78369140625,53618.803955078125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (38:3),PE,42055.502838134766,39845.1628112793,41787.28286743164,41450.743103027344,39878.86282348633,42055.502838134766,39845.1628112793,41787.28286743164,41450.743103027344,39878.86282348633,38503.822662353516,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (38:4),PE,45160.343322753906,44871.06298828125,45919.16345214844,46459.303161621094,48944.183349609375,45160.343322753906,44871.06298828125,45919.16345214844,46459.303161621094,48944.183349609375,44915.38327026367,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (38:5),PE,49498.16357421875,50226.783599853516,50643.00402832031,51145.84338378906,50644.08319091797,49498.16357421875,50226.783599853516,50643.00402832031,51145.84338378906,50644.08319091797,49616.763427734375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (38:6),PE,40770.92272949219,39644.94287109375,38835.16259765625,40726.803131103516,41393.96319580078,40770.92272949219,39644.94287109375,38835.16259765625,40726.803131103516,41393.96319580078,41192.20324707031,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (40:0),PE,68087.60412597656,83122.48608398438,82688.60528564453,50375.90377807617,66845.68548583984,68087.60412597656,83122.48608398438,82688.60528564453,50375.90377807617,66845.68548583984,47219.28338623047,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (40:2),PE,55978.503967285156,54818.703857421875,56013.02374267578,52888.023681640625,53629.323638916016,55978.503967285156,54818.703857421875,56013.02374267578,52888.023681640625,53629.323638916016,54228.10400390625,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (40:3),PE,46022.10321044922,47293.5634765625,46537.84326171875,45488.16326904297,45966.40319824219,46022.10321044922,47293.5634765625,46537.84326171875,45488.16326904297,45966.40319824219,45897.56335449219,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (40:4),PE,44839.74313354492,44712.243103027344,44810.7431640625,41112.682861328125,45867.76336669922,44839.74313354492,44712.243103027344,44810.7431640625,41112.682861328125,45867.76336669922,43754.20300292969,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (40:5),PE,52418.42303466797,51614.803955078125,54134.704040527344,63034.144104003906,51755.52404785156,52418.42303466797,51614.803955078125,54134.704040527344,63034.144104003906,51755.52404785156,51714.92321777344,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (40:6),PE,60703.724548339844,58735.76431274414,62352.763916015625,78650.32568359375,58961.104248046875,60703.724548339844,58735.76431274414,62352.763916015625,78650.32568359375,58961.104248046875,59363.22430419922,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (42:0),PE,39464.602783203125,37566.382720947266,38891.98278808594,37840.122802734375,34232.22247314453,39464.602783203125,37566.382720947266,38891.98278808594,37840.122802734375,34232.22247314453,40741.78271484375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (42:2),PE,39548.62292480469,41401.92288208008,39652.982666015625,39242.8630065918,40066.862731933594,39548.62292480469,41401.92288208008,39652.982666015625,39242.8630065918,40066.862731933594,40912.42297363281,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (42:4),PE,38505.00280761719,38841.582458496094,39385.80258178711,39045.22262573242,37601.20245361328,38505.00280761719,38841.582458496094,39385.80258178711,39045.22262573242,37601.20245361328,39213.482849121094,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEo (42:6),PE,44416.862854003906,45344.002990722656,41712.763122558594,44168.28308105469,43052.32287597656,44416.862854003906,45344.002990722656,41712.763122558594,44168.28308105469,43052.32287597656,41442.0426940918,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (16:0),PE,31451.20233154297,32300.30209350586,31736.482421875,31510.542251586914,33181.94250488281,31451.20233154297,32300.30209350586,31736.482421875,31510.542251586914,33181.94250488281,31926.921966552734,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (20:0),PE,28982.042053222656,29729.82196044922,29388.141876220703,28153.20213317871,29693.66229248047,28982.042053222656,29729.82196044922,29388.141876220703,28153.20213317871,29693.66229248047,28468.921905517578,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (28:0),PE,27139.781951904297,26990.76206970215,26616.001846313477,25697.64175415039,27713.242095947266,27139.781951904297,26990.76206970215,26616.001846313477,25697.64175415039,27713.242095947266,26663.941772460938,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (30:0),PE,26679.86183166504,27368.202087402344,27556.362213134766,28445.1220703125,26804.48193359375,26679.86183166504,27368.202087402344,27556.362213134766,28445.1220703125,26804.48193359375,27885.381713867188,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (30:1),PE,30034.742218017578,29205.38217163086,30389.142059326172,30081.482177734375,29265.60189819336,30034.742218017578,29205.38217163086,30389.142059326172,30081.482177734375,29265.60189819336,30543.942169189453,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (32:1),PE,30333.382202148438,30787.442016601562,27758.642120361328,32142.502227783203,28373.24220275879,30333.382202148438,30787.442016601562,27758.642120361328,32142.502227783203,28373.24220275879,29309.761947631836,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (34:4),PE,33154.922424316406,33940.30224609375,32261.24217224121,33478.842376708984,36460.98260498047,33154.922424316406,33940.30224609375,32261.24217224121,33478.842376708984,36460.98260498047,33047.98245239258,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (36:5),PE,42566.242919921875,43191.76290893555,42250.06253051758,41671.48306274414,40269.98272705078,42566.242919921875,43191.76290893555,42250.06253051758,41671.48306274414,40269.98272705078,41441.28305053711,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (42:0),PE,37690.102600097656,41274.64288330078,38004.482849121094,40163.302734375,34972.24240112305,37690.102600097656,41274.64288330078,38004.482849121094,40163.302734375,34972.24240112305,39723.14291381836,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PEp (42:4),PE,38596.58279418945,37882.8229675293,38008.68264770508,37418.982666015625,36340.14254760742,38596.58279418945,37882.8229675293,38008.68264770508,37418.982666015625,36340.14254760742,38036.14270019531,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PI (24:0),PI,78238.44506835938,90356.20629882812,81773.52563476562,78046.00537109375,79416.56591796875,78238.44506835938,90356.20629882812,81773.52563476562,78046.00537109375,79416.56591796875,76827.46533203125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PI (24:0)_2,PI,79789.38549804688,77963.04565429688,77281.60498046875,81971.28588867188,82839.8857421875,79789.38549804688,77963.04565429688,77281.60498046875,81971.28588867188,82839.8857421875,77534.80517578125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PI (26:0),PI,60502.70446777344,60454.504150390625,55756.624267578125,58807.824462890625,61151.02380371094,60502.70446777344,60454.504150390625,55756.624267578125,58807.824462890625,61151.02380371094,59617.04406738281,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
