Lipid,Class,DOD73-5xFAD-M2liver_x,FAD131-5xFAD-M1liver_x,FAD131-5xFAD-M2liver_x,FAD131-5xFAD-M4liver_x,FAD173-5xFAD-M1liver_x,DOD73-5xFAD-M2liver_y,FAD131-5xFAD-M1liver_y,FAD131-5xFAD-M2liver_y,FAD131-5xFAD-M4liver_y,FAD173-5xFAD-M1liver_y,blank_033123,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PI(20:5) | PI (20:5)_2,PI,14054.141021728516,13921.881103515625,13429.060974121094,14850.280853271484,16199.14096069336,14054.141021728516,13921.881103515625,13429.060974121094,14850.280853271484,16199.14096069336,15139.541015625,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(21:0),PI,130346.2294921875,126703.009765625,119525.31005859375,123039.5087890625,124601.30908203125,130346.2294921875,126703.009765625,119525.31005859375,123039.5087890625,124601.30908203125,127841.1083984375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(21:0)_2,PI,119963.40869140625,117681.62915039062,118738.01000976562,120671.74853515625,123065.3291015625,119963.40869140625,117681.62915039062,118738.01000976562,120671.74853515625,123065.3291015625,122093.12915039062,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:0) | PI (22:0),PI,23262.52178955078,24792.421630859375,22789.401428222656,21926.561462402344,21737.84164428711,23262.52178955078,24792.421630859375,22789.401428222656,21926.561462402344,21737.84164428711,21768.521606445312,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:0) | PI (22:0)_2,PI,22717.34161376953,21598.801483154297,20890.601440429688,21486.761474609375,22498.581787109375,22717.34161376953,21598.801483154297,20890.601440429688,21486.761474609375,22498.581787109375,19926.921508789062,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:1) | PI (22:1),PI,18328.4013671875,19243.581451416016,18055.281311035156,18447.161254882812,19524.04135131836,18328.4013671875,19243.581451416016,18055.281311035156,18447.161254882812,19524.04135131836,19898.761352539062,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:1) | PI (22:1)_2,PI,19929.241333007812,19166.401275634766,17855.161193847656,18379.841186523438,16798.201126098633,19929.241333007812,19166.401275634766,17855.161193847656,18379.841186523438,16798.201126098633,16878.98126220703,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:2) | PI (22:2),PI,8570.20053100586,9386.240585327148,10062.800796508789,9352.540649414062,11251.600814819336,8570.20053100586,9386.240585327148,10062.800796508789,9352.540649414062,11251.600814819336,10669.960754394531,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:2) | PI (22:2)_2,PI,9633.660675048828,9922.220687866211,9694.880714416504,9341.900680541992,8963.880554199219,9633.660675048828,9922.220687866211,9694.880714416504,9341.900680541992,8963.880554199219,9630.680648803711,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:4) | PI (22:4),PI,11791.500762939453,10050.240615844727,10205.260665893555,11269.280792236328,10371.200775146484,11791.500762939453,10050.240615844727,10205.260665893555,11269.280792236328,10371.200775146484,10181.200698852539,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:4) | PI (22:4)_2,PI,9209.740600585938,11481.760757446289,9658.000686645508,11295.760818481445,10717.060653686523,9209.740600585938,11481.760757446289,9658.000686645508,11295.760818481445,10717.060653686523,9344.00064086914,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:6) | PI (22:6),PI,23515.76156616211,21207.28143310547,21405.401428222656,23251.621643066406,22642.80145263672,23515.76156616211,21207.28143310547,21405.401428222656,23251.621643066406,22642.80145263672,22770.301635742188,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PI(22:6) | PI (22:6)_2,PI,20960.761596679688,19513.901336669922,20055.44140625,21338.62158203125,20848.16162109375,20960.761596679688,19513.901336669922,20055.44140625,21338.62158203125,20848.16162109375,21792.721557617188,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(12:0) | PS (12:0),PS,26967.2618560791,28125.842163085938,28853.542114257812,26541.52182006836,26048.62171936035,26967.2618560791,28125.842163085938,28853.542114257812,26541.52182006836,26048.62171936035,27973.182037353516,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(13:0) | PS (12:0),PS,29768.922119140625,31121.102081298828,31529.702178955078,32464.062255859375,30392.242248535156,29768.922119140625,31121.102081298828,31529.702178955078,32464.062255859375,30392.242248535156,30760.222076416016,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(14:1) | PS (14:1),PS,288447.541015625,278448.2626953125,285210.34033203125,284993.84033203125,279395.0400390625,288447.541015625,278448.2626953125,285210.34033203125,284993.84033203125,279395.0400390625,285195.84033203125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(15:0) | PSo (16:0),PS,157555.990234375,150249.3505859375,160264.59155273438,161238.93139648438,159170.59155273438,157555.990234375,150249.3505859375,160264.59155273438,161238.93139648438,159170.59155273438,156899.03076171875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(16:1) | PS (16:1),PS,1997.2201499938965,2147.080146789551,1966.4201393127441,1978.4201393127441,2068.980155944824,1997.2201499938965,2147.080146789551,1966.4201393127441,1978.4201393127441,2068.980155944824,2009.8201446533203,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(17:0) | PSo (18:0),PS,249903.978515625,252658.478515625,252323.71630859375,256716.05859375,249314.556640625,249903.978515625,252658.478515625,252323.71630859375,256716.05859375,249314.556640625,244776.83740234375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(17:1) | PSp (18:0),PS,33089.86218261719,31539.802185058594,28641.74201965332,30474.541961669922,32670.20233154297,33089.86218261719,31539.802185058594,28641.74201965332,30474.541961669922,32670.20233154297,31224.582153320312,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(17:2),PS,33551.722412109375,35792.32257080078,32494.982391357422,36017.162536621094,34839.50241088867,33551.722412109375,35792.32257080078,32494.982391357422,36017.162536621094,34839.50241088867,32618.082122802734,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(18:1) | PS (18:1),PS,35907.50244140625,34275.86260986328,33826.08264160156,32986.90216064453,33635.942443847656,35907.50244140625,34275.86260986328,33826.08264160156,32986.90216064453,33635.942443847656,34461.96253967285,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(18:2) | PS (18:2),PS,28764.80191040039,27993.48178100586,28187.1220703125,30067.922149658203,28347.922149658203,28764.80191040039,27993.48178100586,28187.1220703125,30067.922149658203,28347.922149658203,28235.86195373535,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(18:3) | PS (18:3),PS,30147.4220123291,30400.122268676758,29299.362106323242,29347.121994018555,27568.621780395508,30147.4220123291,30400.122268676758,29299.362106323242,29347.121994018555,27568.621780395508,29526.2421875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(18:4),PS,27204.142028808594,25503.581634521484,27396.241989135742,27158.001998901367,26964.881774902344,27204.142028808594,25503.581634521484,27396.241989135742,27158.001998901367,26964.881774902344,26705.56182861328,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(20:0) | PS (20:0),PS,33299.86245727539,32409.102264404297,32216.54214477539,33119.6623840332,31238.821975708008,33299.86245727539,32409.102264404297,32216.54214477539,33119.6623840332,31238.821975708008,33328.902282714844,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(20:1) | PS (20:1),PS,57568.0234375,58424.784606933594,54855.14404296875,55191.08349609375,55830.804138183594,57568.0234375,58424.784606933594,54855.14404296875,55191.08349609375,55830.804138183594,53067.94354248047,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(20:2) | PS (20:2),PS,26794.64175415039,24445.901824951172,31362.68212890625,22737.001495361328,26501.22203063965,26794.64175415039,24445.901824951172,31362.68212890625,22737.001495361328,26501.22203063965,26373.56187438965,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(20:3) | PS (20:3),PS,32563.28256225586,31431.822265625,40881.98254394531,30481.322143554688,34005.68193054199,32563.28256225586,31431.822265625,40881.98254394531,30481.322143554688,34005.68193054199,26726.981842041016,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(20:4) | PS (20:4),PS,30915.802276611328,30914.702041625977,30446.962036132812,25454.641693115234,26786.921646118164,30915.802276611328,30914.702041625977,30446.962036132812,25454.641693115234,26786.921646118164,29201.342163085938,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(20:5) | PS (20:5),PS,47123.382904052734,50781.80355834961,51934.86364746094,44811.68356323242,44738.582946777344,47123.382904052734,50781.80355834961,51934.86364746094,44811.68356323242,44738.582946777344,43230.0029296875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(21:0),PS,81078.60559082031,80597.84545898438,80485.32604980469,80490.22619628906,75861.74560546875,81078.60559082031,80597.84545898438,80485.32604980469,80490.22619628906,75861.74560546875,80094.40588378906,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(22:0 | PS (22:0),PS,39124.18280029297,41415.722747802734,40468.043060302734,38984.822814941406,38324.38247680664,39124.18280029297,41415.722747802734,40468.043060302734,38984.822814941406,38324.38247680664,40394.162841796875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(22:1) | PS (22:1),PS,26736.061950683594,22600.981491088867,23900.921630859375,22694.741592407227,26223.442016601562,26736.061950683594,22600.981491088867,23900.921630859375,22694.741592407227,26223.442016601562,23610.16160583496,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(22:2) | PS (22:2),PS,26110.081817626953,23578.58172607422,27666.122039794922,24020.76155090332,26790.74183654785,26110.081817626953,23578.58172607422,27666.122039794922,24020.76155090332,26790.74183654785,25382.261611938477,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(22:4) | PS (22:4),PS,29882.802215576172,30843.242126464844,31029.922485351562,29661.92202758789,30807.98211669922,29882.802215576172,30843.242126464844,31029.922485351562,29661.92202758789,30807.98211669922,30939.84214782715,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
Lyso_PS(22:6) | PS (22:6),PS,39734.42282104492,39025.84265136719,41105.7428894043,39425.56286621094,40123.04275512695,39734.42282104492,39025.84265136719,41105.7428894043,39425.56286621094,40123.04275512695,39996.36276245117,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
O-arachidonoylcarnitine,CAR,359051.26611328125,348501.76611328125,384076.0673828125,360059.00390625,441488.2314453125,359051.26611328125,348501.76611328125,384076.0673828125,360059.00390625,441488.2314453125,469505.3173828125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
O-behenoylcarnitine,CAR,179824.51150512695,181549.45281982422,197831.7540283203,194057.23443603516,224834.85488891602,179824.51150512695,181549.45281982422,197831.7540283203,194057.23443603516,224834.85488891602,215100.03482055664,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
"O-oleoylcarnitine, Elaidic carnitine",CAR,1979574.865234375,1972617.470703125,2185124.79296875,2032419.55078125,2574827.34375,1979574.865234375,1972617.470703125,2185124.79296875,2032419.55078125,2574827.34375,2345177.5078125,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,178248.45239257812,171398.95239257812,187777.2529296875,178034.07275390625,213471.9755859375,178248.45239257812,171398.95239257812,187777.2529296875,178034.07275390625,213471.9755859375,208605.2734375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (30:2),PC,43635.50291442871,33543.382415771484,38352.2626953125,27075.501739501953,31698.782440185547,43635.50291442871,33543.382415771484,38352.2626953125,27075.501739501953,31698.782440185547,22136.801544189453,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (32:0),PC,87605.00549316406,103570.56823730469,105829.28735351562,40026.24304199219,155206.69314575195,87605.00549316406,103570.56823730469,105829.28735351562,40026.24304199219,155206.69314575195,28955.102081298828,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (32:1),PC,88416.14794921875,94861.22717285156,105874.14836120605,37044.981994628906,134976.22970581055,88416.14794921875,94861.22717285156,105874.14836120605,37044.981994628906,134976.22970581055,26108.502044677734,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (32:4),PC,63043.864501953125,71370.96591186523,76943.78628540039,30708.141983032227,54504.0832824707,63043.864501953125,71370.96591186523,76943.78628540039,30708.141983032227,54504.0832824707,22856.921600341797,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (32:5),PC,52130.92266845703,51419.66384887695,56007.36268615723,27974.522186279297,39102.04248046875,52130.92266845703,51419.66384887695,56007.36268615723,27974.522186279297,39102.04248046875,20418.721557617188,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (34:0),PC,788458.2072143555,943320.0327148438,1015073.9608764648,147491.9864501953,368829.1076660156,788458.2072143555,943320.0327148438,1015073.9608764648,147491.9864501953,368829.1076660156,33492.762451171875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (34:1),PC,779118.7934570312,536741.0807495117,1005576.8692016602,151608.24865722656,656020.1268920898,779118.7934570312,536741.0807495117,1005576.8692016602,151608.24865722656,656020.1268920898,39142.102966308594,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (34:2),PC,784041.4350280762,935222.1762695312,982057.9860534668,140906.18795776367,647045.6148986816,784041.4350280762,935222.1762695312,982057.9860534668,140906.18795776367,647045.6148986816,40285.043029785156,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (34:3),PC,819535.884979248,982939.9408569336,1013040.0764160156,156403.052734375,690556.8792724609,819535.884979248,982939.9408569336,1013040.0764160156,156403.052734375,690556.8792724609,43825.38311767578,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (34:5),PC,723626.2180786133,859554.1729736328,874605.430480957,144593.35220336914,607340.8925170898,723626.2180786133,859554.1729736328,874605.430480957,144593.35220336914,607340.8925170898,37548.38299560547,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (34:6),PC,462053.4729614258,519589.2384033203,508706.4399719238,87773.98620605469,371943.336517334,462053.4729614258,519589.2384033203,508706.4399719238,87773.98620605469,371943.336517334,36448.322662353516,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (36:2),PC,568137.9635009766,595438.1477050781,700129.7864990234,144939.9888305664,421310.82678222656,568137.9635009766,595438.1477050781,700129.7864990234,144939.9888305664,421310.82678222656,49485.743225097656,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (36:3),PC,597560.9814453125,612617.8272094727,739310.6051025391,154134.61279296875,454349.3288574219,597560.9814453125,612617.8272094727,739310.6051025391,154134.61279296875,454349.3288574219,51183.223693847656,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (36:4),PC,760033.3044433594,837896.5888671875,974832.0047607422,185219.61328125,569375.0965576172,760033.3044433594,837896.5888671875,974832.0047607422,185219.61328125,569375.0965576172,57479.024169921875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (36:5),PC,993834.5322265625,1033477.9822998047,1221029.6986083984,204802.83276367188,756101.1729125977,993834.5322265625,1033477.9822998047,1221029.6986083984,204802.83276367188,756101.1729125977,56837.984130859375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (36:6),PC,900876.9567260742,1000760.8273925781,1160095.8842773438,197628.83331298828,681907.6862182617,900876.9567260742,1000760.8273925781,1160095.8842773438,197628.83331298828,681907.6862182617,52474.8037109375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (38:0),PC,749290.576965332,421028.95904541016,492357.7625732422,164741.8744506836,319247.5016479492,749290.576965332,421028.95904541016,492357.7625732422,164741.8744506836,319247.5016479492,28771.522186279297,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (38:3),PC,812198.576965332,467542.25607299805,540536.2777099609,172718.29302978516,337196.3048095703,812198.576965332,467542.25607299805,540536.2777099609,172718.29302978516,337196.3048095703,31925.542114257812,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (38:4),PC,1229447.4654541016,614077.3972167969,741747.5137939453,163377.38989257812,464100.06884765625,1229447.4654541016,614077.3972167969,741747.5137939453,163377.38989257812,464100.06884765625,52893.123779296875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (38:5),PC,747288.5485839844,734504.263671875,879024.1754150391,285958.3627319336,563769.5778198242,747288.5485839844,734504.263671875,879024.1754150391,285958.3627319336,563769.5778198242,54857.184020996094,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (38:6),PC,907282.7799072266,945124.8149414062,1095309.7673339844,211094.07360839844,626467.9541625977,907282.7799072266,945124.8149414062,1095309.7673339844,211094.07360839844,626467.9541625977,53435.86364746094,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (40:0),PC,221553.1376953125,231973.66088867188,240799.01538085938,107948.86840820312,181713.5526123047,221553.1376953125,231973.66088867188,240799.01538085938,107948.86840820312,181713.5526123047,76113.10534667969,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (40:1),PC,220845.6376953125,229493.37170410156,240327.5186767578,108387.5478515625,126975.48815917969,220845.6376953125,229493.37170410156,240327.5186767578,108387.5478515625,126975.48815917969,80614.9052734375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (40:2),PC,219301.0128173828,228676.95629882812,246401.4744873047,86165.14599609375,180283.48999023438,219301.0128173828,228676.95629882812,246401.4744873047,86165.14599609375,180283.48999023438,73035.54528808594,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (40:3),PC,255848.66040039062,255188.1973876953,268122.5830078125,110868.08825683594,203418.5711669922,255848.66040039062,255188.1973876953,268122.5830078125,110868.08825683594,203418.5711669922,73782.18505859375,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (40:4),PC,296481.42517089844,296104.9246826172,316379.26123046875,112251.66821289062,246643.3966064453,296481.42517089844,296104.9246826172,316379.26123046875,112251.66821289062,246643.3966064453,66892.62438964844,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (40:5),PC,370912.8936767578,362529.7085571289,415517.36798095703,91626.30520629883,291188.30419921875,370912.8936767578,362529.7085571289,415517.36798095703,91626.30520629883,291188.30419921875,31551.222381591797,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (40:6),PC,536424.5369567871,530890.102355957,624809.2919006348,110604.18719482422,405775.92839050293,536424.5369567871,530890.102355957,624809.2919006348,110604.18719482422,405775.92839050293,21030.521438598633,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (42:0),PC,18563.04119873047,31242.2417678833,32012.64256286621,18340.421127319336,28254.682220458984,18563.04119873047,31242.2417678833,32012.64256286621,18340.421127319336,28254.682220458984,15125.22102355957,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (42:1),PC,94304.72778320312,96977.48620605469,91107.94543457031,75315.78430175781,82564.5859375,94304.72778320312,96977.48620605469,91107.94543457031,75315.78430175781,82564.5859375,70973.884765625,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (42:2),PC,100473.00769042969,107498.50732421875,102669.72741699219,81504.82653808594,92259.5068359375,100473.00769042969,107498.50732421875,102669.72741699219,81504.82653808594,92259.5068359375,76738.90576171875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (42:3),PC,106197.4287109375,108623.22717285156,105244.12854003906,84038.986328125,94281.68737792969,106197.4287109375,108623.22717285156,105244.12854003906,84038.986328125,94281.68737792969,77630.50573730469,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (42:4),PC,84639.98596191406,117187.86779785156,87073.66662597656,86818.56665039062,99251.44714355469,84639.98596191406,117187.86779785156,87073.66662597656,86818.56665039062,99251.44714355469,75313.80578613281,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (42:5),PC,123108.58837890625,123802.0693359375,115577.32934570312,84211.18640136719,84156.72570800781,123108.58837890625,123802.0693359375,115577.32934570312,84211.18640136719,84156.72570800781,74446.18566894531,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (42:6),PC,133667.5712890625,131684.71032714844,132931.1697998047,86295.8662109375,115075.5693359375,133667.5712890625,131684.71032714844,132931.1697998047,86295.8662109375,115075.5693359375,82228.12573242188,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (44:0),PC,10013.440780639648,10276.460674285889,11689.5608253479,9580.880683898926,7663.600517272949,10013.440780639648,10276.460674285889,11689.5608253479,9580.880683898926,7663.600517272949,7709.220527648926,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (44:1),PC,10117.860633850098,10703.280769348145,11615.440956115723,6973.320507049561,10911.160667419434,10117.860633850098,10703.280769348145,11615.440956115723,6973.320507049561,10911.160667419434,8228.940620422363,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (44:2),PC,11192.980880737305,12151.240676879883,11148.360721588135,8330.500625610352,11549.540878295898,11192.980880737305,12151.240676879883,11148.360721588135,8330.500625610352,11549.540878295898,7964.560546875,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (44:3),PC,11906.960872650146,9751.440673828125,13143.32088470459,8938.280673980713,11075.54084777832,11906.960872650146,9751.440673828125,13143.32088470459,8938.280673980713,11075.54084777832,7898.760597229004,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (44:4),PC,15726.461097717285,9775.540672302246,13654.2007522583,8587.680656433105,10558.840728759766,15726.461097717285,9775.540672302246,13654.2007522583,8587.680656433105,10558.840728759766,7730.520492553711,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (44:5),PC,11137.100833892822,10025.700748443604,9914.840690612793,8344.540641784668,9651.380676269531,11137.100833892822,10025.700748443604,9914.840690612793,8344.540641784668,9651.380676269531,7179.220481872559,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (44:6),PC,12184.300956726074,15972.960815429688,17557.341094970703,9508.960647583008,14620.660823822021,12184.300956726074,15972.960815429688,17557.341094970703,9508.960647583008,14620.660823822021,7625.040550231934,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (46:0),PC,7394.000514984131,6660.180480957031,6142.740455627441,6190.420478820801,7980.640548706055,7394.000514984131,6660.180480957031,6142.740455627441,6190.420478820801,7980.640548706055,6372.880462646484,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (46:1),PC,7648.320526123047,7285.360576629639,7694.200553894043,6550.460445404053,7047.440502166748,7648.320526123047,7285.360576629639,7694.200553894043,6550.460445404053,7047.440502166748,6247.740428924561,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
PC (46:2),PC,7484.400520324707,6899.620513916016,8057.400470733643,6724.380416870117,7970.360527038574,7484.400520324707,6899.620513916016,8057.400470733643,6724.380416870117,7970.360527038574,5493.660388946533,Brain Region: Liver,Brain Region: Liver,Brain Region: Liver vs Brain Region: LiverExtra Name,5,5,blank_033123
