Lipid,Class,DOD73-5xFAD-M2liver,FAD173-5xFAD-M1liver,blank_033123,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PC(4:0),PC,26045.321899414062,27421.46173095703,26465.342041015625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PC(5:0),PC,50967.443298339844,50025.68341064453,48549.963439941406,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PC(6:0),PC,20892.461486816406,19614.46127319336,20523.681518554688,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PC(7:0),PC,31397.142150878906,30037.86215209961,28356.3818359375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PC(8:0),PC,12584.460891723633,13375.520797729492,13271.840942382812,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PC(9:0),PC,16486.561141967773,16058.261123657227,17010.94107055664,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PE(12:0) | PE (12:0),PE,28187.50212097168,28665.582061767578,28808.782257080078,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(12:0) | PI (12:0),PI,14177.260864257812,16314.901275634766,14285.161010742188,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(12:0) | PI (12:0)_2,PI,14395.081146240234,14901.80126953125,14379.001037597656,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(13:0),PI,19612.361267089844,19089.06134033203,21017.381744384766,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(13:0)_2,PI,20654.02130126953,19077.061279296875,18529.46142578125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(14:0) | PI (14:0),PI,18043.261199951172,16895.461059570312,17193.10125732422,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(14:0) | PI (14:0)_2,PI,19525.581268310547,15699.721069335938,17477.161163330078,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(14:1),PI,53903.56335449219,57616.04333496094,48773.06262207031,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(14:1)_2,PI,50510.222900390625,52864.323486328125,52452.34326171875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(15:0) | PIo (16:0),PI,105419.08666992188,107434.78759765625,107710.08837890625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(15:0) | PIo (16:0)_2,PI,105561.3671875,104154.98706054688,103366.56616210938,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(15:1) | PIp (16:0),PI,20524.761352539062,22126.581420898438,22074.42169189453,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(15:1) | PIp (16:0)_2,PI,22701.161560058594,24253.68197631836,22607.641723632812,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(16:0) | PI (16:0),PI,973.000072479248,961.2800636291504,960.6400680541992,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(16:0) | PI (16:0)_2,PI,1052.5200729370117,997.9600563049316,1036.9600677490234,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(16:1) | PI (16:1),PI,972.7800750732422,961.260066986084,1035.3200607299805,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(16:1) | PI (16:1)_2,PI,1033.2800788879395,1062.6400756835938,960.2200546264648,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(17:0),PI,49513.68310546875,46418.72314453125,46808.38317871094,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(17:0)_2,PI,46115.9833984375,46763.56311035156,46027.94299316406,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(17:1) | PIp (18:0),PI,15766.661071777344,13067.02084350586,14180.700927734375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(17:1) | PIp (18:0)_2,PI,14202.601043701172,13460.380828857422,13110.700927734375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(17:2),PI,14058.46110534668,16898.061309814453,15529.421081542969,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(17:2)_2,PI,16744.741180419922,16424.80108642578,15240.901123046875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:0) | PI (18:0),PI,87554.86669921875,91441.14599609375,79321.80541992188,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:0) | PI (18:0)_2,PI,83700.44653320312,81198.7255859375,82759.0859375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:1) | PI (18:1),PI,16579.761352539062,17274.78125,17877.221282958984,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:1) | PI (18:1)_2,PI,16016.901092529297,16191.34130859375,16499.201232910156,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:2) | PI (18:2),PI,12650.78076171875,12196.500854492188,14657.921142578125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:2) | PI (18:2)_2,PI,12365.500854492188,13011.860900878906,14092.561065673828,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:3) | PI (18:3),PI,22796.88165283203,24997.961822509766,19682.261322021484,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:3) | PI (18:3)_2,PI,22738.6015625,21686.30157470703,22687.101684570312,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:4) | PI (18:4),PI,13703.761047363281,14176.401092529297,14545.301055908203,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(18:4) | PI (18:4)_2,PI,12807.640838623047,13269.840942382812,13668.701049804688,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:0) | PI (20:0),PI,19583.721313476562,20921.061645507812,19888.461334228516,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:0) | PI (20:0)_2,PI,21651.481506347656,18632.881469726562,21025.72149658203,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:1),PI,27118.94158935547,25342.50177001953,28077.942260742188,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:1)_2,PI,25413.70166015625,27671.122131347656,26843.382080078125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:2) | PI (20:2),PI,10060.140655517578,13048.020736694336,11296.840850830078,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:2) | PI (20:2)_2,PI,11456.00082397461,11129.400802612305,12376.460845947266,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:3) | PI (20:3),PI,10678.300765991211,11755.620880126953,10874.480728149414,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:3) | PI (20:3)_2,PI,10157.700744628906,11220.920700073242,12087.660888671875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:4) | PI (20:4),PI,10664.320770263672,10762.380676269531,10952.20068359375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:4) | PI (20:4)_2,PI,9794.400695800781,10959.340744018555,10239.88070678711,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:5) | PI (20:5),PI,15815.821044921875,16373.601257324219,14888.56103515625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(20:5) | PI (20:5)_2,PI,14054.141021728516,16199.14096069336,15139.541015625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(21:0),PI,130346.2294921875,124601.30908203125,127841.1083984375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(21:0)_2,PI,119963.40869140625,123065.3291015625,122093.12915039062,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:0) | PI (22:0),PI,23262.52178955078,21737.84164428711,21768.521606445312,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:0) | PI (22:0)_2,PI,22717.34161376953,22498.581787109375,19926.921508789062,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:1) | PI (22:1),PI,18328.4013671875,19524.04135131836,19898.761352539062,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:1) | PI (22:1)_2,PI,19929.241333007812,16798.201126098633,16878.98126220703,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:2) | PI (22:2),PI,8570.20053100586,11251.600814819336,10669.960754394531,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:2) | PI (22:2)_2,PI,9633.660675048828,8963.880554199219,9630.680648803711,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:4) | PI (22:4),PI,11791.500762939453,10371.200775146484,10181.200698852539,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:4) | PI (22:4)_2,PI,9209.740600585938,10717.060653686523,9344.00064086914,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:6) | PI (22:6),PI,23515.76156616211,22642.80145263672,22770.301635742188,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PI(22:6) | PI (22:6)_2,PI,20960.761596679688,20848.16162109375,21792.721557617188,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(12:0) | PS (12:0),PS,26967.2618560791,26048.62171936035,27973.182037353516,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(13:0) | PS (12:0),PS,29768.922119140625,30392.242248535156,30760.222076416016,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(14:1) | PS (14:1),PS,288447.541015625,279395.0400390625,285195.84033203125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(15:0) | PSo (16:0),PS,157555.990234375,159170.59155273438,156899.03076171875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(16:1) | PS (16:1),PS,1997.2201499938965,2068.980155944824,2009.8201446533203,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(17:0) | PSo (18:0),PS,249903.978515625,249314.556640625,244776.83740234375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(17:1) | PSp (18:0),PS,33089.86218261719,32670.20233154297,31224.582153320312,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(17:2),PS,33551.722412109375,34839.50241088867,32618.082122802734,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(18:1) | PS (18:1),PS,35907.50244140625,33635.942443847656,34461.96253967285,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(18:2) | PS (18:2),PS,28764.80191040039,28347.922149658203,28235.86195373535,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(18:3) | PS (18:3),PS,30147.4220123291,27568.621780395508,29526.2421875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(18:4),PS,27204.142028808594,26964.881774902344,26705.56182861328,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(20:0) | PS (20:0),PS,33299.86245727539,31238.821975708008,33328.902282714844,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(20:1) | PS (20:1),PS,57568.0234375,55830.804138183594,53067.94354248047,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(20:2) | PS (20:2),PS,26794.64175415039,26501.22203063965,26373.56187438965,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(20:3) | PS (20:3),PS,32563.28256225586,34005.68193054199,26726.981842041016,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(20:4) | PS (20:4),PS,30915.802276611328,26786.921646118164,29201.342163085938,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(20:5) | PS (20:5),PS,47123.382904052734,44738.582946777344,43230.0029296875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(21:0),PS,81078.60559082031,75861.74560546875,80094.40588378906,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(22:0 | PS (22:0),PS,39124.18280029297,38324.38247680664,40394.162841796875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(22:1) | PS (22:1),PS,26736.061950683594,26223.442016601562,23610.16160583496,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(22:2) | PS (22:2),PS,26110.081817626953,26790.74183654785,25382.261611938477,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(22:4) | PS (22:4),PS,29882.802215576172,30807.98211669922,30939.84214782715,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
Lyso_PS(22:6) | PS (22:6),PS,39734.42282104492,40123.04275512695,39996.36276245117,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
O-arachidonoylcarnitine,CAR,359051.26611328125,441488.2314453125,469505.3173828125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
O-behenoylcarnitine,CAR,179824.51150512695,224834.85488891602,215100.03482055664,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
"O-oleoylcarnitine, Elaidic carnitine",CAR,1979574.865234375,2574827.34375,2345177.5078125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,178248.45239257812,213471.9755859375,208605.2734375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (30:2),PC,43635.50291442871,31698.782440185547,22136.801544189453,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (32:0),PC,87605.00549316406,155206.69314575195,28955.102081298828,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (32:1),PC,88416.14794921875,134976.22970581055,26108.502044677734,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (32:4),PC,63043.864501953125,54504.0832824707,22856.921600341797,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (32:5),PC,52130.92266845703,39102.04248046875,20418.721557617188,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (34:0),PC,788458.2072143555,368829.1076660156,33492.762451171875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (34:1),PC,779118.7934570312,656020.1268920898,39142.102966308594,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (34:2),PC,784041.4350280762,647045.6148986816,40285.043029785156,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (34:3),PC,819535.884979248,690556.8792724609,43825.38311767578,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (34:5),PC,723626.2180786133,607340.8925170898,37548.38299560547,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (34:6),PC,462053.4729614258,371943.336517334,36448.322662353516,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (36:2),PC,568137.9635009766,421310.82678222656,49485.743225097656,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (36:3),PC,597560.9814453125,454349.3288574219,51183.223693847656,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (36:4),PC,760033.3044433594,569375.0965576172,57479.024169921875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (36:5),PC,993834.5322265625,756101.1729125977,56837.984130859375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (36:6),PC,900876.9567260742,681907.6862182617,52474.8037109375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (38:0),PC,749290.576965332,319247.5016479492,28771.522186279297,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (38:3),PC,812198.576965332,337196.3048095703,31925.542114257812,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (38:4),PC,1229447.4654541016,464100.06884765625,52893.123779296875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (38:5),PC,747288.5485839844,563769.5778198242,54857.184020996094,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (38:6),PC,907282.7799072266,626467.9541625977,53435.86364746094,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (40:0),PC,221553.1376953125,181713.5526123047,76113.10534667969,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (40:1),PC,220845.6376953125,126975.48815917969,80614.9052734375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (40:2),PC,219301.0128173828,180283.48999023438,73035.54528808594,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (40:3),PC,255848.66040039062,203418.5711669922,73782.18505859375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (40:4),PC,296481.42517089844,246643.3966064453,66892.62438964844,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (40:5),PC,370912.8936767578,291188.30419921875,31551.222381591797,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (40:6),PC,536424.5369567871,405775.92839050293,21030.521438598633,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (42:0),PC,18563.04119873047,28254.682220458984,15125.22102355957,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (42:1),PC,94304.72778320312,82564.5859375,70973.884765625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (42:2),PC,100473.00769042969,92259.5068359375,76738.90576171875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (42:3),PC,106197.4287109375,94281.68737792969,77630.50573730469,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (42:4),PC,84639.98596191406,99251.44714355469,75313.80578613281,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (42:5),PC,123108.58837890625,84156.72570800781,74446.18566894531,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (42:6),PC,133667.5712890625,115075.5693359375,82228.12573242188,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (44:0),PC,10013.440780639648,7663.600517272949,7709.220527648926,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (44:1),PC,10117.860633850098,10911.160667419434,8228.940620422363,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (44:2),PC,11192.980880737305,11549.540878295898,7964.560546875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (44:3),PC,11906.960872650146,11075.54084777832,7898.760597229004,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (44:4),PC,15726.461097717285,10558.840728759766,7730.520492553711,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (44:5),PC,11137.100833892822,9651.380676269531,7179.220481872559,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (44:6),PC,12184.300956726074,14620.660823822021,7625.040550231934,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (46:0),PC,7394.000514984131,7980.640548706055,6372.880462646484,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (46:1),PC,7648.320526123047,7047.440502166748,6247.740428924561,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (46:2),PC,7484.400520324707,7970.360527038574,5493.660388946533,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (48:0),PC,6603.660491943359,5766.760452270508,4615.380348205566,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (48:2),PC,5077.380352020264,5866.660457611084,4144.340278625488,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (50:0),PC,4627.40034866333,4716.620372772217,4788.60037612915,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (52:0),PC,5093.220409393311,4475.400321960449,4103.2602615356445,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PC (52:4),PC,4438.800319671631,5730.960464477539,4110.960300445557,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(32:0),PC,40518.32257080078,32515.602294921875,20775.841552734375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(32:1),PC,40974.34313964844,32546.802307128906,20536.021545410156,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(32:2),PC,43598.82264709473,33974.12240600586,21171.941513061523,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(32:3),PC,43795.60330200195,34637.8623046875,20477.94140625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(34:0),PC,119330.6714630127,116788.48788452148,33317.18240356445,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(34:1),PC,84975.02407836914,527289.858001709,49735.80355834961,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
