Lipid,Class,FAD173-5xFAD-M1liver,FAD131-5xFAD-M1liver,FAD131-5xFAD-M2liver,FAD131-5xFAD-M4liver,blank_033123,Title1,Title2,Title,length1,length2,Blank_name
PC (34:6),PC,371943.336517334,519589.2384033203,508706.4399719238,87773.98620605469,36448.322662353516,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (36:2),PC,421310.82678222656,595438.1477050781,700129.7864990234,144939.9888305664,49485.743225097656,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (36:3),PC,454349.3288574219,612617.8272094727,739310.6051025391,154134.61279296875,51183.223693847656,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (36:4),PC,569375.0965576172,837896.5888671875,974832.0047607422,185219.61328125,57479.024169921875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (36:5),PC,756101.1729125977,1033477.9822998047,1221029.6986083984,204802.83276367188,56837.984130859375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (36:6),PC,681907.6862182617,1000760.8273925781,1160095.8842773438,197628.83331298828,52474.8037109375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (38:0),PC,319247.5016479492,421028.95904541016,492357.7625732422,164741.8744506836,28771.522186279297,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (38:3),PC,337196.3048095703,467542.25607299805,540536.2777099609,172718.29302978516,31925.542114257812,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (38:4),PC,464100.06884765625,614077.3972167969,741747.5137939453,163377.38989257812,52893.123779296875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (38:5),PC,563769.5778198242,734504.263671875,879024.1754150391,285958.3627319336,54857.184020996094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (38:6),PC,626467.9541625977,945124.8149414062,1095309.7673339844,211094.07360839844,53435.86364746094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (40:0),PC,181713.5526123047,231973.66088867188,240799.01538085938,107948.86840820312,76113.10534667969,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (40:1),PC,126975.48815917969,229493.37170410156,240327.5186767578,108387.5478515625,80614.9052734375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (40:2),PC,180283.48999023438,228676.95629882812,246401.4744873047,86165.14599609375,73035.54528808594,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (40:3),PC,203418.5711669922,255188.1973876953,268122.5830078125,110868.08825683594,73782.18505859375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (40:4),PC,246643.3966064453,296104.9246826172,316379.26123046875,112251.66821289062,66892.62438964844,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (40:5),PC,291188.30419921875,362529.7085571289,415517.36798095703,91626.30520629883,31551.222381591797,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (40:6),PC,405775.92839050293,530890.102355957,624809.2919006348,110604.18719482422,21030.521438598633,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (42:0),PC,28254.682220458984,31242.2417678833,32012.64256286621,18340.421127319336,15125.22102355957,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (42:1),PC,82564.5859375,96977.48620605469,91107.94543457031,75315.78430175781,70973.884765625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (42:2),PC,92259.5068359375,107498.50732421875,102669.72741699219,81504.82653808594,76738.90576171875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (42:3),PC,94281.68737792969,108623.22717285156,105244.12854003906,84038.986328125,77630.50573730469,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (42:4),PC,99251.44714355469,117187.86779785156,87073.66662597656,86818.56665039062,75313.80578613281,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (42:5),PC,84156.72570800781,123802.0693359375,115577.32934570312,84211.18640136719,74446.18566894531,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (42:6),PC,115075.5693359375,131684.71032714844,132931.1697998047,86295.8662109375,82228.12573242188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (44:0),PC,7663.600517272949,10276.460674285889,11689.5608253479,9580.880683898926,7709.220527648926,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (44:1),PC,10911.160667419434,10703.280769348145,11615.440956115723,6973.320507049561,8228.940620422363,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (44:2),PC,11549.540878295898,12151.240676879883,11148.360721588135,8330.500625610352,7964.560546875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (44:3),PC,11075.54084777832,9751.440673828125,13143.32088470459,8938.280673980713,7898.760597229004,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (44:4),PC,10558.840728759766,9775.540672302246,13654.2007522583,8587.680656433105,7730.520492553711,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (44:5),PC,9651.380676269531,10025.700748443604,9914.840690612793,8344.540641784668,7179.220481872559,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (44:6),PC,14620.660823822021,15972.960815429688,17557.341094970703,9508.960647583008,7625.040550231934,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (46:0),PC,7980.640548706055,6660.180480957031,6142.740455627441,6190.420478820801,6372.880462646484,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (46:1),PC,7047.440502166748,7285.360576629639,7694.200553894043,6550.460445404053,6247.740428924561,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (46:2),PC,7970.360527038574,6899.620513916016,8057.400470733643,6724.380416870117,5493.660388946533,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (48:0),PC,5766.760452270508,6094.480445861816,5682.240421295166,4950.340393066406,4615.380348205566,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (48:2),PC,5866.660457611084,6039.800342559814,7568.620536804199,5770.540454864502,4144.340278625488,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (50:0),PC,4716.620372772217,5306.720375061035,5012.8604164123535,4788.580318450928,4788.60037612915,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (52:0),PC,4475.400321960449,5168.360336303711,5260.940338134766,3772.8202743530273,4103.2602615356445,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (52:4),PC,5730.960464477539,4971.72038269043,5076.3603591918945,3719.0602684020996,4110.960300445557,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(32:0),PC,32515.602294921875,37701.70234680176,39793.30284118652,27128.80209350586,20775.841552734375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(32:1),PC,32546.802307128906,35856.14270019531,37374.862380981445,28979.961853027344,20536.021545410156,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(32:2),PC,33974.12240600586,36333.04260253906,38004.92233276367,25122.621963500977,21171.941513061523,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(32:3),PC,34637.8623046875,38221.36317443848,40393.36349487305,26282.561920166016,20477.94140625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(34:0),PC,116788.48788452148,148351.0516357422,145349.00772094727,45306.32312011719,33317.18240356445,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(34:1),PC,527289.858001709,114675.56829833984,114250.32919311523,44230.58367919922,49735.80355834961,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(34:2),PC,527287.5131225586,111535.98864746094,111711.9506225586,41644.002868652344,36122.46240234375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(34:3),PC,261953.99920654297,107854.96719360352,112900.48690795898,39125.16262817383,30721.922088623047,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(34:4),PC,211158.19760131836,139046.7508239746,111039.40872192383,39907.02291870117,26506.542022705078,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(36:1),PC,486995.0041503906,720669.8525390625,770322.5883483887,205261.41705322266,43657.843200683594,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(36:2),PC,378480.85021972656,552550.3654785156,596243.3070678711,155459.08947753906,40597.30261230469,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(36:3),PC,362100.7457885742,542054.8340454102,576126.9697875977,154595.12796020508,42191.22302246094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(36:4),PC,369303.24102783203,949968.3511352539,570680.9780883789,155839.90942382812,39076.54296875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(36:5),PC,359164.9714355469,941975.0394287109,1004706.1619873047,153994.93035888672,37632.28271484375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(38:0),PC,635436.2189941406,932535.6032714844,1104046.6118774414,210371.75744628906,50495.42346191406,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(38:1),PC,601926.7499389648,887658.4642333984,1031055.9096679688,192090.51593017578,46393.703125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(38:3),PC,501402.9344482422,705263.1522216797,814627.7904052734,167210.53033447266,52632.82360839844,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(38:4),PC,449566.65283203125,613630.7686157227,703605.8841552734,158595.51220703125,56174.82373046875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(38:5),PC,443355.4483642578,615361.8306884766,669558.3651123047,151266.24865722656,54038.223693847656,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(38:6),PC,432988.03271484375,607127.0903320312,695986.553894043,148801.27026367188,55259.40362548828,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(40:0),PC,262505.80044555664,683187.7210388184,790761.393737793,132559.33010864258,20060.341430664062,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(40:1),PC,663375.5046691895,920457.9158935547,1005666.2827758789,161389.74995422363,19216.101348876953,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(40:2),PC,336042.1649169922,894062.2902526855,1017411.5369873047,161827.91534423828,19723.961364746094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(40:5),PC,316379.64697265625,810585.9423675537,905071.0111694336,102179.58813476562,32418.082122802734,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(40:6),PC,311635.0610961914,424178.8273925781,484401.71130371094,167351.8687133789,30571.542205810547,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(42:0),PC,143526.791015625,174389.71545410156,181648.77197265625,95671.6064453125,73825.04528808594,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(42:1),PC,171175.2529296875,221580.1356201172,219309.51416015625,104460.08728027344,74520.08544921875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(42:2),PC,181784.9716796875,228941.1776123047,240711.1385498047,107823.96826171875,78954.28540039062,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(42:3),PC,179395.58911132812,243588.6416015625,247999.09338378906,106767.04809570312,78042.64599609375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(42:4),PC,180481.40795898438,233191.0157470703,237187.7381591797,106115.66723632812,75490.705078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(44:3),PC,20533.08155822754,21408.922019958496,13904.180908203125,11016.6208152771,8693.92060470581,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(44:4),PC,20046.101333618164,14796.701114654541,14807.580841064453,12060.960777282715,10063.480743408203,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCo(44:5),PC,19952.701503753662,15096.481117248535,16144.901176452637,11856.620834350586,9641.58073425293,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCp(32:4),PC,181299.3497619629,119369.4094543457,105134.62857055664,36173.58200073242,27723.622039794922,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCp(36:5),PC,353833.22888183594,521462.2561645508,977016.6969299316,146286.6517944336,39010.20291137695,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PCp(42:4),PC,178926.99169921875,232728.40002441406,234871.79907226562,81261.625,75215.72521972656,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (14:0),PE,22818.581420898438,23140.441696166992,23685.861541748047,22375.101623535156,23680.161651611328,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (14:1),PE,51018.863830566406,51851.703369140625,51978.983337402344,50860.42370605469,51189.52355957031,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (16:1),PE,2016.1801490783691,1934.780158996582,1941.040138244629,1917.200122833252,2332.060173034668,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (18:1),PE,30255.101989746094,27638.361724853516,30755.162078857422,32639.022338867188,30801.522247314453,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (18:2),PE,24020.801651000977,28131.0020904541,27496.622161865234,26460.24169921875,26867.621963500977,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (18:3),PE,25855.48193359375,27062.24200439453,26285.66178894043,26553.14192199707,25298.021743774414,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (18:4),PE,31051.442108154297,27605.021728515625,29531.962036132812,28773.742126464844,30707.842254638672,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (20:0),PE,32225.36215209961,27954.422119140625,29778.26220703125,28317.96206665039,28658.60205078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (20:1),PE,32168.022186279297,33775.54232788086,30739.48208618164,35915.082611083984,35310.86260986328,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (20:2),PE,28661.982162475586,25220.48179626465,29146.621978759766,29529.921951293945,25265.061553955078,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (20:3),PE,47023.4035949707,46887.54376220703,46567.28366088867,49247.34344482422,48175.343505859375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (20:4),PE,34709.5625,38530.56286621094,37490.48257446289,40254.98272705078,36836.24240112305,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (20:5),PE,171930.21264648438,184050.43310546875,173841.11206054688,183633.13330078125,175300.79248046875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (22:0),PE,27939.122100830078,28125.702087402344,27006.561889648438,27620.48175048828,27508.0020904541,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (22:1),PE,25457.341674804688,26131.341873168945,25626.081970214844,26180.761978149414,23717.301696777344,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (22:2),PE,26642.641860961914,30791.48223876953,27404.20199584961,28404.622283935547,29265.40216064453,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (22:4),PE,31345.20230102539,35654.14242553711,32017.442123413086,34130.34216308594,33336.64239501953,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (22:6),PE,64226.48504638672,54636.263671875,62058.68426513672,58346.563903808594,58458.64404296875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (24:0),PE,55505.263610839844,54140.243896484375,53374.90380859375,54470.48376464844,55537.70422363281,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (26:0),PE,51807.98358154297,50892.44354248047,49238.82327270508,52050.003662109375,49282.04345703125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (26:1),PE,43801.12316894531,41529.66259765625,44856.043212890625,43038.663330078125,42098.0830078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (28:0),PE,42866.163024902344,42017.082946777344,42363.802978515625,40506.002868652344,41124.88299560547,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (28:2),PE,60901.72448730469,64246.444274902344,59419.50378417969,61742.40466308594,59002.98425292969,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (30:0),PE,54069.523864746094,53188.54333496094,54737.14367675781,58668.24401855469,52084.78369140625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (30:1),PE,28487.82208251953,29401.562072753906,28161.541931152344,33415.982330322266,30806.66226196289,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (30:2),PE,31768.562133789062,30152.982299804688,28784.982177734375,28929.362518310547,29659.022003173828,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (30:3),PE,33906.18249511719,35053.522705078125,35691.16256713867,33619.40237426758,32662.94223022461,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (30:4),PE,29793.522247314453,28791.52197265625,29138.522033691406,30613.862426757812,31676.262420654297,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (32:1),PE,38870.74295043945,38870.46270751953,37906.62289428711,41301.82275390625,37252.402893066406,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (32:2),PE,41041.06311035156,38111.38232421875,42020.702880859375,42390.78274536133,41096.30303955078,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (32:3),PE,48576.36346435547,49690.14367675781,50387.623962402344,46893.30352783203,47541.203216552734,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (32:4),PE,30716.342163085938,31050.162231445312,30927.94219970703,30382.102264404297,31603.442108154297,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (32:5),PE,35563.16271972656,35433.842346191406,35627.642486572266,36221.76266479492,36140.862548828125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (34:0),PE,54965.183654785156,60307.96417236328,55532.54376220703,58345.0439453125,55486.50360107422,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (34:3),PE,39517.94305419922,42165.62271118164,40484.54260253906,40647.24279785156,38637.86282348633,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (34:4),PE,34310.982666015625,33911.882385253906,36216.48245239258,36714.0421295166,37166.0426940918,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (34:5),PE,36848.562561035156,37305.32241821289,35987.62252807617,35187.122467041016,37462.142333984375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (34:6),PE,44198.143127441406,43168.50308227539,41967.28286743164,44233.50289916992,42081.022857666016,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (36:0),PE,50229.42333984375,53378.90399169922,48041.14318847656,48929.323303222656,48199.14324951172,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (36:1),PE,58796.40417480469,63506.92462158203,59983.384216308594,56988.183654785156,56795.54425048828,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (36:2),PE,85295.42639160156,84913.00659179688,89684.82629394531,62719.94421386719,56516.72412109375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (36:5),PE,56398.18389892578,58069.483642578125,56370.18395996094,51254.86358642578,52536.923767089844,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (36:6),PE,44798.68325805664,45834.52325439453,42059.10290527344,42189.04330444336,45059.22332763672,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (38:1),PE,58230.28405761719,59312.244201660156,59124.30419921875,56183.063720703125,56904.723876953125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (38:2),PE,45560.04309082031,51920.443420410156,46348.343017578125,50026.96374511719,46728.783264160156,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (38:3),PE,59911.88439941406,61951.583984375,64805.324768066406,43971.703063964844,41483.363037109375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (38:4),PE,178099.03649902344,206024.89721679688,253955.27520751953,62964.964599609375,47202.28317260742,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (38:5),PE,108634.26788330078,132500.02856445312,149222.26788330078,53598.483642578125,46013.94354248047,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (38:6),PE,154337.53283691406,189754.31085205078,206569.45477294922,68352.96453857422,48064.50378417969,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (40:2),PE,48698.22344970703,42911.70333862305,47747.94320678711,44450.78302001953,45858.08312988281,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (40:3),PE,48036.502990722656,50346.16339111328,51287.4033203125,48939.08349609375,46701.603271484375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (40:4),PE,55681.10418701172,58793.744201660156,58856.26428222656,55456.88446044922,50133.38330078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (40:5),PE,50201.84338378906,53588.324157714844,52318.26348876953,50708.32336425781,44370.64306640625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (42:0),PE,33659.20227050781,37468.96240234375,35766.68273925781,35305.04266357422,36550.3625793457,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (42:1),PE,38693.42282104492,36455.922424316406,38257.122650146484,38488.942443847656,38797.642822265625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (42:2),PE,46689.463439941406,42234.342864990234,46139.983306884766,45743.72314453125,43919.78308105469,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (42:3),PE,46939.42364501953,43291.802978515625,43609.58312988281,44720.58316040039,44453.62322998047,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (42:4),PE,36855.08233642578,36558.62255859375,35568.92269897461,35551.162506103516,38401.00289916992,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
