Lipid,Class,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8721.760601043701,7482.000534057617,8591.540615081787,8456.700565338135,7244.800518035889,7988.360569000244,8496.220573425293,7950.900543212891,7859.120552062988,7816.26053237915,8907.860569000244,13441.081062316895,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
1-O-carboceroyl-Cer(d18:1/18:0),Cer,5578.660442352295,5487.040382385254,4904.220375061035,5379.720378875732,5725.460376739502,5644.440383911133,5174.560375213623,4784.540294647217,5014.100399017334,5258.760345458984,5710.500385284424,10754.940727233887,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/16:0),Cer,7981.360595703125,8647.680599212646,7001.560474395752,7538.640537261963,7471.060592651367,8155.760627746582,7649.420539855957,8817.300662994385,7100.140510559082,8148.64066696167,7521.940540313721,27056.321769714355,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/18:0),Cer,6294.140449523926,6836.120529174805,7272.500537872314,6505.300563812256,7301.840469360352,6282.000431060791,7492.200531005859,6579.980453491211,7610.340576171875,6925.360507965088,7045.340488433838,68355.16482543945,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,9463.600631713867,10230.800720214844,9587.62073135376,9831.780689239502,9431.900661468506,11028.820724487305,10387.820693969727,9513.240711212158,10665.660808563232,8926.260597229004,10403.060832977295,13193.50090789795,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,9130.20064163208,7684.760482788086,6957.680545806885,8124.060531616211,9102.000686645508,7994.120590209961,8720.80062866211,8613.98063659668,7778.780536651611,8245.660610198975,8062.280567169189,13192.940902709961,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,7604.800563812256,8546.240688323975,8537.620693206787,9896.980716705322,7627.180492401123,8867.140655517578,8967.060626983643,8897.120693206787,9009.400581359863,8450.26053237915,6795.100513458252,12938.940902709961,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,9360.44066619873,8225.540557861328,8683.720638275146,8911.160659790039,8944.500610351562,9326.140670776367,10158.96078491211,9446.380672454834,7974.500499725342,8991.360679626465,7866.760555267334,13541.00082397461,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,5483.860397338867,5524.400386810303,4302.840286254883,4359.140319824219,5430.3403968811035,4872.92036819458,4514.820331573486,5031.420360565186,4816.900321960449,4763.640342712402,5930.140460968018,7750.14049911499,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
CAR,CAR,43833.5830078125,46375.6432800293,43133.10283660889,44140.143005371094,43654.66324234009,45301.8030090332,43585.40316390991,45474.48294067383,45143.28335571289,43209.50308227539,43425.30322265625,43366.06298828125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalon,6,5,Blank_Blank_Blank_Blank_Blank
