Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,9689.680694580078,8318.060626983643,9103.68058013916,9683.860694885254,8625.36058807373,13441.081062316895,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPC(O-10:1),PC,40955.1826171875,41619.16278076172,43357.602966308594,43633.86328125,44879.16290283203,40007.742736816406,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPC(O-20:4),PC,187591.67388916016,272378.6998901367,242033.01904296875,157148.2905883789,276506.77770996094,80810.56567382812,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(12:0),PE,91420.00665283203,124091.12756347656,95334.34753417969,98158.14624023438,112694.92822265625,72026.84509277344,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(14:0),PE,79305.1859741211,78674.58599853516,69966.10467529297,72086.22497558594,68654.9248046875,57922.404296875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(14:1),PE,336163.6844482422,379913.1838378906,212555.4951171875,372553.9285888672,181914.77307128906,97076.94702148438,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPE(15:1),LPE(P-16:0)",PE,533022.6748962402,412014.7657470703,384043.28619384766,508136.07849121094,438550.7868041992,57129.9638671875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(16:1),PE,115315.30810546875,246716.59942626953,96155.9273071289,137594.69091796875,110146.44842529297,74912.20501708984,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPE(17:1),LPE(O-18:1),LPE(P-18:0)",PE,374529.6267089844,257356.9412841797,209969.85473632812,342612.74548339844,284796.00103759766,71574.94512939453,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(17:2),PE,66330.52459716797,68419.6650390625,64093.90417480469,62304.58465576172,77722.46606445312,76645.78509521484,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(18:1),PE,158213.27026367188,143228.81091308594,136407.22845458984,101454.72784423828,173911.8526611328,55207.724060058594,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPE(18:2),LPE(P-19:1)",PE,88766.44702148438,94158.32635498047,92552.58630371094,85759.14685058594,111615.14752197266,54362.52392578125,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(18:3),PE,58599.14422607422,59430.224548339844,52625.68389892578,59649.72393798828,61378.504150390625,48280.76379394531,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(18:4),PE,46930.24328613281,52913.223693847656,50171.7236328125,54958.803771972656,54986.543884277344,56470.204345703125,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPE(19:1),LPE(P-20:0)",PE,49941.24346923828,49380.28356933594,44240.20300292969,42975.863037109375,51248.983306884766,39778.52243041992,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(20:0),PE,2266.2401542663574,1963.4401321411133,2225.06014251709,2085.120147705078,2348.7601776123047,2168.8401489257812,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(20:1),PE,2451.980178833008,2051.14013671875,2325.160171508789,2489.980152130127,2533.3001747131348,2031.0601501464844,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(20:2),PE,2174.660144805908,2187.3601570129395,2637.660182952881,2014.6201400756836,2308.1001586914062,2000.340129852295,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(20:3),PE,2057.74015045166,3075.5601844787598,10546.960926055908,3029.920223236084,4029.80033493042,2059.740146636963,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(20:4),PE,5041.660385131836,3126.160213470459,55542.004081726074,2878.520217895508,11130.30086517334,2961.640182495117,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(20:5),PE,407600.2022628784,97837.92741012573,291965.9814834595,23303.981605529785,126439.82880020142,176354.4186477661,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(22:0),PE,107501.80755615234,97399.96740722656,84836.005859375,93276.72686767578,101143.48699951172,51983.88360595703,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(22:1),PE,662602.8833007812,844580.7138671875,596065.8227539062,617659.9418945312,693674.828125,116784.56842041016,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(22:2),PE,83746.14581298828,83248.42639160156,87551.92578125,76855.32598876953,100844.3471069336,47496.923278808594,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(22:4),PE,77204.48510742188,81577.08605957031,82365.56610107422,58315.78405761719,89490.62603759766,58639.50372314453,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(22:5),PE,70295.66522216797,81574.52551269531,84727.8462524414,76915.0855102539,86725.12536621094,50964.26336669922,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(22:6),PE,134795.46948242188,185031.7921142578,228275.93505859375,128488.10845947266,382479.7033691406,68918.24462890625,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(24:1),PE,90829.966796875,94282.14562988281,96640.90628051758,81742.46575927734,84851.08624267578,44508.90313720703,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(24:6),PE,76015.98553466797,80425.44580078125,94700.18756103516,75685.12524414062,107092.10760498047,53673.483947753906,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(O-16:0),PE,102155.58728027344,89840.18658447266,73437.70568847656,93824.06625366211,68998.18524169922,54741.10369873047,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(O-20:0),PE,79994.46569824219,83333.76580810547,56927.66424560547,53274.9635925293,54659.42413330078,56186.564056396484,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPE(O-20:4),PE,125783.46862792969,299783.841796875,89115.70574951172,126869.94995117188,473295.9899291992,50684.08380126953,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(14:0),PG,59591.663635253906,64482.70440673828,58002.204345703125,59526.204650878906,61391.604064941406,50009.243591308594,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(14:1),PG,556570.1186523438,450988.6923828125,410715.46630859375,469174.26953125,454052.947265625,275197.39990234375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPG(15:0),LPG(O-16:0)",PG,169729.93103027344,181942.15478515625,177241.5919189453,150918.8507080078,135157.96936035156,115894.58837890625,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPG(15:1),LPG(P-16:0)",PG,100195.24725341797,88973.94665527344,70491.40533447266,68434.76489257812,65570.56463623047,84058.54565429688,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(16:0),PG,51284.74331665039,60264.024475097656,54047.28384399414,52160.023986816406,63635.50442504883,41210.86315917969,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(16:1),PG,66232.62463378906,87420.00634765625,81802.14556884766,72136.10498046875,73800.4653930664,59603.5244140625,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPG(17:1),LPG(P-18:0)",PG,42823.76306152344,42084.02279663086,43409.043365478516,44465.982971191406,52180.044006347656,49126.58312988281,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(17:2),PG,62661.66455078125,56324.303649902344,54734.52404785156,61360.6240234375,75641.1859741211,60700.24426269531,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(18:0),PG,2079.3401489257812,2046.2001419067383,2062.2201385498047,2129.280143737793,2017.8401260375977,2105.6001472473145,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(18:1),PG,2181.3601608276367,1989.9001426696777,1989.700138092041,2030.5801277160645,1982.1001434326172,2047.0401496887207,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(18:2),PG,2073.740146636963,2151.080146789551,2024.700122833252,2022.20015335083,2124.280143737793,2063.220146179199,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(18:3),PG,2013.520133972168,2132.9601440429688,2129.0201416015625,2284.860164642334,2158.6801528930664,2005.480136871338,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(18:4),PG,4647.7203941345215,2116.1401443481445,2203.8801612854004,2017.020149230957,2034.8801345825195,2030.740135192871,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPG(19:0),LPG(O-20:0)",PG,250806.11364746094,266969.6604003906,145188.25091552734,144587.35119628906,172743.45068359375,219302.9346923828,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPG(19:1),LPG(P-20:0)",PG,54825.064025878906,65891.38482666016,53851.103576660156,64672.08435058594,64815.70495605469,50801.86340332031,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(20:0),PG,84193.70587158203,92761.06628417969,85377.8251953125,87618.88647460938,97530.06616210938,85814.46600341797,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(20:1),PG,151907.13122558594,165537.9921875,168135.11193847656,156683.39111328125,171660.43139648438,133222.7099609375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(20:2),PG,322771.2657470703,367108.2092285156,435719.3327636719,340471.42431640625,185080.41552734375,78408.20599365234,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(20:3),PG,98693.56677246094,92742.18615722656,90523.00634765625,84112.46551513672,93881.32733154297,98606.96630859375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(20:4),PG,64242.125,64136.584533691406,59564.74426269531,64711.864807128906,72949.94512939453,66128.62487792969,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(20:5),PG,100153.80700683594,100150.787109375,80665.96545410156,111761.94750976562,96343.64685058594,86501.36584472656,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(22:0),PG,108061.20825195312,116497.72729492188,111926.0078125,114415.94763183594,123803.32849121094,99520.10693359375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(22:1),PG,123785.54833984375,168251.91137695312,119592.1884765625,132929.0692138672,179386.494140625,153502.93139648438,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(22:2),PG,66649.00476074219,73068.7651977539,76890.90496826172,66516.92462158203,76967.66577148438,60049.504150390625,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(22:4),PG,89926.0458984375,96543.0062866211,88813.50646972656,84460.98571777344,93997.50695800781,74026.06536865234,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPG(22:6),PG,137990.57006835938,146011.810546875,137506.22985839844,147980.13024902344,164014.43103027344,115846.20861816406,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPI(12:0),PI,120580.6098022461,148876.65032958984,134623.80895996094,118320.92901611328,131832.82934570312,59885.80499267578,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPI(13:0),PI,135831.9295654297,132640.84881591797,130427.58868408203,112064.04705810547,126332.10815429688,79126.06549072266,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPI(14:0),PI,175950.73345947266,171713.89111328125,127989.82897949219,122360.18878173828,185826.1538696289,65779.84466552734,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPI(14:1),PI,840915.9982910156,923733.9025878906,719530.9123535156,670126.8625488281,714639.3132324219,294085.7199707031,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPI(15:0),LPI(O-16:0)",PI,3079607.5532226562,5670265.797119141,4383608.456542969,3044188.8549804688,4464301.0205078125,1790465.060546875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPI(15:1),LPI(P-16:0)",PI,203968.7333984375,194004.01275634766,122123.4487915039,220338.9559326172,158249.71166992188,117687.80865478516,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPI(16:0),PI,135291.01013183594,217880.03393554688,142938.63024902344,121730.86853027344,292476.84338378906,104220.28759765625,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
LPI(16:1),PI,234840.6573486328,357932.0028076172,252749.71948242188,220587.25524902344,378602.1887207031,202337.8755493164,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPI(17:0),LPI(O-18:0)",PI,1348010.5678710938,2357012.0361328125,1818924.7426757812,1248140.1958007812,1929769.1108398438,776135.8801269531,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"LPI(17:1),LPI(P-18:0)",PI,72938.54510498047,76315.50476074219,67582.5855102539,59709.18420410156,98792.10754394531,46228.92333984375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
