Lipid,Class,DOD93_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_cortex ,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,DOD94_F3_Female_WT_cortex ,FAD184_F3_Female_WT_cortex ,FAD184_F4_Female_WT_cortex ,FAD185_M4_Male_WT_cortex ,FAD189_M3_Male_WT_cortex ,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8577.140621185303,8411.740604400635,8606.400630950928,8032.560604095459,9455.100658416748,8996.280673980713,8556.320613861084,9057.300678253174,9157.600639343262,8372.62056350708,7941.820571899414,13441.081062316895,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
1-O-carboceroyl-Cer(d18:1/18:0),Cer,5413.460395812988,5130.460311889648,5083.880325317383,4992.280368804932,5169.540332794189,5385.900367736816,5586.460422515869,5187.240390777588,5140.6403884887695,5207.060371398926,5650.460433959961,10754.940727233887,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/16:0),Cer,7802.7805519104,8101.120586395264,7682.240562438965,7889.780548095703,7599.900527954102,8540.080627441406,8935.140686035156,7529.460517883301,7177.440525054932,9290.400688171387,7143.50057220459,27056.321769714355,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/18:0),Cer,7725.420509338379,7911.000511169434,6025.6804122924805,6531.6804122924805,6861.660495758057,6835.160507202148,7825.100547790527,7308.280502319336,7817.520641326904,6837.580448150635,5950.34041595459,68355.16482543945,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,9810.380699157715,10066.900783538818,10164.000652313232,9522.38064956665,9627.140628814697,8906.200630187988,11419.08081817627,8188.940574645996,9193.160587310791,9565.300636291504,8808.120651245117,13193.50090789795,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,7057.380542755127,9158.640632629395,8036.820648193359,7571.140548706055,8321.620628356934,8472.860595703125,9121.740673065186,7323.460487365723,8253.400569915771,8650.720581054688,9187.500675201416,13192.940902709961,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,8940.48063659668,9711.52070236206,7200.280479431152,7675.76053237915,7982.120601654053,8871.46057510376,8972.260669708252,9798.38064956665,7844.500450134277,9663.680641174316,7633.620571136475,12938.940902709961,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,9297.44063949585,8682.920627593994,9140.360649108887,8521.640590667725,7924.540603637695,8394.86054611206,9035.960704803467,7791.880554199219,7576.020568847656,9130.02063369751,8344.720603942871,13541.00082397461,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,5353.00036239624,4756.000324249268,4806.460300445557,4541.100345611572,4736.000328063965,4317.760311126709,5664.36043548584,5018.540355682373,4554.840305328369,4670.720272064209,4828.840335845947,7750.14049911499,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
CAR,CAR,44588.18323516846,45051.662799835205,45573.5832824707,43828.32273101807,42878.10280609131,45222.9833984375,46690.843338012695,45878.46336364746,44235.50297164917,47234.3635559082,45410.30307006836,43366.06298828125,Genotype: 5xFAD | Brain Region: cortex ,Genotype: WT | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: cortex  vs Genotype: WT__Brain Region: cortex ,6,5,Blank_Blank_Blank_Blank_Blank
