Lipid,Class,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,6651.2405128479,8121.900547027588,8728.280662536621,9943.4807472229,8661.080646514893,9001.020645141602,13441.081062316895,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA14:0",TAG,79832.78540039062,114906.8275756836,103536.48736572266,87605.72662353516,68980.0256652832,49949.303466796875,31564.60223388672,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA16:0",TAG,172269.03155517578,514888.53424072266,409752.32440185547,288863.8026123047,252083.3572692871,119654.62786865234,39292.643005371094,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA16:1",TAG,557575.3809814453,1389113.8680419922,723860.0905761719,641772.7971191406,480223.5535888672,352589.14306640625,146894.5498046875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA18:0",TAG,96158.78707885742,159193.3083190918,165748.65100097656,112071.68859863281,90597.48654174805,73610.6646118164,27028.62188720703,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA18:1",TAG,344558.5831298828,609980.2819824219,445176.755859375,457009.0749511719,240462.99633789062,238534.6767578125,65240.84423828125,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA18:2",TAG,2724365.96875,2032255.8544921875,1297128.3046875,4082569.4057617188,826759.9565429688,1782166.9411621094,161758.3310546875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA18:3",TAG,209984.474609375,231302.31494140625,153443.6323852539,245694.11755371094,99831.4072265625,144546.33129882812,49898.023986816406,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA20:4",TAG,72939.92584228516,71965.14486694336,69750.24496459961,75305.42520141602,89809.6467590332,127293.24932861328,31408.442321777344,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA22:5",TAG,993269.3609924316,615290.2459411621,306519.5383911133,485743.32710266113,222906.23950195312,291223.7032470703,32661.72248840332,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(50:9),TG(49:2)]_FA22:6",TAG,203933.37567138672,162838.8517150879,146134.7303466797,139006.06900024414,102842.28631591797,104207.92724609375,613254.7376098633,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA14:0,TAG,94592.64758300781,151165.7688293457,125277.56646728516,83876.72576904297,1377098.6431884766,1602283.202178955,82697.70608520508,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA16:0,TAG,82217.06555175781,128541.32766723633,160139.85214233398,94589.88732910156,431923.4100341797,562759.4800415039,23257.22166442871,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA16:1,TAG,154691.6103515625,403443.9675292969,701679.8637695312,399550.5528564453,423885.2348022461,117170.96942138672,30130.842315673828,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA18:0,TAG,61415.42465209961,64134.644470214844,78616.20581054688,65839.24478149414,70533.76596069336,77290.40509033203,23936.301788330078,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA18:1,TAG,103150.08755493164,180455.8914794922,346905.6223449707,210987.8139038086,141597.17053222656,81301.42608642578,29560.882431030273,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA18:2,TAG,346971.90618896484,1363752.4718017578,2332995.1599121094,1135596.7392578125,971204.6192626953,172367.7713623047,55850.803955078125,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA18:3,TAG,1077338.7985839844,2860670.3381347656,2720922.101928711,1881083.9248046875,1687530.6037597656,541626.240234375,219951.4962158203,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA20:4,TAG,1141542.5261230469,964594.3231201172,718796.8518066406,1614572.331665039,474786.79162597656,618101.0247802734,89153.84588623047,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA14:0,TAG,67858.74450683594,77340.02575683594,67057.26452636719,61462.72479248047,245954.77752685547,299558.02130126953,34294.842529296875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA16:0,TAG,97145.26721191406,229528.50006103516,143135.4105834961,89896.92712402344,1927948.7284545898,2644644.3455200195,39190.08248901367,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA16:1,TAG,90573.98626708984,134848.52990722656,173762.0926513672,111723.44750976562,466490.9149169922,512456.4777832031,26470.341918945312,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA18:0,TAG,68264.74487304688,66259.46450805664,74060.04504394531,60922.8844909668,63582.00439453125,56561.68395996094,24594.541870117188,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA18:1,TAG,67109.8246459961,62960.36456298828,84969.88537597656,73886.2251586914,75534.30490112305,75765.92504882812,23303.58172607422,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA18:2,TAG,111173.40869140625,217823.91339111328,390441.86779785156,258070.61889648438,148988.49072265625,88697.64569091797,36303.66229248047,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA18:3,TAG,393158.70959472656,1475071.273803711,2355232.4217529297,1208932.756225586,1010145.3646850586,202864.97485351562,62328.64392089844,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA20:4,TAG,265702.9157714844,619657.1616821289,551014.1188964844,398774.4332885742,309006.60052490234,225904.43481445312,85970.88696289062,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA22:5,TAG,366085.1703491211,289385.6401977539,265369.8010253906,463241.43225097656,142003.07055664062,248629.86059570312,64097.564514160156,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA14:0,TAG,103832.36657714844,95880.04699707031,97251.54663085938,115826.26892089844,95378.40625,72870.4849243164,61720.044494628906,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA16:0,TAG,209814.45373535156,255853.41748046875,225220.13537597656,213074.7958984375,298715.0803222656,317671.8645019531,199890.83178710938,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA16:1,TAG,119831.58795166016,234403.5959777832,173561.09185791016,102036.62683105469,2325363.301635742,2673347.6733398438,41019.22302246094,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA18:0,TAG,331957.7824707031,496257.65234375,605045.9193115234,521358.6534423828,866123.3358154297,300593.2647705078,49174.34362792969,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA18:1,TAG,70459.22454833984,69171.64465332031,78953.06561279297,74437.56506347656,71161.10534667969,63454.984375,25405.641845703125,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA18:2,TAG,72104.72537231445,72412.46490478516,97832.76620483398,84510.0454711914,83009.9857788086,80547.74575805664,28618.361846923828,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA18:3,TAG,130338.10870361328,246964.8794555664,405442.50860595703,261480.5555419922,157941.93322753906,100768.36712646484,43072.443115234375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA20:4,TAG,118040.82806396484,205924.95361328125,251244.25750732422,178180.97174072266,299091.14111328125,322719.5608215332,40272.142669677734,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA22:5,TAG,241757.13775634766,282137.27935791016,242303.6170654297,215387.79541015625,166377.03283691406,195480.53338623047,452683.09173583984,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(51:6)]_FA22:6,TAG,424669.99072265625,297519.8991088867,291972.0607910156,546690.342956543,153657.27172851562,279161.8642578125,68924.44467163086,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA14:0",TAG,223236.0975341797,195165.21435546875,182187.57360839844,230135.4161376953,105804.34704589844,103752.1279296875,72492.10528564453,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA16:0",TAG,1617260.1513671875,2140867.55859375,2223345.14453125,2005590.1357421875,1868597.2749023438,688551.4169921875,805424.7626953125,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA16:1",TAG,227420.0380859375,273981.28125,264271.9396972656,252582.85888671875,430328.37255859375,423267.21142578125,147937.61083984375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA18:0",TAG,3431677.0654296875,5875222.470703125,7651325.8154296875,6459671.157714844,9075608.075195312,1175102.4497070312,289487.9404296875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA18:1",TAG,397645.50646972656,546890.0793457031,731520.7987060547,608911.1809082031,856320.0637207031,281589.03967285156,53194.823974609375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA18:2",TAG,79874.60632324219,80102.70532226562,83200.12609863281,80928.68505859375,70277.46484375,62420.92446899414,28970.341918945312,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA18:3",TAG,82580.74487304688,85906.66571044922,108493.56707763672,91162.68658447266,82162.06564331055,82889.52572631836,30108.90219116211,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA20:4",TAG,98137.70620727539,115894.34768676758,128621.33099365234,116843.16845703125,199065.25387573242,238327.1379699707,31536.382293701172,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA22:5",TAG,166730.05136108398,182569.55505371094,184017.37274169922,140204.2689819336,135966.07067871094,138093.54983520508,1924728.5419311523,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:7),TG(50:0)]_FA22:6",TAG,309069.23986816406,278563.6771850586,320108.984375,286996.51953125,163981.79333496094,208976.51397705078,260213.91802978516,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA14:0",TAG,192144.65258789062,262845.48107910156,368859.72497558594,239928.27587890625,199836.7744140625,95868.76672363281,50990.103454589844,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA16:0",TAG,5410762.854003906,10136367.744140625,13559641.200195312,8398177.094726562,13914685.885742188,1349478.056640625,1707462.140625,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA16:1",TAG,1685730.953125,2359562.1923828125,2549091.0380859375,2236696.349609375,2230208.0263671875,832047.1923828125,818623.5053710938,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA18:0",TAG,2363116.6391601562,8471712.052246094,16888168.37158203,7668195.563964844,10948718.665039062,997869.923828125,183136.93139648438,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA18:1",TAG,4378880.0517578125,6785463.9853515625,9438161.68359375,7759197.2802734375,10262973.764648438,1502903.9580078125,358201.666015625,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA18:2",TAG,510523.23974609375,759804.3363037109,829686.5966796875,781971.6960449219,972525.3211669922,309908.1845703125,72340.46545410156,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA18:3",TAG,85252.046875,89440.16571044922,96032.94641113281,91936.28692626953,73100.74475097656,70632.70510864258,35584.8625793457,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA20:4",TAG,86773.42593383789,91872.06732177734,105315.7074584961,107040.52728271484,73029.28582763672,86767.50604248047,33543.02224731445,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA22:5",TAG,299535.04357910156,309329.6638183594,335512.2847290039,215029.61584472656,250608.75994873047,192320.45343017578,6991643.872253418,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:8),TG(50:1)]_FA22:6",TAG,245623.3579711914,214215.77432250977,209737.21710205078,156349.9721069336,165069.8316040039,160134.27056884766,2119770.7704467773,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:9),TG(50:2)]_FA14:0",TAG,338505.9611816406,974347.9348144531,1858357.8795166016,858055.4161376953,1042393.3601074219,177642.07446289062,52113.483337402344,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:9),TG(50:2)]_FA16:0",TAG,3465132.896484375,12882495.431640625,24750871.577392578,14489006.783203125,21067882.729736328,1139022.533203125,164916.07250976562,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:9),TG(50:2)]_FA16:1",TAG,5556611.062011719,10860425.580078125,15504561.540039062,11030274.381835938,16462178.080078125,1577824.0810546875,2063598.873046875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(51:9),TG(50:2)]_FA18:0",TAG,1133230.7231445312,4820376.328613281,11674123.796386719,4701361.150878906,4149293.3676757812,434972.9719238281,85660.94641113281,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
