Lipid,Class,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,FAD185_M4_Male_WT_cortex ,FAD189_M3_Male_WT_cortex ,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
[TG(45:4)]_FA14:0,TAG,63489.703704833984,51839.48373413086,61341.06433105469,243260.6968383789,54017.08331298828,150712.7313232422,24249.761932373047,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:4)]_FA16:0,TAG,59680.68435668945,52339.32373046875,67504.62423706055,82910.58547973633,39066.362701416016,46926.783630371094,39191.04278564453,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:4)]_FA16:1,TAG,705501.6105957031,302682.2204589844,621038.6730957031,696488.3709716797,265745.77893066406,679603.9050292969,20843483.146850586,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:4)]_FA18:0,TAG,62722.14514160156,56494.48419189453,63642.224609375,174991.33270263672,40065.50308227539,111755.58792114258,22786.34161376953,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:4)]_FA18:1,TAG,62044.904724121094,61970.284271240234,62224.90432739258,77150.6845703125,47761.34330749512,57557.18426513672,160695.21231079102,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:4)]_FA18:2,TAG,101656.32629394531,99066.04629516602,112044.50860595703,120747.68817138672,70400.1450805664,74926.04568481445,66961.52572631836,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:4)]_FA18:3,TAG,173467.33081054688,147627.64978027344,200271.01318359375,182219.9126586914,112865.60754394531,132089.19036865234,43613.283142089844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:4)]_FA20:4,TAG,198093.19342041016,128609.60900878906,163058.6328125,220085.8755493164,164334.59161376953,158811.58923339844,55060.103942871094,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA14:0,TAG,66113.40481567383,55746.924224853516,72625.24530029297,123107.34954833984,49822.76300048828,79543.72552490234,24922.921661376953,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA16:0,TAG,72606.70495605469,62972.90490722656,77055.1450805664,166949.05010986328,63038.423919677734,83228.64645385742,27721.542114257812,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA16:1,TAG,68079.36532592773,58428.80416870117,76838.90585327148,100578.78747558594,46543.80368041992,54640.1432800293,37879.4630279541,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA18:0,TAG,58696.26419067383,55732.26385498047,66769.48376464844,264495.9567565918,43371.243072509766,159697.03106689453,23679.70166015625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA18:1,TAG,66855.46438598633,61145.54428100586,59855.14431762695,178433.25579833984,44648.322998046875,116549.87045288086,21671.42153930664,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA18:2,TAG,73511.90533447266,63205.764587402344,77169.78491210938,91521.82626342773,54375.04406738281,65871.86431884766,187914.2703552246,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA18:3,TAG,123010.26806640625,120277.78915405273,130215.38854980469,130138.24896240234,87145.76644897461,87619.32696533203,88870.58674621582,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA20:4,TAG,108017.14614868164,81225.26553344727,94247.22674560547,118750.22875976562,67020.92431640625,83047.96597290039,37508.68273925781,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(45:5)]_FA22:5,TAG,399641.38858032227,379541.46520996094,735658.8627929688,675683.5199584961,227183.51977539062,163575.93048095703,51619.96340942383,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:0)]_FA14:0,TAG,551067.0661621094,457470.486328125,667575.6889648438,375346.2880859375,266255.1179199219,315686.80224609375,107006.84753417969,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:0)]_FA16:0,TAG,1205319.654296875,1100980.2465820312,1733742.7348632812,813308.6291503906,597129.4853515625,749278.6303710938,200909.21264648438,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:0)]_FA18:0,TAG,301974.82385253906,324754.0241699219,466407.5778808594,285804.7998046875,247297.77758789062,252314.80017089844,74839.04504394531,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:1)]_FA14:0,TAG,246697.84008789062,284632.8819580078,575956.1201171875,236330.61645507812,259774.49780273438,252857.5965576172,55370.083923339844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:1)]_FA16:0,TAG,410667.0899658203,475464.8358154297,1077237.0260009766,360966.2088623047,410239.1076660156,418312.33154296875,94347.30627441406,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:1)]_FA16:1,TAG,1385819.8828125,1118171.7578125,1872215.3950195312,914097.0419921875,667492.517578125,862492.4638671875,178526.59326171875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:1)]_FA18:0,TAG,157382.5908203125,244509.693359375,376770.9461669922,168153.21032714844,214556.47595214844,149801.31072998047,57026.864685058594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:1)]_FA18:1,TAG,328886.3660888672,344145.82177734375,451139.0517578125,303617.2019042969,248639.01684570312,275804.1817626953,72230.30517578125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:2)]_FA14:0,TAG,174211.0518798828,228976.1953125,388780.36865234375,551170.8010253906,204340.33447265625,440187.37158203125,45592.503173828125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:2)]_FA16:0,TAG,134536.55102539062,207541.7377319336,349458.12451171875,194421.79174804688,170154.1505126953,170738.8911743164,87895.6064453125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:2)]_FA16:1,TAG,467374.7331542969,515648.71716308594,1122659.6726074219,399265.64599609375,440417.23107910156,488892.0329589844,88298.82690429688,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:2)]_FA18:0,TAG,94130.18640136719,168559.67141723633,280935.1204223633,107785.84725952148,140937.8295288086,75048.04550170898,34152.662200927734,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:2)]_FA18:1,TAG,181810.57202148438,267808.5379638672,386185.74365234375,178199.69274902344,217360.71606445312,184538.07373046875,56740.00402832031,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:2)]_FA18:2,TAG,387327.90954589844,398608.0291748047,593633.2985839844,351581.5421142578,284273.6608886719,317031.7380371094,91476.46630859375,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:3)]_FA14:0,TAG,68490.80517578125,66046.20513916016,94192.12725830078,95231.98712158203,77644.16659545898,58483.564453125,23569.641662597656,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:3)]_FA16:0,TAG,59887.00427246094,68709.14535522461,82662.22564697266,167104.5726928711,56367.604248046875,102820.42681884766,50590.92315673828,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:3)]_FA16:1,TAG,149340.65002441406,211402.8949584961,418690.37127685547,210068.25567626953,186203.4946899414,196180.2744140625,87453.08645629883,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:3)]_FA18:0,TAG,62905.80484008789,67624.02502441406,88976.16647338867,75918.40579223633,53901.8034362793,53547.7239074707,54855.98419189453,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:3)]_FA18:1,TAG,98564.4271850586,183421.55224609375,275711.15979003906,103755.44845581055,136157.42962646484,81606.60516357422,36208.3224029541,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:3)]_FA18:2,TAG,234386.03759765625,338447.4020996094,503868.4182128906,248207.93725585938,269341.33984375,225026.17456054688,83974.86608886719,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:3)]_FA18:3,TAG,642015.6689453125,595069.4602050781,889531.0261230469,531950.5390625,403352.25,481866.2971191406,150336.63134765625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:4)]_FA14:0,TAG,98094.26739501953,91052.62673950195,154640.47094726562,145842.2919921875,119665.94836425781,77765.18548583984,26334.401763916016,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:4)]_FA16:0,TAG,52440.943908691406,55397.683364868164,62445.4040222168,224411.7956237793,41435.18313598633,143337.7085571289,23549.921585083008,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:4)]_FA16:1,TAG,69361.58428955078,71869.18524169922,90218.06707763672,181391.91381835938,58218.38357543945,117443.54809570312,46061.403259277344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:4)]_FA18:0,TAG,91790.00601196289,85429.84622192383,90705.58697509766,155682.47137451172,52197.54357910156,93969.42576599121,23455.681671142578,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:4)]_FA18:1,TAG,67442.2446899414,73358.2453918457,83666.0661315918,75610.20568847656,47918.88400268555,54865.463958740234,48290.3430480957,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:4)]_FA18:2,TAG,101315.96697998047,191259.03317260742,316017.0414123535,115535.36682128906,151897.88973999023,89518.62701416016,36456.08303833008,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:4)]_FA18:3,TAG,322539.1457519531,413906.5495605469,623341.9658203125,306656.9216308594,329364.9033203125,288585.82275390625,109052.1884765625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:4)]_FA20:4,TAG,307365.5622558594,244023.81811523438,309555.4416503906,302063.4973144531,174844.9522705078,210726.51611328125,115508.98828125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA14:0,TAG,54462.72396850586,51416.543518066406,56550.223571777344,90259.58697509766,47093.904052734375,63790.704528808594,30267.742095947266,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA16:0,TAG,83527.3853149414,72410.8053894043,88471.28659057617,106221.4867553711,59573.44451904297,56659.36456298828,26592.601684570312,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA16:1,TAG,67137.78475952148,58204.32452392578,66039.20425415039,235527.13455200195,46852.62289428711,169995.03314208984,25023.12158203125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA18:0,TAG,88131.44512939453,83073.34674072266,90944.14541625977,496332.7301635742,74906.26556396484,361518.1507873535,30836.422271728516,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA18:1,TAG,94478.0464477539,89260.44607543945,86253.84629821777,146838.1719970703,51526.12335205078,103564.1470336914,20021.681350708008,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA18:2,TAG,76618.44580078125,77740.64489746094,94254.54727172852,86438.86602783203,57254.54360961914,61122.684631347656,72666.74557495117,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA18:3,TAG,122986.06854248047,223205.6753540039,381841.34912109375,126121.14874267578,177344.97229003906,105347.38732910156,58477.58435058594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA20:4,TAG,288293.01806640625,231720.4189453125,306406.0009765625,343085.84521484375,186149.6737060547,213791.77465820312,114478.82788085938,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:5)]_FA22:5,TAG,392258.10443115234,302665.09765625,578733.84375,484456.9119873047,677290.0884399414,291704.1178588867,48261.743408203125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA14:0,TAG,79622.96591186523,62077.34362792969,82049.4859008789,97812.1474609375,48182.9635925293,64156.064849853516,26215.441955566406,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA16:0,TAG,113296.78833007812,111722.4482421875,130825.087890625,134791.85119628906,69665.18530273438,89461.48626708984,41872.12301635742,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA16:1,TAG,93979.4878540039,78731.64587402344,103073.28778076172,122431.90856933594,57317.483825683594,70902.00506591797,24438.561477661133,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA18:0,TAG,169533.97436523438,143380.57067871094,156482.7098388672,242101.39428710938,97512.96704101562,144237.3106689453,52181.22375488281,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA18:1,TAG,87035.10586547852,86417.80627441406,85293.60620117188,472152.9739379883,73520.10540771484,391080.66326904297,32727.762329101562,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA18:2,TAG,99458.44635009766,88668.42623901367,89009.04583740234,159706.890625,51806.66375732422,98234.3671875,27439.662078857422,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA18:3,TAG,88653.66625976562,95047.06640625,119600.86810302734,99673.88763427734,68468.82513427734,72147.38470458984,107343.30657958984,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA20:4,TAG,177923.99047851562,155723.49099731445,225491.9969482422,181726.41357421875,139377.50970458984,108817.46817016602,38512.80276489258,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA22:5,TAG,2701004.547302246,2774082.0932617188,3013081.195739746,2188989.1720581055,14180665.486694336,2410410.003601074,55422.98370361328,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
[TG(46:6)]_FA22:6,TAG,420024.0667114258,319237.50506591797,565777.4880065918,522936.0169067383,743140.8942565918,329713.4479980469,48950.823181152344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
