Lipid,Class,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,FAD185_M4_Male_WT_cortex ,FAD189_M3_Male_WT_cortex ,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
"LPC(16:0),PC(O-16:0),LPC(O-17:0)",PC,569392.9779663086,530223.6409301758,460117.67321777344,366760.50604248047,285400.1018066406,145136.1104736328,53302.003845214844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(16:1),LPC(P-17:0)",PC,507952.7772216797,481997.97283935547,417533.9904785156,328549.07861328125,269033.3585205078,136003.43096923828,52141.703857421875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(17:1),LPC(O-18:1),LPC(P-18:0)",PC,599175.4650878906,557595.0604248047,492139.0285644531,380832.48358154297,289610.1987915039,157008.59020996094,51907.023193359375,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(17:2),LPC(P-18:1)",PC,636724.6820678711,610458.4664306641,517439.2770996094,414660.9482421875,309034.76068115234,167864.8897705078,50958.983947753906,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(18:0),PC(O-18:0),LPC(O-19:0)",PC,715475.9619140625,739185.3910522461,600267.0975341797,496177.9559326172,348897.259765625,192668.99450683594,77296.1060180664,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(18:1),PC(O-18:1),PC(P-18:0)",PC,705415.2809448242,707760.88671875,568258.4251708984,488141.9391479492,336538.44274902344,197422.01446533203,73049.14453125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(18:2),LPC(P-19:1)",PC,618260.4872436523,614627.1096191406,495830.8962402344,427342.1875,295500.9948730469,173729.89099121094,69793.68530273438,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(18:3),PC,397136.1105957031,402842.1877441406,337999.0426635742,302376.5203857422,198590.1143798828,128410.52941894531,50995.364013671875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(18:4),PC,175879.49249267578,160641.61163330078,150724.01000976562,150980.95184326172,100737.12744140625,87377.54626464844,41977.502990722656,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(19:3),PC,745749.1715698242,767786.8594970703,613733.8881835938,503216.8751220703,356165.64434814453,196144.33367919922,81286.18536376953,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(20:2),PC(O-20:2)",PC,385933.18829345703,357220.2862548828,342207.56353759766,304497.48040771484,238768.3969116211,132690.12908935547,49336.74334716797,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(20:3),PC,366901.7280883789,348687.82733154297,326418.57751464844,290651.77752685547,232944.03686523438,129644.70874023438,48541.02307128906,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(20:4),PC,343479.4444580078,318760.9631347656,310083.56036376953,273481.7987060547,218897.11499023438,118506.32830810547,49106.983337402344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(20:5),PC,310953.29998779297,288949.46142578125,273537.4771118164,254635.67962646484,206539.89331054688,115921.98809814453,47736.003662109375,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(22:2),PC,1068704.6730957031,1112375.1186523438,873990.302734375,940241.4836425781,610233.1025390625,628166.6091308594,138519.96948242188,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(22:4),PC,3934364.846923828,4533517.537597656,3072716.567626953,3944275.123046875,2553310.4916992188,3690355.2524414062,241431.71850585938,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(22:5),PC,3945355.387939453,4489977.8212890625,3107086.9184570312,3911204.7619628906,2587911.1684570312,3391097.3657226562,235799.1552734375,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(22:6),PC,3830734.196044922,4425813.726806641,3082513.432373047,3831333.852783203,2531859.1857910156,3413282.6611328125,215034.11389160156,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(24:0),PC,874238.4965820312,714250.7322998047,646901.8220214844,801756.3564453125,3962921.3837890625,2845112.828125,98562.52648925781,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(24:1),PC,864104.7543945312,719430.9533691406,650588.9255371094,795828.7060546875,3981253.4326171875,2812758.185546875,98224.22705078125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(2:0),PC,30621.22198486328,30632.02227783203,40850.74317932129,31203.482482910156,24653.601989746094,28521.682174682617,21602.38175201416,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(3:0),PC(O-3:0)",PC,22603.10157775879,21858.68145751953,21218.561614990234,23076.321701049805,19281.34146118164,18286.641235351562,19077.801300048828,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(3:1),PC,21155.221649169922,20104.021545410156,21785.8818359375,23447.20181274414,16769.981216430664,20055.501388549805,17637.001205444336,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPC(4:0),PC(O-4:0),PC(O-5:0)",PC,55568.96405029297,49110.24377441406,65630.16467285156,55632.34375,40636.822814941406,42456.962951660156,62643.72424316406,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(6:0),PC,41816.562744140625,32240.862243652344,36679.002685546875,37407.002685546875,31620.362091064453,57526.06411743164,33953.34265136719,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(8:0),PC,33025.94226074219,28532.022033691406,31481.641693115234,31332.60220336914,22503.861724853516,29495.10186767578,25071.181671142578,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(O-10:1),PC,49806.38409423828,46108.0234375,46656.10330200195,46210.48327636719,42854.962829589844,41678.20278930664,40007.742736816406,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPC(O-20:4),PC,749876.7202148438,776895.875,603910.9564208984,506899.8091430664,356328.78466796875,185331.6531982422,80810.56567382812,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(12:0),PE,144068.5509033203,150209.1912841797,147397.23046875,117230.208984375,105722.62731933594,103429.06787109375,72026.84509277344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(14:0),PE,116897.80828857422,110081.22662353516,95741.06591796875,97292.02661132812,73938.56463623047,84891.30584716797,57922.404296875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(14:1),PE,279764.1618652344,398928.42834472656,308386.6262207031,377864.16796875,302723.3419189453,272315.5783691406,97076.94702148438,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPE(15:1),LPE(P-16:0)",PE,326972.8000488281,320749.0217895508,327627.54626464844,299461.89923095703,417449.4323120117,304283.6015625,57129.9638671875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(16:1),PE,175228.93255615234,164624.41088867188,153864.2703857422,157916.87243652344,97182.18658447266,130068.7280883789,74912.20501708984,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPE(17:1),LPE(O-18:1),LPE(P-18:0)",PE,371989.24810791016,382036.72967529297,402253.74700927734,297934.18170166016,302485.73626708984,198727.2769165039,71574.94512939453,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(17:2),PE,88979.64636230469,80640.58618164062,75822.44555664062,91079.70739746094,64415.68475341797,79479.78601074219,76645.78509521484,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(18:1),PE,355622.26458740234,262931.8400878906,285177.3200073242,231471.65747070312,109038.80780029297,218532.4771118164,55207.724060058594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPE(18:2),LPE(P-19:1)",PE,195589.41302490234,170839.97198486328,179312.39288330078,180237.03289794922,104700.4683227539,96048.82611083984,54362.52392578125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(18:3),PE,65848.98455810547,69488.08459472656,55112.963928222656,67822.76531982422,55976.664001464844,60595.36413574219,48280.76379394531,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(18:4),PE,82219.50634765625,1005620.4807128906,60744.32434082031,73540.64447021484,47077.783203125,60453.204345703125,56470.204345703125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPE(19:1),LPE(P-20:0)",PE,3541.8202056884766,45741.003314971924,34815.20264053345,116340.98809814453,44964.663330078125,93151.24722290039,39778.52243041992,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(20:0),PE,71327.20523071289,28689.922233581543,20198.2014503479,3630.240203857422,2056.3401489257812,2132.100143432617,2168.8401489257812,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(20:1),PE,132247.60803985596,37634.5627822876,30525.00203704834,4573.460258483887,2575.700180053711,2460.460163116455,2031.0601501464844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(20:2),PE,552806.6551513672,111081.00933074951,86580.92544937134,5080.360347747803,2187.74015045166,2173.5601692199707,2000.340129852295,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(20:3),PE,154099.91077041626,44359.443058013916,28154.30215072632,4231.86022567749,2821.360221862793,2089.3801498413086,2059.740146636963,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(20:4),PE,264536.8984298706,42672.74304962158,18893.04136657715,2492.0801582336426,3242.400260925293,2589.7201538085938,2961.640182495117,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(20:5),PE,94073.26599502563,8567.000534057617,5621.900367736816,7445.420555114746,111502.92604827881,6370.860202789307,176354.4186477661,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(22:0),PE,134686.55126953125,127134.58911132812,117616.208984375,230534.1983642578,91778.1664428711,152445.87103271484,51983.88360595703,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(22:1),PE,876740.9990234375,792836.6552734375,883217.658203125,879731.6689453125,612566.3818359375,581716.4184570312,116784.56842041016,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(22:2),PE,207423.17626953125,184284.61547851562,178790.83129882812,232587.51525878906,88968.3056640625,96939.78631591797,47496.923278808594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(22:4),PE,251891.49841308594,268124.91680908203,252105.77673339844,159483.19329833984,85605.38595581055,70335.54479980469,58639.50372314453,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(22:5),PE,149482.9111328125,160948.49340820312,141067.87017822266,119442.58972167969,81898.42517089844,72563.54559326172,50964.26336669922,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(22:6),PE,1095585.575805664,1130362.9256591797,931757.0802001953,681193.4876708984,335478.5860595703,194720.2548828125,68918.24462890625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(24:1),PE,134571.28924560547,101192.28643798828,91545.08599853516,95384.26727294922,84772.2658996582,84522.6058959961,44508.90313720703,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(24:6),PE,208782.3155517578,152642.69079589844,185482.43243408203,154404.27075195312,88151.70654296875,91675.54705810547,53673.483947753906,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(O-16:0),PE,114230.08825683594,121709.76837158203,129945.00970458984,95805.02648925781,92879.94622802734,75042.6654663086,54741.10369873047,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(O-20:0),PE,3031.7202224731445,48357.28333282471,5333.160308837891,24463.581520080566,49875.223388671875,47018.403270721436,56186.564056396484,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPE(O-20:4),PE,145444.69067382812,106174.50762939453,200301.41479492188,131960.68841552734,330591.2642211914,118104.7680053711,50684.08380126953,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPG(14:0),PG,80356.08532714844,84862.96594238281,79861.08587646484,85515.56567382812,65916.60516357422,71654.06475830078,50009.243591308594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPG(14:1),PG,614517.8686523438,700925.0498046875,659142.0092773438,882652.1176757812,490202.59619140625,540606.880859375,275197.39990234375,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPG(15:0),LPG(O-16:0)",PG,216284.59497070312,236523.09594726562,229275.69653320312,209658.35571289062,161098.79125976562,155362.63134765625,115894.58837890625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPG(15:1),LPG(P-16:0)",PG,68630.82482910156,70317.42456054688,60856.52462768555,91034.64715576172,59618.783935546875,79643.9658203125,84058.54565429688,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPG(16:0),PG,82820.02685546875,72160.84448242188,76439.72540283203,72890.9652709961,57577.904235839844,59065.48406982422,41210.86315917969,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPG(16:1),PG,112258.0883178711,99111.96661376953,118780.34759521484,116678.22772216797,71876.18542480469,79909.66577148438,59603.5244140625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"LPG(17:1),LPG(P-18:0)",PG,25207.921768188477,10243.920650482178,10119.720626831055,45507.76310348511,47259.723388671875,51228.363510131836,49126.58312988281,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPG(17:2),PG,61859.844371795654,43398.742851257324,62639.163986206055,98921.52734375,63863.084228515625,82772.90600585938,60700.24426269531,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPG(18:0),PG,2057.640148162842,7357.620445251465,2239.0001525878906,2536.14017868042,2092.840145111084,2160.70015335083,2105.6001472473145,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
LPG(18:1),PG,2070.160140991211,5845.1803855896,2175.820152282715,2262.6001739501953,1954.9001388549805,2232.160171508789,2047.0401496887207,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
