Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023_x,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023_x,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023_x,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,DOD100-M1-WT-cortex10x_01202023_y,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023_y,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023_y,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PSp (20:0),PS,24464.42161178589,27396.02163696289,17094.88144683838,19592.56128311157,29659.962020874023,24735.202018737797,54377.84408569336,26278.381755828857,28215.04196929932,31242.062282562256,32397.42265319824,26775.10187149048,27396.02163696289,23069.081310272217,19164.00131607056,24735.202018737797,21778.26166152954,17985.681266784668,31242.062282562256,62009.383880615234,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (28:0),PS,18389.62134552002,24285.601776123047,15257.801044464111,17918.18144607544,32361.581939697266,16332.201232910156,42898.262939453125,25167.001693725582,59841.243896484375,55728.04423522949,51745.08364868164,58117.08399963379,24285.601776123047,19350.04141235352,17367.12120437622,16332.201232910156,52560.5432434082,53177.40365600586,55728.04423522949,36113.34265136719,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (30:1),PS,20449.78143692017,22364.941555023197,25591.56169509888,21940.241470336918,27264.84169769287,17286.301345825195,75074.705078125,26484.20182800293,63334.66424560547,84468.18539428711,67037.70510864258,71069.68515014648,22364.941555023197,21954.28169631958,22639.161560058597,17286.301345825195,91655.62791442873,66516.9846496582,84468.18539428711,40659.04263305664,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (32:1),PS,18134.541328430176,23419.66167068481,12013.700996398926,17512.081310272217,26190.421894073486,14119.620975494385,46036.3427734375,25325.221549987797,51219.20346069336,50121.422943115234,51169.723571777344,52697.36364746094,23419.66167068481,18112.26130676269,16701.761249542236,14119.620975494385,47038.22314453125,48569.34381103516,50121.422943115234,43761.00286865234,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (34:4),PS,25680.00173187256,32524.002395629883,19347.881324768063,45747.222759246826,32458.62261581421,19347.861358642574,47136.103271484375,28341.642261505127,48377.18377685547,49959.72344970703,52621.80416870117,47387.90377807617,32524.002395629883,21998.021453857426,18906.30139923096,19347.861358642574,65314.26351928711,47207.44317626953,49959.72344970703,39008.64212036133,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (36:5),PS,29855.26221847534,28529.561756134037,32127.00196838379,48082.6628112793,37615.28256607056,35178.0025100708,80656.34457397461,32064.202224731445,73515.205078125,78497.30545043945,83233.96520996094,90734.66595458984,28529.561756134037,28577.621982574463,34193.88284301758,35178.0025100708,80297.16455078125,68124.5849609375,78497.30545043945,57939.66372680664,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (38:6),PS,52996.843715667725,65391.80442047119,41635.36228942871,49878.52363586426,65248.32472229004,54943.10511779785,126150.70837402344,61019.94493865967,110382.3076171875,119409.0089111328,130427.66998291016,110431.82824707033,65391.80442047119,50830.584033966064,49442.62356567383,54943.10511779785,114621.72845458984,113420.30877685548,119409.0089111328,109536.78729248048,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (40:2),PS,27720.36208724976,48771.50365829468,36626.362323760986,57656.744888305664,39617.46277618408,64221.18297576904,249163.5782470703,38915.863037109375,146906.04928588867,410334.3861083984,182944.7344970703,299423.63876342773,48771.50365829468,26216.88194656372,22852.62148284912,64221.18297576904,579105.9979248047,206339.97534179688,410334.3861083984,38613.74267578125,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (40:6),PS,31382.882278442383,44265.6626663208,60687.14415740967,44923.30249786377,51161.74355697632,30615.742614746094,150740.45275878906,38605.64244842529,99210.9672241211,142403.79006958008,96294.72637939452,119952.9891357422,44265.6626663208,30447.02210235596,31606.06188964844,30615.742614746094,149571.98959350586,121534.96905517578,142403.79006958008,47747.18313598633,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (42:2),PS,21592.88140106201,25556.841861724854,17960.44139099121,12710.580932617188,26906.321758270264,19705.161529541016,44351.00354003906,25676.021728515625,48529.12362670898,53038.28399658203,54785.70428466797,53989.28329467773,25556.841861724854,21518.42124938965,19681.32147216797,19705.161529541016,49953.66342163086,47773.10397338867,53038.28399658203,48647.68353271485,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PSp (42:4),PS,19672.841464996334,23026.541610717773,11312.620895385742,13959.520858764648,28113.481872558597,15435.1012840271,44137.02337646485,25103.84177017212,41634.4033203125,43354.12316894531,44069.623291015625,36045.72271728516,23026.541610717773,20645.36141204834,14067.94109725952,15435.1012840271,42069.68362426758,40595.70315551758,43354.12316894531,35908.28286743164,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",CAR,2062470.00390625,2038076.3017578125,1945052.8605957031,2120231.123046875,2131012.852783203,2102820.7854003906,1894330.4704589844,2011467.1862792969,2539749.9416503906,2218471.28125,2335936.8615722656,2085157.050048828,2038076.3017578125,2011644.4086914065,1979413.4584960935,2102820.7854003906,2093058.2553710935,1984666.0859375,2218471.28125,3003056.5654296875,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d16:1/18:1),SM,111269.48789978027,81247.72438049316,100137.08612060548,86851.34707641602,229170.87420654297,114099.34756469728,100167.10592651369,103904.82705688477,87010.42518615723,134123.86727905273,90349.06619262695,130885.8682861328,81247.72438049316,127087.90942382812,121101.94659423828,114099.34756469728,143044.72988891602,124999.9497680664,134123.86727905273,57766.28422546387,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d16:1/22:1),SM,1207193.2399902344,1503875.3660888672,1465886.1981811523,1247154.2617797852,5437974.304656982,2919071.771972656,2472967.6127929688,2497571.473876953,673306.9832458496,2582292.0158691406,880392.7204589844,1844335.2798156736,1503875.3660888672,3658092.4216308594,2518184.9510498047,2919071.771972656,2910661.593109131,2471612.2868652344,2582292.0158691406,37677.30290222168,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d16:1/24:0),SM,460378.3971710205,457235.33291625977,528240.9620361328,409088.1113128662,1890418.8298339844,894447.3486328125,921255.7350769044,721065.1357116699,265820.0141906738,892692.2439575195,341377.46267700195,687718.9860534668,457235.33291625977,1175101.6004638672,811147.1718139648,894447.3486328125,951197.158782959,803925.7958984375,892692.2439575195,37166.00288391113,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d16:1/24:1),SM,798551.415435791,877708.0765380859,821470.9881896973,650034.2155151367,3613924.268737793,1433483.637878418,1343864.9290161133,1173792.942062378,390620.3622894287,1419472.1115112305,508468.7399139404,969719.1301879884,877708.0765380859,2052998.36315918,1341996.841293335,1433483.637878418,1443187.5708007812,1357339.2101745603,1419472.1115112305,37923.60176086426,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:0/12:0),SM,87696.48693847656,72864.02548217773,91729.86665344238,87750.62545776367,97232.0867614746,87701.92642211914,90932.90591430664,89388.18798828125,72997.26553344727,79579.34512329102,79705.18493652344,81285.0855102539,72864.02548217773,95046.58630371094,94363.5850830078,87701.92642211914,83352.84606933594,81282.12591552734,79579.34512329102,67679.28463745117,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:0/14:0),SM,90183.08587646484,82142.14590454102,84101.96643066406,82725.40588378906,104072.107421875,94399.74618530272,84144.9067993164,93948.7671508789,92571.00637817384,93502.2268371582,89748.4252319336,91119.44619750977,82142.14590454102,99663.90524291992,95893.60638427734,94399.74618530272,92500.76580810548,95247.54794311523,93502.2268371582,110543.4882965088,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:0/16:0),SM,104744.42742919922,86829.80401611328,100818.02690124512,79365.70663452148,218924.4948425293,114451.8070526123,89557.90686035156,102086.18530273438,86264.16552734375,134033.7706604004,92060.94570922852,132220.0478515625,86829.80401611328,134498.40774536133,119156.64865112305,114451.8070526123,139060.08853149414,119570.82821655272,134033.7706604004,58363.00341796875,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:0/18:0),SM,646790.3445739746,998479.635986328,884400.4700622559,874463.4162597656,3355074.3107299805,1812625.467834473,1440497.1675109863,1675870.530456543,387007.165802002,2002969.9391479488,568607.1145019531,1525237.4225769043,998479.635986328,2319129.4290161133,1727778.9300842285,1812625.467834473,2077510.0770874023,1820215.5923156736,2002969.9391479488,45767.70330810547,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:0/20:0),SM,1019263.398864746,986783.2487182616,1034950.1957092284,895897.2325439453,4753328.135620117,2018824.0397949216,1864390.5732421875,1590509.619064331,619642.6990661621,1970696.55267334,778023.3022766113,1432825.349761963,986783.2487182616,2700856.8665771484,1775628.7166137695,2018824.0397949216,2285526.6716918945,2001863.716217041,1970696.55267334,40929.26272583008,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:0/22:0),SM,430504.39012146,446879.0196685791,457172.8372039795,397172.8137207031,1828594.982055664,831710.0670776367,818319.9411621094,657565.2953491211,281795.0791015625,853287.6826477051,319490.0831298828,589645.3756256104,446879.0196685791,1116235.869781494,810800.1287078857,831710.0670776367,970623.5717163086,801817.6889038086,853287.6826477051,41125.7625579834,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:0/24:0),SM,786915.3976593018,865513.1522521973,718528.645690918,583360.2977294922,2145729.74017334,1100870.9494628906,1199277.6301879885,995374.9164733888,670520.4603881836,1340864.2787475586,561150.6427612305,1318410.2179412842,865513.1522521973,1475446.5462036133,935969.4414978029,1100870.9494628906,1756542.1348266602,1083946.0730895996,1340864.2787475586,192033.29585266116,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:0/26:0),SM,1587324.744140625,1505239.4128417969,1075005.0837402344,1392685.139892578,2151165.0393066406,1714257.6423339844,1498191.843017578,1626454.0061035156,1669145.35546875,1671651.9821777344,1637779.0329589844,1545423.2053222656,1505239.4128417969,1613827.2202148438,1444364.053955078,1714257.6423339844,1567237.0405273438,1461420.836669922,1671651.9821777344,2087250.882446289,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/12:0),SM,128768.28689575195,99529.9868774414,135425.11114501953,121485.5482788086,137950.14904785156,140406.91067504883,136219.2290649414,140741.2492980957,122527.06896972656,131846.01287841797,102179.2057800293,132238.55078125,99529.9868774414,145914.34902954102,149127.2516784668,140406.91067504883,130513.70672607422,145430.21054077148,131846.01287841797,67735.6449584961,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/14:0),SM,98306.40664672852,92892.0258178711,83538.70639038086,90180.10604858398,106191.0078125,105997.26806640624,84467.2873840332,96833.90756225586,102954.98663330078,94147.94692993164,98662.54653930664,96697.30679321288,92892.0258178711,107370.74942016602,96908.50791931152,105997.26806640624,99708.18661499023,85844.30645751953,94147.94692993164,120409.09121704102,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/16:0),SM,108107.82632446288,84965.8060913086,98482.5269317627,85046.06448364258,230933.01481628415,120367.72705078124,105034.7489013672,104144.30682373048,88607.52571105957,131800.10913085938,89493.26739501953,125968.2876739502,84965.8060913086,128370.7709350586,112848.96862792967,120367.72705078124,140844.7283782959,124830.3269958496,131800.10913085938,59609.14349365234,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/18:0),SM,682279.943939209,931932.4204711914,858096.3284301758,891498.1339111328,3084880.11138916,1813142.9102172847,1319506.6448059082,1764869.729095459,408880.98583984375,1937364.6416015625,593758.2431030273,1473095.344909668,931932.4204711914,2294850.584136963,1707010.9404296875,1813142.9102172847,2114347.927551269,1832848.2950439453,1937364.6416015625,54731.044174194336,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/18:1)9Z)),SM,602381.1047058105,929212.705444336,926014.8485107422,891950.1547241211,3317836.9109802246,1731401.8906860352,1434173.331604004,1644986.013519287,375848.6254272461,2037188.2634887693,583603.7045898438,1595664.4650878906,929212.705444336,2271728.3581237798,1685109.8793640137,1731401.8906860352,2056311.1509399412,1813052.699645996,2037188.2634887693,51021.42387390137,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/20:0),SM,1017063.7251586914,1066051.8616333008,1068832.215423584,831895.1991882324,4682154.250610352,2070437.1381225584,1977030.138305664,1515269.795288086,606570.4305419922,2136144.566833496,725875.1154174805,1445454.850067139,1066051.8616333008,2687815.3551330566,1978167.869781494,2070437.1381225584,2304092.663085937,1926542.476409912,2136144.566833496,34164.04275512695,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/24:0),SM,837272.7795715332,872961.7922363281,747197.6982421875,609858.1176452637,2103555.634033203,1184779.7463989258,1237009.142150879,985547.6075744628,710685.7127075195,1326063.6212768557,549306.3381652832,1263981.736541748,872961.7922363281,1383838.4104614258,915364.3561706544,1184779.7463989258,1727925.583984375,1067906.1524047852,1326063.6212768557,189360.31523895264,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/24:1)15Z)),SM,957197.157836914,962896.5946044922,907904.1148071288,717504.469909668,2870851.6364746094,1365750.3084106443,1460097.5220336914,1215124.3005065918,783695.6101989746,1454634.9368896484,619438.9797363281,1418853.7903137207,962896.5946044922,1680294.4908447266,1150831.0893859863,1365750.3084106443,1902989.950744629,1218132.936340332,1454634.9368896484,164868.83058166504,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/26:0),SM,1484328.4926757812,1373673.2355957031,1001213.2197265624,1303604.6479492188,2116077.655517578,1647000.975830078,1387931.41796875,1536860.0285644531,1569662.8957519531,1580047.3745117188,1518431.354736328,1488390.1486816406,1373673.2355957031,1579011.1005859375,1358874.8278808594,1647000.975830078,1553699.4858398438,1457877.6833496094,1580047.3745117188,1831536.954589844,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:1/26:1)17Z)),SM,1380795.35546875,1335114.1015625,980881.5139160156,1247506.6166992188,2156494.9729003906,1540887.0966796875,1311593.0395507812,1445110.442138672,1383179.431640625,1464365.7561035156,1382329.055419922,1388706.9855957031,1335114.1015625,1460243.8317871094,1282363.8107910156,1540887.0966796875,1383825.248046875,1316506.2739257812,1464365.7561035156,1599533.0747070312,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:2/14:0),SM,99206.14666748048,79887.56494140625,84832.40637207031,87728.14599609375,105020.2876586914,96881.8076171875,83364.92602539062,100650.88720703124,92266.58618164062,95603.54806518556,94493.8874206543,95723.60766601562,79887.56494140625,109133.56900024414,102176.66625976562,96881.8076171875,98887.96643066406,88461.4264831543,95603.54806518556,117159.40803527832,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:2/18:1),SM,560729.3284454346,734168.4274902344,690353.8835449219,675346.5088806152,2930172.4240722656,1577761.676574707,1221823.288696289,1427978.7950134275,385964.7152709961,1714000.6220703125,549699.913482666,1354791.1040649414,734168.4274902344,1760347.929473877,1420860.0427246094,1577761.676574707,1920055.9350891116,1636000.2002563477,1714000.6220703125,55495.70385742188,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:2/20:1),SM,1523364.2708129885,1835263.694519043,1802015.496520996,1473144.4369506836,7017328.7970581055,3437455.1517333984,2993744.121459961,3043606.8825683594,886196.6537780762,3600225.588699341,1234392.1383666992,2780401.575653076,1835263.694519043,4985529.915222168,3306493.546569824,3437455.1517333984,4153291.087402344,3592698.867553711,3600225.588699341,39032.083572387695,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:2/22:1),SM,1575369.8083496094,1758494.5338745115,1928752.6020507808,1394291.6931152344,7803186.95614624,3357379.8198242188,3160079.0315856934,2709447.405319214,1046704.5082092284,3452800.418548584,1242327.5891723633,2410685.1346740723,1758494.5338745115,4667575.459350586,3403853.964904785,3357379.8198242188,3970800.074523926,3301464.9154663086,3452800.418548584,39624.08305358887,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
SM (d18:2/24:1),SM,1016030.1765441896,1023155.2295227052,997071.2756958008,690146.8342895508,3584578.825805664,1487641.1779785156,1753742.6036987305,1278858.2781982422,794576.7158203125,1715608.3386230469,710964.2376098633,1562197.2093200684,1023155.2295227052,1972650.2966918943,1326923.9537658691,1487641.1779785156,2214474.596801758,1453966.8481140137,1715608.3386230469,77614.48603820801,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Stearidonyl carnitine,CAR,6570147.336914063,5348070.927734375,10644083.75,7510440.212890625,6580654.104492188,8463771.866210938,9018326.963867188,7643677.645507812,6382649.7568359375,7144606.3486328125,4267791.2158203125,7993731.610351562,5348070.927734375,7719313.077148437,9012002.37109375,8463771.866210938,9297414.064453123,9192763.309570312,7144606.3486328125,2097196.5888671875,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",CAR,8761887.223632812,6859729.1611328125,14826436.037109377,10211133.489257812,9134360.575195312,11970636.8671875,12788091.098632812,10839781.659179688,9743654.258789062,11003102.81640625,6072765.6220703125,12580947.82421875,6859729.1611328125,10644177.73046875,12876266.864257812,11970636.8671875,13329018.735351562,15009478.30859375,11003102.81640625,2167353.873046875,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:0)_FA 16:0,TAG,355440.66455078125,309270.12451171875,377415.5307617188,348820.4272460937,323887.4404296875,434160.67578125,378374.22802734375,313465.36181640625,403053.9760742188,600059.5280761719,376332.0466308594,431023.4306640625,309270.12451171875,313736.28125,560805.5747070312,434160.67578125,664738.3505859375,347109.8427734375,600059.5280761719,202921.39306640625,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:0)_FA 16:1,TAG,51248.543548583984,42086.962890625,52227.64370727539,51601.76361083984,43864.02307128906,54984.88333129883,49788.583435058594,46267.42330932617,46494.20343017578,64157.26510620117,45975.42352294922,52885.40380859375,42086.962890625,46945.46292114258,60323.94436645508,54984.88333129883,69319.64477539062,45019.62292480469,64157.26510620117,24707.72152709961,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:0)_FA 18:0,TAG,74807.86584472656,60942.1044921875,80037.70538330078,80188.40588378906,64634.825134277344,90946.20718383788,82316.30578613281,67829.2055053711,74643.8032836914,110413.98794555664,74634.06567382812,95996.2666015625,60942.1044921875,58915.20397949219,118127.4888305664,90946.20718383788,142392.349609375,62380.34451293945,110413.98794555664,36733.30258178711,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:0)_FA 18:1,TAG,59431.96383666992,46641.78326416016,63696.28515625,49851.5237121582,51195.22326660156,57665.56326293945,57780.54469299317,54148.18353271485,36356.08257293701,50596.46374511719,37223.802490234375,40992.38218688965,46641.78326416016,50954.94380187988,61281.204528808594,57665.56326293945,60934.40475463867,38231.50263214111,50596.46374511719,17451.48129272461,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:0)_FA 18:2,TAG,23979.60179138184,28465.10173034668,27892.501945495605,26334.741806030277,24488.941680908203,28739.02229309082,24458.901641845703,26429.92185974121,21818.96142578125,23251.46166229248,23696.88157653809,22039.32164001465,28465.10173034668,27026.841903686523,25081.00177001953,28739.02229309082,27697.101943969727,21051.421424865723,23251.46166229248,24623.141876220703,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:1)_FA 16:0,TAG,236327.47607421875,193029.57373046875,218301.01513671875,223785.1345214844,207042.69482421875,284632.84228515625,257047.75927734372,178294.15307617188,245144.8767089844,366828.7635498047,231555.83520507807,333891.9084472656,193029.57373046875,158455.03051757812,388043.2907714844,284632.84228515625,416234.5618896485,180525.59228515625,366828.7635498047,111901.38842773438,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:1)_FA 16:1,TAG,375110.9067382813,318652.32421875,368600.6274414063,354202.1484375,328141.60595703125,451398.7309570313,404160.087890625,326425.12158203125,410179.86083984375,589237.8383789062,391587.0893554688,452070.03271484375,318652.32421875,309096.8603515625,590013.5590820312,451398.7309570313,666680.6860351562,338593.9228515625,589237.8383789062,194068.1337890625,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:1)_FA 18:1,TAG,85788.82666015625,78662.16589355469,96930.42645263672,86994.58728027344,78067.4867553711,113992.40789794922,104817.52612304688,80554.84600830078,85161.9458618164,130304.53009033205,83936.54528808594,100539.44674682616,78662.16589355469,77587.92431640625,145540.65197753906,113992.40789794922,156836.59219360352,71881.0855102539,130304.53009033205,46774.5237121582,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:1)_FA 18:2,TAG,46725.58338928223,49756.5237121582,49496.88342285156,50432.08387756348,52741.24380493164,50470.80438232422,57188.06407165527,48496.48318481445,37952.54260253906,51198.063568115234,42305.96356201172,49105.26364135742,49756.5237121582,55240.38438415527,54352.86422729492,50470.80438232422,61099.50401306152,41838.262268066406,51198.063568115234,21580.621459960938,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:1)_FA18:0,TAG,49818.062927246094,47229.26318359375,51430.583435058594,45260.64280700684,43356.04278564453,56783.34420776367,49803.58364868164,39788.22290039063,47186.08337402344,67604.54489135742,47647.14295959473,62806.80513000488,47229.26318359375,37418.02307128906,72420.50616455078,56783.34420776367,79831.72462463379,43135.58262634277,67604.54489135742,23749.781707763672,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:2)_F A18:0,TAG,44863.80358886719,28103.541885375977,45180.12348937988,38136.50238037109,33594.22216796875,40751.00294494629,40567.522872924805,37608.9227142334,29059.74209213257,39684.06237030029,31189.302536010742,38024.96292114258,28103.541885375977,40307.0626373291,49056.18395996094,40751.00294494629,44614.423095703125,32610.102294921875,39684.06237030029,19507.101570129395,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:2)_FA 16:0,TAG,173518.0537109375,158729.11157226562,174857.9921875,165778.470703125,164432.0313720703,185677.05346679688,180901.533203125,155438.90966796875,158830.4111328125,198842.01171875,153699.7900390625,209022.87451171875,158729.11157226562,155836.19140625,226148.0751953125,185677.05346679688,221907.21557617188,139358.8095703125,198842.01171875,124294.44946289062,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
TAG(48:2)_FA 16:1,TAG,243381.5993652344,192773.33178710935,222769.91723632807,230255.3779296875,206050.2333984375,293449.09765625,263811.1389160156,178507.97216796875,253029.6357421875,394206.2287597656,218839.77294921875,345921.0236816406,192773.33178710935,158453.17236328125,403834.2087402344,293449.09765625,416225.0104980469,179032.23266601562,394206.2287597656,113284.14721679688,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
