Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PG (44:0),PG,32861.7825012207,32521.52227783203,33691.542541503906,38829.982971191406,33943.80258178711,32452.002349853516,24744.541900634766,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:1),PG,29842.182052612305,34037.30229187012,32411.2022895813,28298.22187423706,30704.882499694824,29574.14207839966,28024.14193725586,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:10),PG,75505.92578125,67778.64581298828,57772.48425292969,81822.10559082031,50152.6032409668,41192.22299194336,38662.6628112793,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:12),PG,80839.92565917969,61501.40411376953,50526.483642578125,78623.28552246094,50569.383239746094,41016.72277832031,36960.40249633789,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:2),PG,37004.942321777344,39444.44257354736,38754.9227104187,36921.64277648926,36031.78265762329,33140.06253051758,31114.98211669922,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:3),PG,32100.20236968994,35796.282653808594,35820.062576293945,41574.58278274536,34625.42245864868,31065.04201889038,27819.921768188477,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:4),PG,36113.30276489258,35939.44256591797,36859.12268066406,40093.90286254883,29987.742431640625,33408.12237548828,28805.081985473633,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:5),PG,34946.762603759766,35725.982360839844,36506.70275878906,36381.46237182617,39092.342681884766,29845.522079467773,22608.84161376953,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:6),PG,35425.34240722656,38206.00277709961,35387.64245605469,34923.96270751953,33625.28219604492,33344.702392578125,29619.32179260254,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:7),PG,39800.882751464844,41860.48272705078,37747.86277770996,41124.18258666992,36038.02291870117,34501.001953125,30537.3224029541,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:8),PG,38250.26290893555,40996.06311035156,42299.7428894043,34977.80270385742,36759.902770996094,33119.06219482422,27194.722106933594,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (20:0),PG,107032.38772583008,112998.56848144531,2096.8401527404785,95398.96752929688,98504.96566772461,1489.3201026916504,129101.58911132812,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (28:0),PG,45792.54333496094,47109.96301269531,43562.302978515625,50994.82373046875,53290.063873291016,49670.42372131348,39178.362701416016,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (30:0),PG,124834.84765625,118421.48690795898,129981.07046508789,109769.78759765625,108567.76596069336,152954.09130859375,36833.5026550293,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (30:1),PG,54072.783752441406,63302.0439453125,66229.48439025879,64459.223693847656,62870.24493408203,63511.685302734375,31758.76239013672,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (32:0),PG,49651.88299560547,53017.70394897461,47567.543701171875,67729.80429077148,50323.383361816406,45326.603576660156,42436.62286376953,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (32:1),PG,38855.72317504883,40278.74264526367,40180.48254394531,39869.22314453125,40631.08290100098,33176.842376708984,36412.56280517578,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (34:0),PG,111612.10733032227,129640.26983642578,129005.35140991211,138989.95147705078,115591.38851928711,119488.92822265625,83248.26483154297,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (34:2),PG,58538.74411010742,60914.184509277344,58075.86437988281,55343.904296875,57640.28350830078,52783.103454589844,43904.3034362793,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (34:3),PG,51776.42431640625,55654.40444946289,46732.243255615234,52016.68395996094,52269.963958740234,46606.62316894531,42189.14324951172,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (34:4),PG,49149.02374267578,51076.18356323242,50440.663665771484,61089.6051940918,56164.18475341797,45807.222717285156,38706.40280151367,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:0),PG,62443.60369873047,64263.56329345703,59897.085052490234,60164.603515625,57591.584533691406,57791.524475097656,34644.582427978516,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:1),PG,285783.7366333008,224637.09796142578,266618.97576904297,169578.95349121094,202948.81188964844,231910.1142578125,53039.72396850586,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:2),PG,53417.90362548828,62212.984130859375,58624.18405151367,58500.7643737793,56934.0241394043,56112.42413330078,42934.363037109375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:4),PG,52028.80285644531,60861.964111328125,55364.96389770508,53680.683654785156,56604.18420410156,50951.40347290039,36157.40249633789,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:5),PG,49421.10395812988,54335.72375488281,51333.34359741211,55768.424377441406,49317.32328796387,47043.983459472656,40131.24282836914,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:0),PG,143249.34857177734,152169.31298828125,173180.0138244629,105565.1273803711,129070.2880859375,173112.79431152344,38564.10284423828,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:1),PG,66932.4848022461,65572.30456542969,65872.94485473633,62578.844299316406,68104.00457763672,66828.48504638672,41037.882232666016,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:2),PG,77546.48443603516,84578.00561523438,82885.78546142578,70350.34478759766,77380.48626708984,68803.04498291016,44233.76318359375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:3),PG,102217.14749145508,94767.34692382812,87379.40594482422,75523.7847290039,92538.46600341797,75018.18518066406,43287.62268066406,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:4),PG,66897.48486328125,80640.86560058594,71416.92556762695,79046.9252319336,74132.0258178711,64290.404052734375,49617.463287353516,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:6),PG,54999.484130859375,63028.8639831543,60036.14419555664,62680.8232421875,57534.14437866211,51230.863677978516,40650.76266479492,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:0),PG,100427.04815673828,93013.34545898438,84274.74530029297,92514.18688964844,73877.50555419922,69183.04486083984,47382.54318237305,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:1),PG,76822.50582885742,73884.94479370117,70736.5443725586,62411.664001464844,61538.24426269531,61729.24426269531,42035.14306640625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:2),PG,61305.5849609375,67165.044921875,65676.56460571289,59726.524169921875,64440.46398925781,62516.384521484375,47293.363342285156,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:4),PG,53854.503967285156,53457.72344970703,49574.54382324219,73055.56539916992,53400.58377075195,48948.70372009277,37771.54263305664,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:5),PG,49527.46350097656,55823.5442199707,56264.343688964844,59319.62487792969,56721.72399902344,45390.783264160156,43497.00296020508,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:6),PG,106125.02682495117,115162.54913330078,119155.5092163086,113870.32824707031,114791.06964111328,131056.48919677734,117214.88705444336,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:9),PG,247498.19506835938,232130.27764892578,444719.8696899414,155436.79248046875,155040.09002685547,329672.18048095703,40586.04315185547,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:0),PG,50446.10366821289,51210.94323730469,48612.52342224121,51576.203674316406,46207.70379638672,41860.16287231445,36547.522888183594,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:1),PG,52096.18359375,56030.16375732422,53552.804290771484,52830.24435424805,51513.34359741211,46545.90350341797,37186.402770996094,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:2),PG,81075.36456298828,93059.50799560547,90816.74588012695,97453.06658935547,87010.98571777344,84379.02551269531,41483.44284057617,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:4),PG,137700.07131958008,125004.08850097656,133589.42797851562,149911.39120483398,132643.64611816406,108062.50637817383,260236.63716125488,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:6),PG,78712.88482666016,85612.80584716797,85340.52587890625,89445.72686767578,83643.48510742188,85484.90518188477,65426.144622802734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (16:0),PG,95155.78619384766,101443.34777832031,91221.5474243164,116453.44842529297,114078.48760986328,86335.54638671875,126885.62969970703,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (20:0),PG,50748.52404785156,55009.34324645996,1516.7800979614258,52231.80419921875,50348.843688964844,1494.3801002502441,51600.16357421875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (28:0),PG,53166.40361022949,53483.803802490234,56327.744384765625,50838.98295593262,54927.964096069336,54515.24362182617,37398.582275390625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (30:1),PG,78523.48532104492,74333.00527954102,84479.60583496094,62394.86520385742,68748.1044921875,74554.14492797852,41657.723571777344,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (34:4),PG,50230.42370605469,49507.12350463867,49620.623779296875,322507.24548339844,46082.003356933594,43702.40301513672,39228.48287963867,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (36:5),PG,99507.02731323242,99188.92712402344,86896.5054321289,118718.54949951172,96950.24816894531,96887.64624023438,75559.30596923828,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (38:6),PG,171103.37353515625,179790.9522705078,133670.15032958984,177014.47424316406,161512.2900390625,124697.72961425781,122761.30865478516,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (42:2),PG,54688.58361816406,50129.403381347656,51375.883697509766,57404.5235748291,55129.72442626953,49709.463317871094,48403.54284667969,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (42:4),PG,40814.92303466797,41654.24267578125,43746.80310058594,49972.94384765625,40454.24267578125,38288.1826171875,32466.142684936523,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (14:1),PI,87930.18745422363,591114.2644042969,403640.1101951599,527984.0258789062,582093.7045898438,242129.21718215942,276031.0588378906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (20:1),PI,51636.04315185547,212258.89221191406,126028.87023925781,145929.0294189453,162932.29138183594,86469.7066040039,119808.26794433594,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (24:0),PI,24467.201652526855,86344.14608764648,54428.62454223633,69843.44577026367,88784.26718139648,33671.162033081055,46573.70297241211,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (26:0),PI,28669.461959838867,81403.72564697266,66312.02551269531,70531.66412353516,77585.34585571289,43668.20324707031,63134.92413330078,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (26:1),PI,83967.46563720703,170603.53125,152212.65161132812,172569.73168945312,177218.83349609375,131447.40942382812,144399.28955078125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (28:0),PI,35015.34257507324,132350.24908447266,120998.14569091797,109907.54797363281,101055.36865234375,62891.86410522461,71032.00482177734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (28:1),PI,24566.401596069336,77621.08575439453,59733.483337402344,66708.96452331543,62545.46469116211,35212.46252441406,45244.50390625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (28:2),PI,13028.300888061523,47503.14274597168,33366.50263214111,41232.54252624512,42775.76330566406,18166.58140563965,40523.60314178467,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:0),PI,153856.65075683594,453233.1123046875,483270.1123046875,373956.02734375,343324.4228515625,250347.51684570312,232384.59716796875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:1),PI,62417.544036865234,225333.3770751953,223326.7996826172,183004.43212890625,152522.9112548828,79947.54516601562,90841.66625976562,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:2),PI,26180.82194519043,107158.80743408203,88728.66516113281,110772.82598876953,107256.36755371094,51165.10366821289,94457.12591552734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:3),PI,15421.001209259033,49826.68344116211,37546.80274963379,45960.62341308594,48453.923583984375,23053.881553649902,59143.68330383301,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:4),PI,16516.641235351562,65357.46495056152,37512.02251434326,55165.184326171875,60222.94341278076,22757.681755065918,35465.4022064209,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:0),PI,226664.05493164062,733344.2294921875,776586.3583984375,596369.0424804688,553289.1982421875,398972.90478515625,359021.90576171875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:1),PI,158019.0926513672,518059.59716796875,551380.0859375,414617.52783203125,345249.7236328125,237424.89819335938,225152.615234375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:2),PI,168559.77099609375,385358.20556640625,369250.265625,344147.90576171875,310035.42138671875,282381.5576171875,258897.87841796875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:3),PI,19844.92123413086,62074.70454406738,41283.76281738281,58655.604919433594,58692.643981933594,21953.201332092285,37263.662841796875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:4),PI,25519.94155883789,83605.10633850098,58125.183586120605,74111.2649307251,88159.1469116211,28281.401885986328,33829.00190734863,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:5),PI,26611.42183303833,76573.52513122559,54305.78366088867,72127.74496459961,79076.00454711914,27827.202140808105,37329.70248413086,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:0),PI,232600.81591796875,498886.84033203125,498755.498046875,458570.23388671875,426379.12841796875,344812.6053466797,475098.173828125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:1),PI,137670.65002441406,504785.47119140625,499667.3879394531,407357.55517578125,352098.06591796875,205596.51565551758,558142.7624511719,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:2),PI,114742.7876586914,379800.2087402344,325588.2214355469,265294.41796875,246261.97900390625,175067.23278808594,178375.07104492188,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:3),PI,34141.82288360596,102268.74661254883,64454.924255371094,67798.40533447266,65804.48477172852,28646.562286376953,47541.063903808594,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:4),PI,16654.061199188232,52410.48387145996,42308.583236694336,48434.10368347168,56091.28399658203,19925.861457824707,34364.50213623047,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:5),PI,31439.92170715332,107101.60824584961,66850.80519104004,100485.00900268555,105158.14579772949,29650.18190765381,56586.20388793945,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:6),PI,18714.88136291504,64948.94467163086,51973.54399108887,56841.60369873047,58293.28451538086,22143.661529541016,39426.82279968262,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:0),PI,107766.46856689453,217847.33715820312,194182.8740234375,207433.63427734375,207045.8134765625,139423.77001953125,169436.51220703125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:1),PI,55202.26419067383,143476.388671875,98630.26675415039,102956.58770751953,110157.04797363281,49714.62338256836,56182.664306640625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:2),PI,74638.88568115234,247442.37951660156,141449.169921875,164253.59106445312,162065.59033203125,82405.72576904297,92591.24584960938,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:3),PI,41156.443351745605,202457.45281982422,96264.20678710938,90641.94653320312,106525.32690429688,41542.842712402344,57282.94403076172,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:4),PI,49908.4637298584,395044.025390625,208838.13186645508,152192.80908203125,235716.65893554688,76387.64454650879,49265.12387084961,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:5),PI,16733.221225738525,70304.56506347656,38657.74298095703,55670.104248046875,65358.76528930664,21327.061752319336,31696.002044677734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:6),PI,22048.6414642334,65759.9838256836,43805.8829498291,61064.124267578125,65854.18447875977,34606.72238922119,46188.38366699219,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:7),PI,28712.38201904297,88219.08685302734,62992.68392944336,74295.24517822266,77077.48596191406,33368.46194458008,52231.56365966797,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
