Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Match_Group,Cage,Mouse,Genotype,Biology,Group_Sample,FAC,TG,Group,Max_Intensity,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,SLBG_group
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-7,764.7,547.5,13.18,413.0,793,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,TG(50:3),23,413.0,13.176783333333335,0.11321666666666452,72.0,56.0,8.39,5
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,736.7,547.5,13.36,3674.0,433,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,TG(50:3),32,3674.0,13.360000000000001,0.07000000000000206,478.0,470.0,8.39,5
[TG(50:3)]_FA18:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-9,736.7,547.5,13.18,686.0,426,FAD184,FAD184_F3,WT,dienc,-1,FA18:1,TG(50:3),33,686.0,13.182366666666667,0.10763333333333236,116.0,103.0,,3
[TG(50:3)]_FA18:1,11282023_DOD94_F3_WT_hippo_O3on_01,n-9,736.7,547.5,13.36,667.0,423,DOD94,DOD94_F3,WT,hippo,-1,FA18:1,TG(50:3),34,667.0,13.360000000000001,0.07000000000000206,102.0,106.0,,1
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-9,736.7,547.5,13.45,578.0,435,FAD185,FAD185_M4,WT,hippo,-1,FA18:1,TG(50:3),35,578.0,13.44885,0.15885000000000105,117.0,125.0,,6
[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_cereb_O3on_01,n-9,788.7,599.5,13.3,778.0,1220,DOD94,DOD94_F3,WT,cereb,-1,FA18:1,TG(54:5),107,778.0,13.303266666666667,0.0232666666666681,84.0,132.0,,11
[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cereb_O3on_01,n-9,788.7,599.5,13.26,987.0,1224,FAD184,FAD184_F3,WT,cereb,-1,FA18:1,TG(54:5),108,987.0,13.258583333333334,0.021416666666665307,89.0,86.0,,13
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-7,816.7,599.5,13.16,9256.0,1752,FAD185,FAD185_M4,WT,cereb,-1,FA18:1,TG(54:5),96,9256.0,13.1615,0.11849999999999916,730.0,711.0,4.04,18
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,788.7,599.5,13.26,26171.0,1232,FAD185,FAD185_M4,WT,cereb,-1,FA18:1,TG(54:5),109,26171.0,13.258583333333334,0.021416666666665307,2941.0,2875.0,4.04,18
[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_cortex_O3on_01,n-9,788.7,599.5,13.26,1414.0,1221,DOD94,DOD94_F3,WT,cortex,-1,FA18:1,TG(54:5),110,1414.0,13.258583333333334,0.021416666666665307,126.0,97.0,,12
[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-7,816.7,599.5,13.21,1406.0,1745,FAD184,FAD184_F3,WT,cortex,-1,FA18:1,TG(54:5),98,1406.0,13.205916666666667,0.07408333333333239,127.0,98.0,6.2,14
[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-9,788.7,599.5,13.26,7540.0,1225,FAD184,FAD184_F3,WT,cortex,-1,FA18:1,TG(54:5),111,7540.0,13.258583333333334,0.021416666666665307,617.0,608.0,6.2,14
[TG(54:5)]_FA18:1,11282023_FAD184_F4_WT_cortex_O3on_01,n-9,788.7,599.5,13.3,813.0,1229,FAD184,FAD184_F4,WT,cortex,-1,FA18:1,TG(54:5),112,813.0,13.303283333333335,0.02328333333333532,55.0,16.0,,16
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-7,816.7,599.5,13.16,2219.0,1753,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,TG(54:5),100,2219.0,13.161516666666667,0.11848333333333194,238.0,224.0,7.08,19
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,788.7,599.5,13.26,19727.0,1233,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,TG(54:5),113,19727.0,13.25885,0.02114999999999867,1944.0,1585.0,7.08,19
[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-9,788.7,599.5,13.26,727.0,1226,FAD184,FAD184_F3,WT,dienc,-1,FA18:1,TG(54:5),114,727.0,13.258583333333334,0.021416666666665307,83.0,105.0,,15
[TG(54:5)]_FA18:1,11282023_FAD184_F4_WT_dienc_O3on_01,n-9,788.7,599.5,13.26,617.0,1230,FAD184,FAD184_F4,WT,dienc,-1,FA18:1,TG(54:5),115,617.0,13.25885,0.02114999999999867,58.0,58.0,,17
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-7,816.7,599.5,13.21,583.0,1754,FAD185,FAD185_M4,WT,dienc,-1,FA18:1,TG(54:5),103,583.0,13.2059,0.07409999999999961,61.0,26.0,8.38,20
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-9,788.7,599.5,13.26,3594.0,1234,FAD185,FAD185_M4,WT,dienc,-1,FA18:1,TG(54:5),116,3594.0,13.258566666666667,0.021433333333332527,259.0,218.0,8.38,20
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-9,788.7,599.5,13.26,1702.0,1235,FAD185,FAD185_M4,WT,hippo,-1,FA18:1,TG(54:5),119,1702.0,13.258866666666668,0.02113333333333145,151.0,163.0,,21
[TG(54:6)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,786.7,597.5,12.15,3069.0,1212,FAD185,FAD185_M4,WT,cereb,-1,FA18:1,TG(54:6),132,3069.0,12.148966666666666,0.0689666666666664,350.0,334.0,,22
[TG(54:6)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,786.7,597.5,12.1,1377.0,1213,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,TG(54:6),135,1377.0,12.104566666666667,0.024566666666666848,125.0,66.0,,23
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-7,820.7,603.5,15.6,577.0,1820,DOD94,DOD94_F3,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",176,577.0,15.602450000000001,0.07754999999999868,85.0,54.0,25.93,24
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-9,792.7,603.5,15.7,8248.0,1320,DOD94,DOD94_F3,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",196,8248.0,15.699466666666668,0.019466666666668075,1563.0,1400.0,25.93,24
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-7,820.7,603.5,15.56,1076.0,1824,FAD184,FAD184_F3,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",177,1076.0,15.558050000000001,0.12194999999999823,195.0,170.0,11.56,28
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,792.7,603.5,15.66,11069.0,1324,FAD184,FAD184_F3,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",197,11069.0,15.655083333333334,0.024916666666666032,2059.0,1965.0,11.56,28
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-7,820.7,603.5,15.56,673.0,1828,FAD184,FAD184_F4,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",178,673.0,15.558033333333334,0.12196666666666545,114.0,96.0,18.06,32
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,792.7,603.5,15.66,12847.0,1328,FAD184,FAD184_F4,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",198,12847.0,15.655066666666668,0.024933333333331476,1786.0,1734.0,18.06,32
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,820.7,603.5,15.56,21692.0,1832,FAD185,FAD185_M4,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",179,21692.0,15.558016666666667,0.12198333333333267,2206.0,2153.0,9.84,36
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,792.7,603.5,15.66,177357.0,1332,FAD185,FAD185_M4,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",199,177357.0,15.655050000000001,0.024949999999998695,21704.0,21195.0,9.84,36
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-7,820.7,603.5,15.65,1551.0,1836,FAD189,FAD189_M3,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",180,1551.0,15.646866666666668,0.033133333333331905,268.0,251.0,14.26,40
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,792.7,603.5,15.66,30522.0,1336,FAD189,FAD189_M3,WT,cereb,-1,FA18:1,"TG(54:3), TG(55:10)",200,30522.0,15.655100000000001,0.024899999999998812,3667.0,3580.0,14.26,40
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,792.7,603.5,15.66,10377.0,1321,DOD94,DOD94_F3,WT,cortex,-1,FA18:1,"TG(54:3), TG(55:10)",201,10377.0,15.655066666666668,0.024933333333331476,1676.0,1633.0,,25
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-7,820.7,603.5,15.56,2337.0,1825,FAD184,FAD184_F3,WT,cortex,-1,FA18:1,"TG(54:3), TG(55:10)",182,2337.0,15.558050000000001,0.12194999999999823,293.0,280.0,15.04,29
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,792.7,603.5,15.61,33073.0,1325,FAD184,FAD184_F3,WT,cortex,-1,FA18:1,"TG(54:3), TG(55:10)",202,33073.0,15.610666666666667,0.0693333333333328,4304.0,4211.0,15.04,29
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_cortex_O3on_01,n-9,792.7,603.5,15.66,3957.0,1329,FAD184,FAD184_F4,WT,cortex,-1,FA18:1,"TG(54:3), TG(55:10)",203,3957.0,15.655083333333334,0.024916666666666032,882.0,861.0,,33
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-7,820.7,603.5,15.56,3272.0,1833,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,"TG(54:3), TG(55:10)",184,3272.0,15.558050000000001,0.12194999999999823,377.0,347.0,15.27,37
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,792.7,603.5,15.61,42833.0,1333,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,"TG(54:3), TG(55:10)",204,42833.0,15.610666666666667,0.0693333333333328,5523.0,5299.0,15.27,37
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-7,820.7,603.5,15.6,3716.0,1837,FAD189,FAD189_M3,WT,cortex,-1,FA18:1,"TG(54:3), TG(55:10)",185,3716.0,15.602466666666668,0.07753333333333146,494.0,483.0,17.91,41
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,792.7,603.5,15.66,72652.0,1337,FAD189,FAD189_M3,WT,cortex,-1,FA18:1,"TG(54:3), TG(55:10)",205,72652.0,15.655083333333334,0.024916666666666032,8736.0,8650.0,17.91,41
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-7,820.7,603.5,15.65,1241.0,1822,DOD94,DOD94_F3,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",186,1241.0,15.646866666666668,0.033133333333331905,167.0,137.0,24.03,26
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,792.7,603.5,15.7,23010.0,1322,DOD94,DOD94_F3,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",206,23010.0,15.6995,0.01950000000000074,3575.0,3292.0,24.03,26
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-7,820.7,603.5,15.56,648.0,1826,FAD184,FAD184_F3,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",187,648.0,15.558033333333334,0.12196666666666545,108.0,76.0,21.58,30
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-9,792.7,603.5,15.66,9687.0,1326,FAD184,FAD184_F3,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",207,9687.0,15.655066666666668,0.024933333333331476,1689.0,1640.0,21.58,30
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_dienc_O3on_01,n-9,792.7,603.5,15.66,8381.0,1330,FAD184,FAD184_F4,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",208,8381.0,15.655066666666668,0.024933333333331476,1473.0,1437.0,,34
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-7,820.7,603.5,15.6,842.0,1834,FAD185,FAD185_M4,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",189,842.0,15.602433333333334,0.0775666666666659,84.0,30.0,52.83,38
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-9,792.7,603.5,15.66,12118.0,1334,FAD185,FAD185_M4,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",209,12118.0,15.655050000000001,0.024949999999998695,1774.0,1585.0,52.83,38
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-7,820.7,603.5,15.56,1762.0,1838,FAD189,FAD189_M3,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",190,1762.0,15.558050000000001,0.12194999999999823,179.0,156.0,23.99,42
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,792.7,603.5,15.61,24021.0,1338,FAD189,FAD189_M3,WT,dienc,-1,FA18:1,"TG(54:3), TG(55:10)",210,24021.0,15.610666666666667,0.0693333333333328,3924.0,3743.0,23.99,42
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-7,820.7,603.5,15.74,709.0,1823,DOD94,DOD94_F3,WT,hippo,-1,FA18:1,"TG(54:3), TG(55:10)",191,709.0,15.735683333333334,0.05568333333333442,66.0,62.0,26.05,27
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-9,792.7,603.5,15.79,8977.0,1323,DOD94,DOD94_F3,WT,hippo,-1,FA18:1,"TG(54:3), TG(55:10)",211,8977.0,15.788316666666667,0.10831666666666706,2006.0,1615.0,26.05,27
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-7,820.7,603.5,15.56,728.0,1827,FAD184,FAD184_F3,WT,hippo,-1,FA18:1,"TG(54:3), TG(55:10)",192,728.0,15.558050000000001,0.12194999999999823,103.0,52.0,32.63,31
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,792.7,603.5,15.66,9171.0,1327,FAD184,FAD184_F3,WT,hippo,-1,FA18:1,"TG(54:3), TG(55:10)",212,9171.0,15.655083333333334,0.024916666666666032,1770.0,1697.0,32.63,31
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_hippo_O3on_01,n-9,792.7,603.5,15.61,4193.0,1331,FAD184,FAD184_F4,WT,hippo,-1,FA18:1,"TG(54:3), TG(55:10)",213,4193.0,15.610666666666667,0.0693333333333328,894.0,862.0,,35
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-7,820.7,603.5,15.56,480.0,1835,FAD185,FAD185_M4,WT,hippo,-1,FA18:1,"TG(54:3), TG(55:10)",194,480.0,15.558066666666667,0.12193333333333278,67.0,35.0,51.37,39
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-9,792.7,603.5,15.66,9855.0,1335,FAD185,FAD185_M4,WT,hippo,-1,FA18:1,"TG(54:3), TG(55:10)",214,9855.0,15.655100000000001,0.024899999999998812,1951.0,1798.0,51.37,39
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_hippo_O3on_01,n-9,792.7,603.5,15.66,3514.0,1339,FAD189,FAD189_M3,WT,hippo,-1,FA18:1,"TG(54:3), TG(55:10)",215,3514.0,15.655083333333334,0.024916666666666032,757.0,690.0,,43
"[TG(55:11),TG(54:4)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,3356.0,1260,DOD94,DOD94_F3,WT,cereb,-1,FA18:1,"TG(54:4), TG(55:11)",280,3356.0,14.456683333333334,0.023316666666666208,457.0,437.0,,45
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,4175.0,1264,FAD184,FAD184_F3,WT,cereb,-1,FA18:1,"TG(54:4), TG(55:11)",281,4175.0,14.456683333333334,0.023316666666666208,456.0,444.0,,49
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,790.7,601.5,14.5,3439.0,1268,FAD184,FAD184_F4,WT,cereb,-1,FA18:1,"TG(54:4), TG(55:11)",282,3439.0,14.501100000000001,0.021100000000000563,471.0,457.0,,53
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,818.7,601.5,14.4,22476.0,1792,FAD185,FAD185_M4,WT,cereb,-1,FA18:1,"TG(54:4), TG(55:11)",263,22476.0,14.404300000000001,0.07569999999999943,2228.0,2247.0,5.04,57
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,102138.0,1272,FAD185,FAD185_M4,WT,cereb,-1,FA18:1,"TG(54:4), TG(55:11)",283,102138.0,14.456666666666667,0.023333333333333428,11742.0,11325.0,5.04,57
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-7,818.7,601.5,14.4,2300.0,1796,FAD189,FAD189_M3,WT,cereb,-1,FA18:1,"TG(54:4), TG(55:11)",264,2300.0,14.404333333333334,0.07566666666666677,208.0,189.0,9.34,61
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,17600.0,1276,FAD189,FAD189_M3,WT,cereb,-1,FA18:1,"TG(54:4), TG(55:11)",284,17600.0,14.456716666666667,0.023283333333333545,1790.0,1765.0,9.34,61
"[TG(55:11),TG(54:4)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,790.7,601.5,14.46,5919.0,1261,DOD94,DOD94_F3,WT,cortex,-1,FA18:1,"TG(54:4), TG(55:11)",285,5919.0,14.456683333333334,0.023316666666666208,654.0,616.0,,46
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-7,818.7,601.5,14.4,2441.0,1785,FAD184,FAD184_F3,WT,cortex,-1,FA18:1,"TG(54:4), TG(55:11)",266,2441.0,14.404316666666668,0.07568333333333221,238.0,204.0,15.79,50
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,790.7,601.5,14.46,34940.0,1265,FAD184,FAD184_F3,WT,cortex,-1,FA18:1,"TG(54:4), TG(55:11)",286,34940.0,14.456700000000001,0.023299999999998988,3340.0,3221.0,15.79,50
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F4_WT_cortex_O3on_01,n-9,790.7,601.5,14.5,1457.0,1269,FAD184,FAD184_F4,WT,cortex,-1,FA18:1,"TG(54:4), TG(55:11)",287,1457.0,14.501100000000001,0.021100000000000563,194.0,200.0,,54
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-7,818.7,601.5,14.4,7481.0,1793,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,"TG(54:4), TG(55:11)",268,7481.0,14.404316666666668,0.07568333333333221,579.0,496.0,12.43,58
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,790.7,601.5,14.46,67236.0,1273,FAD185,FAD185_M4,WT,cortex,-1,FA18:1,"TG(54:4), TG(55:11)",288,67236.0,14.456683333333334,0.023316666666666208,6384.0,6167.0,12.43,58
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-7,818.7,601.5,14.36,5009.0,1797,FAD189,FAD189_M3,WT,cortex,-1,FA18:1,"TG(54:4), TG(55:11)",269,5009.0,14.359916666666667,0.12008333333333354,515.0,495.0,8.2,62
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,790.7,601.5,14.46,35027.0,1277,FAD189,FAD189_M3,WT,cortex,-1,FA18:1,"TG(54:4), TG(55:11)",289,35027.0,14.456700000000001,0.023299999999998988,4187.0,4059.0,8.2,62
"[TG(55:11),TG(54:4)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-7,818.7,601.5,14.45,469.0,1782,DOD94,DOD94_F3,WT,dienc,-1,FA18:1,"TG(54:4), TG(55:11)",270,469.0,14.448733333333333,0.03126666666666722,86.0,65.0,18.58,47
"[TG(55:11),TG(54:4)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,790.7,601.5,14.55,9925.0,1262,DOD94,DOD94_F3,WT,dienc,-1,FA18:1,"TG(54:4), TG(55:11)",290,9925.0,14.545516666666668,0.06551666666666733,1312.0,1208.0,18.58,47
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-7,818.7,601.5,14.4,428.0,1786,FAD184,FAD184_F3,WT,dienc,-1,FA18:1,"TG(54:4), TG(55:11)",271,428.0,14.404316666666668,0.07568333333333221,49.0,15.0,30.47,51
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-9,790.7,601.5,14.46,3275.0,1266,FAD184,FAD184_F3,WT,dienc,-1,FA18:1,"TG(54:4), TG(55:11)",291,3275.0,14.456683333333334,0.023316666666666208,474.0,457.0,30.47,51
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F4_WT_dienc_O3on_01,n-9,790.7,601.5,14.46,1715.0,1270,FAD184,FAD184_F4,WT,dienc,-1,FA18:1,"TG(54:4), TG(55:11)",292,1715.0,14.456683333333334,0.023316666666666208,258.0,253.0,,55
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-7,818.7,601.5,14.4,1655.0,1794,FAD185,FAD185_M4,WT,dienc,-1,FA18:1,"TG(54:4), TG(55:11)",273,1655.0,14.404300000000001,0.07569999999999943,162.0,124.0,10.86,59
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-9,790.7,601.5,14.46,14844.0,1274,FAD185,FAD185_M4,WT,dienc,-1,FA18:1,"TG(54:4), TG(55:11)",293,14844.0,14.456666666666667,0.023333333333333428,1386.0,1347.0,10.86,59
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-7,818.7,601.5,14.4,1071.0,1798,FAD189,FAD189_M3,WT,dienc,-1,FA18:1,"TG(54:4), TG(55:11)",274,1071.0,14.404316666666668,0.07568333333333221,139.0,82.0,20.68,63
