Lipid,Parent_Ion,Product_Ion,Transition
"[TG(58:7),TG(57:0)]_FA18:1",950.9,651.6,950.9 -> 651.6
"[TG(48:8),TG(47:1)]_FA18:2",808.7,511.4,808.7 -> 511.4
"[TG(49:8),TG(48:1)]_FA18:2",822.8,525.5,822.8 -> 525.5
"[TG(50:8),TG(49:1)]_FA18:2",836.8,539.5,836.8 -> 539.5
"[TG(51:8),TG(50:1)]_FA18:2",850.8,553.5,850.8 -> 553.5
"[TG(52:8),TG(51:1)]_FA18:2",864.8,567.5,864.8 -> 567.5
"[TG(53:8),TG(52:1)]_FA18:2",878.8,581.5,878.8 -> 581.5
"[TG(56:8),TG(55:1)]_FA18:2",920.9,623.6,920.9 -> 623.6
"[TG(57:8),TG(56:1)]_FA18:2",934.9,637.6,934.9 -> 637.6
"[TG(58:8),TG(57:1)]_FA18:2",948.9,651.6,948.9 -> 651.6
"[TG(60:15),TG(59:8),TG(58:1)]_FA18:2",962.9,665.6,962.9 -> 665.6
"[TG(60:8),TG(59:1)]_FA18:2",976.9,679.6,976.9 -> 679.6
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:2",990.9,693.6,990.9 -> 693.6
"[TG(62:8),TG(61:1)]_FA18:2",1005.0,707.7,1005.0 -> 707.7
"[TG(64:15),TG(63:8),TG(62:1)]_FA18:2",1019.0,721.7,1019.0 -> 721.7
"[TG(64:8),TG(63:1)]_FA18:2",1033.0,735.7,1033.0 -> 735.7
"[TG(66:15),TG(65:8),TG(64:1)]_FA18:2",1047.0,749.7,1047.0 -> 749.7
"[TG(66:8),TG(65:1)]_FA18:2",1061.0,763.7,1061.0 -> 763.7
"[TG(48:7),TG(47:0)]_FA18:2",810.8,513.5,810.8 -> 513.5
"[TG(49:7),TG(48:0)]_FA18:2",824.8,527.5,824.8 -> 527.5
"[TG(50:7),TG(49:0)]_FA18:2",838.8,541.5,838.8 -> 541.5
"[TG(51:7),TG(50:0)]_FA18:2",852.8,555.5,852.8 -> 555.5
"[TG(52:7),TG(51:0)]_FA18:2",866.8,569.5,866.8 -> 569.5
"[TG(53:7),TG(52:0)]_FA18:2",880.8,583.5,880.8 -> 583.5
"[TG(54:7),TG(53:0)]_FA18:2",894.8,597.5,894.8 -> 597.5
"[TG(55:7),TG(54:0)]_FA18:2",908.9,611.6,908.9 -> 611.6
"[TG(56:7),TG(55:0)]_FA18:2",922.9,625.6,922.9 -> 625.6
"[TG(58:14),TG(57:7),TG(56:0)]_FA18:2",936.9,639.6,936.9 -> 639.6
"[TG(60:14),TG(59:7),TG(58:0)]_FA18:2",964.9,667.6,964.9 -> 667.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA18:2",978.9,681.6,978.9 -> 681.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:2",993.0,695.7,993.0 -> 695.7
"[TG(62:7),TG(61:0)]_FA18:2",1007.0,709.7,1007.0 -> 709.7
"[TG(64:14),TG(63:7),TG(62:0)]_FA18:2",1021.0,723.7,1021.0 -> 723.7
"[TG(64:7),TG(63:0)]_FA18:2",1035.0,737.7,1035.0 -> 737.7
"[TG(66:14),TG(65:7),TG(64:0)]_FA18:2",1049.0,751.7,1049.0 -> 751.7
[TG(40:2)]_FA18:2,708.6,411.3,708.6 -> 411.3
[TG(41:2)]_FA18:2,722.6,425.3,722.6 -> 425.3
[TG(42:2)]_FA18:2,736.6,439.3,736.6 -> 439.3
[TG(42:3)]_FA18:2,734.6,437.3,734.6 -> 437.3
[TG(42:4)]_FA18:2,732.6,435.3,732.6 -> 435.3
[TG(43:2)]_FA18:2,750.7,453.4,750.7 -> 453.4
[TG(43:3)]_FA18:2,748.6,451.3,748.6 -> 451.3
[TG(43:4)]_FA18:2,746.6,449.3,746.6 -> 449.3
[TG(44:2)]_FA18:2,764.7,467.4,764.7 -> 467.4
[TG(44:3)]_FA18:2,762.7,465.4,762.7 -> 465.4
[TG(44:4)]_FA18:2,760.6,463.3,760.6 -> 463.3
[TG(44:5)]_FA18:2,758.6,461.3,758.6 -> 461.3
[TG(45:2)]_FA18:2,778.7,481.4,778.7 -> 481.4
[TG(45:3)]_FA18:2,776.7,479.4,776.7 -> 479.4
[TG(45:4)]_FA18:2,774.7,477.4,774.7 -> 477.4
[TG(45:5)]_FA18:2,772.6,475.3,772.6 -> 475.3
[TG(46:2)]_FA18:2,792.7,495.4,792.7 -> 495.4
[TG(46:3)]_FA18:2,790.7,493.4,790.7 -> 493.4
[TG(46:4)]_FA18:2,788.7,491.4,788.7 -> 491.4
[TG(46:5)]_FA18:2,786.7,489.4,786.7 -> 489.4
[TG(46:6)]_FA18:2,784.6,487.3,784.6 -> 487.3
[TG(47:2)]_FA18:2,806.7,509.4,806.7 -> 509.4
[TG(47:3)]_FA18:2,804.7,507.4,804.7 -> 507.4
[TG(47:4)]_FA18:2,802.7,505.4,802.7 -> 505.4
[TG(47:5)]_FA18:2,800.7,503.4,800.7 -> 503.4
[TG(47:6)]_FA18:2,798.7,501.4,798.7 -> 501.4
[TG(48:2)]_FA18:2,820.7,523.4,820.7 -> 523.4
[TG(48:3)]_FA18:2,818.7,521.4,818.7 -> 521.4
[TG(48:4)]_FA18:2,816.7,519.4,816.7 -> 519.4
[TG(48:5)]_FA18:2,814.7,517.4,814.7 -> 517.4
[TG(48:6)]_FA18:2,812.7,515.4,812.7 -> 515.4
[TG(49:3)]_FA18:2,832.7,535.4,832.7 -> 535.4
[TG(49:4)]_FA18:2,830.7,533.4,830.7 -> 533.4
[TG(49:5)]_FA18:2,828.7,531.4,828.7 -> 531.4
[TG(49:6)]_FA18:2,826.7,529.4,826.7 -> 529.4
[TG(50:3)]_FA18:2,846.8,549.5,846.8 -> 549.5
[TG(50:4)]_FA18:2,844.7,547.4,844.7 -> 547.4
[TG(50:6)]_FA18:2,840.7,543.4,840.7 -> 543.4
"[TG(50:9),TG(49:2)]_FA18:2",834.8,537.5,834.8 -> 537.5
[TG(51:4)]_FA18:2,858.8,561.5,858.8 -> 561.5
[TG(51:5)]_FA18:2,856.7,559.4,856.7 -> 559.4
[TG(51:6)]_FA18:2,854.7,557.4,854.7 -> 557.4
"[TG(51:9),TG(50:2)]_FA18:2",848.8,551.5,848.8 -> 551.5
"[TG(52:10),TG(51:3)]_FA18:2",860.8,563.5,860.8 -> 563.5
[TG(52:4)]_FA18:2,872.8,575.5,872.8 -> 575.5
[TG(52:6)]_FA18:2,868.7,571.4,868.7 -> 571.4
"[TG(52:9),TG(51:2)]_FA18:2",862.8,565.5,862.8 -> 565.5
[TG(53:6)]_FA18:2,882.8,585.5,882.8 -> 585.5
"[TG(53:9),TG(52:2)]_FA18:2",876.8,579.5,876.8 -> 579.5
"[TG(54:12),TG(53:5)]_FA18:2",884.8,587.5,884.8 -> 587.5
"[TG(56:10),TG(55:3)]_FA18:2",916.8,619.5,916.8 -> 619.5
"[TG(56:11),TG(55:4)]_FA18:2",914.8,617.5,914.8 -> 617.5
"[TG(56:12),TG(55:5)]_FA18:2",912.8,615.5,912.8 -> 615.5
"[TG(56:13),TG(55:6)]_FA18:2",910.8,613.5,910.8 -> 613.5
[TG(56:6)]_FA18:2,924.8,627.5,924.8 -> 627.5
"[TG(57:10),TG(56:3)]_FA18:2",930.8,633.5,930.8 -> 633.5
"[TG(57:11),TG(56:4)]_FA18:2",928.8,631.5,928.8 -> 631.5
"[TG(57:12),TG(56:5)]_FA18:2",926.8,629.5,926.8 -> 629.5
"[TG(57:9),TG(56:2)]_FA18:2",932.9,635.6,932.9 -> 635.6
"[TG(58:10),TG(57:3)]_FA18:2",944.9,647.6,944.9 -> 647.6
"[TG(58:11),TG(57:4)]_FA18:2",942.8,645.5,942.8 -> 645.5
"[TG(58:12),TG(57:5)]_FA18:2",940.8,643.5,940.8 -> 643.5
"[TG(58:13),TG(57:6)]_FA18:2",938.8,641.5,938.8 -> 641.5
"[TG(58:9),TG(57:2)]_FA18:2",946.9,649.6,946.9 -> 649.6
"[TG(59:10),TG(58:3)]_FA18:2",958.9,661.6,958.9 -> 661.6
"[TG(59:11),TG(58:4)]_FA18:2",956.9,659.6,956.9 -> 659.6
"[TG(59:12),TG(58:5)]_FA18:2",954.8,657.5,954.8 -> 657.5
"[TG(59:13),TG(58:6)]_FA18:2",952.8,655.5,952.8 -> 655.5
"[TG(59:9),TG(58:2)]_FA18:2",960.9,663.6,960.9 -> 663.6
"[TG(60:10),TG(59:3)]_FA18:2",972.9,675.6,972.9 -> 675.6
"[TG(60:11),TG(59:4)]_FA18:2",970.9,673.6,970.9 -> 673.6
"[TG(60:12),TG(59:5)]_FA18:2",968.9,671.6,968.9 -> 671.6
"[TG(60:13),TG(59:6)]_FA18:2",966.8,669.5,966.8 -> 669.5
"[TG(60:9),TG(59:2)]_FA18:2",974.9,677.6,974.9 -> 677.6
"[TG(61:10),TG(60:3)]_FA18:2",986.9,689.6,986.9 -> 689.6
"[TG(61:11),TG(60:4)]_FA18:2",984.9,687.6,984.9 -> 687.6
"[TG(61:12),TG(60:5)]_FA18:2",982.9,685.6,982.9 -> 685.6
"[TG(61:13),TG(60:6)]_FA18:2",980.9,683.6,980.9 -> 683.6
"[TG(62:10),TG(61:3)]_FA18:2",1000.9,703.6,1000.9 -> 703.6
"[TG(62:11),TG(61:4)]_FA18:2",998.9,701.6,998.9 -> 701.6
"[TG(62:12),TG(61:5)]_FA18:2",996.9,699.6,996.9 -> 699.6
"[TG(62:13),TG(61:6)]_FA18:2",994.9,697.6,994.9 -> 697.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:2",988.9,691.6,988.9 -> 691.6
"[TG(62:9),TG(61:2)]_FA18:2",1002.9,705.6,1002.9 -> 705.6
"[TG(63:11),TG(62:4)]_FA18:2",1012.9,715.6,1012.9 -> 715.6
"[TG(63:12),TG(62:5)]_FA18:2",1010.9,713.6,1010.9 -> 713.6
"[TG(63:13),TG(62:6)]_FA18:2",1008.9,711.6,1008.9 -> 711.6
"[TG(64:10),TG(63:3)]_FA18:2",1029.0,731.7,1029.0 -> 731.7
"[TG(64:11),TG(63:4)]_FA18:2",1026.9,729.6,1026.9 -> 729.6
"[TG(64:12),TG(63:5)]_FA18:2",1024.9,727.6,1024.9 -> 727.6
"[TG(64:13),TG(63:6)]_FA18:2",1022.9,725.6,1022.9 -> 725.6
"[TG(64:16),TG(63:9),TG(62:2)]_FA18:2",1017.0,719.7,1017.0 -> 719.7
"[TG(64:17),TG(63:10),TG(62:3)]_FA18:2",1014.9,717.6,1014.9 -> 717.6
[TG(64:6)]_FA18:2,1036.9,739.6,1036.9 -> 739.6
"[TG(64:9),TG(63:2)]_FA18:2",1031.0,733.7,1031.0 -> 733.7
"[TG(65:12),TG(64:5)]_FA18:2",1038.9,741.6,1038.9 -> 741.6
"[TG(66:10),TG(65:3)]_FA18:2",1057.0,759.7,1057.0 -> 759.7
"[TG(66:11),TG(65:4)]_FA18:2",1055.0,757.7,1055.0 -> 757.7
"[TG(66:12),TG(65:5)]_FA18:2",1053.0,755.7,1053.0 -> 755.7
"[TG(66:13),TG(65:6)]_FA18:2",1050.9,753.6,1050.9 -> 753.6
"[TG(66:16),TG(65:9),TG(64:2)]_FA18:2",1045.0,747.7,1045.0 -> 747.7
"[TG(66:17),TG(65:10),TG(64:3)]_FA18:2",1043.0,745.7,1043.0 -> 745.7
"[TG(66:18),TG(65:11),TG(64:4)]_FA18:2",1041.0,743.7,1041.0 -> 743.7
[TG(66:2)]_FA18:2,1073.0,775.7,1073.0 -> 775.7
[TG(66:3)]_FA18:2,1071.0,773.7,1071.0 -> 773.7
[TG(66:4)]_FA18:2,1069.0,771.7,1069.0 -> 771.7
[TG(66:5)]_FA18:2,1067.0,769.7,1067.0 -> 769.7
[TG(66:6)]_FA18:2,1065.0,767.7,1065.0 -> 767.7
[TG(66:7)]_FA18:2,1062.9,765.6,1062.9 -> 765.6
"[TG(66:9),TG(65:2)]_FA18:2",1059.0,761.7,1059.0 -> 761.7
[TG(50:5)]_FA18:2,842.7,545.4,842.7 -> 545.4
[TG(52:5)]_FA18:2,870.8,573.5,870.8 -> 573.5
"[TG(53:10),TG(52:3)]_FA18:2",874.8,577.5,874.8 -> 577.5
"[TG(54:10),TG(53:3)]_FA18:2",888.8,591.5,888.8 -> 591.5
"[TG(54:11),TG(53:4)]_FA18:2",886.8,589.5,886.8 -> 589.5
[TG(54:5)]_FA18:2,898.8,601.5,898.8 -> 601.5
[TG(54:6)]_FA18:2,896.8,599.5,896.8 -> 599.5
"[TG(54:8),TG(53:1)]_FA18:2",892.8,595.5,892.8 -> 595.5
"[TG(54:9),TG(53:2)]_FA18:2",890.8,593.5,890.8 -> 593.5
"[TG(55:10),TG(54:3)]_FA18:2",902.8,605.5,902.8 -> 605.5
"[TG(55:11),TG(54:4)]_FA18:2",900.8,603.5,900.8 -> 603.5
"[TG(55:8),TG(54:1)]_FA18:2",906.8,609.5,906.8 -> 609.5
"[TG(55:9),TG(54:2)]_FA18:2",904.8,607.5,904.8 -> 607.5
"[TG(56:9),TG(55:2)]_FA18:2",918.8,621.5,918.8 -> 621.5
"[TG(58:7),TG(57:0)]_FA18:2",950.9,653.6,950.9 -> 653.6
"[TG(50:9),TG(49:2)]_FA18:3",834.8,539.5,834.8 -> 539.5
"[TG(51:9),TG(50:2)]_FA18:3",848.8,553.5,848.8 -> 553.5
"[TG(52:9),TG(51:2)]_FA18:3",862.8,567.5,862.8 -> 567.5
"[TG(53:9),TG(52:2)]_FA18:3",876.8,581.5,876.8 -> 581.5
"[TG(57:9),TG(56:2)]_FA18:3",932.9,637.6,932.9 -> 637.6
"[TG(58:9),TG(57:2)]_FA18:3",946.9,651.6,946.9 -> 651.6
"[TG(59:9),TG(58:2)]_FA18:3",960.9,665.6,960.9 -> 665.6
"[TG(60:9),TG(59:2)]_FA18:3",974.9,679.6,974.9 -> 679.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:3",988.9,693.6,988.9 -> 693.6
"[TG(62:9),TG(61:2)]_FA18:3",1002.9,707.6,1002.9 -> 707.6
"[TG(64:16),TG(63:9),TG(62:2)]_FA18:3",1017.0,721.7,1017.0 -> 721.7
"[TG(64:9),TG(63:2)]_FA18:3",1031.0,735.7,1031.0 -> 735.7
"[TG(66:16),TG(65:9),TG(64:2)]_FA18:3",1045.0,749.7,1045.0 -> 749.7
"[TG(66:9),TG(65:2)]_FA18:3",1059.0,763.7,1059.0 -> 763.7
"[TG(48:8),TG(47:1)]_FA18:3",808.7,513.4,808.7 -> 513.4
"[TG(49:8),TG(48:1)]_FA18:3",822.8,527.5,822.8 -> 527.5
"[TG(50:8),TG(49:1)]_FA18:3",836.8,541.5,836.8 -> 541.5
"[TG(51:8),TG(50:1)]_FA18:3",850.8,555.5,850.8 -> 555.5
"[TG(52:8),TG(51:1)]_FA18:3",864.8,569.5,864.8 -> 569.5
"[TG(53:8),TG(52:1)]_FA18:3",878.8,583.5,878.8 -> 583.5
"[TG(56:8),TG(55:1)]_FA18:3",920.9,625.6,920.9 -> 625.6
"[TG(57:8),TG(56:1)]_FA18:3",934.9,639.6,934.9 -> 639.6
"[TG(58:8),TG(57:1)]_FA18:3",948.9,653.6,948.9 -> 653.6
"[TG(60:15),TG(59:8),TG(58:1)]_FA18:3",962.9,667.6,962.9 -> 667.6
"[TG(60:8),TG(59:1)]_FA18:3",976.9,681.6,976.9 -> 681.6
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:3",990.9,695.6,990.9 -> 695.6
"[TG(62:8),TG(61:1)]_FA18:3",1005.0,709.7,1005.0 -> 709.7
"[TG(64:15),TG(63:8),TG(62:1)]_FA18:3",1019.0,723.7,1019.0 -> 723.7
"[TG(64:8),TG(63:1)]_FA18:3",1033.0,737.7,1033.0 -> 737.7
"[TG(66:15),TG(65:8),TG(64:1)]_FA18:3",1047.0,751.7,1047.0 -> 751.7
"[TG(66:8),TG(65:1)]_FA18:3",1061.0,765.7,1061.0 -> 765.7
"[TG(48:7),TG(47:0)]_FA18:3",810.8,515.5,810.8 -> 515.5
"[TG(49:7),TG(48:0)]_FA18:3",824.8,529.5,824.8 -> 529.5
"[TG(50:7),TG(49:0)]_FA18:3",838.8,543.5,838.8 -> 543.5
"[TG(51:7),TG(50:0)]_FA18:3",852.8,557.5,852.8 -> 557.5
"[TG(52:7),TG(51:0)]_FA18:3",866.8,571.5,866.8 -> 571.5
"[TG(53:7),TG(52:0)]_FA18:3",880.8,585.5,880.8 -> 585.5
"[TG(54:7),TG(53:0)]_FA18:3",894.8,599.5,894.8 -> 599.5
"[TG(55:7),TG(54:0)]_FA18:3",908.9,613.6,908.9 -> 613.6
"[TG(56:7),TG(55:0)]_FA18:3",922.9,627.6,922.9 -> 627.6
"[TG(58:14),TG(57:7),TG(56:0)]_FA18:3",936.9,641.6,936.9 -> 641.6
"[TG(60:14),TG(59:7),TG(58:0)]_FA18:3",964.9,669.6,964.9 -> 669.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA18:3",978.9,683.6,978.9 -> 683.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:3",993.0,697.7,993.0 -> 697.7
"[TG(62:7),TG(61:0)]_FA18:3",1007.0,711.7,1007.0 -> 711.7
"[TG(64:14),TG(63:7),TG(62:0)]_FA18:3",1021.0,725.7,1021.0 -> 725.7
"[TG(64:7),TG(63:0)]_FA18:3",1035.0,739.7,1035.0 -> 739.7
"[TG(66:14),TG(65:7),TG(64:0)]_FA18:3",1049.0,753.7,1049.0 -> 753.7
[TG(42:3)]_FA18:3,734.6,439.3,734.6 -> 439.3
[TG(42:4)]_FA18:3,732.6,437.3,732.6 -> 437.3
[TG(43:3)]_FA18:3,748.6,453.3,748.6 -> 453.3
[TG(43:4)]_FA18:3,746.6,451.3,746.6 -> 451.3
[TG(44:3)]_FA18:3,762.7,467.4,762.7 -> 467.4
[TG(44:4)]_FA18:3,760.6,465.3,760.6 -> 465.3
[TG(44:5)]_FA18:3,758.6,463.3,758.6 -> 463.3
[TG(45:3)]_FA18:3,776.7,481.4,776.7 -> 481.4
[TG(45:4)]_FA18:3,774.7,479.4,774.7 -> 479.4
[TG(45:5)]_FA18:3,772.6,477.3,772.6 -> 477.3
[TG(46:3)]_FA18:3,790.7,495.4,790.7 -> 495.4
[TG(46:4)]_FA18:3,788.7,493.4,788.7 -> 493.4
[TG(46:5)]_FA18:3,786.7,491.4,786.7 -> 491.4
[TG(46:6)]_FA18:3,784.6,489.3,784.6 -> 489.3
[TG(47:3)]_FA18:3,804.7,509.4,804.7 -> 509.4
[TG(47:4)]_FA18:3,802.7,507.4,802.7 -> 507.4
[TG(47:5)]_FA18:3,800.7,505.4,800.7 -> 505.4
[TG(47:6)]_FA18:3,798.7,503.4,798.7 -> 503.4
[TG(48:3)]_FA18:3,818.7,523.4,818.7 -> 523.4
[TG(48:4)]_FA18:3,816.7,521.4,816.7 -> 521.4
[TG(48:5)]_FA18:3,814.7,519.4,814.7 -> 519.4
[TG(48:6)]_FA18:3,812.7,517.4,812.7 -> 517.4
[TG(49:3)]_FA18:3,832.7,537.4,832.7 -> 537.4
[TG(49:4)]_FA18:3,830.7,535.4,830.7 -> 535.4
[TG(49:5)]_FA18:3,828.7,533.4,828.7 -> 533.4
[TG(49:6)]_FA18:3,826.7,531.4,826.7 -> 531.4
[TG(50:3)]_FA18:3,846.8,551.5,846.8 -> 551.5
[TG(50:4)]_FA18:3,844.7,549.4,844.7 -> 549.4
[TG(50:6)]_FA18:3,840.7,545.4,840.7 -> 545.4
[TG(51:4)]_FA18:3,858.8,563.5,858.8 -> 563.5
[TG(51:5)]_FA18:3,856.7,561.4,856.7 -> 561.4
[TG(51:6)]_FA18:3,854.7,559.4,854.7 -> 559.4
"[TG(52:10),TG(51:3)]_FA18:3",860.8,565.5,860.8 -> 565.5
[TG(52:4)]_FA18:3,872.8,577.5,872.8 -> 577.5
[TG(52:6)]_FA18:3,868.7,573.4,868.7 -> 573.4
[TG(53:6)]_FA18:3,882.8,587.5,882.8 -> 587.5
"[TG(54:12),TG(53:5)]_FA18:3",884.8,589.5,884.8 -> 589.5
"[TG(56:10),TG(55:3)]_FA18:3",916.8,621.5,916.8 -> 621.5
"[TG(56:11),TG(55:4)]_FA18:3",914.8,619.5,914.8 -> 619.5
"[TG(56:12),TG(55:5)]_FA18:3",912.8,617.5,912.8 -> 617.5
"[TG(56:13),TG(55:6)]_FA18:3",910.8,615.5,910.8 -> 615.5
[TG(56:6)]_FA18:3,924.8,629.5,924.8 -> 629.5
"[TG(57:10),TG(56:3)]_FA18:3",930.8,635.5,930.8 -> 635.5
"[TG(57:11),TG(56:4)]_FA18:3",928.8,633.5,928.8 -> 633.5
"[TG(57:12),TG(56:5)]_FA18:3",926.8,631.5,926.8 -> 631.5
"[TG(58:10),TG(57:3)]_FA18:3",944.9,649.6,944.9 -> 649.6
"[TG(58:11),TG(57:4)]_FA18:3",942.8,647.5,942.8 -> 647.5
"[TG(58:12),TG(57:5)]_FA18:3",940.8,645.5,940.8 -> 645.5
"[TG(58:13),TG(57:6)]_FA18:3",938.8,643.5,938.8 -> 643.5
"[TG(59:10),TG(58:3)]_FA18:3",958.9,663.6,958.9 -> 663.6
"[TG(59:11),TG(58:4)]_FA18:3",956.9,661.6,956.9 -> 661.6
"[TG(59:12),TG(58:5)]_FA18:3",954.8,659.5,954.8 -> 659.5
"[TG(59:13),TG(58:6)]_FA18:3",952.8,657.5,952.8 -> 657.5
"[TG(60:10),TG(59:3)]_FA18:3",972.9,677.6,972.9 -> 677.6
"[TG(60:11),TG(59:4)]_FA18:3",970.9,675.6,970.9 -> 675.6
"[TG(60:12),TG(59:5)]_FA18:3",968.9,673.6,968.9 -> 673.6
"[TG(60:13),TG(59:6)]_FA18:3",966.8,671.5,966.8 -> 671.5
"[TG(61:10),TG(60:3)]_FA18:3",986.9,691.6,986.9 -> 691.6
"[TG(61:11),TG(60:4)]_FA18:3",984.9,689.6,984.9 -> 689.6
"[TG(61:12),TG(60:5)]_FA18:3",982.9,687.6,982.9 -> 687.6
"[TG(61:13),TG(60:6)]_FA18:3",980.9,685.6,980.9 -> 685.6
"[TG(62:10),TG(61:3)]_FA18:3",1000.9,705.6,1000.9 -> 705.6
"[TG(62:11),TG(61:4)]_FA18:3",998.9,703.6,998.9 -> 703.6
"[TG(62:12),TG(61:5)]_FA18:3",996.9,701.6,996.9 -> 701.6
"[TG(62:13),TG(61:6)]_FA18:3",994.9,699.6,994.9 -> 699.6
"[TG(63:11),TG(62:4)]_FA18:3",1012.9,717.6,1012.9 -> 717.6
"[TG(63:12),TG(62:5)]_FA18:3",1010.9,715.6,1010.9 -> 715.6
"[TG(63:13),TG(62:6)]_FA18:3",1008.9,713.6,1008.9 -> 713.6
"[TG(64:10),TG(63:3)]_FA18:3",1029.0,733.7,1029.0 -> 733.7
"[TG(64:11),TG(63:4)]_FA18:3",1026.9,731.6,1026.9 -> 731.6
"[TG(64:12),TG(63:5)]_FA18:3",1024.9,729.6,1024.9 -> 729.6
"[TG(64:13),TG(63:6)]_FA18:3",1022.9,727.6,1022.9 -> 727.6
"[TG(64:17),TG(63:10),TG(62:3)]_FA18:3",1014.9,719.6,1014.9 -> 719.6
[TG(64:6)]_FA18:3,1036.9,741.6,1036.9 -> 741.6
"[TG(65:12),TG(64:5)]_FA18:3",1038.9,743.6,1038.9 -> 743.6
"[TG(66:10),TG(65:3)]_FA18:3",1057.0,761.7,1057.0 -> 761.7
"[TG(66:11),TG(65:4)]_FA18:3",1055.0,759.7,1055.0 -> 759.7
"[TG(66:12),TG(65:5)]_FA18:3",1053.0,757.7,1053.0 -> 757.7
"[TG(66:13),TG(65:6)]_FA18:3",1050.9,755.6,1050.9 -> 755.6
"[TG(66:17),TG(65:10),TG(64:3)]_FA18:3",1043.0,747.7,1043.0 -> 747.7
"[TG(66:18),TG(65:11),TG(64:4)]_FA18:3",1041.0,745.7,1041.0 -> 745.7
[TG(66:3)]_FA18:3,1071.0,775.7,1071.0 -> 775.7
[TG(66:4)]_FA18:3,1069.0,773.7,1069.0 -> 773.7
[TG(66:5)]_FA18:3,1067.0,771.7,1067.0 -> 771.7
[TG(66:6)]_FA18:3,1065.0,769.7,1065.0 -> 769.7
[TG(66:7)]_FA18:3,1062.9,767.6,1062.9 -> 767.6
[TG(50:5)]_FA18:3,842.7,547.4,842.7 -> 547.4
[TG(52:5)]_FA18:3,870.8,575.5,870.8 -> 575.5
"[TG(53:10),TG(52:3)]_FA18:3",874.8,579.5,874.8 -> 579.5
"[TG(54:10),TG(53:3)]_FA18:3",888.8,593.5,888.8 -> 593.5
"[TG(54:11),TG(53:4)]_FA18:3",886.8,591.5,886.8 -> 591.5
[TG(54:5)]_FA18:3,898.8,603.5,898.8 -> 603.5
[TG(54:6)]_FA18:3,896.8,601.5,896.8 -> 601.5
"[TG(54:8),TG(53:1)]_FA18:3",892.8,597.5,892.8 -> 597.5
"[TG(54:9),TG(53:2)]_FA18:3",890.8,595.5,890.8 -> 595.5
"[TG(55:10),TG(54:3)]_FA18:3",902.8,607.5,902.8 -> 607.5
"[TG(55:11),TG(54:4)]_FA18:3",900.8,605.5,900.8 -> 605.5
"[TG(55:8),TG(54:1)]_FA18:3",906.8,611.5,906.8 -> 611.5
"[TG(55:9),TG(54:2)]_FA18:3",904.8,609.5,904.8 -> 609.5
"[TG(56:9),TG(55:2)]_FA18:3",918.8,623.5,918.8 -> 623.5
"[TG(58:7),TG(57:0)]_FA18:3",950.9,655.6,950.9 -> 655.6
"[TG(52:10),TG(51:3)]_FA20:4",860.8,539.5,860.8 -> 539.5
"[TG(56:10),TG(55:3)]_FA20:4",916.8,595.5,916.8 -> 595.5
"[TG(57:10),TG(56:3)]_FA20:4",930.8,609.5,930.8 -> 609.5
"[TG(58:10),TG(57:3)]_FA20:4",944.9,623.6,944.9 -> 623.6
"[TG(59:10),TG(58:3)]_FA20:4",958.9,637.6,958.9 -> 637.6
"[TG(60:10),TG(59:3)]_FA20:4",972.9,651.6,972.9 -> 651.6
"[TG(61:10),TG(60:3)]_FA20:4",986.9,665.6,986.9 -> 665.6
"[TG(62:10),TG(61:3)]_FA20:4",1000.9,679.6,1000.9 -> 679.6
"[TG(64:10),TG(63:3)]_FA20:4",1029.0,707.7,1029.0 -> 707.7
"[TG(64:17),TG(63:10),TG(62:3)]_FA20:4",1014.9,693.6,1014.9 -> 693.6
"[TG(66:10),TG(65:3)]_FA20:4",1057.0,735.7,1057.0 -> 735.7
"[TG(66:17),TG(65:10),TG(64:3)]_FA20:4",1043.0,721.7,1043.0 -> 721.7
"[TG(50:9),TG(49:2)]_FA20:4",834.8,513.5,834.8 -> 513.5
"[TG(51:9),TG(50:2)]_FA20:4",848.8,527.5,848.8 -> 527.5
"[TG(52:9),TG(51:2)]_FA20:4",862.8,541.5,862.8 -> 541.5
"[TG(53:9),TG(52:2)]_FA20:4",876.8,555.5,876.8 -> 555.5
"[TG(57:9),TG(56:2)]_FA20:4",932.9,611.6,932.9 -> 611.6
"[TG(58:9),TG(57:2)]_FA20:4",946.9,625.6,946.9 -> 625.6
"[TG(59:9),TG(58:2)]_FA20:4",960.9,639.6,960.9 -> 639.6
"[TG(60:9),TG(59:2)]_FA20:4",974.9,653.6,974.9 -> 653.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA20:4",988.9,667.6,988.9 -> 667.6
"[TG(62:9),TG(61:2)]_FA20:4",1002.9,681.6,1002.9 -> 681.6
"[TG(64:16),TG(63:9),TG(62:2)]_FA20:4",1017.0,695.7,1017.0 -> 695.7
"[TG(64:9),TG(63:2)]_FA20:4",1031.0,709.7,1031.0 -> 709.7
"[TG(66:16),TG(65:9),TG(64:2)]_FA20:4",1045.0,723.7,1045.0 -> 723.7
