lipid,type,DOD73-5xFAD-M2liver,FAD173-5xFAD-M1liver,blank_033123,logFC,logCPM,LR,PValue,FDR
1-O-cerotoyl-Cer(d18:1/18:0),Cer,16180.161041259766,29125.741970062256,7564.720527648926,-0.8979544201338882,7.8776605626218865,1.905669909340656,0.1674450464627441,0.9998637537531944
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,11178.260723114014,11770.480796813965,8472.50059890747,-0.12436772649681839,7.2580970046269195,0.037113753352201184,0.8472336311104014,0.9998637537531944
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,128046.36904907228,214795.79314422607,8005.880531311035,-0.79619048474076215,10.465834875649803,1.5038126995455579,0.22008564652035784,0.9998637537531944
1-O-myristoyl-Cer(d18:1/16:0),Cer,11886.22095489502,12056.160987854004,12314.460899353027,-0.07037142181395449,7.534392169256498,0.011885534944010309,0.9131859922468147,0.9998637537531944
1-O-palmitoyl-Cer(d18:1/16:0),Cer,10560.500732421877,11511.2407913208,10434.58071899414,-0.17425457509853898,7.359010937358041,0.07283561496972346,0.7872520031843131,0.9998637537531944
1-O-stearoyl-Cer(d18:1/16:0),Cer,12832.000988006592,12726.080932617188,11821.82080078125,-0.03793341469716899,7.5552139450804106,0.0034540026735134792,0.9531346953316481,0.9998637537531944
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,135550.37031173706,214653.89820480347,8560.020622253418,-0.713074503664548,10.498663417067444,1.2091889388248003,0.2714928099849456,0.9998637537531944
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,5155.200401306152,4959.780361175537,4343.480308532715,0.0058602953678722714,6.169024322432616,8.234303983893918e-5,0.9927598502456478,0.9998637537531944
14:0 Cholesteryl ester,CE,138263.32962036133,126091.4090270996,123091.90844726562,0.08305668587272898,10.929650736480822,0.01656831022958105,0.8975808328209209,0.9998637537531944
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,CE,433084.33026123047,360613.8235473633,330769.78497314453,0.21430138185819358,12.442577851721882,0.11022023079404027,0.7398935453913353,0.9998637537531944
15:0 Cholesteryl ester,CE,500697.69384765625,403107.68908691406,379115.02587890625,0.26288261090833687,12.633902404890971,0.16578122177978566,0.6838887137400387,0.9998637537531944
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,CE,535552.8375244141,444289.9498291016,403975.4073486328,0.21963553364737629,12.739705497616303,0.11577066412431058,0.7336676016210935,0.9998637537531944
15:1 Cholesteryl ester,CE,508496.5587158203,401359.5675048828,368784.46643066406,0.2914508155688411,12.621751528507291,0.2037065532768013,0.6517455116209675,0.9998637537531944
16:0 Campesteryl ester | 17:0 Cholesteryl ester,CE,199009.5545654297,210059.57421875,184656.43280029297,-0.1278525643007161,11.539765754310945,0.03925338819745648,0.8429475169510222,0.9998637537531944
"16:2 Cholesteryl ester, zymosteryl palmitoleate",CE,540818.5389404297,451788.1934814453,407136.2296142578,0.20960616417532582,12.755183289050903,0.10544813075257493,0.7453871081074592,0.9998637537531944
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",CE,294205.46014404297,399530.48626708984,180045.8325805664,-0.49137316817389126,11.99070017679924,0.577222775979549,0.44740296763749654,0.9998637537531944
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",CE,294389.98150634766,393576.3296508789,181603.4130859375,-0.4688064876086784,11.98658516242659,0.5256470240927578,0.46844271237343255,0.9998637537531944
17:1 Cholesteryl ester; 16:1 Campesteryl ester,CE,195411.3134765625,203038.95428466797,184101.59344482425,-0.10513428089170453,11.51724020658288,0.02654559130288832,0.8705749841425515,0.9998637537531944
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",CE,280052.52032470703,394342.8669433594,183293.6929931641,-0.5436447018917704,11.97234391405965,0.7058064898010521,0.40083948066940556,0.9998637537531944
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",CE,288172.8215332031,387639.5881958008,178416.7725830078,-0.4776732365037784,11.960978279482802,0.5456275926774482,0.4601097816241923,0.9998637537531944
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",CE,818257.29541015625,754986.5549316406,659491.00732421875,0.06621178428196059,13.434089343431948,0.010530477186066334,0.9182660663659699,0.9998637537531944
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",CE,744249.513671875,683648.27001953125,593079.9626464844,0.0726402836867987,13.288368017685045,0.01267430626777171,0.910363366321185,0.9998637537531944
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",CE,526446.7568359375,500443.7147216797,414314.4288330078,0.023187994424588278,12.794769548033841,0.00129161891784075,0.9713309186013965,0.9998637537531944
20:5 Cholesteryl ester,CE,265705.45834350586,271957.861907959,168557.25271606445,-0.08344703215681941,11.715863375976024,0.01672501495522294,0.8971003089023465,0.9998637537531944
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",CE,199579.47518920896,261169.54040527344,109438.70770263672,-0.43791481290578216,11.359360018794325,0.4589036655163411,0.4981367927036808,0.9998637537531944
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",CE,205946.43334960935,263308.8188018799,115260.68829345705,-0.4043782525854766,11.400648996857958,0.3915271432269991,0.5314977608905295,0.9998637537531944
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",CE,760286.1535644531,756955.7144775391,574971.3216552734,-0.043558183568715075,13.319948717646449,0.004557622897127766,0.9461755669301799,0.9998637537531944
22:5 Cholesteryl ester,CE,833841.4395751953,820390.6998291016,641116.5880126953,-0.026429871272189168,13.458140796828983,0.001678030432222144,0.9673247791545916,0.9998637537531944
22:6 Cholesteryl ester,CE,839506.53857421875,822591.9149169922,646255.2060546875,-0.0205271372247938,13.466927875203197,0.0010122059767714486,0.9746194371363042,0.9998637537531944
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",CE,824907.5374908447,543776.3345565796,528169.9987487793,0.5513271199285439,13.179298627877234,0.7257853273391418,0.39425274866184307,0.9998637537531944
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",CAR,205186.65600585935,252873.6591796875,242191.39892578125,-0.3513714362310392,11.81313794537336,0.29584544662064705,0.5864987520816303,0.9998637537531944
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",CAR,1152357.54296875,1485295.001953125,1345145.1572265625,-0.4160528513979653,14.313338256631644,0.41439592826644045,0.5197466963580294,0.9998637537531944
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",CAR,331735.22265625,403509.2646484375,439075.671875,-0.3324612729197577,12.58591942495306,0.26493108953354677,0.6067524898687237,0.9998637537531944
C12:0,FA,25020.86181640625,21423.401489257812,17639.9813079834,0.17405099616049138,8.290481272597026,0.07269901803656362,0.7874467999147177,0.9998637537531944
C12:1,FA,33992.34246826172,34995.642578125,31020.40203857422,-0.09185693092297323,8.969125065879801,0.020260461089973703,0.8868120478932604,0.9998637537531944
C14:1,FA,319819.1005859375,307396.82080078125,283582.53955078125,0.007262045201342178,12.156809627203117,1.2668486943872464e-4,0.9910196499439232,0.9998637537531944
C18:0,FA,74532.825439453125,56996.963623046875,49152.943603515625,0.3370983076487911,9.781714425087687,0.2723226609214817,0.6017779502917493,0.9998637537531944
C19:0,FA,107847.40795898438,82008.185302734375,69740.764892578125,0.3452593283600652,10.30098208868965,0.2856493224390162,0.5930221321097686,0.9998637537531944
C20:0,FA,51124.02349853515,102983.40768051147,120349.2088508606,-1.060228224644844,10.5514787293886,2.6413324169594867,0.10411619045842638,0.9998637537531944
C20:1,FA,50567.26362609863,61857.70422363281,51022.68365478515,-0.3406404857198806,9.68095227484589,0.2780558240836935,0.5979783389387853,0.9998637537531944
C22:0,FA,69413.66516113281,61859.204833984375,53336.70373535156,0.11633934552674835,9.831071209314253,0.03250065823242893,0.8569332354669199,0.9998637537531944
C22:1,FA,30213.10223388672,28434.64196777344,27585.261749267574,0.037632685624520976,8.764386892548027,0.0034009106810799494,0.9534958656931495,0.9998637537531944
C22:4,FA,40848.32287597656,33471.282344818115,28216.942092895508,0.23746025907370713,8.968151884679912,0.1352692339514646,0.7130300796427806,0.9998637537531944
C24:0,FA,16464.14109802246,14924.441024780272,12405.920883178713,0.09175767521007801,7.749895548931022,0.02020987330470181,0.8869524935809411,0.9998637537531944
C24:1,FA,14847.381103515623,14172.481079101562,11799.260879516602,0.01722415004348982,7.654641725437743,7.122024329831112e-4,0.9787092853428528,0.9998637537531944
C24:5,FA,21285.121643066406,21450.941497802734,19137.76153564453,-0.06108702224790898,8.275414522867024,0.00895961323781691,0.9245886767116376,0.9998637537531944
C24:6,FA,25008.501586914062,22417.721557617188,20755.041564941406,0.1078864774744287,8.409760486473582,0.027943171202648616,0.8672424962900901,0.9998637537531944
C26:0,FA,8593.300605773926,9203.220657348633,7964.340629577637,-0.14881578679114132,7.011637594445961,0.05311940944679811,0.817721535096776,0.9998637537531944
C26:1,FA,14668.400955200195,12539.700859069824,12916.5209274292,0.17631493745875296,7.662055616298566,0.07457925680939408,0.7847824731536813,0.9998637537531944
C28:0,FA,9509.200622558594,9930.70068359375,7490.180568695068,-0.11246154209445738,7.0442239377284475,0.030344910189245258,0.8617099317479199,0.9998637537531944
C34:0,FA,4688.840328216553,4569.480339050293,4113.740310668945,-0.012690358773642652,6.063674280025338,3.8606267543413793e-4,0.9843237916828825,0.9998637537531944
"Cer(d14:2(4E,6E)/16:0)",Cer,9602.800636291504,10919.260772705078,9271.50066757202,-0.235236463079839,7.223856105846306,0.13265965955768078,0.7156901958022225,0.9998637537531944
"Cer(d14:2(4E,6E)/18:1(9Z))",Cer,8877.34058380127,8823.32063293457,9305.580654144287,-0.0410852873839082,7.114139898756945,0.004050447973805937,0.9492543886987543,0.9998637537531944
"Cer(d14:2(4E,6E)/20:1(11Z))",Cer,9588.000774383543,10126.280773162842,7719.740535736084,-0.12869233672397143,7.074364597465451,0.039733348220766906,0.842002848901847,0.9998637537531944
Cer(d18:0/14:0),Cer,25765.101806640625,28044.021850585938,34274.90231323242,-0.1721658324234433,8.862947438797784,0.07113784729771203,0.7896872237549729,0.9998637537531944
Cer(d18:0/16:0),Cer,58309.224060058594,58613.80438232422,56594.28405761719,-0.05740802057199418,9.779767151603643,0.007915263081499369,0.9291075288747213,0.9998637537531944
Cer(d18:0/18:0),Cer,24366.841735839844,24749.58187866211,23245.48162841797,-0.0723762556462974,8.513224566262316,0.012577551057061879,0.9107047257329436,0.9998637537531944
Cer(d18:0/20:0),Cer,26695.201568603516,25847.02197265625,25149.04183959961,-0.0033094160739448974,8.617867948369986,2.6300451004117687e-5,0.9959081495205597,0.9998637537531944
Cer(d18:0/22:0),Cer,27776.181610107426,26645.24203491211,26890.841842651367,0.01007848216004435,8.690439460565033,2.4392447315481653e-4,0.9875390804038461,0.9998637537531944
Cer(d18:0/24:0),Cer,73688.32458496094,71716.94543457031,66752.744384765625,-0.010769778863427493,10.058186519827856,2.7859638563910814e-4,0.9866829621137686,0.9998637537531944
Cer(d18:0/26:0),Cer,37811.342834472656,39170.762634277344,39880.14288330078,-0.10084955335858402,9.22452368386598,0.02442142723496884,0.8758173920957134,0.9998637537531944
Cer(d18:0/h24:0),Cer,66100.90417480469,69527.86511230469,64089.364990234375,-0.12281282775791448,9.977747055635737,0.03621722549359241,0.8490675985407226,0.9998637537531944
Cer(d18:0/h26:0),Cer,37228.58270263672,36693.84274291992,34637.642333984375,-0.029018998724987793,9.096043394713986,0.002022387849942575,0.9641304507142003,0.9998637537531944
Cer(d18:1/12:0),Cer,13702.380935668943,13408.780952453611,15483.62117767334,-0.01864309011866454,7.789725800030215,8.343396782668975e-4,0.9769563578619869,0.9998637537531944
Cer(d18:1/16:0),Cer,27773.801971435547,27179.24188232422,24165.481903076172,-0.018672243213578812,8.626016908185912,8.372545594770834e-4,0.9769161510938187,0.9998637537531944
Cer(d18:1/18:0),Cer,19111.721336364742,19596.841384887695,18644.50131225586,-0.08605456829524667,8.181740805640915,0.017778159265730425,0.893928635422547,0.9998637537531944
Cer(d18:1/18:1(9Z)),Cer,17384.681106567383,20001.001373291016,21342.34144592285,-0.252145433889305,8.253957656882664,0.15245635846678796,0.6961989398012808,0.9998637537531944
Cer(d18:1/2:0),Cer,21931.72166442871,19716.681427001953,21352.521453857426,0.10370977218935466,8.330003203047387,0.02582046301544173,0.8723395586762558,0.9998637537531944
Cer(d18:1/20:0),Cer,17296.36116027832,17804.761199951172,14843.461082458496,-0.09168556991306881,7.95444530596393,0.020179474583524204,0.8870369751109195,0.9998637537531944
Cer(d18:1/22:0),Cer,16935.281127929688,16519.141174316406,15124.901023864746,-0.013998434149188044,7.928263044753075,4.704638282122531e-4,0.9826950986314306,0.9998637537531944
Cer(d18:1/24:0),Cer,19778.12139892578,18586.801300048828,19052.441299438477,0.03973477161818177,8.189434425678146,0.003790782028081807,0.9509058040858375,0.9998637537531944
Cer(d18:1/24:1(15Z)),Cer,28354.101760864258,21262.68145751953,21510.981506347656,0.3653398849546936,8.46759072140694,0.3196583535235014,0.5718130343257077,0.9998637537531944
Cer(d18:1/26:0),Cer,18196.42124938965,18058.881301879883,16276.341278076172,-0.038945278362818574,8.039715455062998,0.00364153904366038,0.9518807303053778,0.9998637537531944
Cer(d18:1/26:1(17Z)),Cer,16077.50112915039,16897.74136352539,16716.82127380371,-0.12167794771575731,7.986189415074097,0.03553534611182396,0.8504782784224664,0.9998637537531944
Cer(d18:2/14:0),Cer,15502.421157836914,15743.501052856443,16997.241119384766,-0.07215397853205864,7.958789732717037,0.012497600669685305,0.9109878009882829,0.9998637537531944
Cer(d18:2/16:0),Cer,17949.241333007812,19259.9412689209,18278.96141052246,-0.15157104011176525,8.138622121361541,0.05513499416304962,0.8143574321212276,0.9998637537531944
Cer(d18:2/18:1),Cer,12146.300811767578,12970.120922088625,13146.380958557129,-0.14456502998597104,7.616241220084249,0.0501453234399549,0.8228105928818685,0.9998637537531944
Cer(d18:2/20:0),Cer,14261.48104095459,14324.70100402832,13117.260932922363,-0.05627244175292346,7.711476921966417,0.007601341294027626,0.9305239285663652,0.9998637537531944
Cer(d18:2/20:1),Cer,14096.920989990234,13553.040939331057,13394.800971984863,0.006871613274815382,7.699920544167695,1.133530260997162e-4,0.9915052927583218,0.9998637537531944
Cer(d18:2/22:0),Cer,14229.121101379396,17116.921173095703,15907.60107421875,-0.3164654753620594,7.914690150078374,0.2399580559958805,0.6242364105733668,0.9998637537531944
CerP(d18:0/16:0),Cer,29477.281829833984,32541.78221130371,26563.80172729492,-0.19258065785530734,8.784276586426785,0.08899962457871435,0.765452798710631,0.9998637537531944
CerP(d18:1/12:0),Cer,19749.761505126953,21084.80142211914,20952.40155029297,-0.14425896582965708,8.303203051026609,0.04994814848306728,0.8231535238049861,0.9998637537531944
CerP(d18:1/14:0),Cer,19182.301193237305,20409.78131866455,20893.04148864746,-0.13937568882856108,8.278621558666396,0.04662441353746389,0.8290447512637519,0.9998637537531944
CerP(d18:1/16:0),Cer,17799.581329345703,19349.54133605957,15753.34090423584,-0.1703465118915266,8.038410079748159,0.06963193706198058,0.7918734346572001,0.9998637537531944
CerP(d18:1/18:0),Cer,23757.74183654785,22108.86154937744,20610.481567382812,0.053880817730308984,8.37913365192369,0.006970759750086067,0.9334610730415254,0.9998637537531944
CerP(d18:1/2:0),Cer,15343.361145019531,15966.461120605469,16669.761123657227,-0.10732082062335088,7.946291104304614,0.027645201367101697,0.867945684439913,0.9998637537531944
CerP(d18:1/20:0),Cer,16581.30125427246,15948.661239624023,14859.201187133787,0.006230035964091857,7.894590536439213,9.318426226231109e-5,0.9922979807053722,0.9998637537531944
CerP(d18:1/22:0),Cer,14392.100997924805,14596.760955810549,14475.72101211548,-0.07026214494617926,7.789499634569959,0.01185032449172866,0.9133141713470897,0.9998637537531944
CerP(d18:1/24:0),Cer,13356.400939941406,11995.020820617676,12996.960968017578,0.10520260293952038,7.613817145478227,0.02656101186237447,0.8705377291087921,0.9998637537531944
CerP(d18:1/24:1(15Z)),Cer,12847.321006774902,12037.880805969238,13508.460983276367,0.04399378051760536,7.628383337712777,0.004645663891668024,0.9456589789761021,0.9998637537531944
CerP(d18:1/26:0),Cer,12391.88079071045,11819.060813903809,12423.440826416016,0.018387736703871314,7.5484324025741305,8.115707095300005e-4,0.9772728748499303,0.9998637537531944
CerP(d18:1/26:1(17Z)),Cer,9543.900772094728,11006.44073486328,12318.38074874878,-0.25558516902616396,7.427540361515757,0.15657222112965385,0.6923321998721551,0.9998637537531944
CerP(d18:1/8:0),Cer,18648.121353149418,17498.721237182617,19342.061233520508,0.041888646461755545,8.156527460661795,0.0042127433609771,0.9482491222839396,0.9998637537531944
cis-5-Tetradecenoylcarnitine,CAR,241243.6572265625,280062.6591796875,265952.77783203125,-0.26515028918329414,11.973892031288068,0.16864701431630125,0.6813170586213712,0.9998637537531944
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",CAR,198197.03442382812,243164.9384765625,227832.07470703125,-0.3448914255931094,11.742400221315302,0.2850592245331031,0.593404233067524,0.9998637537531944
Hexacosanoyl carnitine,CAR,245311.81958007812,286135.7590332031,275635.298828125,-0.27197471690610403,12.01341146846526,0.17742714014651512,0.6735937030776558,0.9998637537531944
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",CAR,2037788.001953125,2639114.6796875,2416375.392578125,-0.4229418554416167,15.148883821258453,0.4281848943963321,0.5128809395342252,0.9998637537531944
Lyso_PC(10:0),PC,19962.14157104492,18974.941314697266,17899.281219482422,0.023279092083895166,8.158117338140483,0.0013011631228292094,0.9712252365960135,0.9998637537531944
Lyso_PC(11:0),PC,21339.781448364258,25611.74185180664,19201.221221923828,-0.31314979575886887,8.353968041305604,0.23501444392925797,0.6278303657260353,0.9998637537531944
Lyso_PC(12:0),PC,23621.941802978516,20389.88153076172,21712.861572265625,0.1623812637827952,8.382386326246879,0.06328072527936217,0.8013838046363067,0.9998637537531944
Lyso_PC(13:0),PC,20468.14141845703,19763.56137084961,18185.361267089844,6.453485950739567e-4,8.194185214326533,9.999984627029335e-7,0.9992021161854706,0.9998637537531944
Lyso_PC(14:0),PC,131255.22900390625,131161.4501953125,132101.80834960938,-0.0488606150705808,10.973278512805788,0.005734372720308301,0.9396373759106508,0.9998637537531944
Lyso_PC(14:1),PC,139203.35034179688,133745.08935546875,128255.22998046876,0.007816193316967087,10.982295947564111,1.467507133838808e-4,0.9903346062742908,0.9998637537531944
Lyso_PC(15:0),PC,19813.6014251709,20956.341522216797,19342.761352539062,-0.13078660243765516,8.246471919004135,0.04105746726383943,0.8394270358926864,0.9998637537531944
Lyso_PC(15:1),PC,20139.76153564453,20368.30155944824,20881.721405029297,-0.06617040958196874,8.294575663001073,0.010512416019898775,0.9183359432392161,0.9998637537531944
Lyso_PC(16:0),PC,26650.501983642574,23065.50161743164,21773.44158935547,0.1585332815315687,8.478032533078043,0.060321662843329626,0.8059882597611898,0.9998637537531944
Lyso_PC(16:1),PC,25564.14196777344,23116.961486816406,21299.52133178711,0.09527743183291852,8.447351811791114,0.021794587527127478,0.8826348564535521,0.9998637537531944
Lyso_PC(17:0),PC,21431.72152709961,19691.641189575195,18767.161376953125,0.07227205202922826,8.231837366778876,0.012540391020834676,0.9108361822553007,0.9998637537531944
Lyso_PC(17:1),PC,25272.70178222656,24875.4619140625,23212.901580810547,-0.027035062316070224,8.528019249645748,0.0017550976367246562,0.9665832908374907,0.9998637537531944
Lyso_PC(17:2),PC,25695.401962280273,24477.24200439453,21710.721618652344,0.020177280844359394,8.484064170945382,9.776302147037263e-4,0.9750565449014572,0.9998637537531944
Lyso_PC(18:0),PC,52872.14392089844,53228.84371948242,21249.70135498047,-0.05959204352690646,9.167031299354656,0.008528785603171052,0.9264188320758733,0.9998637537531944
Lyso_PC(18:3),PC,32530.402404785156,31206.941925048828,18658.28141784668,0.010029821911262872,8.603052124240259,2.41587372383556e-4,0.9875989148301823,0.9998637537531944
Lyso_PC(18:4),PC,22561.64157104492,23496.501586914062,16756.441131591797,-0.1084650403706162,8.254321429509384,0.028243293095100954,0.866538114534587,0.9998637537531944
Lyso_PC(19:0),PC,49672.203521728516,45588.48306274414,24328.08187866211,0.07387730236541419,9.115485155495382,0.01310710967710544,0.9088523171211321,0.9998637537531944
Lyso_PC(19:1),PC,52425.963928222656,55890.76412963867,24533.38180541992,-0.14221983818672695,9.248116111951083,0.04856101145285763,0.8255864097667411,0.9998637537531944
Lyso_PC(19:3),PC,58357.58477783203,63127.04406738281,30152.38220214844,-0.16322943419096766,9.454448998123297,0.0639612584955147,0.8003411375283395,0.9998637537531944
Lyso_PC(2:0),PC,12475.520935058594,12127.560859680176,13208.980911254885,-0.009081061933377498,7.6041547211036775,1.979479348151967e-4,0.988774615613967,0.9998637537531944
Lyso_PC(20:0),PC,32218.5419921875,32886.921966552734,24404.80177307129,-0.07951422682337192,8.77114071647178,0.015181904071819297,0.901936951114342,0.9998637537531944
Lyso_PC(20:1),PC,25040.941680908203,27486.36199951172,20985.581451416016,-0.184317921931625,8.500685022438844,0.08152681326930476,0.7752388853039264,0.9998637537531944
Lyso_PC(20:2),PC,29035.641876220703,26787.82192993164,21963.86134338379,0.06635548120738721,8.577818198663069,0.01057268002768338,0.9181030234203358,0.9998637537531944
Lyso_PC(20:4),PC,23111.541442871097,23873.36181640625,21046.021438598633,-0.09667945543293945,8.412493056901994,0.02244030611292993,0.8809217085641373,0.9998637537531944
Lyso_PC(20:5),PC,24796.2216796875,26959.661712646484,23286.021774291992,-0.17057291987002285,8.555283387258756,0.06982733767603135,0.791588342152192,0.9998637537531944
Lyso_PC(21:0),PC,57649.34307861328,51277.444244384766,42778.32290649414,0.11908767572188053,9.540803802868052,0.034052870865626396,0.8535944003199081,0.9998637537531944
Lyso_PC(22:0),PC,86843.1865234375,86064.646484375,83234.085693359375,-0.03689981501239764,10.34033959020122,0.0032704591532660005,0.9543954941746012,0.9998637537531944
Lyso_PC(22:1),PC,83288.385498046875,87262.4072265625,80116.38586425781,-0.11713655277783015,10.304250452072294,0.032948613695523314,0.8559613747539807,0.9998637537531944
Lyso_PC(22:2),PC,84554.42517089844,81250.92663574219,81952.60583496094,0.007604169525605854,10.297872736111273,1.388907019277245e-4,0.9905969965660085,0.9998637537531944
Lyso_PC(22:4),PC,102477.68688964844,90868.22644042967,84242.265625,0.123569990632772,10.434200490888474,0.03666659098056783,0.8481454559535418,0.9998637537531944
Lyso_PC(22:6),PC,86873.925537109375,80763.60583496094,73656.364501953125,0.055325997154629984,10.234154209571125,0.007351948928334906,0.9316703161719341,0.9998637537531944
Lyso_PC(24:0),PC,38709.02261352539,37975.88287353515,36393.44250488281,-0.022305349151801664,9.157594415423096,0.0011948812390216983,0.9724249726970609,0.9998637537531944
Lyso_PC(24:1),PC,34900.502502441406,36785.822692871094,37274.92248535156,-0.1257933385419479,9.124456597958059,0.03799103800882708,0.8454611362988806,0.9998637537531944
Lyso_PC(3:0),PC,13361.121070861816,11257.680755615234,12706.040920257568,0.19723722623887927,7.575856303042007,0.09330755730454905,0.7600136543961649,0.9998637537531944
Lyso_PC(3:1),PC,14430.900970458984,14491.481048583984,13722.320892333984,-0.05593491050816207,7.750860847201718,0.007510491529534842,0.9309393142504069,0.9998637537531944
Lyso_PC(4:0),PC,26045.321899414062,27421.46173095703,26465.342041015625,-0.12417233212035979,8.66672429052526,0.03701510865018121,0.8474342892687757,0.9998637537531944
Lyso_PC(5:0),PC,50967.44329833984,50025.68341064453,48549.963439941406,-0.022984729944286426,9.563610616040064,0.0012688541511572118,0.971584580042977,0.9998637537531944
Lyso_PC(6:0),PC,20892.461486816406,19614.46127319336,20523.681518554688,0.04117265325684693,8.281853208309027,0.004070199396131726,0.9491309797233226,0.9998637537531944
Lyso_PC(7:0),PC,31397.142150878903,30037.86215209961,28356.3818359375,0.013959231897363743,8.818768557932511,4.679560054785527e-4,0.9827412752162553,0.9998637537531944
Lyso_PC(8:0),PC,12584.460891723633,13375.520797729492,13271.840942382812,-0.13784188881634274,7.647131126829008,0.045592537441547995,0.8309182004540653,0.9998637537531944
Lyso_PC(9:0),PC,16486.561141967773,16058.261123657228,17010.94107055664,-0.011916875763762139,7.988450688194258,3.409459763297207e-4,0.9852681201462157,0.9998637537531944
Lyso_PE(12:0) | PE (12:0),PE,28187.50212097168,28665.582061767574,28808.78225708008,-0.07415536094297429,8.771490454501697,0.013204137684738826,0.9085170465023775,0.9998637537531944
Lyso_PI(12:0) | PI (12:0),PI,14177.260864257812,16314.901275634766,14285.161010742188,-0.25250078414419713,7.819429738888797,0.15286787938524318,0.6958096381099746,0.9998637537531944
Lyso_PI(12:0) | PI (12:0)_2,PI,14395.081146240234,14901.80126953125,14379.001037597656,-0.09980160807305445,7.792867504178633,0.023906826098717478,0.8771222233090921,0.9998637537531944
Lyso_PI(13:0),PI,19612.361267089844,19089.06134033203,21017.38174438477,-0.01087464883107793,8.266003864491372,2.839439399499216e-4,0.9865557737830994,0.9998637537531944
