lipid,logFC,logCPM,LR,PValue,FDR,type,DOD73-5xFAD-M2liver_x,FAD131-5xFAD-M1liver_x,FAD131-5xFAD-M2liver_x,FAD131-5xFAD-M4liver_x,FAD173-5xFAD-M1liver_x,DOD73-5xFAD-M2liver_y,FAD131-5xFAD-M1liver_y,FAD131-5xFAD-M2liver_y,FAD131-5xFAD-M4liver_y,FAD173-5xFAD-M1liver_y,blank_033123
Lyso_PI(18:3) | PI (18:3),0,8.176263487654126,0,1,1,PI,22796.88165283203,20905.38134765625,22073.90151977539,24121.16149902344,24997.96182250977,22796.88165283203,20905.38134765625,22073.90151977539,24121.16149902344,24997.96182250977,19682.261322021484
Lyso_PI(18:3) | PI (18:3)_2,0,8.192075466506253,0,1,1,PI,22738.6015625,22256.561645507812,23158.04180908203,24932.52178955078,21686.30157470703,22738.6015625,22256.561645507812,23158.04180908203,24932.52178955078,21686.30157470703,22687.101684570312
Lyso_PI(18:4) | PI (18:4),0,7.55340351060886,0,1,1,PI,13703.76104736328,14894.421081542969,15292.181091308594,15703.061004638672,14176.401092529297,13703.76104736328,14894.421081542969,15292.181091308594,15703.061004638672,14176.401092529297,14545.301055908203
Lyso_PI(18:4) | PI (18:4)_2,0,7.41783011024629,0,1,1,PI,12807.640838623049,14244.440826416016,13338.060943603516,13285.281005859377,13269.840942382812,12807.640838623049,14244.440826416016,13338.060943603516,13285.281005859377,13269.840942382812,13668.701049804688
Lyso_PI(20:0) | PI (20:0),0,7.98204416207414,0,1,1,PI,19583.72131347656,19826.261260986328,17678.581268310547,20962.641540527344,20921.061645507812,19583.72131347656,19826.261260986328,17678.581268310547,20962.641540527344,20921.061645507812,19888.461334228516
Lyso_PI(20:0) | PI (20:0)_2,0,7.959733938474426,0,1,1,PI,21651.481506347656,18624.261260986328,17643.221405029297,20170.801513671875,18632.88146972656,21651.481506347656,18624.261260986328,17643.221405029297,20170.801513671875,18632.88146972656,21025.72149658203
Lyso_PI(20:1),0,8.432384201635593,0,1,1,PI,27118.94158935547,27002.342041015625,28105.261962890625,27457.202026367188,25342.50177001953,27118.94158935547,27002.342041015625,28105.261962890625,27457.202026367188,25342.50177001953,28077.942260742188
Lyso_PI(20:1)_2,0,8.363131908884924,0,1,1,PI,25413.70166015625,25527.281799316406,24737.94171142578,25196.101776123047,27671.122131347656,25413.70166015625,25527.281799316406,24737.94171142578,25196.101776123047,27671.122131347656,26843.382080078125
Lyso_PI(20:2) | PI (20:2),0,7.212694592478648,0,1,1,PI,10060.140655517578,12059.94090270996,10908.00067138672,12209.880767822266,13048.020736694336,10060.140655517578,12059.94090270996,10908.00067138672,12209.880767822266,13048.020736694336,11296.840850830078
Lyso_PI(20:2) | PI (20:2)_2,0,7.243887873713869,0,1,1,PI,11456.00082397461,11992.460723876951,13236.08090209961,11461.380874633787,11129.400802612305,11456.00082397461,11992.460723876951,13236.08090209961,11461.380874633787,11129.400802612305,12376.460845947266
Lyso_PI(20:3) | PI (20:3),0,7.151648865386271,0,1,1,PI,10678.300765991213,11999.700805664062,10471.880798339844,10986.380844116213,11755.620880126951,10678.300765991213,11999.700805664062,10471.880798339844,10986.380844116213,11755.620880126951,10874.480728149414
Lyso_PI(20:3) | PI (20:3)_2,0,7.124785605488343,0,1,1,PI,10157.700744628906,11502.520797729492,10116.52067565918,11093.340866088867,11220.920700073242,10157.700744628906,11502.520797729492,10116.52067565918,11093.340866088867,11220.920700073242,12087.660888671877
Lyso_PI(20:4) | PI (20:4),0,7.109402763145601,0,1,1,PI,10664.320770263672,11303.420852661133,9672.380752563477,11610.960861206057,10762.380676269531,10664.320770263672,11303.420852661133,9672.380752563477,11610.960861206057,10762.380676269531,10952.20068359375
Lyso_PI(20:4) | PI (20:4)_2,0,7.043367410869921,0,1,1,PI,9794.40069580078,10307.38069152832,9528.5806884765625,11118.680786132812,10959.340744018557,9794.40069580078,10307.38069152832,9528.5806884765625,11118.680786132812,10959.340744018557,10239.88070678711
Lyso_PI(20:5) | PI (20:5),0,7.669376763003212,0,1,1,PI,15815.821044921877,17607.681274414062,15544.461059570312,15107.321166992188,16373.60125732422,15815.821044921877,17607.681274414062,15544.461059570312,15107.321166992188,16373.60125732422,14888.56103515625
Lyso_PI(20:5) | PI (20:5)_2,0,7.537342568641018,0,1,1,PI,14054.141021728516,13921.881103515623,13429.060974121094,14850.280853271484,16199.14096069336,14054.141021728516,13921.881103515623,13429.060974121094,14850.280853271484,16199.14096069336,15139.541015625
Lyso_PI(21:0),0,10.63977334290189,0,1,1,PI,130346.2294921875,126703.009765625,119525.31005859376,123039.5087890625,124601.30908203124,130346.2294921875,126703.009765625,119525.31005859376,123039.5087890625,124601.30908203124,127841.1083984375
Lyso_PI(21:0)_2,0,10.582113910899372,0,1,1,PI,119963.40869140624,117681.62915039062,118738.01000976562,120671.74853515624,123065.3291015625,119963.40869140624,117681.62915039062,118738.01000976562,120671.74853515624,123065.3291015625,122093.12915039062
Lyso_PI(22:0) | PI (22:0),0,8.181815675335828,0,1,1,PI,23262.52178955078,24792.421630859375,22789.401428222656,21926.561462402344,21737.84164428711,23262.52178955078,24792.421630859375,22789.401428222656,21926.561462402344,21737.84164428711,21768.521606445312
Lyso_PI(22:0) | PI (22:0)_2,0,8.109438608597168,0,1,1,PI,22717.34161376953,21598.801483154297,20890.601440429688,21486.761474609375,22498.581787109375,22717.34161376953,21598.801483154297,20890.601440429688,21486.761474609375,22498.581787109375,19926.921508789062
Lyso_PI(22:1) | PI (22:1),0,7.907771910472962,0,1,1,PI,18328.4013671875,19243.581451416016,18055.281311035156,18447.161254882812,19524.04135131836,18328.4013671875,19243.581451416016,18055.281311035156,18447.161254882812,19524.04135131836,19898.761352539062
Lyso_PI(22:1) | PI (22:1)_2,0,7.864137685065522,0,1,1,PI,19929.241333007812,19166.40127563477,17855.161193847656,18379.84118652344,16798.201126098633,19929.241333007812,19166.40127563477,17855.161193847656,18379.84118652344,16798.201126098633,16878.98126220703
Lyso_PI(22:2) | PI (22:2),0,6.967386203404916,0,1,1,PI,8570.20053100586,9386.240585327148,10062.800796508787,9352.5406494140625,11251.600814819336,8570.20053100586,9386.240585327148,10062.800796508787,9352.5406494140625,11251.600814819336,10669.960754394531
Lyso_PI(22:2) | PI (22:2)_2,0,6.923003910404754,0,1,1,PI,9633.660675048828,9922.220687866213,9694.880714416504,9341.900680541992,8963.880554199219,9633.660675048828,9922.220687866213,9694.880714416504,9341.900680541992,8963.880554199219,9630.680648803713
Lyso_PI(22:4) | PI (22:4),0,7.091152042868916,0,1,1,PI,11791.500762939451,10050.240615844728,10205.260665893557,11269.280792236328,10371.200775146484,11791.500762939451,10050.240615844728,10205.260665893557,11269.280792236328,10371.200775146484,10181.20069885254
Lyso_PI(22:4) | PI (22:4)_2,0,7.047216773340708,0,1,1,PI,9209.7406005859375,11481.760757446287,9658.000686645508,11295.760818481443,10717.060653686523,9209.7406005859375,11481.760757446287,9658.000686645508,11295.760818481443,10717.060653686523,9344.00064086914
Lyso_PI(22:6) | PI (22:6),0,8.161507336745673,0,1,1,PI,23515.76156616211,21207.28143310547,21405.401428222656,23251.621643066406,22642.80145263672,23515.76156616211,21207.28143310547,21405.401428222656,23251.621643066406,22642.80145263672,22770.301635742188
Lyso_PI(22:6) | PI (22:6)_2,0,8.04228342049443,0,1,1,PI,20960.761596679688,19513.90133666992,20055.44140625,21338.62158203125,20848.16162109375,20960.761596679688,19513.90133666992,20055.44140625,21338.62158203125,20848.16162109375,21792.721557617188
Lyso_PS(12:0) | PS (12:0),0,8.445565591342966,0,1,1,PS,26967.2618560791,28125.842163085938,28853.542114257812,26541.52182006836,26048.62171936035,26967.2618560791,28125.842163085938,28853.542114257812,26541.52182006836,26048.62171936035,27973.182037353516
Lyso_PS(13:0) | PS (12:0),0,8.627856846955781,0,1,1,PS,29768.922119140625,31121.102081298828,31529.70217895508,32464.062255859375,30392.242248535156,29768.922119140625,31121.102081298828,31529.70217895508,32464.062255859375,30392.242248535156,30760.222076416016
Lyso_PS(14:1) | PS (14:1),0,11.819295694442573,0,1,1,PS,288447.541015625,278448.2626953125,285210.34033203125,284993.84033203125,279395.0400390625,288447.541015625,278448.2626953125,285210.34033203125,284993.84033203125,279395.0400390625,285195.84033203125
Lyso_PS(15:0) | PSo (16:0),0,10.972773706809114,0,1,1,PS,157555.990234375,150249.3505859375,160264.59155273438,161238.93139648438,159170.59155273438,157555.990234375,150249.3505859375,160264.59155273438,161238.93139648438,159170.59155273438,156899.03076171875
Lyso_PS(16:1) | PS (16:1),0,4.694595102038305,0,1,1,PS,1997.2201499938965,2147.080146789551,1966.420139312744,1978.420139312744,2068.980155944824,1997.2201499938965,2147.080146789551,1966.420139312744,1978.420139312744,2068.980155944824,2009.8201446533203
Lyso_PS(17:0) | PSo (18:0),0,11.646534343593334,0,1,1,PS,249903.978515625,252658.478515625,252323.71630859375,256716.05859375,249314.556640625,249903.978515625,252658.478515625,252323.71630859375,256716.05859375,249314.556640625,244776.83740234375
Lyso_PS(17:1) | PSp (18:0),0,8.64019582297856,2.0463630789890885e-11,0.9999963906299753,1,PS,33089.86218261719,31539.802185058594,28641.74201965332,30474.54196166992,32670.20233154297,33089.86218261719,31539.802185058594,28641.74201965332,30474.54196166992,32670.20233154297,31224.582153320312
Lyso_PS(17:2),0,8.775643515223251,0,1,1,PS,33551.722412109375,35792.32257080078,32494.982391357426,36017.162536621094,34839.50241088867,33551.722412109375,35792.32257080078,32494.982391357426,36017.162536621094,34839.50241088867,32618.082122802734
Lyso_PS(18:1) | PS (18:1),0,8.76613439841891,0,1,1,PS,35907.50244140625,34275.86260986328,33826.08264160156,32986.90216064453,33635.942443847656,35907.50244140625,34275.86260986328,33826.08264160156,32986.90216064453,33635.942443847656,34461.96253967285
Lyso_PS(18:2) | PS (18:2),0,8.512498784025325,0,1,1,PS,28764.80191040039,27993.48178100586,28187.1220703125,30067.922149658203,28347.922149658203,28764.80191040039,27993.48178100586,28187.1220703125,30067.922149658203,28347.922149658203,28235.86195373535
Lyso_PS(18:3) | PS (18:3),0,8.548114620882266,0,1,1,PS,30147.4220123291,30400.12226867676,29299.36210632324,29347.121994018555,27568.621780395508,30147.4220123291,30400.12226867676,29299.36210632324,29347.121994018555,27568.621780395508,29526.2421875
Lyso_PS(18:4),0,8.418283595880652,0,1,1,PS,27204.142028808594,25503.581634521484,27396.241989135742,27158.001998901367,26964.881774902344,27204.142028808594,25503.581634521484,27396.241989135742,27158.001998901367,26964.881774902344,26705.56182861328
Lyso_PS(20:0) | PS (20:0),0,8.696587079454,0,1,1,PS,33299.86245727539,32409.102264404297,32216.54214477539,33119.6623840332,31238.821975708008,33299.86245727539,32409.102264404297,32216.54214477539,33119.6623840332,31238.821975708008,33328.902282714844
Lyso_PS(20:1) | PS (20:1),0,9.4809069032454385,0,1,1,PS,57568.0234375,58424.784606933594,54855.14404296875,55191.08349609375,55830.804138183594,57568.0234375,58424.784606933594,54855.14404296875,55191.08349609375,55830.804138183594,53067.94354248047
Lyso_PS(20:2) | PS (20:2),0,8.38974701911745,0,1,1,PS,26794.64175415039,24445.901824951172,31362.68212890625,22737.001495361328,26501.22203063965,26794.64175415039,24445.901824951172,31362.68212890625,22737.001495361328,26501.22203063965,26373.56187438965
Lyso_PS(20:3) | PS (20:3),0,8.721544638891432,0,1,1,PS,32563.28256225586,31431.822265625,40881.98254394531,30481.322143554688,34005.68193054199,32563.28256225586,31431.822265625,40881.98254394531,30481.322143554688,34005.68193054199,26726.981842041016
Lyso_PS(20:4) | PS (20:4),0,8.524434322227542,0,1,1,PS,30915.802276611328,30914.702041625977,30446.962036132812,25454.64169311523,26786.921646118164,30915.802276611328,30914.702041625977,30446.962036132812,25454.64169311523,26786.921646118164,29201.342163085938
Lyso_PS(20:5) | PS (20:5),0,9.237744522252905,0,1,1,PS,47123.382904052734,50781.80355834961,51934.86364746094,44811.68356323242,44738.582946777344,47123.382904052734,50781.80355834961,51934.86364746094,44811.68356323242,44738.582946777344,43230.0029296875
Lyso_PS(21:0),0,9.989185281176763,0,1,1,PS,81078.60559082031,80597.845458984375,80485.32604980469,80490.22619628906,75861.74560546875,81078.60559082031,80597.845458984375,80485.32604980469,80490.22619628906,75861.74560546875,80094.40588378906
Lyso_PS(22:0 | PS (22:0),0,8.9837450105563,0,1,1,PS,39124.18280029297,41415.722747802734,40468.043060302734,38984.822814941406,38324.38247680664,39124.18280029297,41415.722747802734,40468.043060302734,38984.822814941406,38324.38247680664,40394.162841796875
Lyso_PS(22:1) | PS (22:1),0,8.278486313961585,0,1,1,PS,26736.061950683594,22600.981491088867,23900.921630859375,22694.741592407227,26223.44201660156,26736.061950683594,22600.981491088867,23900.921630859375,22694.741592407227,26223.44201660156,23610.16160583496
Lyso_PS(22:2) | PS (22:2),0,8.349838080829299,0,1,1,PS,26110.081817626953,23578.58172607422,27666.12203979492,24020.76155090332,26790.74183654785,26110.081817626953,23578.58172607422,27666.12203979492,24020.76155090332,26790.74183654785,25382.261611938477
Lyso_PS(22:4) | PS (22:4),0,8.602114741093605,0,1,1,PS,29882.802215576172,30843.242126464844,31029.92248535156,29661.92202758789,30807.98211669922,29882.802215576172,30843.242126464844,31029.92248535156,29661.92202758789,30807.98211669922,30939.84214782715
Lyso_PS(22:6) | PS (22:6),0,8.9899608235753945,0,1,1,PS,39734.42282104492,39025.84265136719,41105.7428894043,39425.56286621094,40123.04275512695,39734.42282104492,39025.84265136719,41105.7428894043,39425.56286621094,40123.04275512695,39996.36276245117
O-arachidonoylcarnitine,0,12.270017240832962,0,1,1,CAR,359051.26611328125,348501.76611328125,384076.0673828125,360059.00390625,441488.2314453125,359051.26611328125,348501.76611328125,384076.0673828125,360059.00390625,441488.2314453125,469505.3173828125
O-behenoylcarnitine,0,11.298452638539517,0,1,1,CAR,179824.51150512695,181549.45281982425,197831.7540283203,194057.23443603516,224834.854888916,179824.51150512695,181549.45281982425,197831.7540283203,194057.23443603516,224834.854888916,215100.03482055664
"O-oleoylcarnitine, Elaidic carnitine",0,14.754487470288451,0,1,1,CAR,1979574.865234375,1972617.470703125,2185124.79296875,2032419.55078125,2574827.34375,1979574.865234375,1972617.470703125,2185124.79296875,2032419.55078125,2574827.34375,2345177.5078125
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",0,11.226947391348148,0,1,1,CAR,178248.45239257812,171398.95239257812,187777.2529296875,178034.07275390625,213471.9755859375,178248.45239257812,171398.95239257812,187777.2529296875,178034.07275390625,213471.9755859375,208605.2734375
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",0,11.308193239522176,0,1,1,CAR,186955.3337402344,181111.3923339844,204502.91455078125,183929.73364257812,230808.876953125,186955.3337402344,181111.3923339844,204502.91455078125,183929.73364257812,230808.876953125,212784.33471679688
PC (30:2),0,8.740666303235388,0,1,1,PC,43635.50291442871,33543.382415771484,38352.2626953125,27075.501739501953,31698.782440185547,43635.50291442871,33543.382415771484,38352.2626953125,27075.501739501953,31698.782440185547,22136.801544189453
PC (32:0),0,10.18659707490824,0,1,1,PC,87605.00549316406,103570.56823730467,105829.28735351562,40026.24304199219,155206.69314575195,87605.00549316406,103570.56823730467,105829.28735351562,40026.24304199219,155206.69314575195,28955.102081298828
PC (32:1),0,10.089628705383257,0,1,1,PC,88416.14794921875,94861.22717285156,105874.14836120604,37044.981994628906,134976.22970581055,88416.14794921875,94861.22717285156,105874.14836120604,37044.981994628906,134976.22970581055,26108.502044677734
PC (32:4),0,9.464292030179779,0,1,1,PC,63043.864501953125,71370.96591186523,76943.78628540039,30708.141983032227,54504.0832824707,63043.864501953125,71370.96591186523,76943.78628540039,30708.141983032227,54504.0832824707,22856.921600341797
PC (32:5),0,9.087985281658845,0,1,1,PC,52130.92266845703,51419.66384887695,56007.36268615723,27974.522186279297,39102.04248046875,52130.92266845703,51419.66384887695,56007.36268615723,27974.522186279297,39102.04248046875,20418.721557617188
PC (34:0),0,12.864195067140704,0,1,1,PC,788458.2072143555,943320.03271484375,1015073.9608764648,147491.9864501953,368829.1076660156,788458.2072143555,943320.03271484375,1015073.9608764648,147491.9864501953,368829.1076660156,33492.762451171875
PC (34:1),0,12.8101506447523,0,1,1,PC,779118.79345703125,536741.0807495117,1005576.8692016602,151608.24865722656,656020.1268920898,779118.79345703125,536741.0807495117,1005576.8692016602,151608.24865722656,656020.1268920898,39142.102966308594
PC (34:2),0,12.96554325463423,0,1,1,PC,784041.4350280762,935222.17626953125,982057.9860534668,140906.18795776367,647045.6148986816,784041.4350280762,935222.17626953125,982057.9860534668,140906.18795776367,647045.6148986816,40285.04302978515
PC (34:3),0,13.036263655766122,0,1,1,PC,819535.884979248,982939.9408569336,1013040.0764160156,156403.052734375,690556.8792724609,819535.884979248,982939.9408569336,1013040.0764160156,156403.052734375,690556.8792724609,43825.38311767578
PC (34:5),0,12.846126648687886,0,1,1,PC,723626.2180786133,859554.1729736328,874605.430480957,144593.35220336914,607340.8925170898,723626.2180786133,859554.1729736328,874605.430480957,144593.35220336914,607340.8925170898,37548.38299560547
PC (34:6),0,12.133450611034686,0,1,1,PC,462053.4729614258,519589.2384033203,508706.4399719238,87773.98620605469,371943.336517334,462053.4729614258,519589.2384033203,508706.4399719238,87773.98620605469,371943.336517334,36448.32266235352
PC (36:2),0,12.451396941550579,0,1,1,PC,568137.9635009766,595438.1477050781,700129.7864990234,144939.9888305664,421310.82678222656,568137.9635009766,595438.1477050781,700129.7864990234,144939.9888305664,421310.82678222656,49485.743225097656
PC (36:3),0,12.525408408233819,0,1,1,PC,597560.9814453125,612617.8272094727,739310.6051025391,154134.61279296875,454349.3288574219,597560.9814453125,612617.8272094727,739310.6051025391,154134.61279296875,454349.3288574219,51183.223693847656
PC (36:4),0,12.901674046706288,0,1,1,PC,760033.3044433594,837896.5888671875,974832.0047607422,185219.61328125,569375.0965576172,760033.3044433594,837896.5888671875,974832.0047607422,185219.61328125,569375.0965576172,57479.024169921875
PC (36:5),0,13.23812350875391,0,1,1,PC,993834.5322265624,1033477.9822998048,1221029.6986083984,204802.83276367188,756101.1729125977,993834.5322265624,1033477.9822998048,1221029.6986083984,204802.83276367188,756101.1729125977,56837.984130859375
PC (36:6),0,13.142488240475878,0,1,1,PC,900876.9567260742,1000760.827392578,1160095.8842773438,197628.83331298828,681907.6862182617,900876.9567260742,1000760.827392578,1160095.8842773438,197628.83331298828,681907.6862182617,52474.8037109375
PC (38:0),0,12.273266852088023,0,1,1,PC,749290.576965332,421028.95904541016,492357.7625732422,164741.8744506836,319247.5016479492,749290.576965332,421028.95904541016,492357.7625732422,164741.8744506836,319247.5016479492,28771.522186279297
PC (38:3),0,12.391317687780136,0,1,1,PC,812198.576965332,467542.2560729981,540536.2777099609,172718.29302978516,337196.3048095703,812198.576965332,467542.2560729981,540536.2777099609,172718.29302978516,337196.3048095703,31925.542114257812
PC (38:4),0,12.855915228294885,0,1,1,PC,1229447.4654541016,614077.3972167969,741747.5137939453,163377.38989257812,464100.06884765625,1229447.4654541016,614077.3972167969,741747.5137939453,163377.38989257812,464100.06884765625,52893.123779296875
PC (38:5),0,12.853863281572828,0,1,1,PC,747288.5485839844,734504.263671875,879024.1754150391,285958.3627319336,563769.5778198242,747288.5485839844,734504.263671875,879024.1754150391,285958.3627319336,563769.5778198242,54857.184020996094
PC (38:6),0,13.08549210252204,5.238689482212067e-10,0.9999817378716873,1,PC,907282.7799072266,945124.81494140625,1095309.7673339844,211094.07360839844,626467.9541625977,907282.7799072266,945124.81494140625,1095309.7673339844,211094.07360839844,626467.9541625977,53435.86364746094
PC (40:0),0,11.196186321111155,0,1,1,PC,221553.1376953125,231973.66088867188,240799.01538085935,107948.86840820312,181713.5526123047,221553.1376953125,231973.66088867188,240799.01538085935,107948.86840820312,181713.5526123047,76113.10534667969
PC (40:1),0,11.114025331883978,0,1,1,PC,220845.6376953125,229493.37170410156,240327.5186767578,108387.5478515625,126975.48815917967,220845.6376953125,229493.37170410156,240327.5186767578,108387.5478515625,126975.48815917967,80614.9052734375
PC (40:2),0,11.158997665611988,0,1,1,PC,219301.0128173828,228676.95629882812,246401.4744873047,86165.14599609375,180283.4899902344,219301.0128173828,228676.95629882812,246401.4744873047,86165.14599609375,180283.4899902344,73035.54528808594
PC (40:3),0,11.34064624589146,0,1,1,PC,255848.66040039065,255188.1973876953,268122.5830078125,110868.08825683594,203418.5711669922,255848.66040039065,255188.1973876953,268122.5830078125,110868.08825683594,203418.5711669922,73782.18505859375
PC (40:4),0,11.542325445618646,0,1,1,PC,296481.42517089844,296104.9246826172,316379.26123046875,112251.66821289062,246643.3966064453,296481.42517089844,296104.9246826172,316379.26123046875,112251.66821289062,246643.3966064453,66892.62438964844
PC (40:5),0,11.787569126140179,0,1,1,PC,370912.8936767578,362529.7085571289,415517.36798095703,91626.30520629884,291188.30419921875,370912.8936767578,362529.7085571289,415517.36798095703,91626.30520629884,291188.30419921875,31551.222381591797
PC (40:6),0,12.305371011115946,0,1,1,PC,536424.5369567871,530890.102355957,624809.2919006348,110604.18719482422,405775.928390503,536424.5369567871,530890.102355957,624809.2919006348,110604.18719482422,405775.928390503,21030.521438598633
PC (42:0),0,8.289835029389396,0,1,1,PC,18563.04119873047,31242.2417678833,32012.64256286621,18340.421127319336,28254.682220458984,18563.04119873047,31242.2417678833,32012.64256286621,18340.421127319336,28254.682220458984,15125.22102355957
PC (42:1),0,10.102721543591977,0,1,1,PC,94304.727783203125,96977.48620605467,91107.94543457033,75315.78430175781,82564.5859375,94304.727783203125,96977.48620605467,91107.94543457033,75315.78430175781,82564.5859375,70973.884765625
PC (42:2),0,10.2381123668425,0,1,1,PC,100473.00769042967,107498.50732421876,102669.7274169922,81504.82653808594,92259.5068359375,100473.00769042967,107498.50732421876,102669.7274169922,81504.82653808594,92259.5068359375,76738.90576171875
PC (42:3),0,10.277434966791759,0,1,1,PC,106197.4287109375,108623.22717285156,105244.12854003906,84038.986328125,94281.68737792967,106197.4287109375,108623.22717285156,105244.12854003906,84038.986328125,94281.68737792967,77630.50573730469
PC (42:4),0,10.211973619152696,0,1,1,PC,84639.98596191406,117187.86779785156,87073.66662597656,86818.566650390625,99251.44714355467,84639.98596191406,117187.86779785156,87073.66662597656,86818.566650390625,99251.44714355467,75313.80578613281
PC (42:5),0,10.355582030952439,0,1,1,PC,123108.58837890624,123802.0693359375,115577.32934570312,84211.18640136719,84156.72570800781,123108.58837890624,123802.0693359375,115577.32934570312,84211.18640136719,84156.72570800781,74446.18566894531
PC (42:6),0,10.52909995721063,-3.637978807091713e-11,1,1,PC,133667.5712890625,131684.71032714844,132931.1697998047,86295.8662109375,115075.5693359375,133667.5712890625,131684.71032714844,132931.1697998047,86295.8662109375,115075.5693359375,82228.125732421875
PC (44:0),0,6.937814536930373,0,1,1,PC,10013.440780639648,10276.460674285889,11689.5608253479,9580.880683898926,7663.600517272949,10013.440780639648,10276.460674285889,11689.5608253479,9580.880683898926,7663.600517272949,7709.220527648926
PC (44:1),0,6.973036875107222,0,1,1,PC,10117.860633850098,10703.280769348145,11615.440956115724,6973.320507049561,10911.160667419434,10117.860633850098,10703.280769348145,11615.440956115724,6973.320507049561,10911.160667419434,8228.940620422363
PC (44:2),0,7.074614710871492,0,1,1,PC,11192.980880737305,12151.240676879885,11148.360721588137,8330.500625610352,11549.540878295898,11192.980880737305,12151.240676879885,11148.360721588137,8330.500625610352,11549.540878295898,7964.560546875
PC (44:3),0,7.084010515377689,0,1,1,PC,11906.960872650146,9751.440673828123,13143.32088470459,8938.280673980713,11075.54084777832,11906.960872650146,9751.440673828123,13143.32088470459,8938.280673980713,11075.54084777832,7898.760597229004
PC (44:4),0,7.164263873081269,0,1,1,PC,15726.461097717283,9775.540672302246,13654.2007522583,8587.680656433105,10558.840728759766,15726.461097717283,9775.540672302246,13654.2007522583,8587.680656433105,10558.840728759766,7730.520492553711
PC (44:5),0,6.927895965433033,0,1,1,PC,11137.100833892822,10025.700748443604,9914.840690612791,8344.540641784668,9651.380676269531,11137.100833892822,10025.700748443604,9914.840690612791,8344.540641784668,9651.380676269531,7179.220481872559
PC (44:6),0,7.404875701943268,0,1,1,PC,12184.300956726074,15972.960815429688,17557.341094970703,9508.960647583008,14620.66082382202,12184.300956726074,15972.960815429688,17557.341094970703,9508.960647583008,14620.66082382202,7625.040550231934
PC (46:0),0,6.444548358862498,0,1,1,PC,7394.000514984131,6660.180480957031,6142.740455627441,6190.420478820801,7980.640548706055,7394.000514984131,6660.180480957031,6142.740455627441,6190.420478820801,7980.640548706055,6372.880462646484
PC (46:1),0,6.508521788883934,0,1,1,PC,7648.320526123047,7285.360576629639,7694.200553894043,6550.460445404053,7047.440502166748,7648.320526123047,7285.360576629639,7694.200553894043,6550.460445404053,7047.440502166748,6247.740428924561
PC (46:2),0,6.527442278174354,0,1,1,PC,7484.400520324707,6899.620513916016,8057.400470733643,6724.380416870117,7970.360527038574,7484.400520324707,6899.620513916016,8057.400470733643,6724.380416870117,7970.360527038574,5493.660388946533
PC (48:0),0,6.183114278276622,0,1,1,PC,6603.660491943359,6094.480445861816,5682.240421295166,4950.340393066406,5766.760452270508,6603.660491943359,6094.480445861816,5682.240421295166,4950.340393066406,5766.760452270508,4615.380348205566
PC (48:2),0,6.224727898884393,0,1,1,PC,5077.380352020264,6039.8003425598145,7568.620536804199,5770.540454864502,5866.660457611084,5077.380352020264,6039.8003425598145,7568.620536804199,5770.540454864502,5866.660457611084,4144.340278625488
PC (50:0),0,5.958715179066655,0,1,1,PC,4627.40034866333,5306.720375061035,5012.8604164123535,4788.580318450928,4716.620372772217,4627.40034866333,5306.720375061035,5012.8604164123535,4788.580318450928,4716.620372772217,4788.60037612915
PC (52:0),0,5.898813392198524,0,1,1,PC,5093.220409393311,5168.360336303711,5260.940338134766,3772.8202743530273,4475.400321960449,5093.220409393311,5168.360336303711,5260.940338134766,3772.8202743530273,4475.400321960449,4103.2602615356445
PC (52:4),0,5.909742850218682,0,1,1,PC,4438.800319671631,4971.72038269043,5076.3603591918945,3719.060268402099,5730.960464477539,4438.800319671631,4971.72038269043,5076.3603591918945,3719.060268402099,5730.960464477539,4110.960300445557
PCo(32:0),0,8.759943401419402,0,1,1,PC,40518.32257080078,37701.70234680176,39793.30284118652,27128.80209350586,32515.602294921875,40518.32257080078,37701.70234680176,39793.30284118652,27128.80209350586,32515.602294921875,20775.841552734375
PCo(32:1),0,8.745783930232104,0,1,1,PC,40974.34313964844,35856.14270019531,37374.862380981445,28979.961853027344,32546.802307128903,40974.34313964844,35856.14270019531,37374.862380981445,28979.961853027344,32546.802307128903,20536.021545410156
PCo(32:2),0,8.757193175008439,0,1,1,PC,43598.82264709473,36333.04260253906,38004.92233276367,25122.621963500977,33974.12240600586,43598.82264709473,36333.04260253906,38004.92233276367,25122.621963500977,33974.12240600586,21171.941513061523
PCo(32:3),0,8.801458800393737,0,1,1,PC,43795.60330200195,38221.36317443848,40393.36349487305,26282.561920166016,34637.8623046875,43795.60330200195,38221.36317443848,40393.36349487305,26282.561920166016,34637.8623046875,20477.94140625
PCo(34:0),0,10.404461646805522,0,1,1,PC,119330.6714630127,148351.0516357422,145349.00772094727,45306.32312011719,116788.48788452148,119330.6714630127,148351.0516357422,145349.00772094727,45306.32312011719,116788.48788452148,33317.18240356445
PCo(34:1),0,11.042849804681756,0,1,1,PC,84975.02407836914,114675.56829833984,114250.32919311523,44230.58367919922,527289.858001709,84975.02407836914,114675.56829833984,114250.32919311523,44230.58367919922,527289.858001709,49735.80355834961
