lipid,logFC,logCPM,LR,PValue,FDR,type,DOD73-5xFAD-M2liver_x,FAD131-5xFAD-M1liver_x,FAD131-5xFAD-M2liver_x,FAD131-5xFAD-M4liver_x,FAD173-5xFAD-M1liver_x,DOD73-5xFAD-M2liver_y,FAD131-5xFAD-M1liver_y,FAD131-5xFAD-M2liver_y,FAD131-5xFAD-M4liver_y,FAD173-5xFAD-M1liver_y,blank_033123
[TG(56:7)|TG(55:0)]_FA18:2,0,10.715107223398814,0,1,1,TAG,897917.4472961426,2022807.8605041504,2418802.068572998,198542.5939025879,1515635.7550964355,897917.4472961426,2022807.8605041504,2418802.068572998,198542.5939025879,1515635.7550964355,25279.421844482426
[TG(56:7)|TG(55:0)]_FA18:3,0,10.877527709330955,0,1,1,TAG,889284.5797424316,2505122.882507324,2661354.7794799805,207170.0980834961,1638707.7361450195,889284.5797424316,2505122.882507324,2661354.7794799805,207170.0980834961,1638707.7361450195,23377.02178955078
[TG(56:7)|TG(55:0)]_FA20:4,0,14.038559177791882,0,1,1,TAG,9497496.239990234,21069921.91345215,22461121.888916016,2646829.2416992188,14909584.641845703,9497496.239990234,21069921.91345215,22461121.888916016,2646829.2416992188,14909584.641845703,89377.365966796875
[TG(56:7)|TG(55:0)]_FA22:5,0,12.170019623071106,0,1,1,TAG,2492092.170578003,5234613.000579834,6350791.081420898,422950.7684326172,4851816.335876465,2492092.170578003,5234613.000579834,6350791.081420898,422950.7684326172,4851816.335876465,28837.30207824707
[TG(56:7)|TG(55:0)]_FA22:6,0,12.328993798104955,0,1,1,TAG,2360873.0989379883,6407606.623840332,8280458.798034668,565366.065612793,3981066.039215088,2360873.0989379883,6407606.623840332,8280458.798034668,565366.065612793,3981066.039215088,155225.8516845703
[TG(56:8)|TG(55:1)]_FA14:0,0,5.085817025488169,0,1,1,TAG,24419.98153686523,26080.641876220703,29645.14239501953,24055.821716308594,24773.501922607426,24419.98153686523,26080.641876220703,29645.14239501953,24055.821716308594,24773.501922607426,19592.52133178711
[TG(56:8)|TG(55:1)]_FA16:0,0,7.634826567688658,0,1,1,TAG,140332.7067565918,198238.6904296875,181709.05114746097,47482.22344970703,244286.16213989255,140332.7067565918,198238.6904296875,181709.05114746097,47482.22344970703,244286.16213989255,28452.66192626953
[TG(56:8)|TG(55:1)]_FA16:1,0,7.435520339622443,0,1,1,TAG,118322.9306640625,172933.9356994629,191182.31243896484,59917.963439941406,162015.11029052734,118322.9306640625,172933.9356994629,191182.31243896484,59917.963439941406,162015.11029052734,30027.682189941406
[TG(56:8)|TG(55:1)]_FA18:0,0,7.016953783138028,0,1,1,TAG,79017.24676513672,145404.45141601562,156765.47009277344,36835.68243408203,109381.68896484376,79017.24676513672,145404.45141601562,156765.47009277344,36835.68243408203,109381.68896484376,24470.461791992188
[TG(56:8)|TG(55:1)]_FA18:1,0,6.811023003350596,0,1,1,TAG,80979.80667114258,106818.96633911131,118491.3881225586,37157.422607421875,107330.48788452148,80979.80667114258,106818.96633911131,118491.3881225586,37157.422607421875,107330.48788452148,29710.762145996097
[TG(56:8)|TG(55:1)]_FA18:2,0,9.96194452222075,0,1,1,TAG,659556.1546936035,1069689.774017334,1260574.5597839355,142929.91116333008,1029355.189239502,659556.1546936035,1069689.774017334,1260574.5597839355,142929.91116333008,1029355.189239502,31707.402252197266
[TG(56:8)|TG(55:1)]_FA18:3,0,10.831228933563551,0,1,1,TAG,978383.8717041016,2216165.7978515625,2516521.471221924,212506.23342895508,1717663.734741211,978383.8717041016,2216165.7978515625,2516521.471221924,212506.23342895508,1717663.734741211,26814.761810302734
[TG(56:8)|TG(55:1)]_FA20:4,0,12.640520128876132,0,1,1,TAG,4497132.258422852,7130742.9568481445,6714309.881713867,1200785.9514160156,7112239.238647461,4497132.258422852,7130742.9568481445,6714309.881713867,1200785.9514160156,7112239.238647461,49254.28350830078
[TG(56:8)|TG(55:1)]_FA22:5,0,9.599918672412558,0,1,1,TAG,417877.68659973145,927318.9516296388,1055154.1097106934,91382.06623077393,754998.5071105957,417877.68659973145,927318.9516296388,1055154.1097106934,91382.06623077393,754998.5071105957,23437.861450195312
[TG(56:8)|TG(55:1)]_FA22:6,0,12.2907241498509,0,1,1,TAG,2925476.947570801,5938144.673339844,6562709.500427246,490246.7596435547,5107800.8400268555,2925476.947570801,5938144.673339844,6562709.500427246,490246.7596435547,5107800.8400268555,30755.962127685547
[TG(56:9)|TG(55:2)]_FA14:0,0,5.190035201025934,0,1,1,TAG,25457.641876220703,31373.942337036133,33327.52235412598,22475.601531982426,26095.481689453125,25457.641876220703,31373.942337036133,33327.52235412598,22475.601531982426,26095.481689453125,21550.40151977539
[TG(56:9)|TG(55:2)]_FA16:0,0,6.052255744925046,0,1,1,TAG,42113.38311767578,69593.32571411133,71326.64501953125,22677.721282958984,59108.08377075195,42113.38311767578,69593.32571411133,71326.64501953125,22677.721282958984,59108.08377075195,20672.161422729492
[TG(56:9)|TG(55:2)]_FA16:1,0,6.8942024256065455,0,1,1,TAG,88139.60678100586,103319.40646362305,98459.0260925293,50757.883850097656,136701.1284790039,88139.60678100586,103319.40646362305,98459.0260925293,50757.883850097656,136701.1284790039,27944.802154541016
[TG(56:9)|TG(55:2)]_FA18:0,0,7.805830722617296,0,1,1,TAG,110937.66650390624,282228.5785827637,295063.6480102539,48461.76315307617,186940.13494873047,110937.66650390624,282228.5785827637,295063.6480102539,48461.76315307617,186940.13494873047,25865.021911621097
[TG(56:9)|TG(55:2)]_FA18:1,0,6.4704274141540585,0,1,1,TAG,56288.32421875,91000.445068359375,86275.786865234375,43482.122619628906,71218.04602050781,56288.32421875,91000.445068359375,86275.786865234375,43482.122619628906,71218.04602050781,34998.06213378906
[TG(56:9)|TG(55:2)]_FA18:2,0,7.859621371057636,0,1,1,TAG,164419.13516235352,237391.19720458984,263646.02627563477,49948.68389892578,239159.59620666504,164419.13516235352,237391.19720458984,263646.02627563477,49948.68389892578,239159.59620666504,28126.681915283203
[TG(56:9)|TG(55:2)]_FA18:3,0,10.091003057813985,0,1,1,TAG,700945.8276062012,1198437.85647583,1352396.8260498047,157071.99130249023,1145067.6835632324,700945.8276062012,1198437.85647583,1352396.8260498047,157071.99130249023,1145067.6835632324,29886.00225830078
[TG(56:9)|TG(55:2)]_FA20:4,0,9.965256424206515,0,1,1,TAG,783372.7788848877,1029795.4048461914,924870.1930389404,185699.71492004397,1231904.0063400269,783372.7788848877,1029795.4048461914,924870.1930389404,185699.71492004397,1231904.0063400269,24403.781692504883
[TG(56:9)|TG(55:2)]_FA22:5,0,6.211578696568147,0,1,1,TAG,44962.96348571777,77111.9457397461,81023.92597961426,22334.141555786133,73332.8051147461,44962.96348571777,77111.9457397461,81023.92597961426,22334.141555786133,73332.8051147461,18329.081214904785
[TG(56:9)|TG(55:2)]_FA22:6,0,9.704279867073707,0,1,1,TAG,492392.9385070801,1031767.4227142334,1060126.5004882812,105145.66696929932,798308.3337783813,492392.9385070801,1031767.4227142334,1060126.5004882812,105145.66696929932,798308.3337783813,22820.461486816406
[TG(57:10)|TG(56:3)]_FA14:0,0,4.98243340205866,0,1,1,TAG,22812.64151000977,25491.601928710938,25416.421936035156,20885.601531982426,23831.001556396484,22812.64151000977,25491.601928710938,25416.421936035156,20885.601531982426,23831.001556396484,21129.261627197266
[TG(57:10)|TG(56:3)]_FA16:0,0,6.16631574845982,0,1,1,TAG,42662.38330078125,55999.3251953125,90919.38662719728,26480.02209472656,71187.82623291016,42662.38330078125,55999.3251953125,90919.38662719728,26480.02209472656,71187.82623291016,21628.4814453125
[TG(57:10)|TG(56:3)]_FA16:1,0,6.047035402327305,0,1,1,TAG,29447.02227783203,57177.00401306152,97078.5466003418,22978.90170288086,58177.46310424805,29447.02227783203,57177.00401306152,97078.5466003418,22978.90170288086,58177.46310424805,20815.08152770996
[TG(57:10)|TG(56:3)]_FA18:0,0,10.310645355399343,0,1,1,TAG,627501.0983276367,2220220.9734191895,1107605.0691833496,115988.46859741212,1241045.445159912,627501.0983276367,2220220.9734191895,1107605.0691833496,115988.46859741212,1241045.445159912,18086.50131225586
[TG(57:10)|TG(56:3)]_FA18:1,0,9.42606295837951,0,1,1,TAG,262844.6348876953,961536.23681640625,1186921.0032958984,57132.903717041016,422024.3459472656,262844.6348876953,961536.23681640625,1186921.0032958984,57132.903717041016,422024.3459472656,27720.822052001953
[TG(57:10)|TG(56:3)]_FA18:2,0,8.906354347316594,0,1,1,TAG,207522.67459106445,636730.509185791,773715.8591918945,46003.44329833984,342441.3490905762,207522.67459106445,636730.509185791,773715.8591918945,46003.44329833984,342441.3490905762,29933.68225097656
[TG(57:10)|TG(56:3)]_FA18:3,0,6.635531813848243,0,1,1,TAG,64338.28527832031,103316.1683959961,103762.36712646484,41701.00274658203,80555.66595458984,64338.28527832031,103316.1683959961,103762.36712646484,41701.00274658203,80555.66595458984,35103.18215942383
[TG(57:10)|TG(56:3)]_FA20:4,0,5.98982118809139,0,1,1,TAG,44341.18330383301,56624.56381225586,64731.82482910156,30976.96208190918,50726.5242767334,44341.18330383301,56624.56381225586,64731.82482910156,30976.96208190918,50726.5242767334,28818.16195678711
[TG(57:10)|TG(56:3)]_FA22:5,0,5.024748089014508,0,1,1,TAG,21721.701690673828,25694.04164123535,28001.462203979492,20884.70150756836,26636.901947021484,21721.701690673828,25694.04164123535,28001.462203979492,20884.70150756836,26636.901947021484,20306.081344604492
[TG(57:10)|TG(56:3)]_FA22:6,0,5.289338604161844,0,1,1,TAG,29376.30226135254,35899.862548828125,28479.742233276367,22310.06153869629,35256.42247009277,29376.30226135254,35899.862548828125,28479.742233276367,22310.06153869629,35256.42247009277,18034.521392822266
[TG(57:11)|TG(56:4)]_FA14:0,0,4.669862817468638,0,1,1,TAG,17624.921020507812,18421.36131286621,20398.84147644043,18853.781341552734,19635.941467285156,17624.921020507812,18421.36131286621,20398.84147644043,18853.781341552734,19635.941467285156,17467.141143798828
[TG(57:11)|TG(56:4)]_FA16:0,0,6.432379874080864,0,1,1,TAG,48546.54409790039,93045.88458251952,103828.12796020508,30159.40232849121,71941.70523071289,48546.54409790039,93045.88458251952,103828.12796020508,30159.40232849121,71941.70523071289,22870.64151000977
[TG(57:11)|TG(56:4)]_FA16:1,0,5.894880736811342,0,1,1,TAG,45922.82339477539,62983.744049072266,56424.96366882324,25543.381958007812,46278.92300415039,45922.82339477539,62983.744049072266,56424.96366882324,25543.381958007812,46278.92300415039,17590.261322021484
[TG(57:11)|TG(56:4)]_FA18:0,0,10.464098428193095,0,1,1,TAG,654702.6546478271,1793046.5960388184,2084273.262145996,140881.61199951172,1264940.7558898926,654702.6546478271,1793046.5960388184,2084273.262145996,140881.61199951172,1264940.7558898926,15294.641067504885
[TG(57:11)|TG(56:4)]_FA18:1,0,9.596131128948539,0,1,1,TAG,318381.90252685547,1082687.1754760742,1197743.3324890137,80115.92547607422,570833.1086730957,318381.90252685547,1082687.1754760742,1197743.3324890137,80115.92547607422,570833.1086730957,22309.141494750977
[TG(57:11)|TG(56:4)]_FA18:2,0,10.761071026917566,0,1,1,TAG,571961.8010253906,2447671.572265625,3169497.8878479004,102225.72680664062,1036753.5407409668,571961.8010253906,2447671.572265625,3169497.8878479004,102225.72680664062,1036753.5407409668,28454.122192382812
[TG(57:11)|TG(56:4)]_FA18:3,0,8.964804255054668,0,1,1,TAG,229083.016204834,702477.65380859375,748960.8935852051,50560.40347290039,356474.7405090332,229083.016204834,702477.65380859375,748960.8935852051,50560.40347290039,356474.7405090332,30369.44212341309
[TG(57:11)|TG(56:4)]_FA20:4,0,9.060257511325084,0,1,1,TAG,366655.67150878906,596584.6584472656,655197.06591796875,135052.2696533203,419823.265625,366655.67150878906,596584.6584472656,655197.06591796875,135052.2696533203,419823.265625,103499.44738769533
[TG(57:11)|TG(56:4)]_FA22:5,0,6.303918285800055,0,1,1,TAG,53578.503997802734,60046.184967041016,72811.8854675293,47456.903259277344,65394.12506103515,53578.503997802734,60046.184967041016,72811.8854675293,47456.903259277344,65394.12506103515,48403.20343017578
[TG(57:11)|TG(56:4)]_FA22:6,0,5.275068877768571,0,1,1,TAG,26438.561981201172,32168.302200317383,33503.26248931885,24331.781784057617,30815.881958007812,26438.561981201172,32168.302200317383,33503.26248931885,24331.781784057617,30815.881958007812,22464.781616210938
[TG(57:12)|TG(56:5)]_FA14:0,0,4.716139506133709,0,1,1,TAG,18758.32125854492,20719.561401367188,20401.881622314453,20218.641525268555,17937.061279296875,18758.32125854492,20719.561401367188,20401.881622314453,20218.641525268555,17937.061279296875,17905.8212890625
[TG(57:12)|TG(56:5)]_FA16:0,0,7.971960465809556,0,1,1,TAG,147846.29299926758,258981.35516357425,327864.82611083984,83310.66497802734,193813.8123626709,147846.29299926758,258981.35516357425,327864.82611083984,83310.66497802734,193813.8123626709,65853.4242553711
[TG(57:12)|TG(56:5)]_FA16:1,0,5.973365712282807,0,1,1,TAG,55130.944915771484,52925.40333557129,61596.6443939209,32892.8416595459,42756.142990112305,55130.944915771484,52925.40333557129,61596.6443939209,32892.8416595459,42756.142990112305,26367.121551513672
[TG(57:12)|TG(56:5)]_FA18:0,0,10.418652208588384,0,1,1,TAG,731179.2869262695,1624236.3930969238,1937823.250854492,154565.16934204102,1296080.0163269043,731179.2869262695,1624236.3930969238,1937823.250854492,154565.16934204102,1296080.0163269043,17868.561126708984
[TG(57:12)|TG(56:5)]_FA18:1,0,9.516144533007717,0,1,1,TAG,364922.8938293457,913126.3113098145,1092299.1441955566,85088.24691772461,615098.7329864502,364922.8938293457,913126.3113098145,1092299.1441955566,85088.24691772461,615098.7329864502,19103.001266479492
[TG(57:12)|TG(56:5)]_FA18:2,0,10.991125366942406,0,1,1,TAG,797994.3467102051,2863634.4413757324,3267780.4377441406,162141.6519165039,1483955.5153503418,797994.3467102051,2863634.4413757324,3267780.4377441406,162141.6519165039,1483955.5153503418,24526.1417388916
[TG(57:12)|TG(56:5)]_FA18:3,0,10.896445191564508,0,1,1,TAG,658974.3662109375,2832952.8431396484,3271051.684387207,113034.88598632812,1166105.3320617676,658974.3662109375,2832952.8431396484,3271051.684387207,113034.88598632812,1166105.3320617676,30267.20196533203
[TG(57:12)|TG(56:5)]_FA20:4,0,11.983467847583052,0,1,1,TAG,2100388.5388183594,5240243.0712890625,6155716.754150391,517861.7985839844,2954062.682373047,2100388.5388183594,5240243.0712890625,6155716.754150391,517861.7985839844,2954062.682373047,132002.64916992188
[TG(57:12)|TG(56:5)]_FA22:5,0,9.206332401567591,0,1,1,TAG,310262.3583679199,649507.2894592285,895158.4515075684,107450.06829833984,477844.1812133789,310262.3583679199,649507.2894592285,895158.4515075684,107450.06829833984,477844.1812133789,73401.42617797852
[TG(57:12)|TG(56:5)]_FA22:6,0,6.60007626310556,0,1,1,TAG,69509.6257019043,80993.98620605469,86463.18737792969,59683.064453125,74451.1655883789,69509.6257019043,80993.98620605469,86463.18737792969,59683.064453125,74451.1655883789,52779.303802490234
[TG(57:8)|TG(56:1)]_FA14:0,0,4.721736350162251,0,1,1,TAG,17986.481231689453,20545.20150756836,19609.461395263672,18514.38117980957,20958.341400146484,17986.481231689453,20545.20150756836,19609.461395263672,18514.38117980957,20958.341400146484,19564.421508789062
[TG(57:8)|TG(56:1)]_FA16:0,0,5.406830295485954,0,1,1,TAG,28291.542114257812,35136.982666015625,40680.16250610352,24883.04168701172,33875.44268798828,28291.542114257812,35136.982666015625,40680.16250610352,24883.04168701172,33875.44268798828,22485.261779785156
[TG(57:8)|TG(56:1)]_FA16:1,0,5.728465290933475,0,1,1,TAG,40255.062927246094,38888.982971191406,42439.44268798828,38048.66247558594,37550.8828125,40255.062927246094,38888.982971191406,42439.44268798828,38048.66247558594,37550.8828125,37440.30255126953
[TG(57:8)|TG(56:1)]_FA18:0,0,7.574828210545626,0,1,1,TAG,92586.825927734375,252654.3607788086,263068.8803100586,36592.94268798828,141282.14892578125,92586.825927734375,252654.3607788086,263068.8803100586,36592.94268798828,141282.14892578125,25250.421966552734
[TG(57:8)|TG(56:1)]_FA18:1,0,6.180419838130463,0,1,1,TAG,57570.604583740234,57363.765045166016,59065.40393066406,35328.042419433594,72382.82482910156,57570.604583740234,57363.765045166016,59065.40393066406,35328.042419433594,72382.82482910156,32508.982147216797
[TG(57:8)|TG(56:1)]_FA18:2,0,5.797928672472425,0,1,1,TAG,39350.362396240234,47925.64309692383,48865.98400878906,31337.262161254883,46687.26348876953,39350.362396240234,47925.64309692383,48865.98400878906,31337.262161254883,46687.26348876953,28283.181854248047
[TG(57:8)|TG(56:1)]_FA18:3,0,6.226685190293123,0,1,1,TAG,48519.38348388672,68534.36502075195,71252.5856628418,38495.80276489258,65937.44537353516,48519.38348388672,68534.36502075195,71252.5856628418,38495.80276489258,65937.44537353516,31398.18231201172
[TG(57:8)|TG(56:1)]_FA20:4,0,6.072289370927636,0,1,1,TAG,42162.84315490723,71394.02384185791,62939.02544403076,26247.90153503418,66385.92604064941,42162.84315490723,71394.02384185791,62939.02544403076,26247.90153503418,66385.92604064941,18816.58129119873
[TG(57:8)|TG(56:1)]_FA22:5,0,6.107022966521357,0,1,1,TAG,36080.34208679199,73425.66529846191,72296.42532348633,23369.24161529541,71980.04642486572,36080.34208679199,73425.66529846191,72296.42532348633,23369.24161529541,71980.04642486572,17971.58137512207
[TG(57:8)|TG(56:1)]_FA22:6,0,6.900391401706933,0,1,1,TAG,64370.08575439453,142102.4107055664,127586.1690826416,36475.46267700195,114980.04606628418,64370.08575439453,142102.4107055664,127586.1690826416,36475.46267700195,114980.04606628418,23105.66163635254
[TG(57:9)|TG(56:2)]_FA14:0,0,4.735360052121432,0,1,1,TAG,17696.061294555664,20206.801330566406,22382.361602783203,19776.541442871097,19550.30145263672,17696.061294555664,20206.801330566406,22382.361602783203,19776.541442871097,19550.30145263672,17927.06120300293
[TG(57:9)|TG(56:2)]_FA16:0,0,6.203942721920252,0,1,1,TAG,35327.582458496094,90648.58795166016,93220.26387023926,22101.201538085938,56260.66424560547,35327.582458496094,90648.58795166016,93220.26387023926,22101.201538085938,56260.66424560547,19169.36134338379
[TG(57:9)|TG(56:2)]_FA16:1,0,5.4467178158588965,0,1,1,TAG,30630.62197875977,38986.462158203125,38496.34292602539,24681.38192749023,34078.04251098633,30630.62197875977,38986.462158203125,38496.34292602539,24681.38192749023,34078.04251098633,23989.581817626953
[TG(57:9)|TG(56:2)]_FA18:0,0,10.061854659039357,1.2660166248679161e-9,0.9999716103678221,1,TAG,451594.7986145019,1981642.7538452148,1110132.0069580078,79850.90670776367,855103.428527832,451594.7986145019,1981642.7538452148,1110132.0069580078,79850.90670776367,855103.428527832,22871.621551513672
[TG(57:9)|TG(56:2)]_FA18:1,0,7.754646257539182,0,1,1,TAG,103561.80770874023,267038.89599609375,335356.8035888672,41562.88287353515,144923.09173583984,103561.80770874023,267038.89599609375,335356.8035888672,41562.88287353515,144923.09173583984,27612.941864013672
[TG(57:9)|TG(56:2)]_FA18:2,0,6.56950437111833,0,1,1,TAG,61835.14434814453,95372.70587158205,103470.9476928711,39654.34295654297,75618.70590209961,61835.14434814453,95372.70587158205,103470.9476928711,39654.34295654297,75618.70590209961,33978.78234863281
[TG(57:9)|TG(56:2)]_FA18:3,0,5.956873714053983,0,1,1,TAG,40581.662536621094,55241.404205322266,53936.78369140625,34358.022552490234,55125.963806152344,40581.662536621094,55241.404205322266,53936.78369140625,34358.022552490234,55125.963806152344,31525.482055664062
[TG(57:9)|TG(56:2)]_FA20:4,0,5.567739003551103,0,1,1,TAG,32334.18287658691,44820.44276428223,41888.14344787598,21024.44150543213,45075.82287597656,32334.18287658691,44820.44276428223,41888.14344787598,21024.44150543213,45075.82287597656,20513.521514892574
[TG(57:9)|TG(56:2)]_FA22:5,0,5.203721247366708,0,1,1,TAG,24441.70151519775,32547.76247406006,29375.461990356445,18532.721488952637,36632.26273345947,24441.70151519775,32547.76247406006,29375.461990356445,18532.721488952637,36632.26273345947,19448.801475524902
[TG(57:9)|TG(56:2)]_FA22:6,0,6.22703709529677,0,1,1,TAG,42186.343322753906,85937.54460144043,69967.30477905273,28557.901916503903,74256.4047241211,42186.343322753906,85937.54460144043,69967.30477905273,28557.901916503903,74256.4047241211,19050.981323242188
[TG(58:10)|TG(57:3)]_FA14:0,0,4.652337278745046,0,1,1,TAG,18196.50134277344,20019.001403808594,20475.001525878903,17203.66114807129,17858.401138305664,18196.50134277344,20019.001403808594,20475.001525878903,17203.66114807129,17858.401138305664,17548.161254882812
[TG(58:10)|TG(57:3)]_FA16:0,0,5.09676986053218,0,1,1,TAG,23581.96206665039,29724.261810302734,30738.58154296875,19250.461364746097,28692.42202758789,23581.96206665039,29724.261810302734,30738.58154296875,19250.461364746097,28692.42202758789,17014.701217651367
[TG(58:10)|TG(57:3)]_FA16:1,0,5.209856001282784,0,1,1,TAG,27359.381729125977,31017.26222229004,31930.682006835938,20943.661560058594,30706.122131347656,27359.381729125977,31017.26222229004,31930.682006835938,20943.661560058594,30706.122131347656,19593.421478271484
[TG(58:10)|TG(57:3)]_FA18:0,0,5.20580409135582,0,1,1,TAG,23555.38168334961,34881.98215484619,35451.42218017578,20538.46144104004,28918.32196044922,23555.38168334961,34881.98215484619,35451.42218017578,20538.46144104004,28918.32196044922,16935.641357421875
[TG(58:10)|TG(57:3)]_FA18:1,0,5.694696254298912,0,1,1,TAG,32764.242248535156,50550.503356933594,49761.00277709961,26708.78196716309,44125.52296447754,32764.242248535156,50550.503356933594,49761.00277709961,26708.78196716309,44125.52296447754,19296.14143371582
[TG(58:10)|TG(57:3)]_FA18:2,0,8.475928134885487,0,1,1,TAG,257878.742767334,359491.9883117676,349456.48544311523,76524.66540527344,426331.4562988281,257878.742767334,359491.9883117676,349456.48544311523,76524.66540527344,426331.4562988281,27599.08184814453
[TG(58:10)|TG(57:3)]_FA18:3,0,9.300738926023746,0,1,1,TAG,384280.80822753906,736361.2355041504,759661.8774719238,105853.74926757812,638065.2023925781,384280.80822753906,736361.2355041504,759661.8774719238,105853.74926757812,638065.2023925781,31176.382049560547
[TG(58:10)|TG(57:3)]_FA20:4,0,9.539766407518426,0,1,1,TAG,465493.99295043945,833684.8243103027,846506.6718444824,118866.82916259766,838330.304107666,465493.99295043945,833684.8243103027,846506.6718444824,118866.82916259766,838330.304107666,22495.581481933594
[TG(58:10)|TG(57:3)]_FA22:5,0,7.455632894706102,0,1,1,TAG,115035.02616882324,180889.9169921875,159500.429977417,40472.68292236328,225472.93507385257,115035.02616882324,180889.9169921875,159500.429977417,40472.68292236328,225472.93507385257,18353.541259765625
[TG(58:10)|TG(57:3)]_FA22:6,0,9.998878062711055,0,1,1,TAG,636874.9195556641,1215378.8876800537,973164.2549438477,207850.1534881592,1226369.8837890625,636874.9195556641,1215378.8876800537,973164.2549438477,207850.1534881592,1226369.8837890625,23111.681640625
[TG(58:11)|TG(57:4)]_FA14:0,0,4.629935444443008,0,1,1,TAG,17643.96141052246,18794.08140563965,20873.68148803711,16706.481185913086,18950.78140258789,17643.96141052246,18794.08140563965,20873.68148803711,16706.481185913086,18950.78140258789,16189.30126953125
[TG(58:11)|TG(57:4)]_FA16:0,0,5.071911113641302,0,1,1,TAG,22316.601608276367,30478.902450561523,28853.262130737305,20911.521575927734,27359.64176940918,22316.601608276367,30478.902450561523,28853.262130737305,20911.521575927734,27359.64176940918,16095.721115112305
[TG(58:11)|TG(57:4)]_FA16:1,0,5.142073191444692,0,1,1,TAG,22927.561584472656,32278.402404785156,33447.20260620117,19826.22131347656,27309.82176208496,22927.561584472656,32278.402404785156,33447.20260620117,19826.22131347656,27309.82176208496,18489.50128173828
[TG(58:11)|TG(57:4)]_FA18:0,0,5.145367908504934,0,1,1,TAG,20927.801330566406,28602.46189880371,30265.08184814453,17601.5811920166,41095.92329406738,20927.801330566406,28602.46189880371,30265.08184814453,17601.5811920166,41095.92329406738,14362.701049804688
[TG(58:11)|TG(57:4)]_FA18:1,0,5.361973293978597,0,1,1,TAG,25915.22201538086,37919.62306213379,39304.96241760254,23938.101501464844,32232.121894836426,25915.22201538086,37919.62306213379,39304.96241760254,23938.101501464844,32232.121894836426,19451.021392822266
[TG(58:11)|TG(57:4)]_FA18:2,0,6.45746005564535,0,1,1,TAG,55820.96401977539,94006.32763671876,93032.38684082033,29872.901977539062,80602.72708129883,55820.96401977539,94006.32763671876,93032.38684082033,29872.901977539062,80602.72708129883,22719.06172180176
[TG(58:11)|TG(57:4)]_FA18:3,0,8.574131100160065,0,1,1,TAG,269117.22232055664,400463.63775634766,342925.6919555664,80616.68629455566,478982.27642822266,269117.22232055664,400463.63775634766,342925.6919555664,80616.68629455566,478982.27642822266,29917.802185058594
[TG(58:11)|TG(57:4)]_FA20:4,0,7.194927656937982,0,1,1,TAG,114337.46853637695,108433.16809082033,160971.93173217773,40568.3625793457,172885.30993652344,114337.46853637695,108433.16809082033,160971.93173217773,40568.3625793457,172885.30993652344,23508.581634521484
[TG(58:11)|TG(57:4)]_FA22:5,0,5.366328995589008,0,1,1,TAG,28770.062255859375,34260.92248535156,35489.94289398193,21642.701568603516,39880.402824401855,28770.062255859375,34260.92248535156,35489.94289398193,21642.701568603516,39880.402824401855,18903.821418762207
[TG(58:11)|TG(57:4)]_FA22:6,0,7.539995086989774,0,1,1,TAG,134575.90811157227,201632.71493530273,155116.53239440918,46862.1022567749,225022.5351867676,134575.90811157227,201632.71493530273,155116.53239440918,46862.1022567749,225022.5351867676,20575.8212890625
[TG(58:12)|TG(57:5)]_FA14:0,0,4.673007399982798,0,1,1,TAG,17294.621322631836,20013.56132507324,20122.32148742676,18471.06134033203,18971.3211517334,17294.621322631836,20013.56132507324,20122.32148742676,18471.06134033203,18971.3211517334,18056.701248168945
[TG(58:12)|TG(57:5)]_FA16:0,0,5.038224364426328,0,1,1,TAG,24160.181640625,26890.642211914062,27681.94174194336,20022.681411743164,26914.322067260742,24160.181640625,26890.642211914062,27681.94174194336,20022.681411743164,26914.322067260742,17786.4012298584
[TG(58:12)|TG(57:5)]_FA16:1,0,4.986006966065511,0,1,1,TAG,24012.441833496097,20595.601440429688,27104.082305908203,20928.72142028809,27854.44171142578,24012.441833496097,20595.601440429688,27104.082305908203,20928.72142028809,27854.44171142578,18058.601303100582
[TG(58:12)|TG(57:5)]_FA18:0,0,5.4454408439311335,0,1,1,TAG,32630.842498779297,47596.92330932617,28825.602111816406,20121.621459960938,40387.64308166504,32630.842498779297,47596.92330932617,28825.602111816406,20121.621459960938,40387.64308166504,19025.04132080078
[TG(58:12)|TG(57:5)]_FA18:1,0,5.130719733512632,0,1,1,TAG,23726.94172668457,31477.322326660156,31115.142059326172,19839.08135986328,28440.86213684082,23726.94172668457,31477.322326660156,31115.142059326172,19839.08135986328,28440.86213684082,18345.08137512207
[TG(58:12)|TG(57:5)]_FA18:2,0,6.0159929499811815,0,1,1,TAG,40530.462982177734,65190.66548156738,70032.30471801758,26210.841735839844,56416.92451477051,40530.462982177734,65190.66548156738,70032.30471801758,26210.841735839844,56416.92451477051,19377.96142578125
[TG(58:12)|TG(57:5)]_FA18:3,0,6.535574369571303,0,1,1,TAG,59498.88475036621,100780.18838500977,95445.34884643556,30270.64259338379,87205.30624389648,59498.88475036621,100780.18838500977,95445.34884643556,30270.64259338379,87205.30624389648,23601.721557617188
[TG(58:12)|TG(57:5)]_FA20:4,0,6.718017903823174,0,1,1,TAG,64397.123596191406,109200.86975097656,107650.66915893556,36977.84295654297,102817.28546142578,64397.123596191406,109200.86975097656,107650.66915893556,36977.84295654297,102817.28546142578,30678.2421875
