lipid,logFC,logCPM,LR,PValue,FDR,type,DOD73-5xFAD-M2liver_x,FAD131-5xFAD-M1liver_x,FAD131-5xFAD-M2liver_x,FAD131-5xFAD-M4liver_x,FAD173-5xFAD-M1liver_x,DOD73-5xFAD-M2liver_y,FAD131-5xFAD-M1liver_y,FAD131-5xFAD-M2liver_y,FAD131-5xFAD-M4liver_y,FAD173-5xFAD-M1liver_y,blank_033123
[TG(39:1)]_FA16:1,0,6.06872367022608,0,1,1,TAG,50231.263671875,49030.10284423828,49027.20343017578,47132.203369140625,52748.18389892578,50231.263671875,49030.10284423828,49027.20343017578,47132.203369140625,52748.18389892578,49762.30352783203
[TG(39:1)]_FA18:0,0,5.119290534582045,0,1,1,TAG,26685.60205078125,25677.841888427734,25158.78158569336,25692.081970214844,25280.56182861328,26685.60205078125,25677.841888427734,25158.78158569336,25692.081970214844,25280.56182861328,25591.24157714844
[TG(39:1)]_FA18:1,0,6.332624466656879,0,1,1,TAG,59241.864196777344,58050.923828125,60459.26379394531,58810.12384033203,62584.86474609375,59241.864196777344,58050.923828125,60459.26379394531,58810.12384033203,62584.86474609375,57559.244384765625
[TG(40:0)]_FA14:0,0,7.712326986911444,0,1,1,TAG,149436.28930664062,162211.37158203125,155327.89086914062,155107.97216796875,157280.51196289062,149436.28930664062,162211.37158203125,155327.89086914062,155107.97216796875,157280.51196289062,148167.40942382812
[TG(40:0)]_FA16:0,0,7.512899045705256,0,1,1,TAG,139593.39013671875,133569.22973632812,134610.2490234375,133274.70922851562,132481.2890625,139593.39013671875,133569.22973632812,134610.2490234375,133274.70922851562,132481.2890625,137871.54907226562
[TG(40:0)]_FA18:0,0,6.668899134177629,0,1,1,TAG,78720.06604003906,80253.54504394531,70933.10546875,71488.624755859375,77196.66552734375,78720.06604003906,80253.54504394531,70933.10546875,71488.624755859375,77196.66552734375,71070.46472167969
[TG(40:1)]_FA14:0,0,5.492576573630779,0,1,1,TAG,31444.142150878903,33965.44250488281,34708.20263671875,33335.92224121094,33685.64221191406,31444.142150878903,33965.44250488281,34708.20263671875,33335.92224121094,33685.64221191406,32190.962341308594
[TG(40:1)]_FA16:0,0,6.095557831154999,0,1,1,TAG,49167.343505859375,51968.223388671875,49516.983825683594,49465.16357421875,50910.46374511719,49167.343505859375,51968.223388671875,49516.983825683594,49465.16357421875,50910.46374511719,53738.24383544922
[TG(40:1)]_FA16:1,0,7.581531041830575,0,1,1,TAG,140659.6103515625,141504.78930664062,141339.79052734375,136463.529296875,153053.05053710938,140659.6103515625,141504.78930664062,141339.79052734375,136463.529296875,153053.05053710938,133554.26904296875
[TG(40:1)]_FA18:0,0,6.165906186203229,0,1,1,TAG,61346.04443359375,54993.46398925781,49362.683349609375,49368.843505859375,51712.38415527344,61346.04443359375,54993.46398925781,49362.683349609375,49368.843505859375,51712.38415527344,50658.74377441406
[TG(40:1)]_FA18:1,0,6.805975819075542,0,1,1,TAG,84167.42529296875,79954.646484375,82737.64587402344,84000.46618652344,82167.245361328125,84167.42529296875,79954.646484375,82737.64587402344,84000.46618652344,82167.245361328125,83455.22644042969
[TG(40:2)]_FA14:0,0,4.994836310577599,0,1,1,TAG,24543.901611328125,24155.321807861328,24415.261688232426,22300.76153564453,22383.36163330078,24543.901611328125,24155.321807861328,24415.261688232426,22300.76153564453,22383.36163330078,23884.081787109375
[TG(40:2)]_FA16:0,0,5.084991408176782,0,1,1,TAG,27221.861724853516,24036.541870117188,25186.701690673828,24550.001678466797,24868.32177734375,27221.861724853516,24036.541870117188,25186.701690673828,24550.001678466797,24868.32177734375,24366.341735839844
[TG(40:2)]_FA16:1,0,6.105186532361319,0,1,1,TAG,51628.76397705078,50582.44348144531,50557.583435058594,49634.60357666016,52726.66339111328,51628.76397705078,50582.44348144531,50557.583435058594,49634.60357666016,52726.66339111328,49828.223571777344
[TG(40:2)]_FA18:0,0,5.123445377642685,0,1,1,TAG,28249.921905517574,26889.621856689453,25762.14190673828,23478.14163208008,25766.16192626953,28249.921905517574,26889.621856689453,25762.14190673828,23478.14163208008,25766.16192626953,23742.441772460938
[TG(40:2)]_FA18:1,0,6.263445696718765,0,1,1,TAG,63605.00402832031,55280.20391845703,54634.223693847656,55265.803955078125,54928.60333251953,63605.00402832031,55280.20391845703,54634.223693847656,55265.803955078125,54928.60333251953,57024.12390136719
[TG(40:2)]_FA18:2,0,6.855257970670466,0,1,1,TAG,90901.42590332033,86893.96594238281,85733.186767578125,83059.66552734375,79978.16552734375,90901.42590332033,86893.96594238281,85733.186767578125,83059.66552734375,79978.16552734375,88275.826416015625
[TG(41:0)]_FA14:0,0,5.140848110519498,0,1,1,TAG,26144.44189453125,26510.141845703125,26466.401824951172,24304.32159423828,26147.881774902344,26144.44189453125,26510.141845703125,26466.401824951172,24304.32159423828,26147.881774902344,27812.62191772461
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,0,6.1180248068758685,0,1,1,TAG | DAG,54698.72381591797,51293.703552246094,49481.44351196289,49465.253494262695,52192.24377441406,54698.72381591797,51293.703552246094,49481.44351196289,49465.253494262695,52192.24377441406,50655.63346862793
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,0,6.063513178592322,0,1,1,TAG | DAG,49427.293701171875,49889.42361450195,48640.51351928711,50853.74360656738,49018.073303222656,49427.293701171875,49889.42361450195,48640.51351928711,50853.74360656738,49018.073303222656,48138.61347961426
[TG(41:1)]_FA14:0,0,4.80484606555428,0,1,1,TAG,20024.10122680664,20973.401473999023,19893.66139221191,22519.101440429688,20968.64169311523,20024.10122680664,20973.401473999023,19893.66139221191,22519.101440429688,20968.64169311523,18527.261322021484
[TG(41:1)]_FA16:0,0,4.847372233426395,0,1,1,TAG,22083.04135131836,20645.12142944336,21545.481689453125,22498.801513671875,19966.40155029297,22083.04135131836,20645.12142944336,21545.481689453125,22498.801513671875,19966.40155029297,20517.22134399414
[TG(41:1)]_FA16:1,0,5.718207411867016,0,1,1,TAG,39630.54284667969,38182.18280029297,37499.98278808594,37114.38262939453,41125.72277832031,39630.54284667969,38182.18280029297,37499.98278808594,37114.38262939453,41125.72277832031,40822.84313964844
[TG(41:1)]_FA18:0,0,5.336917918000765,0,1,1,TAG,29990.842224121097,30538.482177734375,31247.4423828125,28201.60205078125,30682.82211303711,29990.842224121097,30538.482177734375,31247.4423828125,28201.60205078125,30682.82211303711,27995.142120361328
[TG(41:1)]_FA18:1,0,5.758789761290012,0,1,1,TAG,39227.46270751953,39461.78283691406,44809.36315917969,37843.86267089844,39425.162841796875,39227.46270751953,39461.78283691406,44809.36315917969,37843.86267089844,39425.162841796875,39583.262939453125
[TG(41:2)]_FA14:0,0,4.785102394074166,0,1,1,TAG,20632.66143798828,21661.92156982422,20373.861602783203,18466.74136352539,22021.501678466797,20632.66143798828,21661.92156982422,20373.861602783203,18466.74136352539,22021.501678466797,18468.201446533203
[TG(41:2)]_FA16:0,0,4.66128635076287,0,1,1,TAG,19151.82154846191,17380.061309814453,18593.021423339844,18426.24139404297,19362.561294555664,19151.82154846191,17380.061309814453,18593.021423339844,18426.24139404297,19362.561294555664,19758.98135375977
[TG(41:2)]_FA16:1,0,4.951034742495875,0,1,1,TAG,22935.661590576172,23225.361694335938,21703.781768798828,21870.601684570312,25237.44201660156,22935.661590576172,23225.361694335938,21703.781768798828,21870.601684570312,25237.44201660156,21792.681518554688
[TG(41:2)]_FA18:0,0,4.550808546459677,0,1,1,TAG,17214.96110534668,18893.001220703125,18036.52131652832,16406.961151123047,16907.16130065918,17214.96110534668,18893.001220703125,18036.52131652832,16406.961151123047,16907.16130065918,16091.761123657228
[TG(41:2)]_FA18:1,0,5.525678226744438,0,1,1,TAG,35173.76251220703,32753.962158203125,32637.502502441406,35260.90252685547,33519.08239746094,35173.76251220703,32753.962158203125,32637.502502441406,35260.90252685547,33519.08239746094,35364.26232910156
[TG(41:2)]_FA18:2,0,5.829700367533511,0,1,1,TAG,44056.84313964844,40835.36267089844,42293.06311035156,41999.94250488281,41774.98260498047,44056.84313964844,40835.36267089844,42293.06311035156,41999.94250488281,41774.98260498047,40695.10299682617
[TG(42:0)]_FA14:0,0,6.972784201967868,0,1,1,TAG,93630.846923828125,90630.64660644533,94824.94689941406,92143.26696777344,94508.0067138672,93630.846923828125,90630.64660644533,94824.94689941406,92143.26696777344,94508.0067138672,90509.36755371094
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,0,7.662272137448503,0,1,1,TAG | DAG,152901.14086914062,151337.31958007812,146464.1605834961,147135.4408569336,152413.05084228516,152901.14086914062,151337.31958007812,146464.1605834961,147135.4408569336,152413.05084228516,147242.80056762695
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,0,7.203897612859326,0,1,1,TAG | DAG,109530.85760498048,110630.82763671876,108038.59725952148,108630.97790527344,110167.29791259766,109530.85760498048,110630.82763671876,108038.59725952148,108630.97790527344,110167.29791259766,105449.17694091795
[TG(42:1)]_FA14:0,0,7.476039553997398,0,1,1,TAG,134144.830078125,131752.98950195312,131865.6494140625,130272.109375,130727.86865234376,134144.830078125,131752.98950195312,131865.6494140625,130272.109375,130727.86865234376,130598.98974609376
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,0,6.1392777894637085,0,1,1,TAG | DAG,51439.703536987305,51884.80372619629,51697.77378845215,52903.10386657715,53815.033767700195,51439.703536987305,51884.80372619629,51697.77378845215,52903.10386657715,53815.033767700195,49899.433349609375
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1,0,7.765122089240956,0,1,1,TAG | DAG,158287.09100341797,167122.57180786133,159429.68145751953,158464.130859375,163532.26147460938,158287.09100341797,167122.57180786133,159429.68145751953,158464.130859375,163532.26147460938,156511.15045166016
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,0,7.159213126370032,0,1,1,TAG | DAG,107908.7275390625,108328.00744628906,102415.56732177734,103907.01727294922,105470.16760253906,107908.7275390625,108328.00744628906,102415.56732177734,103907.01727294922,105470.16760253906,106217.64782714844
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,0,7.375327114207953,0,1,1,TAG | DAG,124076.49877929688,123206.7489013672,123406.7293701172,119277.4684753418,125734.2192993164,124076.49877929688,123206.7489013672,123406.7293701172,119277.4684753418,125734.2192993164,119773.69830322266
[TG(42:2)]_FA14:0,0,4.624593573576522,0,1,1,TAG,16538.961166381836,19779.22152709961,17753.80108642578,18586.081344604492,18103.061111450195,16538.961166381836,19779.22152709961,17753.80108642578,18586.081344604492,18103.061111450195,18972.541442871097
[TG(42:2)]_FA16:0,0,4.790117913575467,0,1,1,TAG,19269.421325683594,19988.921417236328,22089.141540527344,20876.34146118164,20457.86151123047,19269.421325683594,19988.921417236328,22089.141540527344,20876.34146118164,20457.86151123047,19812.06137084961
[TG(42:2)]_FA16:1,0,5.788929549478135,0,1,1,TAG,42321.82305908203,41496.763122558594,40995.32275390625,39638.102478027344,40576.28314208984,42321.82305908203,41496.763122558594,40995.32275390625,39638.102478027344,40576.28314208984,39859.26318359375
[TG(42:2)]_FA18:0,0,4.690227453196204,0,1,1,TAG,22325.821853637695,17827.541275024414,17997.701248168945,19604.361434936523,18480.581329345703,22325.821853637695,17827.541275024414,17997.701248168945,19604.361434936523,18480.581329345703,17382.781341552734
[TG(42:2)]_FA18:1,0,6.77604446120943,0,1,1,TAG,83604.145751953125,80037.84606933594,77299.565673828125,82919.8662109375,82509.025390625,83604.145751953125,80037.84606933594,77299.565673828125,82919.8662109375,82509.025390625,78196.08532714844
[TG(42:2)]_FA18:2,0,6.860310707489604,0,1,1,TAG,91168.166259765625,83267.20568847656,85635.70544433594,84330.04577636719,85995.30651855469,91168.166259765625,83267.20568847656,85635.70544433594,84330.04577636719,85995.30651855469,84250.10607910156
[TG(42:3)]_FA14:0,0,4.6673473356202555,0,1,1,TAG,18351.661590576172,18191.00131225586,19889.30142211914,18022.081344604492,18873.4012298584,18351.661590576172,18191.00131225586,19889.30142211914,18022.081344604492,18873.4012298584,20000.361328125
[TG(42:3)]_FA16:0,0,4.628631162465118,0,1,1,TAG,17563.161163330078,18903.701232910156,19347.701385498047,18535.081344604492,17190.521377563477,17563.161163330078,18903.701232910156,19347.701385498047,18535.081344604492,17190.521377563477,18183.221221923828
[TG(42:3)]_FA16:1,0,4.79829623741727,0,1,1,TAG,20169.48127746582,21754.98162841797,21527.80145263672,19746.50131225586,20793.221435546875,20169.48127746582,21754.98162841797,21527.80145263672,19746.50131225586,20793.221435546875,18780.521423339844
[TG(42:3)]_FA18:0,0,4.317671772009061,0,1,1,TAG,15053.741111755371,14921.321060180664,14891.041015625,14253.821014404297,14468.36102294922,15053.741111755371,14921.321060180664,14891.041015625,14253.821014404297,14468.36102294922,15010.061065673828
[TG(42:3)]_FA18:1,0,4.826987348120234,0,1,1,TAG,23084.741806030273,21044.661514282227,19836.781509399418,20180.201370239258,21960.98162841797,23084.741806030273,21044.661514282227,19836.781509399418,20180.201370239258,21960.98162841797,18844.801315307617
[TG(42:3)]_FA18:2,0,6.764786481799732,0,1,1,TAG,85163.80603027344,81362.06579589844,81117.04577636719,77252.20544433594,77748.44567871094,85163.80603027344,81362.06579589844,81117.04577636719,77252.20544433594,77748.44567871094,79541.525390625
[TG(42:3)]_FA18:3,0,7.155755933960719,0,1,1,TAG,111659.18811035156,107299.02722167967,103172.18762207033,103877.30725097656,105118.02807617188,111659.18811035156,107299.02722167967,103172.18762207033,103877.30725097656,105118.02807617188,98240.16638183594
[TG(42:4)]_FA14:0,0,4.416925472998533,0,1,1,TAG,15090.001037597656,14621.14109802246,15374.68115234375,17364.361351013184,16266.90119934082,15090.001037597656,14621.14109802246,15374.68115234375,17364.361351013184,16266.90119934082,15960.681182861328
[TG(42:4)]_FA16:0,0,5.307310750069346,0,1,1,TAG,27585.64196777344,30691.482055664062,29581.882385253903,28514.14193725586,29853.102111816406,27585.64196777344,30691.482055664062,29581.882385253903,28514.14193725586,29853.102111816406,29713.821838378903
[TG(42:4)]_FA16:1,0,4.743535990289686,0,1,1,TAG,19987.38146972656,19476.721405029297,20205.06132507324,19695.101470947266,19483.941375732426,19987.38146972656,19476.721405029297,20205.06132507324,19695.101470947266,19483.941375732426,20123.18145751953
[TG(42:4)]_FA18:0,0,4.561627860540172,0,1,1,TAG,17142.86116027832,18064.38116455078,16542.461082458496,19706.48129272461,16120.301208496094,17142.86116027832,18064.38116455078,16542.461082458496,19706.48129272461,16120.301208496094,16609.8212890625
[TG(42:4)]_FA18:1,0,4.576202245727377,0,1,1,TAG,18683.241325378414,16369.06120300293,16760.761276245117,18130.581329345703,18554.001403808594,18683.241325378414,16369.06120300293,16760.761276245117,18130.581329345703,18554.001403808594,16867.821319580078
[TG(42:4)]_FA18:2,0,4.854651309672148,0,1,1,TAG,24276.94155883789,19738.161361694336,21577.441619873047,21662.86148071289,19965.841369628903,24276.94155883789,19738.161361694336,21577.441619873047,21662.86148071289,19965.841369628903,20750.78126525879
[TG(42:4)]_FA18:3,0,6.910759101960985,0,1,1,TAG,94184.7265625,89005.726318359375,89727.546142578125,88220.16613769531,88375.36608886719,94184.7265625,89005.726318359375,89727.546142578125,88220.16613769531,88375.36608886719,80636.90563964844
[TG(42:4)]_FA20:4,0,6.462468028068768,0,1,1,TAG,66520.98486328125,65500.70458984375,61722.124084472656,67390.62487792969,64099.584716796875,66520.98486328125,65500.70458984375,61722.124084472656,67390.62487792969,64099.584716796875,65906.24444580078
[TG(43:0)]_FA14:0,0,5.354507676129389,0,1,1,TAG,31525.302001953125,32525.54229736328,29018.08203125,28742.74237060547,29897.102264404297,31525.302001953125,32525.54229736328,29018.08203125,28742.74237060547,29897.102264404297,29525.081939697266
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,0,5.928595409277518,0,1,1,TAG | DAG,46794.583099365234,45876.30317687988,44055.62321472168,44525.58311462402,44520.633224487305,46794.583099365234,45876.30317687988,44055.62321472168,44525.58311462402,44520.633224487305,43887.80302429199
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,0,5.876267997193084,0,1,1,TAG | DAG,43193.153060913086,45853.1731262207,42162.81301879883,43686.722900390625,42987.00309753418,43193.153060913086,45853.1731262207,42162.81301879883,43686.722900390625,42987.00309753418,42034.98303222656
[TG(43:1)]_FA14:0,0,5.246344572266654,0,1,1,TAG,26494.64175415039,28583.682067871097,28583.40203857422,27778.50177001953,30556.762237548828,26494.64175415039,28583.682067871097,28583.40203857422,27778.50177001953,30556.762237548828,25233.381896972656
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,0,5.236220970543022,0,1,1,TAG | DAG,27816.432094573975,27417.611824035645,28396.05197906494,26934.06179618835,29713.001989364624,27816.432094573975,27417.611824035645,28396.05197906494,26934.06179618835,29713.001989364624,26344.36195755005
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,0,6.110366614640669,0,1,1,TAG | DAG,53235.57392883301,53152.87365722656,50804.10368347168,47504.45333862305,52055.37335205078,53235.57392883301,53152.87365722656,50804.10368347168,47504.45333862305,52055.37335205078,49093.88327026367
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,0,5.284173972159405,0,1,1,TAG | DAG,30409.462085723877,28703.82207870483,28885.351989746097,27600.241956710815,29003.112113952637,30409.462085723877,28703.82207870483,28885.351989746097,27600.241956710815,29003.112113952637,27919.28192138672
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,0,6.061191718935554,0,1,1,TAG | DAG,47655.83349609375,49095.643630981445,50339.09336853027,49499.513595581055,49117.773529052734,47655.83349609375,49095.643630981445,50339.09336853027,49499.513595581055,49117.773529052734,51405.55383300781
[TG(43:2)]_FA14:0,0,5.386184366547647,0,1,1,TAG,34419.56254577637,25557.64190673828,26622.84196472168,37706.30335998535,31343.782104492188,34419.56254577637,25557.64190673828,26622.84196472168,37706.30335998535,31343.782104492188,27619.542114257812
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,0,5.154934516517079,0,1,1,TAG | DAG,25959.781721115112,26800.981954574585,26662.141849517822,26547.641857147217,26228.981927871704,25959.781721115112,26800.981954574585,26662.141849517822,26547.641857147217,26228.981927871704,25465.02187728882
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,0,5.370355615598163,0,1,1,TAG | DAG,29822.232097625732,34258.18249511719,29960.13231277466,28440.12205886841,32500.9422454834,29822.232097625732,34258.18249511719,29960.13231277466,28440.12205886841,32500.9422454834,27278.581943511963
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,0,4.691571660405584,0,1,1,TAG | DAG,19216.27139854431,19296.311376571655,20053.861446380615,18814.34128189087,18536.56128692627,19216.27139854431,19296.311376571655,20053.861446380615,18814.34128189087,18536.56128692627,18499.971256256104
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,0,5.487831879845247,0,1,1,TAG | DAG,31521.73215866089,34653.25240898132,33828.10249900818,33224.15230178833,32922.562368392944,31521.73215866089,34653.25240898132,33828.10249900818,33224.15230178833,32922.562368392944,32814.23231124878
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,0,5.250059639963264,0,1,1,TAG | DAG,27923.291915893555,29266.6720123291,26868.15184020996,26650.22183227539,29507.75228881836,27923.291915893555,29266.6720123291,26868.15184020996,26650.22183227539,29507.75228881836,29051.672119140625
[TG(43:3)]_FA14:0,0,6.367957137074098,0,1,1,TAG,62891.1845703125,47969.44296264648,63030.504150390625,79157.885009765625,57257.58367919922,62891.1845703125,47969.44296264648,63030.504150390625,79157.885009765625,57257.58367919922,49726.863708496094
[TG(43:3)]_FA16:0,0,5.06784420745702,0,1,1,TAG,26422.14193725586,24095.48178100586,25421.521697998047,25675.241760253903,24724.8818359375,26422.14193725586,24095.48178100586,25421.521697998047,25675.241760253903,24724.8818359375,20522.961471557617
[TG(43:3)]_FA16:1,0,4.800771168150262,0,1,1,TAG,21095.661346435547,20204.721405029297,19772.801300048828,19681.5615234375,22259.281646728516,21095.661346435547,20204.721405029297,19772.801300048828,19681.5615234375,22259.281646728516,20649.861541748047
[TG(43:3)]_FA18:0,0,4.414362771880426,0,1,1,TAG,15941.56103515625,16298.06103515625,16932.021224975586,13170.720886230469,16701.581100463867,15941.56103515625,16298.06103515625,16932.021224975586,13170.720886230469,16701.581100463867,15786.601028442385
[TG(43:3)]_FA18:1,0,4.472062749385431,0,1,1,TAG,16896.84132385254,18015.3212890625,15791.101150512695,16038.541244506836,16033.081192016602,16896.84132385254,18015.3212890625,15791.101150512695,16038.541244506836,16033.081192016602,15126.861099243164
[TG(43:3)]_FA18:2,0,4.99854615171895,0,1,1,TAG,22453.121795654297,24750.041717529297,22825.90173339844,23045.181579589844,23679.361907958984,22453.121795654297,24750.041717529297,22825.90173339844,23045.181579589844,23679.361907958984,26171.601684570312
[TG(43:3)]_FA18:3,0,5.833250488111047,0,1,1,TAG,41098.902770996094,42713.123046875,40843.00296020508,42348.94314575195,42567.5830078125,41098.902770996094,42713.123046875,40843.00296020508,42348.94314575195,42567.5830078125,44124.08319091797
[TG(43:4)]_FA14:0,0,4.467733570769398,0,1,1,TAG,17030.821334838867,15602.74104309082,16791.481231689453,15954.78108215332,15951.18116760254,17030.821334838867,15602.74104309082,16791.481231689453,15954.78108215332,15951.18116760254,17192.761352539062
[TG(43:4)]_FA16:0,0,4.520396467638172,0,1,1,TAG,16577.081161499023,16758.50114440918,19345.40133666992,16159.781105041504,16811.341232299805,16577.081161499023,16758.50114440918,19345.40133666992,16159.781105041504,16811.341232299805,15802.760864257812
[TG(43:4)]_FA16:1,0,5.064677910607396,0,1,1,TAG,25943.481826782227,23077.98162841797,26340.10171508789,24196.581619262695,25800.901763916016,25943.481826782227,23077.98162841797,26340.10171508789,24196.581619262695,25800.901763916016,21953.36164855957
[TG(43:4)]_FA18:0,0,4.2894685064161715,0,1,1,TAG,12181.720794677734,16635.92105102539,14102.500961303713,14228.081039428713,14691.820930480955,12181.720794677734,16635.92105102539,14102.500961303713,14228.081039428713,14691.820930480955,15343.381103515623
[TG(43:4)]_FA18:1,0,4.60781205552403,0,1,1,TAG,18190.50115966797,17419.20118713379,19159.141357421875,17664.321334838867,18291.021392822266,18190.50115966797,17419.20118713379,19159.141357421875,17664.321334838867,18291.021392822266,17083.321258544922
[TG(43:4)]_FA18:2,0,4.537663451660028,0,1,1,TAG,18045.321327209473,17229.941177368164,17007.72132873535,16973.641326904297,17036.981369018555,18045.321327209473,17229.941177368164,17007.72132873535,16973.641326904297,17036.981369018555,16372.781158447266
[TG(43:4)]_FA18:3,0,5.1601087607978,0,1,1,TAG,26383.48193359375,26822.821899414062,27284.441986083984,26625.14193725586,25152.781768798828,26383.48193359375,26822.821899414062,27284.441986083984,26625.14193725586,25152.781768798828,26296.52197265625
[TG(43:4)]_FA20:4,0,5.750302542669066,0,1,1,TAG,38290.64260864258,42029.842712402344,37462.942626953125,41304.86291503906,40406.74279785156,38290.64260864258,42029.842712402344,37462.942626953125,41304.86291503906,40406.74279785156,38605.36282348633
