lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
DG(44:11)|DG(43:4)_C16:1,-0.12106134840180356,4.259720547782455,0.1286712794595246,0.7198136992562215,0.8927128391621164,DAG,97090.36631774902,83988.46538543701,76701.22619628906,51623.96382522583,135285.53002929688,47063.30333709717,97190.4476928711,79798.60538101196,47215.52334594727,68683.42447280884,63354.744663238525,46016.04305648804,64738.98440551758
[TG(44:0)|TG(O-45:0)]_FA18:0,-0.11968456967403843,5.50016082051801,0.12576834569836137,0.7228605563796988,0.8931450559236107,TAG,235241.9587402344,209749.9747314453,149611.4112548828,261163.5791015625,233204.73706054688,172159.072265625,174264.7734375,186070.53198242188,127356.16845703124,182235.19189453125,214593.57495117188,129958.90869140624,89095.28625488281
[TG(64:12)|TG(63:5)]_FA22:5,-0.11978606512871309,5.712385390714024,0.12598242527201364,0.7226345183878521,0.8931450559236107,TAG,326295.94158935547,247516.458190918,279805.83602905273,269181.03900146484,185535.1722412109,219717.0154724121,198753.87579345703,184027.81384277344,84326.70617675781,268993.80072021484,232286.2789306641,278154.3804016113,33228.96240234375
[TG(66:2)]_FA18:0,-0.12011966185069241,3.1078690478271866,0.12666480466282337,0.7219154614150974,0.8931450559236107,TAG,35926.40291595459,40094.30280303955,24939.38167190552,43800.36279296875,43882.80285644531,30685.80233001709,28640.682052612305,37500.46244812012,23241.201705932617,34115.84198760986,34417.822410583496,19661.341506958008,31375.86173248291
DG(38:5)_C16:1,-0.120436217968121,4.014399299607574,0.12734472391468898,0.7212011639850042,0.8931450559236107,DAG,92661.1665649414,77420.74534606934,66369.88467407227,44597.44309997559,108474.6481628418,40935.4828453064,87036.22573852539,63183.564403533936,42447.78310775757,61566.06476974487,54751.08403015137,41609.903060913086,43637.98295593262
DG(40:1)_C18:0,0.11965936240246221,3.6307269608806774,0.12570268277750074,0.722929930608141,0.8931450559236107,DAG,55449.06420516968,38800.54295349121,34266.82225036621,43437.18280029297,140636.8091697693,34457.96242141724,37351.042724609375,40019.62303161621,34502.80243682861,40449.12271881104,36257.42234420776,37149.30253982544,45460.22329711914
DG(42:8)|DG(41:1)_C18:0,-0.12005206063492654,4.4068658535884,0.12653596241898413,0.7220510614889546,0.8931450559236107,DAG,97024.46622848512,70952.34525680542,72278.48500061035,67402.22437286377,161993.49132156372,69689.3648109436,71057.24482345581,73099.24536895752,68540.924659729,71808.04507446289,64780.14436340332,70155.10520553589,75599.96533203125
FA(32:5),-0.1196709869673006,4.21967603917481,0.12573366083779547,0.7228971991084048,0.8931450559236107,FA,67799.44485473633,63756.66390991211,137248.8911743164,122116.18698120116,61116.124740600586,67738.68566894531,60486.36477661133,55853.84375,75380.40447998047,43805.38214111328,70492.22514343262,91025.94674682616,25019.94189453125
LPI(18:4),-0.1205481847894071,4.392611504776012,0.12758453171022666,0.7209497438926143,0.8931450559236107,PI,88644.56604003906,74269.26568603516,68880.64413452148,82430.24523925781,157859.6128540039,108657.64654541016,84913.04650878906,87821.3666381836,69008.48541259766,83233.9253540039,77153.50598144531,64387.42495727539,38114.06280517578
PC(42:5),-0.12023538627361259,10.472637213559134,0.12693228994929928,0.72163419431486,0.8931450559236107,PC,8282235.521484375,6531907.205078125,4470811.3115234375,8017374.807128906,7357877.546386719,4881298.604492188,5564263.057128906,6799760.7646484375,3514558.1953125,7099195.84765625,5142363.666503906,3990561.5390625,2944436.400390625
PE(42:5),0.1200205529844567,5.160483787506343,0.126474118613487,0.7221161766530607,0.8931450559236107,PE,212848.6544189453,170459.61108398438,98531.067138671875,207929.19384765625,241322.9548339844,147064.150390625,129430.10913085938,166582.33142089844,85069.045166015625,149122.0906982422,131995.36840820312,80218.84533691406,77901.98529052734
[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:0,-0.11916522011722322,2.864403552001061,0.12465799804868993,0.7240364160683544,0.8934932018730064,TAG,34266.522399902344,31874.062377929688,25314.48178100586,37067.76240539551,39551.4026184082,29943.80191040039,29011.702224731445,32463.642547607426,20439.14144897461,29960.38201904297,28537.702041625977,20109.401290893555,16753.781227111816
FA(10:3),-0.1191545432373423,4.544042181601717,0.12465239141238271,0.7240423684220365,0.8934932018730064,FA,75141.58483886719,83571.72570800781,112769.64782714844,122676.50970458984,93195.18798828124,92058.00537109376,80744.46594238281,76167.98516845703,71711.245361328125,71274.28485107422,94273.80651855467,69582.78564453125,85541.526611328125
FA(4:0),-0.11928016446902745,1.9567766575985108,0.12487076314596379,0.7238106425782087,0.8934932018730064,FA,12031.880882263184,12090.380859375,24820.661529541016,23543.201538085938,11791.60075378418,12499.340835571287,13653.220977783203,11513.960800170898,12556.700912475586,10561.840835571287,14808.001037597656,13413.520935058594,13650.520889282228
[TG(60:13)|TG(59:6)]_FA16:0,-0.11886740611690783,4.062884690111497,0.12405064626557305,0.7246820957032125,0.893940796190469,TAG,76567.9450378418,73447.46545410156,54079.52404785156,75887.40563964844,106950.24655151369,79753.02673339844,74102.50514221191,74233.44522094727,45624.12341308594,72613.44509887695,80788.14630126953,38510.882904052734,28810.942001342773
DG(28:2)_C16:1,-0.118633244044878,5.1410733222514144,0.12356830267526675,0.7251961452442212,0.8941681098791145,DAG,214015.0528564453,212652.83694458008,205389.8752746582,69277.5051574707,225729.73593139648,62262.224601745605,273770.5803527832,176066.99351119995,64394.02449417114,155776.93032836914,138068.43006896973,50443.943813323975,54922.8239440918
PS(30:3),0.11853406103219932,4.471236546232258,0.1233580708462787,0.7254205490125571,0.8941681098791145,PS,85967.6654663086,73578.02508544922,61526.724609375,71206.60479736328,208225.9547729492,140847.28973388672,81172.06579589844,83045.44592285156,58017.1240234375,81090.64538574219,80555.32531738281,59467.30428695679,54796.10345458984
[TG(44:2)]_FA14:0,-0.11785871059196787,4.291123152811749,0.12195364505123496,0.726925187853926,0.8951496503441879,TAG,67174.22476196289,62748.86437988281,47565.9033203125,89276.386474609375,89333.92681884766,67807.3844909668,65607.96447753906,68591.205078125,36497.642822265625,60312.04486083984,69157.50494384766,45000.24313354492,122163.10876464844
[TG(64:6)]_FA22:5,-0.11780450081382157,4.60223176370172,0.12184594660106995,0.7270409716642162,0.8951496503441879,TAG,115896.04873657228,119083.4083404541,107125.7673187256,154970.25115966797,108684.60739135742,87455.406005859375,94425.24642944336,96018.04678344728,55698.46325683594,105906.2477722168,100798.54679870604,101579.80709838869,34242.322509765625
PS(O-34:0),-0.11779895046738045,5.772542307716971,0.12183844901778684,0.7270490342584804,0.8951496503441879,PS,300805.0799560547,235225.8184814453,142909.39038085938,236345.1982421875,362090.26403808594,253302.4592285156,210943.13427734372,232820.0959472656,145157.49047851562,246128.73583984372,281510.28063964844,137241.04961395264,98242.12731933594
[TG(59:13)|TG(58:6)]_FA14:0,-0.1173434974898661,3.4546647820675895,0.12088535925954602,0.7280762228419332,0.8953165580847199,TAG,48835.103515625,45508.42337036133,38738.24279785156,46828.56335449219,67729.7045288086,51995.50372314453,48966.80380249024,44972.522857666016,29032.581970214844,48752.083557128906,46796.50344848633,28435.5020904541,22651.981689453125
[TG(64:16)|TG(63:9)|TG(62:2)]_FA16:0,-0.11717671721284834,3.038343289080226,0.12053597561229881,0.7284539062874154,0.8953165580847199,TAG,35414.5224609375,38313.902420043945,29505.92210388184,42161.8225402832,43061.02352142334,30899.182342529297,33677.882415771484,34562.082611083984,22206.381439208984,34126.5221862793,32994.32238769531,20771.76147460937,22002.4814453125
[TG(66:2)]_FA14:0,-0.11745882746115759,2.6145011945700736,0.12111010904715158,0.7278335917438702,0.8953165580847199,TAG,28833.54210281372,24532.141639709476,23882.641593933105,29970.501953125,34783.26249694824,26275.26189422607,22890.10165405273,27824.461959838867,16749.141242980957,26706.26176071167,24491.241760253903,18232.74122619629,12365.56092453003
DG(36:4)|DG(O-37:4)_C16:1,-0.11720553687096784,3.5896372626309008,0.12060181465449205,0.7283826874744249,0.8953165580847199,DAG,59568.04476928711,56662.00370788574,57531.98432159424,31303.042121887207,75688.44527053833,28408.122066497803,62592.34448242188,44293.36299133301,32509.502277374268,43299.463161468506,43915.76336288452,26763.32202911377,39241.48283386231
LPE(22:0),-0.11711571989895125,4.933578999903328,0.12042700795427663,0.7285718256989385,0.8953165580847199,PE,134686.55126953125,127134.58911132812,91778.1664428711,117616.208984375,230534.1983642578,152445.87103271484,145309.94946289062,120672.96752929688,93870.00714111328,106238.06646728516,116425.40838623048,99999.60772705078,51983.88360595703
[TG(45:1)]_FA18:0,-0.11624109959479564,4.56702289859574,0.11863406810188337,0.7305207004729156,0.8973697375051765,TAG,129331.45001220705,107652.20782470705,87109.86529541016,131967.9887084961,133809.98858642578,90454.96612548828,91685.2260131836,106981.12561035156,64662.50424194336,99199.60690307616,99420.18743896484,82010.3462524414,32528.94229125977
[TG(44:1)]_FA18:0,0.11590446775139916,4.8478945205766975,0.11794928088092504,0.7312693911157736,0.8979476123023599,TAG,146864.70947265625,133740.26928710938,107713.1278076172,199404.1962890625,191610.8135986328,117228.12719726562,95999.48669433594,120807.1474609375,80799.94641113281,120524.04833984376,110946.80828857422,78736.80517578125,42495.68280029297
[TG(66:9)|TG(65:2)]_FA18:1,0.115676410344562,3.57794691738971,0.11747650038108759,0.7317877097429487,0.898242274378279,TAG,60737.62420654297,53825.38383483887,88592.10501098633,52257.50407409668,55905.14416503906,34361.90267944336,43072.40315246582,54377.8839263916,34075.462310791016,38524.823150634766,38841.82263183594,31631.242065429688,26903.02210998535
[TG(50:8)|TG(49:1)]_FA18:1,-0.11543720466493856,8.526912788593435,0.11700588707753923,0.7323048112278407,0.8985352189476206,TAG,2185664.463623047,1620977.9248046875,765296.4091796875,1995108.845703125,2250393.6806640625,2301682.6362304688,802766.48974609375,749145.212890625,967623.8935546876,2053918.8549804688,2108697.6506347656,1989589.6474609373,94239.846923828125
[TG(61:14)|TG(60:7)|TG(59:0)]_FA22:5,0.11503759022961911,7.018551290330441,0.11619664375939465,0.7331967162730111,0.8992876485796301,TAG,822512.7107849121,1007892.5478515624,527253.0174560547,1081513.635559082,573230.2814331055,315900.7838745117,592738.2071228027,543342.66015625,337259.1273803711,677613.0211181641,450283.41052246094,346520.9831542969,39342.342681884766
PG(31:4),0.1147783856818818,5.012556608516189,0.1156694814817456,0.73377959270577775,0.8996606176525626,PG,108624.22790527344,104583.80792236328,102544.4873046875,98619.207275390625,308529.0821533203,232613.1173095703,116385.7681274414,112264.04711914062,104034.60736083984,103651.32678222656,117146.44799804688,98407.02728271484,58803.903747558594
[TG(39:1)]_FA18:0,-0.11385845358091426,5.528780891295659,0.113825034657566,0.735830716091401,0.9013649120962575,TAG,207054.85498046875,181975.8922119141,153131.5703125,240815.3753662109,299380.4805908203,222515.6968994141,154823.53045654297,188837.373046875,116974.40832519533,225049.43627929688,169345.873046875,185521.2724609375,72345.824951171875
[TG(52:5)]_FA14:0,0.11378115522866382,4.463945670384799,0.11366674245618924,0.7360076056317442,0.9013649120962575,TAG,99698.726806640625,131103.86846923828,111767.2271118164,160468.7904663086,106739.90759277344,78983.7857055664,84374.365234375,81778.68621826172,47945.02331542969,96005.9468383789,78145.4662475586,81835.6266784668,27806.302032470703
[TG(55:11)|TG(54:4)]_FA22:5,0.11398676645323455,5.737784058968158,0.1140823341295345,0.7355434792637341,0.9013649120962575,TAG,363086.0241394043,436166.3890991211,200627.61700439453,332192.40841674805,233650.37692260745,163569.29037475586,250739.25955200195,184868.4927368164,99975.84747314452,278174.8609008789,223154.33557128903,164574.41107177734,37268.18283081055
FA(10:0) | FA(10:0),-0.11297940801459425,4.24962719001383,0.1120688083418031,0.737801008922642,0.9028759407635061,FA,62529.764221191406,48247.263122558594,142147.01153564453,100786.14617919922,66771.86364746094,73346.42541503906,69752.42486572266,57791.34356689453,67220.96472167969,54423.14367675781,65060.98425292969,75340.42498779297,48580.46325683594
PG(44:8)|PG(43:1),-0.1130669535213989,5.507068307199808,0.11224818161872463,0.7375989877669334,0.9028759407635061,PG,164596.57112121582,216561.1951904297,270413.0015258789,227377.3558654785,212269.83251953125,186793.87272644043,132291.970703125,148826.3701019287,238140.87521362305,144491.09008789062,125549.7495727539,171203.85173034668,59504.303955078125
DG(36:7)|DG(35:0)_C18:0,0.11267065478909215,5.740373370335231,0.11146144398935576,0.7384863979567413,0.9033721024285081,DAG,142184.32995986938,120011.18813323976,105221.42712783812,109833.54738998412,420032.02478027344,95345.846660614,123416.0691833496,99517.36723327637,106617.80788421632,122723.86920547484,100006.30659484863,97373.9469795227,510965.3532714844
[TG(64:6)]_FA20:4,0.11250416325630508,3.9294537381008277,0.11112697781010183,0.7388647175977969,0.9034924000333804,TAG,75633.68524169922,76606.64566040039,76808.92532348633,86826.96627807617,81707.10586547852,65012.54498291016,55782.7639465332,63777.58418273926,37672.762435913086,57694.94393920898,77259.92593383789,34460.92237854004,24194.86180114746
[TG(57:10)|TG(56:3)]_FA22:6,-0.11199521736625927,5.3762298879511965,0.11013081391251944,0.7399952551737181,0.9042165951516693,TAG,211914.29376220703,257184.6551513672,156778.85040283203,281044.9411621094,206553.87109375,117595.82876586914,166739.6522216797,161465.6520690918,122758.64793395996,198703.8133392334,154190.3708190918,156637.71139526367,40655.34295654297
[TG(65:0)]_FA16:0,-0.11179891399252814,2.8495491199061047,0.10972664630889994,0.7404555599028676,0.9042165951516693,TAG,34216.622650146484,32021.34211730957,31655.36267089844,41798.56268310547,37406.76287841797,24039.24169921875,25203.741622924805,32913.142349243164,20787.701446533203,33560.24224853516,29661.602249145508,19903.901260375977,13740.780990600586
DG(42:11)|DG(41:4)_C18:0,-0.11172627378729098,5.342272907919963,0.10959254035412869,0.7406085004207751,0.9042165951516693,DAG,58944.24395751953,41953.54306411743,47299.38375854492,44648.56344604492,105409.9461555481,37288.54248428345,58526.36447525024,35334.32230758667,49938.023040771484,41441.50269699097,31779.70207595825,38153.06256866455,631036.623046875
DG(O-38:9)|DG(36:2)_C16:1,0.11148476753823747,5.298881486381111,0.10912879707927914,0.7411381760694655,0.9042165951516693,DAG,198214.59375,191641.23315429688,226471.6761474609,96545.3670387268,293640.3389892578,103529.74756240845,191330.9743041992,141900.59049987793,98789.92727279665,145641.79010391235,119165.52816390993,84119.68585586548,114592.30755615234
LPC(15:1)|LPC(O-16:1)|LPC(P-16:0),-0.11160620517668582,4.33938433680065,0.1093629136232721,0.7408706184540725,0.9042165951516693,PC,88335.76593017578,169776.9308166504,57176.68420410156,78858.58557128906,87364.226318359375,80010.885498046875,74741.60528564453,65907.184814453125,60806.46450805664,83179.42541503906,86783.00653076172,71544.805419921875,39583.62292480469
PI(41:5)|PI(P-42:4),-0.11149474137992499,3.9929348565357747,0.10914183884324297,0.7411232630594451,0.9042165951516693,PI,67483.02493286133,78345.28494262695,55072.38383483887,68575.06524658203,75496.28518676758,61609.58480834961,61401.64459228516,70002.60494995117,39955.362533569336,63365.42449951172,63034.624923706055,35876.18225097656,54445.36376953125
[TG(48:5)]_FA16:1,-0.11095010180484134,4.804475809007373,0.10808363079422634,0.7423365322873996,0.9043426934749482,TAG,104365.48672485352,112202.56771850586,136760.3110961914,135636.28887939453,207065.5346069336,113653.72833251952,119367.76934814452,107753.86700439452,64169.224060058594,102039.8669128418,115955.40789794922,133123.03103637695,27615.961853027344
[TG(49:4)]_FA16:0,-0.11077428452923686,3.7933557344793223,0.10773566827894854,0.7427369195523137,0.9043426934749482,TAG,58071.42401123047,56618.40399169922,53280.10348510742,72738.74533081055,96186.20739746094,55136.644134521484,57453.98385620117,59547.544189453125,42042.04275512695,58739.00421142578,57455.463439941406,38836.94274902344,22939.501831054688
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:1,0.11117236654130917,3.388512659139974,0.1085064968645213,0.7418509164709362,0.9043426934749482,TAG,47399.303283691406,66767.82441711426,41651.28305053711,51891.20330810547,51824.92343139648,41604.66287231445,36349.622299194336,42268.00288391113,28659.301986694336,37431.24234008789,41808.083084106445,22558.961624145508,28256.382217407227
FA(26:0),0.11092658169115098,5.199562623312329,0.10803859468660448,0.7423883133581257,0.9043426934749482,FA,51747.82460021973,3711.74027633667,395453.5965576172,352287.5574951172,131042.5085029602,166012.73168945312,53544.703704833984,3107.3002319335938,178047.51052856445,84462.52673721313,154046.1079978943,206144.699798584,44583.703674316406
LPS(22:6),-0.11066274099958513,5.40307983445193,0.10752635570406699,0.7429781126926824,0.9043426934749482,PS,219703.19787597656,197911.5128173828,152526.85009765625,205135.17504882807,239743.998046875,156598.3721923828,181687.75354003903,216030.2170410156,123757.24865722656,181520.974609375,150074.22985839844,97317.74659347534,87399.2466430664
PG(42:8)|PG(41:1)|PG(O-42:1)|PG(P-42:0),0.11081076986905564,6.343462134492038,0.10781609581317753,0.7426443110630001,0.9043426934749482,PG,532520.0360107422,637782.70703125,203623.4949951172,574529.6834716797,478756.17724609375,208784.5137939453,299756.7381591797,404320.9499511719,156442.05102539062,451486.1940917969,418417.0500488281,132600.6297607422,81420.12548828125
PS(44:5),0.11056402066307058,4.513501928940313,0.10733119746964803,0.7432032299645376,0.9043426934749482,PS,95815.2067718506,118842.04833984376,91335.60692596436,109985.48804473875,142536.8889427185,107879.18719863892,83325.88565063477,97070.2463607788,63546.12442779541,85690.18585586548,79281.34526824951,54081.90377426148,53603.64373779297
PE(40:2),-0.11032325888529941,5.887199523904675,0.10686899834809083,0.743737287477092,0.9046514235539298,PE,345177.1228027344,277732.818359375,151775.0311279297,330304.5417480469,387198.00915527344,221057.81567382807,270141.017578125,341663.90625,152768.71069335938,234558.2969970703,288569.8020019531,113352.48791503906,86811.845703125
[TG(47:3)]_FA16:1,-0.10933474101972501,4.674704486381032,0.10495960105026825,0.7459571946314544,0.9059856481278522,TAG,122553.3482055664,98176.04608154295,78959.54510498047,186178.81384277344,140150.10900878906,111782.06756591795,123405.08807373048,120943.38916015624,60197.06457519531,96441.3465576172,125540.8896484375,70980.185302734375,36269.74237060547
[TG(56:10)|TG(55:3)]_FA22:5,0.10939567993890108,5.128327511729714,0.10507807433532435,0.745818808566357,0.9059856481278522,TAG,153037.87017822266,210955.05587768555,174400.1916809082,258272.7164916992,205997.23342895508,114731.48776245116,113358.72802734376,128371.44854736328,98614.20687866212,142103.17098999023,119120.90872192384,140767.96969604492,30331.282165527344
[TG(66:7)]_FA16:0,-0.10949297135110941,2.847609474676277,0.1052475714307699,0.7456209725176048,0.9059856481278522,TAG,34638.52244567871,30429.862060546875,32531.642211914062,36383.14241027832,38180.76256561279,25917.201934814453,27084.36166381836,30423.022033691406,22942.781631469727,29492.2618560791,29230.42210388184,19477.181411743164,14876.381050109863
PG(44:7)|PG(43:0),0.10938666961646422,5.207724857270098,0.10506091167667364,0.745838850552717,0.9059856481278522,PG,153684.13089752197,172971.5715789795,129040.55007171632,191720.5530929565,281513.9570770264,195592.83428573608,145645.8501586914,157866.61253738403,103981.96752929688,144724.63134765625,135286.25017166138,92073.62682724,59666.244384765625
DG(42:9)|DG(41:2)_C18:0,-0.10908115580049743,3.958722085041855,0.10446801686252627,0.7465323272490298,0.9063430474163353,DAG,68321.40483474731,49299.28350067139,47637.22332382202,48373.84342575073,131531.50944137573,48676.543186187744,52386.78370666504,53077.80358123779,50069.12373352051,50071.04357910156,48814.12339401245,48424.943378448486,59047.30419921875
[TG(66:2)]_FA16:0,-0.10852859686329334,3.2660847732414013,0.10339886513514782,0.7477883700412591,0.9069550333904185,TAG,28553.481967926025,27915.761726379395,22433.621536254883,35972.902477264404,32584.082496643063,23257.981491088867,23889.341651916504,26299.22198867798,16052.721046447754,27316.74186706543,25156.721675872803,18320.76124954224,86590.76670837402
LPG(22:6),-0.10863847397242553,5.780413044344258,0.10363030463804535,0.7475158685097196,0.9069550333904185,PG,280955.93884277344,261548.82080078125,174786.07153320312,296636.6005859375,317507.3018798828,198377.59313964844,257989.13940429688,256838.3182373047,143129.01013183594,235748.2764892578,212180.1944580078,132354.12915039062,115846.20861816406
PI(30:0)|PI(O-31:0),0.1084753427629274,7.768014873132276,0.10332147894951049,0.7478795611564623,0.9069550333904185,PI,1399942.2043457031,1187553.0991210938,658752.52294921875,1863632.879638672,982456.4064941406,894831.84228515625,1056449.4794921875,887905.7546386719,435348.970703125,818291.31884765625,1254804.0122070312,462622.6508789063,219534.15625
[TG(66:17)|TG(65:10)|TG(64:3)]_FA14:0,0.10822957155729286,2.949685515444997,0.10283544705896475,0.74845315962676,0.9073096717188408,TAG,44945.84353637695,35818.142501831055,31551.76229095459,60536.54397583008,44692.88342285156,23910.90187072754,25237.42169189453,32379.621795654297,17226.001220703125,35303.14254760742,28859.20196533203,25325.141708374023,11555.320960998535
[TG(41:1)]_FA18:0,-0.10772537434133653,4.367684087248368,0.10189141561772885,0.7495715602678048,0.908177867397332,TAG,98507.82818603516,83650.70587158203,81769.36584472656,91110.94610595705,118601.42822265624,97658.487548828125,72662.96466064453,78059.28643798828,58221.26385498047,90013.16638183594,86206.2861328125,72417.06524658203,37963.42251586914
[TG(50:5)]_FA16:0,0.10531316324856897,4.585611512979343,0.09738143839695113,0.7549949313047485,0.908177867397332,TAG,105825.18817138672,141179.9312133789,124088.2700805664,155530.59100341797,126676.26861572266,90987.06701660156,86492.0064086914,96815.42578125,74465.92510986328,93944.1469116211,83426.44610595703,72173.00469970703,29862.22232055664
[TG(58:9)|TG(57:2)]_FA14:0,-0.10509904502955615,3.701379127169865,0.09698067757358331,0.7554834735932756,0.908177867397332,TAG,54692.32403564453,57860.04397583008,59737.46466064453,68828.784912109375,68429.46560668945,52579.76373291016,47202.38348388672,49799.283447265625,46191.903228759766,48210.26348876953,48758.083557128906,43038.36334228516,23536.74166870117
[TG(60:12)|TG(59:5)]_FA16:1,-0.10640539467331706,4.336183527564771,0.09940989626113605,0.7525389339976953,0.908177867397332,TAG,96751.72692871094,99479.9672241211,66637.58489990234,83927.16595458984,111573.04803466795,83354.36639404297,78193.0855102539,81993.04595947266,57957.243713378906,77408.86584472656,79913.08508300781,57693.58404541016,52322.86413574219
[TG(62:11)|TG(61:4)]_FA18:2,0.10611428963920229,4.083715373907947,0.09886568744002489,0.7531951230213481,0.908177867397332,TAG,91091.60653686523,99660.787109375,69160.10510253906,99391.82556152344,87903.14660644531,62923.44421386719,64252.48394775391,69196.34460449219,44833.7834777832,68160.42477416992,66198.40394592285,41138.2628326416,32986.2825012207
[TG(62:15)|TG(61:8)|TG(60:1)]_FA14:0,-0.10650328169074251,3.0535999129989704,0.09958271030779997,0.7523309737484924,0.908177867397332,TAG,40304.12271118164,31130.52243041992,31173.162353515625,47877.02355957031,45176.84341430664,34517.642822265625,34793.982421875,33381.52247619629,22986.841766357426,33659.30206298828,36660.42282104492,23369.36166381836,16919.121353149414
[TG(62:8)|TG(61:1)]_FA18:2,-0.10489190758081976,3.6268093868043736,0.09659848819512717,0.7559504092130948,0.908177867397332,TAG,52444.44317626953,59353.28405761719,42412.26300048828,57605.96401977539,77836.40533447266,53968.3039855957,52651.18374633789,50981.12411499024,35459.882263183594,50807.44354248047,52124.883361816406,34115.522705078125,23861.521591186523
[TG(62:9)|TG(61:2)]_FA18:3,-0.10587988919880198,3.839129323286676,0.09842792855874904,0.7537243998931112,0.908177867397332,TAG,62663.44445800781,66564.92556762695,49550.18362426758,62633.12438964844,88533.2265625,66492.22491455078,55131.804107666016,58650.84443664551,44162.40335083008,61004.544494628906,61311.88430786133,38474.34289550781,27600.04196166992
[TG(66:13)|TG(65:6)]_FA16:1,0.1060230243366599,3.133452113750382,0.09868800102049136,0.7534098010785203,0.908177867397332,TAG,38693.76268005371,35078.40252685547,27540.8818359375,42342.48300170898,73088.8051147461,50533.06350708008,33425.78240966797,36718.64270019531,21608.421279907227,36054.12265014648,34561.16247558594,24448.90187072754,13628.040901184082
[TG(66:5)]_FA18:3,-0.10665942658993258,3.521883758834304,0.09987878901324626,0.751975140465051,0.908177867397332,TAG,51889.18368148804,53274.5234336853,35578.02262878418,54570.84384918213,58467.124435424805,41842.14255905152,41471.26316452026,45288.52365112305,30773.60214614868,46936.50326919556,46054.74346923828,27141.341846466064,39732.24285507202
[TG(66:6)]_FA18:0,-0.1059103155344492,3.079817296491037,0.09847732482211313,0.7536646121999566,0.908177867397332,TAG,40093.18283081055,37489.24311828613,41291.32257080078,38561.54275512695,48693.68313598633,28134.561920166016,31398.122467041016,36246.78256225586,28586.48211669922,33446.32228088379,32239.82219696045,24017.08171081543,16314.761070251465
DG(29:1)_C16:1,-0.10553389338582281,4.524982590564384,0.09778949567410677,0.7544986265233188,0.908177867397332,DAG,116194.6692199707,96447.52716064452,95391.00662231444,58944.40424346924,190783.0124206543,54423.403842926025,128722.20907592772,83207.78608703613,49725.28350067139,96762.96691131592,91841.2461090088,51799.60368347168,66462.46450805664
DG(38:4)_C18:0,-0.10613860445831441,2.6566302014431544,0.09889337044401714,0.7531616959236243,0.908177867397332,DAG,27556.26189422607,22017.08159255981,21479.84138488769,19818.98140335083,47267.76338195801,20444.86139678955,17851.741283416748,20607.58140563965,21822.821674346924,22355.28164291382,19434.601398468018,19470.241344451904,24175.62171936035
DG(38:7)|DG(37:0)_C16:1,0.10477421796361519,5.637490366079247,0.09639035289546882,0.7562051223107006,0.908177867397332,DAG,292936.56036376953,264848.02111816406,237161.51531982425,91224.36572265624,411791.9501953125,89010.08644485474,323672.0404663086,205604.3520622253,89834.12622833252,183303.5526046753,136888.35025405884,67748.58477020264,165978.4307861328
FA(11:1),-0.10521696712161564,5.2488737879984875,0.0972049674091977,0.7552099198045377,0.908177867397332,FA,89279.50646972656,91987.80700683594,173683.8330078125,180209.7321777344,98959.566650390625,239148.4560546875,103867.24682617188,99922.52697753906,95768.147216796875,93425.4867553711,152006.6494140625,153705.8115234375,174002.03344726562
FA(21:0),-0.10546995702044405,9.650201906459559,0.09767728100996464,0.754634995532617,0.908177867397332,FA,1641074.6489257812,802351.0339355469,9940246.5185546875,6025232.510253906,1411071.6573486328,3065077.2026367188,1212013.2424316406,2268534.768432617,1491980.5806884766,592918.3212890625,4940413.535644531,7139728.674316406,227035.07763671875
FA(23:0),-0.10685073165029108,6.309957601987009,0.10024924186654971,0.7515307388579093,0.908177867397332,FA,196452.6707763672,212149.7169189453,725036.857421875,530522.0384521484,269231.65368652344,322620.82263183594,209185.09497070312,215261.8173828125,318363.8104248047,137697.02978515625,308539.68200683594,499052.6630859375,58693.98394775391
FA(3:0),-0.10664487522558375,0.52580958504038,0.0997511789478267,0.7521284335632412,0.908177867397332,FA,4697.600311279297,4662.940372467041,8841.06061553955,9471.44066619873,4692.660297393799,4169.540294647217,4616.100311279297,4474.9603271484375,4507.42032623291,4694.060394287109,4754.700370788574,5309.16036605835,4945.640338897705
LPI(20:3),-0.10558666405395568,3.8338131140837555,0.0978833891595059,0.7543845883373639,0.908177867397332,PI,58798.96420288086,57192.56385421753,44585.34284591675,58377.02403259277,110972.40814208984,58291.44441986084,52188.78409194946,54816.64450073242,37693.402656555176,57836.823974609375,64484.68472290039,42894.66293334961,34572.84240722656
PE(40:1)|PE(P-41:0),0.10505648121319197,5.46500029980408,0.09690993768253975,0.7555698230595378,0.908177867397332,PE,193921.2138671875,162081.2919921875,138255.2294921875,175820.79174804688,338726.5246582031,280575.8806152344,160821.1309814453,186833.3145751953,128956.80847167967,147355.09057617188,151196.27014160156,119538.5086669922,95767.4462890625
