lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
CAR(4:0)_QUAL,-0.10644341661030386,4.6524225590590556,0.13183828682758758,0.7165336029251994,0.9999248803854064,CAR,96120.4270210266,92664.22639846802,101300.7472114563,98332.1272506714,95361.52713394164,92647.44723892212,91042.82616043092,97345.46689987184,94700.96640777588,98116.04679870604,95711.24674606325,104006.58792114258,97646.44651412964,97114.92700576782,98252.9264831543,96076.86670684814,94674.72620391846,91876.54642868042,98844.3677368164,94236.84700775146,97278.64646148682,95635.826461792,86956.88671875
CAR(4:1),-0.09675760720052938,8.055041496321412,0.10894539556466043,0.7413479969869209,0.9999248803854064,CAR,1021810.2350616456,1010881.0928344728,1037465.110862732,1026619.0340118408,1023939.2762908936,979435.948928833,990477.81142807,1033316.29473114,970866.0243225098,987669.7039871216,1018405.2124443054,1096740.7464866638,1002818.6065673828,1024393.9943962096,1038164.997406006,1014244.1971359252,980885.6053543092,991403.2094955444,1043172.4184989928,980552.5566825868,987451.493675232,1015159.3351020812,978969.513671875
CAR(4:1)_QUAL,-0.1082404042411474,6.256709108090194,0.13633030972232518,0.7119567841481189,0.9999248803854064,CAR,290046.94010543823,289992.2592163086,297212.50134658813,294867.56132125854,288767.8776283264,284664.658657074,282137.9198074341,297644.88189697266,278732.6203842163,287494.1400337219,292765.4201850891,324505.3811416626,289002.1609954834,298971.16160583496,291507.501537323,292509.1593017578,286692.2622795105,276928.19916152954,303854.56048583984,282393.32039260864,289776.8409996033,291968.09953308105,278300.5791015625
CAR(5:0),-0.09228300088267666,9.007352310488505,0.09910380092878768,0.7529077700108809,0.9999248803854064,CAR,1956156.0989074707,1944839.8170166016,1903067.0131835935,1945840.3403320312,1974092.1228637693,1968398.8125610352,2011348.9619140625,1958299.3173828125,1984263.0043945312,1985679.487045288,2041692.6796875,2093499.3315429688,1957685.7255859373,1923814.7861328125,1934965.2509994507,1973632.2294921875,1959686.2861328125,1959444.0838012693,1964067.603515625,1970551.3427734373,1988126.7197265625,1964099.134170532,1862701.5966796875
CAR(5:0)_QUAL,-0.08600930426689286,6.946130383307003,0.08608836437724676,0.7692101681399934,0.9999248803854064,CAR,470565.3937988281,473873.2745361328,489581.7557373047,486826.5936279297,483306.2763671875,470133.7713623047,451194.4326171875,481964.7908401489,453804.1134490967,450099.8529472351,468030.7307128906,518307.1560058594,473519.31103515625,472140.1366882324,487023.9721908569,472753.0112304688,460388.4929199219,443885.8723373413,482973.7144317627,452699.4489746094,449153.0888671875,461526.3348388672,433832.7741699219
CAR(5:1),-0.09488236901384024,8.89242196259494,0.1047643755300669,0.746185421709218,0.9999248803854064,CAR,1821339.5942382808,1807921.9453125,1753866.3896484375,1797623.4570007324,1850735.0083007808,1853623.080078125,1810058.557006836,1791265.1738128662,1832291.8369941711,1854162.9977760315,1853622.686691284,1929467.5659179688,1787606.5079574585,1797364.3334197998,1811904.315361023,1818857.0151367188,1793081.870178223,1820276.2066879272,1803731.5823898315,1791074.7655181885,1828228.793136597,1879297.90234375,1686422.3232421875
CAR(5:1)_QUAL,-0.10286215844143241,8.525665040257898,0.12312318355543539,0.72567152451142,0.9999248803854064,CAR,1421213.3188476562,1393789.4169921875,1436439.777175903,1422512.727798462,1440485.6153564453,1371936.3143463137,1350189.5745925903,1442849.0233840942,1353721.55809021,1385094.3407859802,1399623.220199585,1537616.129043579,1384398.3177261353,1448814.7359313965,1463213.4160003662,1412356.3823242188,1363695.0949249268,1342188.854789734,1462780.2454338074,1379669.7011566162,1379431.5142822266,1397417.3510742188,1288613.4504394531
CAR(6:0),-0.09050111693230631,7.427813111885568,0.09531378433439386,0.7575274491968983,0.9999248803854064,CAR,666749.9849357605,666650.4268798828,658245.6865692139,629760.4611129761,674395.607585907,671873.8860015869,627157.2060203552,660756.3644371033,653426.5047988892,682200.2520751953,675635.8093986511,732191.8144607544,645177.3655395508,669495.0662879944,654392.946472168,636456.7027397156,617941.8042602539,644006.285648346,672481.9090156555,642920.5427932739,672223.9648170471,668528.9075241089,602169.6025390625
CAR(6:0)_QUAL,-0.09115432184531351,5.672959138587105,0.09669289320527241,0.7558349768648263,0.9999248803854064,CAR,194383.1524848938,189258.73404693604,201913.7342262268,197908.8342819214,198418.17477416992,196576.73405075076,192481.47579574585,193362.8941040039,188261.5534210205,191145.6925048828,197949.89306259155,219520.57691192627,189032.69358825684,194743.8755340576,196516.2541732788,191840.9325942993,188485.33240127563,186441.4737586975,194992.074054718,187247.19268798828,197298.1735572815,197899.75352859497,183513.93237304688
CAR(6:1),-0.09139357160875014,5.656637397842692,0.09720099479545752,0.7552147619658651,0.9999248803854064,CAR,191004.55395126343,188037.4930801392,192077.4732208252,192632.9129943848,191802.47479248047,191702.09525680545,183927.73293304443,192008.0334663391,183758.49340820312,193434.47369384769,190877.9543228149,205706.0139274597,190821.67393112183,195120.71487045288,193219.37436676025,184134.5333251953,184567.39416503903,190957.1342163086,193499.21244049072,182039.83380126956,182692.1136665344,190030.51321411133,211241.2548828125
CAR(6:1)_QUAL,-0.09767224491600661,6.094529716035214,0.11101306403907074,0.7389937115457538,0.9999248803854064,CAR,259708.13874816892,249606.1385498047,259425.65854644772,265180.0795211792,264893.07708740234,258833.47784423828,248297.29805374143,264448.65954589844,259562.4990234375,258210.55810546875,268655.61853027344,290949.2417297363,249685.95882034305,276669.91955566406,263550.2184867859,253244.61685943604,249303.3381958008,251345.87963867188,265313.2392578125,262599.65881347656,248601.23712158203,259935.09923172,254430.89892578125
CAR(7:0),-0.08374688430501118,5.822353167521375,0.0816185744406539,0.7751158348146193,0.9999248803854064,CAR,207298.73335266116,204448.6549835205,208573.13384628296,206944.4140739441,210646.29453277588,201460.4949798584,200319.39443206787,205813.8949356079,198390.53342056277,196242.67378234863,198986.07453536987,219331.61613845825,203481.99501419067,206172.97330856323,204151.79413604736,207093.8948059082,196327.9734115601,196092.93398284912,209761.33349609372,196962.3360786438,193208.59552001956,200276.11365127563,350296.0261230469
CAR(7:0)_QUAL,-0.10727128180799056,7.262942351454587,0.13390155389060965,0.7144205838431813,0.9999248803854064,CAR,579533.6637153625,574252.8016738892,598878.1226539612,593042.3207740784,597435.621219635,585654.4230995178,564189.379360199,603292.9231376648,575156.3192901611,584986.7430610657,595912.1620826721,651241.7858810425,576622.5794448853,591774.5234031677,601323.1816864014,582873.4014511108,570434.1644477844,562530.7978935242,603005.4019775391,594721.0003051758,593388.0030517578,604294.4255409241,510361.294921875
CAR(8:0),-0.09030651481114543,6.141351199109589,0.09490346247912385,0.7580335912959908,0.9999248803854064,CAR,269790.6996574402,261627.6602706909,271675.6182861328,266368.63705444336,268268.8797187805,258915.4593963623,261067.99856185916,271506.0209121704,255819.19791030884,258344.03929138184,263052.518283844,288092.7621688843,264931.1995239258,267311.678981781,266508.55767822266,265064.419631958,256633.59785842896,260324.399597168,271580.280128479,249066.7173423767,254287.2977676392,265399.49880218506,312135.6616210937
CAR(8:0)_QUAL,-0.09396153654230983,9.628085791073397,0.1027413593529074,0.7485643713781814,0.9999248803854064,CAR,3008376.0431671143,2957962.442970276,3068820.035900116,3118270.356330872,3080041.2402420044,2957400.375061035,2869988.1693763733,3070698.644104004,2938963.2848091125,2979440.157306671,3009691.992973328,3284496.222892761,2962263.395160675,3076376.790042877,3089860.5307617188,2958046.6910591125,2889336.384262085,2895954.582542419,3107971.67137146,2991083.46598053,2937902.778907776,3004063.006290436,2937554.66796875
CAR(8:1),-0.08788894696067961,6.019221112740728,0.0898908673243568,0.764315941068724,0.9999248803854064,CAR,246588.19733810425,247478.0189819336,251712.69579696652,247455.6775817871,248094.03479003903,237975.27642822263,238764.35766983032,259996.1792602539,232615.33623886108,235222.77630615237,238498.95824432373,271532.2791633606,237499.2770576477,249856.6964149475,247002.73622894287,252790.03895568848,227224.91579055783,231574.23642730716,254061.7378311157,229692.417804718,236010.75569534305,245576.4966316223,269351.9016113281
CAR(8:1)_QUAL,-0.0945811039187509,9.699257391808098,0.10410041261345793,0.7469633859862659,0.9999248803854064,CAR,3216957.307308197,3128255.867034912,3233947.008911133,3238373.438129425,3252800.590354919,3142622.393558502,3022583.246604919,3233169.893634796,3039733.3199653625,3137085.313285828,3129763.8044548035,3459582.24250412,3142496.788635254,3243994.9838523865,3268877.9071121216,3090028.5574646,2989865.2973480225,3046749.312072754,3263335.028400421,3118953.6094970703,3140305.3873062134,3161206.6669158936,3024296.56640625
CAR(9:0),-0.09627781055941782,5.449078844709146,0.10786532804377202,0.7425876413653266,0.9999248803854064,CAR,160958.1120376587,160807.89083099365,159087.59148788452,158783.31058120728,162153.41067504883,153558.2300415039,158673.0518951416,165236.1112060547,151363.270778656,150254.99055862427,154235.3913383484,185441.53355407715,157941.7505493164,159553.01066589355,158840.73128128052,156403.13107299805,146612.15034866333,153587.4303665161,164225.15112304688,150585.87073135376,156095.69110107422,155357.8516921997,254375.1779785156
CAR(9:0)_QUAL,-0.09221236899564629,7.950617696326315,0.09895194489945425,0.7530909844870324,0.9999248803854064,CAR,936481.6645851136,923855.9204902648,959318.6034507751,943381.3688697816,963430.243850708,950541.421497345,911685.241256714,949389.5469818116,929277.8810768127,960010.8448066711,978662.2536354064,1021173.6908416748,909277.12525177,937305.8444252014,961390.01904296875,920552.3268280028,893280.0425033569,928272.0097694396,980661.7251777648,940237.226348877,979407.7077026368,951689.3701934814,881181.46875
CE(12:0),-0.10467987997206331,5.602066700174412,0.1275094918156583,0.7210283888099606,0.9999248803854064,CE,175960.992313385,176684.41248703003,168865.45133972168,168517.39233398438,175453.39252471924,184482.85298538208,189543.31326293945,166646.45176696777,180547.57319641116,185959.05354690552,176860.5522994995,176998.5124130249,180720.09297943115,165709.491355896,173213.0926170349,187784.0531730652,189479.87326812744,185092.2128791809,172872.45183181763,180918.7731666565,172122.3923034668,178229.29247283936,278011.49908447266
CE(14:0),-0.09914116030803817,5.448896647782133,0.11437538959125959,0.7352167653913658,0.9999248803854064,CE,152711.35039901733,157992.25148391724,151856.09089279175,150481.3903388977,149659.67086029053,169760.89140701294,170005.9320602417,153152.39072799683,166401.61209869385,154332.61129760742,162340.09182357788,158019.7111968994,158523.43129348755,148057.8303489685,155395.19140625,161668.75142669678,169654.91194534302,163682.63097763062,152833.57096862793,158933.8708267212,154300.13094329834,162629.5312309265,268905.2390136719
CE(14:1),-0.123791757610849,5.496486297871623,0.1783038427926158,0.6728349614595855,0.9999248803854064,CE,154855.11110305786,155778.4715194702,159670.75106811523,155772.3708190918,155357.55110549927,176583.5521736145,180309.91213607788,152928.450756073,164943.09185409546,165333.791557312,163512.25117492676,165764.7117614746,169649.9322128296,159160.23169708252,159801.07107162476,172460.97177886963,180314.27353668213,176178.75287246704,155941.69089889526,168578.21153640747,153956.33127593994,158918.0306930542,276747.3796386719
CE(15:0),-0.38032411351306067,7.608219249692884,1.6787007123980406,0.19509718675354512,0.9999248803854064,CE,705349.4258079529,516031.0347709656,530309.7981071472,522339.376296997,501186.2947731018,697890.4131355286,1004415.0878334044,505843.3561592102,720397.2317962646,561305.4789047241,532448.4778633118,679220.3480148315,536138.6169052124,608296.3615875244,600203.0847053528,966387.931224823,853693.378452301,1077058.1525230408,627712.5049095154,1202874.9083213806,519927.1944541931,664880.7694206238,1604467.7224121094
CE(15:1),-0.37132730886612725,7.623322883979979,1.6004340659837908,0.205841708105452,0.9999248803854064,CE,708174.8709602356,522158.3574104309,519278.83667755127,514161.0569763184,515721.4171524048,703593.8521842957,1017462.8800735474,534428.4386558533,737197.3555335999,548223.7979927063,566060.4796066284,663212.7085189819,528343.6168289185,592541.0809211731,636506.8643226624,989637.66552734375,846844.5385131836,1059970.2503547668,631139.4049682617,1202352.517372131,529589.6389808655,695766.3900794983,1628738.7060546875
CE(16:0),-0.4178561197167776,7.303440251894033,2.0251614308419903,0.15471248223969608,0.9999248803854064,CE,522502.3597717285,384967.86751937866,382523.7867927551,383024.0475921631,369597.6665496826,533532.517780304,841653.065536499,389040.32762908936,571864.3426246643,413352.9496269226,406083.2083244324,525286.5611495972,394866.4689178467,450052.4943199158,483582.5337486267,752376.8940505981,687444.0468940735,835550.9187812805,485627.5550994873,949210.7422294616,387328.448348999,551797.9785766602,1596333.6827392578
CE(16:1),-0.38321210963629704,7.693063534795748,1.7042176139402727,0.1917373276009297,0.9999248803854064,CE,698045.5092468262,551120.2401504517,538361.6588897705,554129.818851471,535519.8190193176,730111.6924095154,1000955.5167312622,542986.1171607971,754614.3738670349,557406.6408729553,575232.4016265869,677144.766117096,563369.339630127,610711.0822601318,642107.2448730469,1014820.356201172,858565.8019676208,1118042.3800811768,635464.0261688232,1260887.3268203735,548222.2797279358,734304.8502883911,1866018.745361328
CE(16:2),-0.3424631069748599,7.685180241847148,1.3618515868024588,0.2432168430647233,0.9999248803854064,CE,741258.9711418152,553478.1185379028,533894.0385169983,553989.1585884094,538122.398109436,694869.3934402466,1053186.82081604,535238.5585212708,752524.9367256165,600210.2227897644,583223.0193901062,668726.165676117,556565.9202804565,624392.3219451904,646346.1053466797,1024551.731464386,841694.1199073792,1146491.5101242063,646069.4278526306,1061489.5715904236,548549.1203155518,731802.0896034241,1834903.0895996091
CE(16:3),-0.34430487522829445,7.6829679127131065,1.3765043999026148,0.2406974737134466,0.9999248803854064,CE,751010.336063385,567691.5404815674,517176.873298645,559931.1393470764,540504.3983879089,724818.0722846985,1072496.4707870483,544636.0378723145,689896.6673164368,578278.0820960999,574591.4417228699,690669.8691825867,551881.137046814,597571.9409980774,634483.0849189758,1008743.0075874327,886336.5204658508,1133787.8755111694,619900.9826698303,1147187.4228363037,548547.1987571716,718171.9696159363,1813949.6315917969
CE(17:0),-0.11152970617800854,5.878849523717342,0.14473893734111698,0.703614590082001,0.9999248803854064,CE,196364.97328948972,195012.69443130493,186665.47384643555,196907.47386550903,187589.953868866,208586.6756286621,207038.21506881717,185266.4324645996,205915.77466201785,197659.55347442627,192117.31354904172,190501.6941947937,204256.0149879456,185199.61255645752,196424.4338607788,207272.87432479855,206210.47476959229,209512.3946800232,190602.71364974976,206399.57487106323,192714.53396606445,198053.9136238098,543111.2984619141
CE(17:1),-0.10922196985220962,5.866028944157964,0.1388125841585861,0.7094643292999471,0.9999248803854064,CE,201750.65371704104,193355.1334075928,185497.65365982056,198955.51418304443,193613.3935470581,203696.57319641116,217938.61616134644,196085.23316574097,203077.09367370603,200598.97402572632,196493.95406723025,203995.8540763855,200385.0540466309,185369.3734855652,194201.6936416626,208431.81385421756,211039.31565093997,215844.27479553223,192957.6538658142,207167.63410949707,192422.3343925476,206534.3146018982,485049.5936889648
CE(18:1),-0.11718490031895928,5.787677238606918,0.159784864576892,0.6893546639444166,0.9999248803854064,CE,177291.272480011,181381.2127456665,175219.11219787598,179720.37203979492,177461.55253601074,188829.01362609863,196405.0940208435,176654.25197982788,187165.3137512207,183034.59286880493,182988.53314208984,186587.3737335205,181256.0936279297,178179.29290771484,179304.6130104065,191674.51333999637,198396.75342941284,184059.3125076294,179192.23253250122,192198.03352737427,182672.6134605408,187943.672996521,525504.0968017578
CE(18:2),-0.11693660741085696,5.771109641631016,0.15910862836472006,0.6899785101088952,0.9999248803854064,CE,174928.7321548462,178528.25296401978,178340.89249038696,178577.37202835083,167073.35147857666,184044.1130447388,197150.99463653564,178654.55250167847,190102.0332565308,182508.29276275635,180972.2723197937,184427.69315719604,182400.8725471497,179343.13264846802,175563.53228759766,182763.5330734253,195587.9334411621,188951.513130188,175683.05285263062,190707.77306365967,180442.1526298523,189249.6335945129,514009.1566162109
CE(18:3),-0.12339390798695987,5.765418956842384,0.17716044322150992,0.6738249534746902,0.9999248803854064,CE,185463.1727256775,176662.55250549316,176658.89176940918,175122.81187820435,175050.51238250732,189353.11360168457,195631.95372772217,172824.55192947388,188462.8134460449,178077.39290237427,182876.47303390503,183076.3136100769,190305.53351974487,175945.7728652954,182249.77278900144,183620.89317321777,193248.5135002136,191692.39349365237,180195.4125404358,194550.3542137146,177571.8324699402,186928.5523147583,491420.11407470703
CE(19:0),-0.2264457265464228,6.082172419398062,0.596202547809753,0.4400306052306043,0.9999248803854064,CE,172154.67240905762,150836.6706237793,145184.1100654602,146752.69067764282,145657.8896598816,176187.73229599,212970.535736084,147463.9108352661,181361.65270233157,149868.31058120728,158985.77155303955,164799.71144104004,152391.2306213379,149562.33031082153,158995.65097808838,205719.85415267944,186602.63359069824,233852.4167022705,157496.51110839844,226006.21491622925,150544.010055542,182521.95293807983,1302868.585571289
CE(20:0),-0.22197345812050728,8.17344476155662,0.5729201399976773,0.4491008582936664,0.9999248803854064,CE,965215.2127304076,834032.7577705383,816741.8770484924,842997.9797439575,830555.7392845154,989179.808216095,1145011.0442276,838850.4001579285,1015790.51770401,868345.3203849792,882881.8017349243,930707.3286209106,859052.0200538635,866908.0999908447,918629.9249153136,1111786.8387298584,1070481.1932411194,1245497.2685699463,902091.9216003418,1259575.628566742,854565.8210220337,983269.010307312,2926340.936523437
CE(20:1),-0.22998141944709274,8.140051162254016,0.6149588576618044,0.4329267984528024,0.9999248803854064,CE,934573.1259689332,821098.6774215698,810750.9358596802,808228.1382980347,799617.1160850525,973237.905166626,1173354.4861984253,815320.9567222595,966404.7267951964,855256.8803634644,861662.5002746582,906380.3656082152,847759.822177887,863125.3799972534,897715.2018928528,1121072.3409309387,1039185.3895645142,1207588.3054618835,858044.3395347595,1305468.468799591,844537.8025474548,942578.0686569214,2816307.859375
CE(20:3),-0.18520483382803146,7.787493657996691,0.3989568894448894,0.5276284547885621,0.9999248803854064,CE,745497.7522277832,662643.8867721558,665413.7683029175,670756.4296035767,633727.6654205322,732476.1324157715,883786.7809524536,670212.4882278442,768133.6121940613,690809.9319381714,707223.9709777832,715117.7513694763,691872.648349762,701406.7667655945,688843.0484275818,829278.0971908569,784376.3168869019,915080.4445114136,703790.5909500122,950535.6671218872,684413.687171936,722077.5686759949,2158650.114501953
CE(20:4),-0.15460302041979682,7.0446186083024935,0.2780645537891928,0.5979725916866665,0.9999248803854064,CE,427243.5106086731,374223.9248771668,384392.6474075317,389833.3279724121,364301.54611968994,424541.7893028259,470855.6551475525,387575.9266471863,436764.6315345764,415563.51080703735,417498.1899032593,398429.0092544556,392231.6285057068,393252.3082504273,404319.5091018677,444127.2505874634,452475.6111984253,479497.2768974304,415337.1685676575,495187.5151863098,411034.23081588745,410495.4689712525,1543046.3491210938
CE(20:5),-0.24206451383038588,5.97360566492276,0.6811821180184552,0.40917996305325227,0.9999248803854064,CE,150012.93019866943,138000.2296485901,136586.28986740112,133656.42971038818,132015.1289024353,165808.87190246582,183729.99267196652,125326.26887893675,170104.7723083496,140872.12998580933,136755.44952392578,151639.3108100891,136643.46976470947,136418.36972808838,141918.44984054565,190145.33349227905,168424.87228012085,220286.29641723636,138488.8095626831,222116.47482681277,135070.369430542,158016.1319580078,1250399.6277770996
CE(22:0),-0.1147393775121304,5.2956001729239155,0.15318518469985065,0.6955098773235183,0.9999248803854064,CE,122282.12868499756,117384.4880218506,117289.84845352171,112982.84838104248,109826.72763061523,126322.9285812378,130843.70914840698,111624.9482307434,123179.34921264648,119480.80834579468,115243.02786636353,119151.66835784912,118342.06841278076,111064.20770263672,117553.52794265749,124950.4083595276,124023.8092880249,132602.14935684204,118695.08800888062,131163.68923568726,113411.36799240112,116779.528339386,505493.6750106812
CE(22:1),-0.14961869402577,5.313270031775527,0.26042560536745896,0.6098279089269752,0.9999248803854064,CE,120545.46836090088,116603.24837875366,112055.74824142456,111244.84769439696,111773.0671195984,126510.38888549805,131655.3892440796,112379.1480102539,129397.76904296876,124319.48863983154,120453.62829971312,125842.38903045654,127354.4889831543,119390.58821105956,113975.40785980225,128069.78896331789,132389.1494216919,131237.16914749146,121647.42863082886,129839.0489654541,114025.74793624878,120707.54852294922,505272.3333091736
CE(22:2),-0.22718252605361533,5.508381892746672,0.600081471724593,0.4385469426165285,0.9999248803854064,CE,144022.15000534058,125798.96871185304,122554.98864746094,124169.5887298584,122202.7493019104,140032.88973999023,166187.8523902893,121482.00826263428,146100.21049118042,129718.16913604736,136345.66960144043,136841.66961669922,134309.74953842163,129522.70948410034,139141.40979385376,157373.61059188843,159253.6312904358,175469.77234268188,138519.32999420166,175492.8316230774,130508.84899902344,149703.29068756104,566032.1397857666
CE(22:3),-0.36433905022904706,6.5737388087247615,1.540907225263254,0.21448281700878735,0.9999248803854064,CE,313934.6221809387,233922.95665740967,231086.63678359985,233422.2575416565,228682.3561553955,310853.8028526306,469968.7910385132,228550.2362442017,313359.9237327576,249706.65842437744,252916.7789573669,291044.26012802124,246374.1180343628,257694.07801818848,278873.23847961426,431378.72720336914,367991.1067276001,501351.6766395569,271684.3187446594,517582.7354698181,241341.8960838318,311721.32291412354,1092154.7315444946
CE(22:5),-0.22200740600515997,8.094739017700359,0.573095226708574,0.4490315706181295,0.9999248803854064,CE,952156.8096084596,869819.9791183472,843270.1615562439,838189.8385772705,839806.4389228821,975193.428539276,1132745.9791870115,832445.37840271,998766.229953766,891237.9836425781,878885.7624664307,958984.108039856,888483.8443756104,871935.9011497498,926552.6644287108,1111454.6994438171,1058760.7779159546,1197982.765335083,909086.3671188354,1269173.7075576782,867162.2998580933,967772.8916397096,2145913.7845458984
CE(22:6),-0.20917325695930847,8.099057722787235,0.5088059683657775,0.4756562005520091,0.9999248803854064,CE,917291.7443771362,868887.340587616,847549.9777793884,838423.0337715149,848676.9181060791,979010.3928451538,1168789.825550079,859182.2826461792,961607.2256126404,902408.2073173524,892863.9219207764,978576.790687561,871934.4014854431,862020.3224906921,898037.5805168152,1105039.89509964,1067172.3782653809,1198306.1268310547,891106.045425415,1236725.0152626038,879806.8660736084,981821.7316246032,2201574.9931640625
CE(46:3;O2),-0.5158693910611877,6.80515935509501,3.080963411121047,0.07921359133918038,0.9999248803854064,CE,131907.66943359375,96784.26690292358,73159.58535003662,81788.065574646,94184.5666885376,139200.53025054932,207019.9343032837,80509.78578567505,144373.6298942566,80532.5259399414,83048.546142578125,138275.1093864441,78403.44541168213,95080.92608261108,111956.0079421997,195829.955619812,185047.4320449829,260379.47731018063,94400.14686203004,249546.9791908264,77362.80527877808,150220.75066375732,3927450.799602509
CE(48:3;O2),-0.29669443221648806,5.332905956602968,1.022690000536386,0.3118817821885414,0.9999248803854064,CE,55734.444007873535,52740.80382919312,40621.64279174805,43569.10312271118,50407.70375061035,70169.80490112305,82295.4256515503,41137.34276199341,63093.26480102539,42978.78304672241,43179.8830871582,64131.60429000855,46613.60322570801,48785.46363449097,47563.083236694336,80386.44585418701,68979.7448425293,92864.8056640625,49491.44366836548,71257.4256362915,41553.10308456421,61474.304275512695,1287123.7808647156
CE(50:3;O2),-0.3781452975321007,5.9474861455632215,1.6594936268979126,0.19767170720298877,0.9999248803854064,CE,74526.18558502197,71052.72486877441,50649.58357620239,52414.74365615845,60929.6643409729,92560.24653625488,110901.38822174072,55214.34397888184,84025.38556671143,60983.28427505493,52809.02378463745,87884.22655105591,56818.84413909912,59477.48408126831,64586.544704437256,108869.9079360962,99830.42692184448,113028.2477607727,61759.80421066284,137067.09019088745,53203.96367645264,89218.98622131348,2094737.339096069
CE(52:3;O2),-0.2739290704817898,4.150980756975054,0.8719918382759033,0.3504044732323046,0.9999248803854064,CE,52193.28364181519,48839.98344421387,48376.14344787598,47470.2233581543,48719.28350830078,52060.28382873535,63526.12466812134,45605.68342590332,53356.823612213135,54247.88388824463,47476.20333099365,62853.5244102478,52296.68376541138,54727.06398391724,49753.22359848023,59515.44422149658,64990.184383392334,67214.34511947632,51881.48341369629,69030.80508041382,50037.603565216064,56540.30389022827,226813.6183853149
Cer(d12:0/14:0),-0.0808511179180488,3.4319222457040284,0.07606608127764503,0.782701069229134,0.9999248803854064,Cer,43095.942932128906,40346.102630615234,41696.46295547485,40914.36279678345,40791.022830963135,37813.342639923096,40201.24295806885,43972.56312942505,39115.64252090454,38880.08252334595,41145.342918396,39595.56276321411,42224.64305496216,41999.30303192139,43155.62317276001,38330.62244415283,38540.80243301392,38670.18272399902,40994.98299789429,39486.62256240845,42719.24296569824,40728.70259475708,44455.723205566406
"Cer(d14:2(4E,6E)/16:0)",-0.09021116940110104,1.7679942757364122,0.09467243434515638,0.7583190974796229,0.9999248803854064,Cer,11944.660884857178,11929.980865478516,11771.360805511476,12639.920810699465,16021.700931549072,10467.420764923096,11731.900875091553,14098.02098083496,13622.861141204834,12505.760921478271,12136.120853424072,12511.280902862549,12777.740898132324,11523.980854034424,13693.900936126707,12075.36085510254,12583.200859069824,13321.900943756104,13198.540878295898,11171.260845184326,12822.860893249512,13519.560958862305,16321.661117553713
"Cer(d14:2(4E,6E)/18:1(9Z))",-0.03763059471439314,1.6234200788822482,0.01647513627105468,0.8978676398105302,0.9999248803854064,Cer,12705.800857543943,12191.100803375244,12238.720905303957,11630.200855255129,12525.720886230469,11327.680835723875,10896.800769805908,11618.380779266356,9906.70076751709,11955.7407913208,11456.960884094238,11588.900737762451,11619.70076751709,11764.740840911863,10995.680755615234,11204.400798797607,10966.360774993896,10623.400825500488,11806.120761871338,10794.600742340088,11595.920780181885,11765.94083404541,13665.06095123291
"Cer(d14:2(4E,6E)/20:1(11Z))",-0.09940763251015539,1.5820899073614676,0.1149480367029696,0.7345796914833218,0.9999248803854064,Cer,10484.120750427246,11074.800846099854,11165.12073135376,10907.50072479248,10705.700687408447,10319.58069229126,9310.360691070557,10695.040672302246,11327.580856323242,11233.940814971924,11117.86079788208,11712.220710754396,10909.740730285645,11231.120685577393,11319.92081451416,10531.500747680664,9114.180625915527,9559.020614624023,11060.14085006714,10207.720836639404,12083.920978546144,10899.900821685793,18195.26148223877
Cer(d15:1/16:0),-0.07960592589142199,2.528888558361881,0.07373435921630289,0.7859751904866731,0.9999248803854064,Cer,22297.90146636963,22051.1615524292,22547.24168395996,20285.10131835937,21291.80144882202,19847.001388549805,20199.52147293091,22271.141536712646,22050.781490325928,21719.16147994995,21243.2615776062,22026.481727600098,21265.52146911621,21242.781322479248,21893.04177474976,20421.961395263672,19584.641399383545,21775.421634674072,22025.781421661377,20691.76137161255,21793.021564483643,21640.30174255371,28685.962020874023
"Cer(d15:2(4E,6E)/20:0)",-0.1493051302719849,2.309689906531566,0.25927926512895283,0.6106157421367625,0.9999248803854064,Cer,17354.04136657715,16328.56118774414,17489.64119720459,17522.921127319336,15847.041114807129,16423.48113632202,16086.241146087646,15373.681182861328,15807.760982513428,17651.381240844727,17787.881172180176,16531.52128982544,18082.2813911438,17254.941120147705,18345.0212020874,18214.781085968018,18012.161205291748,17983.701194763184,19123.22145843506,15307.941104888916,17291.16117477417,15415.94108581543,39650.562911987305
