lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
[TG(54:10)|TG(53:3)]_FA20:4,-0.04176039876690173,4.8892969861224165,0.010061780011028532,0.9200994695018123,0.9998513804189655,TAG,87736.126708984375,73644.365478515625,74420.42498779297,70915.82489013672,81265.94607543945,36094.30236816406
[TG(54:10)|TG(53:3)]_FA22:5,-0.13544110120041855,5.068095330851677,0.10535135474609092,0.7454999241175213,0.9998513804189655,TAG,89524.48593139648,89043.92568969727,66998.224609375,106704.0283203125,95543.08728027344,34108.60223388672
[TG(54:10)|TG(53:3)]_FA22:6,-0.08550705728360172,8.04094801954029,0.04209931625518948,0.8374305735272467,0.9998513804189655,TAG,428550.4292297363,1102786.02243042,82085.38522338867,1661291.5600585938,538022.1722106934,32475.162078857426
[TG(54:11)|TG(53:4)]_FA14:0,-0.04006389473168896,4.16346030092427,0.009260781756893266,0.9233355574287133,0.9998513804189655,TAG,43025.20315551758,49844.46337890625,37395.742736816406,46137.36331176758,48184.24319458008,28061.941955566406
[TG(54:11)|TG(53:4)]_FA16:0,0.17173720296607697,5.477886106454738,0.17177176703444277,0.6785419588628137,0.9998513804189655,TAG,154093.4520263672,130406.16864013672,124044.34826660156,107979.56732177734,111638.68865966795,24806.401763916016
[TG(54:11)|TG(53:4)]_FA16:1,0.0351358263029109,4.965986502636692,0.0071481953177681135,0.9326215354741546,0.9998513804189655,TAG,93250.70672607422,83473.20544433594,70141.24526977539,81328.145751953125,84369.62615966797,35937.862548828125
[TG(54:11)|TG(53:4)]_FA18:0,-0.09588643577678171,4.648927590606484,0.05290592273729544,0.8180817649989047,0.9998513804189655,TAG,71319.10534667969,63444.42443847656,65360.74453735352,70372.3851928711,60403.50402832031,28071.402130126957
[TG(54:11)|TG(53:4)]_FA18:1,-0.17388340592502893,5.432123605126002,0.1733006266626944,0.6771949420769153,0.9998513804189655,TAG,128339.22814941406,102836.48815917967,99363.028076171875,136526.18872070312,119051.02856445312,37672.02243041992
[TG(54:11)|TG(53:4)]_FA18:2,-0.06109513088989675,6.33926019671847,0.021517395863156707,0.883378219401474,0.9998513804189655,TAG,241429.41943359372,216448.61645507807,189211.1333618164,255708.3369140625,206594.83514404297,63383.60430908203
[TG(54:11)|TG(53:4)]_FA18:3,-0.2775451891949423,7.074541617746517,0.43906124773275224,0.5075758994194096,0.9998513804189655,TAG,382914.2645263672,319787.62048339844,333769.50439453125,408426.4909667969,420493.4338378906,92128.006103515625
[TG(54:11)|TG(53:4)]_FA20:4,-0.12519922117579596,6.592497825135613,0.09007419228873914,0.7640828566850238,0.9998513804189655,TAG,292072.9362792969,238843.81604003903,232271.43493652344,203560.9743652344,358801.7045898437,78275.02532958984
[TG(54:11)|TG(53:4)]_FA22:5,-0.07710179891668238,5.48403968243677,0.03424134322631289,0.8531943945544502,0.9998513804189655,TAG,110520.90838623048,136820.09075927734,83903.1859741211,161585.71166992188,114296.76788330078,37618.96267700195
[TG(54:11)|TG(53:4)]_FA22:6,-0.0651516848363053,5.214171259090016,0.024463521166126156,0.8757112837864209,0.9998513804189655,TAG,104768.0874633789,99300.306396484375,75813.14538574219,113382.30819702148,103348.0666809082,37512.84271240234
[TG(54:12)|TG(53:5)]_FA14:0,-0.03863328739181514,4.551967442105573,0.008612248695783364,0.9260607016205363,0.9998513804189655,TAG,61723.524658203125,60813.00442504883,59303.24450683594,56578.68426513672,56253.94412231445,36280.062591552734
[TG(54:12)|TG(53:5)]_FA16:0,0.004896855433440203,4.666239024947416,1.3865063556295354e-4,0.9906051260400446,0.9998513804189655,TAG,77290.32540893555,64340.84536743164,60913.98400878906,62660.46466064453,68948.2847290039,29951.02215576172
[TG(54:12)|TG(53:5)]_FA16:1,0.048087141125834766,5.388323160185313,0.013397384357176634,0.9078529999718169,0.9998513804189655,TAG,138167.8099975586,113904.02697753906,113378.50799560548,104165.00701904295,114469.30859375,27240.442108154297
[TG(54:12)|TG(53:5)]_FA18:0,0.018118375850729805,4.873176878876519,0.0018993175912669358,0.9652382687983307,0.9998513804189655,TAG,88846.06652832031,77596.26495361328,78821.26483154297,73561.7250366211,71426.38458251953,30899.78234863281
[TG(54:12)|TG(53:5)]_FA18:1,0.0023220724625093937,4.898062494865577,3.117447723610667e-5,0.9955451057957937,0.9998513804189655,TAG,91082.12567138672,79980.32568359375,75200.625244140625,81511.5259399414,76108.20544433594,26870.061767578125
[TG(54:12)|TG(53:5)]_FA18:2,-0.16319185012733586,5.60571582230226,0.15273136777705076,0.6959387120305883,0.9998513804189655,TAG,152412.7706298828,110740.0676574707,109515.40753173828,164987.9727783203,124762.28967285156,41791.243072509766
[TG(54:12)|TG(53:5)]_FA18:3,-0.16898860131261498,6.494826594824197,0.1637303753886954,0.6857450170122096,0.9998513804189655,TAG,265798.7388305664,227046.5565185547,222897.9157714844,288998.66149902344,242869.17712402344,61723.884338378906
[TG(54:12)|TG(53:5)]_FA20:4,0.04123695083756397,6.579886771566586,0.009849683326677905,0.9209432931553992,0.9998513804189655,TAG,286465.6795654297,267494.6784667969,229681.3141479492,246018.5982055664,261081.55834960935,90479.10626220705
[TG(54:12)|TG(53:5)]_FA22:5,-0.3733709066003359,6.905869916700135,0.7901814949500476,0.3740452510588642,0.9998513804189655,TAG,323831.7406616211,292256.3220214844,206634.4351806641,338432.1246948242,559428.6281738281,46360.54321289063
[TG(54:12)|TG(53:5)]_FA22:6,-0.024730203629694622,5.722270928438885,0.003531641523295548,0.9526115176724793,0.9998513804189655,TAG,138505.52954101562,160986.67028808594,105172.80792236328,183828.81268310547,129973.20901489258,43318.723236083984
[TG(54:5)]_FA14:0,-0.021138268688568003,4.487581062434101,0.0025803731069373725,0.9594869841934135,0.9998513804189655,TAG,56945.04431152344,52377.80407714844,48874.602966308594,49287.34362792969,53554.52404785156,49211.30383300781
[TG(54:5)]_FA16:0,0.44551429365718154,7.7955145729319915,1.1669647114831605,0.28002578941262074,0.9998513804189655,TAG,1171736.9924316406,497345.7489013672,390061.08447265625,549514.2028808594,709402.1491699219,40556.68292236328
[TG(54:5)]_FA16:1,0.5750339970373374,9.902709065593555,1.950787684705575,0.16250199548239713,0.9998513804189655,TAG,5704877.237548828,1964871.592041016,1500615.077758789,2053373.1634521484,3364039.373046875,50920.82379150391
[TG(54:5)]_FA18:0,-0.29587019820401955,6.091378534747569,0.4984239446675929,0.4801934469621075,0.9998513804189655,TAG,224485.0567626953,132557.0889892578,150743.7322998047,278803.5610961914,159153.65118408203,45290.223083496094
[TG(54:5)]_FA18:1,-0.44118881749986394,9.768536900887549,1.0987963932566345,0.2945303974613233,0.9998513804189655,TAG,3272203.842773437,1290010.365600586,1767352.9545898438,4231123.361328125,2233515.6538085938,124003.70825195312
[TG(54:5)]_FA18:2,-0.6830011999889498,10.975802416420418,2.5918134621169884,0.10741728491776023,0.9998513804189655,TAG,6629955.024169922,2713335.9252929688,4062577.022216797,11471152.115234377,4354715.109863281,356736.9655761719
[TG(54:5)]_FA18:3,-0.4107330085357903,11.151589621450618,0.9541132063604891,0.32867452126908375,0.9998513804189655,TAG,8161383.079101562,3654404.4072265625,4798174.0634765625,10674971.7734375,5452906.95703125,720653.3662109375
[TG(54:5)]_FA20:4,-0.18681013606135152,11.062222849542753,0.19990483165020123,0.6547976741312983,0.9998513804189655,TAG,7602719.771484375,4321387.580078125,4419077.870117188,7876422.5087890625,5987183.1103515625,1147714.1220703125
[TG(54:5)]_FA22:5,0.09192975397967738,8.321981454472429,0.049060878169257194,0.8247055475382365,0.9998513804189655,TAG,1174878.3659667969,882029.3565673828,594388.0810546875,723202.790222168,1336039.9394226074,69431.66455078125
[TG(54:6)]_FA14:0,0.060619809914843614,5.669888082014423,0.02130256359851046,0.8839577197646714,0.9998513804189655,TAG,152752.15014648438,102316.9464111328,91997.9268798828,107339.84826660156,133176.18920898438,118012.4071044922
[TG(54:6)]_FA16:0,5.942227682955966e-4,6.648031343514567,2.0415282051544636e-6,0.9988599665194366,0.9998513804189655,TAG,388625.7305908203,216141.0120849609,187142.1329345703,259656.05767822263,374230.5495605469,56072.563537597656
[TG(54:6)]_FA16:1,0.49733561356808803,7.836772813527796,1.4563381967800524,0.22751365178090185,0.9998513804189655,TAG,1187692.739868164,557356.958190918,374828.5094299317,545581.2186279297,749778.0291748047,41776.86294555664
[TG(54:6)]_FA18:0,-0.27360951522752575,5.234697508993551,0.4267617632640395,0.5135821946170224,0.9998513804189655,TAG,108817.48699951172,80792.38568115234,91486.4867553711,91668.06689453124,129665.3490600586,39613.68280029297
[TG(54:6)]_FA18:1,-0.25017712867746683,6.529301491561571,0.357282094162656,0.5500195791566789,0.9998513804189655,TAG,320911.78436279297,183396.5927734375,201820.4542236328,383310.0072631836,219905.87817382807,43440.762939453125
[TG(54:6)]_FA18:2,-0.4304970762352268,9.87766936661805,1.0468758087372407,0.3062277149284596,0.9998513804189655,TAG,3539799.3696289062,1385713.4318847656,1847658.8615722656,4573406.143310547,2400409.9477539062,172625.4111328125
[TG(54:6)]_FA18:3,-0.7697315128444714,11.088559535084306,3.2716622404986992,0.07048617022312031,0.9998513804189655,TAG,7021183.376464844,2677371.928955078,4406888.814941406,12657177.97607422,4822494.712890625,382035.806640625
[TG(54:6)]_FA20:4,-0.6622860504047252,10.511911932766056,2.440478651842567,0.11824014105109339,0.9998513804189655,TAG,4665381.206542969,2163280.920898437,3222887.977783203,7656598.989257812,3517359.0493164062,240371.81713867188
[TG(54:6)]_FA22:5,0.1433816654812959,6.844332007673716,0.11960109081337578,0.7294675420002672,0.9998513804189655,TAG,390155.2454223633,334434.8643798828,214955.25689697263,329390.86029052734,354549.84411621094,64635.42422485352
[TG(54:6)]_FA22:6,0.12539966832548335,8.50344285157702,0.0914173188211862,0.7623830019690255,0.9998513804189655,TAG,1357251.2274169922,1012823.7060546876,697488.6486816406,826187.9639892578,1459971.5169067385,70666.42468261719
[TG(54:7)|TG(53:0)]_FA14:0,-0.0077554038216407885,4.998316057094593,3.475791354503599e-4,0.9851255213461257,0.9998513804189655,TAG,80058.80529785156,93030.04638671876,59942.22430419922,75553.28527832031,105899.46588134766,41643.66302490234
[TG(54:7)|TG(53:0)]_FA16:0,-0.48022055078720693,6.041253924488969,1.2985788796904671,0.2544729708071111,0.9998513804189655,TAG,187655.19396972656,125035.02917480467,148972.4112548828,142778.51220703125,305921.14416503906,49678.98333740234
[TG(54:7)|TG(53:0)]_FA16:1,0.06782080787332188,6.694378954134126,0.026673932712583337,0.8702652575740983,0.9998513804189655,TAG,406148.20721435547,238424.0181274414,182070.4124145508,257033.6951904297,398728.4090576172,52460.543548583984
[TG(54:7)|TG(53:0)]_FA18:1,-0.13039635136281139,5.485205155665198,0.09767731104784616,0.7546349590175421,0.9998513804189655,TAG,136011.5489501953,102634.96752929688,104099.50787353516,101112.52758789062,151739.9711303711,49530.023529052734
[TG(54:7)|TG(53:0)]_FA18:2,-0.32329726086989113,6.600230069688816,0.5941880463433336,0.44080418147947203,0.9998513804189655,TAG,331872.8641357422,180958.1929931641,213621.61303710935,411631.9666748047,234790.07830810547,46564.96325683594
[TG(54:7)|TG(53:0)]_FA18:3,-0.5050100224242091,9.946924931894314,1.433918844209984,0.23112594430845732,0.9998513804189655,TAG,3651136.2509765625,1333831.4477539062,1944963.9223632808,4909741.412109375,2528559.6713867188,209595.373046875
[TG(54:7)|TG(53:0)]_FA20:4,-0.8418947751587823,8.557634179809193,3.8931945585645735,0.04848212236462152,0.9998513804189655,TAG,1098421.5411987305,511084.0421142578,806855.3395385742,2128223.5939941406,907206.038330078,66943.44445800781
[TG(54:7)|TG(53:0)]_FA22:5,0.6045412978438945,6.302924634003129,2.157519556400075,0.14187354961625026,0.9998513804189655,TAG,265443.9577026367,323355.0823364258,167747.1711730957,186045.25268554688,179935.95449829102,38978.96263122559
[TG(54:7)|TG(53:0)]_FA22:6,0.16098126510624208,6.900744667349655,0.15087183921150427,0.697703586007393,0.9998513804189655,TAG,423899.8316650391,335764.16229248047,231530.29669189453,326686.9836425781,370620.12677001953,68682.12454223633
[TG(54:8)|TG(53:1)]_FA14:0,0.021641756675621987,4.375725191909825,0.0027101067807961954,0.958481932153123,0.9998513804189655,TAG,51999.083984375,57933.28393554688,43458.70300292969,52237.86376953125,53418.94384765625,33461.602294921875
[TG(54:8)|TG(53:1)]_FA16:0,-0.17292689796699562,5.212563275788127,0.1714049524371149,0.6788661886381119,0.9998513804189655,TAG,100502.02709960938,90692.50677490234,82368.14587402344,111115.78771972656,101118.88659667967,43889.48303222656
[TG(54:8)|TG(53:1)]_FA16:1,-0.3919111691319258,6.087433611974885,0.8696185583758052,0.35106092943926176,0.9998513804189655,TAG,197078.1951904297,139335.6895751953,138802.4296875,145818.99047851562,322297.1036376953,50077.46374511719
[TG(54:8)|TG(53:1)]_FA18:0,-0.4166100250587303,6.3747909505414935,0.9812201233316955,0.3218977629101547,0.9998513804189655,TAG,216579.67504882807,183889.07421875,173566.27209472656,287993.939453125,269387.6604003906,67169.36486816406
[TG(54:8)|TG(53:1)]_FA18:1,-0.9004172407510836,8.07182523740598,4.43370182244689,0.03523600661227237,0.9998513804189655,TAG,735254.77099609375,353178.72314453125,543763.2780761719,436711.6533203125,1804974.42578125,110488.22705078124
[TG(54:8)|TG(53:1)]_FA18:2,-0.06537401332017893,5.530629845079756,0.024630938747577602,0.875290188710994,0.9998513804189655,TAG,142214.03051757812,107729.68811035156,104297.4268798828,104072.04748535156,148842.5106201172,56419.303955078125
[TG(54:8)|TG(53:1)]_FA18:3,-0.37389552944077653,6.691473620964441,0.7923751018897747,0.37338291174854593,0.9998513804189655,TAG,355736.54333496094,178792.8939819336,225582.35638427731,448981.9650878906,251690.3994140625,50717.52389526367
[TG(54:8)|TG(53:1)]_FA20:4,-0.238927009873339,5.42172417195445,0.3260590727286399,0.5679889155341058,0.9998513804189655,TAG,134601.81024169922,93212.947265625,94231.98596191406,159105.44888305664,110268.58670043944,30783.98208618164
[TG(54:8)|TG(53:1)]_FA22:5,0.013810621337315263,6.039070672608598,0.0011033953537662455,0.9735012262945689,0.9998513804189655,TAG,206671.81771850583,187298.3113708496,127339.49130249023,253926.59741210935,150331.89001464844,34933.28234863281
[TG(54:8)|TG(53:1)]_FA22:6,0.6301221357525729,6.417199673793718,2.345303347766958,0.12566109791081054,0.9998513804189655,TAG,297241.2007446289,343895.64657592773,184646.03231811523,198400.2528076172,186550.2135620117,45789.34332275391
[TG(54:9)|TG(53:2)]_FA14:0,-0.007272537348712036,4.243641424035324,3.056252098758705e-4,0.9860519810932725,0.9998513804189655,TAG,47086.62319946289,52805.32403564453,40422.12268066406,52636.66357421875,44901.88342285156,29249.522033691406
[TG(54:9)|TG(53:2)]_FA16:0,-0.11693123979585716,5.118724347139165,0.07859779765612984,0.7792067017482052,0.9998513804189655,TAG,101700.8465576172,83512.545654296875,83039.74627685547,96906.40612792967,93650.966552734375,39232.782470703125
[TG(54:9)|TG(53:2)]_FA16:1,-0.15343031400487173,5.367432931921715,0.1350725723591495,0.7132295305665218,0.9998513804189655,TAG,108514.26763916016,106486.58666992188,90416.0463256836,120883.38793945312,116690.5889892578,47339.363037109375
[TG(54:9)|TG(53:2)]_FA18:0,-0.20737242888615193,5.764896549165802,0.24604782644200895,0.6198717761129424,0.9998513804189655,TAG,160252.45153808594,126004.46997070312,129808.2490234375,185671.31176757807,132846.77001953125,48886.80364990234
[TG(54:9)|TG(53:2)]_FA18:1,-0.26241775895312647,6.769724770261769,0.3928342614799476,0.5308133434377875,0.9998513804189655,TAG,307118.6018066406,263212.0397949219,246611.31872558597,342356.7247314453,346502.8221435547,78035.84606933594
[TG(54:9)|TG(53:2)]_FA18:2,-0.8282791486162849,8.065279820476194,3.772076025139542,0.05211491235013934,0.9998513804189655,TAG,750290.82861328125,364450.5083007813,511039.5368652344,432355.6682128906,1772254.1877441406,130258.88916015624
[TG(54:9)|TG(53:2)]_FA18:3,-0.275036139410519,5.738594925173195,0.43120124479423794,0.5114001036880318,0.9998513804189655,TAG,158918.69134521484,108196.1278076172,127830.96850585938,128328.62927246094,183910.93310546875,60290.92456054688
[TG(54:9)|TG(53:2)]_FA20:4,0.0023419774969610715,5.237640004668587,3.1712022064311896e-5,0.9955068622474464,0.9998513804189655,TAG,111221.32748413086,104532.40756225586,97208.92755126952,103352.40802001952,93492.96673583984,34403.562408447266
[TG(54:9)|TG(53:2)]_FA22:5,-0.06930505498469332,7.833876119577977,0.02767868374940008,0.8678664747369257,0.9998513804189655,TAG,348045.32595825195,984107.3177490234,72238.48547363281,1420300.415374756,475095.74618530273,29133.72216796875
[TG(54:9)|TG(53:2)]_FA22:6,0.07023975262846353,6.392966439492559,0.0286134056609626,0.8656747438843314,0.9998513804189655,TAG,270811.2168273926,250603.9393005371,149571.62997436523,340955.4228820801,186347.69268798828,34624.9024810791
[TG(55:10)|TG(54:3)]_FA14:0,0.09006423336340409,4.2186069087326254,0.04707695336492179,0.8282299780975402,0.9998513804189655,TAG,47764.64331054688,54463.42346191406,41513.42239379883,48594.8837890625,41815.32321166992,28592.242065429688
[TG(55:10)|TG(54:3)]_FA16:0,0.42295289662526475,7.107887976863528,1.0510573284063867,0.3052637002745823,0.9998513804189655,TAG,741023.1751098633,282547.80059814453,231882.87786865237,327686.0003051758,466596.3739624024,34598.14236450195
[TG(55:10)|TG(54:3)]_FA16:1,0.3110551237606344,6.063050926183604,0.5664311134059972,0.45168059230778385,0.9998513804189655,TAG,288996.4214477539,167535.09143066406,138307.7904663086,154116.0703125,206152.013671875,36079.382415771484
[TG(55:10)|TG(54:3)]_FA18:0,-0.6921800152264445,10.357405199486209,2.660238243690401,0.10288532306684295,0.9998513804189655,TAG,4341483.104980469,1724045.8046875,2498001.790527344,7732535.418457031,2749094.9157714844,228309.53759765625
[TG(55:10)|TG(54:3)]_FA18:1,-0.3406423714970829,10.96154866144335,0.6590125728398561,0.41690875875064143,0.9998513804189655,TAG,7231247.634765625,3475313.8017578125,4212054.8203125,9058805.5,4833666.279296875,573113.1435546875
[TG(55:10)|TG(54:3)]_FA18:2,0.11672622448700255,9.388751543930624,0.07918036223054514,0.7784112461794201,0.9998513804189655,TAG,2685634.494140625,1586406.6762695312,1365012.984375,2048378.6474609373,1909901.579589844,313728.6240234375
[TG(55:10)|TG(54:3)]_FA18:3,-0.013762788446592095,8.340003822135118,0.0010944140376523137,0.973609253294881,0.9998513804189655,TAG,900584.263671875,856810.14501953125,804351.9306640625,706158.3056640625,922441.4697265624,428531.10791015625
[TG(55:10)|TG(54:3)]_FA20:4,-0.06274270483475854,6.561085737351655,0.022691811175263865,0.8802612729346191,0.9998513804189655,TAG,256429.6572265625,223073.71435546875,211180.77368164065,210053.6739501953,264132.07763671875,163568.251953125
[TG(55:10)|TG(54:3)]_FA22:5,-0.16853409983475165,5.093237766873864,0.1628438829593506,0.686551605868646,0.9998513804189655,TAG,86066.626220703125,94731.48641967772,59554.523864746094,137659.44842529297,81588.42596435547,30830.962188720703
[TG(55:10)|TG(54:3)]_FA22:6,0.03008672427283149,5.120126538604599,0.005240261420112802,0.9422918213279597,0.9998513804189655,TAG,101464.20684814452,97436.5066833496,77149.5657043457,105862.52783203124,83159.22637939453,35098.92231750488
[TG(55:11)|TG(54:4)]_FA14:0,0.27329503773866687,4.473369113943202,0.436625821440771,0.5087555398236365,0.9998513804189655,TAG,53612.083984375,77707.4047241211,39811.282623291016,58317.70443725586,52662.36328125,32437.08203125
[TG(55:11)|TG(54:4)]_FA16:0,0.5241944722038342,9.96589947887136,1.619049894827186,0.2032243170794798,0.9998513804189655,TAG,5927175.963745117,1948502.0974121091,1606772.1477661133,2259594.576416016,3477323.428466797,59198.84399414063
[TG(55:11)|TG(54:4)]_FA16:1,0.4527295522202127,7.117078838279634,1.2053094006478204,0.2722630767023514,0.9998513804189655,TAG,724333.682434082,311965.98291015625,225659.1773681641,315524.8225097656,480961.7935791016,37073.78219604492
[TG(55:11)|TG(54:4)]_FA18:0,-0.38666748135561135,9.340818538014009,0.8468100861064167,0.3574563180072869,0.9998513804189655,TAG,2469243.2166748047,981054.93505859375,1250542.542236328,3078794.9020996094,1670069.1198730469,142586.51037597656
[TG(55:11)|TG(54:4)]_FA18:1,-0.7129545440049988,10.855078693987162,2.818208547279937,0.09320037126990659,0.9998513804189655,TAG,6076627.572753906,2426610.169921875,3819274.6552734375,10527541.293945312,4125983.520507813,263154.5986328125
[TG(55:11)|TG(54:4)]_FA18:2,-0.32095112900743145,11.072992491977425,0.5856945982668549,0.44408883684302564,0.9998513804189655,TAG,7835928.01953125,3807340.224609375,4472253.104492188,9954842.626953123,4988067.837890625,661027.271484375
[TG(55:11)|TG(54:4)]_FA18:3,-8.602304971082235e-4,9.455532530185657,4.277186235412955e-6,0.9983498674461152,0.9998513804189655,TAG,2760597.447265625,1535889.9174804688,1526580.9829101562,2202473.7470703125,2067679.3427734373,289580.8388671875
[TG(55:11)|TG(54:4)]_FA20:4,0.013682835712802382,9.336230283648376,0.0010831149847945198,0.9737457902358382,0.9998513804189655,TAG,2088694.0986328125,1567496.890625,1415093.1318359375,1569136.087890625,1954485.8974609373,721736.25390625
[TG(55:11)|TG(54:4)]_FA22:5,-0.10037053296825396,5.868876283815302,0.057961934743389065,0.8097466751096172,0.9998513804189655,TAG,168236.97262573242,161169.20974731445,125364.78997802734,159615.5899963379,201052.6138305664,37268.18283081055
[TG(55:11)|TG(54:4)]_FA22:6,-0.13736371407728928,5.205608288745534,0.10835403620603756,0.7420258799033252,0.9998513804189655,TAG,97008.2061767578,101206.68740844728,65562.264404296875,142751.11096191406,90493.385986328125,33697.382232666016
[TG(55:7)|TG(54:0)]_FA14:0,0.15550843200501296,7.225774176023369,0.14075735774576992,0.7075292541258184,0.9998513804189655,TAG,448485.2264404297,396750.6674804688,402406.2066650391,227922.9549560547,407950.3727416992,237813.016784668
[TG(55:7)|TG(54:0)]_FA16:0,-0.03984673548815359,5.221894863597838,0.009161825100420629,0.9237450027392589,0.9998513804189655,TAG,104548.08758544922,99204.86590576172,91640.9071044922,80979.145751953125,115035.36785888672,43592.86309814453
[TG(55:7)|TG(54:0)]_FA16:1,-0.006539087866438156,5.052335269061741,2.471165967108391e-4,0.987457817033871,0.9998513804189655,TAG,90946.62643432616,77389.62506103516,80421.74551391602,67154.88455200195,83143.92626953125,64382.62362670898
[TG(55:7)|TG(54:0)]_FA18:0,0.08891359968692601,7.8080191945510045,0.04588816134673834,0.8303792261373455,0.9998513804189655,TAG,597133.44677734375,665042.74658203125,523956.6977539063,491222.9775390625,620432.96484375,295591.6416015625
[TG(55:7)|TG(54:0)]_FA18:1,-0.09929215613486383,5.850256256061618,0.056725869429101294,0.8117477454199643,0.9998513804189655,TAG,159156.1502685547,141115.8309326172,127502.40832519533,112921.22827148438,202306.1912841797,79912.52575683594
[TG(55:7)|TG(54:0)]_FA18:2,0.154213203626429,4.9880848357708985,0.13840224920056698,0.7098745874916924,0.9998513804189655,TAG,103364.12744140624,78705.44519042969,72050.28515625,70601.56506347656,79876.50582885742,47253.463134765625
[TG(55:7)|TG(54:0)]_FA18:3,-0.0702940578618823,5.914628961253884,0.028471655278735852,0.866004726056649,0.9998513804189655,TAG,181972.373046875,155386.37225341797,168129.93292236328,160425.93139648438,153407.73071289062,52098.62387084961
[TG(55:7)|TG(54:0)]_FA20:4,-0.15571323833479278,5.353296572732634,0.13910574243527662,0.7091716485911433,0.9998513804189655,TAG,121251.6693725586,97706.6278076172,93980.28689575195,129980.48901367188,107822.50799560548,38433.022720336914
[TG(55:7)|TG(54:0)]_FA22:5,-0.10052808022745406,5.433696074669191,0.05814215837744996,0.8094568023965852,0.9998513804189655,TAG,114673.06787109376,118770.18762207033,81033.26593017578,153201.07135009766,108977.34756469728,43626.823150634766
[TG(55:7)|TG(54:0)]_FA22:6,0.12534527724118114,6.719051847856072,0.09133501228461682,0.7624867753239876,0.9998513804189655,TAG,326392.8225097656,211600.73413085935,181242.49322509769,239280.91748046875,248119.3616638184,250819.05709838867
[TG(55:8)|TG(54:1)]_FA14:0,0.024447260519832512,4.386920368384142,0.003458750636127661,0.9531025323496325,0.9998513804189655,TAG,47661.343353271484,65249.724609375,37876.84259033203,64737.844299316406,51050.42315673828,29402.38217163086
[TG(55:8)|TG(54:1)]_FA16:0,0.14864105005196254,5.118059048910682,0.1285543109270293,0.7199357131023354,0.9998513804189655,TAG,114641.62719726562,95144.1259765625,75832.48529052734,80427.74615478516,102597.80700683594,34390.22247314453
[TG(55:8)|TG(54:1)]_FA16:1,-0.08308921414141016,5.386134363464107,0.03975389330844337,0.8419625443463503,0.9998513804189655,TAG,111390.54809570312,112638.34826660156,100745.76708984376,92327.1063232422,133736.14813232422,48366.963439941406
[TG(55:8)|TG(54:1)]_FA18:0,0.030636804017510642,8.85871417065914,0.0054342876392183825,0.9412350774435894,0.9998513804189655,TAG,1770570.7231445312,1077782.619140625,964053.78759765625,1509947.0649414062,1292967.7397460938,226154.87475585935
[TG(55:8)|TG(54:1)]_FA18:1,0.09130441648669115,8.228241062838993,0.04839429916455629,0.8258812455912394,0.9998513804189655,TAG,853352.54296875,866061.2578125,713344.0283203125,648128.9111328125,857578.154296875,358516.98486328125
[TG(55:8)|TG(54:1)]_FA18:2,-0.08879057569578905,5.9188931595501515,0.04538498981128214,0.8312976886836924,0.9998513804189655,TAG,164055.3505859375,144018.1300048828,132075.68884277344,115157.24816894533,203357.09631347656,97657.58728027344
[TG(55:8)|TG(54:1)]_FA18:3,-0.09836848636998882,5.222695441611768,0.055675893142961286,0.8134657291511228,0.9998513804189655,TAG,111899.1082763672,80520.92584228516,91400.18701171876,85225.54626464844,103239.06634521484,57148.6240234375
[TG(55:8)|TG(54:1)]_FA20:4,0.05228941315746031,4.929543418612347,0.01584365247117602,0.8998335864472295,0.9998513804189655,TAG,97027.18682861328,80017.32550048828,73183.2045288086,79518.4462890625,79892.00567626953,30250.04180908203
[TG(55:8)|TG(54:1)]_FA22:5,-0.02177181387489509,5.386932570924042,0.0027375559075153433,0.9582723962734371,0.9998513804189655,TAG,102466.2878112793,132810.76892089844,65970.0651550293,167681.65069580078,95744.12637329102,36948.78251647949
[TG(55:8)|TG(54:1)]_FA22:6,-0.1184570517612134,5.571110239499064,0.08065854255764293,0.7764069502438997,0.9998513804189655,TAG,129680.98828125,126800.80975341795,89813.36624145508,171521.5923461914,119695.24862670898,45933.6032409668
[TG(55:9)|TG(54:2)]_FA14:0,-0.0033489570155093083,4.25854016745405,6.482134813268203e-5,0.9935761646771498,0.9998513804189655,TAG,47883.00344848633,55201.60385131836,41424.66302490234,55798.96380615234,44787.98300170898,26197.981872558597
[TG(55:9)|TG(54:2)]_FA16:0,0.2527773313412093,5.913403717970431,0.3732932040475134,0.5412146393075372,0.9998513804189655,TAG,266688.6998291016,138536.3699645996,131432.22821044922,147270.07092285156,179896.39324951172,30431.46228027344
[TG(55:9)|TG(54:2)]_FA16:1,0.15369387341898638,5.292496481262408,0.13747264812354842,0.7108065823795685,0.9998513804189655,TAG,123489.52868652344,114286.92852783205,84649.02630615234,89834.7066040039,119086.18817138672,36771.582611083984
[TG(55:9)|TG(54:2)]_FA18:0,-0.3908381372382824,10.503519033992733,0.8649618491763249,0.35235386834559335,0.9998513804189655,TAG,5134912.469238281,2434586.905273437,3012699.4794921875,7007404.674804688,3207255.908203125,511983.2807617188
