lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
DG(41:5)_C16:0,1.6760723976105922,13.70505298892125,16.60884769317171,4.593622658799064e-5,0.012238176366817174,DAG,34900895.81982422,5703457.166259766,12531091.5078125,1071219.3914489746,2721348.077091217,97858455.88134766
DG(42:11)|DG(41:4)_C16:0,1.6552816187607404,12.408244075199597,16.20558271370828,5.682640226918381e-5,0.013033968833397965,DAG,9619421.22607422,1588635.5583496094,3473496.8383789062,320895.1580543518,779291.3789367676,44577926.87664795
DG(O-38:9)|DG(36:2)_C16:0,1.6548799256995896,6.541415926837013,16.197243038237506,5.707712344934986e-5,0.013033968833397965,DAG,432864.654296875,500072.1715698242,81095.82608032227,45281.683197021484,292209.64082336426,49106.84371948242
[TG(58:13)|TG(57:6)]_FA22:5,-1.6227444333979837,7.885931666460415,13.543197657068959,2.331348497471609e-4,0.04968880764277822,TAG,288470.1831665039,353139.2077026367,585397.839050293,1784769.2811889648,318252.34259033203,51019.72317504883
DG(41:5)_C16:1,1.4767128066019388,12.51211732618449,12.932565359864384,3.2291494456186025e-4,0.0645224423602667,DAG,6817486.189682007,1322268.7660636902,3141651.279285431,189408.5152168274,419392.0895233154,51109379.771606445
[TG(58:14)|TG(57:7)|TG(56:0)]_FA22:6,-1.567646161605703,7.885692038601417,12.703599463173305,3.6495241522918923e-4,0.0648196039715399,TAG,317053.0040283203,347005.6685180664,610036.925994873,1724266.3339233398,335521.6834716797,51446.98388671875
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,1.4694135461082503,6.9201296588591825,12.804952524580585,3.4570298833896105e-4,0.0648196039715399,DAG,191799.69039154053,188956.83322525024,176672.25147628784,2895.500202178955,2912.800201416016,842503.0589599609
[TG(62:13)|TG(61:6)]_FA22:5,-1.4988438942448479,7.9925195555645585,11.686032003839497,6.297104892213787e-4,0.10210666935596734,TAG,302103.15838623047,430287.6340332031,460370.1953735352,2093858.7861328125,273313.73986816406,72452.70501708984
DG(41:6)_C16:1,1.4015964396519778,13.738070817994293,11.659469526283232,6.387655261555667e-4,0.10210666935596734,DAG,24907370.411380768,4624405.696315765,11138125.94196701,1827880.2621612549,1354216.9022865295,109112254.70947266
FA(15:1),1.3923051828380832,6.68334124332667,11.505870711424121,6.937672457309865e-4,0.10561780402866495,FA,167246.6908569336,639080.0361328125,140756.98779296875,167716.21069335938,126247.96780395508,191162.11645507807
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:6,-1.457282834768795,8.059660807938908,11.088353245984766,8.687159342254034e-4,0.11641123100262724,TAG,335519.5446777344,450336.0925292969,504334.2941894531,2144943.286010742,293471.1612548828,78801.34576416016
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,1.3673899538683496,0.9811753430207384,11.07731280746434,8.739035170669545e-4,0.11641123100262724,DAG,2965.4802169799805,13078.760986328123,2930.920207977295,2925.6802253723145,2994.740207672119,2929.0802116394043
FA(28:5),1.3668893466326855,5.428679546819141,11.091413348296555,8.672835978695561e-4,0.11641123100262724,FA,153209.06951904297,233931.8403930664,116183.46884155272,30964.12233734131,59677.223693847656,35232.46252441406
[TG(51:9)|TG(50:2)]_FA22:6,1.356281304066201,10.204865681990038,10.921583279763581,9.505034105017505e-4,0.12155037613496386,TAG,1868586.8165283203,385501.4881591797,671179.5802001953,257548.5362548828,211373.71405029297,9681670.674682615
DG(42:10)|DG(41:3)_C16:0,1.336060832245816,8.87064460300484,10.599637131366766,0.0011310985677891671,0.13908162004699876,DAG,864496.5432739258,188861.67364501956,345031.70208740234,67604.58470916748,129779.36725997923,3677631.8136291504
DG(37:3)_C18:1,1.3107153928415505,4.227420849379088,10.200422469937621,0.0014040848356741441,0.16625404517223105,DAG,63412.084522247314,63432.56433105469,62273.94435882568,2896.24019241333,2894.9402084350586,57847.16430664063
FA(28:6),1.3036369790544364,6.186335631067214,10.093149780037493,0.0014882150909570437,0.16992227306391675,FA,332863.2625427246,343428.5447692871,216210.49850463867,113192.42889022829,38985.98276901245,34132.7825012207
LPE(20:5),1.2949191761880505,6.1218636668278235,9.958891920290625,0.0016007437020801232,0.17646819363966046,PE,436926.2530479431,91652.06686019896,105837.88810348512,159397.7738647461,12108.001010894775,176354.4186477661
DG(36:7)|DG(35:0)_C16:0,1.2418655875561682,11.492036666832265,9.162002586526796,0.0024709202195100657,0.263317731392456,DAG,7006163.470703125,1910910.5791015625,3472349.536804199,493240.4754867554,937155.189567566,19974577.3984375
[TG(51:8)|TG(50:1)]_FA22:5,1.221145222141499,9.737257412481771,8.859107407275587,0.002916301442223913,0.289038136903048,TAG,1333510.689453125,251681.14086914065,502406.67333984375,195521.6552734375,182710.63299560547,6991643.872253418
[TG(60:12)|TG(59:5)]_FA20:4,-1.290022970672578,7.412806073016149,8.817529794454458,0.002983502820707096,0.289038136903048,TAG,264225.53857421875,283665.0798339844,333892.88513183594,1274625.2016601562,207449.9952392578,69197.26501464844
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,1.2252139393697754,3.912808624654364,8.915158240891287,0.002828133057477057,0.289038136903048,DAG,45575.10324859619,46826.56339263916,46927.12335205078,2895.280200958252,2894.18021774292,54125.684020996094
PI(29:2)|PI(P-30:1),1.2071160482115983,9.686842543145707,8.656934582133545,0.0032581896381007618,0.3063656550884746,PI,1335822.4983520508,275196.0608825684,521107.8572998047,217174.53634643555,165315.81170654297,6661615.031005859
[TG(56:12)|TG(55:5)]_FA20:4,-1.2472659542622369,7.434898745712885,8.272875699697577,0.0040241717748971065,0.32987890164989875,TAG,285495.4991455078,284830.2196044922,461713.4095458984,1092348.844482422,279595.2629394531,71398.02557373047
[TG(64:14)|TG(63:7)|TG(62:0)]_FA22:6,-1.2527929814729506,6.571172261080498,8.342285022721628,0.0038732852580765633,0.32987890164989875,TAG,137600.6286315918,173751.4320526123,219235.61520385745,649798.8408813477,142986.8291015625,35841.02249145508
DG(36:6)_C16:0,1.1835405645153918,9.766508629629636,8.322367598419081,0.003915984556592017,0.32987890164989875,DAG,2463638.999267578,584095.5000305176,1174833.744934082,192644.3758773804,375976.9256134033,5644166.026489258
DG(42:11)|DG(41:4)_C16:1,1.1931305519113613,9.280381446127295,8.457518695096955,0.0036353746667355043,0.32987890164989875,DAG,753038.8114852905,193379.03290176392,375212.9453048706,73808.8256225586,87605.54672241211,5291526.647857666
DG(42:9)|DG(41:2)_C16:1,1.180188010172301,8.53141264628831,8.275309302611277,0.00401878159483829,0.32987890164989875,DAG,1731105.394821167,1670940.031112671,1809787.1839027405,95865.50693893433,91188.44648361206,97521.02673339844
DG(O-40:9)|DG(38:2)_C18:1,-1.2410619205396147,3.82295964192731,8.19307837649012,0.00420505103259615,0.3360887037802473,DAG,21692.181442260742,25492.401821136475,19102.04133605957,65047.16445541382,71125.5051612854,4015.200294494629
[TG(64:14)|TG(63:7)|TG(62:0)]_FA22:5,-1.233767254852968,6.435474354920884,8.10386374949303,0.004417100178436023,0.3444260797673162,TAG,127817.38928222656,159688.69229125977,130351.72897338869,679034.864074707,112478.12756347656,29459.982055664062
[TG(49:7)|TG(48:0)]_FA20:4,1.1523504781058356,8.679895370522347,7.889253916349844,0.004972937426645233,0.3697321151856933,TAG,680734.9752197266,130674.9487915039,260636.9587402344,93295.44741821288,120617.44787597656,3293378.932495117
DG(38:5)_C18:1,-1.2185294447202244,1.8707910833401735,7.906780506612449,0.004924984223336299,0.3697321151856933,DAG,8815.400634765625,2892.240207672119,2889.80020904541,14978.381015777588,18847.261360168457,4106.460289001465
[TG(62:13)|TG(61:6)]_FA20:4,-1.203345858547763,5.820160237737416,7.728744783958973,0.005434851912432357,0.3861160347565833,TAG,95024.84729003906,93548.5267944336,99758.32678222656,408915.791015625,79244.125244140625,29583.88220214844
[TG(64:15)|TG(63:8)|TG(62:1)]_FA22:6,-1.2038750781761847,6.53010368229566,7.735410452522046,0.005414825340254522,0.3861160347565833,TAG,141955.50939941406,169534.83186340332,151221.3498687744,702756.8090515137,123006.72747802734,34112.42204284668
DG(30:2)_C16:1,1.1363302596748626,8.458326581387581,7.671510592030241,0.0056099472546454875,0.38989133419786137,DAG,1408347.8778076172,1115104.3939170835,1168096.1356201172,181564.153175354,178170.47184371948,834123.8420410156
[TG(64:13)|TG(63:6)]_FA22:5,-1.1749422745331386,6.518405635090377,7.385893851140279,0.006573739178783051,0.43783841988686284,TAG,135720.32904052734,177444.37393188477,200566.19464111328,623314.0618896484,142088.2706298828,33197.52230834961
DG(37:5)_C18:2,1.1158891735768153,1.4505464079623485,7.3860960658877275,0.006573000135352155,0.43783841988686284,DAG,6204.540447235107,13074.920864105225,3240.5402488708496,3253.8002166748047,6096.960422515869,6090.140472412109
DG(37:4)_C16:1,1.1028638381470812,6.8025105127636065,7.2256771161046345,0.0071868059239186405,0.4689024191585284,DAG,766270.7359771729,255512.80290222168,542675.7545471191,36888.88260650635,34804.762592315674,43886.56324768066
DG(36:6)_C16:1,1.0909456191232116,7.997076613001168,7.069964863403584,0.007838679272693347,0.5012051526960125,DAG,530484.365524292,92568.38637161256,311117.70303344727,35323.88272476196,27023.7419128418,1920249.1141052248
FA(32:1),1.0705777825588194,4.594643858896929,6.807280510030978,0.009078692727412603,0.569109424500747,FA,75835.98751831055,125625.4312286377,19253.48127746582,58398.26483154297,56907.66387176514,18008.06126022339
DG(36:7)|DG(35:0)_C16:1,1.0555973316902134,10.910400112760536,6.6186307747266255,0.010091738924138246,0.6204478719321149,DAG,3829808.881164551,299031.7415962219,2384196.1049804688,58823.12393569946,55226.8634185791,15056646.359405518
[TG(45:4)]_FA16:1,1.0495232981511189,11.338877715748893,6.542505982448347,0.010532687775236508,0.6353396758005871,TAG,4834695.296386719,182878.6319580078,2555760.4645996094,215685.05493164065,282307.4997558594,20843483.146850582
[TG(62:12)|TG(61:5)]_FA20:4,-1.0911862822774934,5.887157017790741,6.414246018295671,0.011320838615671071,0.6636008360770947,TAG,104284.1275024414,105302.66680908205,150420.19079589844,354880.8842773437,100229.64724731444,30850.342376708984
DG(34:4)|DG(dO-36:4)_C16:1,1.0380096166523831,7.9819220249135,6.399330281138646,0.011416342190879015,0.6636008360770947,DAG,1187208.266357422,1042086.5790252686,1301695.4321899414,68321.00469589233,70054.56513595581,77399.72564697266
[TG(58:11)|TG(57:4)]_FA20:4,-1.0776604794284357,6.895512468318968,6.263270597712108,0.01232664336905317,0.6920837870018071,TAG,216828.1354370117,212011.49542236328,326750.12384033203,664455.4411010742,236881.91778564453,51941.92361450195
DG(42:8)|DG(41:1)_C16:0,1.0267934927969415,9.187381411152645,6.261450923586381,0.012339310559619331,0.6920837870018071,DAG,2731650.4794311523,2467004.266967773,2123995.805175781,89085.22612762451,1260937.6284675598,90573.2061767578
DG(31:1)_C16:1,1.0114593123381337,8.829566707431612,6.075251373287756,0.013708879089331497,0.7556428698033241,DAG,1490152.085205078,1702884.4187393188,1864716.5989990237,124834.94946670532,131342.14960861206,988632.05859375
[TG(45:3)]_FA16:1,1.008823663343475,9.461585230067938,6.0434620870801155,0.013957886022741041,0.7563281629610696,TAG,1415711.8143310547,91888.68634033205,741562.9344482422,89406.0068359375,118725.248046875,5501317.548217773
DG(36:8)|DG(35:1)_C16:1,1.0031975659205925,12.601051156496261,5.976135468641587,0.014500742110684793,0.7726478754643213,DAG,14146978.29548645,140383.89002609253,8866230.443603516,2948.5002098083496,2920.1802101135254,47492099.30102539
DG(30:1)_C16:0,0.9985513434771484,8.026707547083594,5.9206515622790885,0.014964423644118362,0.7842829900040394,DAG,980249.3229980468,1080620.0415039062,563852.7775878906,144023.87005233765,723780.9033203125,300979.8220214844
[TG(58:12)|TG(57:5)]_FA22:5,-1.032433474750342,7.112133845183324,5.769493302781484,0.016306735582416604,0.8408489299513852,TAG,310187.72204589844,202185.09466552731,295452.6439819336,528305.6722412109,603669.4221191406,71565.12503051758
DG(35:5)_C16:1,-1.0190709480183926,2.5369249970496006,5.623505382437543,0.017721170670515173,0.8852278536505782,DAG,2946.16019821167,17529.70124053955,2930.480209350586,25158.76187133789,32331.02208328247,2927.8002281188965
DG(38:3)_C16:1,0.974214600416309,5.245995129562647,5.634088232924114,0.017614504186831283,0.8852278536505782,DAG,133907.3300704956,161487.11171340942,121626.16830444336,43077.32303619385,39612.68288040161,45506.98309326172
[TG(54:7)|TG(53:0)]_FA18:0,-0.9995985367265656,7.946791737136694,5.422483744303463,0.01987906167584091,0.977744002733283,TAG,653858.0419921875,290369.65869140625,487118.453125,394465.1501464844,1703413.2529296875,116795.029296875
[TG(49:6)]_FA20:4,0.9457620461926839,7.521570195732335,5.308686121832579,0.021219353218607698,0.98316336579549,TAG,324941.72509765625,83569.38586425781,134161.64990234375,64161.024353027344,79833.72555541992,1400554.1663208008
[TG(58:13)|TG(57:6)]_FA22:6,-0.9916613056415166,7.250232390895908,5.339990612308611,0.02084158530905155,0.98316336579549,TAG,355406.26916503906,220413.83618164065,337414.42071533203,558952.0974121094,660698.8503417969,81246.90493774414
DG(37:4)_C18:1,0.9480589824762264,3.64972983300774,5.332904682978551,0.020926481109785424,0.98316336579549,DAG,39319.942527771,36279.84257888794,37956.00249481201,11371.800796508787,2894.920207977295,40262.78248596192
DG(O-40:9)|DG(38:2)_C16:0,0.952036614721003,5.685237217808588,5.379674747144236,0.020372675827302105,0.98316336579549,DAG,187611.69216918945,229082.15551757807,124515.72909545898,39890.02289581299,134253.28958129883,39912.022521972656
[TG(50:3)]_FA16:0,-0.9823913301660655,7.361096978332468,5.244441740112962,0.02201699166470063,0.9913848218598298,TAG,397648.0903320313,246433.79818725583,425299.5697631836,866034.2627563477,417493.3735961914,39421.5026550293
[TG(54:10)|TG(53:3)]_FA18:3,-0.9835699703897305,8.167168696415132,5.256597090512512,0.0218637271532124,0.9913848218598298,TAG,783060.1181640625,324333.0244140625,580720.7834472656,489623.5546875,1918459.0444335935,145847.0704345703
[TG(52:6)]_FA18:3,-0.9793968988036248,9.03186178156873,5.213818135787733,0.02240807278069076,0.9949806761092828,TAG,1397859.8371582031,683973.2333984375,1199915.1408691406,3019313.469116211,1251814.6706542969,91084.34631347656
[TG(37:0)]_FA14:0,-0.13520203523758823,4.711054663185732,0.10497598769444492,0.7459380486079903,0.9998513804189655,TAG,62025.08410644531,61422.92419433594,57146.62451171875,64227.04455566406,64433.00500488281,53841.62384033203
[TG(37:0)]_FA16:0,-0.1435135024588177,5.3002118615480365,0.1182358346068213,0.7309558016433151,0.9998513804189655,TAG,114335.1470336914,82937.7251586914,89185.6069946289,95002.5259399414,112241.92797851562,63377.2846069336
[TG(37:0)]_FA18:0,-0.031853370864345434,6.257294721968828,0.005857235851181031,0.938995394625359,0.9998513804189655,TAG,203138.51538085935,188696.5134277344,167566.45080566406,172782.87255859375,208804.85571289065,133977.5894165039
[TG(38:0)]_FA14:0,0.18227815161553218,7.644089660984743,0.1935967856697971,0.6599397528367715,0.9998513804189655,TAG,488922.1025390625,673425.7041015625,313084.14306640625,645809.3076171875,459092.4375,263183.95703125
[TG(38:0)]_FA16:0,-0.21706389071347396,6.044088090373902,0.26944302877291193,0.6037056381600792,0.9998513804189655,TAG,156396.91259765625,142518.25073242188,153971.97143554688,151971.27001953125,169172.55346679688,139112.30981445312
[TG(38:0)]_FA18:0,-0.09916466911898394,6.517509298924489,0.056581825024750274,0.8119824327363157,0.9998513804189655,TAG,226232.49633789065,214999.17700195312,216683.8134765625,196513.73388671875,234072.49536132807,184773.5329589844
[TG(38:1)]_FA14:0,0.4908181028733355,10.934450470416682,1.4181860545650125,0.2337022004469406,0.9998513804189655,TAG,4636515.900512695,9838704.557861328,992602.9139404296,9688093.11669922,3726056.857666016,49943.38360595703
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,-0.0849232363483393,5.3900738344738555,0.04152409920749278,0.8385296203785789,0.9998513804189655,TAG | DAG,107868.6577758789,95695.62664794922,102655.4776611328,86258.13564491272,106036.59748840332,84683.08590698242
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,-0.10685113718024528,6.38318277278161,0.06566777942771296,0.7977522029911872,0.9998513804189655,TAG | DAG,209333.72509002688,189416.5241203308,199394.51446533203,187965.59371185303,198887.4439659119,172613.3723144531
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,-0.0917756335339625,4.267826436389924,0.048474061054093937,0.8257401179078018,0.9998513804189655,TAG | DAG,48611.3233833313,48872.25354576111,41586.072998046875,47867.38317871094,53279.193506240845,31205.932207107548
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,-0.16389038163690345,7.684334903359539,0.15404401551950286,0.6947003249995001,0.9998513804189655,TAG | DAG,463379.3624439239,436700.68857192993,442682.7002105713,381680.3974781037,560583.4987068176,524108.4887695313
[TG(39:0)]_FA14:0,-0.08513525030721086,6.336729370401926,0.04173349612392485,0.8381286205485406,0.9998513804189655,TAG,126427.9461669922,327101.7223510742,83010.24627685547,461425.4254760742,128199.83026123048,38063.52276611328
[TG(39:0)]_FA16:0,-0.2088576216337993,5.003134800199626,0.24954955139219237,0.617392430866197,0.9998513804189655,TAG,76277.62561035156,71298.76513671875,73343.505615234375,81417.2861328125,78385.785400390625,64290.10437011719
[TG(39:0)]_FA18:0,-0.2471352877587001,5.944808187635537,0.34869714554952225,0.5548515724976044,0.9998513804189655,TAG,170253.07067871094,136306.86987304688,143580.81005859375,139374.1094970703,215401.1724853516,76476.26623535156
[TG(39:1)]_FA14:0,0.10530661416890372,5.050695076700385,0.0644076001894973,0.7996604843221459,0.9998513804189655,TAG,98365.1058959961,90977.504638671875,75107.54431152344,83550.94519042969,81936.84460449219,43193.203216552734
[TG(39:1)]_FA16:0,-0.25220927291410256,4.891346371335383,0.36303502619841765,0.5468254722722433,0.9998513804189655,TAG,75762.02587890625,65490.885009765625,77742.9652709961,71722.32550048828,80044.96575927734,47120.243408203125
[TG(39:1)]_FA16:1,-0.16903066654006146,5.088485344974306,0.16379867994783123,0.6856829745782326,0.9998513804189655,TAG,80657.28527832031,81661.30529785156,73887.885009765625,87220.0659790039,89392.14611816406,62350.10430908203
[TG(39:1)]_FA18:0,-0.0700069382237586,5.665570048209935,0.02823949138246462,0.8665470129722148,0.9998513804189655,TAG,127507.06915283205,137162.2099609375,101372.92651367188,145351.89111328125,135470.80908203125,72345.824951171875
[TG(39:1)]_FA18:1,-0.266242054112484,6.088643574790626,0.404272446892719,0.5248909951560655,0.9998513804189655,TAG,189237.69165039065,151218.4708251953,159127.9306640625,159893.912109375,241780.15563964844,76259.26550292969
[TG(40:0)]_FA14:0,-0.06335454129332788,6.22224560314386,0.023135479912980372,0.8791052902452753,0.9998513804189655,TAG,174418.23168945312,173516.17431640625,163043.1513671875,158957.1708984375,176406.47216796875,178000.93212890625
[TG(40:0)]_FA16:0,-0.17484683875557555,6.467775000400633,0.17522408724289562,0.6755101246869172,0.9998513804189655,TAG,218721.07470703125,206933.33642578125,216805.39379882807,218458.33666992188,221676.4755859375,156035.61059570312
[TG(40:0)]_FA18:0,-0.1633463747116018,5.831394950457084,0.15301999317125592,0.6956658903217797,0.9998513804189655,TAG,142239.05004882812,131733.6494140625,132144.4892578125,133430.76904296875,154588.37060546875,102814.8074951172
[TG(40:1)]_FA14:0,-0.018400575779919943,4.399007579623605,0.0019555098415366956,0.9647281256758835,0.9998513804189655,TAG,49883.98327636719,56249.72412109375,48228.40362548828,48984.543395996094,50619.14349365234,40020.12298583984
[TG(40:1)]_FA16:0,0.022954848963544713,8.70985573428288,0.0030496754188789055,0.9559601153167046,0.9998513804189655,TAG,1343718.0517578125,1277440.181213379,1121181.894165039,1498703.5146484375,888532.6584472656,53036.68341064453
[TG(40:1)]_FA16:1,-0.07313254100785117,6.504540327245232,0.030813689178103232,0.8606566914162457,0.9998513804189655,TAG,233902.13745117188,232099.53784179688,209977.01708984372,222028.8376464844,240329.8984375,142653.38940429688
[TG(40:1)]_FA18:0,-0.19284892050103836,4.980249753962838,0.21294313887756286,0.6444703172489553,0.9998513804189655,TAG,82608.94567871094,67961.74499511719,69658.04455566406,75449.54541015625,90012.40710449219,56847.50402832031
[TG(40:1)]_FA18:1,-0.15943041184552825,5.854981132159775,0.1458012864563898,0.7025805318697034,0.9998513804189655,TAG,148304.55029296875,137070.68920898438,134136.82958984375,138432.28979492188,164150.69311523438,93546.30700683594
[TG(40:2)]_FA14:0,0.07289055256138688,4.954526825789018,0.030815058257303463,0.8606536275435991,0.9998513804189655,TAG,84736.18585205078,94409.88677978516,74902.2653503418,84983.74560546875,73863.90539550781,32060.7021484375
[TG(40:2)]_FA16:0,0.037205619656419144,4.762870223898065,0.00801540188058425,0.928661684802344,0.9998513804189655,TAG,67554.52490234375,46646.78335571289,57635.104400634766,43819.34289550781,48986.70318603516,94824.2857055664
[TG(40:2)]_FA16:1,0.10759053903451003,8.836150440875478,0.06724520142415713,0.7953908201102359,0.9998513804189655,TAG,1482576.8410644531,1477031.2862548828,1210467.3424072266,1522519.9248046875,1012230.0789794922,54243.9838256836
[TG(40:2)]_FA18:0,-0.07423333720783704,4.704381994186751,0.03174310190493301,0.8585926582682276,0.9998513804189655,TAG,69118.645263671875,61034.84460449219,60978.30474853516,61424.323974609375,64651.84558105469,47691.243591308594
[TG(40:2)]_FA18:1,-0.06541732311597183,5.0235024537354995,0.024662569150677882,0.8752107955715114,0.9998513804189655,TAG,90131.98620605467,77215.10498046875,71823.824951171875,74677.78527832031,93104.10534667967,52584.48400878906
[TG(40:2)]_FA18:2,-0.10025419620752558,5.855016216007897,0.057827481169169914,0.809963241662446,0.9998513804189655,TAG,148022.81115722656,139628.36987304688,131649.09020996094,130831.96923828124,160368.0711669922,101763.20703125
[TG(41:0)]_FA14:0,-0.07080055488125861,4.442119563491364,0.02887934632838096,0.865057918472737,0.9998513804189655,TAG,54818.16375732422,57711.40368652344,52024.92401123047,53712.92419433594,56533.964599609375,32394.162384033203
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,0.16452360966586757,5.715584223605192,0.15760054639329724,0.6913753119502596,0.9998513804189655,TAG | DAG,151327.3302307129,159591.8518371582,135469.94845581055,111756.26801109314,133519.78892326355,61289.40441894531
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,-0.17843703634942884,5.043122221136726,0.1824444920243877,0.6692808448342512,0.9998513804189655,TAG | DAG,75720.42558288574,74819.46500968933,72438.96516990662,81453.41599273682,79459.9753856659,71211.89463806152
[TG(41:1)]_FA14:0,-0.0027309618597292566,5.033335189322201,4.311020688874123e-5,0.9947612581933842,0.9998513804189655,TAG,89207.6460571289,94314.84796142578,80328.64547729492,88647.32751464844,83203.16589355469,34149.50248718262
[TG(41:1)]_FA16:0,-0.07374467924173157,4.599395447939909,0.03132714257662883,0.8595125110405547,0.9998513804189655,TAG,63928.86422729492,61544.26419067383,60072.04409790039,56151.723876953125,64655.40383911133,36475.02239990234
[TG(41:1)]_FA16:1,-0.13417119687961593,5.512343108776694,0.10339480362745235,0.7477931551453307,0.9998513804189655,TAG,115167.14739990234,130029.73071289062,102881.46643066406,150629.21112060547,116150.1889038086,41192.46307373047
[TG(41:1)]_FA18:0,-0.30372754044485495,4.636437565627723,0.5249584039549973,0.4687341978770968,0.9998513804189655,TAG,61973.44403076172,54480.42352294922,59548.8837890625,64888.903869628906,72108.98583984375,37963.42251586914
[TG(41:1)]_FA18:1,-0.2526363476036588,5.070895615863199,0.3642627719827943,0.5461482796425504,0.9998513804189655,TAG,83685.30615234375,77074.68542480469,72962.00476074219,95628.40612792967,93602.466796875,51342.70361328125
[TG(41:2)]_FA14:0,0.1811198002220429,5.1501608340161376,0.19111984460323583,0.6619862104153431,0.9998513804189655,TAG,58865.84393310547,157157.95245361328,51868.763916015625,148664.8094482422,66825.72512817383,26025.10171508789
[TG(41:2)]_FA16:0,-0.08244739406924206,4.007612186416803,0.03913708197478627,0.8431773356521046,0.9998513804189655,TAG,44902.88342285156,34881.682373046875,45286.76361083984,33076.962310791016,36143.16256713867,30333.022064208984
[TG(41:2)]_FA16:1,0.028230674843563775,4.709599443682104,0.004613092133013197,0.9458495186286577,0.9998513804189655,TAG,73520.78503417969,70111.76544189453,63287.764709472656,58236.06411743164,71528.30490112305,35800.64254760742
[TG(41:2)]_FA18:0,-0.0565424661478677,4.316692346711882,0.01843140435562418,0.8920091887325998,0.9998513804189655,TAG,56323.643615722656,48934.243072509766,49728.78350830078,45297.92349243164,54502.50454711914,28303.062103271484
[TG(41:2)]_FA18:1,-0.2622884566795349,4.757736261812299,0.3924073957850851,0.5310366791344077,0.9998513804189655,TAG,67158.96514892578,63101.10394287109,66034.48468017578,65263.664489746094,83048.00549316406,38625.762786865234
