lipid,logFC,logCPM,LR,PValue,FDR,type,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,Blank_Blank_Blank_Blank_Blank
PE(37:4)|PE(O-38:4)|PE(P-38:3),-1.2483081761131716,6.637228437455476,8.145164947096191,0.004317612774546352,0.2554103149282043,PE,187356.6923828125,170745.751953125,287299.4201660156,257068.2756347656,225689.2738037109,453179.6927490234,169962.09338378906,1174330.5499267578,819680.0809326172,1275601.7264404297,938633.6756591796,77729.96551513672
PE(37:5)|PE(O-38:5)|PE(P-38:4),-1.234467374839075,6.813731198870182,7.972673566348931,0.004748874773998221,0.2554103149282043,PE,192451.1328125,206465.13256835935,349369.08447265625,312933.8641357422,221804.1331787109,527587.2147216797,156812.99047851562,1324034.8073730469,923973.814086914,1485782.682006836,1051896.919555664,86608.38684082031
PG(38:4),-1.2060562002310051,8.499993077254281,7.623799216758925,0.005760300988223012,0.2998143756289623,PG,472952.6716308594,626495.52734375,1221498.3515625,1210485.5112304688,718756.2470703125,1913928.53515625,911355.6240234376,3747540.4135742183,3185407.092773437,4844772.174804688,2409689.69140625,308585.84228515625
PI(38:3),-1.2082266429582615,7.966581310791657,7.6502022973727435,0.005676595535626022,0.2998143756289623,PI,239982.79669189453,277575.43743896484,477160.389251709,1952794.881652832,354022.7213745117,687645.2074584961,284759.6233520508,2249156.5861816406,3529127.825988769,4325737.012512207,1716780.173034668,41249.6227722168
DG(35:3)_C16:0,1.174079929355827,1.3608550550590663,7.5870766083397,0.005878820440926939,0.3011262470297021,DAG,12730.06084060669,10050.380668640137,7517.620529174805,5833.240398406982,6440.780448913574,6642.7604637146,8001.24059677124,3769.820251464844,2629.9801864624023,3535.440231323242,4795.680324554443,23162.98149871826
[TG(54:6)]_FA16:1,-1.1937200163568462,8.38065209655159,7.4744735499443795,0.006257986111559757,0.3155393934688021,TAG,374828.5094299317,545581.2186279297,749778.0291748047,2056706.8399658203,559705.65771484375,1187692.739868164,557356.958190918,3506234.354736328,4074372.939025879,4953412.208129883,2423520.9853515625,41776.86294555664
[TG(62:13)|TG(61:6)]_FA22:5,1.1570090961198187,7.896959198673556,7.37582331354497,0.006610651963529408,0.3212095689778897,TAG,460370.1953735352,2093858.7861328125,273313.73986816406,2366014.321166992,2079199.7133789065,302103.15838623047,430287.6340332031,1737206.712890625,1414935.2547607422,1118189.143798828,462481.6513671875,72452.70501708984
LPC(24:0),1.1563669923121724,9.453642452444859,7.367805219199141,0.006640192970335513,0.3212095689778897,PC,4282644.6162109375,4639725.8984375,3956416.30859375,3962921.3837890634,2845112.828125,4080159.490722656,4785997.157958984,874238.49658203125,714250.7322998047,646901.8220214844,801756.3564453125,98562.5264892578
LPC(24:1),1.155746100431256,9.453454819589448,7.360006462796235,0.006669055197247788,0.3212095689778897,PC,4327642.6865234375,4603751.143066406,3950509.622070313,3981253.432617188,2812758.185546875,3992355.751464844,4869692.069824219,864104.75439453125,719430.9533691406,650588.9255371094,795828.7060546875,98224.22705078124
DG(39:6)_C18:0,1.1533002843188038,2.2718736321413275,7.32556722542472,0.00679805063557207,0.3226074911910451,DAG,29284.34208297729,7143.780544281006,2590.360195159912,2666.5001945495605,2590.420192718506,2590.060199737549,2588.020191192627,22289.001586914062,7627.660514831543,2871.6001930236816,2604.9401779174805,69420.62530517578
[TG(64:14)|TG(63:7)|TG(62:0)]_FA22:5,1.137336293355729,6.086852925205326,7.130429664498477,0.007578656477154479,0.3544394848083696,TAG,130351.72897338869,679034.864074707,112478.12756347656,603617.1785888672,472079.83627319336,127817.38928222656,159688.69229125977,434030.651184082,342889.0230102539,319237.76498413086,134268.7497253418,29459.982055664062
PE(O-38:9)|PE(36:2)|PE(O-37:2)|PE(P-37:1),-1.1532931696246798,8.0779083648936,6.994439789639728,0.008176329402204432,0.37692878544162434,PE,437603.009765625,355117.2624511719,1042705.8764648438,947235.2763671876,555975.2386474609,1519009.6954345703,415111.6311035156,3156809.575439453,2014050.4893798828,3838387.18359375,2125605.3713378906,89604.54736328125
PS(38:4),-1.145161636392068,8.166616381518898,6.899624480603961,0.008621385669404857,0.3918480500728095,PS,468513.8940429688,359170.82429885864,1221988.5439453125,924544.6875,458341.853515625,1525387.125,736953.7548828125,3127795.7885742188,2746537.828125,3207412.681152344,1902019.7890625,249139.5764160156
PC(22:0),1.1141897596048604,9.094328399043206,6.84690288148704,0.008879507017678121,0.3979745714728791,PC,3380154.7939453125,3545898.803222656,3060141.030273437,3003446.936523437,2138261.5673828125,3280426.8627929688,3756876.123046875,672325.24755859375,564488.13671875,548612.9410400391,624878.14599609375,98047.44714355467
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:6,1.1065697341788938,7.955841098733049,6.754725145663542,0.009349974800369294,0.41332011891495496,TAG,504334.2941894531,2144943.286010742,293471.1612548828,2360231.7893066406,2157497.986694336,335519.5446777344,450336.0925292969,1883089.5119628904,1521949.8424072266,1139254.7166748047,481705.76989746094,78801.34576416016
PG(40:7)|PG(39:0)|PG(O-40:0),-1.1288447643947244,7.894768344707651,6.711128399307199,0.0095813077250816725,0.41782270309241293,PG,319379.8837890625,459168.2353515625,743983.3693847656,760242.77490234375,631219.142578125,1006350.4282226562,592481.10546875,2353683.249023437,2146706.009765625,3009253.71484375,2008135.1416015625,213398.37524414065
[TG(57:10)|TG(56:3)]_FA18:0,-1.1176179775976587,9.509626430450666,6.582829834913042,0.010296706931711233,0.42599324703374547,TAG,252815.4339599609,397273.4122314453,474341.0657348633,9031466.37548828,799949.4644775391,746420.4553833008,327259.2608642578,2812167.376220703,15283537.65197754,16527461.751342772,2312920.196533203,43386.563079833984
[TG(64:15)|TG(63:8)|TG(62:1)]_FA22:6,1.0928229233112912,6.166141062501069,6.589897448757258,0.01025590791995907,0.42599324703374547,TAG,151221.3498687744,702756.8090515137,123006.72747802734,604683.9233703613,494087.6181945801,141955.50939941406,169534.83186340332,478709.11346435547,363878.8465270996,326235.1024169922,150303.97109985352,34112.42204284668
DG(O-38:9)|DG(36:2)_C16:0,-1.1198797687264561,6.226884100111029,6.608512968192372,0.010149237905134927,0.42599324703374547,DAG,81095.82608032227,45281.683197021484,292209.64082336426,369443.0045776367,186592.53204345703,432864.654296875,500072.1715698242,613656.5301208496,658732.157409668,194320.2324409485,782037.4934082031,49106.84371948242
FA(12:4),1.0980791654033906,6.261964920996296,6.652620698212555,0.009901009082332095,0.42599324703374547,FA,507544.63818359375,107308.6082763672,108139.84826660156,566732.8190917969,119605.64819335938,220563.0751953125,258926.71899414065,66490.96490478516,67963.50476074219,280973.8210449219,83617.70568847656,629513.70263671875
PS(P-42:0),-1.113531005177713,5.8826379445766035,6.536291434386158,0.010569546352011714,0.4317458997207823,PS,120477.08862304688,81107.04566955566,171418.51245117188,152691.53125,181967.3726806641,199803.51440429688,141064.63024902344,627574.3811035156,743335.29052734375,480763.5504150391,489014.1365966797,80502.065673828125
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,-1.1106216584620372,5.814794866798316,6.503034993279471,0.010769051115369228,0.4343965993662062,DAG,176672.25147628784,2895.500202178955,2912.800201416016,2883.700210571289,15485.861095428469,191799.69039154053,188956.83322525024,148418.06885528564,159432.28983306885,48129.08336639404,2938.3401985168457,842503.0589599609
[TG(58:13)|TG(57:6)]_FA22:5,1.0810949237590346,8.472615272575469,6.450923157011857,0.011089470673315376,0.4396004018183331,TAG,585397.839050293,1784769.2811889648,318252.34259033203,4409908.527130127,4321198.254821777,288470.1831665039,353139.2077026367,2868490.0872192383,2614160.3379821777,1996384.7830810547,695498.2810668945,51019.72317504883
PS(O-40:0),-1.104827213744117,7.642056695293305,6.437988083445816,0.011170509125845465,0.4396004018183331,PS,342597.8840332031,245837.03787612915,776690.5725097656,614503.84326171875,480824.5961914063,904416.8623046876,536213.2548828125,2067754.10546875,1880348.5009765625,2136192.970703125,1665862.2509765625,176324.27221679688
[TG(55:10)|TG(54:3)]_FA16:0,-1.0888664534954773,8.19563103417338,6.259349108440805,0.012353958446527943,0.48031595068609245,TAG,231882.87786865237,327686.0003051758,466596.3739624024,2782964.95690918,400316.26654052734,741023.1751098633,282547.80059814453,2260332.503845215,4484866.114135742,5420689.851928711,1579865.1237792969,34598.14236450195
