lipid,logFC,logCPM,LR,PValue,FDR,type,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,Blank_Blank_Blank_Blank_Blank
[TG(59:13)|TG(58:6)]_FA18:0,-0.8143720732073998,7.8057274825022684,3.5551583404703706,0.05936064434816922,0.9336975037527939,TAG,309984.6843261719,393615.2080078125,611713.5208740234,1647427.2534179688,464882.5555419922,611588.1683349609,335536.3029785156,2165228.6796875,2777967.5009765625,3106570.2387695312,1300257.9887695312,95682.386962890625
[TG(59:13)|TG(58:6)]_FA20:4,-0.8410090523533564,9.184539935190745,3.7863306546748987,0.0516728089129915,0.9336975037527939,TAG,285330.35986328125,312683.59924316406,314113.18493652344,8234190.794067383,881652.4300537109,506349.1950683594,232144.81494140625,1615419.028930664,12257511.724853516,12506287.833984377,1527290.793395996,51030.26315307617
[TG(60:11)|TG(59:4)]_FA22:5,-0.810950248099621,7.386408914331359,3.525955392389732,0.06041499672345651,0.9336975037527939,TAG,293571.6202392578,442773.41662597656,613467.6634521484,572974.5184936523,473887.91119384766,557559.8624267578,481469.69818115234,1847779.690979004,2120322.901123047,1530168.8942260742,835772.0821533203,80920.16526794434
[TG(60:12)|TG(59:5)]_FA22:6,-0.8337975902389005,7.549775155191693,3.7230564890815003,0.053666048514471446,0.9336975037527939,TAG,351155.5463256836,482750.3552856445,661907.6256713867,606627.4817199707,553286.1589355469,665326.2079467773,504591.4323730469,2124002.216796875,2388499.144744873,1654464.7843017578,976849.1293640136,84368.56564331055
[TG(61:14)|TG(60:7)|TG(59:0)]_FA20:4,-0.7813120034474128,5.5702804540926785,3.2777997135999613,0.0702230141608589,0.9336975037527939,TAG,63408.524963378906,60902.64392089844,78346.06573486328,423721.5144958496,129073.08996582033,88712.066650390625,71184.16491699219,176141.29376220703,691168.8150634766,943658.0264282228,204554.6937866211,39428.54293823242
[TG(62:12)|TG(61:5)]_FA20:4,0.8293571277763688,5.743399601971938,3.8124690743547944,0.050872407118964284,0.9336975037527939,TAG,150420.19079589844,354880.8842773437,100229.64724731444,494232.51626586914,372690.5848693848,104284.1275024414,105302.66680908205,388242.52545166016,326968.9045410156,295146.06018066406,171369.5321044922,30850.342376708984
DG(28:1)_C18:0,-0.7779748629265734,6.004082343867226,3.2504056699935973,0.07140578290406294,0.9336975037527939,DAG,159879.3317680359,164137.6724281311,155429.6699256897,159817.27152633667,165864.5921974182,162204.1916885376,155681.5913887024,522340.6400413513,171602.43201065063,176855.97302246094,1320553.5073242188,197475.57421875
DG(33:4)_C16:1,-0.8092577532137073,4.3731563131123625,3.5113931810087706,0.060948183275180756,0.9336975037527939,DAG,59855.08395385742,36059.30248260498,47979.023624420166,78357.72589111328,46942.54346084595,105148.28700256348,61535.484477996826,89227.6065826416,82473.26577758789,54415.38404464722,411721.4900817871,52294.58386230469
DG(39:5)_C18:0,-0.8206653920740062,0.9209749313255802,3.6064012688087104,0.05755754342218074,0.9336975037527939,DAG,3347.460250854492,4702.0203285217285,2591.220188140869,4517.860317230225,2591.220188140869,2588.920177459717,2588.320205688477,15895.661220550535,9918.700675964355,9429.380687713625,18125.341243743896,14428.081039428713
DG(41:5)_C16:0,-0.7777972105923979,12.586938621286984,3.249006239613486,0.07146677515554388,0.9336975037527939,DAG,12531091.5078125,1071219.3914489746,2721348.077091217,4448624.818847656,4607354.415039063,34900895.81982422,5703457.166259766,5159733.672363281,8545704.48071289,5638756.976161957,5455221.592285156,97858455.88134766
DG(41:5)_C16:1,-0.7799076876552541,11.396569348967128,3.266309653787175,0.07071653507489033,0.9336975037527939,DAG,3141651.279285431,189408.5152168274,419392.0895233154,1520511.1113891602,776167.1905708313,6817486.189682007,1322268.7660636902,1748870.9056396484,2990926.357116699,1505245.5283660889,1950206.5106201167,51109379.771606445
FA(21:1),0.774543175354068,5.591091152032686,3.327148360775027,0.06814492964983566,0.9336975037527939,FA,271751.9537963867,89846.78503417969,143016.97064208984,580717.315246582,170361.55267333984,177853.27151489258,183840.7943725586,111989.59014892578,89220.16796875,470862.3576660156,108322.9867553711,73828.545166015625
LPE(22:4),-0.7887480624439658,5.014595395331347,3.3391939113876106,0.06764774211919809,0.9336975037527939,PE,89798.94647216797,73820.14611816406,106512.84771728516,85605.38595581055,70335.54479980469,136045.50946044922,180902.453125,251891.49841308597,268124.91680908203,252105.77673339844,159483.19329833984,58639.50372314453
PC(32:0)|PC(O-33:0),-0.789206872074415,13.00079284121759,3.343113726199004,0.06748678685811225,0.9336975037527939,PC,15372557.967773438,22343351.661621097,39481386.27783203,31351414.17626953,9493185.2578125,52495409.615234375,20786253.123046875,81210745.35302734,57465502.00878906,84844352.78613281,62442097.81311035,242903.3336181641
PC(32:1)|PC(O-33:1)|PC(P-33:0),-0.786868782504275,12.965702032591533,3.3237252068110603,0.06828693438535025,0.9336975037527939,PC,15045501.889648438,21900852.4375,38609273.13867188,30435006.81591797,9272259.642578123,51398200.54003906,20608324.263916016,79129351.67456055,55961833.15527344,82526737.84082031,60413125.39624024,246056.3389892578
PC(32:2)|PC(O-33:2)|PC(P-33:1),-0.7806321228124674,12.87732820507565,3.272269614852923,0.07046008084306649,0.9336975037527939,PC,14174316.176269531,20632364.10546875,36577072.41821289,28681664.74023437,8616209.030761719,48670104.20751953,19302049.50036621,74335020.02978516,51809338.8515625,78068649.15625,56439835.62219238,256284.6384277344
PC(32:3)|PC(P-33:2),-0.8060893346248138,12.622571378402638,3.484695346657168,0.06193876120512299,0.9336975037527939,PC,11624599.513671877,16922622.252441406,30566792.14892578,23796250.716796875,7117088.7333984375,41904555.84765625,16518171.092285156,62935828.0480957,42274791.74951172,66211182.37988281,46498177.21179199,254985.2386474609
PC(32:4),-0.8434675097614917,11.783613529622638,3.808018107160289,0.051007771487193355,0.9336975037527939,PC,6576170.349121094,9466357.35205078,16715297.188720703,12496178.382080078,3944289.993896485,24826600.25415039,9385829.808166504,35299094.533203125,23121231.81103516,37102267.830566406,25093184.669311523,253017.7388916016
PC(32:5),-0.8490407419567444,10.33084450459674,3.8573830690275797,0.04952752139975934,0.9336975037527939,PC,2700243.7380371094,3437956.0546875,5527528.967285156,4462277.329589844,1676917.4965820312,8913526.909667969,3705914.23034668,12803678.290161133,8514526.58203125,13218720.17163086,8912628.813232422,282708.0399169922
PC(33:0)|PC(O-34:0),-0.8024576510788133,13.071222324224168,3.454004264994209,0.06309872986826101,0.9336975037527939,PC,16092640.575683594,23018909.80273437,41439030.682128906,32808569.013671875,9887293.770019531,54596621.986816406,21993857.66870117,85717354.42529297,61077562.8046875,88868714.50878906,66400970.47814941,219498.7763671875
PC(33:1)|PC(O-34:1)|PC(P-34:0),-0.7949373262467087,13.067748228121143,3.39085928578477,0.06555877498811984,0.9336975037527939,PC,15813237.86669922,23300827.83251953,41727396.990722656,32501340.26953125,9976630.088378906,54777704.87597656,22145184.411987305,84476003.04980469,60602840.875,88585138.83496094,66120642.61511231,237269.09716796875
PC(33:2)|PC(O-34:2)|PC(P-34:1),-0.7880728819031981,13.066970386303902,3.3337034874544242,0.06787388001368241,0.9336975037527939,PC,16056741.291503906,23334738.30859375,41538270.728515625,32622177.557128903,10095580.287109377,54404236.9140625,22198108.754638672,85009778.54248047,60432529.62011719,87867928.24511719,65994543.44885254,248116.97790527344
PC(33:3)|PC(O-34:3)|PC(P-34:2),-0.7823630831573266,13.067376593679372,3.2865127391342845,0.06985123169163099,0.9336975037527939,PC,16275578.797851562,23447603.159179688,41459251.345703125,32676300.19091797,10092992.814453123,54713098.259765625,21782468.57763672,85212835.2836914,60583098.5703125,87733689.64355469,65530095.423828125,267630.37939453125
PC(33:4)|PC(O-34:4)|PC(O-34:4)|PC(P-34:3),-0.7926503606502718,13.066155397154427,3.3717660504647187,0.06632262355110105,0.9336975037527939,PC,16030121.941894531,23269547.799316406,41301827.72973633,32716100.26220703,10015534.108398438,54847123.330078125,22311449.60620117,84709956.4975586,60420030.427734375,87399653.208984375,66016864.357543945,267641.29919433594
PC(33:5)|PC(P-34:4),-0.7913739453720888,13.046693178637664,3.361131831847688,0.06675217529416425,0.9336975037527939,PC,16083049.376953123,22585480.99560547,40801959.64819336,32459712.525390625,9866488.0400390625,53921568.88720703,22045559.49584961,83635323.96118164,59629927.5078125,86735804.658203125,64704946.017456055,260203.41662597656
PC(34:0)|PC(O-35:0),-0.7831661437787736,13.470827000962595,3.293130678438379,0.0695702543296306,0.9336975037527939,PC,22995776.134765625,34675260.509277344,51095175.98046875,40740684.97998047,13069693.421875,67938286.88769531,31993122.67529297,107737694.35595705,84266003.658203125,114558189.515625,90296951.00512695,324222.78381347656
PC(34:1)|PC(O-35:1)|PC(P-35:0),-0.7818592421620258,13.449679507727318,3.282363913772171,0.0700279974296229,0.9336975037527939,PC,22765773.354492188,34305708.13671875,50184650.33886719,40173482.240234375,12846710.287109377,66487582.02050781,31288649.06982422,106700467.02246094,83077800.818359375,112756566.14941406,89510388.50830078,313882.4805908203
PC(34:2)|PC(O-35:2)|PC(P-35:1),-0.7799762054578094,13.44465423945884,3.2668801455621486,0.07069194387350487,0.9336975037527939,PC,22844910.205078125,34300785.622558594,49814452.564941406,40102461.52783203,12752415.347167969,66230363.30078125,31231024.294311523,106537684.3022461,82278184.916015625,113112930.73730467,88515084.91638184,326319.50732421875
PC(34:6),-0.7859324008577975,13.098656473985516,3.31597531247347,0.06860959858682028,0.9336975037527939,PC,16309071.685058594,23987464.89111328,42582668.64086914,33381991.8046875,10247683.719726562,55531333.46728516,22781193.84387207,86825127.39990234,61980806.20117188,89294779.3046875,67573247.51721191,248373.1767578125
PC(35:2)|PC(O-36:2)|PC(P-36:1),-0.7856462535848024,13.496569514995691,3.3136087652461192,0.06870845371418803,0.9336975037527939,PC,23949204.13671875,35210668.450683594,51911005.93408203,40719222.571777344,13261324.985351562,68573008.59375,32938161.99682617,109971140.47705078,85599832.82324219,116562854.75195312,92480432.0107422,317816.1457519531
PC(35:3)|PC(O-36:3)|PC(P-36:2),-0.7912651441260725,13.493694681487002,3.360226145508766,0.06678889610009124,0.9336975037527939,PC,23306042.40673828,35226971.73730469,51487626.1171875,41237073.47021485,13270770.599121094,68627007.59326172,32793931.150878903,109734763.27441406,86114893.90722656,115801043.44335938,92569077.59741212,351350.7839355469
PC(35:4)|PC(O-36:4)|PC(P-36:3),-0.788049433563574,13.502031228410754,3.3335090684369444,0.06788190248645522,0.9336975037527939,PC,23690991.60791016,35184721.42675781,51974747.40527344,41502779.81347656,13375784.336914062,69213117.541015625,32943426.06835937,109680573.25683594,86267049.9140625,116960600.09570312,93111108.31030272,346831.9011230469
PC(35:5)|PC(O-36:5)|PC(P-36:4),-0.7841128183030671,13.49583195164886,3.30094019418691,0.06924024156794693,0.9336975037527939,PC,23792083.39453125,35275096.62792969,51567766.59814453,41295759.57275391,13322844.021484377,68953565.37890625,32306201.54638672,110289945.8232422,86071246.513671875,116216231.01171876,91966096.03271484,334744.42236328125
PC(35:6)|PC(P-36:5),-0.7839794650748568,13.483696079917866,3.299839575177181,0.06928664968036938,0.9336975037527939,PC,23551989.974121097,34917423.103515625,51289500.40014648,40856546.005859375,13279281.676269531,68231320.79736328,32065843.77050781,109237810.39208984,85296145.74316406,115067699.78515624,91740598.33374023,315437.60485839844
PC(36:3)|PC(P-37:2),-0.809043589994025,13.260856378104041,3.5097563724186402,0.061008426365559545,0.9336975037527939,PC,19948426.15722656,30403469.84472656,43541314.71191406,33551605.868164062,10803389.322265623,57807010.43457031,27354591.30493164,94448471.7084961,73286331.34277344,103869403.29101562,76319681.32714844,400943.2009277344
PC(36:8)|PC(35:1)|PC(O-36:1)|PC(P-36:0),-0.7805262534377919,13.564244861054869,3.271399475978945,0.07049746031249161,0.9336975037527939,PC,25214962.185546875,37172880.36230469,53792492.30029297,43320080.41357422,14027925.665527344,71306687.04296875,34810372.30761719,114907454.16357422,90434907.533203125,121198279.85351562,97078960.12475586,332072.9392089844
PC(37:3)|PC(O-38:3)|PC(P-38:2),-0.8437756568766174,12.734301974953494,3.810740009624687,0.05092494687035971,0.9336975037527939,PC,13909809.400634766,21368247.330078125,29631673.68530273,21813312.282714844,7187726.5830078125,40755526.30078125,19619639.05078125,65290294.81762695,49379476.56738281,77525153.96484375,50104892.06982422,386180.650390625
PC(37:4)|PC(O-38:4)|PC(P-38:3),-0.8470724884305191,12.591604916153,3.839916201246699,0.05004602244671063,0.9336975037527939,PC,12618398.354492188,19193469.85791016,27028554.279296875,19447098.501953125,6566622.15625,37629737.37792969,17624755.93017578,59434018.46875,44230332.59082031,70686380.41699219,44430167.02661133,404687.3852539063
PC(37:5)|PC(O-38:5)|PC(P-38:4),-0.8495336964809336,12.567844516207545,3.8617656421037134,0.04939831805608681,0.9336975037527939,PC,12348601.596191406,18749251.918945312,26510368.64453125,19563371.71166992,6305232.642089844,37153301.95214844,17498863.310791016,58162328.9519043,43377886.27441406,69889009.33203125,43503641.1796875,389331.6237792969
PC(37:6)|PC(O-38:6)|PC(P-38:5),-0.8631446532708765,12.554493267396838,3.983649802689402,0.04594390890692325,0.9336975037527939,PC,12163304.14111328,18468165.8984375,26075250.6953125,19195843.890625,6286544.3662109375,37186486.50341797,17027573.830078125,57887460.97998047,42998556.55859375,69588333.70800781,43397204.53198242,364113.2419433594
PC(37:7)|PC(P-38:6)|PC(36:0)|PC(O-37:0),-0.8541220022058998,12.542582904314179,3.902654175600846,0.04820988728467147,0.9336975037527939,PC,12090503.279296877,18417599.75,25966593.587646484,19105171.076171875,6287547.725830078,37168714.43457031,16274940.46899414,57694103.01074219,42388853.68847656,69135753.876953125,42951338.84301758,360695.64685058594
PC(38:3),-0.791221346463977,12.813538737900522,3.359861523882425,0.0668036856777109,0.9336975037527939,PC,15010433.166748049,23405000.263671875,31709398.369873047,24049579.99023437,7663409.025878906,42683086.497558594,19748678.841430664,68537991.671875,52031187.02734375,81665238.779296875,52174863.39892578,274159.2764892578
PC(38:4),-0.7863051464349864,12.944136020943155,3.319059270149185,0.06848100413499121,0.9336975037527939,PC,16433462.68359375,25436931.28222656,34843503.27392578,26438664.626464844,8630014.491699219,45620431.033691406,21842816.498291016,74808010.4477539,57521127.70605469,88661031.13574219,58132416.97290039,399302.21240234375
PC(38:5),-0.819273568218456,12.95839633640189,3.597193075139881,0.05787721590290404,0.9336975037527939,PC,16657588.004394531,25354166.560058597,34442277.64892578,25906024.517089844,8660636.6318359375,45726950.3671875,21536672.426513672,77084738.94433594,59068572.93359375,90224461.65722656,59803377.13647461,414168.7924804688
PC(38:6),-0.800507748585977,13.174779990464884,3.4375787896994465,0.06372902162325178,0.9336975037527939,PC,19816999.54785156,30667191.55175781,39226023.115234375,30100008.734375,10141598.166503906,52015379.11279297,25781943.921142574,87956084.16699219,70208728.94921875,100965702.859375,71677966.4165039,410916.4072265625
PC(38:7)|PC(37:0)|PC(O-38:0),-0.8088530106871076,13.150255801918936,3.508137111834846,0.06106808596589638,0.9336975037527939,PC,19305668.21972656,29847555.56103516,38543308.53417969,29882895.681152344,9793649.497558594,51443576.57714844,25695097.987548828,86649908.05078125,68983351.30078125,98714077.2265625,70612008.86791992,395878.490234375
PC(38:8)|PC(37:1)|PC(O-38:1)|PC(P-38:0),-0.813750989480035,13.045186328174825,3.549864683935388,0.05955030630785958,0.9336975037527939,PC,17713914.345703125,27847206.255371097,35917167.00878906,27531776.0703125,9098006.067871094,48313917.314453125,23657525.455078125,80236582.16308594,63613187.84472656,93320984.91503906,65186101.22277832,387948.4470214844
PC(38:9)|PC(37:2)|PC(O-38:2)|PC(P-38:1),-0.8181116526784719,12.870483533519801,3.587210873004679,0.05822589034210302,0.9336975037527939,PC,15749312.06640625,24138755.119628903,32387533.985839844,24106615.67529297,7982334.572753906,43795471.53515625,20713544.681396484,71615263.7836914,55060677.69140625,84219367.603515625,56305024.48388672,382420.6647949219
PC(39:4)|PC(O-40:4)|PC(P-40:3),-0.86080316277747,12.301223972404177,3.9625552185540656,0.046523032568272546,0.9336975037527939,PC,10577112.146484377,16836616.70361328,20507621.762939453,15581086.75390625,5251821.063232422,30006457.92626953,14358280.33227539,48081059.21606445,37411549.48486328,58460901.361328125,37290361.302734375,190151.3702392578
PC(39:5)|PC(O-40:5)|PC(P-40:4),-0.8662211780398118,12.25058891961561,4.01144620125321,0.04519237058028278,0.9336975037527939,PC,10041606.544189451,16138365.8203125,20073175.463989258,14962763.4609375,4988718.287597656,29178330.126953125,14104819.662475586,46160375.01196289,35702760.68603516,56731937.40722656,35955929.69799805,199861.11083984372
PC(39:6)|PC(O-40:6)|PC(P-40:5),-0.8595256990166256,12.237839485313678,3.951068718553289,0.04684161020587257,0.9336975037527939,PC,10061340.31982422,16077334.668457031,19786550.17553711,14976129.083496094,4941896.340576172,29184249.843017574,13607695.226928713,45855884.052734375,35369541.15283203,56386620.09423828,35328342.18078613,187979.2957763672
PC(39:7)|PC(P-40:6)|PC(38:0)|PC(O-39:0),-0.8609292102727565,12.247529722168892,3.9636894377832483,0.04649169918698089,0.9336975037527939,PC,10222393.74975586,16153828.13671875,19873081.296020508,15014931.30883789,4947201.861572266,29110273.62475586,13764968.206298828,46402070.48120117,35807075.67626953,56695356.46386719,35559716.90917969,188171.55212402344
PC(39:8)|PC(O-40:8)|PC(38:1)|PC(O-39:1)|PC(P-39:0),-0.7858408309510904,12.297975221572814,3.3152178136796833,0.06864122416908536,0.9336975037527939,PC,10940396.25048828,17063928.228271484,21652552.43188477,16388401.61767578,5037675.7353515625,30705261.619628903,14472720.869018557,46606465.66455078,35824737.10986328,56852328.86376953,35975427.736083984,183708.5941162109
PC(40:10)|PC(39:3)|PC(O-40:3)|PC(P-40:2),-0.8570683463877898,12.406103036495958,3.929017215924536,0.0474596722263574,0.9336975037527939,PC,11170318.625,18287525.106933597,22203703.174316406,16767166.92236328,5672491.004638672,31939817.127929688,14904479.24194336,51988586.05371094,40456507.06054688,63228501.76855469,40536948.69421387,177901.65368652344
PC(40:6),-0.8478019736031621,11.977247087245743,3.8463860068054565,0.0498533018054863,0.9336975037527939,PC,8553467.90991211,13601493.298828123,16546321.64074707,12398318.701416016,4093095.678955078,24508736.903320312,11317805.401611328,38308192.982666016,29110199.28491211,47880374.90234375,28503711.41638184,140607.8096923828
PC(40:7)|PC(39:0)|PC(O-40:0),-0.8591161139772784,12.229594236314103,3.947389198991531,0.04694414728861296,0.9336975037527939,PC,9993746.438232422,16114372.84350586,19674463.66052246,14817231.287841797,4853850.594482422,28631923.142089844,13111136.497375488,45953047.41381836,35380443.009765625,56871993.31152344,35175670.72302246,153546.9096069336
PC(40:8)|PC(39:1)|PC(O-40:1)|PC(P-40:0),-0.867917933452573,12.49819080208016,4.0268153151293715,0.04478240115408712,0.9336975037527939,PC,11617524.790283203,19418068.06835937,23857100.10791016,17814534.23095703,5895134.9443359375,33795249.048828125,15692788.444335938,55573889.658691406,43460479.87792969,68128601.345703125,43475195.77526856,167319.9132080078
PC(40:9)|PC(39:2)|PC(O-40:2)|PC(P-40:1),-0.8618497897120687,12.466659206555201,3.9719778412443123,0.046263401968088,0.9336975037527939,PC,11460405.176269531,19118068.334960938,23349489.516845703,17330274.12841797,5821747.471435547,33172982.61523437,15398679.237670898,54432421.53491211,42092208.63769531,66101143.77734375,42819333.54272461,163255.57202148438
PC(52:0),0.7700520100718947,5.992495871966797,3.2888322256148967,0.06975261539819677,0.9336975037527939,PC,345770.8854370117,342918.7615432739,378926.8731155396,405695.7910842896,140352.4119720459,436470.9277038574,356989.02729034424,175259.97053909302,113349.32695007324,191861.85662460327,120736.48807907104,12010.640815734863
PC(54:12),0.8169030641952252,6.159361269551264,3.6993760460900376,0.05443281979886174,0.9336975037527939,PC,395705.70721817017,392844.948059082,426106.0516357422,464072.79957580566,158335.53100585938,495671.6936798096,391677.466632843,183952.192150116,122814.02880096436,209105.9339065552,127627.21043014526,12016.36081314087
PC(O-38:8)|PC(36:1)|PC(O-37:1)|PC(P-37:0),-0.8629475017644608,12.528962360356154,3.98187162724214,0.04599243184518897,0.9336975037527939,PC,11972773.529052734,18099449.1484375,25603010.66210937,19000803.30126953,6103881.873046875,36560973.71533203,16382911.966186523,57091870.467041016,42135137.71142578,69085775.19824219,42431055.1328125,349393.5646972656
PC(O-38:9)|PC(36:2)|PC(O-37:2)|PC(P-37:1),-0.8613735537103927,12.621685484578812,3.967689095674051,0.046381384024110565,0.9336975037527939,PC,12704603.374023438,18951630.955078125,27643583.330322266,20340934.78222656,6680363.738037109,38545811.93359375,17388303.219482422,61277526.958984375,45157268.73828125,72604588.390625,46341204.01123047,361993.471069336
PC(O-40:9)|PC(38:2)|PC(P-39:1),-0.7892026167839606,12.347599241870263,3.3430783200563248,0.0674882388700198,0.9336975037527939,PC,11241855.574951172,17458073.350585938,22613456.12915039,16869385.237304688,5302940.673828125,31519362.83544922,14776517.39038086,48663430.62817383,37162177.57470703,59414972.47558594,37113178.16894531,198303.01635742188
PE(35:4)|PE(O-36:4)|PE(P-36:3),-0.8512245545957907,5.515253141203553,3.8767235373006765,0.048960016098058924,0.9336975037527939,PE,106871.6275024414,98873.027099609375,149004.87042236328,126344.72998046876,128434.90893554688,200037.8936767578,92431.7670288086,456703.2341308594,339210.2635498047,471800.89453125,405963.3666992188,63723.944396972656
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),-0.8386473113773069,6.516682980866867,3.765522583208848,0.0523195068638194,0.9336975037527939,PE,201167.93627929688,194382.7547607422,312513.3615722656,270405.90100097656,265673.376953125,388362.3715820313,151414.5908203125,890553.5036621094,653709.3923339844,1110027.1364746094,807264.55517578125,113886.7882080078
PE(44:2),0.8239975148670012,6.024173358174876,3.7635912679920693,0.052379963387814296,0.9336975037527939,PE,384771.8673400879,365809.242603302,299767.3603591919,318809.564994812,229484.3758468628,391490.3069915772,430592.34937667847,103306.04679870604,109395.32789230348,109883.48780441284,138539.5896949768,71119.14533233643
PG(16:0)|LPG(17:0)|LPG(O-18:0),0.8461777672150373,5.378686574093662,3.9678252123303537,0.04637763462840464,0.9336975037527939,PG,262679.36181640625,159108.67184829712,251638.29901885983,235136.2182159424,137343.24815750122,295395.1813964844,294067.0400390625,18692.180980682373,4005.600296020508,4044.0602111816406,161909.91320037842,39920.40306472778
PG(37:7)|PG(P-38:6)|PG(36:0)|PG(O-37:0),-0.8329511610424996,7.594914582801744,3.715664429255412,0.05390416692557532,0.9336975037527939,PG,323741.1843261719,357140.92626953125,758590.31298828125,652561.0280761719,594822.04248046875,900053.36669921875,508347.8779296875,1735766.8669433594,1515798.1831054688,2351861.806640625,1245078.635986328,235316.97680664065
PG(38:3),-0.8622110049314652,7.001614981119785,3.9752014027280893,0.04617493104186935,0.9336975037527939,PG,201320.83471679688,294446.4389648437,473853.2946777344,466795.7741699219,316949.7614746094,626814.8469238281,355517.80517578125,1160555.763671875,974521.62060546875,1551210.2470703125,848947.3273925781,139828.390625
PG(38:6),-0.8351183990043439,7.468946976944239,3.7346039819385624,0.053296299247481235,0.9336975037527939,PG,296957.22033691406,375741.42822265625,701470.6708984375,643824.02490234375,428938.1091308594,470323.5314941406,347944.9440917969,2513507.7810058594,1492893.2250976562,2282998.4140625,754773.4328613281,200211.01293945312
PG(39:8)|PG(38:1)|PG(O-39:1)|PG(P-39:0),-0.8139108225961015,7.042145961858297,3.5512038332344678,0.05950226625164881,0.9336975037527939,PG,224380.2561035156,234718.95727539065,510323.5356445313,466032.8527832031,422925.4096679688,588480.4453125,343863.4228515625,1068608.5559082031,1135836.05859375,1609778.2080078125,876032.8974609375,158012.4305419922
PG(42:10)|PG(41:3)|PG(P-42:2),-0.7785310828788479,5.725140456379614,3.2549580732556933,0.071207758241938,0.9336975037527939,PG,110948.58801269533,148011.2110595703,142172.86987304688,165450.35083007812,159961.611328125,198495.57470703125,145630.47033691406,417229.2692871094,442184.5495605469,521855.31884765625,470452.8107910156,85818.826171875
PG(42:8)|PG(41:1)|PG(O-42:1)|PG(P-42:0),-0.8385806087700912,5.939353348335534,3.7649164592312445,0.05233847258457344,0.9336975037527939,PG,122899.80841064452,133367.26916503906,176911.5340576172,203623.4949951172,208784.5137939453,219737.97583007807,173292.6317138672,532520.0360107422,637782.70703125,574529.6834716797,478756.17724609375,81420.12548828125
PG(42:9)|PG(41:2)|PG(O-42:2)|PG(P-42:1),-0.7827622557513831,6.321319921955924,3.28976015414446,0.06971320493698266,0.9336975037527939,PG,172353.97204589844,202017.4345703125,229996.59619140625,263731.3603515625,248142.65771484372,335497.4428710937,233561.3767089844,570457.1237792969,815952.2395019531,779988.7951660156,597323.3623046875,108164.8272705078
PG(43:2),-0.8140255837229653,5.766247047463067,3.5521460025938727,0.059468491976585235,0.9336975037527939,PG,100179.16738891602,124206.88806152344,131645.16969299316,231044.63679504397,173544.19287109375,195781.57360839844,130561.27044677734,421599.0285949707,516124.19384765625,608736.5625,433215.875793457,85783.62609863281
PG(43:4),-0.8194259219031688,5.878499248629548,3.59843716760588,0.05783391592348039,0.9336975037527939,PG,113976.52783203124,135311.7699584961,135978.0496520996,173261.87280273438,200579.97387695312,215260.33569335935,149160.2510986328,429256.533569336,485995.9135742188,538562.4165649414,505467.8364868164,165594.8305053711
PG(O-37:2)|PG(P-37:1),-0.8375904184802955,8.933383433537005,3.7562776090763053,0.05260957596053297,0.9336975037527939,PG,597365.49951171875,1346118.5849609375,1788030.5200195312,1893586.8212890625,1246270.54296875,2693606.9560546875,1563375.8837890625,4085613.177734375,3777294.091796875,5305612.6142578125,3400049.061523437,414833.3088378906
PI(38:6),-0.7848949083594966,6.82106653020239,3.307371745380806,0.0689697164928891,0.9336975037527939,PI,178111.1317138672,199420.99353027344,335252.26330566406,709790.0509643555,296739.1187133789,326811.224609375,201875.87255859372,1090770.1322631836,1377491.904724121,1419427.1369018557,656579.6227416992,71451.1050415039
PS(38:3),-0.8257825461886179,6.655231032903749,3.6533187332768193,0.055957604918369604,0.9336975037527939,PS,195407.35473632807,158199.79107284546,448860.5301513672,354347.7053222656,235307.13647460935,509162.7336425781,267082.8388671875,977157.19873046875,811801.3193359375,1043178.9748535156,657484.32421875,118308.02746582033
PS(38:6),-0.8673920082359521,7.116969197183619,4.022020335352863,0.0449098847371972,0.9336975037527939,PS,269816.9975585937,150111.51050949097,651509.42724609375,521870.49865722656,318364.9610595703,398876.5888671875,306101.90234375,2091045.5903320312,1220762.1821289062,1550491.1457519531,613861.19873046875,138382.17016601562
PS(40:2),-0.8741615206483085,6.215469987563792,4.083553146406302,0.043302509783062194,0.9336975037527939,PS,158923.13244628906,114304.46758651732,216756.5157470703,268214.5196533203,278231.05859375,238434.91735839844,190932.57373046875,699449.4991455078,653842.3693847656,742776.4793701172,757278.3504638672,76940.1058959961
PS(40:3),-0.8354394633755459,6.13867149547896,3.73738053849911,0.05320779721261927,0.9336975037527939,PS,155635.37243652344,117835.5085029602,255964.43725585935,222057.79541015625,202876.33569335935,326623.5227050781,183358.83251953125,638305.0061035156,609557.28564453125,637678.0080566406,553631.8995361328,106033.748046875
PS(43:4),-0.8351650102422147,5.538556726748801,3.7349489556354456,0.05328529482293684,0.9336975037527939,PS,102543.02813720705,89021.90642166138,122587.12786865234,139013.2098388672,165486.17150878906,176440.33178710938,125799.98974609376,378725.0714111328,428443.5109863281,368281.5457763672,424025.9516906738,96251.30682373048
