Lipid,Class,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PEo (18:1),PE,158602.2300415039,122476.92971801758,66611.02384567261,274937.6385192871,121009.78741455078,143689.90783691406,126090.60876464844,89539.92742919922,2986.280235290528,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (20:0),PE,40041.042572021484,40742.703048706055,38724.642822265625,1850.440143585205,36070.58264160156,37974.64291381836,33909.082748413086,36208.162353515625,50394.444076538086,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (28:0),PE,63986.66418457031,63499.80505371094,58432.163330078125,48085.54341125488,41661.06266784668,59384.1044921875,59947.50506591797,53012.38439941406,64770.42544555664,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (30:0),PE,626733.8186645508,455000.4356689453,576084.8134155273,1273750.7508239746,485816.0946044922,489825.76431274414,607526.670501709,277419.37954711914,42619.00257873535,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (32:1),PE,75853.8853149414,74267.86499023438,70745.60565185547,68659.60461425781,59904.74444580078,69745.10552978516,69501.40545654297,66611.84454345703,74534.8853149414,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (32:5),PE,53400.50442504883,60795.96453857422,46805.18371582031,42115.44345092773,45443.84313964844,48942.24349975586,47289.7834777832,44685.58303833008,42055.64291381836,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (34:0),PE,65457.22470092773,69974.40460205078,61835.984802246094,56280.56362915039,49094.22314453125,58837.88394165039,59794.783752441406,58835.3835144043,61414.24447631836,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (34:1),PE,73200.68493652344,80553.64520263672,106589.8076171875,65107.44403076172,60272.403717041016,69691.9644165039,78173.4248046875,62287.56393432617,89238.78762817383,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (34:2),PE,108891.08917236328,107043.6278076172,133152.11010742188,101592.7670288086,92836.44555664062,100358.84600830078,112603.0889892578,75709.00469970703,64707.64520263672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (34:3),PE,57484.90466308594,67618.66436767578,47562.083251953125,43781.14343261719,62328.14392089844,53741.103759765625,50033.38357543945,44003.56335449219,51130.02337646485,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (34:4),PE,58479.184814453125,55940.00427246094,51588.544006347656,42871.7428894043,45886.32293701172,53788.363830566406,51407.92370605469,50269.283111572266,54821.24423217773,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (36:0),PE,54289.54406738281,52963.563720703125,45341.52301025391,45229.48300170898,41163.12274169922,54260.34365844727,50479.32360839844,45195.02310180664,47888.66329956055,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (36:1),PE,76431.76574707031,93994.16650390624,105679.7280883789,76137.96612548828,66060.06414794922,71095.06549072266,83505.84606933594,77814.52600097656,46045.10409545898,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (36:2),PE,100296.9267578125,112921.82720947266,173537.15338134766,95388.74813842772,91405.28717041016,89990.64569091797,119662.0675048828,79316.70516967773,60238.78433227539,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (36:3),PE,100696.9871826172,105139.56744384766,193511.09552001956,102788.56784057616,73165.22476196289,92813.78649902344,134241.3094482422,77434.42501831055,54553.723693847656,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (36:4),PE,81378.62673950195,72804.32510375977,106236.46823120116,58444.88400268555,56807.60443115234,75299.44439697266,77296.0248413086,57665.16436767578,58951.66506958008,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (36:5),PE,63926.264709472656,59815.3844909668,75385.80444335938,50145.38333129883,44420.403259277344,57749.58419799805,56975.46438598633,52657.30404663086,52111.863830566406,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (38:0),PE,383186.3036499024,295294.8049926758,341314.2416381836,494076.2807006836,252335.26147460935,299715.5195922852,338284.18463134766,196594.5511474609,98827.6455078125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (38:1),PE,85975.98712158203,95049.90692138672,86823.70587158203,77584.14562988281,79237.06536865234,80095.40545654297,82706.02575683594,80843.02569580078,64799.56494140625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (38:2),PE,92128.80651855467,90515.62713623048,127150.20770263672,92239.80603027344,71845.06579589844,86306.96551513672,102332.26788330078,78835.7857055664,62723.40478515625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (38:3),PE,76704.62469482422,80887.96551513672,136916.41033935547,76127.92590332031,64373.92431640625,84834.74645996094,92710.3471069336,63081.64385986328,53738.78381347656,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (38:4),PE,124398.29125976562,117253.56768798828,182581.85223388672,100827.88739013672,83645.90628051758,105212.7470703125,134540.74963378906,93779.18688964844,57848.88397216797,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (38:5),PE,109767.1459350586,105052.427734375,213687.83728027344,100836.4460144043,89518.86560058594,94667.5464477539,136186.59075927734,82799.76538085938,47719.54364013672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (38:6),PE,123169.03021240234,109189.86755371094,272596.5817260742,106280.40716552734,93796.7269897461,98189.86712646484,153218.76983642578,87432.166015625,48624.98318481445,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (40:0),PE,174776.1739501953,186638.49291992188,395599.3834228516,154034.88897705078,144443.37109375,146661.47204589844,240076.25756835935,122394.50854492188,74184.26550292969,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (40:2),PE,76449.68591308594,69752.38439941406,69678.72454833984,70114.94458007812,57209.94396972656,74735.5458984375,71195.14465332031,62257.204650878906,67354.98455810547,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (40:3),PE,108766.36822509766,91917.6264038086,100672.12701416016,116152.62786865234,98312.94677734376,119468.7681274414,138081.34881591797,77269.96514892578,62180.68426513672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (40:4),PE,100833.28759765624,94851.50659179688,136259.24810791016,88499.02600097656,77087.80517578125,97157.80670166016,105567.22717285156,80072.88568115234,65576.48498535156,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (40:5),PE,146543.62841796875,137195.9110107422,213344.9549560547,135659.03076171875,117780.38763427734,125988.20935058594,156156.95056152344,130290.14910888672,103374.60748291016,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (40:6),PE,760379.9854125977,720103.0008544922,901165.6768798828,794539.7785644531,655233.3315429688,602669.748046875,717795.7928466797,912397.2744750977,704991.9232788086,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (42:0),PE,65596.44482421875,64663.084869384766,63250.46472167969,57328.72448730469,54242.04406738281,64077.3041381836,59292.64422607422,54903.00387573242,54419.50369262695,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (42:2),PE,94029.3471069336,82754.30560302734,97542.08712768556,92628.12658691406,70162.18426513672,82795.72540283203,92715.7074584961,68302.90454101562,55708.50402832031,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (42:4),PE,217147.4961547852,200121.0791015625,178594.9962158203,166375.21124267578,154981.89233398438,169455.55560302734,181097.1959228516,214879.4782714844,324055.8346557617,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEo (42:6),PE,124135.28912353516,119256.41015625,119720.26852416992,103557.54833984376,112056.08792114258,114303.84857177734,129090.28829956056,115344.26727294922,124321.7060546875,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (16:0),PE,251169.0972290039,222606.99530029297,219816.8980102539,418059.7351074219,263602.8385925293,258065.21942138672,247666.9150390625,122082.09100341795,54986.14303588867,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (20:0),PE,53882.94369506836,55237.90423583984,63896.864807128906,6040.200435638428,35550.462493896484,52287.78402709961,52446.9035949707,44060.4833984375,64054.60452270508,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (28:0),PE,46192.26335144043,46191.18322753906,41532.602630615234,34385.74272155762,31737.62219238281,39014.42346191406,39162.64320373535,33667.14198303223,45536.66323852539,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (30:0),PE,55023.144134521484,61388.58404541016,43204.04296875,47735.78329467773,38488.02279663086,51571.66360473633,49904.44384765625,46030.08337402344,42990.90328979492,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (30:1),PE,57859.1643371582,54773.24407958984,47992.68344116211,41499.28289794922,43364.14309692383,51380.723571777344,49956.36334228516,46339.262924194336,62109.14465332031,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (32:1),PE,64988.12377929688,62870.92404174805,60323.3044128418,54781.18382263184,48193.4231262207,55411.40414428711,63384.08450317383,54138.5641784668,61631.52438354492,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (34:4),PE,54545.88415527344,51968.20330810547,42986.44296264648,39328.44274902344,58340.34411621094,52017.863830566406,49395.80383300781,39097.78237915039,53312.76406860352,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (36:5),PE,83961.74584960938,89037.32531738281,75987.58465576172,64709.94467163086,71942.52517700195,78158.0454711914,81695.74450683594,71977.88464355469,88156.58575439453,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (36:6),PE,128701.32873535156,119788.86865234376,249197.6159057617,104069.82800292967,98205.20733642578,105726.4076538086,149800.4691772461,92878.06616210938,67523.58465576172,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (40:7),PE,108454.04815673828,116515.06927490234,186654.4956665039,102622.2866821289,101637.38659667967,103795.50787353516,130181.048828125,93577.50634765624,63073.764892578125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (42:0),PE,67671.54431152344,62738.484375,57738.18438720703,57994.904541015625,50124.08404541016,70375.14422607422,66909.28503417969,64166.72396850586,65286.44451904297,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PEp (42:4),PE,62150.42395019531,55461.56399536133,55328.88342285156,48559.38348388672,46814.043518066406,60382.684509277344,59181.14450073242,54499.86395263672,55964.78363037109,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (14:0),PG,89092.84759521484,86966.28625488281,86250.64630126953,75101.62530517578,67410.04513549805,61639.36407470703,71233.14532470703,89454.2861328125,50930.9035949707,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (18:4),PG,70874.26434326172,68988.00497436523,77864.28503417969,43407.50328063965,50610.84323120117,58937.00390625,64064.14419555664,79660.66485595703,61716.08471679688,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (20:0),PG,71234.06494140625,84153.34555053711,82781.88632202148,51911.16345214844,58910.64392089844,61948.724517822266,61246.6049194336,75659.30575561523,52910.88430786133,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (22:2),PG,69647.88473510742,69045.94515991211,89776.64556884766,49668.48336029053,54714.3833770752,64401.98516845703,66228.8649597168,63082.68376159668,55415.843673706055,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (24:0),PG,75010.72607421875,95667.9059753418,101553.74723815918,53127.10417175293,90617.20492553712,57251.0842590332,97977.98626708984,77918.72494506836,44715.28372192383,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (24:1),PG,109177.02758789062,112716.06787109376,106247.08801269533,95172.46716308594,96555.60668945312,92905.20666503906,105148.50793457033,101908.18737792967,89024.44677734375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (26:0),PG,66235.84509277344,84886.80572509766,74311.68463134766,46195.34280395508,58374.72375488281,58088.70440673828,57170.24365234375,78658.56594848633,77219.28582763672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (28:0),PG,718908.9151000977,670174.6101074219,650422.0460205078,680955.0684814453,826968.3687744141,538328.4263305664,622773.063659668,1031013.9747924804,642308.7884521484,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (28:1),PG,69539.72497558594,81051.10522460938,73453.96551513672,59529.96441650391,61926.12438964844,66117.46496582031,66095.12390136719,73219.505859375,66218.52410888672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (28:2),PG,53529.94366455078,50906.14373779297,60729.04376220703,38068.5224609375,44777.60345458984,44807.36318969727,48303.203552246094,51090.06314086914,85055.92672729492,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (30:0),PG,81537.98608398438,98035.7862548828,80108.8060913086,68573.1455078125,90816.98699951172,72160.88464355469,79109.26556396484,91742.30627441406,63750.92449951172,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (30:1),PG,52076.263427734375,56070.34362792969,50230.44332885742,41905.222747802734,41835.14291381836,47028.32333374024,44048.48304748535,53536.66427612305,40275.58282470703,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (30:2),PG,63196.82540893555,57632.56311035156,56427.523529052734,40607.88272094727,41277.02262878418,51810.54397583008,51573.5231628418,56091.14419555664,52244.96357727051,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (30:3),PG,62836.44418334961,65559.02520751953,58737.66400146485,45472.78323364258,54388.44338989258,47844.06344604492,62687.1442565918,84933.68667602539,53280.26364135742,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (30:4),PG,47431.04391479492,51552.94409179688,45182.62298583984,35421.26232910156,44195.46307373047,44217.262298583984,44229.78329467773,48141.243591308594,45092.143463134766,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (32:0),PG,102661.30920410156,122131.96990966795,90913.38623046876,78924.9262084961,97710.2476196289,86060.94647216797,93189.24645996094,120055.34701538086,68149.18524169922,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (32:1),PG,68470.18572998047,75817.4644165039,76655.34420776367,68881.66543579102,59248.243103027344,61925.564453125,72009.84506225586,65136.56423950195,39920.783111572266,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (32:2),PG,392078.5076293945,398096.9477539063,512530.8069458008,582529.606628418,395898.5482788086,387149.0864257813,461732.9279785156,209519.27392578125,62236.564208984375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (32:3),PG,63209.6640625,65859.7043762207,58968.36376953125,49142.40414428711,46723.10299682617,55383.4241027832,59053.22378540039,63486.364349365234,43656.64297485352,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (32:4),PG,71272.84426879883,69176.14544677734,57781.50408935547,64012.52453613281,66856.82427978516,65135.10385131836,69293.24423217773,71438.1047668457,43767.94314575195,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (32:5),PG,56995.0637512207,66687.0654296875,55179.38348388672,45016.04336547852,738903.2070922852,69036.98474121094,59599.624603271484,56953.10424804688,52170.14404296875,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (34:0),PG,66877.00415039062,83671.3861694336,68513.7046508789,54289.243560791016,64896.94482421875,58813.62396240234,60293.164489746094,72317.00527954102,49477.183349609375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (34:1),PG,97016.3271484375,110687.7080078125,94483.4663696289,71242.86572265625,70110.50451660156,92546.8056640625,90451.7862548828,86161.50659179688,58451.98461914063,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (34:2),PG,62951.82421875,66409.44396972656,70047.14520263672,53909.76425170898,46673.04379272461,58951.363708496094,60949.6643371582,63638.90447998047,45983.30322265625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (34:3),PG,72619.38543701172,65866.82543945312,62880.80453491211,51316.90350341797,50856.38357543945,59029.723876953125,60156.80432128906,61119.82482910156,50424.14373779297,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
PG (34:4),PG,59670.64373779297,65237.984802246094,56091.54336547852,51233.14318847656,51276.02380371094,50943.86380004883,56303.083984375,57067.52410888672,45698.94369506836,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
