Lipid,Class,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PE (38:6),PE,356927.0231933594,381135.8875732422,1115205.1264648438,353961.6632080078,307938.2802734375,465481.35095214844,417835.74981689453,41453.602882385254,487932.11486816406,561672.5418701172,71421.02490234375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (38:7),PE,485848.49822998047,379863.74743652344,455524.1460571289,580218.8879394531,345931.1182861328,296168.3997192383,405678.20526123047,35174.222240448,506199.6898803711,237480.75390625,115742.64880371094,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (38:8),PE,94263.06750488281,99839.7866821289,97801.46746826172,86126.36645507812,83107.08563232422,91957.84686279297,82742.16607666016,42278.74291229248,71089.04522705078,75483.5249633789,66760.24517822266,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (38:9),PE,98409.28582763672,104569.90887451172,138363.89068603516,91818.38696289062,80365.54522705078,107758.22784423828,90159.72625732422,38839.222553253174,74146.28515625,76722.96606445312,68791.42498779297,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:0) | PEp (42:6),PE,685876.4397583008,626185.5817871094,621580.4085693359,507540.6408691406,545803.5051269531,848285.9451904297,986631.123046875,45058.823181152344,586565.1856079102,606720.1514282227,739565.6359863281,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:0) | PEp (42:6)_2,PE,603920.4534912109,574450.5363769531,615475.5221557617,464967.7630004883,532328.8236694336,773693.3519287109,856526.6607666016,45102.84346008301,559598.2181396484,548904.8374633789,704371.3571777344,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:1),PE,70193.66497802734,70061.24523925781,59299.284729003906,58536.724853515625,49855.70364379883,67255.96496582031,60473.32458496094,31283.02244567871,49244.72326660156,54221.86346435547,60797.52395629883,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:10),PE,128756.5101928711,108774.78576660156,117412.88708496094,135896.91082763672,118259.14825439453,119538.30755615234,113342.22680664062,39347.6227645874,118711.94665527344,74280.26470947266,67112.2446899414,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:2),PE,121558.4896850586,113159.72845458984,109192.7885131836,101073.14654541016,104079.0881652832,112945.96856689453,115456.06689453125,35060.76248168945,91887.56744384766,104153.06732177734,124172.42895507812,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:3),PE,99568.70654296875,91197.46649169922,112052.3486328125,77745.90509033203,67894.10467529297,112210.18756103516,92162.10552978516,43123.06266784668,73483.8051147461,74864.06579589844,64576.34442138672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:4),PE,206671.33264160156,186923.17456054688,534348.9006347656,185356.97424316406,164087.21118164062,221170.7969970703,198964.59356689453,47655.763671875,222646.49810791016,220669.2905883789,70988.00439453125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:5),PE,229401.3387451172,230035.23852539062,556275.206237793,214503.39739990234,174250.95190429688,231337.7371826172,213024.81323242188,35289.64235687256,239750.2362060547,248301.68072509766,68147.14532470703,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:7),PE,178487.8927001953,197748.89331054688,395570.04162597656,151515.53149414062,154594.8302001953,197652.41479492188,175214.7928466797,51138.66367340088,183730.5733642578,185141.65380859375,76985.52502441406,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:8),PE,91292.78619384766,95728.7465209961,87262.92626953125,79471.10559082031,91176.8257446289,98407.86682128906,87020.32666015625,43035.003479003906,69709.86474609375,70444.12469482422,73820.48571777344,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:9),PE,84437.10498046875,74746.0249633789,70963.60485839844,73400.88549804688,61082.20391845703,79086.34606933594,74423.66540527344,41173.20315551758,64811.3447265625,57283.28399658203,68818.30487060547,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:0),PE,67245.54425048828,61247.244689941406,53130.303955078125,50731.26400756836,61826.44454956055,66080.86535644531,59434.92462158203,29048.88208770752,45102.64303588867,46999.22348022461,80385.34509277344,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:1),PE,80931.18585205078,67585.94512939453,77086.88595581055,83888.76574707031,59171.94430541992,71771.68475341797,75580.82604980469,30013.60231781006,74227.6849975586,51678.72393798828,44949.74362182617,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:10),PE,107693.86767578125,94947.02563476562,116823.02947998047,88718.505859375,66012.46405029297,97350.00671386719,102713.34716796875,31958.662170410156,83381.54541015625,71539.98553466797,88553.50668334961,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:11),PE,346742.62255859375,283145.6584472656,258766.63671875,237020.95642089844,238649.720703125,261159.31939697266,322813.0189819336,36101.68260192871,255497.31665039062,287462.3624267578,567797.3109130859,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:2),PE,117680.90930175781,103222.68853759766,122090.12731933594,101732.84631347656,68732.46490478516,93406.8060913086,106673.62817382812,34152.78252410889,102453.62579345703,62101.70376586914,54594.463134765625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:2)_2,PE,112319.08764648438,89643.6879272461,118007.04833984375,106556.0085144043,67236.50393676758,90418.56652832031,99823.04724121094,34159.762798309326,93389.54559326172,61070.22528076172,50915.143798828125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:3),PE,87045.94512939453,82296.60626220703,74656.76538085938,64348.70471191406,80232.68664550781,114661.88806152344,92248.96618652344,38203.14283370972,65528.50469970703,70925.62475585938,82177.765625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:4),PE,58046.42401123047,57864.52429199219,51978.54415893555,51386.683532714844,46916.503845214844,61351.56427001953,54260.003967285156,31433.162269592285,41475.04263305664,42793.28298950195,47901.96307373047,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:5),PE,62555.6845703125,61479.06393432617,55426.86389160156,53681.083984375,40450.782958984375,64100.84454345703,54428.823181152344,33997.26235961914,44696.863372802734,45748.54348754883,48342.28338623047,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:6),PE,67285.26477050781,63977.62438964844,57907.48416137695,54569.403747558594,48987.8235168457,66062.68426513672,60284.364196777344,31401.742126464844,45832.723236083984,50801.80337524414,51214.32336425781,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:7),PE,72783.185546875,67896.20495605469,68594.78442382812,57633.584228515625,58357.80419921875,67824.44525146484,65919.06469726562,36794.062561035156,56035.14343261719,54087.56414794922,62931.244384765625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:9),PE,107519.7681274414,89783.24523925781,119554.20770263672,108842.04736328125,74801.06546020508,96084.7260131836,91534.48724365234,34528.04281616211,96460.76690673828,69067.34558105469,60611.303955078125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:0),PE,46133.062911987305,38993.24252319336,37687.822677612305,40903.2229309082,38189.98310089111,53505.183502197266,43218.403747558594,23450.14172744751,33127.402282714844,31173.482299804688,41320.123123168945,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:1),PE,48105.443534851074,42884.48335266113,33211.82206726074,34496.642486572266,32477.08213043213,50476.34410858154,39074.68257904053,24431.86181640625,30370.182159423828,31392.42214202881,46303.14366149902,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:12),PE,63115.54428100586,60814.26461791992,63058.24493408203,52271.24353027344,45284.84371948242,66323.52410888672,53288.20373535156,28614.662071228027,45499.26318359375,43930.68313598633,52815.76443481445,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:2),PE,48847.063720703125,42078.56301879883,37326.122467041016,41859.74298095703,36952.54260253906,56689.60333251953,41544.003326416016,28594.201725006104,34562.64208984375,34012.002380371094,39921.40255737305,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:3),PE,53781.003662109375,47251.063079833984,39392.663146972656,39965.14294433594,34507.78244018555,51180.16342163086,42332.72326660156,27932.442138671875,35370.88250732422,36689.342346191406,49494.123046875,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:4),PE,46217.0032043457,42603.643157958984,37414.7024230957,41697.40301513672,32990.74230957031,50140.943298339844,40639.22268676758,28269.581775665283,29963.881927490234,33438.522216796875,39237.183044433594,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:5),PE,52107.263916015625,48135.52359008789,41476.622985839844,44645.2431640625,35618.16244506836,53839.04364013672,48734.98321533203,26877.541900634766,35554.302825927734,36290.162689208984,42072.36312866211,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:6),PE,51879.00360107422,51018.64340209961,39126.06280517578,42397.7825012207,42033.2829284668,55680.90414428711,46228.063415527344,27094.461906433105,35394.982482910156,38968.92283630371,50487.563568115234,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:7),PE,55814.104431152344,49461.36349487305,46872.103576660156,54745.503479003906,46005.40362548828,54146.58349609375,47192.22329711914,29279.322265625,45718.023193359375,39101.483001708984,42247.16329956055,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:8),PE,52956.444091796875,47017.223388671875,46999.82354736328,46520.28317260742,38027.8427734375,57767.624114990234,49946.54360961914,28761.421920776367,39683.56268310547,35632.16271972656,44680.182678222656,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (46:1),PE,38747.24267578125,36345.42250061035,30332.142250061035,31683.722274780273,26652.742156982422,42830.04309082031,32985.762268066406,20710.401405334473,26916.962005615234,27062.701858520508,32585.642639160156,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (52:4),PE,30461.942443847656,25062.161849975586,24132.681579589844,22938.481689453125,20333.54136657715,31303.022232055664,25348.441688537598,18264.801345825195,21123.68147277832,21115.30145263672,21515.601501464844,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (18:0),PE,75195.80480957031,77633.92565917969,54051.383712768555,86090.86529541016,64943.70495605469,68434.84518432617,73352.38534545898,15873.121112823486,94478.68685913086,61698.66418457031,12523.880874633789,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (18:1),PE,158602.2300415039,122476.92971801758,66611.02384567261,274937.6385192871,121009.78741455078,88891.66566467285,142770.71334838867,5630.180393218994,245327.7536315918,74815.1655883789,2986.2802352905273,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (20:0),PE,40041.042572021484,40742.703048706055,38724.642822265625,1850.440143585205,36070.58264160156,36508.081939697266,35661.482421875,22160.401580810547,15283.621147155762,29335.7822265625,50394.444076538086,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (28:0),PE,63986.66418457031,63499.80505371094,58432.163330078125,48085.54341125488,41661.06266784668,66828.90417480469,66795.44430541992,25904.281951904297,48961.7033996582,47881.92323303223,64770.42544555664,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (30:0),PE,626733.8186645508,455000.4356689453,576084.8134155273,1273750.7508239746,485816.0946044922,392232.96560668945,525280.4710388184,23502.061813354492,1027866.1252593994,263581.3807373047,42619.00257873535,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (32:1),PE,75853.8853149414,74267.86499023438,70745.60565185547,68659.60461425781,59904.74444580078,81184.94616699219,76362.72442626953,48284.9035949707,66968.12506103516,61535.884765625,74534.8853149414,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (32:5),PE,53400.50442504883,60795.96453857422,46805.18371582031,42115.443450927734,45443.84313964844,52302.68395996094,46034.20330810547,28231.061798095703,43061.142974853516,43602.36289978027,42055.64291381836,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:0),PE,65457.224700927734,69974.40460205078,61835.984802246094,56280.56362915039,49094.22314453125,67218.92413330078,63391.60482788086,27093.56212234497,57004.86404418945,55357.88400268555,61414.24447631836,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:1),PE,73200.68493652344,80553.64520263672,106589.8076171875,65107.44403076172,60272.403717041016,78657.66473388672,70563.58502197266,29313.401958465576,66999.5837097168,69418.00555419922,89238.78762817383,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:2),PE,108891.08917236328,107043.62780761719,133152.11010742188,101592.7670288086,92836.44555664062,93294.78701782227,84561.72573852539,31933.142013549805,97547.72811889648,76969.54638671875,64707.64520263672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:3),PE,57484.90466308594,67618.66436767578,47562.083251953125,43781.14343261719,62328.14392089844,58090.26452636719,57702.6044921875,25005.84161376953,45347.08282470703,46661.623291015625,51130.023376464844,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:4),PE,58479.184814453125,55940.00427246094,51588.544006347656,42871.7428894043,45886.32293701172,66599.54431152344,57064.104064941406,31786.362422943115,42283.68325805664,41446.3830871582,54821.244232177734,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:0),PE,54289.54406738281,52963.563720703125,45341.523010253906,45229.483001708984,41163.12274169922,55579.62380981445,52393.543548583984,26786.701789855957,44015.74319458008,38816.042907714844,47888.66329956055,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:1),PE,76431.76574707031,93994.16650390625,105679.7280883789,76137.96612548828,66060.06414794922,78624.86639404297,68186.92483520508,27655.82179260254,61104.56430053711,61800.52429199219,46045.104095458984,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:2),PE,100296.9267578125,112921.82720947266,173537.15338134766,95388.74813842773,91405.28717041016,86115.74621582031,79278.64544677734,28715.342037200928,62982.884185791016,70934.02456665039,60238.78433227539,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:3),PE,100696.98718261719,105139.56744384766,193511.09552001953,102788.56784057617,73165.22476196289,90162.94595336914,77896.52615356445,24860.44164276123,65456.62390136719,69075.72525024414,54553.723693847656,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:4),PE,81378.62673950195,72804.32510375977,106236.46823120117,58444.88400268555,56807.604431152344,90751.82592773438,81019.20614624023,25320.441844940186,63800.684967041016,65351.78482055664,58951.66506958008,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:5),PE,63926.264709472656,59815.3844909668,75385.80444335938,50145.38333129883,44420.403259277344,65726.00509643555,59482.58499145508,22330.481693267822,52713.86338806152,49022.363189697266,52111.863830566406,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:0),PE,383186.30364990234,295294.8049926758,341314.2416381836,494076.2807006836,252335.26147460938,248295.6967163086,311507.16522216797,35859.18236923218,434109.3088378906,176599.2120361328,98827.6455078125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:1),PE,85975.98712158203,95049.90692138672,86823.70587158203,77584.14562988281,79237.06536865234,84167.84533691406,78842.14636230469,38610.84281158447,68399.52453613281,68185.32489013672,64799.56494140625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:2),PE,92128.80651855469,90515.62713623047,127150.20770263672,92239.80603027344,71845.06579589844,103986.54620361328,80958.96423339844,38215.10263824463,70190.78576660156,65491.543884277344,62723.40478515625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:3),PE,76704.62469482422,80887.96551513672,136916.41033935547,76127.92590332031,64373.92431640625,82042.2865600586,74375.80487060547,35139.6026802063,55881.184478759766,59506.10467529297,53738.78381347656,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:4),PE,124398.29125976562,117253.56768798828,182581.85223388672,100827.88739013672,83645.90628051758,130877.2294921875,117602.40686035156,33944.762268066406,105482.54672241211,100034.32611083984,57848.88397216797,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:5),PE,109767.1459350586,105052.427734375,213687.83728027344,100836.4460144043,89518.86560058594,121092.02825927734,105389.40771484375,29663.561908721924,106895.44869995117,106535.42791748047,47719.54364013672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:6),PE,123169.03021240234,109189.86755371094,272596.5817260742,106280.40716552734,93796.7269897461,135226.8091430664,116059.18835449219,29924.901988983154,126103.1506652832,130335.78955078125,48624.98318481445,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (40:0),PE,174776.1739501953,186638.49291992188,395599.38342285156,154034.88897705078,144443.37109375,189717.6336669922,172467.27172851562,51347.343868255615,182942.13348388672,181560.6749267578,74184.26550292969,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
