Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PEo (38:6),PE,98562.04724121094,173657.81365966797,142710.3310546875,98189.86712646484,153218.76983642578,87432.166015625,48624.98318481445,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:0),PE,164939.2127685547,272763.0583496094,248706.11767578125,146661.47204589844,240076.25756835938,122394.50854492188,74184.26550292969,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:2),PE,69966.14489746094,66417.76470947266,60677.16418457031,74735.5458984375,71195.14465332031,62257.204650878906,67354.98455810547,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:3),PE,112520.40759277344,102256.50775146484,100322.36764526367,119468.7681274414,138081.34881591797,77269.96514892578,62180.68426513672,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:4),PE,81118.4453125,96803.80651855469,85884.02709960938,97157.80670166016,105567.22717285156,80072.88568115234,65576.48498535156,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:5),PE,116743.58850097656,149097.48992919922,140389.28930664062,125988.20935058594,156156.95056152344,130290.14910888672,103374.60748291016,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:6),PE,614852.5393066406,692385.1274414062,833936.813293457,602669.748046875,717795.7928466797,912397.2744750977,704991.9232788086,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (42:0),PE,55635.0439453125,64105.504455566406,51507.26419067383,64077.304138183594,59292.64422607422,54903.00387573242,54419.50369262695,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (42:2),PE,89784.94592285156,87104.44519042969,91116.3462524414,82795.72540283203,92715.7074584961,68302.90454101562,55708.50402832031,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (42:4),PE,181655.37341308594,190498.37701416016,178411.17449951172,169455.55560302734,181097.19592285156,214879.47827148438,324055.8346557617,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (42:6),PE,126248.02783203125,139468.56970214844,107876.20764160156,114303.84857177734,129090.28829956055,115344.26727294922,124321.7060546875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (16:0),PE,215155.05310058594,247365.79345703125,253359.15576171875,258065.21942138672,247666.9150390625,122082.09100341797,54986.14303588867,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (20:0),PE,48199.982666015625,56083.26397705078,38722.58270263672,52287.78402709961,52446.9035949707,44060.4833984375,64054.60452270508,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (28:0),PE,36952.422760009766,44932.22314453125,35256.82297515869,39014.42346191406,39162.64320373535,33667.14198303223,45536.66323852539,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (30:0),PE,45755.0036315918,52444.683990478516,42135.32308959961,51571.66360473633,49904.44384765625,46030.08337402344,42990.90328979492,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (30:1),PE,47501.343322753906,54120.782958984375,45457.322998046875,51380.723571777344,49956.363342285156,46339.262924194336,62109.14465332031,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (32:1),PE,68658.26602172852,59229.42378234863,55012.34359741211,55411.40414428711,63384.08450317383,54138.5641784668,61631.52438354492,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (34:4),PE,47205.643463134766,45382.743255615234,37385.60256958008,52017.863830566406,49395.80383300781,39097.78237915039,53312.764068603516,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (36:5),PE,80397.70574951172,81396.98614501953,68607.3645324707,78158.0454711914,81695.74450683594,71977.88464355469,88156.58575439453,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (36:6),PE,125313.6089477539,180956.63311767578,153616.70956420898,105726.4076538086,149800.4691772461,92878.06616210938,67523.58465576172,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (40:7),PE,99151.94757080078,144619.43029785156,112584.58807373047,103795.50787353516,130181.048828125,93577.50634765625,63073.764892578125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (42:0),PE,55436.104095458984,64396.22424316406,52356.924072265625,70375.14422607422,66909.28503417969,64166.72396850586,65286.44451904297,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (42:4),PE,55114.82373046875,59375.62438964844,50245.883361816406,60382.684509277344,59181.14450073242,54499.86395263672,55964.783630371094,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (14:0),PG,92057.68649291992,80660.38568115234,96692.30676269531,61639.36407470703,71233.14532470703,89454.2861328125,50930.9035949707,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (18:4),PG,70045.68469238281,77322.94515991211,57985.8836517334,58937.00390625,64064.14419555664,79660.66485595703,61716.084716796875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (20:0),PG,75892.68557739258,69056.58480834961,68136.02557373047,61948.724517822266,61246.604919433594,75659.30575561523,52910.88430786133,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (22:2),PG,83179.98571777344,74684.48416137695,59362.9833984375,64401.98516845703,66228.8649597168,63082.68376159668,55415.843673706055,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (24:0),PG,90739.64486694336,80734.3063659668,101787.96563720703,57251.0842590332,97977.98626708984,77918.72494506836,44715.28372192383,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (24:1),PG,103270.78771972656,107933.98742675781,110757.42749023438,92905.20666503906,105148.50793457031,101908.18737792969,89024.44677734375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (26:0),PG,62452.3642578125,62535.404357910156,59004.04357910156,58088.70440673828,57170.24365234375,78658.56594848633,77219.28582763672,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (28:0),PG,818957.7813720703,891870.2127685547,904993.8998413086,538328.4263305664,622773.063659668,1031013.9747924805,642308.7884521484,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (28:1),PG,71089.1244506836,74185.76556396484,69193.70495605469,66117.46496582031,66095.12390136719,73219.505859375,66218.52410888672,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (28:2),PG,49840.40347290039,54123.064056396484,51616.563537597656,44807.363189697266,48303.203552246094,51090.06314086914,85055.92672729492,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:0),PG,83002.36596679688,83474.96557617188,78109.96606445312,72160.88464355469,79109.26556396484,91742.30627441406,63750.92449951172,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:1),PG,51745.68344116211,51292.80355834961,49604.723541259766,47028.323333740234,44048.48304748535,53536.66427612305,40275.58282470703,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:2),PG,52254.52365112305,57778.74432373047,51340.64407348633,51810.54397583008,51573.5231628418,56091.14419555664,52244.96357727051,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:3),PG,70875.1044921875,62135.584564208984,70677.96459960938,47844.06344604492,62687.1442565918,84933.68667602539,53280.26364135742,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:4),PG,49336.36349487305,50233.302795410156,40374.5828704834,44217.262298583984,44229.783294677734,48141.243591308594,45092.143463134766,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:0),PG,99233.52844238281,101251.18731689453,100266.4672241211,86060.94647216797,93189.24645996094,120055.34701538086,68149.18524169922,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:1),PG,78819.50534057617,70659.54550170898,77277.00698852539,61925.564453125,72009.84506225586,65136.56423950195,39920.783111572266,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:2),PG,589981.5108642578,415399.5427246094,541513.5987548828,387149.08642578125,461732.9279785156,209519.27392578125,62236.564208984375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:3),PG,59693.72412109375,62462.1242980957,61810.944763183594,55383.4241027832,59053.22378540039,63486.364349365234,43656.642974853516,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:4),PG,78088.70602416992,70382.2855834961,74951.60479736328,65135.10385131836,69293.24423217773,71438.1047668457,43767.94314575195,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:5),PG,56942.42364501953,58152.703552246094,54420.323791503906,69036.98474121094,59599.624603271484,56953.104248046875,52170.14404296875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:0),PG,63582.74481201172,66039.24533081055,60277.36456298828,58813.623962402344,60293.164489746094,72317.00527954102,49477.183349609375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:1),PG,94625.00695800781,84263.34558105469,87044.42694091797,92546.8056640625,90451.78625488281,86161.50659179688,58451.984619140625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:2),PG,61865.78451538086,64478.34426879883,62402.364517211914,58951.363708496094,60949.6643371582,63638.90447998047,45983.30322265625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:3),PG,62944.06396484375,67213.66467285156,59389.144104003906,59029.723876953125,60156.80432128906,61119.82482910156,50424.14373779297,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:4),PG,54064.4638671875,62481.96432495117,51124.523498535156,50943.86380004883,56303.083984375,57067.52410888672,45698.94369506836,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:5),PG,98848.58682250977,113697.42837524414,93091.48733520508,91123.22644042969,107448.30584716797,109511.1272277832,70728.80438232422,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:5)_2,PG,93951.42669677734,105226.00897216797,93001.22705078125,85250.4059753418,105301.64752197266,98670.8664855957,70120.16534423828,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:6),PG,62492.80480957031,64966.92462158203,65746.0041809082,61748.304443359375,60929.28512573242,60219.763900756836,49891.1640625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:0),PG,161425.8114013672,161855.33044433594,137429.3504638672,138971.9110107422,133008.84814453125,134365.41009521484,112770.00897216797,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:1),PG,429031.01171875,309153.0009765625,186507.41333007812,432836.1142578125,308539.82080078125,191490.91357421875,142614.4111328125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:2),PG,312738.2443847656,219512.89697265625,141173.46923828125,282126.40283203125,230261.67651367188,119517.82763671875,75807.625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:3),PG,67619.90502929688,70320.92504882812,57461.044189453125,60058.064514160156,61693.52490234375,60826.74398803711,47194.82287597656,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:4),PG,74410.66467285156,80452.54571533203,71613.40441894531,66605.70458984375,71065.82586669922,73727.0849609375,64116.624450683594,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:5),PG,50790.56378173828,57807.28387451172,54978.50360107422,52785.604095458984,53252.523681640625,59748.623626708984,42303.02325439453,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:6),PG,50681.82357788086,64160.324279785156,58855.88381958008,54585.303649902344,52177.62341308594,70817.20590209961,35202.042388916016,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:7),PG,79149.00595092773,69147.34451293945,72932.4455871582,64965.86462402344,69992.90530395508,67029.74417114258,40557.30270385742,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:8),PG,386411.1553955078,297908.6530761719,344737.4437866211,274496.64221191406,330747.1040649414,158835.33087158203,56242.584411621094,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:0) | PGp (40:6),PG,190174.71356201172,169809.42895507812,170645.83209228516,178780.8350830078,187513.81198120117,105925.58773803711,45743.74346923828,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:1),PG,121216.64819335938,109294.20849609375,98048.48657226562,119056.64770507812,114817.32727050781,89344.10607910156,49655.80303955078,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:2),PG,145187.01055908203,147819.08984375,139263.43008422852,152019.31030273438,182344.57415771484,109882.30865478516,48587.86279296875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:3),PG,80991.42547607422,79192.40533447266,72152.52508544922,81596.04498291016,83887.6265258789,71429.86563110352,45920.02325439453,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:4),PG,136480.009765625,119284.06762695312,99562.02746582031,136852.609375,112404.96801757812,91493.54626464844,61057.764404296875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:5),PG,73184.16552734375,75128.88568115234,69885.64471435547,66843.80450439453,69600.34539794922,72984.76446533203,46921.72302246094,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:6),PG,72126.76470947266,79418.06610107422,78120.3251953125,75297.84487915039,74013.30462646484,78882.544921875,41587.902740478516,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:7),PG,235200.4008178711,222099.0767211914,259120.66076660156,192790.80987548828,224844.33532714844,146758.23376464844,47670.643798828125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:8),PG,68125.20458984375,72014.1049194336,70646.2240600586,68165.92510986328,75422.54528808594,70759.24487304688,43721.88293457031,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (38:9),PG,91124.20709228516,100291.76586914062,98773.00704956055,88645.16540527344,99468.36779785156,89047.78598022461,48835.36358642578,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:0) | PGp (42:6),PG,386680.98541259766,375699.0263671875,301134.34674072266,245571.67846679688,284757.35888671875,370156.6664428711,414513.41119384766,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:0) | PGp (42:6)_2,PG,328446.0856323242,351540.8924560547,273542.41900634766,235521.25915527344,249574.17474365234,352662.24353027344,379299.68127441406,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:1),PG,60631.38446044922,59966.364318847656,56693.104064941406,56785.84405517578,60133.38409423828,64269.96405029297,39614.50277709961,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:10),PG,347433.8899536133,317825.1064453125,599872.6474609375,148833.0092163086,349165.94775390625,257394.07998657227,41414.763244628906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:2),PG,152889.55078125,185994.95513916016,283149.9178466797,98239.52685546875,170979.5723876953,340107.0608520508,82514.9857788086,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:3),PG,67243.22509765625,69096.68505859375,63756.14483642578,73830.7456665039,69079.66436767578,68091.9446105957,45485.20330810547,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:4),PG,131304.76879882812,111929.42785644531,89779.00659179688,136078.26928710938,103473.02819824219,88710.42663574219,62290.7841796875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:5),PG,214803.2353515625,155818.65063476562,134482.56872558594,214730.83447265625,145948.81103515625,130077.38952636719,85592.88562011719,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:6),PG,1454527.33203125,905678.443359375,705732.9873046875,1507705.8779296875,885874.5595703125,632660.005859375,353904.54736328125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:7),PG,95819.58770751953,97777.5267944336,87491.78662109375,104822.06811523438,104698.54748535156,85600.54602050781,48032.46319580078,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:8),PG,70589.02517700195,76690.04595947266,71536.7844543457,74617.3256225586,88821.12512207031,75270.48425292969,40546.40286254883,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (40:9),PG,73295.86639404297,78606.86535644531,84672.28698730469,66907.54553222656,77307.64636230469,69086.00448608398,46388.383697509766,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (42:0),PG,191951.00843811035,118242.12942504883,170693.11334228516,60730.363830566406,141756.80856323242,217045.31257629395,68010.10345458984,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (42:1),PG,50540.444091796875,54373.26290893555,56178.68392944336,52285.224029541016,45261.36364746094,59353.02442932129,31529.662155151367,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
