Lipid,Class,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PSo (40:2),PS,25568.52142715454,69660.5651550293,58555.3239440918,17212.58110809326,31596.60227203369,63179.32485961914,44743.64352416992,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (40:3),PS,44542.243392944336,352809.6813964844,238049.9158630371,57291.74323654175,35617.00284576416,433497.2169189453,42516.743255615234,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (40:4),PS,13985.420951843262,56201.623931884766,56750.984466552734,16698.161102294922,26793.42181777954,48022.76333618164,38677.70260620117,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (40:5),PS,18043.661323547363,51267.5634765625,57735.24426269531,15822.301090240479,27654.602058410645,48615.143310546875,41318.74304199219,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (40:6),PS,31457.042041778564,96476.00680541992,126413.44808959961,32251.002532958984,38864.58324432373,132239.30880737305,110469.56910705566,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (40:6)_2,PS,163612.31213378906,434706.25048828125,543513.51953125,162528.09204101562,279946.3200263977,445754.8525390625,257851.6982421875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (42:1),PS,17167.800971984863,51334.503479003906,59975.0634765625,16214.121318817139,26875.68185043335,39924.84298706055,38640.52276611328,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (42:2),PS,14435.0209274292,42612.903076171875,48560.563415527344,16810.161289215088,27566.141815185547,41917.62271118164,37687.002380371094,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (42:4),PS,51917.443729400635,127613.60794067383,195126.73641967773,91156.94581604004,33550.242305755615,119829.50979614258,310035.9162902832,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSo (42:6),PS,18323.721115112305,77781.50524902344,90808.18692016602,34040.422550201416,32157.12225341797,88751.14682006836,71450.42559814453,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (16:0),PS,22281.581520080566,120481.90760803223,134637.5521850586,72769.10659790039,48000.14304351807,120503.64953613281,180272.71314239502,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (20:0),PS,17094.88144683838,54377.84408569336,32397.422653198242,19592.561283111572,26278.381755828857,26775.10187149048,62009.383880615234,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (28:0),PS,15257.801044464111,42898.262939453125,51745.08364868164,17918.18144607544,25167.001693725586,58117.08399963379,36113.34265136719,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (30:1),PS,25591.561695098877,75074.705078125,67037.70510864258,21940.241470336914,26484.20182800293,71069.68515014648,40659.04263305664,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (32:1),PS,12013.700996398926,46036.3427734375,51169.723571777344,17512.081310272217,25325.221549987793,52697.36364746094,43761.002868652344,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (34:4),PS,19347.881324768066,47136.103271484375,52621.80416870117,45747.222759246826,28341.642261505127,47387.90377807617,39008.64212036133,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (36:5),PS,32127.00196838379,80656.34457397461,83233.96520996094,48082.6628112793,32064.202224731445,90734.66595458984,57939.66372680664,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (38:6),PS,41635.36228942871,126150.70837402344,130427.66998291016,49878.52363586426,61019.94493865967,110431.82824707031,109536.78729248047,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (40:2),PS,36626.362323760986,249163.5782470703,182944.7344970703,57656.744888305664,38915.863037109375,299423.63876342773,38613.74267578125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (40:6),PS,60687.14415740967,150740.45275878906,96294.72637939453,44923.30249786377,38605.64244842529,119952.98913574219,47747.18313598633,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (42:2),PS,17960.44139099121,44351.00354003906,54785.70428466797,12710.580932617188,25676.021728515625,53989.283294677734,48647.683532714844,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PSp (42:4),PS,11312.620895385742,44137.023376464844,44069.623291015625,13959.520858764648,25103.84177017212,36045.722717285156,35908.28286743164,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",CAR,1945052.8605957031,1894330.4704589844,2335936.8615722656,2120231.123046875,2011467.1862792969,2085157.0500488281,3003056.5654296875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d16:1/18:1),SM,100137.08612060547,100167.10592651367,90349.06619262695,86851.34707641602,103904.82705688477,130885.86828613281,57766.28422546387,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d16:1/22:1),SM,1465886.1981811523,2472967.6127929688,880392.7204589844,1247154.2617797852,2497571.473876953,1844335.2798156738,37677.30290222168,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d16:1/24:0),SM,528240.9620361328,921255.7350769043,341377.46267700195,409088.1113128662,721065.1357116699,687718.9860534668,37166.00288391113,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d16:1/24:1),SM,821470.9881896973,1343864.9290161133,508468.73991394043,650034.2155151367,1173792.942062378,969719.1301879883,37923.60176086426,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/12:0),SM,91729.86665344238,90932.90591430664,79705.18493652344,87750.62545776367,89388.18798828125,81285.0855102539,67679.28463745117,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/14:0),SM,84101.96643066406,84144.9067993164,89748.4252319336,82725.40588378906,93948.7671508789,91119.44619750977,110543.48829650879,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/16:0),SM,100818.02690124512,89557.90686035156,92060.94570922852,79365.70663452148,102086.18530273438,132220.0478515625,58363.00341796875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/18:0),SM,884400.4700622559,1440497.1675109863,568607.1145019531,874463.4162597656,1675870.530456543,1525237.4225769043,45767.70330810547,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/20:0),SM,1034950.1957092285,1864390.5732421875,778023.3022766113,895897.2325439453,1590509.619064331,1432825.349761963,40929.26272583008,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/22:0),SM,457172.8372039795,818319.9411621094,319490.0831298828,397172.8137207031,657565.2953491211,589645.3756256104,41125.7625579834,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/24:0),SM,718528.645690918,1199277.6301879883,561150.6427612305,583360.2977294922,995374.9164733887,1318410.2179412842,192033.29585266113,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/26:0),SM,1075005.0837402344,1498191.8430175781,1637779.0329589844,1392685.1398925781,1626454.0061035156,1545423.2053222656,2087250.882446289,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/12:0),SM,135425.11114501953,136219.2290649414,102179.2057800293,121485.5482788086,140741.2492980957,132238.55078125,67735.6449584961,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/14:0),SM,83538.70639038086,84467.2873840332,98662.54653930664,90180.10604858398,96833.90756225586,96697.30679321289,120409.09121704102,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/16:0),SM,98482.5269317627,105034.74890136719,89493.26739501953,85046.06448364258,104144.30682373047,125968.2876739502,59609.143493652344,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/18:0),SM,858096.3284301758,1319506.6448059082,593758.2431030273,891498.1339111328,1764869.729095459,1473095.344909668,54731.044174194336,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/18:1)9Z)),SM,926014.8485107422,1434173.331604004,583603.7045898438,891950.1547241211,1644986.013519287,1595664.4650878906,51021.42387390137,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/20:0),SM,1068832.215423584,1977030.138305664,725875.1154174805,831895.1991882324,1515269.795288086,1445454.8500671387,34164.04275512695,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/24:0),SM,747197.6982421875,1237009.142150879,549306.3381652832,609858.1176452637,985547.6075744629,1263981.736541748,189360.31523895264,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/24:1)15Z)),SM,907904.1148071289,1460097.5220336914,619438.9797363281,717504.469909668,1215124.3005065918,1418853.7903137207,164868.83058166504,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/26:0),SM,1001213.2197265625,1387931.41796875,1518431.3547363281,1303604.6479492188,1536860.0285644531,1488390.1486816406,1831536.9545898438,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/26:1)17Z)),SM,980881.5139160156,1311593.0395507812,1382329.0554199219,1247506.6166992188,1445110.4421386719,1388706.9855957031,1599533.0747070312,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/14:0),SM,84832.40637207031,83364.92602539062,94493.8874206543,87728.14599609375,100650.88720703125,95723.60766601562,117159.40803527832,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/18:1),SM,690353.8835449219,1221823.288696289,549699.913482666,675346.5088806152,1427978.7950134277,1354791.1040649414,55495.703857421875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/20:1),SM,1802015.496520996,2993744.121459961,1234392.1383666992,1473144.4369506836,3043606.8825683594,2780401.575653076,39032.083572387695,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/22:1),SM,1928752.6020507812,3160079.0315856934,1242327.5891723633,1394291.6931152344,2709447.405319214,2410685.1346740723,39624.08305358887,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/24:1),SM,997071.2756958008,1753742.6036987305,710964.2376098633,690146.8342895508,1278858.2781982422,1562197.2093200684,77614.48603820801,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Stearidonyl carnitine,CAR,10644083.75,9018326.963867188,4267791.2158203125,7510440.212890625,7643677.6455078125,7993731.6103515625,2097196.5888671875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",CAR,14826436.037109375,12788091.098632812,6072765.6220703125,10211133.489257812,10839781.659179688,12580947.82421875,2167353.873046875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 16:0,TAG,377415.53076171875,378374.22802734375,376332.0466308594,348820.42724609375,313465.36181640625,431023.4306640625,202921.39306640625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 16:1,TAG,52227.64370727539,49788.583435058594,45975.42352294922,51601.763610839844,46267.42330932617,52885.40380859375,24707.72152709961,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 18:0,TAG,80037.70538330078,82316.30578613281,74634.06567382812,80188.40588378906,67829.2055053711,95996.2666015625,36733.30258178711,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 18:1,TAG,63696.28515625,57780.544692993164,37223.802490234375,49851.5237121582,54148.183532714844,40992.38218688965,17451.48129272461,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 18:2,TAG,27892.501945495605,24458.901641845703,23696.881576538086,26334.741806030273,26429.92185974121,22039.32164001465,24623.141876220703,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA 16:0,TAG,218301.01513671875,257047.75927734375,231555.83520507812,223785.13452148438,178294.15307617188,333891.9084472656,111901.38842773438,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA 16:1,TAG,368600.62744140625,404160.087890625,391587.08935546875,354202.1484375,326425.12158203125,452070.03271484375,194068.1337890625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA 18:1,TAG,96930.42645263672,104817.52612304688,83936.54528808594,86994.58728027344,80554.84600830078,100539.44674682617,46774.5237121582,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA 18:2,TAG,49496.88342285156,57188.06407165527,42305.96356201172,50432.08387756348,48496.48318481445,49105.26364135742,21580.621459960938,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA18:0,TAG,51430.583435058594,49803.58364868164,47647.14295959473,45260.642807006836,39788.222900390625,62806.80513000488,23749.781707763672,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_F A18:0,TAG,45180.12348937988,40567.522872924805,31189.302536010742,38136.502380371094,37608.9227142334,38024.96292114258,19507.101570129395,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_FA 16:0,TAG,174857.9921875,180901.533203125,153699.7900390625,165778.470703125,155438.90966796875,209022.87451171875,124294.44946289062,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_FA 16:1,TAG,222769.91723632812,263811.1389160156,218839.77294921875,230255.3779296875,178507.97216796875,345921.0236816406,113284.14721679688,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_FA 18:1,TAG,55481.544342041016,55715.72399902344,54284.963928222656,53255.76379394531,47641.223541259766,71252.50442504883,28836.48178100586,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_FA 18:2,TAG,120112.0888671875,162907.04943847656,162512.79028320312,127564.75024414062,111971.44702148438,174069.6943359375,63277.48425292969,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 16:0,TAG,32738.662200927734,30241.64207458496,23663.72183227539,31530.74201965332,25713.34178161621,28074.941940307617,21828.9214553833,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 16:1,TAG,170424.87280273438,183426.31323242188,152961.02880859375,165476.412109375,154512.53100585938,199084.79174804688,126884.00854492188,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 18:0,TAG,21903.521545410156,23733.941486358643,18754.46156311035,21046.701538085938,19195.50154876709,17412.62120437622,26828.741706848145,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 18:1,TAG,44977.04327392578,39227.682708740234,34994.00276184082,41506.00329589844,36556.70213317871,40167.74304199219,20756.80153656006,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 18:2,TAG,65312.90417480469,87809.50534057617,80499.66485595703,67790.04504394531,59333.20428466797,101724.08694458008,35137.30227661133,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:0)_FA 16:0,TAG,325911.8232421875,307501.80224609375,275749.0419921875,289102.8388671875,284457.1591796875,290212.7998046875,227623.57763671875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:0)_FA 16:1,TAG,88763.00659179688,84919.02514648438,75962.4853515625,80040.32482910156,78892.02587890625,75914.40576171875,71715.80505371094,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:1)_FA 18:0,TAG,244437.69604492188,255356.61401367188,233456.1728515625,207625.25659179688,199162.51513671875,235698.17724609375,107111.12768554688,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:1)_FA 18:1,TAG,53991.0032043457,49600.80322265625,47078.24395751953,46778.08383178711,45378.003173828125,44987.463607788086,28582.96209716797,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:1)_FA 18:2,TAG,25930.041793823242,22264.221462249756,19591.301483154297,22151.62158203125,23679.181900024414,17019.401397705078,18597.181327819824,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 16:0,TAG,305100.06103515625,324811.5632324219,284928.84216308594,214114.95532226562,202258.13415527344,321164.4208984375,106504.26745605469,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 16:1,TAG,328377.44287109375,323438.74169921875,293924.5615234375,302377.341796875,306676.02294921875,301555.27978515625,224732.83642578125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 18:0,TAG,111207.36920166016,130578.80822753906,114836.70959472656,101771.68664550781,90027.02545166016,158351.01263427734,56479.52453613281,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 18:1,TAG,441889.2890625,459499.0888671875,372995.48388671875,375836.2470703125,377806.02734375,409042.9716796875,232282.01708984375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 18:2,TAG,49572.98356628418,54471.064544677734,54441.78381347656,53839.74395751953,44935.842681884766,56697.56365966797,31987.42221069336,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
