Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(50:4)_FA 16:1,TAG,232499.63525390625,211941.8115234375,210409.63513183594,188531.53515625,211088.55346679688,174064.4697265625,99012.50769042969,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(50:4)_FA 18:0,TAG,25230.501808166504,21682.081352233887,18672.801414489746,31428.142547607422,28524.621688842773,24304.961784362793,19876.881538391113,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(50:4)_FA 18:1,TAG,104131.34753417969,100678.22692871094,92203.44641113281,101097.38647460938,112325.76708984375,83190.205078125,67988.80480957031,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(50:4)_FA 18:2,TAG,233013.83715820312,243563.25439453125,297334.8020019531,218886.53393554688,310807.4416503906,270245.1162109375,127309.08911132812,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 16:0,TAG,162435.85131835938,150771.4716796875,137626.33056640625,173022.0927734375,163229.79077148438,134015.14916992188,117571.30859375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 16:1,TAG,40367.72283935547,35484.1423034668,32393.222076416016,45290.702880859375,36356.742584228516,33823.522369384766,28469.58221435547,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 18:0,TAG,303540.36376953125,309747.76220703125,254092.87670898438,338223.84326171875,326238.69873046875,272269.0009765625,235985.79833984375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 18:1,TAG,57027.123596191406,52609.0439453125,48544.50323486328,63618.82482910156,55072.04364013672,53720.583740234375,45804.143493652344,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 18:2,TAG,24180.101852416992,24180.841796875,19842.04130935669,26572.082061767578,23021.781784057617,22269.041397094727,23511.881927490234,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 20:0,TAG,64575.84460449219,68470.86413574219,59571.14385986328,66726.0648803711,76378.20532226562,62965.423889160156,46022.583251953125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 20:4,TAG,24306.56169128418,23415.32172393799,20414.041358947754,25200.381622314453,21823.901580810547,21055.44135284424,17294.401275634766,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 16:0,TAG,102435.80694580078,134089.50958251953,83501.26718139648,130377.34942626953,133374.7294921875,97926.98846435547,36838.66278076172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 16:1,TAG,160659.2509765625,164090.830078125,141842.8896484375,173711.45263671875,164710.97216796875,139764.80981445312,126673.42846679688,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 18:0,TAG,371617.4493408203,409224.068359375,328490.44189453125,356997.3474121094,382122.6105957031,313462.13830566406,108766.12854003906,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 18:1,TAG,502725.4150390625,495660.3984375,446362.369140625,522287.7373046875,516145.1171875,474326.89794921875,378191.5263671875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 18:2,TAG,57373.62420654297,55696.543884277344,51346.523345947266,60019.28436279297,57058.82440185547,53825.723876953125,47212.68347167969,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 20:4,TAG,20842.781509399414,21240.18145751953,16053.441108703613,18159.721321105957,18519.961307525635,19098.561294555664,18970.081588745117,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA20:0,TAG,35117.96212768555,30912.14208984375,34797.58324432373,29617.02183532715,35381.90301513672,30456.022117614746,25316.082092285156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 16:0,TAG,194669.0747680664,222004.6967163086,167121.7899169922,180536.01306152344,195569.59436035156,157368.05462646484,52272.263610839844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 16:1,TAG,110627.90832519531,143800.49002075195,89178.6279296875,132362.609375,146566.5899658203,104716.44711303711,41600.56280517578,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 18:0,TAG,238114.91577148438,242398.29541015625,202942.4949951172,145610.94873046875,192718.65161132812,137424.68817138672,64860.944763183594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 18:1,TAG,515875.8505859375,551404.4753417969,462213.83251953125,474953.4719238281,531462.0034179688,450488.654296875,146284.83056640625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 18:2,TAG,463175.1123046875,494821.0107421875,502460.037109375,494694.59375,537311.8369140625,514907.4931640625,408352.490234375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 20:0,TAG,23986.08155822754,22673.321502685547,23945.661918640137,25315.8018951416,23217.981521606445,23015.20175933838,21178.581508636475,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 20:4,TAG,20826.301277160645,20994.901237487793,16833.88104248047,20870.101486206055,20118.621559143066,17986.761142730713,18906.641372680664,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:3)_FA 16:0,TAG,136149.0916442871,158734.94900512695,119826.8900604248,81137.08657836914,117460.42761230469,73559.0048828125,29103.38217163086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:3)_FA 16:1,TAG,207012.09149169922,212509.6163330078,178054.3519897461,189613.61169433594,205122.3770751953,156137.05206298828,52742.22393798828,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:3)_FA 18:0,TAG,64383.78466796875,66030.34468078613,44083.22344970703,43404.88340759277,49286.703674316406,34767.42254638672,21815.24156188965,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:3)_FA 18:1,TAG,340237.1815185547,340975.9855957031,295828.3741455078,216080.33520507812,274629.8740234375,201120.51831054688,99616.96630859375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:3)_FA 18:2,TAG,463658.12646484375,549364.9291992188,551067.3708496094,442561.6477050781,579090.8618164062,555692.2248535156,189423.09497070312,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:3)_FA 20:0,TAG,20016.761436462402,21367.86149597168,16866.66124343872,18799.76113128662,23693.061893463135,16657.62117767334,21066.94174194336,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:3)_FA 20:4,TAG,33981.502349853516,35947.202392578125,33176.78234863281,31880.502410888672,36556.3825378418,30256.06202697754,22700.361526489258,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:4)_FA 16:0,TAG,154610.09112548828,372259.60583496094,105254.90771484375,171673.5106201172,267051.59869384766,112134.64736938477,53743.843322753906,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:4)_FA 16:1,TAG,144676.74737548828,158859.2897644043,112912.72933959961,86246.24609375,118527.85012817383,73549.08444213867,33587.76235961914,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:4)_FA 18:0,TAG,21570.541244506836,21701.961791992188,17161.121044158936,23880.281883239746,20790.56143951416,17157.381450653076,16772.841339111328,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:4)_FA 18:1,TAG,80045.64541625977,85239.8060760498,68870.66383361816,48077.963806152344,60136.90399169922,43139.70358276367,21887.541458129883,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:4)_FA 18:2,TAG,338350.9655761719,387407.2844238281,379934.0241699219,243106.875,352115.9040527344,297493.640625,143602.51147460938,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:4)_FA 20:0,TAG,17079.301078796387,18459.041255950928,15051.241172790527,19865.761192321777,20490.42162322998,13716.640922546387,16226.041065216064,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:4)_FA 20:4,TAG,191065.81469726562,203057.55297851562,210335.7335205078,191446.53369140625,229040.07666015625,225718.1170654297,107901.12768554688,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:5)_FA 16:0,TAG,36094.14221191406,36038.02224731445,30242.18211364746,37445.32247924805,40065.90308380127,29792.762252807617,18274.68125152588,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:5)_FA 16:1,TAG,163186.45233154297,364108.8865966797,98760.10696411133,168407.47259521484,255512.95678710938,103344.8685913086,50212.423400878906,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:5)_FA 18:0,TAG,40038.80258178711,35707.562408447266,27482.682220458984,45798.72314453125,38322.822692871094,30890.001747131348,23109.98175048828,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:5)_FA 18:1,TAG,22576.701667785645,22394.0415725708,19637.76139831543,24817.341918945312,26244.701889038086,19660.901428222656,17052.901161193848,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:5)_FA 18:2,TAG,72303.20448303223,82176.2865600586,75760.80619812012,43724.02325439453,61324.5242767334,49358.364028930664,30046.48207092285,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:5)_FA 20:0,TAG,18692.18128967285,17575.321311950684,19280.581130981445,22882.681594848633,22581.601654052734,17759.261421203613,18212.04126739502,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:5)_FA 20:4,TAG,95356.52673339844,107495.28686523438,127165.62994384766,84652.14636230469,124888.10906982422,107774.9273071289,53250.86358642578,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:6)_FA 16:0,TAG,43516.603088378906,41530.44323730469,32264.122344970703,46478.34292602539,37943.16305541992,37537.322204589844,27044.741943359375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:6)_FA 16:1,TAG,41933.32261657715,47199.38342285156,32359.042098999023,42799.38327026367,37518.22283935547,33649.88278198242,19686.301383972168,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:6)_FA 18:0,TAG,26390.221893310547,23777.1417388916,22091.42156982422,31629.162216186523,30014.902446746826,20737.38159942627,19661.501358032227,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:6)_FA 18:1,TAG,46376.64326477051,38806.42221069336,28871.742080688477,45444.50325012207,38090.28234100342,35200.88229370117,25084.04136657715,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:6)_FA 18:2,TAG,26381.22201538086,29948.522254943848,24445.42170715332,26767.12158203125,26042.66187286377,26034.681800842285,24269.781951904297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:6)_FA 20:0,TAG,37315.20249938965,35074.903244018555,28687.22226333618,37217.66313171387,36498.26280212402,35194.84185028076,19249.241325378418,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(52:6)_FA 20:4,TAG,85382.36669921875,89610.56707763672,82304.00561523438,73442.56481933594,92815.52673339844,78846.86529541016,56208.94396972656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:0)_FA 16:0,TAG,47970.90362548828,37950.02261352539,37203.942932128906,47182.86325073242,45397.5830078125,36242.74282836914,24908.28192138672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:0)_FA 16:1,TAG,35742.26252746582,44467.64306640625,35204.72215270996,37333.76289367676,39341.542739868164,45764.14348602295,55846.78286743164,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:0)_FA 18:0,TAG,204297.39331054688,201362.25537109375,173917.9521484375,228012.0576171875,206593.97583007812,172017.01220703125,167375.23364257812,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:0)_FA 18:1,TAG,37138.98229980469,32506.042358398438,28760.20230102539,39585.122650146484,38064.02264404297,34009.64245605469,28295.441986083984,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:0)_FA 18:2,TAG,21678.821411132812,24878.38148498535,19296.581481933594,26333.041877746582,22339.40177154541,21842.581481933594,19930.74153137207,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:0)_FA 20:0,TAG,117324.98754882812,125680.96875,114368.14782714844,122563.38842773438,133096.02856445312,112293.7470703125,207440.69458007812,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:0)_FA 20:4,TAG,19081.34136581421,18334.881141662598,19014.061683654785,23813.901817321777,21579.10164642334,20411.62142944336,15270.841007232666,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:1)_FA 16:0,TAG,41190.10322570801,46939.66326904297,35817.48274230957,47536.32328796387,43687.80307006836,35393.42266845703,20897.961334228516,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:1)_FA 16:1,TAG,50139.02348327637,43731.46340942383,46806.343505859375,55263.96405029297,53630.90393066406,42678.862731933594,28184.80191040039,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:1)_FA 18:0,TAG,170222.4507446289,195996.75366210938,140117.3087158203,229364.75622558594,219146.75421142578,160954.97369384766,58759.14434814453,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:1)_FA 18:1,TAG,300287.38232421875,292870.47998046875,262790.71923828125,328351.1435546875,318306.501953125,262916.05810546875,246692.72021484375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:1)_FA 18:2,TAG,43373.563049316406,43108.483306884766,36120.26248168945,49482.46374511719,48784.783630371094,43285.66275024414,38056.022705078125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:1)_FA 20:0,TAG,86845.72680664062,85074.12573242188,87824.32656860352,87991.92767333984,102028.20837402344,101427.38659667969,400722.0986328125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:1)_FA 20:4,TAG,17312.901275634766,20795.921493530273,15448.301265716553,20585.221755981445,20674.421447753906,15131.62121963501,18336.181282043457,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:2)_FA 16:0,TAG,51706.74345397949,65084.26530456543,37971.86280822754,53664.744232177734,50842.363189697266,36130.24221801758,21361.941467285156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:2)_FA 16:1,TAG,43742.24298095703,46424.50323486328,34383.742736816406,47469.56343078613,44517.42332458496,37452.02291870117,21252.68148803711,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:2)_FA 18:0,TAG,410715.10546875,489722.35400390625,340573.84533691406,408234.51513671875,489148.8835449219,355042.7403564453,108722.66784667969,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:2)_FA 18:1,TAG,186973.23443603516,219415.8370361328,163319.4315185547,244205.14025878906,243625.89532470703,195971.09503173828,67883.14465332031,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:2)_FA 18:2,TAG,284694.71875,286748.8984375,271099.37841796875,299355.80126953125,306448.47998046875,287006.02099609375,239677.51708984375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:2)_FA 20:0,TAG,44169.92321777344,41307.1231842041,45297.08290100098,37984.46302032471,45276.52388000488,37614.282974243164,34607.30210876465,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:2)_FA 20:4,TAG,23824.24169921875,27326.921768188477,22958.501609802246,22949.381408691406,26484.421882629395,21800.341232299805,26022.621978759766,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:3)_FA 16:0,TAG,97318.54711914062,251093.2389831543,61687.82466125488,125789.40850830078,158580.41177368164,66158.60418701172,19306.281204223633,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:3)_FA 16:1,TAG,52444.24382019043,64482.68537902832,34534.06245422363,50924.08380126953,51236.52392578125,38973.002685546875,20439.481643676758,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:3)_FA 18:0,TAG,273009.2342529297,338113.3245239258,221601.5968017578,161349.58978271484,239255.7354736328,153827.60815429688,57040.364013671875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:3)_FA 18:1,TAG,467360.78955078125,524169.4227294922,391466.4060058594,444482.4504394531,508884.982421875,411819.44494628906,117903.888671875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:3)_FA 18:2,TAG,151065.83056640625,208087.2138671875,171073.4930419922,184248.71160888672,242087.64013671875,219830.8555908203,67268.484375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
