Lipid,Class,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankPlasma_NA,C-1BMVF,C-1PlasmaF,C-2BMVF,C-2PlasmaF,C-3BMVF,C-3PlasmaF,C-4BMVM,C-4PlasmaM,C-5BMVM,C-5PlasmaM,C-6BMVM,C-6PlasmaM,E-1BMVF,E-1PlasmaF,E-2BMVF,E-2PlasmaF,E-3BMVF,E-3PlasmaF,E-4BMVM,E-4PlasmaM,E-5BMVM,E-5PlasmaM,E-6BMVM,E-6PlasmaM,blankBMV_NA,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
[TG(41:1)]_FA16:0 | DG(42:1)_C16:0_2,TAG | DAG,1068.1000785827637,1073.8000793457031,1023.2800712585449,1390.8000831604004,1139.5600700378418,1120.2000846862793,1316.1200981140137,1162.3000831604004,1076.1800689697266,1126.8400802612305,1352.3600883483887,1031.6800689697266,1106.2600746154785,1150.9000854492188,1041.9000778198242,1061.980079650879,1152.2200660705566,1025.800064086914,954.0600738525391,1069.5600814819336,992.0200653076172,1011.4200668334961,1048.0400657653809,1017.2600708007812,1193.0000801086426,1007.3200645446777,1006.2600708007812,1009.0600776672363,1115.9200897216797,1067.4200706481934,1072.8800735473633,956.4800643920898,1099.920078277588,955.0600662231445,1060.8400802612305,1058.880084991455,1006.7000694274902,1199.1200866699219,975.5000648498535,1068.1000785827637,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:1)]_FA16:1 | DG(42:1)_C16:1,TAG | DAG,2319.1601905822754,2224.0801582336426,2234.3001861572266,1949.4201354980469,1937.7601356506348,1975.6001358032227,1998.2601470947266,2137.140163421631,1989.8601264953613,2068.080146789551,1935.0801124572754,2164.680145263672,2098.0001487731934,2209.8201446533203,1934.120132446289,2103.860137939453,2112.9401512145996,2113.880138397217,2085.820156097412,2004.0201263427734,2161.3201332092285,2067.8001594543457,2059.8001556396484,2437.920166015625,2003.3601341247559,2468.4801712036133,2223.3801651000977,2148.880157470703,2056.7001571655273,2095.680145263672,2323.460174560547,2103.8001556396484,2096.8401489257812,1965.280143737793,2243.0201530456543,2242.9001655578613,2047.1601333618164,2176.5601654052734,2132.440143585205,2319.1601905822754,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:1)]_FA16:1 | DG(42:1)_C16:1_2,TAG | DAG,1037.1600799560547,1114.9800758361816,1190.720069885254,1565.0201110839844,1086.2200813293457,1087.3200798034668,1181.8200798034668,1180.4800720214844,1230.1600799560547,1162.3200912475586,1144.2000694274902,1205.0200843811035,1260.0000801086426,1186.7800788879395,1198.660083770752,1098.0200653076172,1081.0600700378418,1251.800090789795,1209.6000862121582,1389.400104522705,1074.0400657653809,1355.020092010498,1108.4200820922852,1110.7000846862793,1165.8800773620605,1248.440097808838,1141.0600891113281,1153.7600631713867,1042.080078125,1139.920078277588,1098.780086517334,1169.8800888061523,1118.9600639343262,1148.4000816345215,1121.5200881958008,1090.4000663757324,1190.020092010498,1282.6200866699219,1075.8800811767578,1037.1600799560547,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:1)]_FA18:0 | DG(42:1)_C18:0,TAG | DAG,1971.320140838623,1861.580135345459,2075.2601432800293,1876.0001335144043,2050.2001457214355,1920.7401313781738,2059.980155944824,1896.6801261901855,2111.9001541137695,1832.540126800537,2103.7401542663574,1897.8601188659668,2074.260150909424,2001.860149383545,1873.5401306152344,1890.0801277160645,1952.1601257324219,2077.180149078369,1831.6601371765137,2277.22017288208,1883.6801223754883,1981.9801559448242,1957.2201309204102,1945.000129699707,2072.620147705078,2208.5201530456543,1993.9801330566406,1819.7401237487793,1916.6401329040527,1884.4001274108887,1842.4401206970215,1902.140121459961,1999.8001403808594,2426.9801750183105,2080.6001510620117,2010.5601539611816,2031.120132446289,1888.1201171875,2634.700180053711,1971.320140838623,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:1)]_FA18:0 | DG(42:1)_C18:0_2,TAG | DAG,1060.340072631836,1337.7800941467285,1271.1400871276855,2996.640193939209,1407.9001083374023,970.140064239502,1951.0801429748535,1258.0400886535645,1419.5800895690918,1419.7000923156738,1361.9600944519043,1191.1800918579102,1909.740119934082,1217.9600868225098,1036.4400787353516,1054.9400749206543,955.3600692749023,1358.9601097106934,1208.100082397461,1124.0800743103027,1160.500087738037,1185.4200859069824,972.020076751709,1064.6600799560547,1142.7000770568848,1204.5000801086426,1180.0600852966309,1237.0000915527344,1071.6000785827637,1004.7800674438477,1242.1200828552246,1016.7800788879395,1280.7400817871094,1200.7800788879395,1288.9001007080078,1430.9401054382324,1295.4200859069824,1161.0200805664062,1041.9200744628906,1060.340072631836,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:1)]_FA18:1 | DG(42:1)_C18:1,TAG | DAG,2281.9801635742188,2424.6401710510254,2489.980178833008,2465.560188293457,2335.7801628112793,2593.440196990967,2712.6602096557617,2190.320167541504,2410.960163116455,2081.3601303100586,2360.860164642334,2105.1001625061035,2422.220157623291,2027.3201446533203,2211.340160369873,2200.100154876709,2527.1401710510254,2514.220188140869,2438.58016204834,2428.460178375244,2242.0801582336426,2576.7201957702637,2297.1201515197754,2570.9201850891113,2400.6801681518555,2229.060173034668,2543.760181427002,2225.62015914917,2575.480178833008,2598.6201820373535,2474.9201850891113,2708.3801918029785,2465.760185241699,2412.3801803588867,2226.960174560547,2466.640163421631,2466.1001930236816,2657.6202087402344,2239.760166168213,2281.9801635742188,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:1)]_FA18:1 | DG(42:1)_C18:1_2,TAG | DAG,1305.6600799560547,1548.1601028442383,1042.3200721740723,1823.2801322937012,1602.5001068115234,1102.8000793457031,1215.6000938415527,1401.8001022338867,1591.020118713379,1540.2001190185547,1196.200080871582,1462.2801132202148,1131.2800788879395,1059.7200736999512,1426.300106048584,1293.4600944519043,1430.5801124572754,1242.900089263916,1429.5600967407227,1128.860092163086,1497.5801048278809,1176.0600776672363,1353.0600891113281,1163.1800727844238,1373.3800964355469,1613.0801162719727,1183.0200843811035,1137.1200790405273,1283.5200843811035,1650.9601249694824,1347.0800971984863,1440.6401176452637,1328.0000953674316,1077.8200759887695,1242.8000869750977,1247.7000732421875,1282.3600883483887,1182.3200721740723,1138.720085144043,1305.6600799560547,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA14:0,TAG,950.3800621032715,977.4800682067871,985.2200775146484,1101.0600852966309,988.080078125,952.0600547790527,1024.3800773620605,966.080078125,948.3400611877441,958.56005859375,950.1800651550293,992.7600593566895,1005.2200698852539,953.9600715637207,1053.8400764465332,956.740062713623,987.1800689697266,1026.200065612793,1049.7000694274902,1064.820068359375,1030.3800811767578,970.9000663757324,955.7200698852539,954.1400680541992,1026.8400764465332,952.1000633239746,1012.6800689697266,1079.020076751709,1045.8400688171387,995.9600601196289,994.2400779724121,1063.7400856018066,1000.8800621032715,959.3000640869141,986.2000694274902,980.380069732666,1137.160083770752,1047.5000801086426,957.2400703430176,950.3800621032715,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA16:0 | DG(42:2)_C16:0,TAG | DAG,2249.640163421631,2005.880142211914,1729.020107269287,1795.18013381958,2947.260196685791,1746.2001190185547,1946.560146331787,2480.0801544189453,1790.0801162719727,2345.3401412963867,1747.0001182556152,2408.860191345215,2790.3002166748047,1951.8801345825195,1875.120132446289,1705.8201332092285,1842.3801345825195,1936.0201225280762,2114.980152130127,1725.2601127624512,1859.3201179504395,1763.2401123046875,2028.5001373291016,1997.980152130127,1807.0001373291016,2039.4401321411133,2008.4801330566406,2022.0201568603516,1866.7201194763184,2268.360149383545,1723.2601203918457,1836.1401138305664,2207.6601524353027,2865.8602142333984,1861.6401252746582,2133.060146331787,1978.1801452636719,2053.320137023926,2742.1201972961426,2249.640163421631,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA16:0 | DG(42:2)_C16:0_2,TAG | DAG,1247.2800827026367,966.2400665283203,1159.0600776672363,1079.0200691223145,1122.9600791931152,1142.4000854492188,1155.7000923156738,1200.5000762939453,1214.9400825500488,1061.0200729370117,997.2200660705566,986.0400733947754,1086.1000671386719,962.3200645446777,1075.2600746154785,1026.0600700378418,1057.440071105957,1138.920078277588,1025.5200729370117,966.0600700378418,967.1800727844238,1116.7200775146484,970.7200660705566,965.6600646972656,1020.140064239502,1051.0200653076172,952.7600708007812,1183.4200897216797,1087.0000762939453,954.6600761413574,952.2000617980957,1016.8600692749023,988.3400650024414,1030.0400657653809,980.6200714111328,1137.260082244873,972.1200714111328,1076.3200721740723,1004.5400695800781,1247.2800827026367,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA16:1 | DG(42:2)_C16:1,TAG | DAG,1987.0801239013672,2095.100154876709,1934.5401420593262,1998.9201393127441,2001.1801490783691,1921.3001251220703,1947.5001487731934,1983.700138092041,2138.4801483154297,2285.3801612854004,2024.2201538085938,1921.1601333618164,2283.3601455688477,2142.5601387023926,2000.6801528930664,2226.300163269043,2001.9201431274414,2096.0801582336426,2123.920150756836,1929.9201354980469,2039.5201377868652,1922.0001258850098,2139.780158996582,2006.900146484375,1982.8001441955566,2101.100143432617,2225.720184326172,2175.260150909424,1908.0001373291016,2131.9201469421387,2020.980152130127,1998.3201522827148,2169.340156555176,2058.960132598877,1980.5201454162598,2006.7401428222656,2611.1401710510254,2252.1201553344727,2537.880184173584,1987.0801239013672,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA16:1 | DG(42:2)_C16:1_2,TAG | DAG,1098.8600730895996,1090.2000694274902,1055.1200637817383,1311.0600852966309,1233.7400970458984,1033.2800674438477,1072.460075378418,1081.4800834655762,1291.4001007080078,1242.3600883483887,1067.5000839233398,1181.7200813293457,1299.2200889587402,1080.2400665283203,1113.1600723266602,1044.660068511963,1179.9400787353516,1051.980079650879,1100.8600769042969,1189.760082244873,1083.7000732421875,1085.6600608825684,1072.2400741577148,1337.8400917053223,1081.5600814819336,1105.840087890625,1048.420066833496,1090.6600799560547,1162.000072479248,1045.7800750732422,1044.4200706481934,1135.900074005127,1053.1800804138184,1165.0800971984863,1038.260066986084,1069.3800773620605,1063.4600830078125,1045.200065612793,1137.7600708007812,1098.8600730895996,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA18:0 | DG(42:2)_C18:0,TAG | DAG,1738.140121459961,1744.2001152038574,1977.580135345459,1844.7801246643066,1918.6801376342773,2076.9601516723633,1847.280128479004,1835.9801330566406,1748.4001197814941,1747.9801216125488,1930.200122833252,1884.220127105713,1962.2601356506348,2102.7201538085938,1926.060146331787,1738.060115814209,1779.0401344299316,1913.9801330566406,2016.5401420593262,1983.940143585205,1948.9401321411133,2092.940155029297,1804.2401275634766,1920.900131225586,1870.320140838623,1753.5401306152344,2167.160167694092,2097.8001594543457,1910.5801315307617,2143.080146789551,2060.2201499938965,1882.900131225586,2085.960132598877,1837.5801315307617,2041.7601585388184,2107.2801475524902,2013.320156097412,1996.9401321411133,2034.320140838623,1738.140121459961,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA18:0 | DG(42:2)_C18:0_2,TAG | DAG,990.9800796508789,1517.860107421875,1149.380084991455,1710.3201065063477,1082.8000831604004,1160.8400917053223,1356.920108795166,1241.2200927734375,1000.5000801086426,1034.560073852539,1309.480094909668,1102.8600692749023,1208.580093383789,1275.5000953674316,1009.1200752258301,1016.8800811767578,955.260066986084,1318.440086364746,1109.0800895690918,1031.8000679016113,1077.5200729370117,1310.4000968933105,960.880069732666,1076.7400817871094,1042.6800804138184,1117.940071105957,1128.820083618164,1312.5801010131836,956.6600685119629,1096.2200927734375,1102.6400833129883,1107.3200874328613,1108.7200813293457,1508.1001052856445,980.7000694274902,1118.7600784301758,1080.7600708007812,997.5800666809082,959.1600685119629,990.9800796508789,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA18:1 | DG(42:2)_C18:1,TAG | DAG,2352.960163116455,2049.3401374816895,2058.080135345459,2150.9001426696777,2299.3801612854004,2269.1001472473145,2156.5601692199707,2129.8801612854004,2387.6001586914062,2349.3801765441895,2220.9001502990723,2319.7201614379883,2288.6201782226562,2015.1601371765137,2285.860153198242,1929.2801208496094,2691.2202072143555,2026.9001426696777,2013.440143585205,2035.9201583862305,2002.980136871338,1979.360149383545,2290.140167236328,2353.600170135498,2241.4201622009277,2296.840160369873,2433.5601692199707,2006.220142364502,2405.2201652526855,2063.2801475524902,1981.6401405334473,2706.900203704834,2157.7001342773438,1943.4201354980469,2146.0401573181152,2103.3801460266113,2199.5801582336426,2530.3601837158203,2124.340160369873,2352.960163116455,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA18:1 | DG(42:2)_C18:1_2,TAG | DAG,1103.5000610351562,1330.220085144043,1090.920078277588,1245.6600952148438,1381.6000938415527,1104.2000770568848,1200.2400856018066,1397.2000999450684,1267.6200828552246,1218.2600898742676,1202.7800788879395,1243.5400886535645,1123.8600807189941,1108.6000747680664,1200.8600807189941,1466.260108947754,1167.8000869750977,1313.2000923156738,1136.900074005127,1162.1400909423828,1086.7600784301758,1095.3000679016113,1332.2800941467285,1380.8200988769531,1210.8600730895996,1627.4001083374023,1202.6000938415527,1202.480068206787,1441.260082244873,1155.54008102417,1440.4200859069824,1454.4801177978516,1217.500087738037,1086.2000846862793,1511.0401077270508,1212.1400871276855,1219.880084991455,1163.7800788879395,1069.2800750732422,1103.5000610351562,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA18:2 | DG(42:2)_C18:2,TAG | DAG,2786.2401695251465,2464.900177001953,2570.3001708984375,2907.4802284240723,2841.5802154541016,2785.0601844787598,2454.660182952881,2330.8001441955566,2839.12020111084,2474.6801795959473,2291.8201751708984,2225.0201568603516,2298.7201652526855,2651.580177307129,2615.880172729492,2386.320167541504,2440.9201583862305,2552.240165710449,2557.680187225342,2571.72017288208,2874.7201919555664,2432.640167236328,2505.1801834106445,2219.5201530456543,2673.040180206299,2570.3202018737793,2284.3801498413086,2521.0201721191406,2464.6201667785645,2210.000144958496,2378.6801719665527,2328.040168762207,2514.920166015625,2484.5801582336426,2493.4601707458496,2444.960163116455,2552.4001655578613,2891.8202056884766,3032.3802070617676,2786.2401695251465,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(41:2)]_FA18:2 | DG(42:2)_C18:2_2,TAG | DAG,1172.2800788879395,1480.2801055908203,1304.5000915527344,1315.6000862121582,1611.4001235961914,1305.4800987243652,1711.8601264953613,1416.3200874328613,1266.080078125,1765.140121459961,1318.7401123046875,1426.2201194763184,1258.4000778198242,1231.6400985717773,2006.3201293945312,1215.1200904846191,1379.4400939941406,1336.7400932312012,1192.54008102417,1146.8600845336914,1460.320110321045,1768.9601402282715,1477.3601150512695,1424.2001037597656,1520.2601203918457,1080.2600746154785,1092.5400695800781,2034.8401527404785,1524.4001274108887,1233.64009475708,1458.5400924682617,1623.4601249694824,1629.0801277160645,1422.6800956726074,1498.540126800537,2289.5001640319824,1717.3401184082031,1262.7000923156738,1656.160140991211,1172.2800788879395,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:0)]_FA14:0,TAG,2168.820152282715,1758.1201095581055,2039.3001403808594,1310.940097808838,1609.6001167297363,1260.9000854492188,1415.8800926208496,1187.2600708007812,1179.280086517334,1285.2200889587402,1845.180118560791,1754.7001190185547,1577.9601097106934,1130.500087738037,1778.6801223754883,1426.8401184082031,1269.9600944519043,1588.7201118469238,1616.9801330566406,1714.9401092529297,1558.760108947754,2156.240161895752,1677.3401145935059,1224.0400772094727,1731.280117034912,1752.0801277160645,2085.9801483154297,1581.16011428833,1734.8601455688477,1836.5001335144043,1716.4401245117188,1675.9801216125488,2331.260139465332,2084.7801551818848,1567.5601043701172,1474.380111694336,2104.480152130127,1254.3800888061523,2204.1001625061035,2168.820152282715,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,TAG | DAG,4318.620319366455,3609.260265350342,5346.660358428955,4159.320278167725,5208.960391998291,4636.820293426514,4795.280323028564,4141.480274200439,4361.300342559814,4626.42032623291,4212.040283203125,4224.260314941406,6239.48042678833,3734.9002265930176,2415.200164794922,2792.880214691162,3444.6002464294434,2764.78018951416,4439.240364074707,2721.3201866149902,4342.720333099365,3681.340244293213,5432.340351104736,5946.160423278809,2566.5401725769043,2427.360164642334,4944.860363006592,5673.840377807617,2928.18021774292,5626.58039855957,3257.6202278137207,5107.340366363525,4139.820308685303,5583.000415802002,3121.5202255249023,5468.220386505127,3722.5402488708496,4750.740375518799,4501.600341796875,4318.620319366455,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0_2,TAG | DAG,1829.9201431274414,1633.0401000976562,1607.6400985717773,1681.2601203918457,1899.6001472473145,2492.860137939453,2017.1801528930664,2354.020175933838,2350.780174255371,1992.6201438903809,2283.7001762390137,1497.3600883483887,2484.0601921081543,1500.060115814209,1932.3201370239258,3133.260227203369,2406.6601600646973,2957.8601837158203,2357.4801445007324,2889.8001976013184,2420.220184326172,2437.2401695251465,2018.4801292419434,2537.700180053711,1950.780117034912,2020.8801498413086,2570.1801795959473,2815.3802070617676,1665.7001152038574,3023.700225830078,1682.3201217651367,2170.8801460266113,2465.260166168213,2521.260185241699,1655.3401184082031,2424.740188598633,2288.260154724121,2431.100154876709,1879.9601249694824,1829.9201431274414,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG | DAG,2126.4001388549805,2086.920150756836,1964.9401588439941,2101.500171661377,2616.420181274414,2463.1401557922363,2212.060161590576,3028.4002380371094,2506.9801712036133,2183.3601417541504,2454.040180206299,2461.780170440674,2037.3401489257812,2281.9601554870605,2303.08016204834,2414.5201721191406,2181.1401443481445,2160.560157775879,2431.740161895752,2515.860176086426,2391.840156555176,2099.440143585205,2260.600170135498,4007.600299835205,2314.020175933838,2740.240203857422,2460.920181274414,3102.4402236938477,1877.2601356506348,3344.380229949951,2255.9801597595215,2339.720157623291,2160.000160217285,1904.7001266479492,2505.000175476074,3408.5602531433105,2394.5001792907715,3411.280242919922,2584.720188140869,2126.4001388549805,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0_2,TAG | DAG,1116.000072479248,1767.520118713379,1477.3201179504395,1470.0400924682617,1984.0201301574707,1475.3801078796387,2263.540180206299,1652.220115661621,1073.5800743103027,1139.9200706481934,1680.540126800537,1440.6600952148438,2131.460159301758,1567.880111694336,1649.240119934082,1138.7400741577148,1176.6200866699219,2733.840171813965,2048.2201232910156,1991.880126953125,1572.940113067627,2169.500160217285,1166.3600845336914,1509.4601249694824,1574.540111541748,2172.660144805908,1548.260097503662,3178.3402061462402,1575.5001220703125,1576.1201133728027,1746.2801132202148,1446.4401016235352,1229.680088043213,4691.320308685303,1458.9001159667969,3347.5802421569824,1501.0001029968262,1229.8200950622559,1281.000087738037,1116.000072479248,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:1)]_FA14:0,TAG,1250.1600875854492,1075.4200820922852,1106.6000671386719,1065.5400733947754,1254.3800888061523,1105.5800704956055,1140.260082244873,1061.640064239502,1009.1200828552246,1109.5600662231445,1003.0000686645508,959.880054473877,1080.5200805664062,1014.520076751709,1163.3600769042969,1106.8200759887695,1042.0200805664062,1000.2400779724121,954.3600616455078,1153.9600868225098,1350.600112915039,1065.3400650024414,1015.7200775146484,1237.480094909668,1237.4000854492188,1096.1000747680664,1038.3800659179688,1095.340072631836,1321.880084991455,1169.880084991455,1092.7000885009766,1032.6200675964355,999.7400741577148,1020.7800674438477,1124.4200744628906,1048.8000717163086,1178.5400924682617,952.7000732421875,1082.0200843811035,1250.1600875854492,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,TAG | DAG,2526.7601890563965,2300.3201637268066,2369.2801551818848,2263.880157470703,2625.320198059082,2472.000186920166,3402.0802116394043,2706.5602073669434,2303.480152130127,3325.100227355957,2541.8201751708984,2857.600185394287,2666.260181427002,2232.66015625,1897.8801307678223,2242.2601623535156,1830.5201301574707,1934.2201232910156,2616.380199432373,2090.2401428222656,2273.380168914795,2379.9401626586914,3015.8002281188965,2436.7001762390137,2105.3001403808594,2318.2201538085938,2734.1201705932617,2560.7001991271973,1962.460132598877,3047.9002113342285,2173.6801414489746,3023.840217590332,2044.0801582336426,2995.7001876831055,2373.12015914917,3302.7602500915527,2064.6601524353027,2405.5401649475098,2930.1401901245117,2526.7601890563965,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0_2,TAG | DAG,990.0400695800781,1206.1400833129883,1354.240104675293,1308.780101776123,1191.3600769042969,1305.1600914001465,1323.160099029541,1301.4800987243652,1055.5400695800781,1441.4800987243652,1588.9801063537598,1328.520076751709,1555.2201118469238,1179.4600791931152,1098.6000785827637,1192.2400703430176,1308.8000793457031,1255.4400749206543,1215.380084991455,1177.1000862121582,1234.360092163086,1457.60009765625,1262.5800819396973,1359.400089263916,1373.3200759887695,1724.0801086425781,1033.500072479248,1543.760108947754,1406.2400970458984,1581.7001266479492,1224.7000846862793,1030.7400703430176,1178.440086364746,1071.8200798034668,1030.5800743103027,1192.6000862121582,1189.0000915527344,1174.0200729370117,1148.8800888061523,990.0400695800781,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1,TAG | DAG,2407.1801719665527,2539.08016204834,1990.9401397705078,1983.2601280212402,2213.0601387023926,2236.140151977539,2159.840133666992,2039.8801307678223,2035.780143737793,2274.500144958496,1970.6601295471191,2327.5001640319824,2310.5001525878906,2165.74015045166,2046.3801498413086,2342.8401489257812,2108.0801582336426,1963.660140991211,2178.3801612854004,2816.3401985168457,2348.900173187256,2433.4601707458496,2322.100154876709,2149.8801460266113,1933.1001434326172,2290.1401557922363,2130.5001678466797,2088.20015335083,2055.940139770508,2148.0601654052734,2233.5801696777344,2472.5401725769043,2060.0201416015625,2185.200168609619,2257.5601692199707,2207.700164794922,2161.120147705078,2177.380157470703,2423.3001823425293,2407.1801719665527,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1_2,TAG | DAG,1133.7800903320312,1179.380084991455,1099.0800743103027,1170.2800827026367,1111.9200820922852,1143.1200714111328,1211.04008102417,1412.9800987243652,1247.7201042175293,1254.8801078796387,1209.0400924682617,1275.800090789795,1208.4800834655762,1402.8601036071777,1044.4400749206543,1357.6800994873047,1128.7600708007812,1279.200080871582,1177.9400901794434,1208.6600914001465,1156.0000648498535,1155.8200721740723,1257.960090637207,1111.8400802612305,1223.740089416504,1282.2800903320312,1137.2800827026367,1056.0400619506836,1197.600082397461,1243.4800834655762,1061.9200744628906,1276.400089263916,1323.9600982666016,1139.7800827026367,1301.1200866699219,1242.6000747680664,1138.660068511963,1438.2601165771484,1249.000087738037,1133.7800903320312,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,TAG | DAG,2501.9601821899414,2350.860179901123,2371.420177459717,2032.3401565551758,1942.3801383972168,2270.500171661377,2667.7801818847656,2444.020164489746,2492.0401763916016,2266.0001525878906,2527.460178375244,2267.5001525878906,2360.0401649475098,2309.160182952881,2663.9201850891113,2164.6201515197754,2166.4801635742188,1926.0601387023926,2106.1001472473145,2154.340171813965,2210.0801544189453,1937.980136871338,1956.720142364502,2354.2801780700684,1992.6801414489746,2578.5201721191406,2115.480140686035,1880.1401252746582,1991.9201469421387,2076.1601371765137,2082.860164642334,2753.1602172851562,2116.380138397217,2740.360179901123,2256.440158843994,2413.600166320801,2111.4001541137695,2837.020191192627,2332.6601753234863,2501.9601821899414,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0_2,TAG | DAG,1331.0800895690918,1418.6800918579102,1392.020092010498,1777.4001235961914,1515.1001052856445,1020.6200752258301,1540.6201057434082,1023.5400772094727,1214.4000854492188,1623.7001113891602,1533.3801155090332,2025.5801315307617,1661.200107574463,1193.3200721740723,1415.5600852966309,1048.380084991455,1139.7800750732422,1502.6001014709473,1445.6601028442383,1268.700096130371,1310.7000885009766,1317.740089416504,1090.740077972412,1093.2400817871094,1409.300090789795,1337.9600944519043,1621.7401161193848,1505.3800964355469,1290.5800895690918,1132.2400856018066,1224.8000984191895,1001.4000663757324,1825.0001258850098,1574.460117340088,965.3800582885742,1334.0600852966309,1604.6201171875,1102.6000785827637,1084.8400764465332,1331.0800895690918,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG | DAG,3371.5002479553223,2734.760181427002,2572.420177459717,2513.940174102783,2524.68017578125,2473.620162963867,2528.9801635742188,2290.5601768493652,3007.4602127075195,2944.960193634033,2715.160202026367,2796.5202026367188,2420.080181121826,3472.280258178711,3193.4402198791504,3632.3202323913574,2503.2001876831055,3266.980224609375,3485.020252227783,2683.8801879882812,2809.5402030944824,2441.660171508789,3328.260242462158,3501.500259399414,2695.060188293457,2778.100200653076,3160.380226135254,2559.9801750183105,2544.260150909424,2780.260208129883,2987.64022064209,2912.940196990967,3290.580223083496,2920.7002143859863,2821.100200653076,2490.380214691162,2469.1201782226562,2713.8202018737793,3759.1202659606934,3371.5002479553223,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
