Lipid,Class,E-4BMVM,E-4BrainM,E-4LiverM,E-4PlasmaM,E-4RetinaM,E-5BMVM,E-5BrainM,E-5LiverM,E-5PlasmaM,E-5RetinaM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
PS(40:3),PS,13502.901058197021,16939.64112472534,49261.60372161865,2381.2201805114746,67898.2445526123,5823.360355377197,74944.74520111084,41250.04293823242,1868.800121307373,63569.18460083008,1524.7000999450684,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(40:4),PS,1489.9001007080078,1432.9200973510742,76207.56634521484,2600.6802101135254,20045.681648254395,1374.360092163086,2325.440155029297,88986.4854888916,2438.7801666259766,13121.060920715332,1308.5200881958008,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(40:5),PS,1578.2801208496094,1799.9601135253906,138357.30996704102,4637.340335845947,6638.060413360596,1423.8400955200195,3552.6802558898926,233319.71771240234,4525.0602951049805,5681.140434265137,1473.5201110839844,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(40:6),PS,2605.5401878356934,2158.340156555176,682944.0267333984,7600.640579223633,13453.840969085693,2431.6401901245117,4610.920280456543,1285624.24609375,16267.481212615967,10766.740825653076,1919.4001197814941,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(42:0),PS,1594.5800971984863,1399.820110321045,6739.020469665527,1487.3001022338867,2060.9201431274414,1496.6801223754883,2342.340160369873,5905.7404708862305,1491.3400955200195,2103.420135498047,1294.0200881958008,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(42:1),PS,1607.9001235961914,1397.460090637207,6034.520454406738,1443.4201049804688,2606.240188598633,1362.7200927734375,2260.3201789855957,6383.920436859131,1609.9000968933105,2898.620185852051,1298.5600776672363,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(42:2),PS,1640.6200981140137,1411.8200912475586,3494.6802711486816,1460.4800987243652,1929.8801345825195,1470.4200973510742,1662.5001029968262,3244.560245513916,1445.4801063537598,2196.800163269043,1306.1400756835938,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(42:3),PS,1733.520107269287,1451.700096130371,7680.040458679199,1416.5401039123535,2777.760196685791,1382.7800979614258,2297.000160217285,6822.380382537842,1441.3800926208496,3348.1202239990234,1295.3200798034668,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(42:4),PS,1394.5800971984863,1437.7000923156738,18949.72124862671,1537.0201110839844,8964.960586547852,1302.2200813293457,1873.1601066589355,17432.00121307373,1392.8000984191895,4233.140274047852,1352.7400970458984,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(42:5),PS,1457.3001022338867,1595.5001106262207,119647.47029876709,2465.2801971435547,27564.641998291016,1538.520107269287,2286.6401710510254,104068.14672851562,2470.620162963867,11684.620769500732,1561.1401176452637,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(42:6),PS,3525.5802421569824,2558.340175628662,272634.65521240234,3851.760284423828,44100.94268798828,1882.0601081848145,4427.360252380371,234055.3764038086,3320.720226287842,16800.041160583496,1842.300136566162,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(43:0),PS,2268.680145263672,1751.9001159667969,134869.8486328125,2602.900203704834,21122.68169403076,1796.700138092041,2376.440170288086,144232.17086791992,2385.3001708984375,5926.820411682129,1366.5600929260254,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(43:1),PS,2187.340133666992,1676.8801193237305,254102.49570465088,2796.9402084350586,30339.641960144043,1472.9801063537598,3389.2402114868164,268679.5813598633,3134.420223236084,12596.1208152771,1536.1401100158691,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(43:2),PS,1562.980110168457,1432.520092010498,14789.32109451294,1933.0801277160645,5670.700401306152,1589.2401237487793,2147.680160522461,12362.360870361328,1426.220085144043,3017.4002113342285,1346.3600959777832,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(43:4),PS,1481.3200912475586,1386.9000930786133,28000.782066345215,1452.2401123046875,9704.200698852539,1300.7800903320312,1589.040096282959,11884.020713806152,1548.300106048584,5590.500419616699,1294.780086517334,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(43:6),PS,1696.3801078796387,1502.5001106262207,14450.240886688232,1526.5601043701172,3962.740261077881,1287.9200820922852,1632.200107574463,8545.800605773926,1399.0401000976562,3956.480266571045,1336.980094909668,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:0),PS,1358.9000968933105,1331.8000831604004,15592.401271820068,1418.5801124572754,9073.180683135986,1345.760097503662,1544.4200973510742,8936.040645599365,1429.900104522705,3212.78023147583,1293.7800788879395,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:1),PS,1479.2801094055176,1432.6000938415527,11169.800804138184,1314.64009475708,5465.940383911133,1415.840103149414,2429.0601692199707,7861.360546112061,1563.460105895996,3025.8402366638184,1377.520092010498,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:10),PS,1748.920124053955,1497.2200965881348,17273.96113204956,1634.4001197814941,6120.940456390381,1958.660140991211,2026.9601516723633,9391.160697937012,1815.4801216125488,4440.620330810547,1338.7200775146484,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:12),PS,1397.300090789795,1320.5400848388672,16193.081069946289,1328.3000946044922,7437.5205154418945,1314.1801071166992,1842.3401412963867,7234.9005699157715,1420.1201057434082,5421.900390625,1295.020092010498,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:2),PS,1376.8400955200195,1474.000087738037,3987.040313720703,1348.9401016235352,3439.5202674865723,1426.0801124572754,1525.800106048584,2400.480178833008,1391.920093536377,3200.920207977295,1299.9400939941406,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:3),PS,1542.8401145935059,1909.740119934082,4665.640331268311,1372.440097808838,3769.080249786377,1343.6001014709473,2520.340175628662,2655.360176086426,1333.6800918579102,3807.740249633789,1294.8200912475586,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:4),PS,1634.6601066589355,1728.7201118469238,4083.860282897949,1389.4801025390625,3860.3002967834473,1321.2200927734375,5551.260406494141,2906.500202178955,1453.7800979614258,3768.8002738952637,1294.8000869750977,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:5),PS,1827.1001358032227,5207.940330505371,7056.600456237793,1294.3000946044922,8590.180679321289,1571.6401138305664,14930.68102645874,7096.500514984131,1345.660083770752,6424.560455322266,1358.380084991455,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(44:6),PS,1840.9801406860352,4564.720333099365,29970.402141571045,1570.7801094055176,17611.5210647583,1610.8201179504395,23235.661548614502,29119.081909179688,1429.400089263916,11471.480743408203,1295.1800842285156,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-28:0),PS,1466.8200950622559,1691.1201095581055,3216.940242767334,1774.3001174926758,4341.700294494629,1657.720115661621,2072.6001358032227,4868.640342712402,1530.9601020812988,2622.1202125549316,1612.200107574463,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-29:0),PS,26557.00193786621,14900.641021728516,27373.40207672119,15418.781200408936,26200.80206298828,35053.04222869873,29397.562057495117,21580.981475830078,16783.941150665283,26002.081771850586,18256.701095581055,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-30:0),PS,1420.920078277588,1348.5600852966309,2668.0402297973633,1531.2000999450684,9824.740730285645,1445.3201026916504,1752.4401168823242,2473.5601844787598,1648.5401229858398,6305.740432739258,1626.3601036071777,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-31:0),PS,1373.0400924682617,1641.4201278686523,2323.6201210021973,1509.800106048584,7269.600547790527,1331.3200912475586,1796.1401443481445,2473.5801849365234,1671.3401069641113,4262.580253601074,1550.2601013183594,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-32:0),PS,1596.6801109313965,1342.8200912475586,2365.8601455688477,1502.760108947754,6492.940448760986,1340.8200912475586,1515.8401107788086,1844.8001327514648,1551.000114440918,4124.320281982422,1301.2200965881348,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-33:0),PS,2320.4201622009277,2063.140148162842,9032.580673217773,2010.260154724121,5534.880416870117,2373.280158996582,3521.4203033447266,10753.040710449219,2176.520149230957,4231.000255584717,1673.220127105713,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-34:0),PS,1284.5400772094727,1593.2801094055176,2235.440155029297,1289.6200866699219,3707.080291748047,1396.1001052856445,1390.5400886535645,2789.1401977539062,1333.7200927734375,3417.680233001709,1424.180103302002,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-35:0),PS,2048.5201301574707,2964.7602157592773,11327.180793762207,1893.300136566162,22276.281604766846,1773.6401329040527,6378.540458679199,10889.560787200928,1759.0201301574707,18901.86148071289,1544.4201049804688,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-36:0),PS,2136.880142211914,1418.56010055542,2463.200183868408,2118.640163421631,4652.440311431885,1845.6601371765137,2957.740207672119,2095.1401405334473,1594.4201011657715,4243.220268249512,1413.2400932312012,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-37:0),PS,1348.5800971984863,1625.7001113891602,16724.201148986816,1388.5400924682617,4675.580352783203,1492.0001068115234,2052.820137023926,19457.941158294678,1457.9600944519043,5015.660354614258,1450.920093536377,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-38:0),PS,1581.9201126098633,1355.4000854492188,8013.200614929199,2411.0601539611816,2046.9001541137695,1347.2600936889648,2678.3401641845703,6731.840385437012,2537.820182800293,2911.6202278137207,1408.6200904846191,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-39:0),PS,1483.2401123046875,1410.6200866699219,2170.6001586914062,1435.220100402832,2100.8401489257812,1312.740089416504,1763.780128479004,2755.5601806640625,1673.420124053955,1931.1401405334473,1370.0200958251953,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-40:0),PS,1980.7401542663574,2684.860206604004,32904.2024230957,2937.2002182006836,5489.320335388184,1453.0801048278809,8637.740520477295,39299.76253890991,3292.3402214050293,6352.620422363281,1403.460090637207,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-41:0),PS,1469.6200904846191,1467.7000999450684,3793.020278930664,1421.880084991455,1579.200122833252,1393.4000968933105,1583.9201049804688,4319.86030960083,1501.0200996398926,2034.8401641845703,1324.160099029541,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-42:0),PS,9204.880661010742,3511.0202445983887,62715.50452423096,2027.3201522827148,13334.680904388428,4631.180332183838,11295.960750579834,52232.923889160156,2490.2201766967773,11801.220775604248,1489.0801048278809,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-42:4),PS,1353.3200874328613,1361.7000770568848,7757.460556030273,1403.280101776123,4622.260322570801,1287.64009475708,1382.2400932312012,5672.800449371338,1725.940128326416,3793.2802772521973,1323.6200866699219,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(O-42:6),PS,1345.3001022338867,1371.0200996398926,7033.860511779785,1489.3801078796387,2463.100166320801,1349.980094909668,1530.4201126098633,13490.281028747559,1388.0801010131836,1666.60009765625,1294.8600959777832,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-28:0),PS,1657.2801208496094,1285.3400840759277,2782.640193939209,1500.5001029968262,3739.6202278137207,1510.5401039123535,1528.0201225280762,3908.2403106689453,1551.540111541748,2270.0601844787598,1408.080078125,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-29:0),PS,2371.4201736450195,1861.7601203918457,3331.9202270507812,1901.0601234436035,16037.801216125488,2189.0001640319824,2984.6402435302734,2787.120185852051,2041.5401306152344,7175.440452575684,2336.0001678466797,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-30:0),PS,1810.5801277160645,2028.080135345459,2342.4001846313477,2783.840232849121,14706.860824584961,1708.0201263427734,1938.1601104736328,2868.9201698303223,2428.320167541504,8142.280555725098,2102.10013961792,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-30:1),PS,1242.200080871582,1497.1800994873047,3710.300281524658,1616.5401191711426,16044.461193084717,1853.2801322937012,1720.5401039123535,5519.700389862061,1582.64009475708,7485.68053817749,1441.1001014709473,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-31:0),PS,1415.400089263916,1363.6600914001465,2502.6201934814453,1466.2601127624512,8867.840721130371,1373.1601028442383,1526.3401107788086,2921.8802375793457,1404.500099182129,5549.100372314453,1510.5201034545898,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-31:1),PS,1642.8601188659668,1438.4201011657715,2299.260154724121,1741.0801239013672,14765.921039581299,1361.6000938415527,1398.2800979614258,2589.3202018737793,1679.1201171875,5311.800323486328,1644.4001159667969,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-32:0),PS,1314.6600875854492,1431.000099182129,1765.860122680664,1395.16011428833,7750.600612640381,1316.2000923156738,1387.8600959777832,1766.3001136779785,1627.3801193237305,3851.4602546691895,1726.1601295471191,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-32:1),PS,1362.1201057434082,1405.8800888061523,2847.280200958252,1307.7400970458984,6004.360466003418,1503.0801086425781,1337.2200889587402,1944.480125427246,1402.840087890625,3305.9802207946777,1371.2800979614258,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-33:0),PS,1316.9800834655762,1464.9001083374023,2341.500160217285,1898.4401359558105,4177.440280914307,1327.0200843811035,1721.7001113891602,2682.700183868408,1413.1601066589355,2582.6401863098145,1359.3200950622559,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-33:1),PS,1658.0601119995117,2521.1401863098145,3062.3002014160156,1588.1401176452637,7409.420555114746,1730.340129852295,2518.240146636963,3196.1202354431152,1506.280101776123,5767.260398864746,1757.5801010131836,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-33:2),PS,1500.3401069641113,1604.1001052856445,2969.540214538574,1644.6001281738281,17433.121101379395,1438.9400939941406,1827.4001350402832,3719.4602546691895,1343.6000747680664,9688.040660858154,1437.000087738037,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-34:0),PS,1380.8000946044922,1441.400089263916,2140.7201347351074,1366.5801010131836,4937.2603759765625,1360.4001007080078,1497.0001029968262,1672.1201248168945,1439.60009765625,4187.200340270996,1363.7000885009766,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-34:1),PS,1587.100112915039,1373.9200897216797,1899.8401222229004,1634.1201210021973,7067.460525512695,1457.2601127624512,1760.3601264953613,2166.940158843994,1405.7000999450684,9025.620700836182,1461.480094909668,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-34:2),PS,1426.3200950622559,1550.1601181030273,1560.0201110839844,1533.5401039123535,17237.78122329712,1367.680088043213,1580.020107269287,2408.780185699463,1388.540096282959,12992.740905761719,1353.3400840759277,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-34:3),PS,2390.380168914795,1674.0201034545898,2553.9202003479004,2081.20015335083,18487.66130065918,1903.3001327514648,2218.020149230957,2991.620185852051,1644.5401077270508,13775.401107788086,1924.0801429748535,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-34:4),PS,1449.4400939941406,1423.9600982666016,1957.8401374816895,1386.3001022338867,10901.740787506104,1523.8000946044922,1563.3201026916504,1585.4801139831543,1417.5400886535645,8124.9205322265625,1438.240104675293,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-35:0),PS,1446.6800956726074,2019.7201385498047,18138.90143585205,2056.4401512145996,6523.84041595459,1605.0201148986816,2674.4401473999023,22460.721618652344,2313.4201698303223,5985.460437774658,1419.2000999450684,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-35:1),PS,1719.6601066589355,1492.1200981140137,12524.900875091553,2215.4001693725586,6568.06037902832,1388.220100402832,1992.8801307678223,19815.121559143066,2163.1601333618164,7808.140556335449,1643.9401092529297,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-35:2),PS,11563.960819244385,2122.420150756836,8655.320751190186,7363.400478363037,14138.540927886963,8410.740577697754,8878.860549926758,8523.840637207031,7711.02059173584,16233.041118621826,1931.820140838623,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-36:0),PS,1890.280158996582,1576.040111541748,5037.140407562256,1786.6601257324219,3552.080253601074,1533.540111541748,2155.3001556396484,7338.940559387207,1402.240089416504,3693.6602897644043,2058.980140686035,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-36:1),PS,1586.8800964355469,1434.9800910949707,3963.5402755737305,1367.2400970458984,5327.760360717773,1340.2200927734375,1671.280117034912,5240.700328826904,1501.860107421875,4638.140369415283,1433.3801002502441,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-36:2),PS,1388.4200820922852,1477.8801078796387,1787.7401237487793,1401.9800987243652,6265.580471038818,1377.080093383789,1559.900104522705,1847.8601303100586,1771.3001251220703,4650.920330047607,1635.660099029541,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-36:3),PS,1756.7001190185547,1565.600112915039,2192.8201637268066,1667.0401039123535,5266.500385284424,1518.9401168823242,1632.5601119995117,2726.6601943969727,1479.9001007080078,4963.140357971191,1315.2600860595703,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-36:4),PS,1514.9201011657715,1370.5000915527344,1640.2601127624512,1524.2201042175293,3023.0602111816406,1353.180088043213,1528.4401092529297,1992.9601402282715,1453.1800918579102,3464.2202377319336,1506.5401077270508,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-36:5),PS,1340.5200881958008,1347.640079498291,2133.560157775879,1343.5400848388672,3461.060245513916,1441.6601028442383,1714.5601196289062,1680.3201179504395,1477.5801010131836,3620.200252532959,1341.3600883483887,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-37:0),PS,1586.8600959777832,2106.0001373291016,154218.6296081543,3931.4002227783203,12466.620887756348,1833.7401237487793,2487.060173034668,185642.0721435547,5778.380405426025,7259.480556488037,1744.2401123046875,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-37:1),PS,1828.2601318359375,1781.6401176452637,158995.19149780273,5091.120388031006,7247.160446166992,2062.640148162842,2325.040184020996,225758.8768310547,5479.46040725708,7331.580516815186,1626.680103302002,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-37:2),PS,1782.2401237487793,1570.8601150512695,21324.741470336914,2486.6001930236816,6063.620384216309,1731.4801177978516,2193.0401496887207,29662.141998291016,2202.1001625061035,4482.280311584473,1544.4001121520996,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-38:0),PS,1308.5800895690918,1333.580093383789,3331.960216522217,1926.3601570129395,2405.320171356201,1481.1801071166992,1442.4000968933105,2797.6201820373535,1407.5201148986816,2151.6201362609863,1379.0800971984863,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-38:1),PS,1510.3401107788086,1352.2000923156738,3166.500213623047,1566.2600898742676,2253.2401809692383,1367.440086364746,1487.6200866699219,3372.8002433776855,1295.2400856018066,2057.9001388549805,1413.4000816345215,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-38:2),PS,1526.9201049804688,1380.820083618164,3853.1402435302734,1602.0801124572754,2243.3601455688477,1445.5401000976562,1361.4600944519043,4559.860298156738,1399.0001068115234,2832.820213317871,1396.6000938415527,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-38:3),PS,1386.5600929260254,1389.5600967407227,8263.740707397461,1493.3201141357422,4228.360301971436,1468.3000984191895,1422.5001106262207,16394.48114013672,2165.8201599121094,4735.620319366455,1501.60009765625,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-38:4),PS,1323.7800827026367,1425.3000984191895,3135.9402198791504,1516.540111541748,3638.1402740478516,1417.2600936889648,1849.9401359558105,3582.1202659606934,1788.040138244629,5462.060382843018,1391.4800872802734,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-38:5),PS,1419.5401000976562,1658.360107421875,1824.6801376342773,1629.6401176452637,3132.040214538574,1415.3201026916504,1537.4801063537598,3685.5802574157715,1469.8401069641113,3898.6002883911133,1347.0800857543945,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-39:0),PS,1317.0600891113281,1531.860107421875,7558.380573272705,1472.9800987243652,3584.1602630615234,1288.1000938415527,3499.3002166748047,9717.92060470581,1386.4400825500488,2204.420154571533,1374.2000846862793,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-39:1),PS,2344.780185699463,7551.820457458496,19130.201454162598,1741.6401252746582,13388.080936431885,1469.9401054382324,23612.361660003662,23854.281803131104,1917.5001182556152,13723.421028137207,1541.5001220703125,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-40:0),PS,1538.0201148986816,2969.200206756592,6117.3203773498535,2531.4201622009277,7321.840572357178,1627.9801139831543,12155.220878601074,5501.940380096436,3296.5001831054688,7811.740562438965,1323.4600944519043,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-40:1),PS,2444.5201721191406,2651.640205383301,3443.8402671813965,1892.2601318359375,5955.36043548584,1677.6001167297363,8437.280448913574,6144.180435180664,1534.1801109313965,4935.580345153809,1427.5600967407227,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-40:2),PS,3598.9602699279785,5947.280384063721,4460.22034072876,1918.5801391601562,10188.520816802979,2577.920177459717,18156.001220703125,6990.900520324707,1648.3201141357422,11079.340866088867,1457.6800956726074,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-40:3),PS,1368.8000869750977,1354.4000968933105,6974.800449371338,1373.56010055542,2524.3601722717285,1287.5000839233398,2018.9001426696777,10184.040725708008,1698.9201278686523,2295.960174560547,1307.180088043213,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-40:4),PS,1472.2800827026367,1435.240104675293,3501.0402450561523,1872.780143737793,2165.6201515197754,1459.5401039123535,1675.8801155090332,8466.440505981445,1822.560115814209,3554.5402030944824,1609.8801002502441,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-40:5),PS,1431.7400970458984,1306.1200828552246,8071.260608673096,1413.56010055542,2372.10018157959,1368.4401054382324,1331.1600914001465,17302.92124557495,1535.4801063537598,2881.3402252197266,1385.9801025390625,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-41:0),PS,1645.1601219177246,1632.9001121520996,7367.860504150391,1387.4000968933105,4601.960330963135,1527.740104675293,4365.860260009766,7735.620536804199,1487.3600959777832,3357.0402755737305,1417.9600982666016,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-42:0),PS,14281.640933990479,3717.2802772521973,77427.44590759277,1832.7001419067383,15284.8609085083,4653.840297698975,13975.100914001465,75284.32455444336,3138.32022857666,16575.641067504883,2137.300163269043,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-42:1),PS,17822.82109451294,3663.4202728271484,16201.141178131104,1811.6401138305664,14086.42100906372,7251.960517883301,11163.960857391357,17105.621200561523,2096.6001510620117,11659.740901947021,1717.0801277160645,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-42:2),PS,30954.142150878906,6200.160430908203,10736.000694274902,2420.8601570129395,23914.421657562256,16299.321117401123,23573.721473693848,10072.120700836182,2402.400177001953,22742.24192047119,2371.6401710510254,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PS(P-42:4),PS,1358.0000762939453,1356.980094909668,6449.7203941345215,1750.9201278686523,2450.040180206299,1450.5601081848145,1461.8201026916504,6152.020446777344,1468.8400955200195,2200.1401557922363,1360.360092163086,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
SM(d16:0/14:0),SM,1320.7000885009766,1152.6400680541992,1167.6000900268555,1337.6600875854492,1179.7000846862793,1454.8601112365723,1142.8800773620605,2822.6801834106445,1358.0600967407227,1285.8200912475586,1157.6800804138184,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
SM(d16:0/16:0),SM,1261.580093383789,1199.7000999450684,1192.020076751709,1558.6201057434082,1202.380084991455,1357.0600891113281,1353.8600883483887,2588.6801948547363,1479.4000968933105,1630.6401100158691,1232.3600883483887,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
SM(d16:0/18:0),SM,2018.3401489257812,1573.800106048584,2087.3601303100586,1632.8801078796387,1550.8001098632812,1373.2400970458984,1776.4201278686523,3277.4602279663086,2545.7401580810547,2083.6801567077637,1523.1401023864746,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
