Lipid,Class,BlankBrain_NA_x,C-1BrainF_x,C-2BrainF_x,C-3BrainF_x,C-4BrainM_x,C-5BrainM_x,C-6BrainM_x,E-1BrainF_x,E-2BrainF_x,E-3BrainF_x,E-4BrainM_x,E-5BrainM_x,E-6BrainM_x,BlankBrain_NA_y,C-1BrainF_y,C-2BrainF_y,C-3BrainF_y,C-4BrainM_y,C-5BrainM_y,C-6BrainM_y,E-1BrainF_y,E-2BrainF_y,E-3BrainF_y,E-4BrainM_y,E-5BrainM_y,E-6BrainM_y,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
PI(29:1)|PI(O-30:1)|PI(P-30:0),PI,1357.780101776123,1258.5200996398926,1366.8000831604004,1375.420093536377,1622.5801162719727,1429.6401023864746,1386.5600967407227,1374.940097808838,1406.1001052856445,1391.0801010131836,1806.6001358032227,1480.9800910949707,1485.2800979614258,1357.780101776123,1258.5200996398926,1366.8000831604004,1375.420093536377,1622.5801162719727,1429.6401023864746,1386.5600967407227,1374.940097808838,1406.1001052856445,1391.0801010131836,1806.6001358032227,1480.9800910949707,1485.2800979614258,1357.780101776123,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(29:2)|PI(P-30:1),PI,1340.2800941467285,1294.120101928711,1504.280101776123,1309.1000862121582,1553.5201148986816,1467.4401054382324,1252.2800788879395,1383.4400901794434,1385.6200942993164,1309.1800842285156,1362.6200942993164,1271.600082397461,1370.6801071166992,1340.2800941467285,1294.120101928711,1504.280101776123,1309.1000862121582,1553.5201148986816,1467.4401054382324,1252.2800788879395,1383.4400901794434,1385.6200942993164,1309.1800842285156,1362.6200942993164,1271.600082397461,1370.6801071166992,1340.2800941467285,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(30:0)|PI(O-31:0),PI,1351.280101776123,1361.3200988769531,1368.2800827026367,1522.180103302002,1679.800136566162,1309.2800903320312,1319.8601036071777,1428.3200988769531,1273.3200912475586,1250.7000770568848,1414.6401023864746,1289.9601020812988,1449.0401191711426,1351.280101776123,1361.3200988769531,1368.2800827026367,1522.180103302002,1679.800136566162,1309.2800903320312,1319.8601036071777,1428.3200988769531,1273.3200912475586,1250.7000770568848,1414.6401023864746,1289.9601020812988,1449.0401191711426,1351.280101776123,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(30:1)|PI(O-31:1)|PI(P-31:0),PI,1245.5800895690918,1249.2200927734375,1252.700080871582,1290.8600807189941,1316.3200950622559,1311.2400970458984,1275.400089263916,1299.6200904846191,1309.9000968933105,1271.720085144043,1387.580093383789,1293.500087738037,1410.0600967407227,1245.5800895690918,1249.2200927734375,1252.700080871582,1290.8600807189941,1316.3200950622559,1311.2400970458984,1275.400089263916,1299.6200904846191,1309.9000968933105,1271.720085144043,1387.580093383789,1293.500087738037,1410.0600967407227,1245.5800895690918,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(30:2)|PI(P-31:1),PI,1252.3400955200195,1249.460090637207,1301.6000671386719,1494.5000915527344,1334.2200927734375,1299.4200859069824,1409.3600959777832,1279.2600746154785,1251.2200927734375,1427.3201141357422,1290.9200820922852,1274.9400939941406,1371.1000900268555,1252.3400955200195,1249.460090637207,1301.6000671386719,1494.5000915527344,1334.2200927734375,1299.4200859069824,1409.3600959777832,1279.2600746154785,1251.2200927734375,1427.3201141357422,1290.9200820922852,1274.9400939941406,1371.1000900268555,1252.3400955200195,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(30:3),PI,1277.2800827026367,1249.9200973510742,1267.4600944519043,1250.040096282959,1303.0801010131836,1248.4201011657715,1249.500087738037,1260.6400833129883,1394.4000930786133,1251.2400741577148,1572.700107574463,1280.1400909423828,1398.1201057434082,1277.2800827026367,1249.9200973510742,1267.4600944519043,1250.040096282959,1303.0801010131836,1248.4201011657715,1249.500087738037,1260.6400833129883,1394.4000930786133,1251.2400741577148,1572.700107574463,1280.1400909423828,1398.1201057434082,1277.2800827026367,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(30:4),PI,1246.4600868225098,1329.3600997924805,1261.3400955200195,1423.7600936889648,1287.0000953674316,1248.8200912475586,1299.9401054382324,1251.1200866699219,1289.7600936889648,1401.1000862121582,1253.7200927734375,1251.0000839233398,1365.4201011657715,1246.4600868225098,1329.3600997924805,1261.3400955200195,1423.7600936889648,1287.0000953674316,1248.8200912475586,1299.9401054382324,1251.1200866699219,1289.7600936889648,1401.1000862121582,1253.7200927734375,1251.0000839233398,1365.4201011657715,1246.4600868225098,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(31:0)|PI(O-32:0),PI,1321.1200942993164,1249.5000915527344,1268.2200927734375,1325.720100402832,1341.080093383789,1248.8200988769531,1267.7800903320312,1366.0600967407227,1254.8800888061523,1368.7200965881348,1265.2400856018066,1357.420093536377,1349.6800994873047,1321.1200942993164,1249.5000915527344,1268.2200927734375,1325.720100402832,1341.080093383789,1248.8200988769531,1267.7800903320312,1366.0600967407227,1254.8800888061523,1368.7200965881348,1265.2400856018066,1357.420093536377,1349.6800994873047,1321.1200942993164,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(31:1)|PI(O-32:1)|PI(P-32:0),PI,1246.1000862121582,1252.1800804138184,1315.5400848388672,1347.520092010498,1290.7200965881348,1248.940086364746,1313.9400939941406,1380.1400985717773,1335.2400856018066,1251.140079498291,1324.1600952148438,1355.8800964355469,1315.8000869750977,1246.1000862121582,1252.1800804138184,1315.5400848388672,1347.520092010498,1290.7200965881348,1248.940086364746,1313.9400939941406,1380.1400985717773,1335.2400856018066,1251.140079498291,1324.1600952148438,1355.8800964355469,1315.8000869750977,1246.1000862121582,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(31:2)|PI(P-32:1),PI,1333.0601043701172,1250.180088043213,1252.160099029541,1294.8800926208496,1502.900104522705,1398.000099182129,1319.7401008605957,1251.9800910949707,1327.4600982666016,1357.3600883483887,1274.180076599121,1281.0000953674316,1276.8600997924805,1333.0601043701172,1250.180088043213,1252.160099029541,1294.8800926208496,1502.900104522705,1398.000099182129,1319.7401008605957,1251.9800910949707,1327.4600982666016,1357.3600883483887,1274.180076599121,1281.0000953674316,1276.8600997924805,1333.0601043701172,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(31:3),PI,1269.280086517334,1250.4800758361816,1251.7000923156738,1307.4600944519043,1385.4800987243652,1280.5200958251953,1249.2600898742676,1347.300090789795,1300.1400833129883,1291.0600891113281,1308.5200958251953,1384.7000999450684,1322.2800903320312,1269.280086517334,1250.4800758361816,1251.7000923156738,1307.4600944519043,1385.4800987243652,1280.5200958251953,1249.2600898742676,1347.300090789795,1300.1400833129883,1291.0600891113281,1308.5200958251953,1384.7000999450684,1322.2800903320312,1269.280086517334,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(31:4),PI,1352.1800994873047,1303.6800956726074,1252.5200805664062,1316.9000854492188,1247.1400909423828,1274.4801025390625,1331.8000869750977,1284.960090637207,1251.1800956726074,1560.2001152038574,1351.7200813293457,1329.3400955200195,1249.2200813293457,1352.1800994873047,1303.6800956726074,1252.5200805664062,1316.9000854492188,1247.1400909423828,1274.4801025390625,1331.8000869750977,1284.960090637207,1251.1800956726074,1560.2001152038574,1351.7200813293457,1329.3400955200195,1249.2200813293457,1352.1800994873047,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(32:0)|PI(O-33:0),PI,1301.1401023864746,1270.5000915527344,2306.0601348876953,2550.820182800293,2368.620174407959,2702.760154724121,1399.1601028442383,1803.700122833252,2199.1801567077637,2575.780185699463,1795.7601165771484,1651.2001113891602,2742.9201698303223,1301.1401023864746,1270.5000915527344,2306.0601348876953,2550.820182800293,2368.620174407959,2702.760154724121,1399.1601028442383,1803.700122833252,2199.1801567077637,2575.780185699463,1795.7601165771484,1651.2001113891602,2742.9201698303223,1301.1401023864746,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(32:1)|PI(O-33:1)|PI(P-33:0),PI,1280.400089263916,1249.5600929260254,1399.7800941467285,1500.680103302002,1277.4400939941406,1362.3400955200195,1521.3601112365723,1326.9800872802734,1451.360107421875,1397.7000999450684,1346.2800979614258,1251.240089416504,1333.0801048278809,1280.400089263916,1249.5600929260254,1399.7800941467285,1500.680103302002,1277.4400939941406,1362.3400955200195,1521.3601112365723,1326.9800872802734,1451.360107421875,1397.7000999450684,1346.2800979614258,1251.240089416504,1333.0801048278809,1280.400089263916,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(32:2)|PI(O-33:2)|PI(P-33:1),PI,1359.4800987243652,1299.5600891113281,1341.1201057434082,1249.7800941467285,1264.2000885009766,1457.1400985717773,1374.4001007080078,1444.0600967407227,1439.5201034545898,1332.920108795166,1426.1000900268555,1340.620101928711,1373.1001014709473,1359.4800987243652,1299.5600891113281,1341.1201057434082,1249.7800941467285,1264.2000885009766,1457.1400985717773,1374.4001007080078,1444.0600967407227,1439.5201034545898,1332.920108795166,1426.1000900268555,1340.620101928711,1373.1001014709473,1359.4800987243652,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(32:3)|PI(P-33:2),PI,1249.040096282959,1275.3200912475586,1393.0200958251953,1326.6200866699219,1345.7001037597656,1399.1601104736328,1288.6800956726074,1251.5600891113281,1259.0200805664062,1363.0201034545898,1253.8000831604004,1356.660099029541,1249.800090789795,1249.040096282959,1275.3200912475586,1393.0200958251953,1326.6200866699219,1345.7001037597656,1399.1601104736328,1288.6800956726074,1251.5600891113281,1259.0200805664062,1363.0201034545898,1253.8000831604004,1356.660099029541,1249.800090789795,1249.040096282959,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(32:4),PI,1425.2001037597656,1299.460075378418,1331.9801063537598,1353.9600944519043,1293.7400932312012,1330.040096282959,1248.9600944519043,1251.1600914001465,1322.7000846862793,1324.5600891113281,1299.1600799560547,1303.9000930786133,1288.4800910949707,1425.2001037597656,1299.460075378418,1331.9801063537598,1353.9600944519043,1293.7400932312012,1330.040096282959,1248.9600944519043,1251.1600914001465,1322.7000846862793,1324.5600891113281,1299.1600799560547,1303.9000930786133,1288.4800910949707,1425.2001037597656,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(32:5),PI,1324.5200996398926,1253.9600868225098,1437.4800987243652,1337.360092163086,1371.440097808838,1318.0200958251953,1555.800121307373,1477.4401054382324,1522.4801063537598,1251.9200859069824,1293.0000953674316,1322.920093536377,1373.9800910949707,1324.5200996398926,1253.9600868225098,1437.4800987243652,1337.360092163086,1371.440097808838,1318.0200958251953,1555.800121307373,1477.4401054382324,1522.4801063537598,1251.9200859069824,1293.0000953674316,1322.920093536377,1373.9800910949707,1324.5200996398926,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(33:0)|PI(O-34:0),PI,1365.6401100158691,1249.2000885009766,1357.04008102417,1533.440113067627,1251.400104522705,1322.7400932312012,1293.5400886535645,1421.9801025390625,1525.620101928711,1250.760097503662,1299.9800834655762,1250.4000968933105,1315.400104522705,1365.6401100158691,1249.2000885009766,1357.04008102417,1533.440113067627,1251.400104522705,1322.7400932312012,1293.5400886535645,1421.9801025390625,1525.620101928711,1250.760097503662,1299.9800834655762,1250.4000968933105,1315.400104522705,1365.6401100158691,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(33:1)|PI(O-34:1)|PI(P-34:0),PI,1245.580093383789,1249.5200996398926,1270.0200843811035,1249.9000930786133,1247.1800804138184,1314.2200927734375,1313.5200843811035,1325.3200988769531,1251.7600860595703,1276.6600799560547,1254.0400886535645,1281.2600936889648,1270.0000953674316,1245.580093383789,1249.5200996398926,1270.0200843811035,1249.9000930786133,1247.1800804138184,1314.2200927734375,1313.5200843811035,1325.3200988769531,1251.7600860595703,1276.6600799560547,1254.0400886535645,1281.2600936889648,1270.0000953674316,1245.580093383789,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(33:2)|PI(O-34:2)|PI(P-34:1),PI,1284.6001014709473,1249.0800857543945,1409.600112915039,1362.7400932312012,1343.2401008605957,1248.800090789795,1249.5400886535645,1250.6000785827637,1274.8400840759277,1390.8600997924805,1254.6800918579102,1250.820083618164,1249.9800834655762,1284.6001014709473,1249.0800857543945,1409.600112915039,1362.7400932312012,1343.2401008605957,1248.800090789795,1249.5400886535645,1250.6000785827637,1274.8400840759277,1390.8600997924805,1254.6800918579102,1250.820083618164,1249.9800834655762,1284.6001014709473,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(33:3)|PI(O-34:3)|PI(P-34:2),PI,1246.2600860595703,1249.7200889587402,1471.7401084899902,1308.480094909668,1426.6601104736328,1251.0200843811035,1354.5400924682617,1327.6200904846191,1310.240089416504,1292.1400833129883,1482.1400871276855,1290.1200942993164,1250.2200927734375,1246.2600860595703,1249.7200889587402,1471.7401084899902,1308.480094909668,1426.6601104736328,1251.0200843811035,1354.5400924682617,1327.6200904846191,1310.240089416504,1292.1400833129883,1482.1400871276855,1290.1200942993164,1250.2200927734375,1246.2600860595703,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,1260.8200912475586,1296.1800842285156,1257.100082397461,1402.9401054382324,1418.860107421875,1266.5400848388672,1248.980094909668,1705.1801147460938,1338.6600952148438,1298.3600807189941,1405.160099029541,1375.0400886535645,1299.240089416504,1260.8200912475586,1296.1800842285156,1257.100082397461,1402.9401054382324,1418.860107421875,1266.5400848388672,1248.980094909668,1705.1801147460938,1338.6600952148438,1298.3600807189941,1405.160099029541,1375.0400886535645,1299.240089416504,1260.8200912475586,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(33:5)|PI(P-34:4),PI,1246.360092163086,1292.8201026916504,1252.0801010131836,1250.1800918579102,1246.6400985717773,1340.7000999450684,1327.900089263916,1323.700096130371,1401.860092163086,1285.6600952148438,1384.900104522705,1251.440097808838,1266.5600929260254,1246.360092163086,1292.8201026916504,1252.0801010131836,1250.1800918579102,1246.6400985717773,1340.7000999450684,1327.900089263916,1323.700096130371,1401.860092163086,1285.6600952148438,1384.900104522705,1251.440097808838,1266.5600929260254,1246.360092163086,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(34:0)|PI(O-35:0),PI,1246.780086517334,1249.9800910949707,1605.2601165771484,1555.8401260375977,1321.6401023864746,2026.520133972168,1336.580093383789,1709.9601402282715,1650.3201065063477,1790.0601119995117,1491.9001007080078,1594.5401077270508,1377.0601043701172,1246.780086517334,1249.9800910949707,1605.2601165771484,1555.8401260375977,1321.6401023864746,2026.520133972168,1336.580093383789,1709.9601402282715,1650.3201065063477,1790.0601119995117,1491.9001007080078,1594.5401077270508,1377.0601043701172,1246.780086517334,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(34:1)|PI(O-35:1)|PI(P-35:0),PI,1415.360107421875,1268.6600761413574,1262.5800857543945,1339.880084991455,1325.8801193237305,1354.5400924682617,1249.8800811767578,1527.5001029968262,1497.0800971984863,1376.3600959777832,1253.0200958251953,1250.9000854492188,1348.4601020812988,1415.360107421875,1268.6600761413574,1262.5800857543945,1339.880084991455,1325.8801193237305,1354.5400924682617,1249.8800811767578,1527.5001029968262,1497.0800971984863,1376.3600959777832,1253.0200958251953,1250.9000854492188,1348.4601020812988,1415.360107421875,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(34:2)|PI(O-35:2)|PI(P-35:1),PI,1339.9201011657715,1320.9000930786133,1466.5401077270508,1420.920108795166,1636.4001007080078,1588.9401092529297,1490.1201133728027,1406.4600944519043,1410.700096130371,1320.2000999450684,1509.5601081848145,1430.2800903320312,1389.0401000976562,1339.9201011657715,1320.9000930786133,1466.5401077270508,1420.920108795166,1636.4001007080078,1588.9401092529297,1490.1201133728027,1406.4600944519043,1410.700096130371,1320.2000999450684,1509.5601081848145,1430.2800903320312,1389.0401000976562,1339.9201011657715,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(34:3)|PI(P-35:2),PI,1318.400089263916,1312.520092010498,1659.8801040649414,1423.7201042175293,2077.2801399230957,2256.4201736450195,1870.5001335144043,2555.760154724121,1775.880142211914,1419.6800956726074,1753.5401077270508,2827.920196533203,1973.1201286315918,1318.400089263916,1312.520092010498,1659.8801040649414,1423.7201042175293,2077.2801399230957,2256.4201736450195,1870.5001335144043,2555.760154724121,1775.880142211914,1419.6800956726074,1753.5401077270508,2827.920196533203,1973.1201286315918,1318.400089263916,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(34:4),PI,1429.7401008605957,1549.740119934082,22662.22150039673,16025.801094055176,16998.40137863159,22688.701637268066,7405.980525970459,30487.922760009766,17736.101272583008,12132.380847930908,13359.26107788086,25855.701732635498,12310.700729370117,1429.7401008605957,1549.740119934082,22662.22150039673,16025.801094055176,16998.40137863159,22688.701637268066,7405.980525970459,30487.922760009766,17736.101272583008,12132.380847930908,13359.26107788086,25855.701732635498,12310.700729370117,1429.7401008605957,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(34:5),PI,1418.5600967407227,1370.8601036071777,3735.5202674865723,3761.540241241455,4059.5802993774414,4920.420314788818,2280.4601402282715,5553.48034286499,3726.2402725219727,2442.580165863037,3880.6802864074707,6126.3803787231445,3547.500289916992,1418.5600967407227,1370.8601036071777,3735.5202674865723,3761.540241241455,4059.5802993774414,4920.420314788818,2280.4601402282715,5553.48034286499,3726.2402725219727,2442.580165863037,3880.6802864074707,6126.3803787231445,3547.500289916992,1418.5600967407227,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(34:6),PI,1265.700096130371,1263.2200965881348,1287.5000839233398,1250.420093536377,1390.4001007080078,1391.3201026916504,1287.860092163086,1393.3600997924805,1309.200096130371,1313.5200958251953,1254.2600898742676,1283.3000831604004,1682.1401252746582,1265.700096130371,1263.2200965881348,1287.5000839233398,1250.420093536377,1390.4001007080078,1391.3201026916504,1287.860092163086,1393.3600997924805,1309.200096130371,1313.5200958251953,1254.2600898742676,1283.3000831604004,1682.1401252746582,1265.700096130371,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(35:2)|PI(O-36:2)|PI(P-36:1),PI,1317.080093383789,1249.7800979614258,1252.9800872802734,1287.5600891113281,1326.9401054382324,1249.6600723266602,1322.7800941467285,1291.540096282959,1284.7400970458984,1290.760097503662,1253.8800888061523,1251.5600929260254,1249.9601020812988,1317.080093383789,1249.7800979614258,1252.9800872802734,1287.5600891113281,1326.9401054382324,1249.6600723266602,1322.7800941467285,1291.540096282959,1284.7400970458984,1290.760097503662,1253.8800888061523,1251.5600929260254,1249.9601020812988,1317.080093383789,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(35:3)|PI(O-36:3)|PI(P-36:2),PI,1273.7600898742676,1249.9000968933105,1252.3400840759277,1250.2200927734375,1246.3800811767578,1279.8600883483887,1362.9800910949707,1275.060073852539,1385.5800971984863,1264.2800903320312,1253.740089416504,1251.4200897216797,1249.5000839233398,1273.7600898742676,1249.9000968933105,1252.3400840759277,1250.2200927734375,1246.3800811767578,1279.8600883483887,1362.9800910949707,1275.060073852539,1385.5800971984863,1264.2800903320312,1253.740089416504,1251.4200897216797,1249.5000839233398,1273.7600898742676,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(35:4)|PI(O-36:4)|PI(P-36:3),PI,1280.7400970458984,1296.3800888061523,1313.1800918579102,1274.0200843811035,1350.5600891113281,1334.0600891113281,1325.3400955200195,1338.3000946044922,1504.8801155090332,1251.160099029541,1270.3400840759277,1277.5600891113281,1335.8600959777832,1280.7400970458984,1296.3800888061523,1313.1800918579102,1274.0200843811035,1350.5600891113281,1334.0600891113281,1325.3400955200195,1338.3000946044922,1504.8801155090332,1251.160099029541,1270.3400840759277,1277.5600891113281,1335.8600959777832,1280.7400970458984,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,1281.280086517334,1249.9000968933105,1259.7000846862793,1257.880084991455,1275.8600959777832,1285.2200927734375,1248.9200820922852,1355.300090789795,1251.820083618164,1304.2600898742676,1253.900089263916,1325.8800811767578,1250.0200843811035,1281.280086517334,1249.9000968933105,1259.7000846862793,1257.880084991455,1275.8600959777832,1285.2200927734375,1248.9200820922852,1355.300090789795,1251.820083618164,1304.2600898742676,1253.900089263916,1325.8800811767578,1250.0200843811035,1281.280086517334,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(35:6)|PI(P-36:5),PI,1246.2400970458984,1249.8600883483887,1263.6600914001465,1320.220085144043,1361.8200950622559,1299.040096282959,1397.4001007080078,1254.8200874328613,1289.6200942993164,1322.5600814819336,1325.8800811767578,1259.3400840759277,1267.920093536377,1246.2400970458984,1249.8600883483887,1263.6600914001465,1320.220085144043,1361.8200950622559,1299.040096282959,1397.4001007080078,1254.8200874328613,1289.6200942993164,1322.5600814819336,1325.8800811767578,1259.3400840759277,1267.920093536377,1246.2400970458984,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(36:1)|PI(O-37:1)|PI(P-37:0),PI,1247.0000801086426,1376.720100402832,1309.100082397461,1325.7000923156738,1271.9601020812988,1287.780086517334,1363.4800987243652,1250.9600868225098,1313.420093536377,1284.4000930786133,1303.380084991455,1251.0200843811035,1263.3600959777832,1247.0000801086426,1376.720100402832,1309.100082397461,1325.7000923156738,1271.9601020812988,1287.780086517334,1363.4800987243652,1250.9600868225098,1313.420093536377,1284.4000930786133,1303.380084991455,1251.0200843811035,1263.3600959777832,1247.0000801086426,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(36:2)|PI(O-37:2)|PI(P-37:1),PI,1327.9800987243652,1339.7200889587402,1577.260108947754,1298.7000923156738,1341.0400924682617,1413.8801002502441,1343.5400924682617,1359.5600891113281,1255.4800987243652,1258.8000831604004,1266.660083770752,1426.9801063537598,1314.7000999450684,1327.9800987243652,1339.7200889587402,1577.260108947754,1298.7000923156738,1341.0400924682617,1413.8801002502441,1343.5400924682617,1359.5600891113281,1255.4800987243652,1258.8000831604004,1266.660083770752,1426.9801063537598,1314.7000999450684,1327.9800987243652,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(36:3)|PI(P-37:2),PI,1280.740089416504,1396.020092010498,1325.720100402832,1654.7801055908203,1245.9400939941406,1335.1800994873047,1248.080093383789,1442.840103149414,1271.2400932312012,1360.2601013183594,1254.860092163086,1376.1000900268555,1293.06010055542,1280.740089416504,1396.020092010498,1325.720100402832,1654.7801055908203,1245.9400939941406,1335.1800994873047,1248.080093383789,1442.840103149414,1271.2400932312012,1360.2601013183594,1254.860092163086,1376.1000900268555,1293.06010055542,1280.740089416504,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(36:4),PI,1292.0401077270508,1250.2600898742676,1380.1400985717773,1366.3400993347168,1246.1600875854492,1328.900089263916,1620.220115661621,1409.3200912475586,1250.8600997924805,1250.9400901794434,1458.1001014709473,1397.1800956726074,1323.5401000976562,1292.0401077270508,1250.2600898742676,1380.1400985717773,1366.3400993347168,1246.1600875854492,1328.900089263916,1620.220115661621,1409.3200912475586,1250.8600997924805,1250.9400901794434,1458.1001014709473,1397.1800956726074,1323.5401000976562,1292.0401077270508,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(36:5),PI,1285.6800956726074,1327.2400970458984,1326.5200805664062,1472.5601119995117,1269.1200866699219,1248.740089416504,1274.7800979614258,1345.080093383789,1251.360092163086,1327.280086517334,1295.5400772094727,1371.5800857543945,1306.1200942993164,1285.6800956726074,1327.2400970458984,1326.5200805664062,1472.5601119995117,1269.1200866699219,1248.740089416504,1274.7800979614258,1345.080093383789,1251.360092163086,1327.280086517334,1295.5400772094727,1371.5800857543945,1306.1200942993164,1285.6800956726074,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(36:6),PI,1280.9200859069824,1301.0600891113281,1253.1600761413574,1264.3800926208496,1284.6200981140137,1311.080093383789,1259.0000839233398,1259.080078125,1251.2200927734375,1389.440097808838,1272.6200981140137,1406.800106048584,1354.2600860595703,1280.9200859069824,1301.0600891113281,1253.1600761413574,1264.3800926208496,1284.6200981140137,1311.080093383789,1259.0000839233398,1259.080078125,1251.2200927734375,1389.440097808838,1272.6200981140137,1406.800106048584,1354.2600860595703,1280.9200859069824,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(36:7)|PI(35:0)|PI(O-36:0),PI,1339.0000953674316,1329.6000938415527,1252.2800903320312,1275.6200866699219,1265.900089263916,1348.3600997924805,1594.9201126098633,1320.740089416504,1338.8800888061523,1251.0000953674316,1352.2400970458984,1251.0600929260254,1405.4001007080078,1339.0000953674316,1329.6000938415527,1252.2800903320312,1275.6200866699219,1265.900089263916,1348.3600997924805,1594.9201126098633,1320.740089416504,1338.8800888061523,1251.0000953674316,1352.2400970458984,1251.0600929260254,1405.4001007080078,1339.0000953674316,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(36:8)|PI(35:1)|PI(O-36:1)|PI(P-36:0),PI,1320.8200950622559,1304.1200981140137,1252.6400909423828,1250.2200927734375,1246.420093536377,1249.0400924682617,1248.8400802612305,1267.6200828552246,1385.8600959777832,1287.1200790405273,1253.7600746154785,1355.1800994873047,1260.1000900268555,1320.8200950622559,1304.1200981140137,1252.6400909423828,1250.2200927734375,1246.420093536377,1249.0400924682617,1248.8400802612305,1267.6200828552246,1385.8600959777832,1287.1200790405273,1253.7600746154785,1355.1800994873047,1260.1000900268555,1320.8200950622559,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PI(37:3)|PI(O-38:3)|PI(P-38:2),PI,1245.6400909423828,1256.440086364746,1290.5400924682617,1541.420108795166,1391.720100402832,1248.9400939941406,1248.780086517334,1278.840072631836,1327.0001068115234,1249.8200798034668,1254.080078125,1265.1400833129883,1316.840087890625,1245.6400909423828,1256.440086364746,1290.5400924682617,1541.420108795166,1391.720100402832,1248.9400939941406,1248.780086517334,1278.840072631836,1327.0001068115234,1249.8200798034668,1254.080078125,1265.1400833129883,1316.840087890625,1245.6400909423828,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
