Lipid,Class,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankRetina_NA,C-1RetinaF,C-2RetinaF,C-3RetinaF,C-4RetinaM,C-5RetinaM,C-6RetinaM,E-1RetinaF,E-2RetinaF,E-3RetinaF,E-4RetinaM,E-5RetinaM,E-6RetinaM,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
[TG(57:8)|TG(56:1)]_FA14:0,TAG,991.9600639343262,995.7200660705566,1011.0600662231445,998.0400733947754,1018.4400749206543,993.0800590515137,994.0800666809082,1034.440055847168,989.6400833129883,991.9000663757324,991.320068359375,989.7800598144531,991.9200668334961,991.5800743103027,995.4400672912598,997.8200759887695,996.7800712585449,997.6600646972656,998.1800651550293,999.960075378418,999.080078125,1000.7800636291504,1003.9200706481934,1091.4400634765625,1103.340072631836,1086.4400825500488,991.9600639343262,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA16:0,TAG,1127.880069732666,1003.0600662231445,1083.980068206787,1063.2000770568848,1080.1400718688965,1075.520076751709,1117.3000755310059,995.080078125,1017.7000732421875,1011.3400650024414,1133.500072479248,1104.5000801086426,995.440071105957,1090.3600730895996,1036.1800727844238,1155.6400756835938,994.7800674438477,1034.480079650879,1029.940071105957,1000.6800651550293,1029.1000671386719,1169.8600845336914,1113.1000747680664,1016.0600738525391,1116.680088043213,1005.6600685119629,1127.880069732666,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA16:1,TAG,1079.6400756835938,1210.5400886535645,1158.8800888061523,1205.2800903320312,1138.3000831604004,1095.1800804138184,1146.0800819396973,1105.760066986084,1102.0000839233398,1056.4200706481934,1063.3000755310059,1038.6800651550293,1100.3800735473633,1102.440086364746,1416.5000839233398,1180.2400932312012,1106.320083618164,1080.7600746154785,1129.2800750732422,1204.5200881958008,1117.8600807189941,1113.680088043213,1049.6400756835938,1143.8200607299805,1159.5400772094727,1110.3400764465332,1079.6400756835938,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA18:0,TAG,999.2800788879395,998.8400764465332,1157.1000785827637,1156.9600791931152,1092.640079498291,994.9400787353516,993.8600654602051,1112.420078277588,1011.8200836181641,996.1200675964355,1039.7200660705566,1146.8600845336914,1076.1000785827637,1113.6000862121582,1159.4400825500488,1253.8000831604004,1064.640079498291,1087.4600677490234,1165.9600791931152,1100.0600814819336,1085.000072479248,1329.200080871582,1086.4200897216797,1023.8600692749023,1018.1200752258301,1045.4200744628906,999.2800788879395,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA18:1,TAG,1105.3200759887695,1112.7800903320312,1036.980068206787,1152.5200843811035,1111.920078277588,1039.6200828552246,1173.9800872802734,1114.4600830078125,1214.6200790405273,1307.4200897216797,1048.8200798034668,1163.8400802612305,1170.260066986084,1180.4600868225098,1076.9600715637207,1226.9200744628906,1116.9800643920898,1127.4400901794434,1180.3600769042969,1223.260097503662,1243.960090637207,1100.5800743103027,1381.8201065063477,1182.5000839233398,1449.280101776123,1032.7600708007812,1105.3200759887695,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA18:2,TAG,2148.600128173828,1920.9201049804688,1578.940113067627,1697.180118560791,1655.5201263427734,1515.0601196289062,1848.0401344299316,2234.200168609619,1168.6400909423828,1520.0201034545898,1998.3801193237305,1921.8201179504395,1372.3801002502441,1699.1801414489746,1903.4201354980469,1560.5001029968262,1730.0201263427734,1323.040096282959,2040.0401191711426,2254.880168914795,1809.0801086425781,1610.600112915039,1912.4001388549805,1718.800136566162,1880.4001502990723,1444.0000953674316,2148.600128173828,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA18:3,TAG,1504.7000999450684,1286.3600883483887,1502.8200988769531,1562.360122680664,1426.7400970458984,1812.4201393127441,1631.2801132202148,1802.5801467895508,1299.940097808838,2015.7601470947266,1780.8401184082031,1943.6401329040527,1226.6200942993164,1568.4201049804688,1577.300121307373,1642.7001113891602,1726.9601135253906,1539.320125579834,1351.0001029968262,1282.2400817871094,1518.800106048584,1682.3201179504395,1593.9801177978516,1840.1001434326172,1336.5200881958008,1715.960117340088,1504.7000999450684,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA20:4,TAG,1283.6400985717773,1245.9600944519043,1315.7000999450684,1417.5200996398926,1316.180088043213,1267.9600868225098,1319.0601043701172,1319.6600914001465,1315.5600891113281,1251.280086517334,1262.920093536377,1276.240089416504,1250.2600746154785,1250.860092163086,1356.4600944519043,1326.4200973510742,1279.7800979614258,1307.5800857543945,1296.940097808838,1249.6600952148438,1247.5000953674316,1369.6000938415527,1326.160099029541,1249.720085144043,1247.9000930786133,1293.3400917053223,1283.6400985717773,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA22:5,TAG,1535.440097808838,1417.940097808838,1519.620101928711,1429.3600997924805,1374.1200981140137,1365.4801063537598,1370.0001029968262,1373.800090789795,1372.360092163086,1372.3600959777832,1421.6001052856445,1418.3200988769531,1436.5601119995117,1377.4200859069824,1375.7001113891602,1536.000114440918,1503.7401161193848,1466.5200996398926,1378.700080871582,1377.8800926208496,1406.7000999450684,1467.200107574463,1370.7400932312012,1372.7000923156738,1479.8201179504395,1404.6201057434082,1535.440097808838,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:8)|TG(56:1)]_FA22:6,TAG,1517.16011428833,1499.56010055542,1533.6801071166992,1493.720100402832,1497.6401062011719,1508.4601135253906,1608.9601249694824,1495.6801071166992,1613.7401161193848,1562.5401039123535,1503.3200874328613,1545.8401069641113,1498.9601097106934,1639.4201011657715,1883.240146636963,1540.2201080322266,1579.8601150512695,1501.4400939941406,1650.8201065063477,1543.1001167297363,1499.8401069641113,1593.860107421875,1534.6001091003418,1542.6201057434082,1603.3001098632812,1492.7200965881348,1517.16011428833,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA14:0,TAG,1017.6400680541992,954.5200729370117,954.3200607299805,955.8400573730469,989.0000762939453,952.2400665283203,953.440055847168,952.3400535583496,948.5200576782227,950.9800605773926,949.2400703430176,948.0600662231445,973.700065612793,950.1200714111328,956.5600624084473,983.4400825500488,966.880069732666,955.7800674438477,956.3600730895996,1000.8000679016113,957.7600708007812,959.620059967041,961.2000579833984,960.1200675964355,955.0400619506836,1001.6000747680664,1017.6400680541992,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA16:0,TAG,1003.6200790405273,1048.2400703430176,1059.1600646972656,1092.440071105957,953.1400718688965,1075.4000778198242,1041.720069885254,1037.4400787353516,1022.880069732666,1062.7400741577148,991.9600601196289,953.3800659179688,1049.0800743103027,1199.4400825500488,978.2400588989258,1247.340087890625,1115.720085144043,1097.0400886535645,964.760066986084,1188.7200965881348,1184.6400833129883,1135.5800743103027,1102.0800857543945,1116.9800643920898,1072.880084991455,1091.1400718688965,1003.6200790405273,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA16:1,TAG,1100.700080871582,1101.6800651550293,1135.5600776672363,1086.1200714111328,1143.0600814819336,1061.2600708007812,1037.2000732421875,1203.6800842285156,1036.4000701904297,1105.560073852539,1183.1000785827637,1077.8600730895996,1046.3000679016113,1097.5600624084473,1127.9200897216797,1171.7000770568848,1145.180076599121,1039.440086364746,1330.3800888061523,1055.1200790405273,1151.8200798034668,1039.5800666809082,1178.1600799560547,1101.0200729370117,1100.960075378418,1033.220069885254,1100.700080871582,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA18:0,TAG,992.5600852966309,1122.5200843811035,1080.6800804138184,1535.2001190185547,1464.8800964355469,977.9400749206543,1332.300106048584,967.880069732666,991.7000770568848,961.7200698852539,1767.4001007080078,1010.080078125,1328.220100402832,1084.720069885254,1566.6201210021973,1564.620101928711,1250.5600852966309,1115.5600814819336,1490.2400932312012,1168.8600845336914,1300.06010055542,1576.5801048278809,2001.840145111084,1301.0600891113281,1421.5201148986816,1453.1601104736328,992.5600852966309,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA18:1,TAG,1067.840072631836,1322.8200874328613,1249.660099029541,1132.1000747680664,1360.0400924682617,1131.1200904846191,1038.0400733947754,1341.1200942993164,1271.7600898742676,1132.9200820922852,1257.640079498291,1437.14009475708,1274.5200881958008,1245.2000846862793,1562.0201034545898,1304.9800910949707,1125.3400840759277,1317.1400871276855,1303.3800926208496,1044.2400703430176,1131.2400703430176,1407.0200996398926,1186.840087890625,1378.3800926208496,1590.4801177978516,1136.3600883483887,1067.840072631836,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA18:2,TAG,1387.1001052856445,1285.9600944519043,1203.020092010498,1208.6600875854492,1122.3800773620605,1164.280086517334,1146.9800872802734,1165.4000854492188,1130.680076599121,1221.7800941467285,1176.0200805664062,1125.2800827026367,1163.2200965881348,1123.140079498291,1303.1800956726074,1229.6600914001465,1141.4000663757324,1209.6000900268555,1235.5001068115234,1376.400104522705,1159.4600791931152,1298.2401084899902,1158.6400871276855,1179.260097503662,1291.2800979614258,1212.1400833129883,1387.1001052856445,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA18:3,TAG,1166.4400787353516,1161.4800758361816,1162.2400932312012,1237.8800888061523,1236.7800827026367,1176.680088043213,1173.3600692749023,1163.0800895690918,1163.640079498291,1164.3400802612305,1210.4600944519043,1257.5600967407227,1171.2800903320312,1228.7400970458984,1226.3600807189941,1237.3000793457031,1273.720085144043,1361.720100402832,1161.4200897216797,1206.2400932312012,1162.2600898742676,1240.700080871582,1316.980110168457,1361.3401069641113,1277.8600959777832,1230.5200729370117,1166.4400787353516,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA20:4,TAG,1245.7800903320312,1547.380111694336,1388.120101928711,1348.600112915039,1251.2800941467285,1246.6401023864746,1315.7800941467285,1371.4201011657715,1375.7601127624512,1251.2800827026367,1266.2000846862793,1249.300090789795,1264.340087890625,1251.0200996398926,1279.6600952148438,1360.2000999450684,1304.740089416504,1311.2000846862793,1244.700096130371,1250.240089416504,1247.2000923156738,1331.180103302002,1425.9401016235352,1316.0600967407227,1288.0800819396973,1442.3001022338867,1245.7800903320312,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA22:5,TAG,1371.5600814819336,1375.920093536377,1447.9801139831543,1434.1401062011719,1397.2001152038574,1384.2800941467285,1369.6401023864746,1405.7200889587402,1470.4001007080078,1475.2600936889648,1509.4201126098633,1379.0600967407227,1423.440086364746,1377.980094909668,1480.1601066589355,1374.8201065063477,1411.040096282959,1377.2800979614258,1378.940097808838,1466.0200958251953,1423.400104522705,1431.0401153564453,1387.0001029968262,1515.180103302002,1374.480094909668,1393.9001007080078,1371.5600814819336,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(57:9)|TG(56:2)]_FA22:6,TAG,1541.9401054382324,1515.040111541748,1582.9001159667969,1500.780117034912,1517.0001106262207,1494.120101928711,1642.6401252746582,1513.5201110839844,1533.780117034912,1500.1401100158691,1504.8201026916504,1574.4201126098633,1634.440113067627,1501.920093536377,1701.66011428833,1515.5801010131836,1590.4001121520996,1501.5200996398926,1504.6801071166992,1610.860107421875,1498.460105895996,1514.0801048278809,1557.8401145935059,1540.2800979614258,1498.2401084899902,1522.2601203918457,1541.9401054382324,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA14:0,TAG,1048.5400772094727,995.1600685119629,996.1200675964355,997.2200775146484,995.1200675964355,1014.8200645446777,994.8400688171387,993.260066986084,989.2400741577148,992.4200592041016,1021.000072479248,989.6400604248047,1053.7000770568848,991.2200622558594,995.9600715637207,1074.8800735473633,996.7000732421875,1013.3600692749023,998.7600708007812,1000.2400779724121,999.1800727844238,1000.9600715637207,1055.640064239502,1001.9800643920898,996.5600700378418,996.7400703430176,1048.5400772094727,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA16:0,TAG,993.6000595092773,1041.0200691223145,1047.8800659179688,1024.5000686645508,1048.7800750732422,1055.1800727844238,1024.2800750732422,995.8600730895996,1021.3400650024414,1039.4600791931152,1104.2800788879395,1070.1200714111328,1100.3000793457031,1080.7400856018066,1250.7800750732422,1315.6600914001465,1061.3600730895996,1049.420078277588,1104.8400802612305,1159.5400733947754,1235.420093536377,1060.5000762939453,1038.680076599121,993.4200706481934,1024.0400772094727,1143.200080871582,993.6000595092773,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA16:1,TAG,1036.940071105957,1094.060073852539,1034.9400749206543,1088.440071105957,1031.740062713623,1104.640079498291,1158.100082397461,1102.5000610351562,1088.62007522583,1037.1600723266602,1083.720085144043,1112.9600830078125,1115.3600807189941,1046.200080871582,1135.8800811767578,1119.3000831604004,1060.440071105957,1098.7200813293457,1099.820083618164,1117.7200927734375,1159.6600723266602,1085.280071258545,1244.9200744628906,1034.4600715637207,1200.4800872802734,1195.5400733947754,1036.940071105957,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA18:0,TAG,998.5400657653809,1280.8200988769531,1408.7401008605957,1430.6601028442383,1242.4800910949707,1292.0000953674316,1219.160083770752,1074.7600860595703,1096.140079498291,1108.6400718688965,1135.6000862121582,1083.1200790405273,1232.4000930786133,1002.7400665283203,1688.6201133728027,1378.7400856018066,1100.320068359375,1025.0400657653809,1140.6600646972656,1047.1000709533691,1261.0200843811035,1801.360122680664,1749.1401176452637,1601.0801086425781,1385.3200912475586,1333.8201026916504,998.5400657653809,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA18:1,TAG,1080.6000785827637,1098.920078277588,1077.3200645446777,1182.860092163086,1126.2600784301758,1115.820083618164,1116.2400856018066,1129.5600814819336,1040.9200706481934,1235.220085144043,1037.6200675964355,1090.1400756835938,1084.1000785827637,1148.62007522583,1054.520076751709,1140.240077972412,1032.9000663757324,1243.7800750732422,1049.260066986084,1095.880069732666,1174.0400772094727,1096.4400825500488,1146.3200798034668,1303.8600997924805,1062.7400665283203,1144.2200775146484,1080.6000785827637,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA18:2,TAG,1120.6600723266602,1119.4600715637207,1139.2000846862793,1124.8800888061523,1213.3600807189941,1172.2800941467285,1347.780101776123,1197.1800804138184,1122.04008102417,1276.300090789795,1206.500099182129,1124.7600860595703,1182.900089263916,1288.280086517334,1248.1000785827637,1583.4601020812988,1395.0801124572754,1160.5800857543945,1211.9600830078125,1466.3600997924805,1147.7200889587402,1335.520092010498,1236.5800819396973,1136.9400672912598,1206.9000816345215,1121.4400787353516,1120.6600723266602,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA18:3,TAG,1166.4400825500488,1162.220085144043,1197.640079498291,1196.2200927734375,1162.5600891113281,1203.4200859069824,1195.2400817871094,1210.340087890625,1237.6000900268555,1164.4000778198242,1322.9800872802734,1167.5200805664062,1177.8400840759277,1160.9200820922852,1272.2800979614258,1358.340087890625,1333.3400993347168,1189.8000793457031,1173.5400886535645,1246.5400886535645,1162.960090637207,1280.56010055542,1163.2800827026367,1305.5800895690918,1160.5400733947754,1224.8400802612305,1166.4400825500488,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA20:4,TAG,1244.7800788879395,1250.2000923156738,1248.3400802612305,1249.0000839233398,1272.1800994873047,1246.4800910949707,1333.8600807189941,1245.520092010498,1269.420078277588,1252.2600936889648,1276.3400917053223,1256.7600898742676,1249.4001007080078,1251.6200828552246,1303.3600883483887,1327.0000839233398,1464.7201042175293,1456.1801109313965,1303.920093536377,1311.8000869750977,1272.7800903320312,1398.6000938415527,1252.6200828552246,1462.6600952148438,1352.64009475708,1278.6200904846191,1244.7800788879395,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA22:5,TAG,1371.9200973510742,1443.6201095581055,1470.7200927734375,1401.0001029968262,1418.9401016235352,1403.900089263916,1369.7601013183594,1373.2400970458984,1372.6600914001465,1423.3000984191895,1372.460090637207,1395.180103302002,1469.7001037597656,1418.280086517334,1374.8000984191895,1521.740104675293,1384.500087738037,1454.520107269287,1655.8601150512695,1454.000099182129,1436.7601013183594,1451.660099029541,1371.4801025390625,1382.160099029541,1452.1401176452637,1373.6200942993164,1371.9200973510742,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:10)|TG(57:3)]_FA22:6,TAG,1520.340103149414,1583.4201049804688,1509.7600898742676,1507.1801109313965,1540.5601119995117,1494.3001174926758,1529.5801162719727,1498.2601013183594,1653.2401123046875,1545.7201080322266,1503.540111541748,1497.4001083374023,1578.5201110839844,1893.500129699707,1649.7601165771484,1591.9401054382324,1545.9201049804688,1742.2801361083984,1656.7401161193848,1612.0201263427734,1499.4201049804688,1571.4201011657715,1498.620101928711,1626.9601211547852,1498.0201148986816,1605.8401184082031,1520.340103149414,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA14:0,TAG,993.0200691223145,995.2600784301758,995.2800750732422,997.6000785827637,995.6600761413574,1013.380069732666,994.4400634765625,993.0000686645508,989.1800804138184,992.6000556945801,1036.2000770568848,989.6800575256348,991.9600715637207,991.2200660705566,995.7800750732422,1056.7000732421875,1003.900074005127,997.760066986084,998.0800590515137,1037.2200736999512,1035.940071105957,1000.7800636291504,1002.8800735473633,1002.0200691223145,996.5600624084473,996.1400756835938,993.0200691223145,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA16:0,TAG,992.8000717163086,991.6800651550293,1054.860065460205,995.3000717163086,994.6000671386719,996.2200698852539,1007.3600730895996,995.440071105957,993.0000610351562,992.3800621032715,993.5200729370117,994.8400650024414,994.9200706481934,1162.640079498291,1197.3600883483887,1031.5400733947754,1013.9200668334961,1040.740077972412,1031.0200653076172,1166.5000686645508,1067.3400802612305,1051.5600700378418,994.880069732666,993.4800605773926,1056.560073852539,1151.8400802612305,992.8000717163086,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA16:1,TAG,1049.7400703430176,1035.7600708007812,1034.8200759887695,1089.6800727844238,1032.8800735473633,1047.9000625610352,1051.9600830078125,1035.4400825500488,1104.3400764465332,1082.2800788879395,1042.1800727844238,1038.760066986084,1086.8600807189941,1073.0800704956055,1163.340087890625,1078.8400840759277,1175.8400802612305,1103.1200790405273,1205.340087890625,1053.6000747680664,1072.3200798034668,1077.6400756835938,1036.9800643920898,1094.8400802612305,1071.460075378418,1041.6000709533691,1049.7400703430176,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA18:0,TAG,1142.0600891113281,1047.1400680541992,1146.0800704956055,1247.2000846862793,1136.3600845336914,1104.2000885009766,1013.9600639343262,1121.5200805664062,1044.8200759887695,996.1200675964355,1032.3800735473633,1000.6600723266602,998.8400688171387,1002.260066986084,1133.220085144043,1000.4200706481934,999.900074005127,1000.1400680541992,1076.2000732421875,1092.9000854492188,1172.520092010498,1121.9200820922852,1174.060073852539,1060.4000663757324,1007.6200637817383,1002.7000579833984,1142.0600891113281,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA18:1,TAG,1134.4000816345215,1035.820068359375,1036.4600715637207,1036.3000755310059,1209.520092010498,1099.3000679016113,1068.1400833129883,1081.3600807189941,1041.0600700378418,1040.0800819396973,1037.9600791931152,1134.4400749206543,1090.12007522583,1208.5600929260254,1259.6000862121582,1051.3400764465332,1046.4000625610352,1113.5800704956055,1242.3000793457031,1164.640079498291,1099.820068359375,1060.5800704956055,1089.6600723266602,1218.7000923156738,1031.0400772094727,1072.1200790405273,1134.4000816345215,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA18:2,TAG,1188.4000816345215,1119.7200889587402,1143.1400909423828,1140.2000694274902,1141.440086364746,1159.260082244873,1253.2200927734375,1199.5600852966309,1122.3000755310059,1214.3000984191895,1154.8600845336914,1147.8000793457031,1123.5000915527344,1611.3401222229004,1161.8000831604004,1442.0600929260254,1163.9200820922852,1313.1000747680664,1254.840087890625,1259.2400856018066,1201.400089263916,1161.800090789795,1294.7600746154785,1250.5600852966309,1207.8000869750977,1122.2800903320312,1188.4000816345215,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA18:3,TAG,1166.5600814819336,1222.9000930786133,1162.460090637207,1166.680088043213,1220.820083618164,1339.7201080322266,1180.880084991455,1195.0200996398926,1239.6600875854492,1164.3400955200195,1280.8000869750977,1231.4600830078125,1237.440097808838,1187.6000785827637,1543.0401229858398,1193.1600875854492,1248.2601013183594,1160.580078125,1214.940086364746,1336.8800964355469,1229.6800842285156,1475.700107574463,1512.6601028442383,1337.3800811767578,1256.5800819396973,1239.4800834655762,1166.5600814819336,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA20:4,TAG,1244.3200950622559,1246.1600914001465,1310.080093383789,1338.64009475708,1394.5801010131836,1306.1600914001465,1325.3000869750977,1405.5001029968262,1364.56010055542,1251.2000923156738,1493.8001022338867,1345.6000862121582,1369.520092010498,1283.7400932312012,1485.9800987243652,1417.760108947754,1263.0600852966309,1382.8400955200195,1293.4200820922852,1319.9201011657715,1319.8400955200195,1299.5200996398926,1388.7600898742676,1250.0201034545898,1263.0600967407227,1341.5800971984863,1244.3200950622559,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA22:5,TAG,1372.0200958251953,1549.220100402832,1482.6001091003418,1377.6200904846191,1421.5201110839844,1520.1800994873047,1602.7601203918457,1403.920093536377,1568.5601196289062,1401.940097808838,1412.8001022338867,1405.0000915527344,1377.56010055542,1377.6800842285156,1455.9201049804688,1375.06010055542,1494.9401092529297,1722.9201393127441,1428.4200973510742,1406.5200881958008,1491.6401023864746,1393.1800994873047,1418.260097503662,1372.4200897216797,1575.5801124572754,1374.1400985717773,1372.0200958251953,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:11)|TG(57:4)]_FA22:6,TAG,1544.0201110839844,1555.4201164245605,1609.4201126098633,1565.5601119995117,1637.2401161193848,1540.0601081848145,1517.6001052856445,1550.1201133728027,1515.2401084899902,1561.9601097106934,1529.8401184082031,1521.8401069641113,1578.9201202392578,1504.4001159667969,1565.8000946044922,1566.1601066589355,1501.8000984191895,1519.8801078796387,1600.800121307373,1518.1201171875,1531.1401100158691,1515.000114440918,1525.0601081848145,1665.920108795166,1497.8801002502441,1746.2401123046875,1544.0201110839844,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:12)|TG(57:5)]_FA14:0,TAG,991.8200721740723,1048.3800735473633,996.3800735473633,998.1600646972656,1057.0400695800781,1033.7000617980957,1007.9800720214844,993.8000717163086,1003.9600563049316,992.3000679016113,990.5000610351562,989.9600677490234,991.7800712585449,991.5800666809082,1003.4000778198242,1056.1600761413574,996.4400634765625,998.5000610351562,998.3200721740723,1000.0600662231445,999.6800651550293,1001.2200698852539,1003.7400665283203,1002.1200637817383,1051.3200721740723,1035.060073852539,991.8200721740723,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:12)|TG(57:5)]_FA16:0,TAG,998.2600631713867,1005.2400703430176,992.5600738525391,994.2600708007812,995.5200614929199,1010.0600700378418,1017.8000755310059,1043.220085144043,993.0600700378418,992.5600624084473,1061.4000701904297,1016.140064239502,995.1000747680664,998.8800773620605,1060.7600708007812,1143.6000709533691,994.6000595092773,996.6000785827637,1110.3600769042969,993.7600746154785,994.1400718688965,1017.2600746154785,991.4800605773926,997.940071105957,1029.1200637817383,992.940071105957,998.2600631713867,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:12)|TG(57:5)]_FA16:1,TAG,1036.8800773620605,1065.3400764465332,1035.260066986084,1035.8800773620605,1032.3200759887695,1203.420078277588,1077.3200798034668,1157.240077972412,1096.5400886535645,1159.54008102417,1119.2400741577148,1039.9800758361816,1039.880084991455,1038.2000694274902,1038.8000679016113,1066.700080871582,1038.200080871582,1071.54008102417,1088.7800750732422,1095.2400817871094,1108.3200759887695,1129.4400825500488,1143.1000785827637,1034.8600730895996,1179.1400871276855,1032.840072631836,1036.8800773620605,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:12)|TG(57:5)]_FA18:0,TAG,1062.4600791931152,1055.680076599121,1257.4000854492188,997.3000717163086,1059.9400749206543,1085.2400588989258,1124.2200813293457,1047.1600646972656,996.2800674438477,1064.7000732421875,996.5400772094727,999.9400672912598,1080.0800704956055,1104.3600730895996,1156.1600761413574,1327.7201042175293,999.5000686645508,1064.7600784301758,1173.4200820922852,1090.7000770568848,1491.6400756835938,1277.1601028442383,1081.7600708007812,1100.04008102417,1127.6600799560547,1000.4800682067871,1062.4600791931152,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(58:12)|TG(57:5)]_FA18:1,TAG,1057.8000679016113,1055.8000793457031,1036.740077972412,1100.5600700378418,1057.7000770568848,1133.3600845336914,1070.9800758361816,1082.6600799560547,1081.700080871582,1043.0600776672363,1037.400074005127,1118.5000762939453,1038.6000747680664,1080.7600746154785,1114.3600845336914,1181.6000747680664,1032.7000732421875,1116.1800689697266,1087.7200736999512,1100.1000785827637,1178.7400817871094,1079.6600799560547,1074.2400817871094,1128.560073852539,1030.960075378418,1032.7200622558594,1057.8000679016113,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
