Lipid,Class,BlankLiver_NA,C-1LiverF,C-2LiverF,C-3LiverF,C-4LiverM,C-5LiverM,C-6LiverM,E-1LiverF,E-2LiverF,E-3LiverF,E-4LiverM,E-5LiverM,E-6LiverM,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
[TG(44:5)]_FA18:1,TAG,1292.760082244873,1448.4601097106934,1403.720100402832,1713.2601013183594,1116.2200889587402,1948.340160369873,1593.5201148986816,1195.3600883483887,1301.9800910949707,1403.1600914001465,1356.5401077270508,1671.740119934082,1274.8600845336914,1336.000099182129,1774.3201141357422,1178.700080871582,1578.2801132202148,1687.1201057434082,1115.4600715637207,1249.1000938415527,1375.180103302002,1533.6001014709473,1408.0400924682617,1240.0400924682617,1277.06010055542,1148.12007522583,1336.000099182129,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(44:5)]_FA18:2,TAG,1293.5600891113281,1241.020076751709,1079.0200805664062,1179.6400871276855,1276.4401016235352,1646.4401206970215,1434.8201065063477,1261.780086517334,1160.820083618164,1215.7600936889648,1262.0600852966309,1283.6600952148438,1097.460090637207,1986.6401329040527,1273.6000900268555,1457.4601135253906,1397.0800857543945,1573.6401100158691,1264.9000778198242,1662.1601295471191,1150.240089416504,1269.6800842285156,1400.760097503662,1222.960090637207,1678.7201118469238,1532.2801094055176,1986.6401329040527,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(44:5)]_FA18:3,TAG,1389.8201065063477,1680.7201042175293,1205.1800918579102,1461.7000999450684,1790.100112915039,1550.1201286315918,1792.400131225586,1832.2401275634766,1242.7400932312012,1996.9401512145996,1844.700122833252,1486.8401184082031,1687.2001113891602,1206.0600852966309,1583.820110321045,1293.760108947754,1748.9201202392578,1528.120101928711,1610.8601264953613,1803.840129852295,1683.6201286315918,2015.100154876709,1354.9400939941406,1644.8401222229004,2058.0001487731934,1291.7400817871094,1206.0600852966309,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(44:5)]_FA20:4,TAG,1884.940128326416,1312.9400939941406,1727.3401222229004,1492.0401153564453,1404.9201011657715,1927.3801078796387,1537.300106048584,1665.5201301574707,1497.8601112365723,1750.2201385498047,1367.8000984191895,1594.9801025390625,1391.1200942993164,1512.8800964355469,1926.020133972168,1867.5801391601562,1442.220100402832,1829.3001251220703,1670.960132598877,1349.4001007080078,1435.4001121520996,1377.7001113891602,1478.2401084899902,1466.2201080322266,1576.1001167297363,1604.8401107788086,1512.8800964355469,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(44:5)]_FA22:5,TAG,1393.6801071166992,1457.6401138305664,1475.0401039123535,1650.8601150512695,1745.4201278686523,2107.500129699707,1669.2801094055176,1807.66011428833,1655.0201110839844,1439.6200981140137,1546.0001029968262,1497.3001136779785,1844.560131072998,2315.9801712036133,1967.9401245117188,1754.9401168823242,1607.0201034545898,1542.960105895996,1450.10009765625,1522.860122680664,1495.6800994873047,1629.260124206543,1788.580135345459,1832.0801315307617,1565.4001159667969,1955.0401306152344,2315.9801712036133,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:0)]_FA14:0,TAG,1319.3800773620605,1144.3400802612305,1336.7600898742676,1178.9200859069824,1133.3000755310059,1135.4000701904297,1388.6601181030273,1515.1601066589355,1438.9200973510742,1683.6201210021973,1085.4000778198242,1521.3001022338867,1569.0801010131836,1935.560157775879,1487.480110168457,2078.7001457214355,1663.6401100158691,1655.4401321411133,1215.140079498291,1463.2400970458984,1418.000087738037,1312.5400924682617,1696.480125427246,1203.2800903320312,1362.56010055542,1444.4200897216797,1935.560157775879,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:0)]_FA16:0,TAG,2444.9601821899414,2300.940158843994,1911.0401420593262,1784.940113067627,1421.4600868225098,1829.8001251220703,1822.9801216125488,2006.7801322937012,2334.800148010254,2172.7001457214355,2358.1801795959473,2030.2201347351074,2296.040168762207,2114.360149383545,1700.4001007080078,1935.300163269043,1670.2201347351074,1917.7801513671875,1483.2401123046875,2455.460163116455,2430.340190887451,1932.320140838623,2091.9401512145996,2526.5601768493652,2068.6801414489746,2671.240188598633,2114.360149383545,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:0)]_FA18:0,TAG,1491.2200965881348,966.4400634765625,1397.9800987243652,1189.020076751709,1368.6800918579102,966.9000625610352,1109.2400856018066,1230.0400886535645,1647.7001113891602,1554.3600997924805,1136.0200843811035,1117.3400840759277,978.820068359375,1061.1200637817383,1233.4200897216797,1195.8800811767578,1127.760082244873,1057.2000732421875,1172.6200904846191,1365.660083770752,1490.0001029968262,1077.9400825500488,1176.5600776672363,1097.7200736999512,1158.5400772094727,1514.0201148986816,1061.1200637817383,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:1)]_FA14:0,TAG,1087.3600616455078,980.8400688171387,1147.3600845336914,1081.2600784301758,1078.4400787353516,1103.8000831604004,1176.2400817871094,1255.4600830078125,1134.7800827026367,1250.5600891113281,1137.4000778198242,1116.4600830078125,1127.5600776672363,1769.9801406860352,1299.1800918579102,1169.3400802612305,1487.8401107788086,1289.6600952148438,1198.3600883483887,1099.0000839233398,1182.1200828552246,1213.420093536377,1040.3600730895996,1083.2200813293457,1053.8800811767578,1125.6400871276855,1769.9801406860352,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:1)]_FA16:0,TAG,2116.860134124756,1703.060131072998,1735.8201370239258,1364.3600997924805,1597.5001106262207,1973.5201377868652,1546.1001205444336,1175.9200859069824,2078.5001640319824,1611.9401054382324,1430.7801132202148,1718.8001136779785,1660.9401168823242,1776.0601272583008,1814.2801208496094,1740.7801246643066,1413.720100402832,1565.5600967407227,1859.8201293945312,1865.3001403808594,1848.8201332092285,1629.1401138305664,1338.7800903320312,1857.0601539611816,1660.6001281738281,1394.760082244873,1776.0601272583008,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:1)]_FA16:1,TAG,1396.1801071166992,1636.8001251220703,1569.5801162719727,2097.460163116455,1780.3001136779785,1535.440097808838,1439.06010055542,1524.680118560791,1867.4401359558105,1942.9801445007324,1825.4601249694824,2207.9001502990723,1772.480125427246,1706.1401290893555,2139.020164489746,1554.1600952148438,1798.8201179504395,1828.880126953125,1908.5401306152344,1862.1001281738281,2172.3001441955566,1710.000129699707,1335.3000984191895,1951.3801460266113,1606.7001113891602,1914.640151977539,1706.1401290893555,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:1)]_FA18:0,TAG,1036.7600784301758,992.400074005127,1066.480068206787,1310.260082244873,1822.9601211547852,973.3000640869141,1397.360092163086,1262.3400917053223,1111.7800788879395,1221.4000968933105,1001.4800682067871,1005.1800727844238,990.2600708007812,1138.7400741577148,1253.0800819396973,1238.8801002502441,1598.9601135253906,1272.000087738037,1270.4800834655762,1783.3601188659668,1338.1800994873047,1118.5800743103027,1170.700096130371,1323.8200988769531,1199.940097808838,1403.9001159667969,1138.7400741577148,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:1)]_FA18:1,TAG,3318.540256500244,3034.280200958252,3399.400230407715,1930.2601470947266,2175.360149383545,3289.6602363586426,3711.020263671875,2519.440196990967,3049.2802200317383,3351.280227661133,2900.2202072143555,3981.020248413086,1940.5201263427734,2517.000171661377,3241.6202507019043,1949.460132598877,2675.3001976013184,3342.18021774292,1864.9401168823242,2266.70015335083,3273.600238800049,3149.840229034424,2635.940196990967,2163.100154876709,3680.540294647217,2363.5801963806152,2517.000171661377,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:2)]_FA14:0,TAG,1075.920066833496,1042.9000701904297,1016.5800704956055,950.9600639343262,1107.060073852539,958.8600654602051,1022.8000679016113,1040.6400718688965,994.2200622558594,947.5800590515137,1023.5400810241699,960.140064239502,1030.200080871582,1039.0200805664062,1105.2400817871094,963.580078125,1009.2000694274902,953.8600807189941,962.9000701904297,990.4600563049316,979.0200691223145,947.180061340332,1113.7600708007812,949.3600540161133,948.6800689697266,1268.260082244873,1039.0200805664062,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:2)]_FA16:0,TAG,1790.7401161193848,1453.8201179504395,1597.5801124572754,1384.1601066589355,1267.4400939941406,4051.2003326416016,1220.1800918579102,1074.7200736999512,1177.8200912475586,1139.8000755310059,1099.9600830078125,1173.5600776672363,1394.4801063537598,4266.280342102051,1679.5201110839844,1352.3200874328613,1086.5200843811035,2289.380153656006,1669.5601081848145,1137.520092010498,1107.3000869750977,1410.8800811767578,1085.8200759887695,1156.2200660705566,2259.560161590576,1578.7201194763184,4266.280342102051,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:2)]_FA16:1,TAG,1781.5801239013672,1666.4001159667969,1582.4401092529297,1671.140121459961,1660.9801063537598,1473.3000984191895,1701.0401191711426,1446.2600936889648,1301.9800910949707,1430.06010055542,1286.9400825500488,1647.5001335144043,1475.700122833252,1476.06010055542,2072.1601371765137,1663.3001289367676,2153.920150756836,1655.0401039123535,1266.0800857543945,1722.4201049804688,1250.7600860595703,2032.260139465332,2048.9001388549805,1954.4001388549805,1458.1601104736328,1606.0801086425781,1476.06010055542,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:2)]_FA18:0,TAG,968.4200592041016,956.8800621032715,1124.7400817871094,1093.4800872802734,2072.7601432800293,1107.5200843811035,1260.9000930786133,1136.5600700378418,1190.3200798034668,1429.4600982666016,1052.0400733947754,1276.240104675293,1095.6400756835938,1183.4200859069824,1008.9400672912598,1007.320068359375,1042.0600700378418,1072.3200759887695,953.9000778198242,1388.60009765625,998.9400787353516,954.880069732666,1079.900074005127,1064.0800857543945,958.8400764465332,1057.9800834655762,1183.4200859069824,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:2)]_FA18:1,TAG,1173.420093536377,1289.3200759887695,1359.3800811767578,1390.5200958251953,1225.7600898742676,1445.6600875854492,2712.060203552246,1594.1401176452637,1129.2200775146484,1927.3601531982422,1293.7000885009766,1312.5600967407227,1313.9000930786133,1209.7400741577148,1291.9801063537598,1036.3800811767578,1267.8600845336914,1425.0201034545898,1039.5800704956055,1265.1000862121582,1172.7600784301758,1137.5800819396973,1222.0600814819336,1139.6400833129883,1253.960090637207,1104.580078125,1209.7400741577148,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:2)]_FA18:2,TAG,1257.580093383789,1614.3401145935059,1078.7200736999512,1252.540096282959,1778.1801567077637,1439.020107269287,1747.5601234436035,1486.7201042175293,1392.0401000976562,1512.1201171875,1284.0200958251953,1437.260097503662,1584.6001205444336,1292.1200904846191,1167.660083770752,1109.3800811767578,1370.8600997924805,1616.5801315307617,1182.9400787353516,1416.420093536377,1192.6200942993164,1080.260066986084,1481.5600929260254,1673.4001235961914,1110.4600715637207,1263.3000869750977,1292.1200904846191,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:3)]_FA14:0,TAG,949.1000747680664,950.2800750732422,948.3000679016113,950.8600578308105,1006.6000633239746,1031.680076599121,977.8200721740723,947.0800704956055,946.9600563049316,974.7200660705566,949.700065612793,949.4200706481934,1018.7200698852539,1080.1600723266602,965.8400688171387,954.5200614929199,971.2000694274902,953.56005859375,951.7000694274902,969.940071105957,952.1000747680664,948.1600570678711,951.3000564575195,948.9000663757324,948.1200561523438,991.4600639343262,1080.1600723266602,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:3)]_FA16:0,TAG,4087.980293273926,1368.7801094055176,1893.6801261901855,1200.4800987243652,1691.5001258850098,11134.06079864502,1198.2800750732422,1600.9801177978516,1327.680103302002,1295.0000839233398,1193.2800827026367,1547.4401016235352,1444.0401191711426,9867.960754394531,3176.8602752685547,1578.400104522705,1444.1201057434082,4790.460334777832,2923.3002014160156,1121.920078277588,1416.8600997924805,2494.8601722717285,1996.7801551818848,1354.0000915527344,4252.3804359436035,2879.400218963623,9867.960754394531,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:3)]_FA16:1,TAG,1341.2200927734375,1226.920078277588,1100.1200828552246,1125.9800834655762,1098.4000701904297,1449.7601203918457,1252.2200965881348,1519.7001152038574,1261.9401054382324,1121.1600799560547,1070.1600761413574,1267.020092010498,1106.380084991455,1210.8200721740723,1073.1200790405273,1163.8600807189941,1149.2000770568848,1192.4800872802734,1129.6600761413574,1036.4800758361816,1039.9400787353516,1036.9200744628906,1282.120101928711,1185.940071105957,1212.5800895690918,1212.8400840759277,1210.8200721740723,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:3)]_FA18:0,TAG,989.1600761413574,988.4000778198242,1119.8000793457031,1037.580078125,1086.9400749206543,1003.8800621032715,1023.260082244873,1057.7600746154785,961.2400665283203,960.1000633239746,1054.4000778198242,1034.9200744628906,959.1600685119629,1199.6800918579102,984.0200691223145,957.1000671386719,988.7400817871094,1027.8400802612305,972.5400695800781,954.0000648498535,1138.320083618164,999.0800666809082,954.6400680541992,1097.900074005127,1034.1200790405273,1187.900089263916,1199.6800918579102,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:3)]_FA18:1,TAG,1233.7000923156738,1204.880084991455,1356.000087738037,1109.900089263916,1271.2000846862793,1176.8400840759277,1405.3000946044922,1219.5000801086426,1215.1600875854492,1365.9200973510742,1250.8600997924805,1167.6800804138184,1068.9200744628906,1261.1200904846191,1474.9000930786133,1242.9400825500488,1115.0600814819336,1052.8400650024414,1056.04008102417,1082.3200798034668,1139.1400833129883,1257.7800979614258,1179.1000862121582,1093.100082397461,1304.1600914001465,1039.0800743103027,1261.1200904846191,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:3)]_FA18:2,TAG,1343.3000946044922,1441.7201232910156,1284.8600692749023,1199.04008102417,1857.8401374816895,1353.740104675293,1672.060115814209,1355.0001029968262,1245.020092010498,1537.7001113891602,1387.8001098632812,1363.5600929260254,1647.6601257324219,1282.8601036071777,1247.3801002502441,1327.3200988769531,1119.0800819396973,1381.9000930786133,1156.2600898742676,1427.3200988769531,1242.080093383789,1291.0800895690918,1300.6800994873047,1443.06010055542,1190.440086364746,1153.3600845336914,1282.8601036071777,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:3)]_FA18:3,TAG,1166.9200706481934,1216.0400924682617,1307.4800910949707,1271.700096130371,1297.1000862121582,1264.080093383789,1480.1801071166992,1575.1401252746582,1220.6800842285156,1292.5401000976562,1264.2200813293457,1357.4201011657715,1296.3600807189941,1165.9600830078125,1420.4001007080078,1161.3400802612305,1296.7200889587402,1403.5000953674316,1427.7000999450684,1163.1200828552246,1162.7800903320312,1263.7600860595703,1247.1400833129883,1219.2000885009766,1351.3400840759277,1163.900089263916,1165.9600830078125,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:4)]_FA14:0,TAG,949.2200698852539,950.2000617980957,947.5600624084473,951.06005859375,1024.4200820922852,1064.860065460205,947.7600555419922,992.2400703430176,947.7000770568848,948.2800636291504,960.1200637817383,948.8000679016113,984.2600708007812,1146.160068511963,1008.6800575256348,1103.080078125,1009.0800704956055,958.8000717163086,951.5000686645508,958.4800682067871,1007.8800735473633,966.5400657653809,967.2800788879395,953.6400680541992,948.4000625610352,1021.0800743103027,1146.160068511963,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:4)]_FA16:0,TAG,954.3200721740723,953.7000579833984,1038.1600723266602,959.7400665283203,1109.4000701904297,1054.2600784301758,1118.3000831604004,1136.920078277588,1109.6400756835938,1284.180088043213,1105.220069885254,992.3600807189941,1007.2800674438477,1275.1800842285156,1063.5000648498535,1104.0800857543945,1083.6000709533691,1256.8600807189941,1044.4200859069824,1194.3000755310059,1246.0800819396973,1124.04008102417,951.4600677490234,1020.2400665283203,977.7200622558594,1084.6200714111328,1275.1800842285156,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:4)]_FA16:1,TAG,1191.4800834655762,1505.6201171875,1352.0801048278809,1582.4001083374023,1799.4801406860352,1361.7600936889648,1448.860092163086,1179.520092010498,1296.760097503662,1533.4800987243652,1208.0600891113281,1335.2400970458984,1290.1200828552246,1951.7001304626465,1273.9000854492188,1170.6000862121582,1178.5400695800781,1300.6800956726074,1200.6600914001465,1046.8200759887695,1148.2800788879395,1111.8400802612305,1259.240089416504,1037.6800804138184,1150.7600784301758,1177.280086517334,1951.7001304626465,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:4)]_FA18:0,TAG,986.2200660705566,1054.100082397461,995.3600730895996,982.4400672912598,1045.3600578308105,1000.0800743103027,1229.020092010498,1120.7400741577148,1090.4200744628906,1051.9600677490234,1129.240089416504,1048.960075378418,1016.1200752258301,1049.7800750732422,1121.9200859069824,981.4400672912598,1271.6000862121582,1022.4200706481934,989.5200614929199,993.9400672912598,979.2200736999512,954.2400703430176,1029.7600746154785,986.0400695800781,1070.380084991455,1042.5800743103027,1049.7800750732422,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:4)]_FA18:1,TAG,1110.9000854492188,1212.7000885009766,1898.4001159667969,1216.220100402832,1104.5400848388672,1624.8601188659668,1527.2800941467285,1303.2001037597656,1486.0801086425781,1385.7000999450684,1131.3400802612305,1231.240089416504,1103.140079498291,1176.280086517334,1138.1800804138184,1396.760097503662,1247.3000946044922,1338.8000946044922,1183.960075378418,1038.4400749206543,1375.6800956726074,1370.800106048584,1142.2400856018066,1102.580078125,1492.7001113891602,1158.220085144043,1176.280086517334,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:4)]_FA18:2,TAG,1094.5400733947754,1452.9401016235352,1122.3000679016113,1170.0400848388672,1177.440086364746,1213.5600891113281,1560.5801048278809,1210.2000770568848,1190.7600936889648,1318.960090637207,1437.680088043213,1405.4801139831543,1301.6200904846191,1244.980094909668,1158.7400856018066,1215.880084991455,1168.9800834655762,1218.1800918579102,1182.0400848388672,1198.8200950622559,1252.1200904846191,1187.1800804138184,1256.1600914001465,1239.820083618164,1217.420093536377,1082.0600776672363,1244.980094909668,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:4)]_FA18:3,TAG,1177.2200927734375,1275.14009475708,1231.9201049804688,1225.0801010131836,1640.3801155090332,1646.16011428833,1740.9201316833496,1551.6401062011719,1167.8000717163086,1697.640121459961,1381.6600875854492,1222.180088043213,1422.7201194763184,1183.400089263916,1365.4600982666016,1254.2000885009766,1482.3401184082031,1378.3400993347168,1485.7601013183594,1185.3800811767578,1442.3801040649414,1268.8200874328613,1399.0400886535645,1303.3201026916504,1533.1400909423828,1187.4400787353516,1183.400089263916,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:4)]_FA20:4,TAG,1468.4600944519043,1484.3401069641113,1267.080093383789,1437.8200912475586,1496.3001022338867,1452.1600914001465,1548.3200988769531,1384.7400932312012,1480.1600914001465,1370.0200881958008,1428.780101776123,1415.400104522705,1454.8601036071777,1360.1001052856445,1244.9400825500488,1282.140079498291,1825.1201133728027,1455.5601043701172,1410.7400932312012,1388.200080871582,1397.7601051330566,1279.6400985717773,1477.420108795166,1502.5201034545898,1396.3001098632812,1386.0401000976562,1360.1001052856445,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA14:0,TAG,949.3200759887695,949.9800643920898,948.0800628662109,951.1800537109375,950.5800628662109,962.820068359375,948.1600723266602,946.9400596618652,991.9800720214844,948.6000671386719,1003.6600646972656,949.2200584411621,950.1600646972656,950.8800621032715,953.6600646972656,1021.8000679016113,993.200065612793,953.8000679016113,1075.080078125,952.6400566101074,1025.7600708007812,1024.3600730895996,950.8400726318359,949.1400566101074,1097.1000785827637,950.8400688171387,950.8800621032715,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA16:0,TAG,1019.0200653076172,972.5400733947754,1045.2200736999512,1034.0600814819336,997.0200729370117,1123.9000854492188,1125.300064086914,1009.2400817871094,1101.8200721740723,974.9200668334961,976.6600799560547,992.7600746154785,1072.980068206787,1035.4000663757324,1104.5400733947754,1043.7000732421875,1189.2600746154785,1272.7000923156738,1041.12007522583,1005.9200706481934,1059.9000701904297,1025.8400535583496,1263.9200897216797,1115.2000770568848,1156.3600845336914,954.0200691223145,1035.4000663757324,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA16:1,TAG,1324.9000930786133,1056.3200721740723,1044.2200927734375,1040.7000770568848,1317.4200973510742,1374.8801040649414,1266.3200988769531,1045.2800788879395,1063.660068511963,1234.5000762939453,1041.0600776672363,1040.420078277588,1119.1600875854492,2418.1601905822754,1125.5000839233398,1270.6000900268555,1362.0600967407227,1551.320110321045,1548.020118713379,1128.2000732421875,1149.8600730895996,1173.8200759887695,1037.7200736999512,1038.4600791931152,1080.100082397461,1110.6800727844238,2418.1601905822754,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA18:0,TAG,1158.920066833496,1215.5200805664062,1615.2201232910156,2208.2401428222656,2315.900157928467,1761.7001495361328,2170.5001373291016,1883.960132598877,1595.7801094055176,2152.3801612854004,2104.20011138916,1371.220100402832,1308.3600997924805,1046.560073852539,982.4800643920898,1051.5400657653809,1029.1800804138184,1050.7000732421875,954.0200691223145,1384.3000793457031,954.3800659179688,954.9600677490234,963.6200637817383,1228.9000968933105,1004.6400756835938,1160.6200866699219,1046.560073852539,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA18:1,TAG,1038.0600700378418,1040.860065460205,1094.5000686645508,1091.3000755310059,1036.8000717163086,1126.9400787353516,1142.0600814819336,1155.140079498291,1229.6600799560547,1142.9400825500488,1222.4800872802734,1039.0400772094727,1068.2400665283203,1271.06010055542,1036.5200691223145,1072.0400695800781,1290.480094909668,1360.3801155090332,1126.4000816345215,1183.9200820922852,1137.2200775146484,1177.9400787353516,1258.2800979614258,1037.6800689697266,1051.2600708007812,1038.7200736999512,1271.06010055542,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA18:2,TAG,1194.4000816345215,1134.8200759887695,1197.6000900268555,1103.9600830078125,1238.0000801086426,1087.8400802612305,1077.7400741577148,1284.6200981140137,1143.0600814819336,1250.3800811767578,1091.7000732421875,1128.3600807189941,1120.9800834655762,1288.1200904846191,1237.8600883483887,1079.6400871276855,1091.840072631836,1089.480079650879,1080.920066833496,1194.6000862121582,1081.420078277588,1080.8800773620605,1268.4400901794434,1209.660083770752,1127.0000801086426,1080.8600883483887,1288.1200904846191,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA18:3,TAG,1200.4400825500488,1458.4801063537598,1198.3200874328613,1882.5201301574707,1901.5201377868652,1651.0801010131836,2034.980167388916,1897.5801239013672,1236.6200904846191,1441.6800918579102,1675.9801292419434,1235.9400939941406,1707.3401145935059,1187.260082244873,1272.180088043213,1270.8800926208496,1302.440097808838,1353.0400886535645,1462.2400970458984,1228.3000869750977,1355.000099182129,1190.3600730895996,1208.4400901794434,1198.3000831604004,1227.020092010498,1164.160083770752,1187.260082244873,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA20:4,TAG,1251.6800956726074,1317.780086517334,1477.2601165771484,1339.2200965881348,1641.4801216125488,1667.5001029968262,1669.3401184082031,1253.7200965881348,1491.4801063537598,1328.3200874328613,1336.780086517334,1385.3201065063477,1333.5800895690918,1324.2200927734375,1403.1200904846191,1268.0600929260254,1328.4601020812988,1533.8401069641113,1288.8600883483887,1546.180118560791,1416.260108947754,1554.2201194763184,1575.7601051330566,1396.320110321045,1357.9000968933105,1588.9401054382324,1324.2200927734375,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(45:5)]_FA22:5,TAG,1687.3001289367676,1518.2801094055176,1815.2201194763184,1592.9401054382324,1964.840129852295,2164.660140991211,1945.18013381958,1891.440128326416,2158.580150604248,1563.5201148986816,2039.3801383972168,1644.060115814209,1782.1201095581055,1431.9400939941406,1682.280128479004,1697.040126800537,1477.0601081848145,1831.14013671875,1423.06010055542,1666.9001121520996,1711.7401008605957,1475.840087890625,1500.5201034545898,1766.340129852295,1716.920124053955,1531.9401092529297,1431.9400939941406,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(46:0)]_FA14:0,TAG,2011.800121307373,1663.880111694336,2374.6601524353027,1835.6801223754883,1662.3000984191895,1553.3001022338867,1788.6601371765137,2242.040168762207,1813.7401542663574,2326.980178833008,2174.1001586914062,2429.3401641845703,2424.8601684570312,3156.1402282714844,2775.440174102783,2632.580177307129,1959.6801452636719,2384.660182952881,1383.2600898742676,1907.2201347351074,1533.820125579834,1393.0400924682617,1747.260108947754,1567.9800910949707,1568.6201057434082,2030.62015914917,3156.1402282714844,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(46:0)]_FA16:0,TAG,4909.6403465271,4816.120361328125,6255.920505523682,4824.900371551514,5936.920486450195,4728.560348510742,5305.9003829956055,4972.640380859375,5468.900402069092,5668.020435333252,6010.980457305908,6376.020431518555,5839.9404373168945,4125.76029586792,3785.7202949523926,3543.2602729797363,4173.120300292969,3646.120262145996,2758.22021484375,3870.6402893066406,4547.7403564453125,3415.000255584717,4715.400337219238,5609.100360870361,4551.280342102051,4950.080368041992,4125.76029586792,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(46:0)]_FA18:0,TAG,1674.3601188659668,1108.4200820922852,1654.8801231384277,1891.0001182556152,2140.820171356201,1594.8201065063477,1977.320140838623,1671.8401489257812,1087.3200721740723,1564.3201065063477,1919.260139465332,1100.0600776672363,1584.220115661621,1165.860092163086,1424.2400970458984,1265.9000816345215,1739.7201347351074,1538.8400993347168,1186.3000793457031,1796.3401145935059,1362.5600852966309,1119.3800773620605,1257.3400917053223,1166.0600776672363,1770.040111541748,1190.0400772094727,1165.860092163086,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
