Lipid,Class,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
CAR(10:0),CAR,338427.2018623352,324203.98277282715,334789.2228088379,335300.2035102844,334215.18283462524,323321.26235198975,323802.9835205078,328669.7445831299,326853.56217575073,323277.3828315735,326717.8415489197,359375.3847541809,329625.3434448242,338570.24422836304,335095.484539032,328984.103061676,321886.7222099304,321306.5824775696,336707.025100708,323888.16147613525,329886.42529296875,331391.22269821167,359584.1459960937,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(10:0)_QUAL,CAR,1535372.630897522,1516836.5327682495,1547899.4927978516,1571164.2093276978,1506305.7311172483,1465661.5479812622,1471804.5253257751,1534842.3647384644,1495402.5145492554,1509350.9440078735,1457573.125499725,1678001.329662323,1473919.363647461,1540669.8572006226,1531624.129436493,1481863.3592300415,1432939.3393974304,1448025.082748413,1554215.237365723,1467338.117553711,1479470.671447754,1482649.1044578552,1358931.08203125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(10:1),CAR,468052.5140953064,455261.4915084839,467979.4149398804,470298.7932319641,468940.61178970337,459726.014465332,459556.2958984375,470902.736000061,466029.6733665466,473192.2338218689,456719.7716178894,505036.3566207886,457097.5735855103,458074.812953949,465617.5734901428,473222.4962921143,466888.7722206116,447744.3542900085,463669.89585113525,454910.75260543823,457608.0919380188,456407.10988616943,634009.9052734375,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(10:1)_QUAL,CAR,1191053.168067932,1179398.5004119873,1218492.8599853516,1242140.1255645752,1192392.7216529846,1168491.082397461,1165448.3845214844,1223989.145462036,1165622.5580291748,1197382.9510269165,1133229.6761245728,1338643.5079917908,1131956.764427185,1228727.7515907288,1210324.3289375303,1151465.9069366455,1125222.4940795898,1155182.5573730469,1226830.0862236023,1170766.46868515,1178696.6046714785,1191960.7978553772,1046036.49609375,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(10:2),CAR,466398.2900390625,467254.89208984375,476177.0739746094,481124.4542427063,477586.1125488281,470667.7735595703,469337.28994750977,479449.8723144531,472138.4946517944,464267.77478027344,472247.4354248047,514652.9989318848,453861.348487854,477414.1746826172,473032.4131278992,471169.6966743469,467629.9087333679,463236.3703994751,478791.27502441406,467590.3498535156,468902.31021881104,474985.4504814148,642041.1708984375,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(10:2)_QUAL,CAR,662201.5657730103,613257.7263183594,609228.8646697998,672799.165512085,632785.6041870117,664392.66796875,603536.2040405273,600914.159362793,627115.3056640625,708170.4301757812,586886.3618164062,703678.1702880859,612985.6586914062,628613.0872039795,631867.0440940857,615290.3865966797,611171.8441162109,627567.0003662109,645250.8635253906,683353.6118164062,635974.3681640625,617690.7841033936,585456.421875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(10:3),CAR,464280.1316108704,464176.950958252,474447.635887146,474823.5919189453,461780.14990234375,465083.8903808594,462530.2118835449,464057.452835083,458302.6073188782,460119.35189819336,462716.1932449341,504844.3345336914,450509.6921386719,465302.7536354065,465281.9126586914,468512.5920410156,467118.39096069336,462316.1915130615,476578.8731765747,463602.9907836914,463062.2111816406,471274.576171875,611447.3291015625,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(10:3)_QUAL,CAR,673968.7052230835,626910.0848655701,665941.73046875,667592.1860351562,671410.9285202026,699709.5654449463,681354.36769104,672318.2248725891,692704.0530395508,695539.7074279785,617384.665802002,733342.43359375,659306.0273742676,632045.0028305054,666056.2108001709,639118.0305175781,641275.3082275391,712706.1708374023,701900.7349433899,712117.6495361328,661335.9470214844,721197.8115234375,633677.9819335938,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(11:0),CAR,235500.31698989868,228729.7152633667,230270.4958267212,230880.37762069705,224726.9572105408,215049.35606002808,222003.6559715271,228741.0756149292,217721.4149169922,216942.31550216675,216124.01500701904,257411.838344574,220413.59775543213,230313.9958953857,221055.97383499143,220966.0139694214,218446.4764213562,218645.57523345947,234711.0570678711,214662.6746559143,216117.3162574768,218226.2944984436,307762.5842285156,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(11:0)_QUAL,CAR,969895.6544570924,968537.4339294434,976975.6697769164,992071.5774345398,956961.8673667908,917140.747505188,945642.8892822266,980565.6117897034,954241.1290931702,983907.2283935548,924346.5397491456,1042371.3549728394,949159.1106185912,965662.7069129944,964686.4536552428,939224.9856300354,919359.0277824402,932479.308166504,978144.6479530334,957827.2923545836,971917.5591201782,951554.263698578,870968.1220703125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(12:0),CAR,6863065.198444366,6609949.756256104,6699264.702194214,6716539.346256256,6667696.220630646,6612772.765007019,6553456.024692535,6717907.478443146,6603319.179691315,6624754.211257935,6659343.449691772,7086168.616256714,6595506.065631866,6722045.327503204,6755555.022506714,6792760.283447266,6638865.850631714,6530265.857505798,6764746.511878967,6604638.681884766,6639214.566879272,6579164.950317383,6397297.76171875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(12:0)_QUAL,CAR,1223517.561569214,1206898.078968048,1185875.7597351074,1211441.843990326,1156557.9998130798,1193942.9633636477,1279660.1290664673,1300107.4476852417,1222956.989692688,1287689.2668800354,1137825.3182106018,1301156.3486747742,1220984.7471504211,1168562.6757087708,1221448.2316474917,1149624.4547691343,1174099.7212600708,1228928.2289123535,1224322.105255127,1327673.7668037417,1273608.2948493958,1207328.6835975647,1316580.955078125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(14:0),CAR,361172.9073677063,341792.96465682983,357862.2861595154,363645.406414032,347462.24549484253,332862.2823295593,339905.80448150635,358287.88621521,338632.98584747314,344700.1848526001,342347.18447875977,372923.9835395813,350620.08406829834,344656.7267036438,359427.3056907654,355229.2665863037,335133.70473098755,336372.2026824951,349707.2444610596,336101.6043624878,339221.28412628174,343465.46434402466,372286.3051757813,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(14:0)_QUAL,CAR,771629.2531318665,753242.0290298462,767636.0124702454,758977.2906303406,740152.0901222229,743154.5322341919,733432.2945365906,776724.5965690613,712182.9745788574,730440.7923126221,715467.2517662048,827987.8002815247,749190.3892250061,751557.3112182617,773082.2574691772,740778.4919586182,719374.9527397156,734312.7576637268,784517.7756309509,717753.7501983643,699380.4080162048,717301.4472732544,886736.28125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(14:1),CAR,368253.6453018189,352333.0259246826,375739.64881134033,369238.8459434509,354837.2649497986,338663.2843208313,351927.0446739197,367769.3065872192,349780.6231689453,348162.04473495483,348716.82412719727,375419.16662979126,350630.924949646,359813.8261604309,356755.884967804,358847.823677063,346470.70416641235,346617.0825843811,357274.9656906128,337433.92461395264,341337.0643424988,353994.2070198059,368998.5258789063,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(14:1)_QUAL,CAR,767067.6369972229,748755.6727409363,760089.3957099915,790660.0382080078,745128.6497344971,744602.9521179199,733397.7854766846,766401.6937179565,751904.1968002319,766372.874382019,740715.7894592285,799638.3330917358,757029.9527816772,750288.1098861694,753580.4165306091,748233.2111778259,739374.1313743591,735472.528717041,773335.7379722595,729962.1512184143,711158.1291885376,740426.3129768372,902707.2607421876,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(14:2),CAR,391137.3074455261,383549.54625701904,396985.10791397095,400606.2511405945,376575.94801330566,374953.6049690247,386218.3284263611,392923.6473693848,377583.80672836304,379547.5256729126,379550.0477981568,411872.5904350281,380503.1065673828,389590.1304168701,391326.5685043335,393587.8889694214,377037.0874862671,368247.1245956421,386504.00748825073,368663.3448295593,365438.8460388184,374577.8872909546,397565.6098632813,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(14:2)_QUAL,CAR,834265.8830909729,797707.0398521423,788367.5584449768,836812.7205162048,786712.6766471863,774199.4570770264,768619.9982872009,798070.0604743958,757587.032585144,789616.1741104126,746626.632194519,845375.5410995483,805672.5811767578,789235.235710144,806046.2173500061,791681.4773902893,761754.5339546204,771592.0360603333,809444.1345405579,784426.7789916992,759862.1564903259,776865.636100769,898668.984375,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(16:0),CAR,260527.89841461185,249055.1368522644,260281.57931137085,262179.4790916443,257094.6977005005,248438.1576423645,256342.4572944641,263729.85804367065,250341.67779922485,245753.4393043518,244751.75845336917,272205.9010620117,243168.3185043335,261969.87801361084,265652.26039505005,255383.49932479855,249443.29615020752,244656.0984153748,260782.2986793518,243504.41631698608,247252.4987564087,255094.79864120483,283562.0600585937,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(16:0)_QUAL,CAR,741665.0752410889,724922.409576416,741527.9105110168,739062.2687950134,754089.5711021423,780233.8910598755,733402.4082489014,729065.9316101074,718402.3291473389,782067.414691925,712383.3089141846,785454.1362190247,711777.9098129272,728377.2713737488,744304.7329330444,784411.1769981384,727368.675201416,744580.450668335,739910.9273910522,761447.2956733704,767873.0320358276,748902.6073913574,743383.630859375,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(16:1),CAR,251108.5578765869,248448.07914733887,255607.11666488647,264756.37813186646,238331.3762550354,239549.95531082156,250917.5990600586,252695.8781776428,237858.3367919922,244149.1976242065,242737.27661895752,265494.65633773804,245300.87617874143,248678.4370956421,245991.79652786252,250654.79792785645,240108.3775062561,245266.697555542,248668.6992378235,240178.85808181763,236260.0367164612,244456.33667755127,271161.9794921875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(16:1)_QUAL,CAR,734014.1730155945,726439.9694976807,734830.953327179,725863.83070755,725142.5340690613,728574.1284446716,727922.1539497375,761771.6136398315,726252.3511772156,714028.0119590759,713375.989616394,737661.1934432983,695575.2939910889,703927.8320007324,717180.0927810669,724446.8543014526,708629.9428215027,722805.9335632324,769126.7771148682,767697.6349639893,729004.4346923828,749935.374420166,740003.9345703125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(16:2),CAR,248117.01676177976,239834.85723495483,247627.7583732605,255897.41875839236,241989.59797668457,243835.67629623413,242903.81734085083,251160.677192688,227772.11569213867,233746.2361984253,238116.23794555664,254123.47904968265,239340.3956298828,242813.39530944824,241356.97693252563,243000.4768104553,233818.33547592163,238263.81699752808,245138.49822616577,225778.13489151,230395.71717453003,239194.91827774048,256414.337890625,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(16:2)_QUAL,CAR,697616.492351532,689009.5485610962,677503.011100769,674033.1201629639,707687.5710601807,758232.4121170044,706301.4317817688,741312.2479362488,682616.0869216919,746355.1691856384,680106.8850440979,701353.0062561035,692253.6337165833,678927.8856697083,677953.36668396,747993.7341079712,673136.8647346497,723259.7475471497,694329.3298530579,745184.4724273682,724091.2696533203,659436.4851989746,720453.970703125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(17:0),CAR,1370896.202194214,1360446.9550056458,1423578.6156311035,1413356.663368225,1347009.9774284365,1266043.720790863,1346960.3937568665,1424652.5557098389,1297160.1095352173,1338827.432430267,1275777.190788269,1482878.3078193665,1280312.0266456604,1409439.1154022217,1388717.9932060242,1331627.514461517,1213258.2848510742,1307844.7393035889,1403911.8992271423,1272704.8889160156,1328843.162349701,1384220.1986808777,1142501.9833984375,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(17:0)_QUAL,CAR,576444.3008651733,550429.6366462708,572052.1805152893,572058.7203559875,565149.957233429,522134.95793533325,544400.1816864014,562287.6005325317,533254.9981689453,544554.2147331238,533086.5393829346,595341.5996513367,547989.9380531311,567340.6586799622,554741.1977005005,546695.0993423462,517349.47512435913,510357.1747703552,553653.5812950134,518834.95582580566,542659.7355117798,540486.1771965027,595367.421875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:0),CAR,3483483.0332870483,3352246.9637527466,3559557.1098480225,3523997.505008697,3337268.1692276,3130900.762664795,3252273.294067383,3518062.486724853,3145356.0317230225,3203608.6062583923,3245037.5331306458,3616983.304851532,3296005.070941925,3469922.337348938,3469259.7359466557,3436369.544849396,3076573.9889144897,3239723.7710990906,3440968.196411133,3146476.197505951,3157032.115478516,3371841.245632172,3204698.263671875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:0)_QUAL,CAR,754288.6739501953,719669.6684455872,757535.6389884949,749395.356136322,706073.6140327454,670423.8701210022,707733.4903945923,733085.6737937927,695461.6885604858,693850.8493843079,687811.7888336182,774771.6753196716,716354.0694618225,738997.1532478333,720246.8477783203,700834.5096549988,674721.9897727966,673375.7495002747,716590.8282470703,689346.0529747009,690685.9684829712,702780.9741096497,760985.4560546875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:1),CAR,3393913.270629883,3307511.630317688,3400106.4828186035,3353254.942504883,3204892.8693847656,3085144.1928215027,3204446.966571808,3388461.5528182983,3077063.5401649475,3138169.3336029053,3151038.9817237854,3536704.2545394897,3208154.653289795,3361928.4101638794,3347135.549381256,3287294.077976227,3057472.452194214,3160476.8711013794,3349125.6428222656,3039036.410785675,3075147.529067993,3220022.6293792725,3208659.5,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:1)_QUAL,CAR,724785.0505142212,704959.9509849548,710473.9950065613,733329.8883666992,685858.1858673096,658951.204574585,695685.7893409729,721227.9511795044,664231.3082084656,658315.0877799988,669243.5468063354,746234.0699272156,690094.1508674622,716264.7123908997,700270.9301605225,687817.2287979126,667197.6481704712,651668.8848114014,696776.6521186829,658728.1066474915,670911.7075462341,675206.6469573975,735194.3125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:2),CAR,3503175.5364112854,3378535.9031333923,3480028.3957901,3508806.404537201,3324932.8187561035,3159603.657661438,3276826.2682876587,3491905.8846931458,3148183.6836013794,3217802.9153175354,3245415.816570282,3644972.7496910095,3338940.8262557983,3459340.898914337,3450976.4942245483,3400825.3496932983,3102484.016254425,3256468.5601654053,3457559.8312568665,3122954.210006714,3193420.745941162,3302492.835788727,3252238.28515625,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:2)_QUAL,CAR,695773.7686767578,681685.0301246643,690644.4261360168,720276.7510643005,667810.4846534729,626307.843208313,661403.1086006165,701849.2703590393,648519.5268821716,652287.844379425,647354.7459030151,754319.9326591492,668169.3501625061,687232.8104362488,686454.8266487122,669660.2464904785,637043.3290290833,639307.5086746216,690750.8669586182,653383.1286010742,641681.0614128113,664099.7440299988,725255.8544921875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:3),CAR,3444286.058444977,3349920.662036896,3441400.094696045,3445740.9128189087,3287794.057037353,3131085.3457870483,3246143.318599701,3446792.911567688,3126934.2593803406,3160923.04813385,3198455.052192688,3629987.7721939087,3279828.879535675,3425767.350631714,3407649.4781303406,3369807.191257477,3070418.1309432983,3211800.2698516846,3407461.330318451,3107010.655944824,3168153.2629737854,3290062.8789138794,3175149.642578125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:3)_QUAL,CAR,755661.3931694031,725491.6473884583,748352.8323478699,754579.333480835,735466.7116851807,677312.8036766052,712527.8482093811,750720.569732666,704776.6503562927,691029.6306724548,698366.1102409363,792140.098285675,730110.7504768372,754328.6924285889,733380.6719207764,717607.3729362488,680110.7656326294,693908.2304763794,729924.0055541992,685410.8283691406,681427.3484077454,712557.6684417725,757884.5498046875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:4),CAR,3399707.930316925,3294830.314849853,3403386.753757477,3429150.994380951,3256345.6503181458,3077947.657196045,3193789.6042251587,3377583.2187576294,3064326.3414115906,3131360.3840675354,3131903.721725464,3549657.456100464,3234661.6706314087,3370694.5312538147,3368890.472820282,3319213.617038727,3061609.5353164678,3159899.838443756,3378656.8293800354,3045079.65266037,3101436.6262550354,3214800.5200042725,3109092.08203125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
CAR(18:4)_QUAL,CAR,741467.396686554,719783.5359840393,735085.9696159363,758949.9361419678,731609.3498497009,659871.9247322083,704503.7686386108,747812.2742652893,686904.5498886108,692716.1691436768,689283.4114532471,776525.435710907,715514.8491859436,735285.8544197083,725586.5361022949,708448.0106697083,677202.0055122375,677851.169380188,742658.6296157837,672681.2316856384,687926.3469619751,695680.4130134583,756819.1298828125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
